ORF_ID,Resistance_Mechanism,ID,genome
maker-scaffold216-augustus-gene-0.38-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|1|1|1|4|0|309,antibiotic target alteration,gnl|BL_ORD_ID|2311|hsp_num:0,ICBG1096
maker-scaffold47-augustus-gene-0.10-mRNA-1 protein AED:0.11 eAED:0.11 QI:0|0|0|1|1|1|7|0|804,antibiotic target alteration,gnl|BL_ORD_ID|2008|hsp_num:0,ICBG1096
maker-scaffold37-snap-gene-0.259-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|2|0|244,antibiotic target alteration,gnl|BL_ORD_ID|2000|hsp_num:0,ICBG1096
maker-scaffold21-augustus-gene-0.73-mRNA-1 protein AED:0.30 eAED:0.30 QI:0|0|0|1|1|1|2|0|299,antibiotic target alteration,gnl|BL_ORD_ID|2341|hsp_num:0,ICBG1096
snap_masked-scaffold55-processed-gene-0.10-mRNA-1 protein AED:0.10 eAED:-0.00 QI:0|0|0|0.66|1|1|3|0|834,antibiotic target alteration,gnl|BL_ORD_ID|2008|hsp_num:0,ICBG1096
augustus_masked-scaffold4-processed-gene-2.443-mRNA-1 protein AED:0.07 eAED:0.06 QI:0|0|0|1|1|1|7|0|728,antibiotic target alteration,gnl|BL_ORD_ID|2092|hsp_num:0,ICBG1096
maker-scaffold16-snap-gene-0.30-mRNA-1 protein AED:0.15 eAED:0.15 QI:0|0|0|1|0.6|0.66|6|0|486,antibiotic target alteration,gnl|BL_ORD_ID|1997|hsp_num:0,ICBG1096
maker-scaffold173-snap-gene-0.97-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|0.75|0.66|9|0|2538,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,ICBG1096
maker-scaffold80-augustus-gene-0.70-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|2459,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,ICBG1096
augustus_masked-scaffold9-processed-gene-0.80-mRNA-1 protein AED:0.05 eAED:-0.00 QI:0|0|0|0.5|1|1|2|0|415,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,ICBG1096
maker-scaffold26-augustus-gene-0.251-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|2|0|368,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,ICBG1096
snap_masked-scaffold41-processed-gene-0.35-mRNA-1 protein AED:0.24 eAED:0.06 QI:0|0|0|0.6|1|1|5|0|460,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,ICBG1096
maker-scaffold309-snap-gene-0.0-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|1|1|1|3|0|347,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,ICBG1096
augustus_masked-scaffold4-processed-gene-2.429-mRNA-1 protein AED:0.01 eAED:-0.01 QI:0|-1|0|1|-1|1|1|0|336,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,ICBG1096
maker-scaffold10-snap-gene-1.5-mRNA-1 protein AED:0.24 eAED:0.24 QI:0|0|0|1|1|1|3|0|341,antibiotic efflux,gnl|BL_ORD_ID|1068|hsp_num:0,ICBG1096
augustus_masked-NODE_130_length_54826_cov_46.880400-processed-gene-0.50-mRNA-1 protein AED:0.03 eAED:0.01 QI:0|0|0|0.5|1|1|2|0|1665,antibiotic efflux,gnl|BL_ORD_ID|2326|hsp_num:0,ICBG2046
snap_masked-NODE_64_length_147022_cov_48.449212-processed-gene-0.81-mRNA-1 protein AED:0.08 eAED:0.08 QI:0|0|0|0.8|1|1|5|0|1186,antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,ICBG2046
maker-NODE_73_length_129667_cov_44.834144-snap-gene-0.21-mRNA-1 protein AED:0.07 eAED:0.00 QI:0|0|0|1|0.33|0.25|4|0|684,antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,ICBG2046
maker-NODE_125_length_58440_cov_47.103750-snap-gene-0.0-mRNA-1 protein AED:0.03 eAED:0.02 QI:0|0|0|1|0|0.5|2|0|551,antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,ICBG2046
maker-NODE_38_length_197262_cov_41.642534-snap-gene-0.83-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|2|0|560,antibiotic efflux,gnl|BL_ORD_ID|2244|hsp_num:0,ICBG2046
maker-NODE_38_length_197262_cov_41.642534-augustus-gene-0.122-mRNA-1 protein AED:0.16 eAED:0.16 QI:0|0|0|1|0.5|0.33|3|0|363,antibiotic target protection,gnl|BL_ORD_ID|2563|hsp_num:0,ICBG2046
maker-NODE_38_length_197262_cov_41.642534-snap-gene-0.91-mRNA-1 protein AED:0.21 eAED:0.21 QI:0|0|0|1|0.25|0.11|9|0|979,antibiotic efflux,gnl|BL_ORD_ID|2327|hsp_num:0,ICBG2046
maker-NODE_38_length_197262_cov_41.642534-snap-gene-0.92-mRNA-1 protein AED:0.37 eAED:0.37 QI:0|0|0|1|0.33|0.25|4|0|475,antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,ICBG2046
augustus_masked-NODE_33_length_209019_cov_42.717519-processed-gene-1.19-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|-1|0|1|-1|1|1|0|560,antibiotic target alteration,gnl|BL_ORD_ID|1697|hsp_num:0,ICBG2046
maker-NODE_33_length_209019_cov_42.717519-snap-gene-1.40-mRNA-1 protein AED:0.22 eAED:0.22 QI:0|0|0|1|0|0.66|3|0|825,antibiotic target alteration,gnl|BL_ORD_ID|2092|hsp_num:0,ICBG2046
maker-NODE_54_length_156753_cov_174.498455-snap-gene-0.131-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|0|0|1|1|1|2|0|513,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,ICBG2046
snap_masked-NODE_97_length_96973_cov_46.565372-processed-gene-0.54-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|2|0|401,antibiotic target alteration,gnl|BL_ORD_ID|97|hsp_num:0,ICBG2046
maker-NODE_65_length_143133_cov_48.818420-snap-gene-0.89-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|1|0.66|0.75|4|0|592,antibiotic efflux,gnl|BL_ORD_ID|1103|hsp_num:0,ICBG2046
maker-NODE_40_length_189484_cov_44.730319-snap-gene-0.111-mRNA-1 protein AED:0.04 eAED:0.03 QI:0|0|0|1|0.33|0.5|4|0|1234,antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,ICBG2046
maker-NODE_40_length_189484_cov_44.730319-snap-gene-0.103-mRNA-1 protein AED:0.08 eAED:0.08 QI:0|0|0|1|0.8|0.5|6|0|600,antibiotic efflux,gnl|BL_ORD_ID|1839|hsp_num:0,ICBG2046
snap_masked-NODE_40_length_189484_cov_44.730319-processed-gene-0.43-mRNA-1 protein AED:0.14 eAED:0.14 QI:0|0|0|1|1|1|3|0|449,antibiotic efflux,gnl|BL_ORD_ID|425|hsp_num:0,ICBG2046
maker-NODE_309_length_8037_cov_43.234387-snap-gene-0.7-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|2|0|1334,antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,ICBG2046
maker-NODE_11_length_375835_cov_47.427859-snap-gene-1.69-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|0.75|0.66|0.5|4|0|413,antibiotic target protection,gnl|BL_ORD_ID|2558|hsp_num:0,ICBG2046
snap_masked-NODE_11_length_375835_cov_47.427859-processed-gene-1.24-mRNA-1 protein AED:0.07 eAED:0.06 QI:0|0|0|0.75|1|1|4|0|1181,antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,ICBG2046
maker-NODE_11_length_375835_cov_47.427859-snap-gene-2.147-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|0.5|0.66|3|0|572,antibiotic efflux,gnl|BL_ORD_ID|2244|hsp_num:0,ICBG2046
augustus_masked-NODE_11_length_375835_cov_47.427859-processed-gene-2.136-mRNA-1 protein AED:0.06 eAED:0.05 QI:0|0|0|1|1|1|4|0|498,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,ICBG2046
maker-NODE_142_length_43855_cov_46.603847-snap-gene-0.42-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|0|0|1|0|0|3|0|831,antibiotic target alteration,gnl|BL_ORD_ID|2125|hsp_num:0,ICBG2046
snap_masked-NODE_41_length_188794_cov_46.184076-processed-gene-0.36-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|0.33|1|1|3|0|844,antibiotic target protection,gnl|BL_ORD_ID|1928|hsp_num:0,ICBG2046
snap_masked-NODE_41_length_188794_cov_46.184076-processed-gene-0.46-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|5|0|1538,antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,ICBG2046
augustus_masked-NODE_19_length_280240_cov_48.570655-processed-gene-1.105-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|554,antibiotic inactivation,gnl|BL_ORD_ID|2420|hsp_num:0,ICBG2046
maker-NODE_61_length_149344_cov_47.368932-augustus-gene-0.31-mRNA-1 protein AED:0.20 eAED:0.02 QI:0|0|0|0.75|0.85|0.87|8|0|870,antibiotic inactivation,gnl|BL_ORD_ID|2302|hsp_num:0,ICBG2046
maker-NODE_61_length_149344_cov_47.368932-snap-gene-0.2-mRNA-1 protein AED:0.01 eAED:0.03 QI:0|0|0|1|0.5|0.6|5|0|1086,antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,ICBG2046
snap_masked-NODE_61_length_149344_cov_47.368932-processed-gene-0.139-mRNA-1 protein AED:0.02 eAED:-0.01 QI:0|0|0|0.5|1|1|2|0|651,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,ICBG2046
maker-NODE_61_length_149344_cov_47.368932-snap-gene-0.22-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|1|1|1|4|0|790,antibiotic target alteration,gnl|BL_ORD_ID|2125|hsp_num:0,ICBG2046
snap_masked-NODE_61_length_149344_cov_47.368932-processed-gene-0.138-mRNA-1 protein AED:0.19 eAED:0.19 QI:0|0|0|1|1|1|3|0|860,antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,ICBG2046
maker-NODE_59_length_151286_cov_48.523409-snap-gene-0.127-mRNA-1 protein AED:0.01 eAED:-0.00 QI:0|0|0|1|1|1|2|0|1346,antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,ICBG2046
snap_masked-NODE_59_length_151286_cov_48.523409-processed-gene-0.37-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|2|0|704,antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,ICBG2046
maker-NODE_59_length_151286_cov_48.523409-snap-gene-0.137-mRNA-1 protein AED:0.09 eAED:0.08 QI:0|0|0|1|0.25|0.2|5|0|459,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,ICBG2046
maker-NODE_59_length_151286_cov_48.523409-augustus-gene-0.64-mRNA-1 protein AED:0.24 eAED:0.21 QI:0|0|0|0.66|0.5|0.33|3|0|427,antibiotic inactivation,gnl|BL_ORD_ID|2302|hsp_num:0,ICBG2046
maker-NODE_26_length_237870_cov_47.987125-snap-gene-0.67-mRNA-1 protein AED:0.06 eAED:0.02 QI:0|0|0|1|0.5|0.4|5|0|596,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,ICBG2046
maker-NODE_26_length_237870_cov_47.987125-snap-gene-1.96-mRNA-1 protein AED:0.09 eAED:-0.01 QI:0|0|0|0.8|0.75|0.6|5|0|757,antibiotic target protection,gnl|BL_ORD_ID|1911|hsp_num:0,ICBG2046
maker-NODE_26_length_237870_cov_47.987125-snap-gene-1.95-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|0.5|0.33|3|0|1261,antibiotic target alteration; antibiotic target replacement,gnl|BL_ORD_ID|2406|hsp_num:0,ICBG2046
maker-NODE_49_length_166719_cov_44.897282-snap-gene-0.87-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|0.2|0.5|6|0|726,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,ICBG2046
maker-NODE_121_length_66441_cov_47.051105-snap-gene-0.15-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|0.66|1|1|3|0|412,antibiotic target alteration,gnl|BL_ORD_ID|1983|hsp_num:0,ICBG2046
augustus_masked-NODE_85_length_108394_cov_48.624401-processed-gene-0.1-mRNA-1 protein AED:0.03 eAED:0.02 QI:0|0|0|1|1|1|2|0|466,antibiotic target protection,gnl|BL_ORD_ID|2559|hsp_num:0,ICBG2046
snap_masked-NODE_85_length_108394_cov_48.624401-processed-gene-0.54-mRNA-1 protein AED:0.06 eAED:0.06 QI:0|0|0|1|1|1|3|0|1356,antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,ICBG2046
snap_masked-NODE_85_length_108394_cov_48.624401-processed-gene-0.59-mRNA-1 protein AED:0.02 eAED:-0.01 QI:0|0|0|0.5|1|1|2|0|505,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,ICBG2046
augustus_masked-NODE_85_length_108394_cov_48.624401-processed-gene-0.14-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|314,antibiotic target alteration,gnl|BL_ORD_ID|587|hsp_num:0,ICBG2046
snap_masked-NODE_85_length_108394_cov_48.624401-processed-gene-0.71-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|2|0|487,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,ICBG2046
snap_masked-NODE_167_length_30899_cov_53.555375-processed-gene-0.10-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|1|1|1|3|0|475,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,ICBG2046
maker-NODE_32_length_209486_cov_45.484159-snap-gene-1.52-mRNA-1 protein AED:0.03 eAED:0.02 QI:0|0|0|1|1|1|2|0|210,antibiotic target replacement,gnl|BL_ORD_ID|244|hsp_num:0,ICBG2046
maker-NODE_8_length_433048_cov_46.125452-snap-gene-3.93-mRNA-1 protein AED:0.00 eAED:-0.00 QI:0|0|0|1|0.5|0.33|3|0|1013,antibiotic efflux,gnl|BL_ORD_ID|1141|hsp_num:0,ICBG2046
snap_masked-NODE_27_length_234181_cov_45.442107-processed-gene-0.8-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|1502,antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,ICBG2046
maker-NODE_27_length_234181_cov_45.442107-snap-gene-1.114-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|4|0|556,antibiotic efflux,gnl|BL_ORD_ID|610|hsp_num:0,ICBG2046
maker-NODE_44_length_177098_cov_44.865243-snap-gene-0.79-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|0|0|1|1|1|2|0|1110,antibiotic target protection,gnl|BL_ORD_ID|2123|hsp_num:0,ICBG2046
maker-NODE_12_length_365688_cov_47.560864-augustus-gene-1.68-mRNA-1 protein AED:0.06 eAED:0.05 QI:0|0|0|0.87|1|0.75|8|0|1063,antibiotic target alteration,gnl|BL_ORD_ID|2129|hsp_num:0,ICBG2046
snap_masked-NODE_63_length_148499_cov_41.935176-processed-gene-0.52-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|2|0|725,antibiotic target protection,gnl|BL_ORD_ID|2123|hsp_num:0,ICBG2046
snap_masked-NODE_53_length_157893_cov_44.883574-processed-gene-0.71-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|4|0|1070,antibiotic target alteration,gnl|BL_ORD_ID|2112|hsp_num:0,ICBG2046
maker-NODE_93_length_99022_cov_46.353840-snap-gene-0.2-mRNA-1 protein AED:0.05 eAED:0.02 QI:0|0|0|0.8|0.25|0.2|5|0|516,antibiotic efflux,gnl|BL_ORD_ID|608|hsp_num:0,ICBG2046
maker-NODE_93_length_99022_cov_46.353840-snap-gene-0.8-mRNA-1 protein AED:0.24 eAED:0.21 QI:0|0|0|0.5|1|1|4|0|500,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,ICBG2046
maker-NODE_93_length_99022_cov_46.353840-snap-gene-0.17-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|0|0.33|3|0|490,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,ICBG2046
augustus_masked-NODE_14_length_336798_cov_44.461587-processed-gene-0.22-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|-1|0|1|-1|1|1|0|503,antibiotic efflux,gnl|BL_ORD_ID|1065|hsp_num:0,ICBG2046
snap_masked-NODE_14_length_336798_cov_44.461587-processed-gene-1.73-mRNA-1 protein AED:0.30 eAED:0.29 QI:0|0|0|1|1|1|3|0|366,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,ICBG2046
maker-NODE_14_length_336798_cov_44.461587-snap-gene-2.16-mRNA-1 protein AED:0.06 eAED:-0.01 QI:0|0|0|1|0|0|2|0|505,antibiotic efflux,gnl|BL_ORD_ID|555|hsp_num:0,ICBG2046
augustus_masked-NODE_78_length_120021_cov_44.020818-processed-gene-0.60-mRNA-1 protein AED:0.34 eAED:0.31 QI:0|-1|0|1|-1|1|1|0|463,antibiotic inactivation,gnl|BL_ORD_ID|1729|hsp_num:0,ICBG2046
maker-NODE_1_length_655175_cov_46.306011-snap-gene-1.82-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|5|0|983,antibiotic target protection,gnl|BL_ORD_ID|1928|hsp_num:0,ICBG2046
snap_masked-NODE_1_length_655175_cov_46.306011-processed-gene-3.55-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|619,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,ICBG2046
maker-NODE_1_length_655175_cov_46.306011-snap-gene-5.9-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|0.66|0.75|4|0|1074,antibiotic target protection,gnl|BL_ORD_ID|1222|hsp_num:0,ICBG2046
augustus_masked-NODE_1_length_655175_cov_46.306011-processed-gene-5.33-mRNA-1 protein AED:0.07 eAED:0.06 QI:0|0|0|1|1|1|2|0|471,antibiotic efflux,gnl|BL_ORD_ID|1137|hsp_num:0,ICBG2046
maker-NODE_52_length_160205_cov_44.697666-snap-gene-0.129-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|1|1|4|0|1544,antibiotic efflux,gnl|BL_ORD_ID|2328|hsp_num:0,ICBG2046
maker-NODE_284_length_9405_cov_20.472300-snap-gene-0.3-mRNA-1 protein AED:0.11 eAED:0.10 QI:0|0|0|1|0.2|0.33|6|0|472,antibiotic target alteration,gnl|BL_ORD_ID|587|hsp_num:0,ICBG2046
snap_masked-NODE_90_length_102447_cov_48.004115-processed-gene-0.59-mRNA-1 protein AED:0.06 eAED:0.05 QI:0|0|0|1|1|1|2|0|375,antibiotic target protection,gnl|BL_ORD_ID|2560|hsp_num:0,ICBG2046
snap_masked-NODE_28_length_232581_cov_45.577568-processed-gene-0.25-mRNA-1 protein AED:0.18 eAED:0.17 QI:0|0|0|0.66|1|1|3|0|377,antibiotic efflux,gnl|BL_ORD_ID|2263|hsp_num:0,ICBG2046
augustus_masked-NODE_62_length_149231_cov_46.803272-processed-gene-0.44-mRNA-1 protein AED:0.00 eAED:0.00 QI:0|-1|0|1|-1|1|1|0|856,antibiotic inactivation,gnl|BL_ORD_ID|2549|hsp_num:0,ICBG2046
maker-NODE_57_length_155057_cov_47.339650-snap-gene-0.110-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|3|0|1668,antibiotic target alteration,gnl|BL_ORD_ID|2565|hsp_num:0,ICBG2046
maker-NODE_57_length_155057_cov_47.339650-snap-gene-0.109-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|3|0|523,antibiotic efflux,gnl|BL_ORD_ID|151|hsp_num:0,ICBG2046
maker-NODE_57_length_155057_cov_47.339650-snap-gene-0.117-mRNA-1 protein AED:0.04 eAED:0.04 QI:0|0|0|1|0.5|0.14|7|0|1184,antibiotic efflux,gnl|BL_ORD_ID|2373|hsp_num:0,ICBG2046
snap_masked-NODE_57_length_155057_cov_47.339650-processed-gene-0.47-mRNA-1 protein AED:0.10 eAED:0.10 QI:0|0|0|0.33|1|1|3|0|504,antibiotic efflux,gnl|BL_ORD_ID|1841|hsp_num:0,ICBG2046
snap_masked-NODE_9_length_394649_cov_48.195036-processed-gene-0.38-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|2|0|1564,antibiotic efflux,gnl|BL_ORD_ID|2278|hsp_num:0,ICBG2046
maker-NODE_9_length_394649_cov_48.195036-snap-gene-1.63-mRNA-1 protein AED:0.04 eAED:0.01 QI:0|0|0|1|0|0|3|0|1463,antibiotic efflux,gnl|BL_ORD_ID|1244|hsp_num:0,ICBG2046
snap_masked-NODE_9_length_394649_cov_48.195036-processed-gene-2.50-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|3|0|1370,antibiotic efflux,gnl|BL_ORD_ID|2228|hsp_num:0,ICBG2046
snap_masked-NODE_9_length_394649_cov_48.195036-processed-gene-2.91-mRNA-1 protein AED:0.06 eAED:0.04 QI:0|0|0|1|1|1|3|0|506,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,ICBG2046
augustus_masked-NODE_45_length_170671_cov_47.840979-processed-gene-0.81-mRNA-1 protein AED:0.03 eAED:0.03 QI:0|0|0|1|1|1|2|0|557,antibiotic efflux,gnl|BL_ORD_ID|1841|hsp_num:0,ICBG2046
maker-NODE_45_length_170671_cov_47.840979-snap-gene-0.116-mRNA-1 protein AED:0.03 eAED:0.05 QI:0|0|0|1|0.5|0.4|5|0|1437,antibiotic inactivation,gnl|BL_ORD_ID|120|hsp_num:0,ICBG2046
snap_masked-NODE_45_length_170671_cov_47.840979-processed-gene-0.48-mRNA-1 protein AED:0.08 eAED:0.08 QI:0|0|0|0.5|1|1|2|0|271,antibiotic inactivation,gnl|BL_ORD_ID|2082|hsp_num:0,ICBG2046
maker-NODE_37_length_200296_cov_45.924529-augustus-gene-0.80-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|1|1|3|0|1051,antibiotic target protection,gnl|BL_ORD_ID|2123|hsp_num:0,ICBG2046
maker-NODE_37_length_200296_cov_45.924529-augustus-gene-1.94-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|1|1|1|3|0|492,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,ICBG2046
snap_masked-NODE_37_length_200296_cov_45.924529-processed-gene-1.35-mRNA-1 protein AED:0.16 eAED:0.15 QI:0|0|0|0.5|1|1|2|0|195,antibiotic inactivation,gnl|BL_ORD_ID|1563|hsp_num:0,ICBG2046
maker-NODE_37_length_200296_cov_45.924529-augustus-gene-1.98-mRNA-1 protein AED:0.06 eAED:0.06 QI:0|0|0|1|1|1|3|0|473,antibiotic efflux,gnl|BL_ORD_ID|565|hsp_num:0,ICBG2046
augustus_masked-NODE_37_length_200296_cov_45.924529-processed-gene-1.87-mRNA-1 protein AED:0.40 eAED:0.38 QI:0|-1|0|1|-1|1|1|0|541,antibiotic efflux,gnl|BL_ORD_ID|229|hsp_num:0,ICBG2046
maker-NODE_117_length_72263_cov_44.037013-snap-gene-0.24-mRNA-1 protein AED:0.01 eAED:0.01 QI:0|0|0|1|0|0.5|2|0|975,antibiotic target alteration,gnl|BL_ORD_ID|2112|hsp_num:0,ICBG2046
maker-NODE_20_length_253829_cov_47.498589-augustus-gene-1.134-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|622,antibiotic target protection,gnl|BL_ORD_ID|2123|hsp_num:0,ICBG2046
maker-NODE_89_length_103207_cov_43.393064-snap-gene-0.2-mRNA-1 protein AED:0.05 eAED:0.05 QI:0|0|0|1|1|1|3|0|574,antibiotic efflux,gnl|BL_ORD_ID|2342|hsp_num:0,ICBG2046
maker-NODE_7_length_440057_cov_47.711181-snap-gene-0.35-mRNA-1 protein AED:0.10 eAED:0.10 QI:0|0|0|0.87|0.57|0.75|8|0|1186,antibiotic efflux,gnl|BL_ORD_ID|2241|hsp_num:0,ICBG2046
maker-NODE_7_length_440057_cov_47.711181-snap-gene-1.40-mRNA-1 protein AED:0.05 eAED:0.03 QI:0|0|0|1|0.6|0.5|6|0|541,antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,ICBG2046
snap_masked-NODE_7_length_440057_cov_47.711181-processed-gene-2.54-mRNA-1 protein AED:0.01 eAED:0.02 QI:0|0|0|1|1|1|2|0|1453,antibiotic efflux,gnl|BL_ORD_ID|1535|hsp_num:0,ICBG2046
maker-NODE_16_length_321002_cov_48.649680-snap-gene-0.44-mRNA-1 protein AED:0.08 eAED:0.03 QI:50|0|0|0.83|0.6|0.66|6|0|969,antibiotic inactivation,gnl|BL_ORD_ID|66|hsp_num:0,ICBG2046
maker-NODE_16_length_321002_cov_48.649680-snap-gene-1.69-mRNA-1 protein AED:0.07 eAED:0.07 QI:0|0|0|1|1|1|5|0|602,antibiotic efflux,gnl|BL_ORD_ID|911|hsp_num:0,ICBG2046
maker-NODE_16_length_321002_cov_48.649680-snap-gene-1.70-mRNA-1 protein AED:0.09 eAED:0.09 QI:0|0|0|1|1|1|5|0|552,antibiotic efflux,gnl|BL_ORD_ID|2552|hsp_num:0,ICBG2046
maker-NODE_16_length_321002_cov_48.649680-snap-gene-2.68-mRNA-1 protein AED:0.06 eAED:0.06 QI:0|0|0|1|1|1|3|0|217,antibiotic inactivation,gnl|BL_ORD_ID|135|hsp_num:0,ICBG2046
augustus_masked-NODE_163_length_32659_cov_42.403142-processed-gene-0.14-mRNA-1 protein AED:0.29 eAED:0.29 QI:0|0|0|0.75|1|1|4|0|492,antibiotic efflux,gnl|BL_ORD_ID|1184|hsp_num:0,ICBG2046
maker-NODE_110_length_78518_cov_48.002679-snap-gene-0.50-mRNA-1 protein AED:0.03 eAED:0.02 QI:0|0|0|1|0.5|0.33|3|0|882,antibiotic inactivation,gnl|BL_ORD_ID|120|hsp_num:0,ICBG2046
snap_masked-NODE_110_length_78518_cov_48.002679-processed-gene-0.42-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|3|0|1176,antibiotic target alteration; antibiotic target replacement,gnl|BL_ORD_ID|2406|hsp_num:0,ICBG2046
maker-NODE_4_length_485698_cov_44.640333-snap-gene-0.47-mRNA-1 protein AED:0.00 eAED:-0.00 QI:0|0|0|1|1|1|3|0|649,antibiotic inactivation,gnl|BL_ORD_ID|751|hsp_num:0,ICBG2046
maker-NODE_4_length_485698_cov_44.640333-snap-gene-2.56-mRNA-1 protein AED:0.09 eAED:0.08 QI:0|0|0|1|0.66|0.75|4|0|409,antibiotic target alteration,gnl|BL_ORD_ID|1554|hsp_num:0,ICBG2046
maker-NODE_4_length_485698_cov_44.640333-snap-gene-3.135-mRNA-1 protein AED:0.02 eAED:0.02 QI:0|0|0|1|1|1|4|0|1166,antibiotic target alteration,gnl|BL_ORD_ID|2097|hsp_num:0,ICBG2046
