Gene	interpro	PANTHER	MobiDBLite	Pfam	Phobius	TMHMM	GO	PRINTS	Gene3D	SUPERFAMILY	CDD	SMART	ProSitePatterns	ProSiteProfiles	SignalP_GRAM_POSITIVE	PATHWAY	PIRSF	Hamap	Coils	SFLD	TIGRFAM	SignalP_EUK	SignalP_GRAM_NEGATIVE	ProDom
snap_masked-NODE_267_length_26055_cov_46.015196-processed-gene-0.19-mRNA-1	IPR001680	PTHR45589	mobidb-lite	PF00400	NA	NA	GO:0005515	NA	G3DSA:2.130.10.10	SSF50978	NA	SM00320	NA	PS50294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_199_length_40480_cov_40.874086-processed-gene-0.38-mRNA-1	IPR001138	PTHR31944	mobidb-lite	PF00172;PF04082	NA	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	G3DSA:4.10.240.10	SSF57701	cd00067;cd12148	SM00906;SM00066	PS00463	PS50048	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_295_length_20923_cov_49.202106-augustus-gene-0.45-mRNA-1	IPR000408	PTHR22870:SF321;PTHR22870	mobidb-lite	PF00415	NA	NA	NA	PR00633	G3DSA:2.130.10.30	SSF50985	NA	NA	PS00626;PS00625	PS50012	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_98_length_85391_cov_52.776365-snap-gene-0.33-mRNA-1	IPR004365	PTHR42918:SF3;PTHR42918	mobidb-lite	PF01336;PF00152	NA	NA	GO:0003676;GO:0000166;GO:0004824;GO:0005524;GO:0005737;GO:0006430;GO:0004812;GO:0006418	PR00982	G3DSA:2.40.50.140;G3DSA:3.30.930.10	SSF50249;SSF55681	cd04322;cd00775	NA	NA	PS50862	NA	KEGG: 00970+6.1.1.6|Reactome: R-HSA-2408517|Reactome: R-HSA-379716|Reactome: R-HSA-379726	PIRSF039101	MF_00252	Coil	NA	TIGR00499	NA	NA	NA
augustus_masked-NODE_143_length_60315_cov_45.863195-processed-gene-0.0-mRNA-1	IPR025654	PTHR23350:SF0;PTHR23350	mobidb-lite	PF13639;PF04757	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	GO:0005515;GO:0005779;GO:0007031;GO:0008270;GO:0016558	NA	G3DSA:3.30.40.10	SSF57850	cd16527	SM00184	PS00518	PS50089	NA	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_164_length_54378_cov_48.397983-augustus-gene-0.67-mRNA-1	IPR027640	PTHR24115;PTHR24115:SF600	mobidb-lite	PF00225	NA	NA	GO:0003777;GO:0007018;GO:0005524;GO:0008017	PR00380	G3DSA:3.40.850.10	SSF52540	NA	SM00129	PS00411	PS50067	NA	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_122_length_68333_cov_37.139020-augustus-gene-0.83-mRNA-1	IPR037548	PTHR38044	mobidb-lite	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0070197;GO:1990862;GO:0003677	NA	G3DSA:3.10.260.10	SSF54616	NA	SM01252	NA	PS51299	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_80_length_94230_cov_46.496860-processed-gene-0.260-mRNA-1	IPR020846	PTHR23502;PTHR23502:SF31	mobidb-lite	PF07690	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0055085	NA	G3DSA:1.20.1250.20	SSF103473	cd06174	NA	NA	PS50850	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_3_length_261062_cov_48.596903-snap-gene-1.117-mRNA-1	IPR029063	PTHR43591;PTHR43591:SF10	NA	PF13489	NA	NA	NA	NA	G3DSA:3.40.50.150	SSF53335	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_204_length_39641_cov_50.368983-processed-gene-0.5-mRNA-1	IPR038765	PTHR10589;PTHR10589:SF16	NA	PF01088;PF18031	NA	NA	GO:0004843;GO:0005622;GO:0006511;GO:0016579	PR00707	G3DSA:3.40.532.10;G3DSA:1.20.58.860	SSF54001	cd09617	NA	NA	NA	NA	Reactome: R-HSA-5689603	PIRSF038120	NA	NA	NA	NA	NA	NA	NA
maker-NODE_58_length_115198_cov_48.740916-augustus-gene-0.45-mRNA-1	IPR004882	PTHR12375:SF30;PTHR12375	mobidb-lite	PF03194	NA	NA	GO:0003729;GO:0005685;GO:0006376	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_69_length_102371_cov_48.539973-snap-gene-0.62-mRNA-1	IPR013893	PTHR15396	NA	PF08584	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_145_length_59946_cov_47.751935-snap-gene-0.49-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_136_length_62359_cov_45.786669-processed-gene-0.123-mRNA-1	IPR006598	PTHR12203;PTHR12203:SF57	mobidb-lite	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_117_length_71636_cov_42.516900-augustus-gene-0.93-mRNA-1	IPR001353	PTHR11599;PTHR11599:SF11	NA	PF00227;PF10584	NA	NA	GO:0004298;GO:0005839;GO:0051603;GO:0004175;GO:0006511;GO:0019773	NA	G3DSA:3.60.20.10	SSF56235	cd03754	SM00948	NA	PS51475	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_257_length_27694_cov_43.594660-augustus-gene-0.62-mRNA-1	IPR001129	PTHR10250:SF17;PTHR10250	NA	PF01124	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	G3DSA:1.20.120.550	SSF161084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_187502_cov_46.633025-protein2genome-gene-0.174-mRNA-1	IPR032710	NA	NA	PF14534	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	G3DSA:3.10.450.50	SSF54427	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_205_length_39115_cov_49.725787-processed-gene-0.79-mRNA-1	IPR020784	PTHR11661;PTHR11661:SF1	NA	PF03946;PF00298	NA	NA	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:1.10.10.250;G3DSA:3.30.1550.10	SSF54747;SSF46906	cd00349	SM00649	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	MF_00736	NA	NA	TIGR01632	NA	NA	PD001367
maker-NODE_287_length_22031_cov_45.402164-snap-gene-0.5-mRNA-1	IPR006164	PTHR12604;PTHR12604:SF2	mobidb-lite	PF02735;PF02037;PF03731;PF03730	NA	NA	GO:0003677;GO:0006303;GO:0000723;GO:0003684;GO:0005634;GO:0042162;GO:0043564;GO:0004003	NA	G3DSA:3.40.50.410;G3DSA:2.40.290.10;G3DSA:1.10.1600.10;G3DSA:4.10.970.10;G3DSA:1.10.720.30	SSF53300;SSF68906;SSF100939	cd00788;cd01458	SM00559;SM00513	NA	PS50800	NA	Reactome: R-HSA-164843|Reactome: R-HSA-1834949|Reactome: R-HSA-3270619|Reactome: R-HSA-5693571|Reactome: R-HSA-6798695	PIRSF003033	NA	NA	NA	TIGR00578	NA	NA	NA
snap_masked-NODE_86_length_89937_cov_46.211458-processed-gene-0.15-mRNA-1	IPR001202	PTHR10351;PTHR10351:SF48	mobidb-lite	PF00397	NA	NA	GO:0005515	NA	G3DSA:2.20.70.10	SSF51045	cd00201;cd07389	SM00456	PS01159	PS50020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_18_length_190492_cov_49.415507-processed-gene-0.397-mRNA-1	IPR037470	PTHR38407	mobidb-lite	NA	NA	NA	GO:0000329;GO:0005543;GO:0042144	NA	G3DSA:1.20.1270.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_248_length_29084_cov_50.014677-processed-gene-0.4-mRNA-1	IPR011701	PTHR23501;PTHR23501:SF143	mobidb-lite	PF07690	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0055085	PR01036	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	SSF103473	cd06174	NA	NA	PS50850	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_145_length_59946_cov_47.751935-augustus-gene-0.23-mRNA-1	IPR016135	PTHR44255	mobidb-lite	PF00179	NA	NA		NA	G3DSA:3.10.110.10	SSF54495	NA	NA	NA	PS50127	NA	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_237230_cov_48.894759-processed-gene-1.104-mRNA-1	IPR011701	PTHR43791;PTHR43791:SF47	mobidb-lite	PF07690	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0055085	NA	G3DSA:1.20.1250.20	SSF103473	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_37_length_141075_cov_45.808234-processed-gene-0.232-mRNA-1	IPR036188	PTHR43104:SF4;PTHR43104	NA	PF01266	NA	NA	GO:0016491;GO:0055114	NA	G3DSA:3.50.50.60;G3DSA:3.30.9.10	SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_35_length_146819_cov_48.030233-augustus-gene-0.373-mRNA-1	IPR001697	PTHR11817:SF3;PTHR11817	NA	PF02887;PF00224	NA	NA	GO:0000287;GO:0004743;GO:0006096;GO:0030955;GO:0003824	PR01050	G3DSA:3.20.20.60;G3DSA:2.40.33.10;G3DSA:3.40.1380.20	SSF52935;SSF50800;SSF51621	cd00288	NA	PS00110	NA	NA	KEGG: 00010+2.7.1.40|KEGG: 00230+2.7.1.40|KEGG: 00620+2.7.1.40|MetaCyc: PWY-1042|MetaCyc: PWY-2221|MetaCyc: PWY-5484|MetaCyc: PWY-5723|MetaCyc: PWY-6142|MetaCyc: PWY-6886|MetaCyc: PWY-6901|MetaCyc: PWY-7003|MetaCyc: PWY-7218|MetaCyc: PWY-7383|MetaCyc: PWY-8004|Reactome: R-HSA-70171	NA	NA	NA	NA	TIGR01064	NA	NA	NA
augustus_masked-NODE_171_length_51645_cov_42.231958-processed-gene-0.0-mRNA-1	IPR005822	PTHR11545:SF2;PTHR11545	NA	PF00572	NA	NA	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:3.90.1180.10	SSF52161	cd00392	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PIRSF002181	MF_01366	NA	NA	TIGR01066	NA	NA	NA
augustus_masked-NODE_53_length_118650_cov_47.760460-processed-gene-0.65-mRNA-1	IPR000504	PTHR23204	mobidb-lite	PF00076	NA	NA	GO:0003676	NA	G3DSA:3.30.70.330	SSF54928	cd12372	SM00360	NA	PS50102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_3_length_261062_cov_48.596903-processed-gene-1.440-mRNA-1	IPR013209	PTHR12181:SF12;PTHR12181	mobidb-lite	PF08235;PF04571	NA	NA		NA	NA	SSF56784	NA	SM00775	NA	NA	NA	KEGG: 00561+3.1.3.4|KEGG: 00564+3.1.3.4|KEGG: 00565+3.1.3.4|KEGG: 00600+3.1.3.4|MetaCyc: PWY-6453|MetaCyc: PWY-7782|Reactome: R-HSA-1483191|Reactome: R-HSA-1483213|Reactome: R-HSA-4419969|Reactome: R-HSA-75109	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_184856_cov_48.682551-processed-gene-0.14-mRNA-1	IPR036259	PTHR23500:SF145;PTHR23500	NA	PF00083	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0016021;GO:0022857;GO:0055085	NA	G3DSA:1.20.1250.20	SSF103473	cd06174	NA	NA	PS50850	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_4_length_256992_cov_44.085294-augustus-gene-1.423-mRNA-1	IPR002088	PTHR11129:SF2;PTHR11129	mobidb-lite	PF01239	NA	NA	GO:0008318;GO:0018342;GO:0005968;GO:0018344	NA	G3DSA:1.25.40.120	SSF48439	NA	NA	NA	PS51147	NA	Reactome: R-HSA-6803205|Reactome: R-HSA-8873719	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_130_length_64702_cov_43.550941-processed-gene-0.6-mRNA-1	IPR013169	PTHR31551	mobidb-lite	PF08315	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_404280_cov_47.690922-processed-gene-3.1-mRNA-1	IPR012989	PTHR23333:SF20;PTHR23333	mobidb-lite	PF08059;PF14555;PF00789	NA	NA	GO:0005515	NA	G3DSA:3.10.20.90;G3DSA:3.30.420.210;G3DSA:1.10.8.10	SSF102848;SSF54236;SSF46934	cd14273	SM00553	NA	PS51399;PS50033	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_103_length_78628_cov_49.032420-augustus-gene-0.234-mRNA-1	IPR039175	PTHR14110:SF0;PTHR14110	NA	PF02466	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION	TMhelix	GO:0042721;GO:0045039	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_176_length_49441_cov_47.492740-snap-gene-0.6-mRNA-1	IPR029063	PTHR12753:SF0;PTHR12753	NA	PF05891	NA	NA	GO:0006480;GO:0008168	NA	G3DSA:3.40.50.150	SSF53335	cd02440	NA	NA	NA	NA	NA	PIRSF016958	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_63_length_106999_cov_50.524993-processed-gene-0.275-mRNA-1	IPR014807	PTHR28523	mobidb-lite	PF08695	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_404280_cov_47.690922-processed-gene-3.16-mRNA-1	IPR009057	PTHR22929	mobidb-lite	PF15963	NA	NA	GO:0003677;GO:0000126;GO:0000995;GO:0006383	NA	G3DSA:1.10.10.60	SSF46689	cd00167	SM00717	NA	NA	SignalP-TM	Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_44_length_127631_cov_48.206103-augustus-gene-0.309-mRNA-1	IPR023174	PTHR11347;PTHR11347:SF177	mobidb-lite	PF00233	NA	NA	GO:0008081;GO:0004114;GO:0007165	NA	G3DSA:1.10.1300.10	SSF109604	cd00077	SM00471	PS00126	PS51845	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_20_length_186871_cov_46.124695-processed-gene-0.101-mRNA-1	IPR003618	PTHR11477;PTHR11477:SF11	mobidb-lite	PF07744;PF00628;PF07500	NA	NA	GO:0006351	NA	G3DSA:1.10.472.30;G3DSA:3.30.40.10	SSF46942;SSF57903	NA	SM00510;SM00249	PS01359	PS51321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_314939_cov_49.752548-snap-gene-0.50-mRNA-1	IPR000504	PTHR44202:SF2;PTHR44202	mobidb-lite	PF00076	NA	NA	GO:0003676	NA	G3DSA:3.30.70.330	SSF54928	cd00590	SM00360	NA	PS50102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_120_length_69088_cov_49.271530-processed-gene-0.71-mRNA-1	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_198_length_41783_cov_43.744455-snap-gene-0.29-mRNA-1	IPR035940	PTHR10334:SF312;PTHR10334	mobidb-lite	PF00188	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	GO:0005576	PR00837	G3DSA:3.40.33.10	SSF55797	cd05380	SM00198	PS01009	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA
augustus_masked-NODE_71_length_101142_cov_47.208474-processed-gene-0.303-mRNA-1	NA	PTHR31086:SF1;PTHR31086	mobidb-lite	PF13515	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_62_length_109588_cov_47.045514-augustus-gene-0.49-mRNA-1	IPR001357	PTHR23389;PTHR23389:SF6	mobidb-lite	PF00533;PF00004;PF08519	NA	NA	GO:0005524;GO:0003677;GO:0006260;GO:0003689;GO:0005663;GO:0006281	NA	G3DSA:3.40.50.300;G3DSA:1.20.272.10;G3DSA:3.40.50.10190;G3DSA:1.10.8.60	SSF52540;SSF48019;SSF52113	cd00009;cd00027	SM00292;SM00382	NA	PS50172	NA	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091	PIRSF036578	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_256992_cov_44.085294-processed-gene-1.346-mRNA-1	IPR002028	PTHR42882;PTHR42882:SF1	NA	PF00290;PF00291	NA	NA	GO:0004834;GO:0006568;GO:0003824;GO:0000162	NA	G3DSA:3.20.20.70;G3DSA:3.40.50.1100	SSF53686;SSF51366	cd04724;cd06446	NA	PS00167;PS00168	NA	NA	KEGG: 00260+4.2.1.20|KEGG: 00400+4.2.1.20	NA	MF_00133;MF_00131	NA	NA	TIGR00262;TIGR00263	NA	NA	NA
maker-NODE_7_length_237445_cov_50.197204-snap-gene-1.366-mRNA-1	IPR040442	PTHR20881:SF0;PTHR20881	mobidb-lite	PF02548	NA	NA	GO:0003864;GO:0015940;GO:0003824	NA	G3DSA:3.20.20.60	SSF51621	cd06557	NA	NA	NA	SignalP-TM	KEGG: 00770+2.1.2.11|MetaCyc: PWY-6654	NA	MF_00156	NA	NA	TIGR00222	NA	SignalP-noTM	NA
maker-NODE_57_length_116565_cov_45.321003-snap-gene-0.48-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_180_length_48520_cov_13.925795-snap-gene-0.17-mRNA-1	IPR001487	PTHR16062;PTHR16062:SF15	mobidb-lite	PF01426;PF00439	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	GO:0005515;GO:0006338;GO:0016586;GO:0003682	PR00503	G3DSA:1.20.920.10;G3DSA:2.30.30.490	SSF47370	cd04369;cd04717	SM00297;SM00439	NA	PS50014;PS51038	NA	Reactome: R-HSA-3214858|Reactome: R-HSA-8939243	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_49_length_123124_cov_48.366651-processed-gene-0.19-mRNA-1	IPR020849	PTHR24070;PTHR24070:SF17	NA	PF00071	NA	NA	GO:0005525;GO:0007165;GO:0016020;GO:0003924	PR00449	G3DSA:3.40.50.300	SSF52540	NA	SM00175;SM00174;SM00173	NA	PS51421	NA	NA	NA	NA	NA	NA	TIGR00231	NA	NA	NA
maker-NODE_53_length_118650_cov_47.760460-snap-gene-0.332-mRNA-1	IPR020472	PTHR19847:SF7;PTHR19847	mobidb-lite	PF00400	NA	NA	GO:0005515	PR00320	G3DSA:2.130.10.10	SSF50978	NA	SM00320	PS00678	PS50082;PS50294	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_355_length_9630_cov_48.551510-processed-gene-0.2-mRNA-1	IPR018200	PTHR44509	mobidb-lite	PF00443	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0006511;GO:0036459;GO:0016579	NA	G3DSA:3.90.70.10	SSF54001	cd02662	NA	PS00972;PS00973	PS50235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_227953_cov_50.657541-processed-gene-1.352-mRNA-1	IPR006073	PTHR11702:SF31;PTHR11702	mobidb-lite	PF01926;PF01018	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	GO:0005525	PR00326	G3DSA:2.70.210.12	SSF82051;SSF52540	NA	NA	NA	PS51710	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_287_length_22031_cov_45.402164-snap-gene-0.4-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_148_length_59111_cov_50.261969-processed-gene-0.190-mRNA-1	IPR015915	NA	mobidb-lite	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0005515	NA	NA	SSF117281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_43_length_132665_cov_48.501154-processed-gene-0.25-mRNA-1	IPR013766	PTHR18929:SF187;PTHR18929	NA	PF00085;PF07749	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	GO:0045454;GO:0005783;GO:0016853	PR00421	G3DSA:1.20.1150.12;G3DSA:3.40.30.10	SSF52833;SSF47933	cd00238;cd02998	NA	PS00194	PS51352	SignalP-TM	NA	NA	NA	NA	NA	TIGR01126	SignalP-noTM	SignalP-noTM	NA
augustus_masked-NODE_4_length_256992_cov_44.085294-processed-gene-0.237-mRNA-1	IPR016084	PTHR41813	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA		NA	G3DSA:1.20.910.10	SSF48613	NA	NA	NA	NA	NA	Reactome: R-HSA-189483|Reactome: R-HSA-917937	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_227953_cov_50.657541-processed-gene-1.366-mRNA-1	IPR017762	PTHR11709:SF136;PTHR11709	NA	PF07732;PF00394;PF07731	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	GO:0005507;GO:0055114;GO:0016491	NA	G3DSA:2.60.40.420	SSF49503	cd13895	NA	PS00079;PS00080	NA	NA	NA	NA	NA	NA	NA	TIGR03390	SignalP-noTM	SignalP-noTM	NA
maker-NODE_12_length_215955_cov_40.277522-snap-gene-1.187-mRNA-1	IPR007275	PTHR12357;PTHR12357:SF3	mobidb-lite	PF04146	NA	NA	GO:0003723	NA	G3DSA:3.10.590.10	NA	NA	NA	NA	PS50882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
