Gene	interpro	SUPERFAMILY	GO	PATHWAY	Gene3D	TIGRFAM	Pfam	MobiDBLite	PIRSF	Hamap	ProSiteProfiles	SMART	PRINTS	Coils	CDD	ProSitePatterns	SFLD
augustus_masked-SPDT01000003.1-processed-gene-24.13-mRNA-1	IPR014031	SSF56801;SSF47336;SSF52777;SSF55048;SSF52151;SSF53901;SSF51735	GO:0003824;GO:0031177;GO:0016740	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	G3DSA:3.30.559.30;G3DSA:3.30.559.10;G3DSA:3.30.300.30;G3DSA:3.40.47.10;G3DSA:1.10.1200.10;G3DSA:3.40.50.12780;G3DSA:3.30.70.3290;G3DSA:3.40.50.720;G3DSA:3.40.366.10;G3DSA:3.30.70.250	TIGR01746	PF02801;PF16197;PF07993;PF00109;PF00550;PF00668;PF00698;PF00501	mobidb-lite	NA	NA	PS50075	SM00827;SM00823;SM01294;SM00825	NA	NA	cd05918;cd00833	PS00012	NA
maker-SPDT01000009.1-snap-gene-10.29-mRNA-1	IPR036396	SSF48264	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	G3DSA:1.10.630.10	NA	PF00067	NA	NA	NA	NA	NA	PR00463;PR00385	NA	NA	NA	NA
maker-SPDT01000007.1-augustus-gene-33.9-mRNA-1	IPR018827	NA	NA	NA	NA	NA	PF10355;PF10348	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000006.1-snap-gene-28.211-mRNA-1	IPR000504	SSF54928	GO:0003676	NA	G3DSA:3.30.70.330	NA	PF00076	mobidb-lite	NA	NA	PS50102	SM00360	NA	NA	NA	NA	NA
augustus_masked-SPDT01000010.1-processed-gene-2.23-mRNA-1	IPR009730	NA		Reactome: R-HSA-2129379	NA	NA	PF06991	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-22.123-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-16.302-mRNA-1	IPR034704	SSF143800	GO:0003735	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	G3DSA:2.30.170.40	NA	PF00830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-snap-gene-67.51-mRNA-1	IPR036396	SSF48264	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	G3DSA:1.10.630.10	NA	PF00067	NA	NA	NA	NA	NA	NA	NA	cd17808	NA	NA
maker-SPDT01000008.1-snap-gene-1.5-mRNA-1	IPR036291	SSF51735;SSF55347	GO:0016491;GO:0055114	Reactome: R-HSA-71064	G3DSA:1.10.1870.10;G3DSA:3.30.360.10;G3DSA:3.40.50.720	NA	PF16653;PF03435	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-2.42-mRNA-1	IPR018712	NA	NA	NA	NA	NA	PF09994	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000013.1-processed-gene-10.59-mRNA-1	IPR020846	SSF103473	GO:0016020;GO:0022857;GO:0055085;GO:0016021	Reactome: R-HSA-189200	G3DSA:1.20.1250.20	TIGR00879	PF00083	NA	NA	NA	PS50850	NA	NA	Coil	cd17356	PS00216	NA
maker-SPDT01000007.1-snap-gene-59.189-mRNA-1	IPR018959	NA	NA	NA	NA	NA	PF09347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-30.227-mRNA-1	IPR004304	SSF141130	GO:0016811	NA	G3DSA:3.10.28.20;G3DSA:2.60.120.580	NA	PF03069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-23.18-mRNA-1	IPR036640	SSF52540;SSF90123	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	NA	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	NA	PF00664;PF00005	mobidb-lite	NA	NA	PS50929;PS50893	SM00382	NA	NA	cd03253;cd18582	PS00211	NA
augustus_masked-SPDT01000010.1-processed-gene-0.9-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-snap-gene-36.163-mRNA-1	IPR001209	SSF57716	GO:0003735;GO:0005840;GO:0006412	NA	G3DSA:4.10.830.10	NA	PF00253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-23.272-mRNA-1	IPR037282	SSF90096	GO:0003779;GO:0005737;GO:0008290;GO:0030036;GO:0051016	Reactome: R-HSA-2132295|Reactome: R-HSA-3371497|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436	G3DSA:1.20.58.570;G3DSA:2.40.160.80	NA	PF01115	NA	NA	NA	NA	NA	PR00192	Coil	NA	PS00231	NA
maker-SPDT01000005.1-snap-gene-14.71-mRNA-1	NA	NA	NA	NA	NA	TIGR00803	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-SPDT01000005.1-processed-gene-50.38-mRNA-1	IPR024602	NA		Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	NA	NA	PF06148	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-39.37-mRNA-1	IPR029063	SSF53335	NA	NA	G3DSA:3.40.50.150	NA	PF13578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-52.116-mRNA-1	NA	SSF57845	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-37.6-mRNA-1	IPR000222	SSF81606	GO:0043169;GO:0003824	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|KEGG: 05235+3.1.3.16	G3DSA:3.60.40.10	NA	PF00481	mobidb-lite	NA	NA	PS51746	SM00332	NA	NA	cd00143	PS01032	NA
maker-SPDT01000006.1-snap-gene-29.75-mRNA-1	IPR020846	SSF103473	GO:0055085;GO:0015112;GO:0015113;GO:0015706;GO:0015707;GO:0016021	NA	G3DSA:1.20.1250.20	TIGR00886	PF07690	NA	NA	NA	PS50850	NA	NA	NA	cd17341	NA	NA
maker-SPDT01000007.1-augustus-gene-11.50-mRNA-1	IPR003903	SSF48464;SSF57903	GO:0006886;GO:0046872	Reactome: R-HSA-182971|Reactome: R-HSA-432720|Reactome: R-HSA-5689880|Reactome: R-HSA-6807004|Reactome: R-HSA-8856825|Reactome: R-HSA-8856828|Reactome: R-HSA-8875360|Reactome: R-HSA-917729	G3DSA:3.30.40.10;G3DSA:1.25.40.90	NA	PF00790;PF02809;PF01363	mobidb-lite	PIRSF036956	NA	PS50330;PS50179;PS50178	SM00288;SM00726;SM00064	NA	Coil	cd16979;cd15735	NA	NA
augustus_masked-SPDT01000013.1-processed-gene-11.15-mRNA-1	IPR002937	SSF51905;SSF54373	GO:0016491;GO:0055114	NA	G3DSA:3.50.50.60;G3DSA:3.90.660.10	NA	PF01593	NA	NA	NA	NA	NA	PR00757	NA	NA	NA	NA
maker-SPDT01000004.1-augustus-gene-35.54-mRNA-1	IPR023617	SSF52374	GO:0004831;GO:0000166;GO:0005524;GO:0006437;GO:0004812;GO:0006418	KEGG: 00970+6.1.1.1	G3DSA:3.40.50.620;G3DSA:1.10.240.10	TIGR00234	PF00579	mobidb-lite	PIRSF006588	NA	NA	NA	PR01040	NA	NA	NA	NA
maker-SPDT01000006.1-augustus-gene-8.33-mRNA-1	IPR002108	SSF55753	GO:0003779;GO:0015629;GO:0030042	NA	G3DSA:3.40.20.10	NA	PF00241	NA	NA	NA	PS51263	SM00102	PR00006	NA	cd11286	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-7.70-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-augustus-gene-58.69-mRNA-1	IPR018200	SSF54001	GO:0006511;GO:0036459;GO:0016579	NA	G3DSA:3.90.70.10	NA	PF00443	mobidb-lite	NA	NA	PS50235	NA	NA	NA	NA	PS00973;PS00972	NA
maker-SPDT01000006.1-snap-gene-1.77-mRNA-1	IPR000398	SSF55831	GO:0004799;GO:0006231	KEGG: 00240+2.1.1.45|KEGG: 00670+2.1.1.45|MetaCyc: PWY-3841|MetaCyc: PWY-7184|MetaCyc: PWY-7187|MetaCyc: PWY-7198|MetaCyc: PWY-7199|MetaCyc: PWY-7210|Reactome: R-HSA-499943|Reactome: R-HSA-69205	G3DSA:3.30.572.10	TIGR03284	PF00303	NA	NA	MF_00008	NA	NA	PR00108	NA	cd00351	PS00091	NA
maker-SPDT01000007.1-augustus-gene-31.3-mRNA-1	IPR012001	SSF52518;SSF52467	GO:0030976;GO:0000287;GO:0016831;GO:0003824	NA	G3DSA:3.40.50.1220;G3DSA:3.40.50.970	NA	PF02776;PF00205;PF02775	NA	PIRSF036565	NA	NA	NA	NA	NA	cd02005;cd07038	NA	NA
augustus_masked-SPDT01000013.1-processed-gene-4.50-mRNA-1	IPR008427	NA	NA	NA	NA	NA	PF05730	NA	NA	NA	NA	SM00747	NA	NA	NA	NA	NA
maker-SPDT01000002.1-snap-gene-13.37-mRNA-1	IPR020904	SSF51735	GO:0016491	NA	G3DSA:3.40.50.720	NA	PF00106	NA	NA	NA	NA	NA	PR00081;PR00080	NA	NA	PS00061	NA
augustus_masked-SPDT01000010.1-processed-gene-23.35-mRNA-1	IPR036864	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	G3DSA:4.10.240.10	NA	PF04082;PF00172	NA	NA	NA	PS50048	SM00066	NA	NA	cd00067;cd12148	PS00463	NA
maker-SPDT01000005.1-snap-gene-13.7-mRNA-1	IPR029149	SSF55920;SSF53092	GO:0004177;GO:0030145	NA	G3DSA:3.40.350.10	NA	PF00557;PF05195	NA	NA	NA	NA	SM01011	NA	NA	cd01087	PS00491	NA
maker-SPDT01000007.1-augustus-gene-17.3-mRNA-1	IPR000504	SSF54928	GO:0003676	NA	G3DSA:3.30.70.330	NA	PF00076	mobidb-lite	NA	NA	PS50102	SM00360	NA	NA	NA	NA	NA
maker-SPDT01000004.1-snap-gene-6.32-mRNA-1	IPR001356	SSF46689	GO:0003677;GO:0003676;GO:0006355	NA	G3DSA:1.10.10.60	NA	PF05920	mobidb-lite	NA	NA	PS50157;PS50071	SM00389;SM00355	NA	NA	cd00086	PS00028	NA
maker-SPDT01000006.1-snap-gene-40.53-mRNA-1	IPR012445	NA	GO:0006914	Reactome: R-HSA-1632852	NA	NA	PF07855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000005.1-augustus-gene-10.54-mRNA-1	IPR006995	NA	GO:0015078;GO:0015986;GO:0045263	NA	NA	NA	PF04911	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000013.1-processed-gene-5.31-mRNA-1	IPR000569	SSF56204	GO:0004842	MetaCyc: PWY-7511|Reactome: R-HSA-983168	G3DSA:3.90.1750.10;G3DSA:1.10.286.60;G3DSA:3.30.2160.10;G3DSA:3.30.2410.10	NA	PF16558;PF00632	mobidb-lite	NA	NA	PS50237	SM00119	NA	NA	NA	NA	NA
snap_masked-SPDT01000004.1-processed-gene-25.142-mRNA-1	IPR020189	SSF50249;SSF50104	GO:0003723;GO:0003746;GO:0006452;GO:0043022;GO:0045901;GO:0045905	NA	G3DSA:2.40.50.140;G3DSA:2.30.30.30	NA	PF01287	mobidb-lite	NA	NA	NA	NA	NA	NA	cd04469	NA	NA
maker-SPDT01000013.1-augustus-gene-8.30-mRNA-1	IPR016181	SSF55729	GO:0008080	NA	G3DSA:3.40.630.30	NA	PF00583	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-snap-gene-12.261-mRNA-1	IPR020846	SSF103473	GO:0016021;GO:0022857;GO:0055085	NA	G3DSA:1.20.1250.20	NA	PF07690	mobidb-lite	NA	NA	PS50850	NA	NA	NA	cd17323	PS00216	NA
augustus_masked-SPDT01000002.1-processed-gene-34.74-mRNA-1	IPR009038	SSF101576	NA	NA	NA	NA	PF01105	NA	NA	NA	PS50866	SM01190	NA	NA	NA	NA	NA
snap_masked-SPDT01000006.1-processed-gene-21.85-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000008.1-processed-gene-11.119-mRNA-1	IPR006913	SSF51316	GO:0016846	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	G3DSA:2.170.150.70	NA	PF04828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000013.1-augustus-gene-16.2-mRNA-1	IPR031818	NA	NA	NA	G3DSA:2.40.128.320	NA	PF16815	NA	NA	NA	NA	NA	NA	NA	cd11692;cd11693	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-13.32-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000008.1-augustus-gene-6.195-mRNA-1	IPR012340	SSF50249	GO:0003676;GO:0003677;GO:0005634;GO:0006260;GO:0006281;GO:0006310	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174437|Reactome: R-HSA-176187|Reactome: R-HSA-3108214|Reactome: R-HSA-3371453|Reactome: R-HSA-3371511|Reactome: R-HSA-5358565|Reactome: R-HSA-5358606|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-5696395|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6783310|Reactome: R-HSA-6804756|Reactome: R-HSA-68962|Reactome: R-HSA-69166|Reactome: R-HSA-69473|Reactome: R-HSA-912446	G3DSA:2.40.50.140	TIGR00617	PF01336;PF16900;PF08646;PF04057	mobidb-lite	NA	NA	NA	NA	NA	NA	cd04476;cd04477;cd04475;cd04474	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-30.215-mRNA-1	IPR006813	NA	GO:0003830;GO:0006487;GO:0016020	KEGG: 00510+2.4.1.144|MetaCyc: PWY-7426|Reactome: R-HSA-975574	NA	NA	PF04724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000006.1-snap-gene-23.185-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000010.1-snap-gene-15.228-mRNA-1	IPR025340	NA	NA	NA	NA	NA	PF14033	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-SPDT01000006.1-processed-gene-2.193-mRNA-1	IPR000374	NA	GO:0016020;GO:0016772;GO:0004605	KEGG: 00564+2.7.7.41|KEGG: 04070+2.7.7.41|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-7817	NA	NA	PF01148	mobidb-lite	PIRSF018269	NA	NA	NA	NA	NA	NA	PS01315	NA
augustus_masked-SPDT01000004.1-processed-gene-27.185-mRNA-1	IPR001424	SSF49329	GO:0006801;GO:0046872;GO:0004784;GO:0055114	MetaCyc: PWY-6854|Reactome: R-HSA-3299685	G3DSA:2.60.40.200	NA	PF00080	NA	NA	NA	NA	NA	PR00068	NA	cd00305	PS00087;PS00332	NA
maker-SPDT01000002.1-snap-gene-32.123-mRNA-1	IPR010473	SSF48371;SSF101447	GO:0003779;GO:0017048;GO:0030036;GO:0016043	NA	G3DSA:1.10.12.30;G3DSA:1.20.58.2220;G3DSA:1.25.10.10;G3DSA:1.10.238.150	NA	PF06371;PF06367;PF02181	mobidb-lite	NA	NA	PS51444;PS51231;PS51232	SM01140;SM01139;SM00498	NA	Coil	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-37.202-mRNA-1	IPR036846	SSF81296	GO:0032366	Reactome: R-HSA-1660662|Reactome: R-HSA-6798695	G3DSA:2.70.220.10	NA	PF02221	NA	NA	NA	NA	SM00737	NA	NA	cd00917	NA	NA
maker-SPDT01000001.1-augustus-gene-31.33-mRNA-1	IPR000711	SSF47928	GO:0015986;GO:0046933;GO:0016020	Reactome: R-HSA-163210|Reactome: R-HSA-8949613	G3DSA:1.10.520.20	TIGR01145	PF00213	mobidb-lite	NA	MF_01416	NA	NA	PR00125	NA	NA	PS00389	NA
augustus_masked-SPDT01000007.1-processed-gene-48.12-mRNA-1	IPR000719	SSF56112	GO:0004672;GO:0005524;GO:0006468	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	PF00069	mobidb-lite	NA	NA	PS50011	SM00220	NA	NA	cd14096	PS00108	NA
maker-SPDT01000002.1-snap-gene-23.115-mRNA-1	IPR036412	SSF56784	GO:0000287;GO:0006190;GO:0009117;GO:0050483	KEGG: 00230+3.1.3.99	NA	NA	PF06437	NA	PIRSF028836	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-protein2genome-gene-52.52-mRNA-1	IPR036291	SSF51735	GO:0016491	NA	G3DSA:3.40.50.720	NA	PF13561	NA	NA	NA	NA	NA	PR00080;PR00081	NA	cd05233	PS00061	NA
augustus_masked-SPDT01000008.1-processed-gene-12.201-mRNA-1	IPR023313	SSF54495		MetaCyc: PWY-7511|Reactome: R-HSA-983168	G3DSA:3.10.110.10	NA	PF00179	NA	NA	NA	PS50127	SM00212	NA	Coil	cd00195	PS00183	NA
maker-SPDT01000005.1-snap-gene-51.42-mRNA-1	IPR001915	NA	GO:0004222;GO:0006508;GO:0008233;GO:0071586	KEGG: 00900+3.4.24.84	G3DSA:3.30.2010.10	NA	PF01435;PF16491	NA	NA	NA	NA	NA	NA	NA	cd07343	NA	NA
maker-SPDT01000004.1-snap-gene-30.11-mRNA-1	IPR036396	SSF48264	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	G3DSA:1.10.630.10	NA	PF00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-SPDT01000008.1-processed-gene-7.236-mRNA-1	IPR004827	SSF57959	GO:0003700;GO:0006355	NA	G3DSA:1.20.5.170	NA	PF11785;PF00170;PF11787;PF11786	mobidb-lite	NA	NA	PS50217	SM00338	NA	Coil	cd14687	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-9.153-mRNA-1	IPR010619	NA	NA	NA	NA	NA	PF06738	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
snap_masked-SPDT01000002.1-processed-gene-15.7-mRNA-1	IPR019007	NA	GO:0006396	Reactome: R-HSA-72163	NA	NA	PF09429	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
snap_masked-SPDT01000007.1-processed-gene-14.217-mRNA-1	IPR035965	SSF55785	NA	NA	G3DSA:3.30.450.20	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-9.151-mRNA-1	IPR002893	SSF144232	NA	NA	G3DSA:3.30.60.180	NA	PF01753	NA	NA	NA	PS50865	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000001.1-processed-gene-31.317-mRNA-1	IPR006885	NA	GO:0016651;GO:0022900	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	G3DSA:3.30.160.190	NA	PF04800	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000006.1-processed-gene-41.209-mRNA-1	IPR037171	SSF100950	GO:0005975;GO:0006098;GO:0017057	KEGG: 00030+3.1.1.31|MetaCyc: PWY-8004	G3DSA:3.40.50.1360	TIGR01198	PF01182	NA	NA	NA	NA	NA	NA	NA	cd01400	NA	NA
maker-SPDT01000005.1-augustus-gene-32.87-mRNA-1	IPR001680	SSF49899;SSF50729;SSF81837;SSF50978;SSF48371	GO:0005515	NA	G3DSA:2.130.10.10;G3DSA:1.10.1540.10;G3DSA:2.60.120.200	NA	PF02138;PF14844;PF13385	mobidb-lite	NA	NA	PS50197;PS50082;PS51783;PS50294	SM00320;SM01026	NA	Coil	cd06071;cd01201	NA	NA
maker-SPDT01000010.1-snap-gene-4.250-mRNA-1	IPR024512	NA		Reactome: R-HSA-1660661	NA	NA	PF11779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000003.1-snap-gene-40.323-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000004.1-augustus-gene-13.3-mRNA-1	IPR021278	NA	NA	NA	NA	NA	PF11022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000007.1-snap-gene-39.95-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-14.15-mRNA-1	IPR016035	SSF52151;SSF55048;SSF53474;SSF53901;SSF47336	GO:0003824;GO:0016740;GO:0031177;GO:0009058;GO:0016788	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105|Reactome: R-HSA-9029558	G3DSA:3.40.50.1820;G3DSA:3.40.47.10;G3DSA:3.30.70.3290;G3DSA:3.40.366.10;G3DSA:1.10.1200.10;G3DSA:3.10.129.110	TIGR04532	PF16073;PF00550;PF14765;PF00109;PF00698;PF02801;PF00975	mobidb-lite	NA	NA	PS50075	SM00827;SM00823;SM00825	NA	NA	cd00833	PS00012;PS00606	NA
augustus_masked-SPDT01000008.1-processed-gene-8.28-mRNA-1	IPR013785	SSF51412	GO:0003824;GO:0018580;GO:0055114	NA	G3DSA:3.20.20.70	NA	PF03060	NA	NA	NA	NA	NA	NA	Coil	cd04730	NA	NA
snap_masked-SPDT01000010.1-processed-gene-1.60-mRNA-1	IPR027795	SSF55021	NA	NA	G3DSA:3.30.2130.10	NA	PF13840	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-SPDT01000003.1-processed-gene-4.298-mRNA-1	IPR004000	SSF53067	NA	NA	G3DSA:3.30.420.40;G3DSA:3.90.640.10	NA	PF00022	NA	NA	NA	NA	SM00268	PR00190	NA	cd00012	PS01132	NA
maker-SPDT01000004.1-augustus-gene-22.15-mRNA-1	IPR004827	SSF57959	GO:0003700;GO:0006355	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Coil	cd14688	PS00036	NA
maker-SPDT01000006.1-snap-gene-23.203-mRNA-1	IPR012341	SSF48225	GO:0003824;GO:0004571;GO:0005509;GO:0016020	NA	G3DSA:1.50.10.10	NA	PF01532	NA	NA	NA	NA	NA	PR00747	NA	NA	NA	NA
maker-SPDT01000006.1-snap-gene-37.297-mRNA-1	IPR002303	SSF50677;SSF47323;SSF52374	GO:0000166;GO:0004832;GO:0005524;GO:0006438;GO:0002161;GO:0006418;GO:0005737;GO:0004812	KEGG: 00970+6.1.1.9	G3DSA:3.90.740.10;G3DSA:1.10.287.380;G3DSA:1.10.730.10;G3DSA:3.40.50.620	TIGR00422	PF08264;PF00133	mobidb-lite	NA	MF_02004	NA	NA	PR00986	Coil	cd00817;cd07962	PS00178	NA
augustus_masked-SPDT01000001.1-processed-gene-37.52-mRNA-1	IPR008040	NA	GO:0003824;GO:0016787	Reactome: R-HSA-174403|Reactome: R-HSA-5578998	NA	NA	PF05378;PF02538;PF01968	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000004.1-processed-gene-9.165-mRNA-1	IPR011205	NA	NA	NA	NA	NA	PF11443	mobidb-lite	PIRSF015417	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000006.1-snap-gene-9.86-mRNA-1	IPR011990	SSF48452	GO:0005515	NA	G3DSA:1.25.40.10	NA	PF13424	mobidb-lite	NA	NA	PS50005;PS50293	SM00028	NA	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-16.8-mRNA-1	IPR022024	NA	NA	NA	NA	NA	PF12223	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-SPDT01000001.1-augustus-gene-28.229-mRNA-1	IPR035969	SSF47923	NA	NA	G3DSA:1.10.472.80;G3DSA:1.10.8.270;G3DSA:1.10.10.750	NA	PF00566	mobidb-lite	NA	NA	PS50086	SM00164	NA	Coil	NA	NA	NA
augustus_masked-SPDT01000003.1-processed-gene-38.191-mRNA-1	IPR036305	SSF48097	NA	NA	G3DSA:1.20.58.1850	NA	PF00615	mobidb-lite	NA	NA	PS50132	SM00315	NA	NA	cd07440	NA	NA
maker-SPDT01000008.1-augustus-gene-10.172-mRNA-1	IPR038502	SSF55486;SSF63737;SSF48371	GO:0008237;GO:0008270;GO:0006508	Reactome: R-HSA-2142691|Reactome: R-HSA-6798695|Reactome: R-HSA-9018676|Reactome: R-HSA-9018681|Reactome: R-HSA-9018896|Reactome: R-HSA-9020265|Reactome: R-HSA-9023661	G3DSA:1.25.40.320;G3DSA:1.10.1740.60;G3DSA:2.60.40.1730;G3DSA:1.10.390.10	TIGR02411	PF17900;PF09127;PF01433	NA	NA	NA	NA	SM01263	PR00756	NA	cd09599	NA	NA
augustus_masked-SPDT01000010.1-processed-gene-1.91-mRNA-1	IPR025714	NA	NA	NA	NA	NA	PF13679	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-SPDT01000006.1-processed-gene-45.5-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000007.1-processed-gene-23.0-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-SPDT01000005.1-processed-gene-24.26-mRNA-1	IPR029058	SSF53474	GO:0006629	Reactome: R-HSA-426048	G3DSA:3.40.50.1820	NA	PF01764	NA	NA	NA	NA	NA	NA	NA	cd00519	NA	NA
snap_masked-SPDT01000010.1-processed-gene-20.126-mRNA-1	IPR036533	SSF54236;SSF63491	GO:0051087;GO:0005515	Reactome: R-HSA-3371453	G3DSA:1.20.58.120;G3DSA:3.10.20.90	NA	PF02179	mobidb-lite	NA	NA	PS50053;PS51035	SM00264	NA	NA	cd01812	NA	NA
maker-SPDT01000007.1-augustus-gene-35.197-mRNA-1	IPR002818	SSF52317		Reactome: R-HSA-3899300|Reactome: R-HSA-9613829|Reactome: R-HSA-9615710	G3DSA:3.40.50.880	NA	PF01965	NA	NA	NA	NA	NA	NA	NA	cd03139	NA	NA
maker-SPDT01000008.1-snap-gene-6.40-mRNA-1	IPR024312	NA	NA	NA	NA	NA	PF12709	mobidb-lite	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-SPDT01000007.1-augustus-gene-46.190-mRNA-1	IPR029044	SSF53448	NA	NA	G3DSA:3.90.550.10	NA	PF13641	mobidb-lite	NA	NA	NA	NA	NA	NA	cd06434	NA	NA
