Gene	interpro	SMART	MobiDBLite	GO	SUPERFAMILY	Gene3D	Pfam	PANTHER	PATHWAY	ProSiteProfiles	CDD	ProSitePatterns	Phobius	TMHMM	PRINTS	Coils	SignalP_EUK	Hamap	PIRSF	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	TIGRFAM	SFLD	ProDom
maker-NODE_328_length_25263_cov_14.390317-augustus-gene-0.61-mRNA-1	IPR003822	SM00761	mobidb-lite	GO:0006355;GO:0003714	SSF47762	G3DSA:1.20.1160.11	PF02671;PF08295;PF16879	PTHR12346:SF0;PTHR12346	Reactome: R-HSA-400206|Reactome: R-HSA-427413|Reactome: R-HSA-8936459	PS51477	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_256_length_31391_cov_13.525397-augustus-gene-0.11-mRNA-1	IPR020904	SM00822	NA	GO:0016491	SSF51735	G3DSA:3.40.50.720	PF13561	PTHR43618:SF8;PTHR43618	NA	NA	NA	PS00061	NA	NA	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_122_length_49258_cov_13.124382-snap-gene-0.2-mRNA-1	IPR017946	SM00248	NA	GO:0006629;GO:0008081;GO:0005515	SSF51695;SSF48403	G3DSA:3.20.20.190;G3DSA:1.25.40.20	PF03105;PF03009;PF12796;PF13637	PTHR10783:SF85;PTHR10783	NA	PS50088;PS51382;PS51704;PS50297	cd00204;cd14483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_93_length_58417_cov_11.525853-processed-gene-0.57-mRNA-1	IPR001930	NA	NA	GO:0006508;GO:0008237;GO:0008270	SSF55486;SSF63737	G3DSA:1.10.390.60;G3DSA:1.25.50.20;G3DSA:2.60.40.1910;G3DSA:2.60.40.1730	PF11838;PF01433;PF17900	PTHR11533;PTHR11533:SF171	NA	NA	cd09601	NA	NA	NA	PR00756	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_45_length_80866_cov_13.692627-processed-gene-0.214-mRNA-1	IPR036822	NA	NA	GO:0005507;GO:0055070	SSF110395	G3DSA:3.20.20.380	PF03932	PTHR12598	Reactome: R-HSA-936837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_201_length_36175_cov_14.468237-processed-gene-0.7-mRNA-1	IPR007991	NA	mobidb-lite	NA	NA	NA	PF05327	PTHR12790	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_67_length_67339_cov_13.219544-snap-gene-0.155-mRNA-1	IPR000073	NA	mobidb-lite	NA	SSF53474	NA	PF12697	PTHR11614;PTHR11614:SF113	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_322_length_25730_cov_11.346639-snap-gene-0.0-mRNA-1	IPR000408	NA	NA	NA	SSF50985	G3DSA:2.130.10.30	PF13540	PTHR22870;PTHR22870:SF321	NA	PS50012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_341_length_24547_cov_13.688370-snap-gene-0.52-mRNA-1	IPR019451	NA	mobidb-lite	NA	SSF48371	NA	PF10363;PF10304	PTHR20959	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_530_length_14212_cov_12.020376-snap-gene-0.10-mRNA-1	IPR036181	NA	mobidb-lite	NA	SSF116846	G3DSA:1.20.58.280	PF04212	PTHR37327	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_141_length_45104_cov_13.563088-augustus-gene-0.22-mRNA-1	IPR019365	SM01077	NA	GO:0016021	NA	NA	PF10233	PTHR13314	Reactome: R-HSA-112308	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_239_length_32949_cov_13.361191-processed-gene-0.74-mRNA-1	IPR006811	NA	NA	GO:0004721;GO:0005634;GO:0006397	NA	G3DSA:3.40.50.2300	PF04722	PTHR20383;PTHR20383:SF9	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|Reactome: R-HSA-6807505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_15_length_105858_cov_13.623365-processed-gene-0.55-mRNA-1	IPR011989	SM01179	NA	GO:0045454	SSF52833	G3DSA:1.25.10.10;G3DSA:3.40.30.10;G3DSA:3.90.1720.30	PF05903;PF00085;PF08324	PTHR12378:SF7;PTHR12378	NA	PS51352;PS51396	cd02947	PS00194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_288_length_28525_cov_12.881576-processed-gene-0.3-mRNA-1	IPR001841	SM00184;SM00487	mobidb-lite	GO:0005524	SSF52540;SSF57850	G3DSA:3.40.50.300;G3DSA:3.40.50.10810;G3DSA:3.30.40.10	PF13639;PF00176	PTHR10799;PTHR10799:SF944	NA	PS51192;PS50089;PS51194	cd00079;cd00046	PS00518	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_66_length_68292_cov_12.289562-snap-gene-0.27-mRNA-1	IPR020472	SM00320	mobidb-lite	GO:0042254;GO:0005515	SSF50978	G3DSA:2.130.10.10	PF00400;PF08154	PTHR19855:SF11;PTHR19855	Reactome: R-HSA-6791226	PS50082;PS50294	NA	PS00678	NA	NA	PR00320	NA	NA	MF_03029	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_119193_cov_13.835091-augustus-gene-0.319-mRNA-1	IPR000727	SM00397	mobidb-lite	NA	SSF58038	G3DSA:1.20.5.110	NA	PTHR19305:SF9;PTHR19305	NA	PS50192	cd15886;cd15857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_36_length_87924_cov_14.182546-processed-gene-0.15-mRNA-1	IPR001209	NA	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	SSF57716	G3DSA:4.10.830.10	PF00253	PTHR19836	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_137511_cov_13.139136-snap-gene-0.308-mRNA-1	IPR036544	NA	NA	GO:0005750;GO:0006122	SSF81524	G3DSA:1.10.1090.10	PF02271	PTHR12022	Reactome: R-HSA-611105	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF000022	NA	NA	NA	NA	PD008153
maker-NODE_490_length_16080_cov_11.933868-augustus-gene-0.29-mRNA-1	IPR001104	NA	mobidb-lite	GO:0006629;GO:0016627;GO:0004843;GO:1990380	NA	NA	PF02544;PF04424	PTHR18063:SF6;PTHR18063	NA	PS50244	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_167_length_40370_cov_13.280397-augustus-gene-0.181-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
maker-NODE_26_length_93683_cov_13.216737-snap-gene-0.12-mRNA-1	IPR023395	NA	NA	GO:0022857	SSF103506	G3DSA:1.50.40.10	PF00153	PTHR24089:SF45;PTHR24089	NA	PS50920	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_206_length_35786_cov_12.308814-snap-gene-0.11-mRNA-1	IPR008922	NA	NA	GO:0016491	SSF48056	G3DSA:1.10.1280.10	PF00264;PF18132	PTHR11474;PTHR11474:SF32	Reactome: R-HSA-5662702	NA	NA	PS00498;PS00497	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	PR00092	NA	SignalP-noTM	NA	NA	SignalP-noTM	NA	NA	NA	NA
maker-NODE_520_length_14706_cov_13.619178-snap-gene-0.28-mRNA-1	IPR017805	NA	mobidb-lite		SSF56436	G3DSA:3.90.1580.10;G3DSA:3.40.50.150	PF10017;PF03781	PTHR43397	Reactome: R-HSA-1660662|Reactome: R-HSA-1663150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR03439	NA	NA
maker-NODE_409_length_20071_cov_13.640694-snap-gene-0.1-mRNA-1	IPR024034	SM00382	NA	GO:0046034;GO:1902600;GO:0005524;GO:0015986;GO:0045261;GO:0046933	SSF52540;SSF47917;SSF50615	G3DSA:1.10.1140.10;G3DSA:2.40.10.170;G3DSA:3.40.50.300	PF02874;PF00006	PTHR15184:SF44;PTHR15184	Reactome: R-HSA-1268020|Reactome: R-HSA-163210|Reactome: R-HSA-2151201|Reactome: R-HSA-8949613	NA	cd01133	PS00152	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	Coil	NA	MF_01347	PIRSF039072	NA	SignalP-TM	TIGR01039	NA	NA
snap_masked-NODE_447_length_17924_cov_13.060179-processed-gene-0.7-mRNA-1	NA	NA	NA	NA	NA	NA	NA	PTHR38850	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
maker-NODE_122_length_49258_cov_13.124382-snap-gene-0.3-mRNA-1	IPR014807	NA	mobidb-lite	NA	NA	NA	PF08695	PTHR28523	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_113_length_51002_cov_12.844934-snap-gene-0.10-mRNA-1	IPR001128	NA	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	SSF48264	G3DSA:1.10.630.10	PF00067	PTHR24279;PTHR24279:SF87	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	PR00465	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_269_length_30020_cov_13.374870-processed-gene-0.8-mRNA-1	IPR002048	SM00027	NA	GO:0005509;GO:0005515	SSF47473	G3DSA:1.10.238.10	PF12763	PTHR11216;PTHR11216:SF81	NA	PS50222;PS50031	cd00052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_565_length_13110_cov_13.540630-augustus-gene-0.5-mRNA-1	IPR018267	NA	mobidb-lite	GO:0003735;GO:0005622;GO:0005840;GO:0006412	SSF57829	G3DSA:2.20.25.30	PF01907	PTHR10768:SF11;PTHR10768	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	PS01077	NA	NA	NA	NA	NA	MF_00547	NA	NA	NA	NA	NA	PD005132
snap_masked-NODE_6_length_135386_cov_13.670565-processed-gene-0.36-mRNA-1	IPR003439	SM00382	mobidb-lite	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	SSF52540;SSF90123	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	PF00005;PF00664	PTHR24221;PTHR24221:SF187	NA	PS50929;PS50893	cd03253	PS00211	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_220_length_34462_cov_13.739770-processed-gene-0.22-mRNA-1	IPR027911	NA	mobidb-lite	NA	NA	NA	PF15377	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_104_length_53471_cov_12.656081-processed-gene-0.29-mRNA-1	IPR031468	NA	mobidb-lite	GO:0008289	NA	NA	PF10296	PTHR13466:SF0;PTHR13466	NA	PS51847	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_403_length_20221_cov_12.890564-augustus-gene-0.36-mRNA-1	IPR016024	SM00490;SM00487	mobidb-lite	GO:0005524	SSF48371;SSF52540	G3DSA:1.25.10.10;G3DSA:3.40.50.10810;G3DSA:3.40.50.300	PF12054;PF00176;PF00271	PTHR10799;PTHR10799:SF814	NA	PS51192;PS51194	cd00046;cd00079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_23_length_95743_cov_12.522036-snap-gene-0.233-mRNA-1	IPR023214	NA	NA	GO:0016787	SSF56784	G3DSA:3.40.50.1000;G3DSA:1.10.150.240	PF13419	PTHR18901;PTHR18901:SF38	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01509	SFLDG01129;SFLDS00003	NA
snap_masked-NODE_130_length_47288_cov_13.002650-processed-gene-0.11-mRNA-1	IPR008250	SM00831	mobidb-lite	GO:0005388;GO:0005524;GO:0016020;GO:0070588;GO:0000166;GO:0016021	SSF81653;SSF81665;SSF56784;SSF81660	G3DSA:1.20.1110.10;G3DSA:2.70.150.10;G3DSA:3.40.1110.10;G3DSA:3.40.50.1000	PF00122;PF00690;PF00689;PF13246	PTHR24093;PTHR24093:SF346	Reactome: R-HSA-936837	NA	NA	PS00154	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	PR00119;PR00120	NA	NA	NA	NA	NA	NA	TIGR01517;TIGR01494	SFLDF00027;SFLDG00002	NA
snap_masked-NODE_117_length_50097_cov_11.371923-processed-gene-0.1-mRNA-1	IPR000086	NA	NA	GO:0016787	SSF55811	G3DSA:3.30.750.160;G3DSA:3.90.79.10	PF00293;PF15916	PTHR13622:SF10;PTHR13622	NA	PS51462	cd03676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_93_length_58417_cov_11.525853-augustus-gene-0.46-mRNA-1	IPR020846	NA	NA	GO:0016021;GO:0055085	SSF103473	G3DSA:1.20.1250.20	PF07690	PTHR43702;PTHR43702:SF5	NA	NA	cd06174	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_23_length_95743_cov_12.522036-processed-gene-0.285-mRNA-1	IPR020846	NA	mobidb-lite	GO:0016021;GO:0055085	SSF103473	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	PF07690	PTHR23502:SF51;PTHR23502	NA	PS50850	cd06174	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_446_length_18069_cov_13.055568-augustus-gene-0.26-mRNA-1	IPR029006	NA	mobidb-lite	GO:0006886;GO:0006888;GO:0008270;GO:0030127	SSF81995;SSF82919;SSF53300;SSF81811;SSF82754	G3DSA:2.30.30.380;G3DSA:3.40.20.10;G3DSA:2.60.40.1670;G3DSA:3.40.50.410;G3DSA:1.20.120.730	PF04810;PF00626;PF04811;PF04815;PF08033	PTHR13803;PTHR13803:SF4	Reactome: R-HSA-1655829|Reactome: R-HSA-204005|Reactome: R-HSA-2132295|Reactome: R-HSA-5694530|Reactome: R-HSA-983170	NA	cd01479	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_60_length_70154_cov_13.482328-processed-gene-0.36-mRNA-1	IPR036388	NA	mobidb-lite	GO:0004402;GO:0006355;GO:0016573	SSF55729	G3DSA:1.10.10.10;G3DSA:3.40.630.30	PF01853	PTHR10615;PTHR10615:SF114	Reactome: R-HSA-3214847	PS51726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_727_length_7862_cov_10.567550-processed-gene-0.3-mRNA-1	IPR009057	NA	mobidb-lite	GO:0003677;GO:0000500;GO:0042790	SSF46689	G3DSA:1.10.10.60	NA	PTHR28079	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_163_length_40739_cov_14.074042-processed-gene-0.17-mRNA-1	IPR036305	SM00315;SM00049	mobidb-lite	GO:0035556	SSF48097;SSF46785	G3DSA:1.10.10.10;G3DSA:1.20.58.1850	PF00615;PF00610	PTHR10845;PTHR10845:SF192	NA	PS50186;PS50132	cd04450;cd08708	NA	NA	NA	PR01301	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_96_length_56900_cov_13.689571-processed-gene-0.10-mRNA-1	IPR001382	NA	NA	GO:0004571;GO:0005509;GO:0016020;GO:0003824	SSF48225	G3DSA:1.50.10.10	PF01532	PTHR11742;PTHR11742:SF45	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	PR00747	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
snap_masked-NODE_30_length_91447_cov_13.464488-processed-gene-0.17-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	PTHR39599:SF2;PTHR39599	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
maker-NODE_282_length_28854_cov_13.786751-snap-gene-0.2-mRNA-1	IPR036396	NA	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	G3DSA:1.10.630.10	PF00067	PTHR24279;PTHR24279:SF85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_16_length_104966_cov_14.456681-augustus-gene-0.195-mRNA-1	IPR005556	NA	mobidb-lite	NA	NA	NA	PF03856	PTHR31654	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
augustus_masked-NODE_415_length_19630_cov_12.127621-processed-gene-0.7-mRNA-1	IPR040357	NA	mobidb-lite	GO:0070072	NA	NA	NA	PTHR31996	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	PD102351
augustus_masked-NODE_629_length_10596_cov_12.904384-processed-gene-0.37-mRNA-1	IPR011989	NA	NA	GO:0005515	SSF48371	G3DSA:1.25.10.10	PF02985;PF08609	PTHR19316:SF18;PTHR19316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_188_length_37948_cov_14.015203-processed-gene-0.58-mRNA-1	IPR039198	NA	mobidb-lite	GO:0071930	NA	NA	PF08528	PTHR28246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_482_length_16329_cov_13.225034-augustus-gene-0.0-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	PF08592	PTHR37278	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_150_length_43779_cov_13.082539-snap-gene-0.121-mRNA-1	IPR001128	NA	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	G3DSA:1.10.630.10	PF00067	PTHR24286;PTHR24286:SF166	NA	NA	NA	PS00086	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	PR00385;PR00463	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_119193_cov_13.835091-augustus-gene-0.333-mRNA-1	IPR009053	NA	NA	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0006457;GO:0016272;GO:0051082	SSF52954;SSF46579;SSF55681	G3DSA:1.10.287.370;G3DSA:3.40.50.800;G3DSA:3.30.930.10	PF02996;PF00587;PF03129	PTHR42753;PTHR42753:SF3	Reactome: R-HSA-389957	NA	cd00584	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	TIGR00293	NA	NA
augustus_masked-NODE_80_length_63476_cov_12.447110-processed-gene-0.16-mRNA-1	IPR008257	NA	NA	GO:0006508;GO:0016805	SSF51556	G3DSA:3.20.20.140	PF01244	PTHR10443	MetaCyc: PWY-7533|Reactome: R-HSA-2142691|Reactome: R-HSA-5423646	PS51365	cd01301	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_218_length_34964_cov_11.458191-processed-gene-0.9-mRNA-1	IPR019446	NA	mobidb-lite	NA	SSF53335	NA	PF10354	PTHR11538;PTHR11538:SF26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1314_length_2155_cov_11.454635-snap-gene-0.2-mRNA-1	IPR012677	SM00361;SM00360	mobidb-lite	GO:0003676	SSF54928	G3DSA:3.30.70.330	PF00076	PTHR44160;PTHR44160:SF3	NA	PS50102	cd12619;cd12614;cd12622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_799_length_6200_cov_10.849992-processed-gene-0.0-mRNA-1	IPR013929	NA	mobidb-lite	GO:0006366	NA	NA	PF08620;PF08621	PTHR21483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_59_length_70198_cov_13.636611-snap-gene-0.141-mRNA-1	IPR001356	SM00389	mobidb-lite	GO:0003677	SSF46689	G3DSA:1.10.10.60	PF00046	PTHR24326;PTHR24326:SF511	NA	PS50071	cd00086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_202_length_36165_cov_11.696348-augustus-gene-0.33-mRNA-1	IPR022591	NA	mobidb-lite		NA	NA	PF12157	PTHR13900	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_178588_cov_14.108595-snap-gene-0.4-mRNA-1	IPR007258	NA	mobidb-lite		NA	NA	PF04129	PTHR14190;PTHR14190:SF7	Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_99148_cov_12.901607-processed-gene-0.12-mRNA-1	IPR000608	SM00212	NA		SSF54495	G3DSA:3.10.110.10	PF00179	PTHR24067;PTHR24067:SF3	Reactome: R-HSA-983168	PS50127	cd00195	PS00183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_100030_cov_13.772870-snap-gene-0.73-mRNA-1	IPR023214	SM00577	mobidb-lite	GO:0005743;GO:0005744;GO:0015031	SSF56784	G3DSA:3.40.50.1000	PF03031	PTHR12210:SF3;PTHR12210	Reactome: R-HSA-1268020	PS50969	cd07521	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	Coil	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_141_length_45104_cov_13.563088-snap-gene-0.29-mRNA-1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_219_length_34859_cov_13.112778-processed-gene-0.2-mRNA-1	IPR025066	NA	mobidb-lite	NA	NA	NA	PF13300	PTHR15885	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_204_length_35952_cov_13.609881-snap-gene-0.112-mRNA-1	IPR006603	SM00679	mobidb-lite	NA	NA	G3DSA:1.20.1280.290	PF04193	PTHR16201;PTHR16201:SF11	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_95_length_57459_cov_14.143550-augustus-gene-0.36-mRNA-1	IPR000796	NA	NA	GO:0006520;GO:0008483;GO:0009058;GO:0030170;GO:0003824	SSF53383	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	PF00155	PTHR11879	KEGG: 00220+2.6.1.1|KEGG: 00250+2.6.1.1|KEGG: 00270+2.6.1.1|KEGG: 00330+2.6.1.1|KEGG: 00350+2.6.1.1|KEGG: 00360+2.6.1.1|KEGG: 00400+2.6.1.1|KEGG: 00401+2.6.1.1|KEGG: 00710+2.6.1.1|KEGG: 00950+2.6.1.1|KEGG: 00960+2.6.1.1|MetaCyc: PWY-5913|MetaCyc: PWY-6638|MetaCyc: PWY-6642|MetaCyc: PWY-6643|MetaCyc: PWY-7115|MetaCyc: PWY-7117|MetaCyc: PWY-7383	NA	cd00609	PS00105	NA	NA	PR00799	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_94_length_58224_cov_13.922612-processed-gene-0.184-mRNA-1	IPR007472	NA	NA	GO:0004057;GO:0016598	SSF55729	NA	PF04377;PF04376	PTHR21367	MetaCyc: PWY-7802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
