Gene	interpro	GO	SMART	Pfam	PANTHER	Gene3D	SUPERFAMILY	ProSiteProfiles	MobiDBLite	CDD	Coils	PATHWAY	ProSitePatterns	PIRSF	PRINTS	Phobius	TMHMM	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	TIGRFAM	SFLD	Hamap	ProDom
maker-NODE_32_length_303124_cov_51.905705-augustus-gene-1.21-mRNA-1	IPR011016	GO:0008270	NA	NA	PTHR23012;PTHR23012:SF61	G3DSA:3.30.40.10	SSF57850	PS51292	mobidb-lite	NA	Coil	MetaCyc: PWY-7511	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_72_length_143145_cov_39.756059-processed-gene-0.35-mRNA-1	IPR004331	GO:0046872	SM00184	PF00097;PF03105	PTHR23327;PTHR23327:SF25	G3DSA:3.30.40.10	SSF57850	PS51382;PS50089	NA	cd16449;cd14447	NA	NA	PS00518	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_110_length_80857_cov_46.556113-augustus-gene-0.18-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	TMhelix	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_10_length_533797_cov_51.760206-processed-gene-3.18-mRNA-1	IPR022309	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	PF01201	PTHR10394;PTHR10394:SF3	G3DSA:2.40.10.450;G3DSA:1.10.168.20	NA	NA	mobidb-lite	cd11380	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00307	NA	NA	NA
maker-NODE_61_length_178683_cov_18.347028-augustus-gene-0.11-mRNA-1	IPR025638	NA	NA	PF14234	PTHR33835:SF1;PTHR33835	NA	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_592919_cov_50.166630-processed-gene-4.25-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_672795_cov_35.514266-processed-gene-5.36-mRNA-1	IPR001650	GO:0003676;GO:0004386	SM00490;SM00316;SM00847;SM00487	PF00575;PF07717;PF00271;PF04408	PTHR18934:SF85;PTHR18934	G3DSA:2.40.50.140;G3DSA:3.40.50.300	SSF50249;SSF52540	PS51194;PS51192;PS50126	mobidb-lite	cd00079;cd00046;cd05684	NA	NA	PS00690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_17_length_399465_cov_44.223703-processed-gene-1.23-mRNA-1	IPR001525	GO:0008168	NA	PF00145	PTHR10629;PTHR10629:SF11	G3DSA:3.90.120.10;G3DSA:3.40.50.150	SSF53335	PS51679	mobidb-lite	NA	NA	KEGG: 00270+2.1.1.37	PS00095	NA	PR00105	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_32_length_303124_cov_51.905705-processed-gene-1.53-mRNA-1	IPR007828	GO:0005506;GO:0005737;GO:0019310;GO:0050113;GO:0055114	NA	PF05153	PTHR12588;PTHR12588:SF0	G3DSA:1.10.3210.10	SSF109604	NA	NA	NA	NA	KEGG: 00053+1.13.99.1|KEGG: 00562+1.13.99.1|MetaCyc: PWY-4841|Reactome: R-HSA-1855183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_17_length_399465_cov_44.223703-processed-gene-2.5-mRNA-1	IPR000289	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	PF01200	PTHR10769:SF6;PTHR10769	G3DSA:2.40.50.140	SSF50249	NA	NA	cd04457	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00961	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_00292	PD005541
augustus_masked-NODE_91_length_103115_cov_38.232095-processed-gene-0.22-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_592919_cov_50.166630-augustus-gene-1.35-mRNA-1	IPR000133	GO:0006621;GO:0016021;GO:0046923	NA	PF00810	PTHR10585	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	PS00951;PS00952	NA	PR00660	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_83_length_123571_cov_47.203056-augustus-gene-0.3-mRNA-1	IPR016219	GO:0004608;GO:0006644	NA	PF04191	PTHR32138	NA	NA	PS51598	mobidb-lite	NA	NA	KEGG: 00564+2.1.1.17|MetaCyc: PWY-6825	NA	PIRSF000383	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	MF_03217	NA
augustus_masked-NODE_35_length_296247_cov_55.180214-processed-gene-1.26-mRNA-1	IPR018306	NA	SM00974	PF10544	PTHR28094	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_797078_cov_49.968901-augustus-gene-6.24-mRNA-1	IPR015943	GO:0005515;GO:0006364;GO:0032040	SM00320	PF00400;PF04192	PTHR22840	G3DSA:2.130.10.10	SSF50998	PS50294;PS50082	mobidb-lite	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PS00678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_73_length_141247_cov_51.918374-augustus-gene-0.48-mRNA-1	IPR027417	GO:0005524	SM00382	PF17866;PF13087;PF00004;PF13086	PTHR10887;PTHR10887:SF368	G3DSA:3.40.50.300;G3DSA:1.10.8.60	SSF52540	NA	mobidb-lite	cd00009;cd06008	Coil	NA	NA	NA	PR00819	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_592919_cov_50.166630-augustus-gene-1.41-mRNA-1	IPR025304	GO:0005515	SM01041	PF13949;PF03097	PTHR23030:SF22;PTHR23030	G3DSA:1.20.120.560;G3DSA:1.25.40.280;G3DSA:1.20.140.50	NA	PS51180	mobidb-lite	cd09241	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_52_length_203759_cov_43.799143-augustus-gene-1.39-mRNA-1	IPR008250	GO:0000287;GO:0004012;GO:0005524;GO:0015914;GO:0016021;GO:0000166	NA	PF00122;PF16212;PF16209;PF13246	PTHR24092:SF55;PTHR24092	G3DSA:3.40.50.1000;G3DSA:2.70.150.10;G3DSA:3.40.1110.10	SSF81653;SSF81665;SSF56784;SSF81660	NA	mobidb-lite	cd02073	Coil	Reactome: R-HSA-936837	PS00154	NA	PR00119	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	TIGR01494;TIGR01652	SFLDG00002;SFLDF00027	NA	NA
augustus_masked-NODE_4_length_775689_cov_45.339792-processed-gene-2.18-mRNA-1	IPR005024	GO:0007034	NA	PF03357	PTHR10476:SF1;PTHR10476	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_45_length_239225_cov_44.495215-augustus-gene-0.51-mRNA-1	IPR013026	GO:0005515;GO:0005198;GO:0006890	NA	PF04733	PTHR10805:SF0;PTHR10805	G3DSA:1.25.40.10	SSF48452	PS50293	NA	NA	Coil	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	PIRSF016478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_49_length_216042_cov_48.775903-augustus-gene-0.29-mRNA-1	IPR018392	NA	SM00257	PF01476	PTHR34997	G3DSA:3.10.350.10	SSF54106	PS51782	mobidb-lite	cd00118	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_19_length_388427_cov_45.172902-processed-gene-0.19-mRNA-1	IPR000086	GO:0016787	NA	PF00293	PTHR12318	G3DSA:3.90.79.10	SSF55811	PS51462	mobidb-lite	cd02883	NA	Reactome: R-HSA-390918|Reactome: R-HSA-9033241	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NODE_26_length_326154_cov_40.733596-augustus-gene-0.3-mRNA-1	IPR014052	GO:0003896;GO:0006269	NA	PF01896	PTHR10536	G3DSA:3.90.920.30	SSF56747	NA	mobidb-lite	cd04860	Coil	Reactome: R-HSA-113501|Reactome: R-HSA-174411|Reactome: R-HSA-174430|Reactome: R-HSA-68952|Reactome: R-HSA-68962|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00335	NA	NA	NA
maker-NODE_123_length_73760_cov_35.471582-augustus-gene-0.0-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_82_length_123684_cov_46.464263-processed-gene-0.24-mRNA-1	IPR015222	GO:0004605;GO:0032049	NA	PF09139	PTHR13619	NA	NA	NA	mobidb-lite	NA	NA	KEGG: 00564+2.7.7.41|KEGG: 04070+2.7.7.41|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-7817	NA	PIRSF028840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_45_length_239225_cov_44.495215-processed-gene-0.29-mRNA-1	IPR005576	GO:0003899;GO:0006351;GO:0003676	NA	PF03876;PF00575	PTHR12709:SF4;PTHR12709	G3DSA:2.40.50.140;G3DSA:3.30.1490.120	SSF88798;SSF50249	NA	NA	cd04462;cd04329	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_101_length_88031_cov_43.907524-augustus-gene-0.5-mRNA-1	IPR019775	GO:0005515	SM00320;SM01033	PF08149;PF00400	PTHR14085	G3DSA:2.130.10.10	SSF50978	PS50082;PS50294	mobidb-lite	NA	Coil	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PS00678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD023243
augustus_masked-NODE_49_length_216042_cov_48.775903-processed-gene-1.28-mRNA-1	IPR016068	GO:0043565	NA	NA	NA	G3DSA:1.20.58.190	SSF74784	NA	NA	NA	NA	Reactome: R-HSA-426486	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_97_length_94065_cov_37.927601-processed-gene-0.11-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	TMhelix	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NODE_53_length_203429_cov_38.242064-augustus-gene-1.32-mRNA-1	IPR036531	GO:0046872	SM00064	PF11464;PF01363	PTHR13510;PTHR13510:SF44	G3DSA:3.30.40.10	SSF140125;SSF57903	PS50178	mobidb-lite	cd15761;cd15737	Coil	Reactome: R-HSA-168138|Reactome: R-HSA-983231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_84_length_118339_cov_42.345134-augustus-gene-0.3-mRNA-1	IPR036928	GO:0004040	NA	PF01425	PTHR11895:SF4;PTHR11895	G3DSA:3.90.1300.10	SSF75304	NA	NA	NA	NA	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	NA	PIRSF001221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_44_length_242636_cov_44.232622-augustus-gene-1.8-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0004674	SM00220	PF00069;PF12063	PTHR24348	G3DSA:1.20.58.280;G3DSA:1.10.510.10	SSF56112	PS50011	mobidb-lite	cd14009	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	PS00108;PS00107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_22_length_358069_cov_41.594663-processed-gene-2.36-mRNA-1	IPR000634	GO:0006520;GO:0030170	NA	PF00291	PTHR43419;PTHR43419:SF9	G3DSA:3.40.50.1100	SSF53686	NA	NA	NA	NA	NA	PS00165	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_152_length_34438_cov_55.336423-processed-gene-0.2-mRNA-1	IPR017956	GO:0003677	SM00384	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	PR00929	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_775689_cov_45.339792-processed-gene-5.8-mRNA-1	IPR008145	GO:0004385;GO:0006163	SM00072	PF00625	PTHR23117:SF13;PTHR23117	G3DSA:3.40.50.300;G3DSA:3.30.63.10	SSF52540	PS50052	NA	cd00071	NA	KEGG: 00230+2.7.4.8|MetaCyc: PWY-7221|Reactome: R-HSA-2161541|Reactome: R-HSA-499943	PS00856	NA	NA	NA	NA	NA	NA	NA	TIGR03263	NA	NA	NA
augustus_masked-NODE_67_length_160058_cov_50.717703-processed-gene-0.50-mRNA-1	IPR026841	NA	NA	PF14378	PTHR31310:SF7;PTHR31310	NA	NA	NA	mobidb-lite	cd03386	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	SignalP-noTM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_835251_cov_43.524260-processed-gene-6.14-mRNA-1	IPR018060	GO:0003700;GO:0006355;GO:0043565;GO:0003677;GO:0006281;GO:0008168;GO:0008270	NA	PF00165;PF02805	PTHR11019;PTHR11019:SF143	G3DSA:1.10.10.60;G3DSA:3.40.10.10	SSF46689;SSF57884	PS01124	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_775689_cov_45.339792-processed-gene-3.6-mRNA-1	IPR030391	GO:0006396;GO:0008173;GO:0008033;GO:0030697	NA	PF01938;PF05958	PTHR11061;PTHR11061:SF30	G3DSA:3.40.50.150;G3DSA:2.40.50.140	SSF53335;SSF50249	PS51622;PS50926;PS51687	mobidb-lite	cd02440	NA	NA	PS01231;PS01230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_775689_cov_45.339792-processed-gene-4.25-mRNA-1	IPR037997	GO:0004143	NA	NA	PTHR31303	NA	NA	NA	mobidb-lite	NA	NA	KEGG: 00564+2.7.1.174|MetaCyc: PWY-7420	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_54_length_202426_cov_51.611921-augustus-gene-1.9-mRNA-1	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0008559;GO:0042908;GO:0016887	SM00382	PF00664;PF00005	PTHR24223:SF332;PTHR24223	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	SSF90123;SSF52540	PS50929;PS50893	mobidb-lite	cd03250;cd03244	Coil	NA	PS00211	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_53_length_203429_cov_38.242064-augustus-gene-1.31-mRNA-1	IPR023214	GO:0000166;GO:0016021;GO:0006812;GO:0016887	NA	PF00702;PF00122	PTHR24093;PTHR24093:SF82	G3DSA:3.40.50.1000;G3DSA:3.40.1110.10;G3DSA:2.70.150.10	SSF81653;SSF56784;SSF81665;SSF81660	NA	mobidb-lite	cd07543	Coil	Reactome: R-HSA-936837	PS00154	NA	PR00119	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	TIGR01494;TIGR01657	SFLDF00027;SFLDS00003	NA	NA
augustus_masked-NODE_128_length_62783_cov_27.543220-processed-gene-0.7-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_73_length_141247_cov_51.918374-processed-gene-0.10-mRNA-1	IPR000212	GO:0003677;GO:0004003;GO:0005524	NA	PF13245	PTHR11070:SF22;PTHR11070	G3DSA:3.40.50.300	SSF52540	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_22_length_358069_cov_41.594663-processed-gene-1.29-mRNA-1	IPR036420	GO:0005730;GO:0042254	NA	PF06732	PTHR12221	G3DSA:3.40.50.10190	SSF52113	PS50172	mobidb-lite	cd00027	Coil	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_03028	NA
maker-NODE_1_length_923648_cov_49.367359-augustus-gene-3.3-mRNA-1	IPR007305	GO:0016192;GO:0016021	NA	PF04178	PTHR23137:SF3;PTHR23137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_12_length_473019_cov_49.377120-augustus-gene-1.40-mRNA-1	IPR014929	GO:0005524;GO:0016881;GO:0045116;GO:0008641;GO:0019781	SM01181	PF08825;PF00899	PTHR10953:SF6;PTHR10953	G3DSA:3.10.290.20;G3DSA:3.40.50.720;G3DSA:1.10.10.520	SSF69572	NA	NA	cd01488	NA	Reactome: R-HSA-5607761|Reactome: R-HSA-5676590|Reactome: R-HSA-8951664|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_139_length_51378_cov_53.865622-augustus-gene-0.17-mRNA-1	IPR019440	GO:0007064	NA	PF10345	PTHR21394	NA	NA	NA	mobidb-lite	NA	NA	Reactome: R-HSA-2470946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_835251_cov_43.524260-augustus-gene-4.9-mRNA-1	IPR016024		NA	PF04388	PTHR15154	NA	SSF48371	NA	mobidb-lite	NA	Coil	Reactome: R-HSA-1632852|Reactome: R-HSA-165181|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-8854214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_24_length_337529_cov_39.967259-augustus-gene-2.38-mRNA-1	IPR015876	GO:0016717;GO:0055114;GO:0004768;GO:0006636;GO:0016021;GO:0006629;GO:0020037	SM01117	PF00173;PF00487	PTHR11351;PTHR11351:SF31	G3DSA:3.10.120.10	SSF55856	PS50255	NA	cd03505	Coil	Reactome: R-HSA-75105	PS00476;PS00191	PIRSF000345	PR00075;PR00363	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_3_length_797078_cov_49.968901-processed-gene-2.5-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_108_length_81212_cov_25.493630-augustus-gene-0.0-mRNA-1	IPR012943	GO:0005815	NA	PF07989	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_107_length_82174_cov_51.600522-augustus-gene-0.3-mRNA-1	IPR004695	GO:0016021;GO:0055085	NA	PF03595	PTHR31686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_40_length_280113_cov_104.521790-processed-gene-1.9-mRNA-1	IPR016197	NA	NA	NA	NA	G3DSA:2.40.50.40	SSF54160	NA	mobidb-lite	cd00024	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_163_length_26771_cov_47.872879-augustus-gene-0.6-mRNA-1	IPR038508	GO:0005096	SM00105	PF01412	PTHR23180;PTHR23180:SF386	G3DSA:3.30.40.160	SSF57863	PS50115	mobidb-lite	NA	NA	NA	NA	NA	PR00405	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_775689_cov_45.339792-augustus-gene-5.53-mRNA-1	NA	NA	NA	NA	PTHR42041	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_797078_cov_49.968901-augustus-gene-4.35-mRNA-1	IPR006694	GO:0005506;GO:0008610;GO:0016491;GO:0055114	NA	PF04116	PTHR11863;PTHR11863:SF22	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_775689_cov_45.339792-augustus-gene-6.65-mRNA-1	IPR007673	GO:0000278;GO:0005634;GO:0030261;GO:0007076	NA	PF12922;PF12717	PTHR14222:SF2;PTHR14222	G3DSA:1.25.10.10	SSF48371	NA	mobidb-lite	NA	Coil	Reactome: R-HSA-2514853	NA	PIRSF017127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_89_length_109206_cov_36.860523-augustus-gene-0.28-mRNA-1	IPR029070	GO:0004553;GO:0005975;GO:0008061	SM00636	PF00704	PTHR11177;PTHR11177:SF303	G3DSA:3.10.50.10;G3DSA:3.20.20.80	SSF54556;SSF51445	NA	NA	cd06548	NA	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PS01095	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_3_length_797078_cov_49.968901-processed-gene-4.26-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_44_length_242636_cov_44.232622-processed-gene-0.20-mRNA-1	IPR020846	GO:0016021;GO:0022857;GO:0055085	NA	PF00083	PTHR23500;PTHR23500:SF145	G3DSA:1.20.1250.20	SSF103473	PS50850	mobidb-lite	cd06174	Coil	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_923648_cov_49.367359-augustus-gene-1.0-mRNA-1	IPR018951	GO:0006099;GO:0016829;GO:0003824;GO:0004333;GO:0006106;GO:0045239	NA	PF10415;PF00206	PTHR11444;PTHR11444:SF1	G3DSA:1.10.40.30;G3DSA:1.10.275.10;G3DSA:1.20.200.10	SSF48557	NA	NA	cd01362	Coil	KEGG: 00020+4.2.1.2|KEGG: 00620+4.2.1.2|KEGG: 00720+4.2.1.2|MetaCyc: PWY-5392|MetaCyc: PWY-561|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7254|MetaCyc: PWY-7384|Reactome: R-HSA-71403	PS00163	NA	PR00149	NA	NA	NA	NA	NA	TIGR00979	NA	MF_00743	NA
maker-NODE_3_length_797078_cov_49.968901-augustus-gene-4.42-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_923648_cov_49.367359-augustus-gene-7.35-mRNA-1	IPR001878	GO:0003676;GO:0008270;GO:0005509	SM00343	PF13917;PF14392;PF00098	PTHR23002:SF96;PTHR23002	G3DSA:4.10.60.10	SSF57756	PS50158;PS50222	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_64_length_165273_cov_39.840759-processed-gene-0.0-mRNA-1	IPR024655	NA	NA	PF11790	PTHR34154;PTHR34154:SF3	G3DSA:3.20.20.80	SSF51445	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_37_length_287461_cov_47.991787-processed-gene-0.26-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00066;SM00906	PF04082;PF00172	PTHR31313;PTHR31313:SF65	G3DSA:4.10.240.10	SSF57701	PS50048	NA	cd00067;cd12148	NA	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
