Gene	Gene3D	TMHMM	Phobius	PANTHER	SUPERFAMILY	interpro	GO	PATHWAY	Pfam	PIRSF	MobiDBLite	SMART	Coils	ProSiteProfiles	CDD	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	ProSitePatterns	Hamap	PRINTS	TIGRFAM	SFLD	ProDom
augustus_masked-NODE_117_length_58506_cov_32.276521-processed-gene-0.10-mRNA-1	G3DSA:3.40.50.12360	NA	NA	NA	NA	IPR038609	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_176087_cov_30.591987-augustus-gene-0.14-mRNA-1	G3DSA:3.40.640.10	NA	NA	PTHR10289	SSF53383	IPR015424	GO:0003824;GO:0006520;GO:0016829	Reactome: R-HSA-6783984	PF01212	PIRSF017617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_734_length_12307_cov_35.508949-processed-gene-0.2-mRNA-1	G3DSA:3.40.50.720	NA	NA	PTHR12126;PTHR12126:SF1	SSF51735	IPR036291	GO:0003824;GO:0050662	NA	PF01370	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_108_length_59559_cov_31.526333-processed-gene-0.19-mRNA-1	NA	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR31851:SF11;PTHR31851	NA	IPR008217	NA	NA	PF01988	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_40_length_85220_cov_29.082698-processed-gene-0.15-mRNA-1	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR38646	NA	IPR003807	NA	NA	PF02656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_87_length_64099_cov_24.800335-augustus-gene-0.22-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_22_length_106063_cov_30.981857-processed-gene-0.5-mRNA-1	G3DSA:1.10.20.10	NA	NA	PTHR12321:SF95;PTHR12321	NA	IPR006565	GO:0005669;GO:0046982	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	PF07524	NA	mobidb-lite	SM00576	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_653_length_14564_cov_24.991342-processed-gene-0.0-mRNA-1	G3DSA:1.25.40.10	NA	NA	PTHR15696:SF17;PTHR15696	SSF48452	IPR018834	GO:0005515	Reactome: R-HSA-975957	PF10373	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_176087_cov_30.591987-processed-gene-0.34-mRNA-1	G3DSA:2.40.400.10	NA	NA	PTHR40518	SSF160104	IPR023375		KEGG: 00072+4.1.1.4|KEGG: 00640+4.1.1.4|MetaCyc: PWY-5451|MetaCyc: PWY-6588|MetaCyc: PWY-6876|MetaCyc: PWY-7466	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_173_length_46499_cov_28.401471-processed-gene-0.6-mRNA-1	G3DSA:3.30.2080.10;G3DSA:2.70.98.10;G3DSA:1.20.1050.60;G3DSA:1.20.1610.10	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	PTHR12143	SSF48208	IPR014718	GO:0030246;GO:0003824	NA	PF17678;PF07971	NA	NA	NA	NA	PS51257	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	TIGR01180	NA	NA
maker-NODE_63_length_72307_cov_33.539485-augustus-gene-0.24-mRNA-1	G3DSA:3.40.50.1220	NA	NA	PTHR11085:SF15;PTHR11085	SSF52467	IPR003000	GO:0070403	NA	PF02146	NA	mobidb-lite	NA	Coil	PS50305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_444_length_23642_cov_36.613226-processed-gene-0.5-mRNA-1	G3DSA:3.20.20.105	NA	NA	PTHR21148:SF29;PTHR21148	SSF51713	IPR036511	GO:0006400;GO:0016763;GO:0008479	MetaCyc: PWY-6700|Reactome: R-HSA-6782315	PF01702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_03043	NA	NA	NA	NA
augustus_masked-NODE_12_length_134043_cov_31.481966-processed-gene-0.9-mRNA-1	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PTHR31316;PTHR31316:SF0	NA	IPR005556	NA	NA	PF03856	NA	mobidb-lite	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_389_length_27372_cov_32.171554-processed-gene-0.10-mRNA-1	G3DSA:3.40.395.10;G3DSA:1.10.418.20	NA	NA	PTHR44655	SSF54001	IPR003653	GO:0006508;GO:0008234	NA	PF02902	NA	mobidb-lite	NA	Coil	PS50600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_277_length_35832_cov_32.128805-augustus-gene-0.8-mRNA-1	G3DSA:1.25.10.10;G3DSA:1.20.1390.20;G3DSA:3.40.50.300;G3DSA:2.40.50.990	NA	NA	PTHR19211:SF5;PTHR19211	SSF52540;SSF48371	IPR027417	GO:0005524;GO:0016887	NA	PF17947;PF00005	NA	mobidb-lite	SM00382	NA	PS50077;PS50893	cd03221	NA	NA	NA	PS00211	NA	NA	NA	NA	NA
maker-NODE_392_length_27280_cov_29.340441-augustus-gene-0.2-mRNA-1	G3DSA:1.20.1110.10	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR43294	SSF81665	IPR023298		Reactome: R-HSA-936837	PF00689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00121	NA	NA	NA
maker-NODE_501_length_21212_cov_30.549443-augustus-gene-0.1-mRNA-1	G3DSA:3.30.470.30;G3DSA:2.40.50.140	NA	NA	PTHR10367:SF0;PTHR10367	SSF56091;SSF50249	IPR013846	GO:0004484;GO:0006370;GO:0031533	MetaCyc: PWY-7375|Reactome: R-HSA-167160|Reactome: R-HSA-72086|Reactome: R-HSA-77075	PF03919;PF01331	PIRSF036959	NA	NA	NA	NA	cd07895	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_140_length_53834_cov_31.869142-augustus-gene-0.17-mRNA-1	NA	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR28048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_142_length_53770_cov_34.078295-augustus-gene-0.9-mRNA-1	G3DSA:1.20.120.610	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR10263:SF18;PTHR10263	SSF81333	IPR002379	GO:0015078;GO:0015991;GO:0033177;GO:0033179	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	PF00137	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00122	NA	NA	NA
augustus_masked-NODE_28_length_96126_cov_28.822217-processed-gene-0.11-mRNA-1	G3DSA:3.40.50.2300;G3DSA:1.10.287.130;G3DSA:3.30.565.10	NA	NA	PTHR43047:SF5;PTHR43047	SSF52172;SSF47384;SSF55874	IPR003594	GO:0000160;GO:0000155;GO:0007165;GO:0016310;GO:0016772	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	PF00072;PF00512;PF02518	NA	mobidb-lite	SM00387;SM00448;SM00388	NA	PS50109;PS50110	cd00075;cd00082;cd00156	NA	NA	NA	NA	NA	PR00344	NA	NA	NA
maker-NODE_264_length_37206_cov_31.438523-augustus-gene-0.10-mRNA-1	NA	NA	NA	PTHR18898	NA	IPR012929	GO:0006606	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-5619107|Reactome: R-HSA-6784531	PF07926	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_111_length_59189_cov_25.794656-augustus-gene-0.15-mRNA-1	NA	NA	NA	PTHR14107:SF16;PTHR14107	SSF50978	IPR036322	GO:0005515	NA	PF00400	NA	mobidb-lite	SM00320	NA	PS50294;PS50082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_141_length_53779_cov_29.770931-processed-gene-0.15-mRNA-1	G3DSA:1.20.5.170	NA	NA	PTHR12084:SF0;PTHR12084	NA	IPR026010	GO:0005643;GO:0017056	NA	PF05064	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
maker-NODE_214_length_41921_cov_31.003948-augustus-gene-0.0-mRNA-1	NA	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_69_length_70970_cov_32.524173-processed-gene-0.23-mRNA-1	G3DSA:3.40.50.150	NA	NA	PTHR43167	SSF53335	IPR002935	GO:0008171	NA	PF13578	NA	NA	NA	NA	PS51682	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_631_length_15311_cov_27.846088-processed-gene-0.1-mRNA-1	G3DSA:3.40.140.10	NA	NA	PTHR10410;PTHR10410:SF6	SSF102712	IPR000555	GO:0005515;GO:0004222;GO:0008180	Reactome: R-HSA-5696394|Reactome: R-HSA-6781823|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664	PF18323;PF01398	NA	NA	SM00232	NA	PS50249	cd08069	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_30_length_93061_cov_30.278918-augustus-gene-0.37-mRNA-1	NA	NA	NA	PTHR14359	SSF52507	IPR003382	GO:0003824	Reactome: R-HSA-196783	PF02441	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_953_length_7036_cov_28.772615-processed-gene-0.2-mRNA-1	G3DSA:1.20.1280.20;G3DSA:1.10.287.110	NA	NA	PTHR14021:SF15;PTHR14021	SSF46565;SSF47144	IPR036386	GO:0051259;GO:0001671;GO:0051087;GO:0097428	Reactome: R-HSA-1268020|Reactome: R-HSA-1362409	PF07743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00714	NA	NA
maker-NODE_395_length_27071_cov_29.737270-augustus-gene-0.1-mRNA-1	G3DSA:3.90.1280.20;G3DSA:1.10.3080.10;G3DSA:3.10.580.20	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR11689:SF134;PTHR11689	SSF54631;SSF81340	IPR001807	GO:0005247;GO:0006821;GO:0016020;GO:0055085	Reactome: R-HSA-2672351	PF00654	NA	NA	NA	NA	NA	cd03684;cd04591	NA	NA	NA	NA	NA	PR00762	NA	NA	NA
maker-NODE_497_length_21372_cov_35.221558-augustus-gene-0.7-mRNA-1	G3DSA:3.40.50.10190	NA	NA	PTHR14625	SSF52113	IPR036420		Reactome: R-HSA-2299718	NA	NA	mobidb-lite	NA	Coil	PS50172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_41_length_84185_cov_29.756490-processed-gene-0.7-mRNA-1	G3DSA:2.120.10.80	NA	NA	PTHR23244;PTHR23244:SF351	SSF117281	IPR015915	GO:0005515	NA	PF13415;PF13418;PF13964	NA	mobidb-lite	SM00612	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1067_length_5250_cov_27.935585-processed-gene-0.0-mRNA-1	G3DSA:1.10.8.60;G3DSA:3.40.50.300	NA	NA	PTHR10763:SF26;PTHR10763	SSF52540	IPR015163	GO:0006270;GO:0051301	Reactome: R-HSA-176187|Reactome: R-HSA-539107|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	PF09079;PF13401;PF17872	PIRSF001767	NA	SM00382	NA	NA	cd00009	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_120_length_57101_cov_32.414329-processed-gene-0.13-mRNA-1	NA	NA	NA	PTHR21588:SF13;PTHR21588	NA	IPR012471	NA	NA	PF07956	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_32_length_92024_cov_30.728979-processed-gene-0.18-mRNA-1	G3DSA:2.40.100.10	NA	NA	PTHR11071;PTHR11071:SF147	SSF50891	IPR020892	GO:0003755;GO:0006457;GO:0000413	NA	PF00160	NA	mobidb-lite	NA	Coil	PS50072	cd01928	NA	NA	NA	PS00170	NA	PR00153	NA	NA	NA
augustus_masked-NODE_61_length_73134_cov_27.605367-processed-gene-0.2-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_723_length_12694_cov_30.711864-augustus-gene-0.3-mRNA-1	G3DSA:1.25.40.570	NA	NA	PTHR10678;PTHR10678:SF3	SSF46785	IPR036390	GO:0008180	Reactome: R-HSA-5696394|Reactome: R-HSA-6781823|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664	PF01399	NA	mobidb-lite	SM00753;SM00088	NA	PS50250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_142_length_53770_cov_34.078295-processed-gene-0.14-mRNA-1	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR16950:SF16;PTHR16950	NA	IPR003689	GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	PF02535	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_153369_cov_33.043996-augustus-gene-0.11-mRNA-1	NA	NA	NA	PTHR35392:SF2;PTHR35392	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	mobidb-lite	NA	Coil	NA	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_486_length_21819_cov_30.921953-augustus-gene-0.0-mRNA-1	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR28029	NA	IPR018815	NA	NA	PF10311	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_735_length_12296_cov_19.947983-augustus-gene-0.1-mRNA-1	G3DSA:3.40.50.150	NA	NA	PTHR43591:SF14;PTHR43591	SSF53335	IPR029063	NA	NA	PF13489	NA	NA	NA	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1099_length_4845_cov_16.807969-augustus-gene-0.0-mRNA-1	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA
maker-NODE_86_length_64323_cov_27.036529-augustus-gene-0.10-mRNA-1	G3DSA:2.130.10.10	NA	NA	PTHR43991:SF7;PTHR43991	SSF50978	IPR015943	GO:0005515	NA	NA	NA	mobidb-lite	SM00320	Coil	PS50294;PS50082	NA	NA	NA	NA	PS00678	NA	NA	NA	NA	NA
augustus_masked-NODE_256_length_38123_cov_23.324692-processed-gene-0.5-mRNA-1	G3DSA:1.10.10.60	NA	NA	PTHR22929	SSF46689	IPR030701	GO:0000126;GO:0000995;GO:0006383;GO:0003677	Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	PF15963	NA	mobidb-lite	SM00717	NA	NA	cd00167	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
maker-NODE_501_length_21212_cov_30.549443-augustus-gene-0.0-mRNA-1	G3DSA:1.20.1270.60;G3DSA:3.30.1520.10	NA	NA	PTHR10555;PTHR10555:SF167	SSF64268	IPR039358	GO:0035091	NA	PF09325;PF00787	NA	mobidb-lite	SM00312	Coil	PS50195	cd06867	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_434_length_24460_cov_27.823203-processed-gene-0.1-mRNA-1	G3DSA:2.60.40.420	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	PTHR34883;PTHR34883:SF3	SSF49503	IPR008972	GO:0009055	NA	PF02298	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_126_length_55868_cov_30.864947-processed-gene-0.10-mRNA-1	G3DSA:1.50.40.10	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR24089;PTHR24089:SF59	SSF103506	IPR040062	GO:0022857;GO:0055085	NA	PF00153	NA	NA	NA	NA	PS50920	NA	NA	NA	NA	NA	NA	PR00926	NA	NA	NA
augustus_masked-NODE_118_length_57577_cov_30.923986-processed-gene-0.20-mRNA-1	G3DSA:3.40.50.960	NA	NA	PTHR21058	SSF52121	IPR034964	GO:0000906;GO:0009231;GO:0009349	KEGG: 00740+2.5.1.78|MetaCyc: PWY-6167|MetaCyc: PWY-6168	PF00885	NA	NA	NA	NA	NA	cd09209	NA	NA	NA	NA	MF_00178	NA	TIGR00114	NA	NA
augustus_masked-NODE_344_length_30971_cov_28.037220-processed-gene-0.2-mRNA-1	NA	NA	NA	PTHR44517	SSF54928	IPR000504	GO:0003676	NA	PF00076	NA	mobidb-lite	SM00360	Coil	PS50102	cd12307	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
maker-NODE_75_length_69434_cov_33.469145-augustus-gene-0.20-mRNA-1	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR15959	NA	IPR019529		Reactome: R-HSA-6811434	PF10496	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_140_length_53834_cov_31.869142-processed-gene-0.2-mRNA-1	G3DSA:3.40.50.2000	NA	NA	PTHR12867;PTHR12867:SF6	SSF53756	IPR007235	GO:0016758;GO:0006488	KEGG: 00550+2.4.1.227|MetaCyc: PWY-5265|MetaCyc: PWY-6385|MetaCyc: PWY-6470|MetaCyc: PWY-6471|Reactome: R-HSA-446193|Reactome: R-HSA-5633231	PF04101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_69_length_70970_cov_32.524173-augustus-gene-0.8-mRNA-1	G3DSA:3.30.9.30;G3DSA:3.50.50.60	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR13789;PTHR13789:SF147	SSF51905	IPR036188	GO:0071949	NA	PF01494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00420	NA	NA	NA
maker-NODE_28_length_96126_cov_28.822217-augustus-gene-0.20-mRNA-1	G3DSA:1.10.472.80;G3DSA:1.10.8.270	NA	NA	PTHR22957;PTHR22957:SF212	SSF47923	IPR000195	NA	NA	PF00566	NA	mobidb-lite	SM00164	NA	PS50086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_268_length_36492_cov_27.151767-augustus-gene-0.3-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_197_length_44021_cov_36.915865-augustus-gene-0.13-mRNA-1	G3DSA:4.10.1000.10	NA	NA	PTHR23102:SF13;PTHR23102	SSF90229	IPR000571	GO:0046872	NA	PF00642	NA	mobidb-lite	SM00356	NA	PS50103	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_742_length_12135_cov_25.569454-processed-gene-0.2-mRNA-1	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	NA	PTHR11695:SF643;PTHR11695	SSF50129;SSF51735	IPR013154	GO:0055114;GO:0016491	NA	PF08240;PF13602	NA	NA	SM00829	NA	NA	cd08267	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_734_length_12307_cov_35.508949-augustus-gene-0.1-mRNA-1	G3DSA:2.60.40.1970	NA	NA	PTHR23195;PTHR23195:SF15	NA	IPR005033	GO:0006355;GO:0000812;GO:0035267	Reactome: R-HSA-3214847|Reactome: R-HSA-8866907	PF03366	NA	mobidb-lite	NA	Coil	PS51037	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_348_length_30622_cov_32.201312-augustus-gene-0.7-mRNA-1	G3DSA:1.20.1280.190	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	PTHR21183	NA	IPR010729	GO:0003735;GO:0005761;GO:0006412	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PF06984	NA	mobidb-lite	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_71_length_70377_cov_27.669423-processed-gene-0.2-mRNA-1	G3DSA:2.40.70.10	NA	NA	NA	SSF50630	IPR021109	NA	NA	PF13975	NA	mobidb-lite	NA	Coil	NA	cd00303	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_176087_cov_30.591987-processed-gene-0.51-mRNA-1	G3DSA:3.90.20.10	NA	NA	NA	NA	IPR004330	NA	NA	PF03101	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_186_length_45412_cov_34.393442-augustus-gene-0.6-mRNA-1	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR15407:SF32;PTHR15407	NA	IPR009644	NA	NA	PF04991	NA	mobidb-lite	NA	Coil	NA	NA	SignalP-noTM	NA	SignalP-TM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_188_length_45344_cov_29.777075-processed-gene-0.1-mRNA-1	G3DSA:3.30.1330.30;G3DSA:3.40.1280.10	NA	NA	PTHR11830:SF12;PTHR11830	SSF55315;SSF75217	IPR029064	GO:0003723;GO:0006396;GO:0008173;GO:0003735;GO:0005840;GO:0006412;GO:0005622;GO:0008168	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF00588;PF01015;PF08032	NA	mobidb-lite	SM01397;SM00967	NA	NA	NA	NA	NA	NA	PS01191	MF_03122	NA	NA	NA	NA
maker-NODE_563_length_17602_cov_30.675937-augustus-gene-0.9-mRNA-1	G3DSA:1.25.40.570;G3DSA:1.10.10.10	NA	NA	PTHR12732:SF0;PTHR12732	NA	IPR000717	NA	NA	PF01399	NA	NA	NA	NA	PS50250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_234_length_40350_cov_26.320314-augustus-gene-0.1-mRNA-1	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR12242:SF21;PTHR12242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_553_length_18091_cov_30.902360-augustus-gene-0.0-mRNA-1	G3DSA:3.20.20.80;G3DSA:3.90.400.10;G3DSA:2.60.40.1180	NA	NA	PTHR10357;PTHR10357:SF194	SSF51445;SSF51011	IPR017853	GO:0003824;GO:0005975	NA	PF00128	NA	NA	SM00642	NA	NA	cd11333	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_81_length_66750_cov_31.887741-processed-gene-0.17-mRNA-1	G3DSA:3.10.110.10	NA	NA	PTHR43898;PTHR43898:SF9	SSF54495	IPR016135		Reactome: R-HSA-983168	PF00179	NA	NA	SM00212	NA	PS50127	cd00195	NA	NA	NA	PS00183	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_135501_cov_31.577622-processed-gene-0.19-mRNA-1	G3DSA:3.10.120.10	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR11351:SF31;PTHR11351	SSF55856	IPR009160	GO:0004768;GO:0006636;GO:0016021;GO:0020037;GO:0016717;GO:0055114;GO:0006629	MetaCyc: PWY-5987|MetaCyc: PWY-5996	PF00173;PF00487	PIRSF000345	mobidb-lite	SM01117	Coil	PS50255	cd03505	NA	NA	NA	PS00191;PS00476	NA	PR00363;PR00075	NA	NA	NA
augustus_masked-NODE_117_length_58506_cov_32.276521-processed-gene-0.14-mRNA-1	NA	NA	NA	PTHR21394	NA	IPR019440	GO:0007064	Reactome: R-HSA-2470946	PF10345	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
