Gene	Phobius	MobiDBLite	TMHMM	PRINTS	SFLD	PANTHER	interpro	GO	PATHWAY	TIGRFAM	ProSitePatterns	Gene3D	SUPERFAMILY	Pfam	CDD	SMART	ProSiteProfiles	Hamap	SignalP_EUK	SignalP_GRAM_POSITIVE	Coils	PIRSF	SignalP_GRAM_NEGATIVE	ProDom
augustus_masked-NODE_10_length_343689_cov_59.984777-processed-gene-0.16-mRNA-1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	PTHR43559;PTHR43559:SF3	IPR036380	GO:0003824	NA	NA	NA	G3DSA:3.40.50.850	SSF52499	PF00857	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	SignalP-TM	NA
maker-NODE_17_length_271234_cov_58.796328-augustus-gene-1.23-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR11360:SF130;PTHR11360	IPR036259	GO:0003747;GO:0006415;GO:0016021;GO:0055085	NA	NA	PS00745	G3DSA:1.20.1250.20;G3DSA:3.30.160.20;G3DSA:3.30.70.1660	SSF103473;SSF75620	PF00472;PF03462;PF07690	cd06174	SM00937	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_23_length_227044_cov_60.670871-processed-gene-1.21-mRNA-1	NA	mobidb-lite	NA	PR01438	NA	PTHR31964;PTHR31964:SF113	IPR006015	NA	NA	NA	NA	NA	SSF52402	PF00582	cd00293	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_64_length_152397_cov_55.241407-processed-gene-0.0-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR24361:SF637;PTHR24361	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0005515;GO:0007165	NA	NA	PS00107	G3DSA:3.10.20.90;G3DSA:1.10.150.50;G3DSA:1.10.510.10;G3DSA:3.30.200.20	SSF47769;SSF56112	PF00069;PF14847;PF07647	cd09534	SM00454;SM01304	PS50011;PS50105;PS50200	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_587648_cov_59.069856-processed-gene-3.40-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	PTHR23520	IPR011701	GO:0016021;GO:0055085	NA	NA	NA	G3DSA:1.20.1250.20	SSF103473	PF07690	cd06174	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
maker-NODE_16_length_271244_cov_54.321418-augustus-gene-1.63-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR12131;PTHR12131:SF8	IPR012961	GO:0003723;GO:0003724;GO:0006401;GO:0003676;GO:0005524	NA	NA	NA	G3DSA:2.40.30.300;G3DSA:1.10.3380.30;G3DSA:3.40.50.300;G3DSA:1.20.1500.20	SSF52540	PF13234;PF00270;PF17911;PF00271;PF08148	cd00046;cd00079	SM01142;SM00490;SM00487	PS51194;PS51192	NA	NA	NA	Coil	PIRSF005198	NA	NA
maker-NODE_86_length_123384_cov_59.535515-augustus-gene-0.48-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR31310;PTHR31310:SF7	IPR026841	NA	NA	NA	NA	NA	NA	PF14378	cd03386	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA
maker-NODE_55_length_165849_cov_59.272752-augustus-gene-0.31-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR19957;PTHR19957:SF83	IPR010989	GO:0016020;GO:0016192;GO:0005484;GO:0006886	NA	NA	PS00914	G3DSA:1.20.58.70	SSF47661	PF05739	cd15845	SM00397	PS50192	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_49_length_172268_cov_55.373148-processed-gene-0.16-mRNA-1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	PTHR38643	IPR009486	GO:0055085	NA	NA	NA	G3DSA:3.40.50.1580	NA	PF06516	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	PIRSF013171	SignalP-noTM	NA
maker-NODE_69_length_145752_cov_61.060903-augustus-gene-0.11-mRNA-1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	mobidb-lite	TMhelix	PR00119	SFLDF00027;SFLDS00003	PTHR24092:SF55;PTHR24092	IPR023299	GO:0000166;GO:0000287;GO:0004012;GO:0005524;GO:0015914;GO:0016021	Reactome: R-HSA-936837	TIGR01494;TIGR01652	PS00154	G3DSA:3.40.50.1000;G3DSA:2.70.150.10;G3DSA:3.40.1110.10	SSF81660;SSF81653;SSF81665;SSF56784	PF00122;PF16209;PF16212;PF13246;PF00702	cd02073	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_62_length_153758_cov_57.514701-processed-gene-0.49-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR34706;PTHR34706:SF1	IPR002035	NA	NA	NA	NA	G3DSA:3.40.50.410	SSF53300	PF00092	NA	SM00327	PS50234	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NODE_18_length_263919_cov_58.511937-augustus-gene-1.59-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR12956:SF29;PTHR12956	IPR008901	GO:0006672;GO:0016021;GO:0016811	Reactome: R-HSA-1660661	NA	NA	NA	NA	PF05875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_58_length_160627_cov_62.950766-processed-gene-0.33-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR14732	IPR038534	GO:0008420;GO:0043175;GO:0070940	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|Reactome: R-HSA-6807505	NA	NA	G3DSA:1.25.40.820	NA	PF04181	NA	NA	PS51479	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_96_length_116430_cov_59.256958-augustus-gene-0.31-mRNA-1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	mobidb-lite	NA	PR00838;PR00837	NA	PTHR10334:SF312;PTHR10334	IPR014044	GO:0005576	NA	NA	PS01009	G3DSA:3.40.33.10	SSF55797	PF00188	cd05380	SM00198	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA
maker-NODE_79_length_128933_cov_43.693632-augustus-gene-0.4-mRNA-1	NA	NA	NA	NA	NA	PTHR10484:SF13;PTHR10484	IPR013931	GO:0006979	NA	NA	NA	NA	SSF159245	PF08622;PF17187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_71_length_145085_cov_54.776680-augustus-gene-0.54-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR12499:SF0;PTHR12499	IPR010754	NA	NA	NA	NA	NA	NA	PF07047	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_3_length_417995_cov_62.188878-processed-gene-3.2-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR31263:SF4;PTHR31263	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	PS00463	G3DSA:4.10.240.10	SSF57701	PF00172	cd00067	SM00066	PS50048	NA	NA	NA	NA	NA	NA	NA
maker-NODE_53_length_168172_cov_57.242947-augustus-gene-0.7-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR24343;PTHR24343:SF108	IPR028375	GO:0004672;GO:0005524;GO:0006468	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	NA	PS00108;PS00107	G3DSA:1.10.510.10	SSF103243;SSF56112	PF00069;PF02149;PF12330	cd12121;cd14077	SM00220	PS50032;PS50011	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_17_length_271234_cov_58.796328-processed-gene-1.72-mRNA-1	NA	NA	NA	NA	NA	PTHR10293:SF16;PTHR10293	IPR002109	GO:0009055;GO:0015035;GO:0045454;GO:0015036	Reactome: R-HSA-1362409	TIGR00365	NA	G3DSA:3.40.30.10	SSF52833	PF00462	cd03028	NA	PS51354	NA	NA	NA	NA	PIRSF005894	NA	NA
maker-NODE_72_length_144784_cov_53.250524-augustus-gene-0.4-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR14401	IPR020993	GO:0005634;GO:0051382	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_97_length_116387_cov_61.952056-processed-gene-0.58-mRNA-1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	mobidb-lite	NA	PR01047	NA	PTHR11451:SF40;PTHR11451	IPR002314	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004829;GO:0005737;GO:0006435	KEGG: 00970+6.1.1.3	TIGR00418	NA	G3DSA:3.40.50.800	SSF52954;SSF55681	PF00587;PF03129	cd00771	NA	PS50862	NA	NA	SignalP-TM	Coil	NA	NA	NA
augustus_masked-NODE_60_length_155630_cov_57.454126-processed-gene-0.7-mRNA-1	NA	NA	NA	NA	NA	PTHR23420:SF0;PTHR23420	IPR034373	GO:0004013;GO:0019510;GO:0051287	KEGG: 00270+3.3.1.1|MetaCyc: PWY-5041|Reactome: R-HSA-156581|Reactome: R-HSA-1614635|Reactome: R-HSA-2408508|Reactome: R-HSA-5578997	TIGR00936	PS00739;PS00738	G3DSA:3.40.50.1480;G3DSA:3.40.50.720	SSF52283;SSF51735	PF05221;PF00670	cd00401	SM00997;SM00996	NA	MF_00563	NA	NA	NA	PIRSF001109	NA	NA
maker-NODE_43_length_178737_cov_61.249762-augustus-gene-0.53-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	SFLDS00005;SFLDG01212	PTHR31480:SF0;PTHR31480	IPR008949	NA	NA	NA	NA	G3DSA:1.10.600.10	SSF48576	PF00494	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_63_length_152677_cov_59.817214-processed-gene-0.43-mRNA-1	NA	NA	NA	NA	NA	PTHR23422;PTHR23422:SF11	IPR039461	GO:0005737;GO:0006508;GO:0008239	NA	NA	NA	G3DSA:1.20.120.1470	NA	PF03571	NA	NA	NA	NA	NA	NA	NA	PIRSF007828	NA	NA
maker-NODE_288_length_6633_cov_34.524746-augustus-gene-0.0-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR33048:SF2;PTHR33048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_87_length_121410_cov_62.417247-processed-gene-0.18-mRNA-1	NA	mobidb-lite	NA	PR01041	NA	PTHR43326;PTHR43326:SF1	IPR009080	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004825;GO:0006431	KEGG: 00450+6.1.1.10|KEGG: 00970+6.1.1.10	TIGR00398	NA	G3DSA:1.10.730.10;G3DSA:2.170.220.10;G3DSA:3.40.50.620	SSF47323;SSF52374;SSF55729	PF09334;PF13302	cd00814	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_52_length_169077_cov_55.830139-processed-gene-0.45-mRNA-1	NA	mobidb-lite	NA	PR01043	NA	PTHR10745;PTHR10745:SF0	IPR036393	GO:0005737;GO:0006561;GO:0003723;GO:0004349;GO:0000166;GO:0004820;GO:0005524;GO:0006426	KEGG: 00970+6.1.1.14	TIGR00389;TIGR01027	PS00902	G3DSA:3.40.1160.10;G3DSA:3.40.50.800;G3DSA:2.30.130.10	SSF53633;SSF88697;SSF55681;SSF52954	PF03129;PF01472;PF00696	cd04242;cd00774	SM00359	PS50890;PS50862	MF_00456	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_360801_cov_59.734333-processed-gene-0.11-mRNA-1	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_10_length_343689_cov_59.984777-augustus-gene-0.26-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR22938:SF0;PTHR22938	IPR013087	GO:0003676	NA	NA	PS00028	G3DSA:3.30.40.10	SSF57850	NA	cd16615	SM00355	PS50089	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_71_length_145085_cov_54.776680-augustus-gene-0.35-mRNA-1	NA	mobidb-lite	NA	PR00390	NA	PTHR10336:SF82;PTHR10336	IPR000909	GO:0006629;GO:0008081;GO:0004435;GO:0007165;GO:0035556	KEGG: 00562+3.1.4.11|KEGG: 04070+3.1.4.11|MetaCyc: PWY-6351|MetaCyc: PWY-6367|MetaCyc: PWY-7039|Reactome: R-HSA-1855204	NA	NA	G3DSA:3.20.20.190;G3DSA:2.60.40.150	SSF49562;SSF51695	PF00388;PF00387	cd00275	SM00149;SM00148	PS50008;PS50007	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_45_length_175616_cov_61.563300-processed-gene-0.59-mRNA-1	NA	mobidb-lite	NA	PR00881;PR00882	NA	PTHR23105;PTHR23105:SF70	IPR038524	GO:0042254;GO:1990904	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PS01082	G3DSA:3.30.1330.210	SSF55315	PF01248	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_10_length_343689_cov_59.984777-augustus-gene-1.30-mRNA-1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	PTHR38049:SF1;PTHR38049	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NODE_11_length_303896_cov_59.741215-augustus-gene-1.26-mRNA-1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	NA	NA	PTHR43595;PTHR43595:SF2	IPR019832	GO:0004784;GO:0006801;GO:0046872;GO:0055114	MetaCyc: PWY-6854|Reactome: R-HSA-2151201|Reactome: R-HSA-3299685|Reactome: R-HSA-8862803|Reactome: R-HSA-8950505	NA	NA	G3DSA:2.40.500.20	SSF46609;SSF54719	PF02777	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NODE_70_length_145138_cov_57.583825-augustus-gene-0.49-mRNA-1	NA	NA	NA	NA	NA	PTHR42862	IPR016160	GO:0016491;GO:0055114;GO:0003842;GO:0010133;GO:0016620	KEGG: 00250+1.2.1.88|KEGG: 00330+1.2.1.88|MetaCyc: PWY-6853|Reactome: R-HSA-389661|Reactome: R-HSA-70688	TIGR01236	PS00070;PS00687	G3DSA:3.40.309.10;G3DSA:3.40.605.10	SSF53720	PF00171	cd07123	NA	NA	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_26_length_216976_cov_59.063085-augustus-gene-0.25-mRNA-1	NA	NA	NA	PR00318;PR01241	NA	PTHR10218;PTHR10218:SF242	IPR011025	GO:0007165;GO:0003924;GO:0007186;GO:0019001;GO:0031683;GO:0001664;GO:0005525;GO:0005834	NA	NA	NA	G3DSA:1.10.400.10;G3DSA:3.40.50.300	SSF47895;SSF52540	PF00503	cd00066	SM00275	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_264_length_15228_cov_52.360638-augustus-gene-0.5-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR44220	IPR000504	GO:0003676	NA	NA	NA	G3DSA:3.30.70.330	SSF54928	PF00076	cd00590	SM00360	PS50102	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_433942_cov_61.033279-processed-gene-3.2-mRNA-1	NA	NA	NA	NA	NA	PTHR21091:SF162;PTHR21091	IPR003171	GO:0004489;GO:0006555;GO:0055114	KEGG: 00670+1.5.1.20|KEGG: 00720+1.5.1.20|MetaCyc: PWY-2201|MetaCyc: PWY-3841|Reactome: R-HSA-196757	TIGR00677	NA	G3DSA:3.20.20.220	SSF51730	PF02219	cd00537	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_58_length_160627_cov_62.950766-augustus-gene-0.2-mRNA-1	NA	NA	NA	NA	NA	PTHR43530	IPR036511	GO:0006400;GO:0016763;GO:0008479;GO:0101030	MetaCyc: PWY-6700|Reactome: R-HSA-6782315	TIGR00449;TIGR00430	NA	G3DSA:3.20.20.105	SSF51713	PF01702	NA	NA	NA	MF_00168	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_126_length_88941_cov_51.085662-processed-gene-0.1-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR10953:SF29;PTHR10953	IPR030667	GO:0019781;GO:0045116;GO:0008641	Reactome: R-HSA-8951664	NA	PS00518	G3DSA:3.30.40.10;G3DSA:3.40.50.720	SSF69572;SSF57850	PF00899	NA	NA	PS50089	NA	NA	NA	Coil	NA	NA	NA
maker-NODE_87_length_121410_cov_62.417247-augustus-gene-0.59-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR12786:SF2;PTHR12786	IPR024598	GO:0000398;GO:0003723;GO:0005681;GO:0003676;GO:0005634;GO:0008270	Reactome: R-HSA-72163	NA	PS00028	G3DSA:3.30.160.60	SSF57667	PF11931;PF16837;PF12171;PF12108	NA	SM00451	PS50171	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_121_length_91288_cov_64.715163-processed-gene-0.35-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_405600_cov_57.965645-processed-gene-2.19-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR12888	IPR017375	GO:0005779;GO:0006625;GO:0008022;GO:0008270	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241	NA	NA	G3DSA:3.30.40.10	SSF57850	PF04757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_26_length_216976_cov_59.063085-processed-gene-1.44-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR43157:SF12;PTHR43157	IPR009580	GO:0005789;GO:0006506	Reactome: R-HSA-162710	NA	NA	NA	NA	PF06699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_119_length_94085_cov_49.417123-processed-gene-0.9-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	mobidb-lite	TMhelix	NA	NA	PTHR10073;PTHR10073:SF41	IPR013507	GO:0005524;GO:0006298;GO:0030983;GO:0016887;GO:0032300	NA	NA	NA	G3DSA:3.30.565.10;G3DSA:3.30.230.10	SSF55874;SSF54211	PF01119;PF13589	cd00075	SM01340	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_92_length_118093_cov_54.003289-processed-gene-0.1-mRNA-1	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_15_length_281067_cov_59.950911-augustus-gene-0.31-mRNA-1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	mobidb-lite	TMhelix	NA	NA	PTHR21329;PTHR21329:SF3	IPR007720	GO:0006506;GO:0016021;GO:0017176	Reactome: R-HSA-162710	NA	NA	NA	NA	PF05024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_184_length_54030_cov_60.304658-processed-gene-0.18-mRNA-1	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA
augustus_masked-NODE_159_length_66596_cov_58.368698-processed-gene-0.6-mRNA-1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_65_length_148125_cov_52.245044-augustus-gene-0.44-mRNA-1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	mobidb-lite	TMhelix	NA	NA	PTHR24221;PTHR24221:SF187	IPR003593	GO:0005524;GO:0016021;GO:0016887;GO:0042626;GO:0055085	NA	NA	PS00211	G3DSA:1.20.1560.10;G3DSA:3.40.50.300	SSF52540;SSF90123	PF00664;PF00005	cd03253	SM00382	PS50893;PS50929	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_13_length_287653_cov_58.138346-processed-gene-1.64-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR43985	IPR033809	GO:0000245;GO:0006397;GO:0008270;GO:0016579;GO:0036459	Reactome: R-HSA-72163	NA	NA	G3DSA:3.30.40.10;G3DSA:3.90.70.10	SSF54001;SSF57850	PF02148;PF00443	cd02669	SM00290	PS50271;PS50235	NA	NA	NA	NA	NA	NA	NA
maker-NODE_26_length_216976_cov_59.063085-augustus-gene-1.18-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR12475	IPR029069	NA	NA	NA	NA	NA	SSF54637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_62_length_153758_cov_57.514701-augustus-gene-0.9-mRNA-1	TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	mobidb-lite	TMhelix	NA	NA	PTHR23502;PTHR23502:SF64	IPR020846	GO:0016021;GO:0055085	NA	NA	NA	G3DSA:1.20.1250.20	SSF103473	PF07690	cd06174	NA	PS50850	NA	NA	NA	NA	NA	NA	NA
maker-NODE_169_length_61521_cov_62.585774-augustus-gene-0.22-mRNA-1	NA	NA	NA	NA	NA	PTHR11655;PTHR11655:SF16	IPR036789	GO:0003735;GO:0005840;GO:0006412;GO:0019843	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	G3DSA:3.90.930.12	SSF56053	PF00347	NA	NA	NA	NA	NA	NA	NA	PIRSF002162	NA	NA
maker-NODE_62_length_153758_cov_57.514701-augustus-gene-0.11-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR11254;PTHR11254:SF347	IPR000569	GO:0004842;GO:0005515;GO:0006511;GO:0061630	MetaCyc: PWY-7511|Reactome: R-HSA-983168	NA	PS01159	G3DSA:3.30.2410.10;G3DSA:2.20.70.10;G3DSA:3.90.1750.10;G3DSA:2.60.40.150;G3DSA:3.30.2160.10	SSF51045;SSF56204;SSF49562	PF00632;PF00168;PF00397	cd00201;cd00078;cd08382	SM00456;SM00119;SM00239	PS50020;PS50237;PS50004	NA	NA	NA	NA	PIRSF001569	NA	NA
augustus_masked-NODE_1_length_587648_cov_59.069856-processed-gene-4.46-mRNA-1	NA	mobidb-lite	NA	NA	NA	NA	IPR020683	NA	NA	NA	NA	G3DSA:1.25.40.20	SSF48403	NA	cd00204	NA	PS50297	NA	NA	NA	NA	NA	NA	NA
maker-NODE_13_length_287653_cov_58.138346-augustus-gene-1.24-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	PTHR13121	IPR009600	GO:0016021;GO:0016255;GO:0042765	Reactome: R-HSA-162791	NA	NA	NA	NA	PF06728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_67_length_147136_cov_60.842554-augustus-gene-0.41-mRNA-1	NA	NA	NA	NA	NA	PTHR12709:SF1;PTHR12709	IPR012340	GO:0003899;GO:0006351	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	G3DSA:2.40.50.140;G3DSA:3.30.1490.120	SSF50249;SSF88798	PF03876;PF08292	cd04330	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_188_length_52799_cov_53.708498-processed-gene-0.18-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	mobidb-lite	TMhelix	NA	NA	PTHR14009:SF6;PTHR14009	IPR011685	GO:0043022	NA	NA	NA	NA	NA	PF07766	NA	NA	PS51758	NA	NA	SignalP-TM	Coil	NA	NA	NA
maker-NODE_241_length_23410_cov_61.440579-augustus-gene-0.0-mRNA-1	NA	mobidb-lite	NA	NA	NA	PTHR14445:SF36;PTHR14445	IPR003169	GO:0005515	NA	NA	NA	G3DSA:3.30.1490.40	SSF55277	PF02213	cd00072	SM00444	PS50829	NA	NA	NA	Coil	NA	NA	NA
