Gene	PANTHER	interpro	GO	Pfam	SMART	Gene3D	MobiDBLite	ProSiteProfiles	SUPERFAMILY	Phobius	TMHMM	CDD	PATHWAY	ProSitePatterns	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	PRINTS	Coils	PIRSF	TIGRFAM	SFLD	Hamap	ProDom
maker-NODE_6_length_447864_cov_73.606110-augustus-gene-0.233-mRNA-1	PTHR23227;PTHR23227:SF51	IPR011421	NA	PF07572	NA	NA	mobidb-lite	PS51279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_6_length_447864_cov_73.606110-augustus-gene-3.360-mRNA-1	PTHR43791;PTHR43791:SF26	IPR020846	GO:0016021;GO:0055085	PF07690	NA	G3DSA:1.20.1250.20	NA	PS50850	SSF103473	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_140_length_58492_cov_68.048385-processed-gene-0.4-mRNA-1	PTHR11668;PTHR11668:SF25	IPR006186	GO:0016787	PF00149	SM00156	G3DSA:3.60.21.10	NA	NA	SSF56300	NA	NA	cd07415	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	PS00125	NA	NA	NA	PR00114	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_200_length_30051_cov_68.190282-processed-gene-0.8-mRNA-1	PTHR44149;PTHR44149:SF1	IPR002885	GO:0005515	PF13812	NA	G3DSA:1.25.40.10	mobidb-lite	PS51375	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_92_length_89881_cov_69.771598-processed-gene-0.60-mRNA-1	PTHR23402;PTHR23402:SF13	IPR000816	GO:0005829;GO:0006508;GO:0016920	PF01470	NA	G3DSA:3.40.630.20	NA	NA	SSF53182	NA	NA	cd00501	MetaCyc: PWY-7942	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_535112_cov_62.228238-snap-gene-1.31-mRNA-1	PTHR30457;PTHR30457:SF0	IPR002828	GO:0016787	PF01975	NA	G3DSA:3.40.1210.10	NA	NA	SSF64167	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	KEGG: 00230+3.1.3.5|KEGG: 00240+3.1.3.5|KEGG: 00760+3.1.3.5|MetaCyc: PWY-5381|MetaCyc: PWY-5695|MetaCyc: PWY-6596|MetaCyc: PWY-6606|MetaCyc: PWY-6607|MetaCyc: PWY-6608|MetaCyc: PWY-7185|MetaCyc: PWY-7821	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	TIGR00087	NA	NA	NA
snap_masked-NODE_39_length_169714_cov_75.827310-processed-gene-0.32-mRNA-1	PTHR11071;PTHR11071:SF247	IPR002130	GO:0000413;GO:0003755	PF00160	NA	G3DSA:2.40.100.10	NA	PS50072	SSF50891	NA	NA	NA	NA	NA	NA	NA	NA	PR00153	NA	PIRSF001467	NA	NA	NA	NA
maker-NODE_21_length_204983_cov_73.166083-augustus-gene-1.41-mRNA-1	PTHR15502	IPR033053	GO:0006336	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	Reactome: R-HSA-2559584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_535112_cov_62.228238-processed-gene-4.140-mRNA-1	PTHR10625:SF175;PTHR10625	IPR000286		PF00850	NA	G3DSA:3.40.800.20	mobidb-lite	NA	SSF52768	NA	NA	NA	Reactome: R-HSA-2122947|Reactome: R-HSA-2644606|Reactome: R-HSA-2894862	NA	NA	NA	NA	PR01270	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_67_length_122038_cov_71.824273-processed-gene-0.211-mRNA-1	PTHR11735;PTHR11735:SF6	IPR017860	GO:0002949;GO:0004222	PF00814	NA	G3DSA:3.30.420.40	mobidb-lite	NA	SSF53067	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	Reactome: R-HSA-6782315	PS01016	NA	NA	NA	PR00789	Coil	NA	NA	NA	MF_01445	NA
maker-NODE_11_length_279013_cov_75.597233-snap-gene-1.30-mRNA-1	PTHR39597;PTHR39597:SF2	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_142_length_57061_cov_73.491042-processed-gene-0.143-mRNA-1	PTHR24221;PTHR24221:SF406	IPR003439	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	PF00664;PF00005	SM00382	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	mobidb-lite	PS50893;PS50929	SSF90123;SSF52540	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	PS00211	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_27_length_193159_cov_70.688710-processed-gene-0.92-mRNA-1	PTHR21235;PTHR21235:SF2	IPR011060	GO:0003824;GO:0000105;GO:0000107;GO:0016763;GO:0016833	PF00977;PF00117	NA	G3DSA:3.40.50.880;G3DSA:3.20.20.70	NA	PS51273	SSF51366;SSF52317	NA	NA	cd01748;cd04731	NA	NA	NA	NA	NA	NA	NA	PIRSF036936	TIGR01855;TIGR00735	NA	MF_00278	NA
augustus_masked-NODE_112_length_79540_cov_70.761588-processed-gene-0.12-mRNA-1	PTHR14344	IPR001680	GO:0005515	PF00400	SM00320	G3DSA:2.130.10.10	mobidb-lite	PS50082	SSF50978	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_167_length_45012_cov_64.372819-snap-gene-0.21-mRNA-1	PTHR38420	IPR019200	GO:0003877;GO:0005789;GO:0019915;GO:0005524;GO:0009117	PF09830;PF10261	NA	G3DSA:3.30.428.70	mobidb-lite	NA	SSF54197	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	KEGG: 00230+2.7.7.53|KEGG: 00920+2.7.7.5|MetaCyc: PWY-5279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_22_length_202737_cov_78.199719-snap-gene-1.262-mRNA-1	PTHR34706:SF2;PTHR34706	IPR002110	GO:0005515	PF00023	SM00248	G3DSA:1.25.40.20	NA	PS50088;PS50297	SSF48403	NA	NA	cd00204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_63_length_126925_cov_72.713773-augustus-gene-0.117-mRNA-1	PTHR11363:SF4;PTHR11363	IPR009000	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PF00297	NA	G3DSA:2.40.30.10;G3DSA:4.10.960.10;G3DSA:3.30.1430.10	mobidb-lite	NA	SSF50447	NA	NA	NA	NA	PS00474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_43_length_161313_cov_71.085175-protein2genome-gene-0.244-mRNA-1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_273513_cov_69.888323-processed-gene-1.500-mRNA-1	NA	IPR020683	NA	PF13857	NA	G3DSA:1.25.40.20	NA	PS50297	SSF48403	NA	NA	cd00204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_10_length_298307_cov_73.795379-snap-gene-0.90-mRNA-1	NA	IPR013216	GO:0008168	PF08241	NA	G3DSA:3.40.50.150	mobidb-lite	NA	SSF53335	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_26_length_193825_cov_72.621576-processed-gene-0.535-mRNA-1	PTHR12963;PTHR12963:SF0	IPR039128	GO:0005634;GO:0006355;GO:0008270	PF06221	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_59_length_128781_cov_65.042533-processed-gene-0.210-mRNA-1	NA	IPR007251	GO:0055085	PF04120	NA	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_14_length_243829_cov_75.711767-processed-gene-1.205-mRNA-1	PTHR33281:SF10;PTHR33281	IPR021134		PF01062	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	TMhelix	NA	Reactome: R-HSA-2672351	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_28_length_190645_cov_33.251430-processed-gene-0.14-mRNA-1	PTHR10502:SF107;PTHR10502	IPR037104	GO:0005509;GO:0005544	PF00191	NA	G3DSA:1.10.220.10	mobidb-lite	NA	SSF47874	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_82_length_95832_cov_70.482399-augustus-gene-0.70-mRNA-1	PTHR23105;PTHR23105:SF70	IPR038524	GO:0042254;GO:1990904	PF01248	NA	G3DSA:3.30.1330.210	mobidb-lite	NA	SSF55315	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS01082	NA	NA	NA	PR00882;PR00881	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_62_length_127548_cov_73.755558-processed-gene-0.289-mRNA-1	PTHR43671;PTHR43671:SF19	IPR011009	GO:0004672;GO:0005524;GO:0006468	PF00069	SM00220	G3DSA:1.10.510.10	mobidb-lite	PS50011	SSF56112	NA	NA	NA	NA	PS00108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_834423_cov_25.846594-augustus-gene-7.422-mRNA-1	PTHR24216;PTHR24216:SF8	IPR001781	NA	PF00412	SM00132	G3DSA:2.10.110.10	mobidb-lite	PS50023	SSF57716	NA	NA	cd08368	NA	PS00478	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_160_length_46737_cov_81.856747-augustus-gene-0.5-mRNA-1	NA	IPR036028	GO:0005515	PF14604	NA	NA	mobidb-lite	NA	SSF50044	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_25_length_194567_cov_74.961417-augustus-gene-0.564-mRNA-1	PTHR13112;PTHR13112:SF0	IPR012677	GO:0003676;GO:0000184	PF00076;PF03467	SM00360	G3DSA:3.30.70.330	mobidb-lite	PS50102	SSF54928	NA	NA	cd12455;cd00590	Reactome: R-HSA-9010553|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_81_length_98038_cov_70.217545-augustus-gene-0.194-mRNA-1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_39_length_169714_cov_75.827310-snap-gene-0.464-mRNA-1	PTHR33788;PTHR33788:SF1	IPR039438		PF12907;PF04419	NA	G3DSA:4.10.1050.10	mobidb-lite	NA	SSF118359	NA	NA	NA	Reactome: R-HSA-212436	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_38_length_173249_cov_53.604816-augustus-gene-0.290-mRNA-1	PTHR45400	IPR004853	NA	PF03151	NA	NA	mobidb-lite	NA	SSF103481	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_205_length_27925_cov_68.436686-processed-gene-0.2-mRNA-1	PTHR13228	IPR019465	GO:0006891;GO:0017119	PF10392	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_60_length_128121_cov_70.262051-processed-gene-0.315-mRNA-1	PTHR12855	IPR032563	GO:0006281;GO:0006338;GO:0035267;GO:0043967;GO:0043968	PF16282	NA	NA	mobidb-lite	NA	SSF81995	NA	NA	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_92_length_89881_cov_69.771598-processed-gene-0.65-mRNA-1	PTHR10351:SF48;PTHR10351	IPR001202	GO:0005515	PF00397	SM00456	G3DSA:2.20.70.10	mobidb-lite	PS50020	SSF51045	NA	NA	cd00201;cd07389	NA	PS01159	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_46_length_148848_cov_69.581357-snap-gene-0.357-mRNA-1	PTHR10662;PTHR10662:SF22	IPR005637	GO:0005634;GO:0051028;GO:0005515	PF03943	SM00804	G3DSA:3.10.450.50;G3DSA:3.80.10.10;G3DSA:1.10.8.10	mobidb-lite	PS51450;PS50177;PS51281	SSF52058;SSF46934;SSF54427	NA	NA	cd14342	Reactome: R-HSA-159236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_12_length_273513_cov_69.888323-snap-gene-0.2-mRNA-1	PTHR11806;PTHR11806:SF0	IPR004416	GO:0002098;GO:0006904;GO:0016192;GO:0008033;GO:0050660	PF00995;PF13932;PF01134	SM01228	G3DSA:1.25.40.60;G3DSA:3.40.50.2060;G3DSA:1.10.150.570;G3DSA:3.90.830.10;G3DSA:3.50.50.60;G3DSA:3.40.50.1910	NA	NA	SSF51905;SSF56815	NA	NA	NA	Reactome: R-HSA-6787450	PS01281;PS01280	NA	NA	NA	NA	NA	NA	TIGR00136	NA	MF_00129	NA
snap_masked-NODE_169_length_43256_cov_67.162420-processed-gene-0.14-mRNA-1	PTHR43972:SF1;PTHR43972	IPR000608		PF00179	SM00212	G3DSA:3.10.110.10	NA	PS50127	SSF54495	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	TMhelix	cd00195	Reactome: R-HSA-983168	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_22_length_202737_cov_78.199719-processed-gene-0.254-mRNA-1	PTHR24031;PTHR24031:SF78	IPR001650	GO:0003676;GO:0005524	PF00270;PF00271	SM00487;SM00490	G3DSA:3.40.50.300	NA	PS51192;PS51194	SSF52540	NA	NA	cd00079	NA	PS00039	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_266_length_11067_cov_72.326325-augustus-gene-0.21-mRNA-1	NA	IPR039297	NA	PF02238	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_186_length_36259_cov_71.015942-snap-gene-0.19-mRNA-1	PTHR12277:SF81;PTHR12277	IPR029058	NA	PF12146	NA	G3DSA:3.40.50.1820	NA	NA	SSF53474	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_535112_cov_62.228238-processed-gene-2.93-mRNA-1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_89_length_91706_cov_74.556503-augustus-gene-0.10-mRNA-1	PTHR32170;PTHR32170:SF3	IPR016024	GO:0016504;GO:0070577;GO:0070628	PF11919;PF16547;PF16507	NA	NA	mobidb-lite	NA	SSF48371	NA	NA	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_91_length_90328_cov_77.894746-processed-gene-0.49-mRNA-1	PTHR16932:SF18;PTHR16932	IPR009311	GO:0016021	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_77_length_106811_cov_74.852405-augustus-gene-0.40-mRNA-1	PTHR23359;PTHR23359:SF68	IPR033690	GO:0005524;GO:0006139;GO:0019205;GO:0004017;GO:0005739	PF00406;PF05191	NA	G3DSA:3.40.50.300	NA	NA	SSF52540	NA	NA	cd01428	KEGG: 00230+2.7.4.3|KEGG: 00730+2.7.4.3|MetaCyc: PWY-7219|Reactome: R-HSA-499943	PS00113	NA	NA	NA	PR00094	NA	NA	NA	NA	MF_03169;MF_00235	NA
augustus_masked-NODE_95_length_86513_cov_67.171081-processed-gene-0.38-mRNA-1	PTHR12735;PTHR12735:SF19	IPR002634	NA	PF01722	NA	G3DSA:3.30.300.90	NA	NA	SSF82657	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	PIRSF003113	NA	NA	NA	NA
snap_masked-NODE_40_length_168875_cov_71.947022-processed-gene-0.100-mRNA-1	PTHR43289;PTHR43289:SF1	IPR000719	GO:0004672;GO:0005524;GO:0006468	PF00069	NA	G3DSA:1.10.510.10	mobidb-lite	PS50011	SSF56112	NA	NA	cd00180	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_76_length_107424_cov_73.387084-processed-gene-0.311-mRNA-1	PTHR28234	IPR013946	NA	PF08637	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_119_length_75214_cov_71.856060-processed-gene-0.53-mRNA-1	PTHR11048;PTHR11048:SF37	IPR039653	GO:0016021;GO:0016765;GO:0004659	PF01040	NA	G3DSA:1.10.357.140;G3DSA:1.20.120.1780	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	cd13959	Reactome: R-HSA-1268020|Reactome: R-HSA-2142789	PS00943	NA	NA	NA	NA	NA	NA	TIGR01474	NA	MF_01635	NA
maker-NODE_1_length_883239_cov_54.878836-augustus-gene-6.325-mRNA-1	PTHR12650;PTHR12650:SF20	IPR029071	GO:0005515	PF12754;PF17183	NA	G3DSA:3.10.20.90;G3DSA:1.10.286.70	NA	PS50053	SSF54236	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
snap_masked-NODE_116_length_76803_cov_72.831890-processed-gene-0.123-mRNA-1	PTHR10209;PTHR10209:SF388	IPR005123	GO:0016491;GO:0055114	PF03171;PF14226	NA	G3DSA:2.60.120.330	NA	PS51471	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	PR00682	NA	NA	NA	NA	NA	NA
maker-NODE_72_length_113969_cov_76.510321-snap-gene-0.323-mRNA-1	PTHR10887;PTHR10887:SF14	IPR014808	GO:0017108;GO:0033567;GO:0043142	PF13604;PF08696;PF13087;PF01930	NA	G3DSA:3.40.50.300	mobidb-lite	NA	SSF52540	NA	NA	cd00046;cd01983	Reactome: R-HSA-174437|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69166|Reactome: R-HSA-69473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_485588_cov_55.914018-augustus-gene-3.160-mRNA-1	PTHR14369	IPR029190	NA	PF04935;PF15459	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
augustus_masked-NODE_47_length_147040_cov_78.805109-processed-gene-0.387-mRNA-1	PTHR10048;PTHR10048:SF22	IPR036940	GO:0016301;GO:0046854;GO:0048015;GO:0016773	PF11522;PF00454	SM00146	G3DSA:3.30.1010.10;G3DSA:1.10.1070.11	mobidb-lite	PS51545;PS50290	SSF48371;SSF56112	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	cd05168	KEGG: 00562+2.7.1.67|KEGG: 04070+2.7.1.67|MetaCyc: PWY-6351|MetaCyc: PWY-6352	PS00915;PS00916	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_97_length_85663_cov_68.555708-processed-gene-0.1-mRNA-1	PTHR12601;PTHR12601:SF6	IPR011990	GO:0005515;GO:0048312	PF12807;PF13236;PF13424;PF15044;PF13374	NA	G3DSA:1.25.40.10	mobidb-lite	PS50005;PS51823;PS50293	SSF48452;SSF103107	NA	NA	cd15466	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	MF_03013	NA
snap_masked-NODE_16_length_234203_cov_74.292819-processed-gene-0.61-mRNA-1	PTHR22726:SF1;PTHR22726	IPR001915	GO:0004222;GO:0006508	PF01435	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	cd07331	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_22_length_202737_cov_78.199719-snap-gene-0.1-mRNA-1	PTHR24361;PTHR24361:SF351	IPR000719	GO:0004672;GO:0005524;GO:0006468	PF00069	SM00220	G3DSA:3.30.200.20;G3DSA:1.10.510.10	mobidb-lite	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_180_length_38585_cov_68.616985-processed-gene-0.54-mRNA-1	PTHR12677:SF24;PTHR12677	IPR015414	GO:0016021	PF09335	NA	NA	mobidb-lite	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_71_length_114124_cov_74.649517-snap-gene-0.308-mRNA-1	PTHR21152;PTHR21152:SF31	IPR015421	GO:0003824	PF00266	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	SSF53383	NA	NA	NA	KEGG: 00440+2.6.1.37|MetaCyc: PWY-6832|Reactome: R-HSA-389661|Reactome: R-HSA-9033241	NA	NA	NA	NA	NA	NA	PIRSF000524	NA	NA	NA	NA
maker-NODE_14_length_243829_cov_75.711767-snap-gene-1.234-mRNA-1	PTHR45527	IPR009081	GO:0003824;GO:0031177	PF00501;PF00550;PF00668	SM01294;SM00823	G3DSA:3.30.559.10;G3DSA:1.10.1200.10;G3DSA:3.30.300.30;G3DSA:3.30.559.30;G3DSA:3.40.50.12780	mobidb-lite	PS50075	SSF52777;SSF47336;SSF56801	NA	NA	cd05918	Reactome: R-HSA-389661	PS00012;PS00455	NA	NA	NA	NA	NA	NA	TIGR01733	NA	NA	NA
maker-NODE_68_length_121991_cov_73.610886-augustus-gene-0.12-mRNA-1	PTHR24089;PTHR24089:SF452	IPR018108	GO:0022857	PF00153	NA	G3DSA:1.50.40.10	mobidb-lite	PS50920	SSF103506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_54_length_135677_cov_73.518879-protein2genome-gene-0.109-mRNA-1	PTHR40641;PTHR40641:SF2	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA
maker-NODE_158_length_48104_cov_71.653605-augustus-gene-0.145-mRNA-1	PTHR43902:SF5;PTHR43902	IPR016135		PF00179	SM00212	G3DSA:3.10.110.10	NA	PS50127	SSF54495	NA	NA	cd00195	Reactome: R-HSA-983168	PS00183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_51_length_139841_cov_69.528515-snap-gene-0.239-mRNA-1	PTHR10410:SF5;PTHR10410	IPR000555	GO:0005515	PF01398;PF13012	SM00232	G3DSA:3.40.140.10	mobidb-lite	PS50249	SSF102712	NA	NA	cd08069	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
