Gene	interpro	Pfam	Phobius	TMHMM	GO	PATHWAY	ProSitePatterns	CDD	TIGRFAM	Gene3D	SMART	PANTHER	SUPERFAMILY	MobiDBLite	Coils	PRINTS	PIRSF	Hamap	ProSiteProfiles	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SFLD	ProDom
augustus_masked-NODE_103_length_41609_cov_31.945639-processed-gene-0.15-mRNA-1	IPR023296	PF04616	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	GO:0004553;GO:0005975	NA	NA	cd09004	NA	G3DSA:2.60.120.560;G3DSA:2.115.10.20	NA	PTHR43772	SSF75005	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA
maker-NODE_93_length_43280_cov_30.277941-augustus-gene-0.105-mRNA-1	IPR003817	PF02666	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	GO:0004609;GO:0008654;GO:0005739	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	NA	NA	TIGR00163	NA	NA	PTHR10067;PTHR10067:SF6	NA	mobidb-lite	NA	NA	NA	MF_03208	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_300_length_24761_cov_29.682147-processed-gene-0.28-mRNA-1	IPR021846	PF11923;PF05833	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.30.310.10	NA	PTHR15239:SF6;PTHR15239	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_23_length_68068_cov_31.051177-processed-gene-0.140-mRNA-1	IPR006439	PF13419	NA	NA	GO:0016787	NA	NA	NA	TIGR01509	G3DSA:3.40.50.1000;G3DSA:1.10.150.240	NA	PTHR43481;PTHR43481:SF4	SSF56784	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDG01129;SFLDG01135	NA
snap_masked-NODE_280_length_25638_cov_24.925836-processed-gene-0.6-mRNA-1	IPR003807	PF02656	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	PTHR38646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_456_length_18973_cov_23.462326-processed-gene-0.58-mRNA-1	IPR024936	PF00160	NA	NA	GO:0003755;GO:0000413;GO:0004842;GO:0016567	MetaCyc: PWY-7511	NA	cd01923	NA	G3DSA:3.30.40.10;G3DSA:2.40.100.10	SM00504	PTHR11071;PTHR11071:SF147	SSF57850;SSF50891	mobidb-lite	NA	PR00153	NA	NA	PS50072;PS51698	NA	NA	NA	NA	NA
snap_masked-NODE_177_length_32920_cov_29.684750-processed-gene-0.3-mRNA-1	IPR013272	PF08265;PF05764	NA	NA	GO:0005634;GO:0006338;GO:0006355;GO:0043486	Reactome: R-HSA-3214847	NA	NA	NA	NA	SM00993	PTHR13275	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_284_length_25499_cov_21.424326-processed-gene-0.13-mRNA-1	IPR001683	PF02194;PF00787;PF08628	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	GO:0035091	NA	NA	cd06093	NA	G3DSA:3.30.1520.10	SM00313	PTHR22775	SSF64268	mobidb-lite	Coil	NA	NA	NA	PS50195;PS51207	NA	NA	NA	NA	NA
snap_masked-NODE_122_length_38105_cov_33.221813-processed-gene-0.81-mRNA-1	IPR018108	PF00153	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	GO:0022857	NA	NA	NA	NA	G3DSA:1.50.40.10	NA	PTHR24089:SF95;PTHR24089	SSF103506	NA	NA	NA	NA	NA	PS50920	NA	NA	NA	NA	NA
snap_masked-NODE_354_length_22296_cov_27.450088-processed-gene-0.10-mRNA-1	IPR018946	PF09423	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.60.21.70	NA	PTHR11177;PTHR11177:SF327	SSF56300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_268_length_26421_cov_27.909789-protein2genome-gene-0.44-mRNA-1	IPR038508	PF01412	NA	NA	GO:0005096	NA	NA	NA	NA	G3DSA:3.30.40.160	SM00105	PTHR23180:SF16;PTHR23180	SSF57863	NA	NA	PR00405	NA	NA	PS50115	NA	NA	NA	NA	NA
maker-NODE_5_length_89506_cov_39.435673-snap-gene-0.94-mRNA-1	IPR008250	PF00690;PF00122	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0000166	Reactome: R-HSA-936837	PS00154	NA	TIGR01494	G3DSA:1.20.1110.10;G3DSA:2.70.150.10;G3DSA:3.40.50.1000;G3DSA:3.40.1110.10	SM00831	PTHR42861:SF12;PTHR42861	SSF81653;SSF81665;SSF81660	NA	NA	PR00119	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_121_length_38479_cov_25.288512-snap-gene-0.31-mRNA-1	IPR022163	PF12471	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR21327;PTHR21327:SF16	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_553_length_15866_cov_27.585933-augustus-gene-0.16-mRNA-1	IPR006121	PF00403;PF00080	NA	NA	GO:0030001;GO:0046872;GO:0006801	MetaCyc: PWY-6854|Reactome: R-HSA-3299685	NA	cd00371	NA	G3DSA:3.30.70.100;G3DSA:2.60.40.200	NA	PTHR10003;PTHR10003:SF27	SSF55008;SSF49329	NA	NA	NA	NA	NA	PS50846	NA	NA	NA	NA	NA
maker-NODE_678_length_12841_cov_27.210398-snap-gene-0.26-mRNA-1	IPR012349	PF01243	NA	NA	GO:0048037	KEGG: 00750+1.4.3.5|MetaCyc: PWY-7204|MetaCyc: PWY-7282|Reactome: R-HSA-964975	NA	NA	NA	G3DSA:2.30.110.10	NA	PTHR28040	SSF50475	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_27_length_66894_cov_33.720880-processed-gene-0.19-mRNA-1	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
maker-NODE_355_length_22286_cov_22.399657-snap-gene-0.3-mRNA-1	IPR001650	PF00271;PF00176	NA	NA	GO:0005524	NA	NA	cd00079;cd00046	NA	G3DSA:3.40.50.300;G3DSA:3.40.50.10810	SM00490;SM00487	PTHR10799;PTHR10799:SF843	SSF52540	mobidb-lite	Coil	NA	NA	NA	PS51194;PS51192	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_108151_cov_34.571308-processed-gene-0.25-mRNA-1	IPR004886	PF03198	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	G3DSA:3.20.20.80	NA	PTHR31468:SF4;PTHR31468	SSF51445	mobidb-lite	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
snap_masked-NODE_1008_length_7462_cov_30.759100-processed-gene-0.16-mRNA-1	IPR029044	PF04488	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	TMhelix	GO:0000009	NA	NA	NA	NA	G3DSA:3.90.550.20	NA	PTHR31834	SSF53448	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_400_length_20729_cov_29.509756-processed-gene-0.20-mRNA-1	IPR027417	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	PTHR36168	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_429_length_19635_cov_24.924544-snap-gene-0.1-mRNA-1	IPR018394	PF00875;PF03441	NA	NA		Reactome: R-HSA-400253	PS00691;PS00394	NA	NA	G3DSA:1.25.40.80;G3DSA:1.10.579.10;G3DSA:3.40.50.620	NA	PTHR11455;PTHR11455:SF18	SSF52425;SSF48173	mobidb-lite	NA	PR00147	NA	NA	PS51645	NA	NA	NA	NA	NA
maker-NODE_1085_length_6561_cov_31.913273-augustus-gene-0.4-mRNA-1	IPR039763	PF01937	NA	NA	GO:0051998	NA	NA	NA	NA	G3DSA:1.20.930.60	NA	PTHR12260	SSF111321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_723_length_11900_cov_32.824174-processed-gene-0.74-mRNA-1	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	PTHR37849	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_164_length_33940_cov_24.152013-processed-gene-0.3-mRNA-1	IPR000182	PF00583	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.630.30	NA	PTHR10908	SSF55729	mobidb-lite	NA	NA	NA	NA	PS51186	NA	NA	NA	NA	NA
maker-NODE_173_length_33277_cov_28.144676-snap-gene-0.96-mRNA-1	IPR019182	PF09796	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	PTHR28254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_167_length_33820_cov_30.132579-processed-gene-0.60-mRNA-1	IPR036396	PF00067	NA	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	NA	NA	G3DSA:1.10.630.10	NA	PTHR24279:SF85;PTHR24279	SSF48264	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1155_length_5808_cov_19.518571-snap-gene-0.0-mRNA-1	IPR013087	NA	NA	NA	GO:0003676	NA	PS00028	NA	NA	G3DSA:3.30.160.60	SM00355	PTHR14596;PTHR14596:SF66	NA	mobidb-lite	NA	NA	NA	NA	PS50157	NA	NA	NA	NA	NA
maker-NODE_26_length_66990_cov_26.656103-augustus-gene-0.107-mRNA-1	IPR001147	PF01157	NA	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS01171	NA	NA	G3DSA:2.30.30.70	NA	PTHR20981	SSF50104	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_561_length_15756_cov_37.363747-augustus-gene-0.52-mRNA-1	IPR009072	PF02269	NA	NA	GO:0046982;GO:0006366	NA	NA	cd07978	NA	NA	NA	PTHR11380:SF9;PTHR11380	SSF47113	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_114_length_39258_cov_34.795507-snap-gene-0.0-mRNA-1	IPR036322	PF00400;PF08606	NA	NA	GO:0005515;GO:0000398;GO:0000974;GO:0006281;GO:0061630;GO:0004842;GO:0016567	MetaCyc: PWY-7511|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-72163	NA	NA	NA	G3DSA:2.130.10.10;G3DSA:3.30.40.10	SM00320;SM00504	PTHR43995	SSF50978	NA	Coil	NA	NA	NA	PS50294;PS50082	NA	NA	NA	NA	NA
augustus_masked-NODE_477_length_18344_cov_33.050832-processed-gene-0.5-mRNA-1	IPR001926	PF00291	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	GO:0006535	NA	PS00901	cd01561	NA	G3DSA:3.40.50.1100	NA	PTHR10314:SF35;PTHR10314	SSF53686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_105_length_41428_cov_21.835500-processed-gene-0.104-mRNA-1	IPR036282	PF00857;PF13532	NA	NA	GO:0003824;GO:0016491;GO:0055114	NA	NA	cd00431;cd00299	NA	G3DSA:2.60.120.590;G3DSA:1.20.1050.10;G3DSA:3.40.30.10	NA	PTHR11080;PTHR11080:SF33	SSF47616;SSF52499;SSF51197	mobidb-lite	NA	NA	NA	NA	PS50405;PS51471	NA	NA	NA	NA	NA
maker-NODE_441_length_19392_cov_34.573268-augustus-gene-0.5-mRNA-1	IPR007248	PF04117	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	TMhelix	GO:0016021	NA	NA	NA	NA	NA	NA	PTHR11266:SF36;PTHR11266	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_822_length_9936_cov_24.573861-snap-gene-0.22-mRNA-1	IPR027417	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	NA	NA	SSF52540	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_705_length_12227_cov_21.573719-snap-gene-0.20-mRNA-1	IPR003594	PF02518;PF10436	NA	NA	GO:0004672	Reactome: R-HSA-204174|Reactome: R-HSA-5362517	NA	cd00075	NA	G3DSA:1.20.140.20;G3DSA:3.30.565.10	SM00387	PTHR11947:SF3;PTHR11947	SSF55874;SSF69012	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_21_length_70650_cov_34.837230-augustus-gene-0.126-mRNA-1	IPR036652	PF09532;PF03853	NA	NA		MetaCyc: PWY-6938	NA	NA	NA	G3DSA:3.40.50.10260	SM01199	PTHR13612	SSF64153	mobidb-lite	Coil	NA	NA	NA	PS51512;PS51385	NA	NA	NA	NA	NA
maker-NODE_1034_length_7140_cov_26.904321-snap-gene-0.1-mRNA-1	IPR011547	PF00916;PF01740	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	GO:0008272;GO:0015116;GO:0016021;GO:0008271;GO:0016020;GO:0055085	Reactome: R-HSA-427601	PS01130	cd07042	TIGR00815	NA	NA	PTHR11814;PTHR11814:SF80	SSF52091	mobidb-lite	NA	NA	NA	NA	PS50801	NA	NA	NA	NA	NA
maker-NODE_333_length_23371_cov_31.305627-snap-gene-0.11-mRNA-1	IPR005062	PF03399	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.25.40.990	NA	PTHR12436:SF3;PTHR12436	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
snap_masked-NODE_54_length_54828_cov_31.994132-processed-gene-0.41-mRNA-1	IPR029063	PF13847	NA	NA	NA	NA	NA	cd02440	NA	G3DSA:3.40.50.150	NA	PTHR43464;PTHR43464:SF13	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_484_length_18082_cov_18.640100-processed-gene-0.0-mRNA-1	IPR001849	PF15406	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.30.29.30	SM00233	PTHR42073	SSF50729	mobidb-lite	Coil	NA	NA	NA	PS50003	NA	NA	NA	NA	NA
augustus_masked-NODE_465_length_18782_cov_23.965907-processed-gene-0.7-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_685_length_12655_cov_19.549010-snap-gene-0.9-mRNA-1	IPR001019	PF00503	NA	NA	GO:0003924;GO:0007186;GO:0019001;GO:0031683;GO:0007165;GO:0001664;GO:0005525;GO:0005834	NA	NA	cd00066	NA	G3DSA:3.40.50.300;G3DSA:1.10.400.10	SM00275	PTHR10218;PTHR10218:SF241	SSF47895;SSF52540	NA	NA	PR00318;PR01241	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_116_length_39207_cov_37.300819-snap-gene-0.84-mRNA-1	IPR000795	PF00009;PF00679;PF14492	NA	NA	GO:0003924;GO:0005525	NA	PS00301	cd03713	TIGR00231	G3DSA:2.40.30.10;G3DSA:3.30.70.870;G3DSA:3.40.50.300	SM00838	PTHR43261;PTHR43261:SF1	SSF54980;SSF50447;SSF52540	NA	NA	PR00315	NA	NA	PS51722	NA	NA	NA	NA	NA
snap_masked-NODE_1103_length_6433_cov_8.726451-processed-gene-0.7-mRNA-1	IPR002048	PF13499	NA	NA	GO:0005509	NA	PS00018	cd00051	NA	G3DSA:1.10.238.10	SM00054	PTHR23055;PTHR23055:SF92	SSF47473	NA	NA	PR00450	NA	NA	PS50222	NA	NA	NA	NA	NA
snap_masked-NODE_308_length_24481_cov_28.727026-processed-gene-0.2-mRNA-1	IPR004837	PF01699	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0016021;GO:0055085;GO:0006816;GO:0015369;GO:0006812;GO:0008324	Reactome: R-HSA-425561	NA	NA	TIGR00378;TIGR00846	G3DSA:1.20.1420.30;G3DSA:1.20.58.1130	NA	PTHR31503:SF20;PTHR31503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_989_length_7686_cov_10.059796-snap-gene-0.2-mRNA-1	IPR036236	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	GO:0003676	NA	NA	NA	NA	G3DSA:3.30.160.60	SM00355	PTHR14596:SF47;PTHR14596	SSF57667	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_202_length_31015_cov_28.544807-processed-gene-0.8-mRNA-1	IPR006166	PF02732	NA	NA	GO:0003677;GO:0004518;GO:0003697;GO:0004520;GO:0006281	Reactome: R-HSA-6783310	NA	NA	TIGR00596	G3DSA:1.10.150.20;G3DSA:3.40.50.10130	SM00891	PTHR10150	SSF52980;SSF47781	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_144_length_35872_cov_36.736886-snap-gene-0.18-mRNA-1	IPR011990	PF08238	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	GO:0005515	NA	NA	NA	NA	G3DSA:1.25.40.10	SM00671	PTHR43628:SF2;PTHR43628	SSF81901	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_551_length_16042_cov_29.033490-snap-gene-0.15-mRNA-1	IPR038271	PF02133	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	GO:0016020;GO:0022857;GO:0055085	NA	NA	NA	NA	G3DSA:1.10.4160.10	NA	PTHR30618:SF11;PTHR30618	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_310_length_24419_cov_30.632142-processed-gene-0.8-mRNA-1	IPR012340	PF01588	NA	NA	GO:0000049	Reactome: R-HSA-379716	NA	cd10304;cd02799	NA	G3DSA:2.40.50.140;G3DSA:1.20.1050.130	NA	PTHR11586;PTHR11586:SF1	SSF50249;SSF47616	mobidb-lite	NA	NA	NA	NA	PS50405;PS50886	NA	NA	NA	NA	NA
snap_masked-NODE_645_length_13549_cov_29.414990-processed-gene-0.38-mRNA-1	IPR000504	PF00076	NA	NA	GO:0003676	NA	NA	cd12411	NA	G3DSA:3.30.70.330	SM00360	PTHR23139:SF34;PTHR23139	SSF54928	mobidb-lite	Coil	NA	NA	NA	PS50102	NA	NA	NA	NA	NA
maker-NODE_828_length_9841_cov_19.164505-snap-gene-0.5-mRNA-1	IPR003675	PF02517	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0016020;GO:0004222;GO:0030176;GO:0071586	Reactome: R-HSA-5689880	NA	NA	NA	NA	NA	PTHR13046	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1487_length_3291_cov_30.475032-processed-gene-0.0-mRNA-1	IPR035904	PF01264	NA	NA	GO:0004107;GO:0009073	KEGG: 00400+4.2.3.5|MetaCyc: PWY-6163	PS00789;PS00788	cd07304	TIGR00033	G3DSA:3.60.150.10	NA	PTHR21085	SSF103263	mobidb-lite	NA	NA	PIRSF001456	MF_00300	NA	NA	NA	NA	NA	NA
snap_masked-NODE_54_length_54828_cov_31.994132-processed-gene-0.39-mRNA-1	IPR039191	PF05022	NA	NA	GO:0005730	NA	NA	NA	NA	NA	NA	PTHR23216	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_194_length_31767_cov_33.823072-snap-gene-0.87-mRNA-1	IPR009771	PF07064	NA	NA	GO:0005515;GO:0006886;GO:0034066	Reactome: R-HSA-6811438|Reactome: R-HSA-6811440|Reactome: R-HSA-8876198	NA	NA	NA	NA	SM00320	PTHR22746	SSF50998;SSF50978	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_146_length_35788_cov_27.809259-processed-gene-0.90-mRNA-1	IPR002156	PF00075	NA	NA	GO:0003676;GO:0004523	NA	NA	cd13934	NA	G3DSA:3.30.420.10	NA	PTHR10642;PTHR10642:SF0	SSF53098	NA	NA	NA	NA	NA	PS50879	NA	NA	NA	NA	NA
maker-NODE_14_length_79530_cov_31.008866-snap-gene-0.228-mRNA-1	IPR015943	PF12816;PF08510	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0005515	KEGG: 00563+2.4.1.198|Reactome: R-HSA-162710	PS00678	NA	NA	G3DSA:2.130.10.10	NA	PTHR12616;PTHR12616:SF8	SSF50978	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_718_length_12010_cov_38.660103-processed-gene-0.2-mRNA-1	IPR040382	PF08159	NA	NA	GO:0005515;GO:0005634	NA	NA	NA	NA	NA	SM00320	PTHR14927	SSF50978	mobidb-lite	NA	NA	NA	NA	PS50294	NA	NA	NA	NA	NA
snap_masked-NODE_432_length_19610_cov_30.458143-processed-gene-0.41-mRNA-1	IPR003891	PF02847;PF02854	NA	NA	GO:0003723;GO:0005515	NA	NA	NA	NA	G3DSA:1.25.40.180	SM00544;SM00543	PTHR18034;PTHR18034:SF3	SSF48371	mobidb-lite	Coil	NA	NA	NA	PS51366	NA	NA	NA	NA	NA
maker-NODE_347_length_22908_cov_29.921909-augustus-gene-0.1-mRNA-1	IPR027469	PF01545	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	GO:0006812;GO:0008324;GO:0016021;GO:0055085	NA	NA	NA	TIGR01297	G3DSA:1.20.1510.10	NA	PTHR11562;PTHR11562:SF13	SSF161111	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_232_length_28729_cov_25.721208-snap-gene-0.0-mRNA-1	IPR036372	PF02138;PF14844;PF13385	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	GO:0005515	NA	NA	cd01201;cd06071	NA	G3DSA:1.10.1540.10;G3DSA:2.130.10.10;G3DSA:2.60.120.200	SM00320;SM01026	PTHR13743:SF112;PTHR13743	SSF81837;SSF49899;SSF50729;SSF50978	mobidb-lite	Coil	NA	NA	NA	PS50294;PS50082;PS50197;PS51783	NA	NA	NA	NA	NA
snap_masked-NODE_1037_length_7104_cov_30.984951-processed-gene-0.3-mRNA-1	IPR005198	PF03663	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	GO:0003824	NA	NA	NA	NA	G3DSA:1.50.10.20	NA	PTHR12145:SF33;PTHR12145	SSF48208	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_128_length_37595_cov_25.263852-snap-gene-0.84-mRNA-1	IPR002699	PF01813	NA	NA	GO:0042626	Reactome: R-HSA-1222556|Reactome: R-HSA-6798695|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	NA	NA	TIGR00309	NA	NA	PTHR11671	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_221_length_29399_cov_26.341897-snap-gene-0.7-mRNA-1	IPR005829	PF00083	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	Reactome: R-HSA-189200	PS00217	cd06174	NA	G3DSA:1.20.1250.20	NA	PTHR23500:SF117;PTHR23500	SSF103473	NA	NA	PR00171	NA	NA	PS50850	NA	NA	NA	NA	NA
maker-NODE_161_length_34128_cov_29.265257-snap-gene-0.90-mRNA-1	IPR000504	PF00076	NA	NA	GO:0003676	NA	NA	cd00590	NA	G3DSA:3.30.70.330	SM00360	PTHR44063;PTHR44063:SF1	SSF54928	mobidb-lite	NA	NA	NA	NA	PS50102	NA	NA	NA	NA	NA
maker-NODE_305_length_24529_cov_28.312188-snap-gene-0.34-mRNA-1	IPR003342	PF02366;PF02815;PF16192	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	GO:0000030;GO:0006493;GO:0016020	Reactome: R-HSA-5173105	NA	NA	NA	G3DSA:2.80.10.50	SM00472	PTHR10050:SF45;PTHR10050	SSF82109	mobidb-lite	NA	NA	NA	NA	PS50919	NA	NA	NA	NA	NA
snap_masked-NODE_565_length_15694_cov_29.785187-processed-gene-0.2-mRNA-1	IPR001611	PF03372	NA	NA	GO:0005515	NA	NA	cd09097	NA	G3DSA:3.80.10.10;G3DSA:3.60.10.10	SM00369	PTHR12121;PTHR12121:SF34	SSF56219;SSF52058	mobidb-lite	NA	NA	NA	NA	PS51450	NA	NA	NA	NA	NA
snap_masked-NODE_51_length_55582_cov_35.412154-processed-gene-0.128-mRNA-1	IPR039297	PF02238	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_234_length_28600_cov_28.772767-snap-gene-0.11-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
