Gene	Phobius	PANTHER	TMHMM	MobiDBLite	interpro	SMART	Pfam	ProSiteProfiles	GO	SUPERFAMILY	PRINTS	CDD	Gene3D	Coils	PATHWAY	ProSitePatterns	PIRSF	Hamap	TIGRFAM	SignalP_EUK	SFLD	ProDom	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE
maker-NODE_377_length_19641_cov_11.677514-augustus-gene-0.7-mRNA-1	NA	PTHR12750:SF9;PTHR12750	NA	mobidb-lite	IPR000560	NA	PF00328;PF08443;PF18086	NA	GO:0000829	SSF53254	NA	NA	G3DSA:3.40.50.1240;G3DSA:3.30.470.100;G3DSA:3.40.50.11950	Coil	KEGG: 04070+2.7.4.24+2.7.4.21|MetaCyc: PWY-6369|Reactome: R-HSA-1855167	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_70_length_41151_cov_13.338924-augustus-gene-0.17-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR33281:SF10;PTHR33281	TMhelix	mobidb-lite	IPR021134	NA	PF01062	NA		NA	NA	NA	NA	NA	Reactome: R-HSA-2672351	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_738_length_11804_cov_13.676030-augustus-gene-0.2-mRNA-1	NA	PTHR15682	NA	NA	IPR018849	NA	PF10441	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1025_length_8345_cov_12.131297-snap-gene-0.1-mRNA-1	SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	PTHR15549	TMhelix	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-TM	SignalP-noTM
maker-NODE_587_length_14014_cov_10.925686-augustus-gene-0.13-mRNA-1	NA	PTHR28017	NA	NA	IPR013965	NA	PF08656	NA	GO:0008608;GO:0042729;GO:0072686	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1019_length_8384_cov_12.089742-augustus-gene-0.8-mRNA-1	NA	PTHR10314;PTHR10314:SF159	NA	mobidb-lite	IPR001841	SM00184	PF00097;PF00291	PS50089	GO:0006535;GO:0046872	SSF57850;SSF53686	NA	cd01561	G3DSA:3.40.50.1100;G3DSA:3.30.40.10	NA	NA	PS00901;PS00518	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_171_length_29931_cov_11.380050-processed-gene-0.7-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR18063;PTHR18063:SF6	NA	mobidb-lite	IPR007518	NA	PF04424	NA	GO:0004843;GO:1990380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_483_length_16458_cov_10.101525-augustus-gene-0.0-mRNA-1	NA	PTHR24356:SF299;PTHR24356	NA	mobidb-lite	IPR000961	SM00133	NA	PS51285	GO:0004674;GO:0005524;GO:0006468	NA	NA	NA	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_82_length_39250_cov_11.282264-snap-gene-0.0-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_321_length_21666_cov_11.646966-snap-gene-0.7-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR21493;PTHR21493:SF164	TMhelix	mobidb-lite	IPR029058	NA	PF01764	NA	GO:0006629	SSF53474	NA	cd00519	G3DSA:3.40.50.1820	NA	Reactome: R-HSA-426048	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_210_length_27843_cov_11.593304-snap-gene-0.20-mRNA-1	NA	PTHR13128	NA	mobidb-lite	IPR036388	SM00547	PF11605;PF04157;PF16988	PS51495	GO:0032266;GO:0043130;GO:0000814;GO:0032509	SSF90209;SSF46785;SSF50729	NA	NA	G3DSA:1.10.10.10;G3DSA:2.20.28.140;G3DSA:2.30.29.30	NA	Reactome: R-HSA-917729	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_6_length_76454_cov_11.192579-augustus-gene-0.31-mRNA-1	NA	PTHR43160;PTHR43160:SF3	NA	NA	IPR001030	NA	PF00330;PF00694	NA	GO:0003994;GO:0006099;GO:0051539	SSF52016;SSF53732	PR00415	cd01584	G3DSA:3.30.499.10;G3DSA:3.40.1060.10;G3DSA:3.20.19.10	NA	KEGG: 00290+4.2.1.33	PS00450;PS01244	NA	NA	TIGR01340	NA	NA	NA	NA	NA
maker-NODE_248_length_25667_cov_11.493814-snap-gene-0.19-mRNA-1	NA	NA	NA	mobidb-lite	IPR032710	NA	NA	NA	NA	SSF54427	NA	NA	G3DSA:3.10.450.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_85_length_39130_cov_13.054355-augustus-gene-0.7-mRNA-1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	PTHR22953;PTHR22953:SF12	NA	NA	IPR039331	NA	PF16656;PF14008;PF00149	NA	GO:0003993;GO:0046872;GO:0016787	SSF56300;SSF49363	NA	cd00839	G3DSA:2.60.40.380;G3DSA:3.60.21.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2261_length_1661_cov_13.256193-processed-gene-0.1-mRNA-1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	mobidb-lite	IPR000818	NA	PF01285	NA	GO:0003700;GO:0006355	NA	NA	NA	G3DSA:1.10.10.1610	NA	Reactome: R-HSA-2032785|Reactome: R-HSA-8951671	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_734_length_11830_cov_11.991370-snap-gene-0.6-mRNA-1	NA	PTHR44679	NA	mobidb-lite	IPR001841	SM00184	PF13639	PS50089	NA	SSF57850	NA	cd16449	G3DSA:3.30.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1064_length_7958_cov_12.932703-augustus-gene-0.5-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR23507	TMhelix	mobidb-lite	IPR020846	NA	PF07690	PS50850	GO:0016021;GO:0055085	SSF103473	NA	cd06174	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_478_length_16525_cov_10.678619-processed-gene-0.0-mRNA-1	NA	PTHR43487;PTHR43487:SF2	NA	NA	IPR029058	NA	PF08386;PF00561	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_275_length_23452_cov_11.840343-augustus-gene-0.6-mRNA-1	TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	PTHR14360:SF12;PTHR14360	TMhelix	mobidb-lite	IPR024461	NA	PF07798	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1650_length_4164_cov_9.953183-augustus-gene-0.2-mRNA-1	NA	PTHR21319:SF0;PTHR21319	NA	mobidb-lite	IPR037275	SM00184	PF13639;PF14599;PF05495	PS51266;PS51270;PS50089	GO:0008270	SSF161245;SSF57850;SSF161219	NA	cd16464	G3DSA:3.30.40.10;G3DSA:2.20.28.10	NA	Reactome: R-HSA-110320|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_128_length_33826_cov_10.628565-augustus-gene-0.52-mRNA-1	NA	PTHR43927:SF1;PTHR43927	NA	NA	IPR000608	SM00212	PF00179	PS50127	GO:0019789	SSF54495	NA	cd00195	G3DSA:3.10.110.10	Coil	Reactome: R-HSA-983168	PS00183	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_395_length_19016_cov_11.283657-augustus-gene-0.11-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR33048;PTHR33048:SF2	TMhelix	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_811_length_10876_cov_9.827705-augustus-gene-0.15-mRNA-1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR15039:SF11;PTHR15039	TMhelix	NA	IPR009914	NA	PF07297	NA	GO:0019348;GO:0030176;GO:0030234	NA	NA	NA	NA	NA	Reactome: R-HSA-162699|Reactome: R-HSA-162710|Reactome: R-HSA-4719377	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_702_length_12328_cov_12.325547-processed-gene-0.3-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR10774;PTHR10774:SF157	TMhelix	mobidb-lite	IPR037767	SM00239	PF00168	PS50004;PS51847	GO:0061817;GO:0008289	SSF49562	NA	cd04041;cd04052	G3DSA:2.60.40.150	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_90410_cov_12.114208-augustus-gene-0.7-mRNA-1	NA	PTHR31704:SF64;PTHR31704	NA	mobidb-lite	IPR024752	NA	PF12776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_934_length_9321_cov_13.210572-snap-gene-0.7-mRNA-1	NA	PTHR22826:SF133;PTHR22826	NA	mobidb-lite	IPR000270	SM00325	PF00564;PF06395;PF00621;PF15411	PS51745;PS50010	GO:0005515;GO:0005085;GO:0035556;GO:0005089;GO:0035023	SSF50729;SSF48065;SSF54277	NA	cd05992;cd00160;cd13246	G3DSA:3.10.20.90;G3DSA:1.20.900.10;G3DSA:2.30.29.30	NA	Reactome: R-HSA-193648|Reactome: R-HSA-194840|Reactome: R-HSA-416482	PS00741	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_577_length_14405_cov_11.896204-processed-gene-0.1-mRNA-1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR16631:SF13;PTHR16631	NA	mobidb-lite	IPR000490	NA	PF00332	NA	GO:0004553;GO:0005975	SSF51445	NA	NA	G3DSA:3.20.20.80	NA	KEGG: 00500+3.2.1.39	NA	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-TM	SignalP-noTM
maker-NODE_293_length_22756_cov_10.680278-snap-gene-0.2-mRNA-1	NA	PTHR38248	NA	NA	IPR000719	NA	PF17667	PS50011	GO:0004672;GO:0005524;GO:0006468	SSF56112	NA	NA	G3DSA:1.10.510.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1065_length_7953_cov_10.460005-augustus-gene-0.3-mRNA-1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR24305:SF92;PTHR24305	TMhelix	mobidb-lite	IPR017972	NA	PF00067	NA	GO:0016705;GO:0055114;GO:0004497;GO:0005506;GO:0020037	SSF48264	PR00465	NA	NA	NA	NA	PS00086	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_149_length_31485_cov_12.385643-processed-gene-0.9-mRNA-1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR12049:SF7;PTHR12049	NA	mobidb-lite	IPR003788	NA	PF02636	NA		SSF53335	NA	NA	NA	NA	Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_68501_cov_14.569793-processed-gene-0.31-mRNA-1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR16631:SF16;PTHR16631	NA	mobidb-lite	IPR000490	NA	PF00332	NA	GO:0004553;GO:0005975	SSF51445	NA	NA	G3DSA:3.20.20.80	NA	KEGG: 00500+3.2.1.39	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM
maker-NODE_561_length_14877_cov_10.262237-augustus-gene-0.8-mRNA-1	NA	PTHR24286;PTHR24286:SF24	TMhelix	NA	IPR036396	NA	PF00067	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	SSF48264	PR00385;PR00465	NA	G3DSA:1.10.630.10	NA	NA	PS00086	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1124_length_7422_cov_10.238657-snap-gene-0.4-mRNA-1	NA	NA	NA	NA	IPR036047	NA	NA	NA	GO:0005515	SSF81383	NA	NA	G3DSA:3.80.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_587_length_14014_cov_10.925686-augustus-gene-0.10-mRNA-1	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	PTHR13718;PTHR13718:SF61	NA	mobidb-lite	IPR000851	NA	PF00333;PF03719	PS50881	GO:0003735;GO:0005840;GO:0006412;GO:0003723	SSF54211;SSF54768	NA	NA	G3DSA:3.30.160.20;G3DSA:3.30.230.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
maker-NODE_1341_length_5726_cov_11.726380-augustus-gene-0.1-mRNA-1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR23118;PTHR23118:SF0	NA	NA	IPR005811	SM00881	PF00549;PF00285;PF02629	NA	GO:0003824;GO:0046912;GO:0048037	SSF51735;SSF48256	NA	cd06100	G3DSA:3.40.50.261;G3DSA:3.40.50.720;G3DSA:1.10.580.10;G3DSA:1.10.230.10	NA	KEGG: 00020+6.2.1.5|KEGG: 00640+6.2.1.5|KEGG: 00660+6.2.1.5|KEGG: 00720+6.2.1.5|MetaCyc: PWY-5392|MetaCyc: PWY-5537|MetaCyc: PWY-5538|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7384	PS01216;PS00399;PS01217	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_495_length_16105_cov_12.013080-processed-gene-0.12-mRNA-1	NA	PTHR43719	NA	mobidb-lite	IPR001789	SM00448	PF00072	PS50110	GO:0000160	SSF52172	NA	cd00156	G3DSA:3.40.50.2300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_806_length_10940_cov_10.729585-processed-gene-0.4-mRNA-1	NA	PTHR31551	NA	mobidb-lite	IPR013169	NA	PF08315	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_523_length_15701_cov_11.630731-augustus-gene-0.0-mRNA-1	NA	PTHR14005	NA	mobidb-lite	IPR000717	SM00088;SM00753	PF01399	PS50250	GO:0005852	NA	NA	NA	G3DSA:1.25.40.860;G3DSA:4.10.860.10	Coil	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	NA	MF_03000	NA	NA	NA	NA	NA	NA
maker-NODE_186_length_29044_cov_12.249818-augustus-gene-0.12-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_119_length_34577_cov_11.847489-augustus-gene-0.22-mRNA-1	NA	PTHR19376;PTHR19376:SF37	NA	mobidb-lite	IPR000722	SM00663	PF00623;PF04990;PF05000;PF04997;PF04998;PF04992;PF04983	NA	GO:0003677;GO:0003899;GO:0006351;GO:0005665;GO:0006366	SSF64484	NA	cd02584;cd02733	G3DSA:2.40.40.20;G3DSA:2.20.25.410;G3DSA:1.20.120.1280;G3DSA:3.30.1490.180;G3DSA:1.10.274.100;G3DSA:3.30.1360.140;G3DSA:1.10.132.30;G3DSA:1.10.150.390	NA	KEGG: 00230+2.7.7.6|KEGG: 00240+2.7.7.6	PS00115	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_957_length_9110_cov_11.774797-snap-gene-0.1-mRNA-1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	PTHR24287:SF5;PTHR24287	TMhelix	NA	IPR017972	NA	PF00067	NA	GO:0016705;GO:0055114;GO:0005506;GO:0020037	SSF48264	PR00463;PR00385	NA	G3DSA:1.10.630.10	NA	NA	PS00086	NA	NA	NA	SignalP-TM	NA	NA	SignalP-TM	NA
augustus_masked-NODE_975_length_8882_cov_9.101085-processed-gene-0.7-mRNA-1	NA	PTHR11668;PTHR11668:SF25	NA	NA	IPR029052	SM00156	NA	NA	GO:0016787	SSF56300	PR00114	NA	G3DSA:3.60.21.10	NA	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_59_length_42996_cov_12.317339-processed-gene-0.15-mRNA-1	TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	PTHR19139:SF124;PTHR19139	TMhelix	mobidb-lite	IPR023271	NA	PF00230	NA	GO:0015267;GO:0016020;GO:0055085	SSF64182;SSF81338	PR00783	NA	G3DSA:1.20.1080.10;G3DSA:3.90.1640.30	NA	Reactome: R-HSA-432047	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1510_length_4806_cov_11.388117-processed-gene-0.3-mRNA-1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	PTHR10091;PTHR10091:SF0	NA	NA	IPR011013	NA	PF01263	NA	GO:0003824;GO:0005975;GO:0030246;GO:0016853	SSF74650	NA	cd09019	G3DSA:2.70.98.10	NA	KEGG: 00010+5.1.3.3|KEGG: 00052+5.1.3.3|MetaCyc: PWY-6317	PS00545	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1515_length_4789_cov_11.083870-augustus-gene-0.7-mRNA-1	NA	PTHR11601;PTHR11601:SF34	NA	NA	IPR020578	NA	PF00266	NA	GO:0003824;GO:0030170;GO:0031071;GO:0044571	SSF53383	NA	NA	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	KEGG: 00730+2.8.1.7|MetaCyc: PWY-7250|Reactome: R-HSA-1362409|Reactome: R-HSA-947581	PS00595	NA	MF_00331	TIGR02006	NA	NA	NA	SignalP-TM	NA
maker-NODE_490_length_16323_cov_10.399667-snap-gene-0.6-mRNA-1	NA	PTHR24055:SF52;PTHR24055	NA	mobidb-lite	IPR000719	SM00220	PF00069	PS50011	GO:0004672;GO:0005524;GO:0006468	SSF56112	NA	cd07830	G3DSA:1.10.510.10;G3DSA:3.30.200.20	Coil	NA	PS00108;PS00107	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_490_length_16323_cov_10.399667-augustus-gene-0.0-mRNA-1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR43791:SF33;PTHR43791	TMhelix	mobidb-lite	IPR036259	NA	PF07690	NA	GO:0016021;GO:0055085	SSF103473	NA	cd06174	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_227_length_26732_cov_10.356324-augustus-gene-0.15-mRNA-1	NA	PTHR11711;PTHR11711:SF203	NA	NA	IPR005225	SM00177;SM00178	PF00025	PS51422	GO:0005525;GO:0005622;GO:0006886	SSF52540	PR00328	cd00879	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	TIGR00231	NA	NA	NA	NA	NA
augustus_masked-NODE_20_length_59341_cov_12.014659-processed-gene-0.57-mRNA-1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION	PTHR38644	NA	mobidb-lite	IPR038771	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA
maker-NODE_1383_length_5511_cov_8.739970-augustus-gene-0.0-mRNA-1	NA	PTHR39607:SF1;PTHR39607	NA	mobidb-lite	IPR004827	NA	NA	NA	GO:0003700;GO:0006355	SSF57959	NA	cd14688	NA	Coil	NA	PS00036	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_311_length_21935_cov_12.989132-processed-gene-0.17-mRNA-1	NA	NA	NA	mobidb-lite	IPR000571	NA	NA	PS50103	GO:0046872	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_53_length_44788_cov_12.585141-augustus-gene-0.51-mRNA-1	NA	PTHR24031:SF215;PTHR24031	NA	mobidb-lite	IPR014001	SM00487;SM00490	PF00271;PF00270	PS51192;PS51194	GO:0003676;GO:0005524	SSF52540	NA	cd00268;cd00079	G3DSA:3.40.50.300	Coil	NA	PS00039	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_238_length_26214_cov_13.708475-snap-gene-0.8-mRNA-1	NA	PTHR23115;PTHR23115:SF36	NA	mobidb-lite	IPR000795	NA	PF03143;PF00009;PF03144	PS51722	GO:0003924;GO:0005525;GO:0000288;GO:0003747;GO:0006415	SSF50465;SSF52540;SSF50447	PR00315;PR01343	cd01883;cd03704;cd04089	G3DSA:2.40.30.10;G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1733_length_3707_cov_10.424581-snap-gene-0.1-mRNA-1	NA	PTHR14445:SF36;PTHR14445	NA	mobidb-lite	IPR003169	SM00444	PF02213	PS50829	GO:0005515	SSF55277	NA	cd00072	G3DSA:3.30.1490.40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1863_length_3133_cov_10.029607-augustus-gene-0.1-mRNA-1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR10783;PTHR10783:SF84	TMhelix	NA	IPR004331	NA	NA	PS51382	NA	NA	NA	cd14474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2033_length_2432_cov_13.147072-processed-gene-0.1-mRNA-1	NA	NA	NA	mobidb-lite	IPR029063	NA	PF08241	NA	GO:0008168	SSF53335	NA	cd02440	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_135_length_33156_cov_11.828363-processed-gene-0.29-mRNA-1	NA	PTHR13274	NA	mobidb-lite	IPR040049	NA	PF05047	NA	GO:0003735;GO:0005739	NA	NA	NA	NA	Coil	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_761_length_11410_cov_12.751839-augustus-gene-0.13-mRNA-1	NA	PTHR22604:SF115;PTHR22604	NA	NA	IPR000683	NA	PF01408	NA	GO:0016491	SSF51735;SSF55347	NA	NA	G3DSA:3.40.50.720;G3DSA:3.30.360.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_470_length_16690_cov_12.046006-processed-gene-0.10-mRNA-1	NA	PTHR23073:SF13;PTHR23073	NA	NA	IPR003593	SM00382	PF17862;PF00004	NA	GO:0005737;GO:0016787;GO:0030163;GO:0005524;GO:0036402	SSF52540	NA	cd00009	G3DSA:3.40.50.300;G3DSA:1.10.8.60;G3DSA:2.40.50.140	Coil	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PS00674	NA	NA	TIGR01242	NA	NA	NA	NA	NA
maker-NODE_1441_length_5228_cov_7.857675-augustus-gene-0.0-mRNA-1	NA	PTHR15615;PTHR15615:SF0	NA	mobidb-lite	IPR036915	NA	PF08613	NA	GO:0000079;GO:0019901	SSF47954	NA	NA	G3DSA:1.10.472.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
