Gene	TMHMM	interpro	SUPERFAMILY	MobiDBLite	Phobius	PANTHER	GO	PATHWAY	Pfam	TIGRFAM	Gene3D	Coils	ProSiteProfiles	SMART	SignalP_EUK	CDD	ProSitePatterns	PRINTS	SignalP_GRAM_POSITIVE	PIRSF	Hamap	SignalP_GRAM_NEGATIVE	ProDom	SFLD
snap_masked-NODE_222_length_14499_cov_38.371069-processed-gene-0.1-mRNA-1	NA	IPR032675	SSF81383;SSF52047	NA	NA	PTHR44001	GO:0005515	NA	PF13516	NA	G3DSA:3.80.10.10	NA	NA	SM00367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_17_length_310219_cov_46.891864-processed-gene-0.56-mRNA-1	NA	IPR016901	SSF49785	mobidb-lite	NA	PTHR12936	GO:0005680;GO:0031145	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	PF03256	NA	G3DSA:2.60.120.260	NA	PS51284	SM01337	NA	cd08366	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_375835_cov_47.427859-augustus-gene-2.17-mRNA-1	TMhelix	IPR007568	NA	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR31465:SF8;PTHR31465	GO:0016021	NA	PF04479	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_106_length_81601_cov_44.466517-processed-gene-0.31-mRNA-1	NA	IPR019191	NA	mobidb-lite	NA	PTHR18829	NA	NA	PF09811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_15_length_322022_cov_47.826453-processed-gene-1.85-mRNA-1	NA	IPR001732	SSF48179;SSF51735;SSF52413	mobidb-lite	NA	PTHR11374:SF3;PTHR11374	GO:0016616;GO:0051287;GO:0055114;GO:0003979	Reactome: R-HSA-173599	PF03721;PF00984;PF03720	TIGR03026	G3DSA:3.40.50.720;G3DSA:1.20.5.100	NA	NA	SM00984	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_132_length_50591_cov_37.211398-processed-gene-0.24-mRNA-1	TMhelix	IPR006977	NA	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR21236;PTHR21236:SF1	GO:0016020	NA	PF04893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_37_length_200296_cov_45.924529-processed-gene-1.60-mRNA-1	NA	IPR006439	SSF56784	NA	NA	PTHR18901;PTHR18901:SF38	GO:0016787	NA	PF13419	TIGR01509	G3DSA:3.40.50.1000;G3DSA:1.10.150.240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDS00003;SFLDG01129
augustus_masked-NODE_80_length_118422_cov_45.835462-processed-gene-0.82-mRNA-1	NA	IPR036388	SSF46785	mobidb-lite	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR11467;PTHR11467:SF90	GO:0000786;GO:0003677;GO:0006334;GO:0005634	NA	PF00538	NA	G3DSA:1.10.10.10	Coil	PS51504	SM00526	NA	cd00073	NA	PR00624	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_375835_cov_47.427859-snap-gene-2.153-mRNA-1	NA	IPR004871	SSF50998	NA	NA	PTHR10644;PTHR10644:SF3	GO:0003676;GO:0005634;GO:0005515;GO:0006281	Reactome: R-HSA-110314|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-8951664	PF03178;PF10433	NA	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_485167_cov_46.599687-augustus-gene-3.7-mRNA-1	NA	IPR037103	SSF52490;SSF55307	NA	NA	PTHR11588;PTHR11588:SF248	GO:0003924;GO:0005874;GO:0007017;GO:0005200;GO:0005525	Reactome: R-HSA-380320	PF00091;PF03953	NA	G3DSA:3.30.1330.20;G3DSA:3.40.50.1440	NA	NA	SM00864	NA	NA	NA	PR01162;PR01161	NA	NA	NA	NA	NA	NA
maker-NODE_34_length_208333_cov_45.525086-snap-gene-1.68-mRNA-1	NA	IPR036052	SSF53686	NA	NA	PTHR43050	GO:0006520;GO:0030170	NA	PF00291	NA	G3DSA:3.40.50.1100	NA	NA	NA	NA	cd01562	PS00165	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_120_length_68259_cov_44.875712-processed-gene-0.5-mRNA-1	TMhelix	IPR010580	NA	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR15601:SF0;PTHR15601	GO:0005783	NA	PF06624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD968187	NA
maker-NODE_71_length_130280_cov_45.546595-snap-gene-0.38-mRNA-1	NA	IPR036400	SSF55856;SSF47203;SSF56645	NA	NA	PTHR43604:SF3;PTHR43604	GO:0016627;GO:0050660;GO:0055114;GO:0003995;GO:0020037	NA	PF02771;PF02770;PF00173;PF00441	NA	G3DSA:1.20.140.10;G3DSA:1.10.540.10;G3DSA:2.40.110.10;G3DSA:3.10.120.10	NA	PS50255	SM01117	NA	NA	PS00072;PS00191	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_50_length_165979_cov_45.247757-processed-gene-0.129-mRNA-1	NA	IPR013087	SSF57667	mobidb-lite	NA	PTHR14596;PTHR14596:SF65	GO:0003676	NA	NA	NA	G3DSA:3.30.160.60	NA	PS50157	SM00355	NA	NA	PS00028	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_232581_cov_45.577568-augustus-gene-1.113-mRNA-1	NA	IPR008386	NA	NA	NA	PTHR12427	GO:0000276;GO:0015078;GO:0015986	Reactome: R-HSA-163210|Reactome: R-HSA-8949613	PF05680	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_22_length_253474_cov_42.751148-processed-gene-1.105-mRNA-1	TMhelix	IPR010308	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR31145;PTHR31145:SF2	NA	NA	PF06011;PF14558	NA	NA	NA	NA	SM01320	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_34_length_208333_cov_45.525086-processed-gene-1.44-mRNA-1	NA	IPR014756	SSF81296	mobidb-lite	NA	PTHR40625:SF2;PTHR40625	NA	NA	NA	NA	G3DSA:2.60.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_485698_cov_44.640333-processed-gene-3.45-mRNA-1	TMhelix	IPR009571	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR28019;PTHR28019:SF2	GO:0005886	NA	PF06687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_164_length_32247_cov_42.786426-snap-gene-0.17-mRNA-1	NA	IPR036322	SSF50978	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR23284:SF0;PTHR23284	GO:0005515	NA	NA	NA	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_160_length_34102_cov_47.838293-processed-gene-0.19-mRNA-1	TMhelix	IPR013766	SSF52833	NA	NA	PTHR10293:SF40;PTHR10293	GO:0045454;GO:0009055;GO:0015035	NA	PF00085;PF00462	NA	G3DSA:3.40.30.10	NA	PS51354	NA	NA	cd02984;cd03028	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_79_length_119793_cov_41.331615-processed-gene-0.92-mRNA-1	TMhelix	IPR007305	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR21493:SF79;PTHR21493	GO:0016192	NA	PF04178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_40_length_189484_cov_44.730319-processed-gene-0.33-mRNA-1	NA	IPR026258	NA	mobidb-lite	NA	PTHR12860	GO:0005047;GO:0005786;GO:0006614;GO:0008312;GO:0030942;GO:0003723	Reactome: R-HSA-1799339	PF16969	NA	G3DSA:1.10.3450.40	Coil	NA	NA	NA	cd15481	NA	NA	NA	PIRSF038995	NA	NA	NA	NA
augustus_masked-NODE_8_length_433048_cov_46.125452-processed-gene-2.10-mRNA-1	NA	IPR036324	SSF46609;SSF54719	NA	NA	PTHR11404;PTHR11404:SF6	GO:0004784;GO:0006801;GO:0046872;GO:0055114	MetaCyc: PWY-6854|Reactome: R-HSA-2151201|Reactome: R-HSA-3299685|Reactome: R-HSA-8862803|Reactome: R-HSA-8950505	PF02777;PF00081	NA	G3DSA:1.10.287.990;G3DSA:2.40.500.20	NA	NA	NA	NA	NA	PS00088	PR01703	SignalP-TM	PIRSF000349	NA	NA	NA	NA
snap_masked-NODE_11_length_375835_cov_47.427859-processed-gene-1.18-mRNA-1	NA	NA	NA	mobidb-lite	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	PTHR42095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
augustus_masked-NODE_6_length_459376_cov_47.460123-processed-gene-1.63-mRNA-1	NA	IPR033194	NA	mobidb-lite	NA	PTHR15327:SF0;PTHR15327		Reactome: R-HSA-2129379	PF06991	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_25_length_243189_cov_46.787314-augustus-gene-0.72-mRNA-1	NA	IPR006186	SSF56300;SSF48452	NA	NA	PTHR11668;PTHR11668:SF391	GO:0016787;GO:0005515;GO:0004721;GO:0006470	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	PF13181;PF08321;PF00149	NA	G3DSA:3.60.21.10;G3DSA:1.25.40.10	NA	PS50005;PS50293	SM00156;SM00028	NA	cd07417	PS00125	PR00114	NA	PIRSF033096	NA	NA	NA	NA
snap_masked-NODE_71_length_130280_cov_45.546595-processed-gene-0.94-mRNA-1	TMhelix	IPR036642	SSF81508	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR12119	GO:0008121	Reactome: R-HSA-611105	PF02939	NA	G3DSA:1.20.5.210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD331499	NA
maker-NODE_33_length_209019_cov_42.717519-augustus-gene-1.85-mRNA-1	NA	IPR012808	NA	mobidb-lite	NA	PTHR36452	NA	NA	PF09365	TIGR02453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_61_length_149344_cov_47.368932-processed-gene-0.59-mRNA-1	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_19_length_280240_cov_48.570655-snap-gene-1.55-mRNA-1	TMhelix	IPR005344	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR12703	GO:0016021	NA	PF03661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_10_length_382122_cov_47.985369-snap-gene-2.104-mRNA-1	NA	IPR013026	SSF46565;SSF48452	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	PTHR44140;PTHR44140:SF2	GO:0005515	NA	PF00226;PF13432	NA	G3DSA:1.10.287.110;G3DSA:1.25.40.10	Coil	PS50293;PS50005;PS50076	SM00028;SM00271	SignalP-noTM	cd06257	NA	PR00625	SignalP-TM	NA	NA	NA	NA	NA
snap_masked-NODE_146_length_40795_cov_43.992008-processed-gene-0.5-mRNA-1	NA	IPR004217	SSF144122	NA	NA	PTHR19338:SF4;PTHR19338	GO:0005758;GO:0072321	Reactome: R-HSA-1268020	PF02953	NA	G3DSA:1.10.287.810	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_440057_cov_47.711181-snap-gene-1.43-mRNA-1	TMhelix	IPR029044	SSF53448	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	PTHR31121	GO:0000030;GO:0006486;GO:0016020	NA	PF01793	NA	G3DSA:3.90.550.10	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_69_length_139047_cov_36.011510-processed-gene-0.76-mRNA-1	NA	IPR002891	SSF52540	NA	NA	PTHR11055:SF1;PTHR11055	GO:0000103;GO:0004020;GO:0005524	KEGG: 00230+2.7.1.25|KEGG: 00920+2.7.1.25|MetaCyc: PWY-5340|Reactome: R-HSA-174362|Reactome: R-HSA-2408550	PF01583	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	cd02027	NA	NA	NA	NA	MF_00065	NA	NA	NA
maker-NODE_13_length_348637_cov_45.330134-snap-gene-2.9-mRNA-1	NA	IPR013320	SSF49899	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	PTHR10587:SF126;PTHR10587	GO:0004553;GO:0005975	MetaCyc: PWY-6717|MetaCyc: PWY-6784	PF00457	NA	G3DSA:2.60.120.180	NA	PS51761	NA	SignalP-noTM	NA	PS00777;PS00776	PR00911	SignalP-TM	NA	NA	SignalP-noTM	NA	NA
maker-NODE_107_length_81207_cov_48.009645-snap-gene-0.61-mRNA-1	NA	IPR012776	SSF51197	NA	NA	PTHR10696:SF3;PTHR10696	GO:0005506;GO:0045329;GO:0050353;GO:0016491;GO:0055114	KEGG: 00310+1.14.11.8|MetaCyc: PWY-6100|Reactome: R-HSA-71262	PF02668	TIGR02410	G3DSA:3.60.130.10	NA	NA	NA	NA	cd00250	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_485167_cov_46.599687-snap-gene-1.88-mRNA-1	NA	IPR013766	SSF52833	NA	NA	PTHR10430	GO:0045454;GO:0016491	KEGG: 00480+1.11.1.15|Reactome: R-HSA-3299685|Reactome: R-HSA-5628897	PF08534	NA	G3DSA:3.40.30.10	NA	PS51352	NA	NA	cd03013	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_11_length_375835_cov_47.427859-processed-gene-2.53-mRNA-1	NA	IPR003781	SSF51735	NA	NA	PTHR33303:SF2;PTHR33303	GO:0048037	NA	PF13380	NA	G3DSA:3.40.50.720	NA	NA	SM00881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_46_length_170045_cov_47.017809-processed-gene-0.25-mRNA-1	TMhelix	IPR017938	SSF63380;SSF52343	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR11972;PTHR11972:SF89	GO:0016491;GO:0055114;GO:0000293;GO:0016021	NA	PF08022;PF08030;PF01794	NA	G3DSA:3.40.50.80	NA	PS51384	NA	NA	cd06186	NA	NA	NA	NA	NA	NA	NA	SFLDG01168;SFLDS00052
maker-NODE_11_length_375835_cov_47.427859-augustus-gene-2.19-mRNA-1	NA	IPR006186	SSF56300	NA	NA	PTHR11668;PTHR11668:SF25	GO:0016787	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	PF00149	NA	G3DSA:3.60.21.10	NA	NA	SM00156	NA	cd07415	PS00125	PR00114	NA	NA	NA	NA	NA	NA
maker-NODE_42_length_188626_cov_46.042069-snap-gene-0.11-mRNA-1	NA	IPR005303	SSF50800;SSF141673;SSF53383	mobidb-lite	NA	PTHR14237:SF19;PTHR14237	GO:0003824;GO:0030151;GO:0030170;GO:0006777;GO:0008265	KEGG: 00790+2.8.1.9|MetaCyc: PWY-5963	PF03476;PF03473;PF00266	NA	G3DSA:3.40.640.10	NA	PS51340	NA	NA	NA	NA	NA	NA	NA	MF_03050	NA	NA	NA
maker-NODE_27_length_234181_cov_45.442107-snap-gene-0.64-mRNA-1	NA	IPR016021	SSF48371	mobidb-lite	NA	PTHR12412	GO:0016070;GO:0000339;GO:0005846;GO:0045292;GO:0051028	Reactome: R-HSA-109688|Reactome: R-HSA-111367|Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167200|Reactome: R-HSA-167242|Reactome: R-HSA-191859|Reactome: R-HSA-674695|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72187|Reactome: R-HSA-72203|Reactome: R-HSA-77588|Reactome: R-HSA-77595|Reactome: R-HSA-8851708|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF09088;PF09090	NA	G3DSA:1.25.40.180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_41_length_188794_cov_46.184076-snap-gene-0.126-mRNA-1	NA	IPR001849	SSF50729	mobidb-lite	NA	PTHR36100	NA	NA	PF00169;PF08174	NA	G3DSA:2.30.29.30	Coil	PS50003	SM00233	NA	cd13278	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_17_length_310219_cov_46.891864-augustus-gene-0.43-mRNA-1	NA	IPR016727	SSF103486	NA	NA	PTHR11028:SF0;PTHR11028	GO:0015078;GO:0015991;GO:0033179	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	PF01992	NA	G3DSA:1.10.132.50;G3DSA:1.20.1690.10	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF018497	NA	NA	NA	NA
maker-NODE_75_length_122785_cov_47.688443-augustus-gene-0.2-mRNA-1	NA	IPR001494	SSF48371	mobidb-lite	NA	PTHR10527;PTHR10527:SF3	GO:0006886;GO:0008536;GO:0006606	NA	PF13513;PF03810	NA	G3DSA:1.25.10.10	NA	PS50166	SM00913	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_18_length_304008_cov_47.216986-processed-gene-2.51-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_147_length_40732_cov_42.834897-processed-gene-0.2-mRNA-1	NA	IPR019734	NA	mobidb-lite	NA	PTHR23083;PTHR23083:SF464	GO:0005515	NA	NA	NA	NA	Coil	NA	SM00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_144_length_43021_cov_42.116007-snap-gene-0.21-mRNA-1	TMhelix	IPR000731	SSF50969	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR10796;PTHR10796:SF184	NA	NA	PF12349	NA	NA	NA	PS50156	NA	NA	NA	PS00678	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_13_length_348637_cov_45.330134-processed-gene-1.71-mRNA-1	NA	IPR005810	SSF51735;SSF52210	NA	NA	PTHR11117;PTHR11117:SF2	GO:0003824;GO:0048037	KEGG: 00020+6.2.1.5|KEGG: 00640+6.2.1.5|KEGG: 00660+6.2.1.5|KEGG: 00720+6.2.1.5|MetaCyc: PWY-5392|MetaCyc: PWY-5537|MetaCyc: PWY-5538|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7384|Reactome: R-HSA-71403	PF02629;PF00549	TIGR01019	G3DSA:3.40.50.720;G3DSA:3.40.50.261	NA	NA	SM00881	NA	NA	PS00399;PS01216	PR01798	NA	PIRSF001553	MF_01988	NA	NA	NA
maker-NODE_301_length_8327_cov_17.627683-snap-gene-0.0-mRNA-1	NA	IPR000009	SSF50978	mobidb-lite	NA	PTHR11871;PTHR11871:SF0	GO:0000159;GO:0019888;GO:0005515	NA	PF00400	NA	NA	NA	NA	SM00320	NA	NA	PS01025;PS01024	PR00600	NA	PIRSF037309	NA	NA	NA	NA
snap_masked-NODE_16_length_321002_cov_48.649680-processed-gene-2.85-mRNA-1	NA	IPR002871	SSF82649	mobidb-lite	NA	PTHR10093;PTHR10093:SF8	GO:0005506;GO:0016226;GO:0051536	Reactome: R-HSA-1362409	PF01592	TIGR01999	G3DSA:3.90.1010.10	NA	NA	NA	NA	cd06664	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
snap_masked-NODE_58_length_153173_cov_41.472374-processed-gene-0.59-mRNA-1	TMhelix	IPR010699	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR37488;PTHR37488:SF1	NA	NA	PF06912	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_77_length_121482_cov_46.388002-processed-gene-0.74-mRNA-1	TMhelix	IPR036259	SSF103473	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR21576:SF45;PTHR21576	GO:0016021;GO:0055085	NA	PF07690	NA	G3DSA:1.20.1250.20	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_394649_cov_48.195036-processed-gene-2.2-mRNA-1	TMhelix	IPR004345	NA	mobidb-lite	TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	PTHR12300:SF40;PTHR12300		Reactome: R-HSA-381753	PF03134	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_61_length_149344_cov_47.368932-processed-gene-0.97-mRNA-1	NA	IPR016435	NA	mobidb-lite	NA	PTHR10762;PTHR10762:SF2	GO:0017183	MetaCyc: PWY-6482|MetaCyc: PWY-7546|Reactome: R-HSA-5358493	PF01866	TIGR00322;TIGR00272	G3DSA:3.40.50.11860;G3DSA:3.40.50.11850;G3DSA:3.40.50.11840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDF00408;SFLDG01121;SFLDS00032
maker-NODE_175_length_26562_cov_34.745943-snap-gene-0.5-mRNA-1	NA	IPR002312	SSF55681	mobidb-lite	NA	PTHR22594:SF5;PTHR22594	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0016874;GO:0005737	Reactome: R-HSA-379726	PF00152	TIGR00459	G3DSA:3.30.930.10;G3DSA:3.30.1360.30	NA	PS50862	NA	NA	NA	NA	PR01042	NA	NA	NA	NA	NA	NA
maker-NODE_119_length_70153_cov_45.221218-snap-gene-0.3-mRNA-1	NA	IPR010339	SSF50249;SSF52540	NA	NA	PTHR11093:SF6;PTHR11093	GO:0003678;GO:0005524;GO:0031011;GO:0035267;GO:0043141;GO:0097255	Reactome: R-HSA-171319|Reactome: R-HSA-3214847	PF06068	NA	NA	NA	NA	NA	NA	cd00009	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_59_length_151286_cov_48.523409-snap-gene-0.133-mRNA-1	NA	IPR036396	SSF48264	NA	NA	PTHR24279;PTHR24279:SF111	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	NA	PF00067	NA	G3DSA:1.10.630.10	NA	NA	NA	NA	NA	NA	PR00465	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_375835_cov_47.427859-processed-gene-2.138-mRNA-1	NA	IPR002048	SSF47473	NA	NA	PTHR23048;PTHR23048:SF0	GO:0005509	NA	PF13499	NA	G3DSA:1.10.238.10	NA	PS50222	NA	NA	cd00051	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_232581_cov_45.577568-augustus-gene-1.110-mRNA-1	NA	IPR006984	SSF88723	mobidb-lite	NA	PTHR12416:SF3;PTHR12416	GO:0032040	NA	PF04900	NA	G3DSA:3.40.50.1010	NA	NA	NA	NA	cd09865	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_18_length_304008_cov_47.216986-snap-gene-0.16-mRNA-1	NA	IPR036322	SSF50978	mobidb-lite	NA	PTHR22846	GO:0005515	NA	NA	NA	G3DSA:2.130.10.10	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_25_length_243189_cov_46.787314-snap-gene-1.26-mRNA-1	NA	IPR015424	SSF53383	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	PTHR42790:SF10;PTHR42790	GO:0009058;GO:0030170;GO:0003824	NA	PF00155	NA	G3DSA:3.40.640.10	NA	NA	NA	NA	cd00609	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
augustus_masked-NODE_62_length_149231_cov_46.803272-processed-gene-0.34-mRNA-1	NA	IPR014186	SSF53474	NA	NA	PTHR10061	GO:0018738;GO:0046294	KEGG: 00680+3.1.2.12|MetaCyc: PWY-1801|Reactome: R-HSA-156590	PF00756	TIGR02821	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_66_length_142711_cov_43.938107-snap-gene-0.14-mRNA-1	NA	IPR000467	NA	mobidb-lite	NA	PTHR13288	GO:0003676	NA	PF01585	NA	NA	NA	PS50174	SM00443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_169_length_28874_cov_46.067555-snap-gene-0.18-mRNA-1	NA	IPR032741	NA	mobidb-lite	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	GO:0005743	NA	PF14611	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
