Gene	interpro	Pfam	MobiDBLite	SMART	Gene3D	SUPERFAMILY	PRINTS	GO	CDD	PIRSF	Coils	PATHWAY	ProSiteProfiles	ProSitePatterns	TIGRFAM	Hamap	SFLD
ETR98262.1	IPR029045	PF03572	mobidb-lite	NA	NA	SSF52096	NA	GO:0006508;GO:0008236	NA	NA	NA	Reactome: R-HSA-2187335|Reactome: R-HSA-2453902	NA	NA	NA	NA	NA
ETS00743.1	IPR036318	PF01565	NA	NA	G3DSA:3.30.465.40	SSF56176	NA	GO:0050660;GO:0071949;GO:0016491;GO:0055114	NA	NA	NA	NA	PS51387	NA	NA	NA	NA
ETS00161.1	IPR001128	PF00067	NA	NA	G3DSA:1.10.630.10	SSF48264	PR00385;PR00463	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	NA	NA	NA	PS00086	NA	NA	NA
ETR97616.1	IPR036188	PF01494	mobidb-lite	NA	G3DSA:3.50.50.60	SSF51905	PR00420	GO:0071949	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS03069.1	IPR024880	PF12931;PF12935;PF12932	mobidb-lite	NA	G3DSA:1.25.40.1030	NA	NA	GO:0048208	cd09233	NA	NA	Reactome: R-HSA-204005	NA	NA	NA	NA	NA
ETS00770.1	IPR036188	PF13450;PF05187	NA	NA	G3DSA:3.30.70.20;G3DSA:3.30.9.90;G3DSA:3.50.50.60	SSF51905;SSF54373;SSF54862	NA	NA	NA	NA	NA	NA	PS51379	NA	NA	NA	NA
ETS01052.1	IPR027417	PF17855;PF17207;PF14551;PF00493	NA	SM00350	G3DSA:3.30.1640.10;G3DSA:3.40.50.300;G3DSA:2.20.28.10;G3DSA:2.40.50.140	SSF52540;SSF50249	PR01661;PR01657	GO:0003677;GO:0005524;GO:0006270;GO:0003688;GO:0005634;GO:0042555;GO:0006260	cd17756	NA	NA	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	PS50051	PS00847	NA	NA	NA
ETS05537.1	IPR001753	PF00378	NA	NA	G3DSA:3.90.226.10;G3DSA:1.10.12.10	SSF52096	NA	GO:0003824	cd06558	NA	NA	NA	NA	PS00166	NA	NA	NA
ETS06824.1	IPR012338	PF00144	NA	NA	G3DSA:3.40.710.10	SSF56601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99505.1	IPR005135	PF03372	NA	NA	G3DSA:3.60.10.10	SSF56219	NA	NA	cd09083	NA	NA	NA	NA	NA	NA	NA	NA
ETR99304.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02434.1	IPR001753	PF00378	mobidb-lite	NA	G3DSA:3.30.300.220;G3DSA:3.90.226.10;G3DSA:1.10.12.10	SSF52096	NA	GO:0003824	cd06558	NA	NA	NA	NA	NA	NA	NA	NA
ETR99779.1	IPR036852	PF00082;PF06280	NA	NA	G3DSA:3.40.50.200	SSF52743	PR00723	GO:0004252;GO:0006508;GO:0005618;GO:0016020	cd07489	NA	NA	NA	NA	PS00138;PS00136	NA	NA	NA
ETS05239.1	IPR001680	PF05729	NA	SM00320	G3DSA:3.40.50.300;G3DSA:2.130.10.10	SSF52540;SSF50998;SSF69304	NA	GO:0005515	NA	NA	NA	NA	PS50082;PS50837;PS50294	PS00678	NA	NA	NA
ETR97925.1	IPR002110	PF12796	NA	SM00248	G3DSA:1.25.40.20	SSF48403	NA	GO:0005515	NA	NA	NA	NA	PS50088;PS50297	NA	NA	NA	NA
ETS04430.1	IPR008991	PF01159	mobidb-lite	NA	G3DSA:2.30.30.30	SSF50104	NA	GO:0003735;GO:0005840;GO:0006412	cd13156	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PS01170	NA	NA	NA
ETR98468.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS02619.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05428.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS07018.1	IPR000719	NA	mobidb-lite	NA	NA	SSF56112	NA	GO:0004672;GO:0005524;GO:0006468	NA	NA	NA	NA	PS50011	NA	NA	NA	NA
ETS03903.1	IPR012677	NA	NA	NA	G3DSA:3.30.70.330	SSF54928	NA	GO:0003676	cd00590	NA	NA	NA	NA	NA	NA	NA	NA
ETS05833.1	IPR016071	PF00565	mobidb-lite	SM00318	G3DSA:2.40.50.90	SSF50199	NA		NA	NA	NA	Reactome: R-HSA-6802952	PS50830	NA	NA	NA	NA
ETR97883.1	IPR029045	PF00378	NA	NA	G3DSA:3.90.226.10;G3DSA:1.10.12.10	SSF52096	NA	GO:0003824	cd06558	NA	NA	NA	NA	NA	NA	NA	NA
ETR99736.1	IPR002347	PF00106	NA	NA	G3DSA:3.40.50.720	SSF51735	PR00081;PR00080	NA	cd05374	NA	NA	NA	NA	NA	NA	NA	NA
ETS03807.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS05264.1	IPR029063	PF13489	mobidb-lite	NA	G3DSA:3.40.50.150	SSF53335	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA
ETS06637.1	IPR001199	PF00173;PF04116	NA	SM01117	G3DSA:3.10.120.10	SSF55856	PR00363	GO:0005506;GO:0008610;GO:0016491;GO:0055114;GO:0020037;GO:0006629;GO:0016021;GO:0080132	NA	PIRSF005149	NA	Reactome: R-HSA-1660661	PS50255	PS00191	NA	NA	NA
ETR99756.1	IPR000511	PF01265	mobidb-lite	NA	NA	NA	NA	GO:0004408;GO:0005739	NA	NA	NA	KEGG: 00860+4.4.1.17	NA	PS00821;PS00822	NA	NA	NA
ETS00670.1	IPR036188	PF07992	NA	NA	G3DSA:3.50.50.60	SSF51905	PR00368;PR00469	GO:0004791;GO:0005737;GO:0019430;GO:0055114;GO:0016491	NA	NA	NA	KEGG: 00450+1.8.1.9	NA	PS00573	TIGR01292	NA	NA
ETS06992.1	IPR001763	PF00581	NA	SM00450	G3DSA:3.40.250.10	SSF52821	NA	NA	cd01449;cd01448	NA	NA	NA	PS50206	NA	NA	NA	NA
ETS06461.1	IPR006689	PF00025	NA	SM00178;SM00177;SM00175	G3DSA:3.40.50.300	SSF52540	PR00328	GO:0005525	cd04151	NA	Coil	NA	PS51417	NA	TIGR00231	NA	NA
ETS01816.1	IPR036629	PF05532	mobidb-lite	NA	G3DSA:1.10.1470.10	SSF69047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS03193.1	IPR026891	PF14310;PF00933;PF01915	NA	SM01217	G3DSA:3.40.50.1700;G3DSA:3.20.20.300;G3DSA:2.60.40.10	SSF52279;SSF51445	NA	GO:0004553;GO:0005975	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR97293.1	IPR002885	PF13812	mobidb-lite	NA	G3DSA:1.25.40.10	NA	NA	GO:0005515	NA	NA	NA	NA	PS51375	NA	NA	NA	NA
ETS03529.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS07153.1	IPR013726	PF08520	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05430.1	IPR006169	PF01018;PF01926	mobidb-lite	NA	G3DSA:2.70.210.12	SSF82051;SSF52540	PR00326	GO:0005525	cd01898	NA	Coil	NA	PS51710	NA	NA	NA	NA
ETS02518.1	IPR003663	PF00083	NA	NA	G3DSA:1.20.1250.20	SSF103473	PR00171	GO:0016020;GO:0022857;GO:0055085;GO:0016021	cd17356	NA	NA	Reactome: R-HSA-189200	PS50850	PS00216;PS00217	TIGR00879	NA	NA
ETS01958.1	IPR005123	PF13640	mobidb-lite	SM00702	G3DSA:2.60.120.620	NA	NA	GO:0016491;GO:0055114;GO:0005506;GO:0016705;GO:0031418	NA	NA	NA	NA	PS51471	NA	NA	NA	NA
ETS06863.1	IPR007568	PF04479	NA	NA	NA	NA	NA	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99759.1	IPR008630	PF05637	mobidb-lite	NA	NA	NA	NA	GO:0016021;GO:0016757	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS01266.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS01458.1	IPR013087	NA	mobidb-lite	SM00355	G3DSA:3.30.160.60	NA	NA	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06536.1	IPR011701	PF07690	mobidb-lite	NA	G3DSA:1.20.1250.20	SSF103473	NA	GO:0055085	cd17323	NA	Coil	NA	PS50850	NA	NA	NA	NA
ETR99798.1	IPR020904	PF00106;PF13561	NA	NA	G3DSA:3.40.50.720	SSF51735	PR00081	GO:0016491	NA	NA	NA	NA	NA	PS00061	NA	NA	NA
ETS05297.1	IPR001019	PF00503	mobidb-lite	SM00275	G3DSA:1.10.400.10;G3DSA:3.40.50.300	SSF52540;SSF47895	PR01241;PR00318	GO:0003924;GO:0007186;GO:0019001;GO:0031683;GO:0007165;GO:0001664;GO:0005525;GO:0005834	cd00066	NA	NA	NA	NA	NA	NA	NA	NA
ETS03994.1	IPR001683	PF12825;PF00787;PF12828	mobidb-lite	SM00312	G3DSA:3.30.1520.10	SSF64268	NA	GO:0035091	cd06869	NA	Coil	NA	PS50195	NA	NA	NA	NA
ETS03550.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETR98119.1	IPR017303	PF04280	mobidb-lite	SM00978	G3DSA:3.10.450.240	SSF54427	NA	GO:0030150;GO:0051087	NA	PIRSF037871	Coil	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA
ETS03033.1	IPR011701	PF07690	mobidb-lite	NA	G3DSA:1.20.1250.20	SSF103473	NA	GO:0055085	cd17327	NA	NA	NA	PS50850	NA	NA	NA	NA
ETS05307.1	IPR002925	PF01738	NA	NA	NA	SSF53474	NA	GO:0016787	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS05544.1	IPR016166	PF02913;PF01565	mobidb-lite	NA	G3DSA:3.30.70.2190;G3DSA:3.30.70.2740;G3DSA:3.30.43.10;G3DSA:3.30.465.10	SSF55103;SSF56176	NA	GO:0071949;GO:0003824;GO:0050660;GO:0016491;GO:0055114	NA	NA	NA	NA	PS51387	NA	NA	NA	NA
ETS02497.1	IPR006710	PF04616;PF17851	NA	NA	G3DSA:2.115.10.20;G3DSA:2.60.120.200	SSF75005;SSF49899	NA	GO:0004553;GO:0005975	cd09000	NA	NA	NA	NA	NA	NA	NA	NA
ETS06725.1	IPR011009	PF00069	mobidb-lite	SM00220	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	NA	GO:0004672;GO:0005524;GO:0006468;GO:0005515	NA	NA	NA	NA	PS50006;PS50011	NA	NA	NA	NA
ETS07196.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS00298.1	IPR036864	PF00172;PF04082	mobidb-lite	SM00906;SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	cd00067;cd12148	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETR97322.1	IPR007111	PF05729	mobidb-lite	NA	G3DSA:3.40.50.300;G3DSA:1.25.40.10	SSF52540;SSF48452	NA	GO:0005515	NA	NA	NA	NA	PS50837	NA	NA	NA	NA
ETS06719.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR97683.1	IPR001002	PF00187;PF01522	NA	SM00270	G3DSA:3.30.60.10;G3DSA:3.20.20.370	SSF57016;SSF88713	NA	GO:0008061;GO:0005975;GO:0016810;GO:0003824	cd11618;cd00035;cd10951	NA	NA	NA	PS50941;PS51677	PS00026	NA	NA	NA
ETS02099.1	IPR024336	PF12928	mobidb-lite	NA	NA	NA	NA		NA	NA	NA	Reactome: R-HSA-6784531	NA	NA	NA	NA	NA
ETS02867.1	IPR013262	PF08219	mobidb-lite	NA	NA	NA	NA	GO:0005741	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00818.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99619.1	IPR013320	NA	NA	NA	NA	SSF49899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS03840.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98410.1	IPR015943	PF00400	NA	SM00320	G3DSA:2.130.10.10	SSF50978	PR00320	GO:0005515	cd00200	NA	NA	NA	PS50082;PS50294	PS00678	NA	NA	NA
ETS03282.1	IPR036864	PF00172	mobidb-lite	SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd00067	NA	NA	NA	PS50048	NA	NA	NA	NA
ETS06673.1	IPR017884	PF00249;PF08649	mobidb-lite	SM00717	G3DSA:1.10.10.60;G3DSA:1.20.58.1880	SSF46689	NA	GO:0003677;GO:0007052;GO:0042729;GO:0072686	cd00167	NA	Coil	NA	PS51293	NA	NA	NA	NA
ETR97229.1	IPR001466	PF00144	mobidb-lite	NA	G3DSA:3.40.710.10	SSF56601	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05601.1	IPR001611	PF13855	mobidb-lite	NA	G3DSA:3.80.10.10	SSF52058	NA	GO:0005515	NA	NA	NA	NA	PS51450	NA	NA	NA	NA
ETS05739.1	IPR029069	PF01575	NA	NA	G3DSA:3.10.129.10	SSF54637	NA	NA	cd03448	NA	NA	NA	NA	NA	NA	NA	NA
ETR98387.1	NA	NA	mobidb-lite	NA	G3DSA:2.120.10.70	SSF89372	NA	NA	cd17487	NA	NA	NA	NA	NA	NA	NA	NA
ETR96928.1	IPR001841	PF13920	mobidb-lite	SM00184	G3DSA:3.30.40.10	SSF57850	NA	NA	cd16539	NA	Coil	NA	PS50089	PS00518	NA	NA	NA
ETS05586.1	IPR003114	PF02194	mobidb-lite	SM00313	NA	NA	NA	NA	NA	NA	NA	NA	PS51207	NA	NA	NA	NA
ETR97587.1	IPR010730	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06768.1	IPR003607	PF01966	NA	SM00471	G3DSA:1.10.3210.50	SSF109604	NA	NA	cd00077	NA	NA	NA	NA	NA	NA	NA	NA
ETS03389.1	IPR003342	PF02366;PF02815;PF16192	mobidb-lite	SM00472	G3DSA:2.80.10.50	SSF82109	NA	GO:0000030;GO:0006493;GO:0016020	NA	NA	NA	Reactome: R-HSA-5083629|Reactome: R-HSA-5083633|Reactome: R-HSA-5173105	PS50919	NA	NA	NA	NA
ETS04521.1	IPR036864	PF00172	mobidb-lite	SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd00067	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETS02916.1	IPR001138	PF00172	NA	SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd00067;cd12148	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETR97162.1	IPR017972	PF00067	NA	NA	G3DSA:1.10.630.10	SSF48264	PR00463;PR00385	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	NA	NA	NA	NA	PS00086	NA	NA	NA
ETR98505.1	IPR013830	PF13472	NA	NA	G3DSA:3.40.50.1110	SSF52266	NA	NA	cd01838	NA	NA	NA	NA	NA	NA	NA	NA
ETR97095.1	IPR008441	PF05704	NA	NA	G3DSA:3.90.550.20	SSF53448	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98668.1	IPR027417	PF00271;PF00176	mobidb-lite	SM00487;SM00490	G3DSA:3.40.50.300;G3DSA:3.40.50.10810	SSF52540	NA	GO:0005524	cd18008;cd18793	NA	Coil	NA	PS51194;PS51192	NA	NA	NA	NA
ETR98910.1	IPR016477	PF03881	NA	NA	G3DSA:3.90.1200.10	SSF56112	NA		NA	PIRSF006221	NA	Reactome: R-HSA-163841	NA	NA	NA	NA	NA
ETR98121.1	IPR008580	PF05903	mobidb-lite	SM01179	G3DSA:3.90.1720.30	NA	NA	NA	NA	NA	NA	NA	PS51858	NA	NA	NA	NA
ETS01596.1	IPR006001	PF13671	NA	NA	G3DSA:3.40.50.300	SSF52540	NA	GO:0005975;GO:0016301	cd02021	NA	NA	KEGG: 00030+2.7.1.12|MetaCyc: PWY-5530	NA	NA	TIGR01313	NA	NA
ETR98815.1	IPR013176	PF08217	mobidb-lite	NA	NA	NA	NA	GO:0016192;GO:0035658	NA	NA	NA	Reactome: R-HSA-8876198	NA	NA	NA	NA	NA
ETS03370.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06272.1	IPR002575	PF01636	NA	NA	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00184.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS05293.1	IPR027417	NA	NA	NA	G3DSA:3.40.50.300	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06173.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS04349.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98932.1	IPR030391	PF05958	mobidb-lite	NA	G3DSA:3.40.50.150;G3DSA:2.40.50.140	SSF53335;SSF50249	NA	GO:0008033;GO:0030697;GO:0006396;GO:0008173	cd02440	NA	NA	NA	PS51622;PS51687;PS50926	PS01231;PS01230	NA	NA	NA
ETS00377.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS02328.1	IPR029208	PF14880	mobidb-lite	NA	NA	NA	NA		NA	NA	Coil	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	NA	NA	NA	NA	NA
ETS05337.1	IPR014001	PF08797;PF00176;PF00271;PF13920	mobidb-lite	SM00487;SM00184;SM00910;SM00490	G3DSA:3.30.40.10;G3DSA:3.30.70.2330;G3DSA:3.40.50.10810	SSF57850;SSF52540	NA	GO:0003676;GO:0008270;GO:0016818;GO:0005524	cd16861;cd18793;cd18071;cd16509	NA	NA	Reactome: R-HSA-8866654	PS51192;PS51194;PS50089	PS00518	NA	NA	NA
ETR99968.1	IPR001163	PF01423	NA	SM00651	G3DSA:2.30.30.100	SSF50182	NA		cd01732	NA	NA	Reactome: R-HSA-430039|Reactome: R-HSA-72163	NA	NA	NA	NA	NA
ETS02430.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS03456.1	IPR035518	PF00535	NA	NA	NA	SSF53448	NA		cd04188	NA	NA	KEGG: 00510+2.4.1.117|Reactome: R-HSA-480985	NA	NA	NA	NA	NA
ETR97344.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99597.1	IPR002791	PF01937	NA	NA	G3DSA:1.20.930.60	SSF111321	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR97127.1	IPR003439	PF00005;PF14510;PF06422;PF01061	mobidb-lite	SM00382	G3DSA:3.40.50.300	SSF52540	NA	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085;GO:0016020	cd03233;cd03232	NA	Coil	Reactome: R-HSA-1369062	PS50893	PS00211	NA	NA	NA
ETS06823.1	IPR035979	NA	mobidb-lite	NA	NA	SSF54928	NA	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06238.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS03235.1	IPR002018	PF00135	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	PS00122	NA	NA	NA
ETS05496.1	IPR011989	PF01602	NA	NA	G3DSA:1.25.10.10	SSF48371	NA	GO:0015031;GO:0030276;GO:0006886;GO:0016192;GO:0030117	NA	PIRSF002291	NA	NA	NA	NA	NA	NA	NA
ETS03833.1	IPR005103	PF03443	NA	NA	G3DSA:2.70.50.70	NA	NA		NA	NA	NA	KEGG: 00500+3.2.1.4|MetaCyc: PWY-6788	NA	NA	NA	NA	NA
ETR97820.1	IPR013964	PF08655	mobidb-lite	NA	NA	NA	NA	GO:0008608;GO:0042729;GO:0072686	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS00425.1	IPR012471	PF07956	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06249.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99106.1	IPR009836	PF07173	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR99588.1	IPR031322	PF01202	NA	NA	G3DSA:3.40.50.300	SSF52540	NA		NA	NA	NA	KEGG: 00400+2.7.1.71|MetaCyc: PWY-6163	NA	NA	NA	NA	NA
ETS05521.1	IPR003195	PF02269;PF04072	mobidb-lite	NA	G3DSA:3.40.50.150	SSF53335;SSF47113	NA	GO:0006366;GO:0008168;GO:0032259;GO:0046982	cd07978	NA	NA	NA	NA	NA	NA	NA	NA
ETS07171.1	IPR006680	PF04909	NA	NA	G3DSA:3.20.20.140	SSF51556	NA	GO:0016787	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR97348.1	IPR029058	PF12146	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS06584.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETS05199.1	IPR018247	PF00924	mobidb-lite	NA	NA	SSF47473;SSF50182	NA	GO:0005509;GO:0016020;GO:0055085	NA	PIRSF017209	NA	NA	PS50222	PS00018	NA	NA	NA
ETR97915.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00730.1	IPR001853	PF01323	NA	NA	G3DSA:3.40.30.10	SSF52833	NA	GO:0015035	cd03024	NA	NA	Reactome: R-HSA-156590|Reactome: R-HSA-9033241	NA	NA	NA	NA	NA
ETS01159.1	IPR013087	NA	NA	SM00355	NA	SSF52540	NA	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR97003.1	IPR001138	PF00172;PF04082	NA	SM00066;SM00906	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	cd12148;cd00067	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETR99938.1	IPR000073	PF00561	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	PIRSF005211	NA	NA	NA	NA	NA	NA	NA
ETR96991.1	IPR036249	PF13409	NA	NA	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	SSF47616	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS04474.1	IPR019193	PF09814	NA	NA	NA	NA	NA		NA	NA	NA	Reactome: R-HSA-983168	NA	NA	NA	NA	NA
ETS00143.1	IPR000073	PF00561	NA	NA	G3DSA:3.40.50.1820	SSF53474	PR00111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00254.1	IPR006603	PF04193	mobidb-lite	SM00679	G3DSA:1.20.1280.290	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00944.1	IPR008952	NA	NA	NA	NA	SSF48652	NA	GO:0016021	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETS00612.1	IPR036230	PF00682;PF08502	NA	SM00917	G3DSA:3.30.160.270;G3DSA:3.20.20.70	SSF110921;SSF89000;SSF51569	NA	GO:0003824;GO:0003852;GO:0009098;GO:0019752;GO:0046912	NA	NA	NA	KEGG: 00290+2.3.3.13|KEGG: 00620+2.3.3.13|MetaCyc: PWY-6871	NA	PS00815	TIGR00970	NA	NA
ETS01030.1	IPR021858	PF11951	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ETR98974.1	IPR004181	PF02891	mobidb-lite	NA	G3DSA:3.30.40.10	NA	NA	GO:0008270;GO:0046872	NA	NA	NA	NA	PS51044	PS00202	NA	NA	NA
ETS00938.1	IPR006252	PF01274	NA	NA	G3DSA:3.20.20.360;G3DSA:1.20.1220.12	SSF51645	NA	GO:0004474;GO:0006097;GO:0003824	cd00727	PIRSF001363	NA	KEGG: 00620+2.3.3.9|KEGG: 00630+2.3.3.9|MetaCyc: PWY-6969|MetaCyc: PWY-7118|MetaCyc: PWY-7294|MetaCyc: PWY-7295|MetaCyc: PWY-7854	NA	PS00510	TIGR01344	NA	NA
ETR99038.1	IPR000095	PF00615	mobidb-lite	SM00315	G3DSA:1.20.58.1850	SSF48097	NA	NA	cd07440	NA	NA	NA	PS50108;PS50132	NA	NA	NA	NA
ETS01901.1	IPR041756	PF04389;PF02225	NA	NA	G3DSA:3.50.30.30;G3DSA:3.40.630.10	SSF53187;SSF52025	NA	GO:0004177;GO:0006508	cd03876;cd04816	NA	NA	NA	NA	NA	NA	NA	NA
ETR98263.1	IPR009571	PF06687	mobidb-lite	NA	NA	NA	NA	GO:0005886	NA	NA	Coil	NA	NA	NA	NA	NA	NA
ETR98267.1	IPR001138	PF00172	mobidb-lite	SM00066	G3DSA:4.10.240.10	SSF57701	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270	cd12148;cd00067	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETS01382.1	IPR036866	PF13691;PF12706	NA	NA	G3DSA:3.60.15.10	SSF56281	NA	GO:0008033	cd07718	NA	NA	Reactome: R-HSA-6784531|Reactome: R-HSA-6785470|Reactome: R-HSA-8868766	NA	NA	NA	NA	NA
ETS01496.1	IPR000651	PF00617;PF00618	mobidb-lite	SM00229;SM00147	G3DSA:1.20.870.10;G3DSA:1.10.840.10	SSF48366	NA	GO:0005085;GO:0007264	cd06224	NA	NA	NA	PS50212;PS50009	NA	NA	NA	NA
ETR99297.1	IPR007219	PF04082;PF00172	mobidb-lite	SM00066;SM00906	G3DSA:4.10.240.10	SSF57701	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	cd12148;cd00067	NA	NA	NA	PS50048	PS00463	NA	NA	NA
ETR99788.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
