Gene	interpro	GO	ProSiteProfiles	MobiDBLite	Pfam	PATHWAY	SMART	PANTHER	Coils	Phobius	TMHMM	ProSitePatterns	CDD	PRINTS	Gene3D	SUPERFAMILY	TIGRFAM	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	SFLD	Hamap	PIRSF	ProDom
augustus_masked-NQYR01000012.1-processed-gene-0.2-mRNA-1	IPR002076	GO:0016021	NA	mobidb-lite	PF01151	KEGG: 00062+2.3.1.199|MetaCyc: PWY-5080|MetaCyc: PWY-5972|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-7036|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|Reactome: R-HSA-75876	NA	PTHR11157;PTHR11157:SF12	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-42.1-mRNA-1	IPR037175	GO:0004061;GO:0019441	NA	NA	PF04199	KEGG: 00380+3.5.1.9|KEGG: 00630+3.5.1.9|MetaCyc: PWY-5651|MetaCyc: PWY-6309|MetaCyc: PWY-7717|MetaCyc: PWY-7733|MetaCyc: PWY-7734|MetaCyc: PWY-7765	NA	PTHR34861:SF6;PTHR34861	NA	NA	NA	NA	NA	NA	G3DSA:3.50.30.50	SSF102198	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000001.1-processed-gene-26.28-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-10.18-mRNA-1	IPR010487	NA	NA	mobidb-lite	PF06413	NA	NA	PTHR13475	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000004.1-augustus-gene-5.29-mRNA-1	NA	NA	NA	NA	NA	NA	NA	PTHR37019;PTHR37019:SF2	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000015.1-augustus-gene-0.18-mRNA-1	IPR016163	GO:0016491;GO:0016620;GO:0055114	NA	NA	PF00171	NA	NA	PTHR43720:SF1;PTHR43720	NA	NA	NA	PS00687	NA	NA	G3DSA:3.40.309.10;G3DSA:3.40.605.10	SSF53720	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-8.20-mRNA-1	IPR000644	NA	PS51371	NA	NA	NA	NA	PTHR42115	NA	NA	NA	NA	cd02205	NA	G3DSA:3.10.580.10	SSF54631	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000011.1-augustus-gene-2.32-mRNA-1	NA	NA	NA	NA	NA	NA	NA	PTHR11177:SF231;PTHR11177	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000011.1-processed-gene-8.4-mRNA-1	IPR029058	GO:0006508;GO:0008236	NA	mobidb-lite	PF00326;PF00930;PF01906	NA	NA	PTHR11731:SF110;PTHR11731	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	G3DSA:3.30.110.70;G3DSA:2.140.10.30;G3DSA:3.40.50.1820	SSF53474;SSF117782;SSF82171	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000007.1-processed-gene-1.0-mRNA-1	IPR014895	NA	NA	NA	PF08787	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	G3DSA:2.60.120.200	SSF49899	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-46.0-mRNA-1	IPR003695		NA	mobidb-lite	PF02541	KEGG: 00230+3.6.1.40	NA	PTHR30005;PTHR30005:SF0	NA	NA	NA	NA	NA	NA	G3DSA:3.30.420.150;G3DSA:3.30.420.40	SSF53067	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-2.5-mRNA-1	IPR014851	GO:0034551;GO:0005524	NA	NA	PF08740;PF00004	Reactome: R-HSA-1268020	SM01024;SM00382	PTHR23070;PTHR23070:SF17	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	cd00009	NA	G3DSA:3.40.50.300	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000015.1-processed-gene-3.23-mRNA-1	IPR032472	GO:0003676;GO:0005515	PS50822;PS50821	mobidb-lite	PF16488;PF16486;PF02171;PF08699;PF02170	Reactome: R-HSA-1912408|Reactome: R-HSA-203927|Reactome: R-HSA-4086398|Reactome: R-HSA-426486|Reactome: R-HSA-426496|Reactome: R-HSA-5628897|Reactome: R-HSA-5687128|Reactome: R-HSA-8934593|Reactome: R-HSA-8943723|Reactome: R-HSA-8948700|Reactome: R-HSA-9018519	SM00950;SM01163	PTHR22891:SF0;PTHR22891	Coil	NA	NA	NA	cd04657;cd02846	NA	G3DSA:3.30.420.10;G3DSA:3.40.50.2300	SSF53098;SSF101690	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000017.1-processed-gene-1.2-mRNA-1	IPR012341	GO:0003824;GO:0004560	NA	NA	PF14498	KEGG: 00511+3.2.1.51|MetaCyc: PWY-6807	NA	PTHR31084:SF0;PTHR31084	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	G3DSA:1.50.10.10;G3DSA:2.70.98.50;G3DSA:2.60.40.1180	SSF48208	NA	SignalP-noTM	NA	NA	NA	NA	PIRSF007663	NA
maker-NQYR01000005.1-augustus-gene-21.42-mRNA-1	IPR013087	GO:0003676	PS50157	mobidb-lite	PF00096	NA	SM00355	PTHR19818:SF97;PTHR19818	NA	NA	NA	PS00028	NA	NA	G3DSA:3.30.160.60	SSF57667	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000014.1-augustus-gene-10.8-mRNA-1	IPR000727	GO:0016020;GO:0016192	PS50192	mobidb-lite	PF05739;PF00804	NA	NA	PTHR19957:SF147;PTHR19957	NA	NA	NA	NA	cd15849	NA	G3DSA:1.20.58.70	SSF47661	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-5.13-mRNA-1	IPR005956	GO:0003868;GO:0009072;GO:0016701;GO:0055114	PS51819	NA	PF00903	NA	NA	PTHR11959;PTHR11959:SF1	NA	NA	NA	NA	cd07250;cd08342	NA	G3DSA:3.10.180.10	SSF54593	TIGR01263	NA	NA	NA	NA	NA	PIRSF009283	NA
maker-NQYR01000014.1-augustus-gene-0.20-mRNA-1	IPR008254	GO:0010181;GO:0016491;GO:0020037;GO:0051536;GO:0055114;GO:0003824;GO:0004783;GO:0008652;GO:0009337;GO:0050661;GO:0051539	PS50902	NA	PF00258;PF01077;PF03460;PF01855	KEGG: 00920+1.8.1.2|MetaCyc: PWY-6683	NA	PTHR19384;PTHR19384:SF93	NA	NA	NA	PS00365	NA	PR00369;PR00397	G3DSA:3.40.50.920;G3DSA:3.90.480.10;G3DSA:3.30.413.10;G3DSA:3.40.50.970;G3DSA:3.40.50.360	SSF56014;SSF52518;SSF55124;SSF52922;SSF52218	NA	NA	NA	NA	NA	MF_01540	NA	NA
maker-NQYR01000008.1-augustus-gene-4.39-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-TM	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-23.13-mRNA-1	IPR005352	GO:0016021	NA	NA	PF03694	NA	NA	PTHR15451	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000011.1-processed-gene-2.2-mRNA-1	IPR004217	GO:0042719;GO:0042721;GO:0045039	NA	NA	PF02953	Reactome: R-HSA-1268020	NA	PTHR10898:SF15;PTHR10898	NA	NA	NA	NA	NA	NA	G3DSA:1.10.287.810	SSF144122	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000009.1-processed-gene-13.16-mRNA-1	IPR034215	GO:0003676	PS50102	mobidb-lite	PF00076	NA	SM00360	PTHR44834	NA	NA	NA	NA	cd12383	NA	G3DSA:3.30.70.330	SSF54928	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000006.1-augustus-gene-14.2-mRNA-1	IPR006186	GO:0016787	NA	mobidb-lite	PF00149	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	SM00156	PTHR11668;PTHR11668:SF312	Coil	NA	NA	PS00125	cd07416	PR00114	G3DSA:3.60.21.10	SSF56300	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-15.32-mRNA-1	IPR036986	GO:0003723;GO:0005622;GO:0019843;GO:0003735;GO:0006412;GO:0015935	PS50889	mobidb-lite	PF00163;PF01479	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	SM00363;SM01390	PTHR11831:SF5;PTHR11831	NA	NA	NA	NA	cd00165	NA	G3DSA:3.10.290.10	SSF55174	TIGR01018	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000012.1-augustus-gene-3.32-mRNA-1	IPR015943	GO:0005515	NA	mobidb-lite	PF17034	NA	NA	PTHR16453:SF9;PTHR16453	NA	NA	NA	NA	NA	NA	G3DSA:2.130.10.10	SSF50978	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000004.1-processed-gene-6.23-mRNA-1	IPR005654	GO:0005524	NA	mobidb-lite	PF03969	NA	NA	PTHR12169;PTHR12169:SF6	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000002.1-augustus-gene-1.11-mRNA-1	IPR038970	GO:0016829;GO:0030246;GO:0005576;GO:0003824;GO:0005975	NA	NA	PF02278;PF08124	Reactome: R-HSA-2022923	NA	PTHR38481	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	G3DSA:2.70.98.10;G3DSA:1.50.10.100	SSF48230;SSF74650	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000005.1-processed-gene-10.25-mRNA-1	NA	NA	NA	NA	NA	NA	NA	PTHR42077	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-16.13-mRNA-1	IPR012675	GO:0005737;GO:0034227	NA	NA	PF09138	Reactome: R-HSA-6782315	NA	PTHR14986	NA	NA	NA	NA	NA	NA	G3DSA:3.10.20.30	SSF54285	NA	NA	NA	NA	NA	MF_03048	PIRSF037379	NA
maker-NQYR01000006.1-augustus-gene-5.8-mRNA-1	IPR037314	GO:0004518;GO:0006281	NA	NA	PF12246;PF00752;PF12247	NA	NA	PTHR11081:SF32;PTHR11081	NA	NA	NA	NA	cd09902	PR00853	G3DSA:3.40.50.1010	SSF88723	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000004.1-processed-gene-4.16-mRNA-1	IPR009072	GO:0046982;GO:0003677;GO:0000786;GO:0005634;GO:0006334	NA	mobidb-lite	NA	Reactome: R-HSA-1221632|Reactome: R-HSA-171306|Reactome: R-HSA-1912408|Reactome: R-HSA-201722|Reactome: R-HSA-212300|Reactome: R-HSA-2299718|Reactome: R-HSA-2559580|Reactome: R-HSA-2559582|Reactome: R-HSA-2559586|Reactome: R-HSA-3214815|Reactome: R-HSA-3214841|Reactome: R-HSA-3214842|Reactome: R-HSA-3214847|Reactome: R-HSA-3214858|Reactome: R-HSA-427359|Reactome: R-HSA-427389|Reactome: R-HSA-427413|Reactome: R-HSA-4551638|Reactome: R-HSA-5250924|Reactome: R-HSA-5334118|Reactome: R-HSA-5578749|Reactome: R-HSA-5617472|Reactome: R-HSA-5625886|Reactome: R-HSA-5693565|Reactome: R-HSA-5693571|Reactome: R-HSA-5693607|Reactome: R-HSA-606279|Reactome: R-HSA-69473|Reactome: R-HSA-73728|Reactome: R-HSA-73777|Reactome: R-HSA-8936459|Reactome: R-HSA-8939236|Reactome: R-HSA-9018519|Reactome: R-HSA-912446|Reactome: R-HSA-977225	SM00417	PTHR10484:SF0;PTHR10484	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	PS00047	cd00076	NA	G3DSA:1.10.20.10	SSF47113;SSF55729	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-18.36-mRNA-1	IPR032435	GO:0016020	NA	mobidb-lite	PF16200;PF01145	Reactome: R-HSA-8949664	SM00244	PTHR43327:SF10;PTHR43327	NA	NA	NA	NA	cd08829	PR00721	G3DSA:3.30.479.30	SSF117892	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000009.1-augustus-gene-3.33-mRNA-1	IPR005482	GO:0005524;GO:0046872	PS50975;PS50968;PS50979	NA	PF02785;PF00289;PF00364;PF02786	Reactome: R-HSA-196780|Reactome: R-HSA-3371599	SM00878	PTHR18866;PTHR18866:SF33	NA	NA	NA	PS00867	cd06850	NA	G3DSA:3.30.470.130;G3DSA:2.40.50.100	SSF52440;SSF51230;SSF56059;SSF51246	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-4.13-mRNA-1	IPR011108	GO:0005847;GO:0006378;GO:0006379	NA	mobidb-lite	PF07521;PF16661;PF13299;PF10996	Reactome: R-HSA-109688|Reactome: R-HSA-159231|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-77595	SM01027	PTHR11203:SF5;PTHR11203	NA	NA	NA	NA	cd16293	NA	G3DSA:3.60.15.10	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-10.1-mRNA-1	IPR000014	GO:0006355;GO:0008270;GO:0043565;GO:0005515;GO:0003700	PS50112;PS50114	mobidb-lite	PF00320;PF08447	Reactome: R-HSA-383280	SM00091;SM00401	PTHR10071:SF286;PTHR10071	Coil	NA	NA	PS00344	cd00130;cd00202	NA	G3DSA:3.30.450.20;G3DSA:3.30.50.10	SSF55785;SSF57716	TIGR00229	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-19.21-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-40.4-mRNA-1	IPR026992	GO:0016491;GO:0055114	PS51471	NA	PF14226;PF03171	NA	NA	PTHR10209:SF144;PTHR10209	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	G3DSA:2.60.120.330	SSF51197	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000006.1-processed-gene-22.13-mRNA-1	IPR011043	GO:0005515	NA	mobidb-lite	PF13415;PF13854;PF13418;PF01344	NA	SM00612	PTHR23244:SF401;PTHR23244	NA	NA	NA	NA	NA	NA	G3DSA:2.120.10.80	SSF50965;SSF117281	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000003.1-augustus-gene-24.5-mRNA-1	IPR006614	GO:0016021	NA	mobidb-lite	PF06398	NA	SM00693	PTHR31679:SF2;PTHR31679	Coil	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000005.1-processed-gene-15.4-mRNA-1	IPR024338	GO:0005262;GO:0098703	NA	NA	PF12929	NA	NA	PTHR39142	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-TM	SignalP-TM	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-24.40-mRNA-1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-11.7-mRNA-1	IPR029068	NA	NA	mobidb-lite	NA	NA	NA	PTHR35006;PTHR35006:SF3	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	G3DSA:3.10.180.10	SSF54593	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000005.1-processed-gene-11.25-mRNA-1	IPR005304	GO:0008168	NA	NA	PF03587	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	PTHR12636:SF5;PTHR12636	NA	NA	NA	NA	NA	NA	G3DSA:3.40.1280.10	SSF75217	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000005.1-augustus-gene-14.6-mRNA-1	IPR001401	GO:0003924;GO:0005525	PS51388;PS51718	mobidb-lite	PF01031;PF00350	NA	SM00053	PTHR11566:SF135;PTHR11566	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	cd08771	PR00195	G3DSA:3.40.50.300	SSF52540	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-3.4-mRNA-1	IPR036188	GO:0071949	NA	mobidb-lite	PF01494;PF07976	NA	NA	PTHR43004;PTHR43004:SF4	NA	NA	NA	NA	NA	PR00420	G3DSA:3.30.9.50;G3DSA:3.50.50.60;G3DSA:3.40.30.20	SSF51905;SSF54373	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000006.1-augustus-gene-13.24-mRNA-1	IPR020100	NA	NA	mobidb-lite	PF11034	NA	NA	PTHR38789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD055894
augustus_masked-NQYR01000003.1-processed-gene-12.13-mRNA-1	IPR019734	GO:0005515	PS50005;PS50293	NA	PF13844;PF13181;PF13374	KEGG: 00514+2.4.1.255|MetaCyc: PWY-7437|Reactome: R-HSA-3214847|Reactome: R-HSA-5689603	SM00028	PTHR44998	Coil	NA	NA	NA	NA	NA	G3DSA:3.40.50.11380;G3DSA:1.25.40.10	SSF48452	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000004.1-augustus-gene-5.33-mRNA-1	IPR003874	GO:0006270	NA	mobidb-lite	PF02724	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-539107|Reactome: R-HSA-68962	NA	PTHR10507	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000012.1-processed-gene-11.16-mRNA-1	IPR004810	GO:0006189;GO:0008864;GO:0009058;GO:0016742	NA	NA	PF00551	KEGG: 00630+3.5.1.10|KEGG: 00670+3.5.1.10|MetaCyc: PWY-2201|MetaCyc: PWY-5497|MetaCyc: PWY-7909	NA	PTHR42706	NA	NA	NA	NA	cd08648	PR01575	G3DSA:3.40.50.170	SSF53328	NA	NA	NA	NA	NA	NA	PIRSF036480	NA
maker-NQYR01000005.1-augustus-gene-7.27-mRNA-1	IPR036249	GO:0016491	NA	NA	PF08534	Reactome: R-HSA-3299685|Reactome: R-HSA-5628897	NA	PTHR10430:SF28;PTHR10430	NA	NA	NA	NA	cd03013	NA	G3DSA:3.40.30.10	SSF52833	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-7.41-mRNA-1	IPR005810	GO:0003824;GO:0048037	NA	NA	PF02629;PF00549	KEGG: 00020+6.2.1.5|KEGG: 00640+6.2.1.5|KEGG: 00660+6.2.1.5|KEGG: 00720+6.2.1.5|MetaCyc: PWY-5392|MetaCyc: PWY-5537|MetaCyc: PWY-5538|MetaCyc: PWY-5690|MetaCyc: PWY-5913|MetaCyc: PWY-6728|MetaCyc: PWY-6969|MetaCyc: PWY-7384|Reactome: R-HSA-71403	SM00881	PTHR11117;PTHR11117:SF2	NA	NA	NA	PS00399;PS01216	NA	PR01798	G3DSA:3.40.50.720;G3DSA:3.40.50.261	SSF52210;SSF51735	TIGR01019	NA	NA	NA	NA	MF_01988	PIRSF001553	NA
augustus_masked-NQYR01000004.1-processed-gene-4.0-mRNA-1	IPR013087	GO:0003676	PS50157	mobidb-lite	PF00096	NA	SM00355	PTHR14596:SF65;PTHR14596	NA	NA	NA	PS00028	NA	NA	G3DSA:3.30.160.60	SSF57667	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000003.1-processed-gene-4.55-mRNA-1	IPR008972	GO:0009055	PS51485	NA	PF02298	NA	NA	PTHR34883;PTHR34883:SF3	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	G3DSA:2.60.40.420	SSF49503	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-2.27-mRNA-1	IPR005065	GO:0003847;GO:0016042	NA	mobidb-lite	PF03403	KEGG: 00565+3.1.1.47	NA	PTHR10272:SF11;PTHR10272	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000001.1-augustus-gene-39.4-mRNA-1	IPR002838	NA	NA	mobidb-lite	PF01987	NA	NA	PTHR31801	Coil	NA	NA	NA	NA	NA	G3DSA:3.60.160.10	SSF51219	TIGR00266	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000010.1-processed-gene-14.14-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-TM	NA	NA	NA	NA
maker-NQYR01000008.1-augustus-gene-12.29-mRNA-1	IPR014848		NA	mobidb-lite	PF08737	Reactome: R-HSA-6811438|Reactome: R-HSA-6811440|Reactome: R-HSA-8876198	NA	PTHR12507	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYR01000007.1-augustus-gene-6.38-mRNA-1	IPR002293	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	NA	mobidb-lite	PF00324	NA	NA	PTHR43341:SF9;PTHR43341	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	PS00218	NA	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	NA	NA	PIRSF006060	NA
maker-NQYR01000014.1-augustus-gene-1.6-mRNA-1	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	NA	PF00067	NA	NA	PTHR24305;PTHR24305:SF107	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	PS00086	NA	PR00385;PR00463	G3DSA:1.10.630.10	SSF48264	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000012.1-processed-gene-10.12-mRNA-1	IPR023574	GO:0003735;GO:0005840;GO:0006412	NA	mobidb-lite	PF00573	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	PTHR10746:SF6;PTHR10746	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	G3DSA:3.40.1370.10	SSF52166	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000007.1-processed-gene-2.1-mRNA-1	IPR012947	GO:0004812;GO:0005524;GO:0043039;GO:0000166	NA	NA	PF07973	NA	SM00863	PTHR43462;PTHR43462:SF2	NA	NA	NA	NA	NA	NA	G3DSA:3.30.980.10;G3DSA:2.40.30.130	SSF50447;SSF55186	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYR01000008.1-processed-gene-7.10-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
