Gene	MobiDBLite	interpro	Pfam	CDD	ProSiteProfiles	GO	SUPERFAMILY	SMART	Gene3D	PANTHER	PATHWAY	PIRSF	ProSitePatterns	Phobius	TMHMM	PRINTS	Coils	Hamap	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	TIGRFAM	ProDom	SFLD
maker-NODE_414_length_21774_cov_35.314501-snap-gene-0.4-mRNA-1	mobidb-lite	IPR000904	PF01369	cd00171	PS50190;PS50003	GO:0005086;GO:0032012	SSF48425;SSF50729	SM00222	G3DSA:2.30.29.30;G3DSA:1.10.1000.11	PTHR10663;PTHR10663:SF311	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_99_length_71181_cov_35.248501-processed-gene-0.161-mRNA-1	NA	IPR002026	PF00547;PF01979;PF00449;PF00699	cd00407;cd00375;cd00390	PS51368	GO:0016151;GO:0043419;GO:0016810;GO:0006807;GO:0009039;GO:0016787	SSF54111;SSF51338;SSF51556;SSF51278	NA	G3DSA:2.10.150.10;G3DSA:3.20.20.140;G3DSA:2.30.40.10;G3DSA:3.30.280.10	PTHR43440	KEGG: 00220+3.5.1.5|KEGG: 00230+3.5.1.5|KEGG: 00791+3.5.1.5|MetaCyc: PWY-5704	PIRSF001222	PS01120;PS00145	NA	NA	PR01752	NA	MF_01953	NA	NA	NA	TIGR00193;TIGR00192;TIGR01792	PD002319	NA
augustus_masked-NODE_84_length_76021_cov_36.153728-processed-gene-0.153-mRNA-1	mobidb-lite	IPR002563	PF01613	NA	NA	GO:0010181;GO:0048037	SSF50475	SM00903	G3DSA:2.30.110.10	PTHR33798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_25_length_117599_cov_37.425037-processed-gene-0.90-mRNA-1	NA	IPR001171	PF01222	NA	NA	GO:0016020;GO:0016628;GO:0055114	NA	NA	NA	PTHR21257;PTHR21257:SF17	NA	NA	PS01018;PS01017	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_275_length_36923_cov_35.569410-augustus-gene-0.75-mRNA-1	mobidb-lite	IPR036374	PF00173;PF00970;PF00174;PF03404;PF00175	cd06183	PS51384;PS50255	GO:0042128;GO:0016491;GO:0055114;GO:0030151	SSF52343;SSF55856;SSF81296;SSF56524;SSF63380	SM01117	G3DSA:3.90.420.10;G3DSA:2.60.40.650;G3DSA:3.40.50.80;G3DSA:3.10.120.10;G3DSA:2.40.30.10	PTHR43112:SF5;PTHR43112	Reactome: R-HSA-1614517	NA	NA	NA	NA	PR00406;PR00407	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_134_length_60697_cov_33.077398-snap-gene-0.104-mRNA-1	NA	IPR001619	PF00995	NA	NA	GO:0006904;GO:0016192	SSF56815	NA	G3DSA:1.25.40.850;G3DSA:3.90.830.10;G3DSA:3.40.50.2060;G3DSA:3.40.50.1910	PTHR11679;PTHR11679:SF1	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_368_length_26485_cov_38.698384-augustus-gene-0.62-mRNA-1	mobidb-lite	IPR015404	PF09325;PF00787	cd06891	NA	GO:0035091;GO:0015031;GO:0030904;GO:0042147	SSF64268	SM00312	G3DSA:1.20.1270.60;G3DSA:3.30.1520.10	PTHR10555;PTHR10555:SF136	NA	PIRSF011791	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_279_length_36437_cov_37.384440-snap-gene-0.72-mRNA-1	NA	IPR007905	PF05241	NA	PS51751	GO:0016021;GO:0016125;GO:0047750	NA	NA	NA	PTHR14207:SF0;PTHR14207	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_91_length_73740_cov_37.654708-protein2genome-gene-0.58-mRNA-1	NA	IPR018271	PF00253	NA	NA	GO:0003735;GO:0005840;GO:0006412;GO:0008270;GO:0003723;GO:0015935;GO:0005622	NA	NA	G3DSA:4.10.830.10	PTHR12010:SF2;PTHR12010	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PS00527	NA	NA	NA	NA	MF_01364_A	NA	NA	NA	NA	NA	NA
maker-NODE_242_length_40891_cov_37.430895-snap-gene-0.98-mRNA-1	mobidb-lite	IPR032460	PF11935	NA	NA		SSF48371	NA	G3DSA:1.25.10.10	PTHR15245:SF20;PTHR15245	Reactome: R-HSA-109688|Reactome: R-HSA-159231|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-77595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_493_length_15178_cov_37.190419-augustus-gene-0.20-mRNA-1	mobidb-lite	IPR019791	PF03098	cd09817	PS50292	GO:0031408;GO:0016491;GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004601;GO:0006979	SSF48113;SSF48264	NA	G3DSA:1.10.640.10;G3DSA:1.10.630.10	PTHR11903:SF13;PTHR11903	KEGG: 00591+1.13.11.60	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	PR00457	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_91_length_73740_cov_37.654708-augustus-gene-0.159-mRNA-1	NA	IPR033720	PF03143;PF00009;PF03144	cd03697;cd01884;cd03707	PS51722	GO:0005525;GO:0003924;GO:0003746;GO:0005622;GO:0006414	SSF50447;SSF52540;SSF50465	NA	G3DSA:2.40.30.10;G3DSA:3.40.50.300	PTHR43721:SF5;PTHR43721	Reactome: R-HSA-5389840	NA	PS00301	NA	NA	PR00315	NA	MF_00118_B	NA	NA	NA	TIGR00231;TIGR00485	NA	NA
snap_masked-NODE_28_length_112028_cov_36.248979-processed-gene-0.200-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_28_length_112028_cov_36.248979-processed-gene-0.194-mRNA-1	mobidb-lite	IPR009644	PF04991	NA	NA	NA	NA	NA	NA	PTHR15407:SF32;PTHR15407	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	Coil	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
maker-NODE_244_length_40674_cov_38.520088-snap-gene-0.20-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_422_length_20753_cov_35.455251-processed-gene-0.5-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_452_length_18554_cov_38.599392-augustus-gene-0.26-mRNA-1	mobidb-lite	IPR010699	PF06912	NA	NA	NA	NA	NA	NA	PTHR37488:SF1;PTHR37488	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_705_length_5782_cov_31.732449-augustus-gene-0.17-mRNA-1	NA	IPR001251	PF00650;PF03765	cd00170	PS50191	NA	SSF52087;SSF46938	SM00516;SM01100	G3DSA:1.10.8.20;G3DSA:3.40.525.10	PTHR23324;PTHR23324:SF56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_316_length_31619_cov_34.663883-snap-gene-0.4-mRNA-1	mobidb-lite	IPR029005	PF01803	NA	NA	NA	NA	NA	NA	PTHR10378;PTHR10378:SF12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_94_length_72257_cov_35.359836-processed-gene-0.111-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	Coil	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-NODE_29_length_111880_cov_31.419201-snap-gene-0.9-mRNA-1	mobidb-lite	IPR011333	NA	NA	NA	NA	SSF54695	NA	NA	PTHR13384;PTHR13384:SF16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_165666_cov_36.479669-snap-gene-0.1-mRNA-1	NA	IPR036789	PF00347	NA	NA	GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:0005622	SSF56053	NA	G3DSA:3.90.930.12	PTHR11655:SF16;PTHR11655	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PIRSF002162	PS00700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_233_length_42163_cov_16.084023-processed-gene-0.4-mRNA-1	NA	IPR001650	PF00271;PF08658;PF00176	cd00079;cd00046	PS51194;PS51192	GO:0016817;GO:0005524	SSF52540	SM00487;SM00490	G3DSA:1.20.120.850;G3DSA:3.40.50.300;G3DSA:3.40.50.10810	PTHR10799:SF889;PTHR10799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_259_length_39261_cov_31.831604-snap-gene-0.2-mRNA-1	mobidb-lite	IPR036875	PF00098	NA	PS50158	GO:0003676;GO:0008270	SSF57756	SM00343	G3DSA:4.10.60.10	PTHR23002;PTHR23002:SF96	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_434_length_19554_cov_33.866577-snap-gene-0.19-mRNA-1	mobidb-lite	IPR036322	NA	NA	NA	GO:0005515	SSF50978	SM00320	NA	PTHR15052	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_305_length_32906_cov_29.584978-processed-gene-0.9-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	PTHR42111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_24_length_121959_cov_36.964156-snap-gene-0.310-mRNA-1	mobidb-lite	IPR007268	PF04139	NA	NA	GO:0000077;GO:0030896;GO:0006281	SSF55979	NA	G3DSA:3.70.10.10	PTHR15237:SF0;PTHR15237	Reactome: R-HSA-176187|Reactome: R-HSA-5685938|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473	PIRSF009303	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_8_length_167923_cov_38.027516-augustus-gene-0.302-mRNA-1	mobidb-lite	IPR000763	PF00141	cd08200;cd00649	PS50873	GO:0004096;GO:0004601;GO:0006979;GO:0020037;GO:0055114	SSF48113	NA	G3DSA:1.10.520.10;G3DSA:1.10.420.10;G3DSA:1.10.420.20	PTHR30555;PTHR30555:SF0	KEGG: 00360+1.11.1.21|KEGG: 00380+1.11.1.21|KEGG: 00940+1.11.1.21|KEGG: 00983+1.11.1.21|MetaCyc: PWY-5506	NA	PS00435;PS00436	NA	NA	PR00460;PR00458	NA	MF_01961	NA	NA	NA	TIGR00198	NA	NA
augustus_masked-NODE_1_length_241248_cov_39.503158-processed-gene-1.6-mRNA-1	NA	IPR013078	PF00300	cd07040	NA	NA	SSF53254	SM00855	G3DSA:3.40.50.1240	PTHR16469:SF27;PTHR16469	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_353_length_27945_cov_31.874470-augustus-gene-0.43-mRNA-1	NA	IPR001567	PF01432	cd06455	NA	GO:0004222;GO:0006508;GO:0008237	SSF55486	NA	G3DSA:1.20.1050.40;G3DSA:1.10.1370.10;G3DSA:3.40.390.10	PTHR11804;PTHR11804:SF40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_711_length_5627_cov_38.297273-snap-gene-0.3-mRNA-1	mobidb-lite	IPR000504	PF00076	cd12265	PS50102	GO:0003676;GO:0000398	SSF54928	SM00360	G3DSA:3.30.70.330	PTHR14089:SF6;PTHR14089	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_8_length_167923_cov_38.027516-processed-gene-0.69-mRNA-1	NA	IPR017972	PF00067	NA	NA	GO:0016705;GO:0055114;GO:0005506;GO:0020037;GO:0004497	SSF48264	NA	G3DSA:1.10.630.10	PTHR24305:SF102;PTHR24305	NA	NA	PS00086	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	PR00385;PR00465	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_81_length_77431_cov_38.103151-processed-gene-0.168-mRNA-1	mobidb-lite	IPR011205	PF11443	NA	NA	NA	NA	NA	NA	PTHR31373;PTHR31373:SF0	NA	PIRSF015417	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_170_length_52370_cov_34.307812-snap-gene-0.28-mRNA-1	mobidb-lite	IPR016181	PF01853	NA	PS51726	GO:0004402;GO:0006355;GO:0016573	SSF55729	NA	G3DSA:3.40.630.30	PTHR10615;PTHR10615:SF114	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_5_length_190499_cov_41.442738-processed-gene-0.432-mRNA-1	NA	IPR029062	PF01965	cd03141	NA		SSF52317	NA	G3DSA:3.40.50.880	PTHR43824;PTHR43824:SF3	Reactome: R-HSA-3899300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_234_length_42102_cov_35.996045-processed-gene-0.95-mRNA-1	mobidb-lite	IPR037651	NA	NA	NA	GO:0000812;GO:0006338;GO:0043486	NA	NA	NA	PTHR28108	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_175_length_51735_cov_43.016800-snap-gene-0.4-mRNA-1	mobidb-lite	IPR036259	PF00083	cd06174	PS50850	GO:0016021;GO:0022857;GO:0055085	SSF103473	NA	G3DSA:1.20.1250.20	PTHR23500:SF145;PTHR23500	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_297_length_34493_cov_32.130129-processed-gene-0.14-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_35_length_101218_cov_37.157027-processed-gene-0.14-mRNA-1	mobidb-lite	IPR009311	NA	NA	NA	GO:0016021	NA	NA	NA	PTHR16932;PTHR16932:SF18	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_524_length_13207_cov_34.853135-processed-gene-0.4-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	PTHR13856:SF91;PTHR13856	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	Coil	NA	SignalP-TM	NA	NA	NA	NA	NA
snap_masked-NODE_227_length_42537_cov_36.143245-processed-gene-0.6-mRNA-1	mobidb-lite	IPR034001	PF01061;PF14510;PF06422;PF00005	cd03233;cd03232	PS50893	GO:0016020;GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	SSF52540	SM00382	G3DSA:3.40.50.300	PTHR19241:SF324;PTHR19241	Reactome: R-HSA-1369062	NA	PS00211	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_23_length_123518_cov_33.267386-processed-gene-0.58-mRNA-1	NA	IPR020846	PF07690	cd06174	PS50850	GO:0016021;GO:0055085	SSF103473	NA	G3DSA:1.20.1250.20	PTHR43791:SF4;PTHR43791	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_338_length_28785_cov_35.664631-snap-gene-0.17-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	PTHR37538:SF3;PTHR37538	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_138_length_59445_cov_39.617182-snap-gene-0.60-mRNA-1	NA	IPR016135	PF00179	cd00195	PS50127	GO:0019789	SSF54495	SM00212	G3DSA:3.10.110.10	PTHR43927;PTHR43927:SF1	Reactome: R-HSA-1221632|Reactome: R-HSA-196791|Reactome: R-HSA-3065678|Reactome: R-HSA-3108214|Reactome: R-HSA-3232118|Reactome: R-HSA-3232142|Reactome: R-HSA-3899300|Reactome: R-HSA-4085377|Reactome: R-HSA-4090294|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-4655427|Reactome: R-HSA-4755510|Reactome: R-HSA-5693565|Reactome: R-HSA-5693607|Reactome: R-HSA-5696395|Reactome: R-HSA-8866904	NA	PS00183	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
maker-NODE_18_length_134355_cov_36.180342-augustus-gene-0.64-mRNA-1	mobidb-lite	IPR018149	PF00152;PF01336	cd00775;cd04322	PS50862	GO:0000166;GO:0004824;GO:0005524;GO:0005737;GO:0006430;GO:0004812;GO:0006418;GO:0003676	SSF50249;SSF55681	NA	G3DSA:2.40.50.140;G3DSA:3.30.930.10	PTHR42918:SF3;PTHR42918	KEGG: 00970+6.1.1.6|Reactome: R-HSA-2408517|Reactome: R-HSA-379716|Reactome: R-HSA-379726	PIRSF039101	NA	NA	NA	PR00982	Coil	MF_00252	NA	NA	NA	TIGR00499	NA	NA
augustus_masked-NODE_18_length_134355_cov_36.180342-processed-gene-0.48-mRNA-1	NA	IPR039769	PF08241;PF12589	cd02440	NA	GO:0016435;GO:0070476;GO:0008168	SSF53335	NA	G3DSA:3.40.50.150	PTHR12734	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_249_length_40381_cov_35.993144-augustus-gene-0.5-mRNA-1	NA	IPR005248	PF01467	NA	NA	GO:0009435;GO:0016779;GO:0003824;GO:0009058	SSF52374	NA	G3DSA:3.40.50.620	PTHR12039	KEGG: 00760+2.7.7.18|MetaCyc: PWY-5381|MetaCyc: PWY-5653|MetaCyc: PWY-7761|Reactome: R-HSA-196807	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	TIGR00482	NA	NA
maker-NODE_31_length_106463_cov_35.848358-augustus-gene-0.6-mRNA-1	NA	IPR000834	PF00246	cd06248	NA	GO:0004181;GO:0006508;GO:0008270	SSF54897;SSF53187	SM00631	G3DSA:3.40.630.10;G3DSA:3.30.70.340	PTHR11705;PTHR11705:SF115	NA	NA	PS00132	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	PR00765	NA	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
maker-NODE_367_length_26497_cov_36.970155-augustus-gene-0.85-mRNA-1	mobidb-lite	IPR001623	PF00226	cd06257	PS50076	NA	SSF46565	SM00271	G3DSA:1.10.287.110	PTHR44145	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	PR00625	NA	NA	SignalP-TM	SignalP-noTM	NA	NA	NA	NA
maker-NODE_132_length_60848_cov_33.530163-snap-gene-0.72-mRNA-1	mobidb-lite	IPR007219	PF04082;PF00172	cd12148;cd00067	PS50048	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	SSF57701	SM00906;SM00066	G3DSA:4.10.240.10	PTHR31313;PTHR31313:SF4	NA	NA	PS00463	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_13_length_146625_cov_36.210549-processed-gene-0.343-mRNA-1	mobidb-lite	IPR019446	PF10354	NA	NA	NA	NA	NA	NA	PTHR11538;PTHR11538:SF26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_177_length_51103_cov_37.785350-augustus-gene-0.0-mRNA-1	mobidb-lite	IPR032098	PF16076;PF01553	cd07990	NA	GO:0016746	SSF69593	SM00563	NA	PTHR10983;PTHR10983:SF16	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|Reactome: R-HSA-1483166	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_122_length_64132_cov_34.722100-snap-gene-0.3-mRNA-1	mobidb-lite	IPR027417	PF13087;PF13086;PF16399	NA	NA	GO:0000398;GO:0005681	SSF52540	NA	G3DSA:3.40.50.300	PTHR10887;PTHR10887:SF5	Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-72163	PIRSF038901	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_4_length_210447_cov_38.566917-processed-gene-1.184-mRNA-1	NA	IPR009799	PF07110;PF06500	NA	NA	NA	SSF54909;SSF53474	NA	G3DSA:3.40.50.1820;G3DSA:1.20.1440.110	PTHR17630:SF73;PTHR17630	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_451_length_18711_cov_34.950764-augustus-gene-0.1-mRNA-1	NA	IPR021858	PF11951;PF00172	cd00067	PS50048	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	SM00066	G3DSA:4.10.240.10	PTHR31263:SF23;PTHR31263	NA	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_254_length_39956_cov_32.401140-processed-gene-0.8-mRNA-1	NA	IPR013087	PF12874	NA	PS50157	GO:0003676	SSF57667	SM00355	G3DSA:3.30.160.60	PTHR14596:SF60;PTHR14596	NA	NA	PS00028	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_311_length_32077_cov_36.114898-augustus-gene-0.105-mRNA-1	mobidb-lite	IPR012948	PF04950;PF08142	NA	PS51714	GO:0005634;GO:0042254	NA	SM00785;SM01362	NA	PTHR12858:SF1;PTHR12858	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_29_length_111880_cov_31.419201-augustus-gene-0.235-mRNA-1	mobidb-lite	IPR016181	PF00583	cd04301	PS51186	NA	SSF55729	NA	G3DSA:3.40.630.30	PTHR23091:SF71;PTHR23091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_11_length_151757_cov_36.540520-processed-gene-0.34-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	PTHR40641;PTHR40641:SF2	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_376_length_24978_cov_22.124583-processed-gene-0.5-mRNA-1	mobidb-lite	IPR027417	PF01926	NA	NA	GO:0005525	SSF52540	NA	G3DSA:3.40.50.300;G3DSA:1.10.1580.10	PTHR11089;PTHR11089:SF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_376_length_24978_cov_22.124583-processed-gene-0.2-mRNA-1	mobidb-lite	IPR027417	PF01926	NA	NA	GO:0005525	SSF52540	NA	G3DSA:3.40.50.300;G3DSA:1.10.1580.10	PTHR11089;PTHR11089:SF4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_74_length_80692_cov_33.216434-processed-gene-0.22-mRNA-1	NA	IPR001884	NA	cd04469	NA	GO:0003723;GO:0003746;GO:0043022;GO:0045901	SSF50104;SSF50249	NA	G3DSA:2.40.50.140;G3DSA:2.30.30.30	PTHR11673:SF12;PTHR11673	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_74_length_80692_cov_33.216434-processed-gene-0.3-mRNA-1	NA	IPR036388	PF00891	NA	PS51683	GO:0008168;GO:0008171	SSF46785;SSF53335	NA	G3DSA:3.40.50.150;G3DSA:1.10.10.10	PTHR43712;PTHR43712:SF5	NA	PIRSF005739	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_66_length_84628_cov_38.759151-processed-gene-0.83-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
