Gene	Gene3D	interpro	PIRSF	Pfam	CDD	MobiDBLite	GO	PATHWAY	SUPERFAMILY	TIGRFAM	ProSitePatterns	ProSiteProfiles	SMART	PRINTS	Coils	Hamap	SFLD
maker-WWCI01000004.1-augustus-gene-14.3-mRNA-1	G3DSA:1.10.1170.10	IPR001370	NA	PF00653	cd00022	mobidb-lite	GO:0000785;GO:0003677;GO:0005634;GO:0006355	Reactome: R-HSA-2559584	SSF57924	NA	NA	PS50143	SM00384;SM00238	PR00930;PR00929	Coil	NA	NA
maker-WWCI01000005.1-augustus-gene-14.62-mRNA-1	G3DSA:3.60.130.10	IPR003819	NA	PF02668	NA	NA	GO:0016491;GO:0055114	Reactome: R-HSA-71262	SSF51197	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-17.37-mRNA-1	G3DSA:1.20.58.610	IPR013874	NA	PF08565;PF03234;PF08564	NA	mobidb-lite	GO:0019901	Reactome: R-HSA-1227986|Reactome: R-HSA-1236382|Reactome: R-HSA-5637810|Reactome: R-HSA-8863795	SSF101391	NA	NA	NA	SM01070;SM01069;SM01071	NA	Coil	NA	NA
maker-WWCI01000006.1-augustus-gene-29.42-mRNA-1	G3DSA:3.30.70.330	IPR012677	NA	PF00076	cd12669	mobidb-lite	GO:0003676	NA	SSF54928	NA	NA	PS50102	SM00360	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-29.28-mRNA-1	NA	IPR018628	NA	PF09813	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-5.82-mRNA-1	NA	IPR001107	NA	PF01145	cd03399	NA	NA	NA	SSF117892	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000002.1-augustus-gene-7.39-mRNA-1	G3DSA:2.130.10.10;G3DSA:3.40.50.300	IPR007111	NA	PF05729;PF00400	cd00200	NA	GO:0005515	NA	SSF52540;SSF50960;SSF50978	NA	PS00678	PS50837;PS50082;PS50294	SM00320	PR00320	Coil	NA	NA
maker-WWCI01000007.1-snap-gene-21.50-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-8.23-mRNA-1	G3DSA:1.20.58.1130;G3DSA:1.20.1420.30	IPR004798	NA	PF01699	NA	mobidb-lite	GO:0006816;GO:0015369;GO:0016021;GO:0055085;GO:0006812;GO:0008324	Reactome: R-HSA-425561	NA	TIGR00378;TIGR00846	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000003.1-processed-gene-41.40-mRNA-1	NA	IPR006913	NA	PF04828	NA	NA	GO:0016846	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	SSF51316	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-47.38-mRNA-1	G3DSA:3.40.50.80	IPR013130	NA	PF01794;PF08030;PF08022	cd06186	NA	GO:0016491;GO:0055114;GO:0016020	NA	SSF52343;SSF63380	NA	NA	PS51384	NA	PR00466	NA	NA	SFLDS00052;SFLDG01168
augustus_masked-WWCI01000006.1-processed-gene-24.55-mRNA-1	G3DSA:3.40.50.1820	IPR029058	NA	PF00561	NA	NA	GO:0006508;GO:0008233	KEGG: 00330+3.4.11.5	SSF53474	NA	NA	NA	NA	PR00793	NA	NA	NA
maker-WWCI01000005.1-augustus-gene-41.38-mRNA-1	G3DSA:1.10.630.10	IPR036396	NA	PF00067	NA	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	SSF48264	NA	NA	NA	NA	PR00463	NA	NA	NA
maker-WWCI01000002.1-snap-gene-28.6-mRNA-1	G3DSA:3.50.30.30;G3DSA:3.40.630.10;G3DSA:1.20.930.40	IPR007484	NA	PF04389;PF04253;PF02225	cd08022;cd02121	NA	NA	NA	SSF52025;SSF53187;SSF47672	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000005.1-snap-gene-0.14-mRNA-1	G3DSA:3.30.559.10;G3DSA:3.30.559.30	IPR023213	NA	PF00668	NA	NA		Reactome: R-HSA-389661	SSF52777	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000004.1-processed-gene-13.101-mRNA-1	G3DSA:3.30.559.10	IPR023213	NA	PF02458	NA	NA	GO:0016747	Reactome: R-HSA-389661	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-augustus-gene-59.69-mRNA-1	G3DSA:3.40.50.720	IPR002347	NA	PF00106	NA	mobidb-lite	NA	NA	SSF51735	NA	NA	NA	NA	PR00081	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-30.56-mRNA-1	NA	IPR024316	NA	PF12716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-6.21-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000008.1-processed-gene-0.81-mRNA-1	G3DSA:2.40.10.120;G3DSA:3.10.28.20;G3DSA:2.60.120.580	IPR004304	NA	PF03069	NA	NA	GO:0016811	NA	SSF141130	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-17.34-mRNA-1	G3DSA:3.30.40.10	IPR001841	NA	PF17121;PF06391	NA	NA	GO:0005675;GO:0006289;GO:0045737;GO:0061575	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-69202|Reactome: R-HSA-69231|Reactome: R-HSA-69273|Reactome: R-HSA-69656|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8939236	SSF57850	TIGR00570	PS00518	PS50089	NA	NA	Coil	NA	NA
maker-WWCI01000004.1-snap-gene-24.6-mRNA-1	G3DSA:3.40.30.10	IPR002109	NA	PF00462;PF00085	cd02984;cd03028	mobidb-lite	GO:0009055;GO:0015035;GO:0045454	NA	SSF52833	NA	NA	PS51352;PS51354	NA	NA	NA	NA	NA
snap_masked-WWCI01000004.1-processed-gene-37.119-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-5.11-mRNA-1	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	IPR027417	NA	PF00005;PF00664	cd03244;cd18579;cd18580	NA	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	NA	SSF52540;SSF90123	NA	PS00211	PS50929;PS50893	SM00382	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-45.54-mRNA-1	G3DSA:3.10.110.10	IPR023313	NA	PF00179	cd00195	NA		MetaCyc: PWY-7511|Reactome: R-HSA-983168	SSF54495	NA	PS00183	PS50127	SM00212	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-68.34-mRNA-1	G3DSA:3.10.580.10	IPR000644	NA	PF00571	cd04618;cd04641	mobidb-lite	NA	NA	SSF54631	NA	NA	PS51371	SM00116	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-32.55-mRNA-1	G3DSA:2.40.30.10;G3DSA:3.40.50.360;G3DSA:3.40.50.80;G3DSA:1.20.990.10	IPR023208	PIRSF000208	PF00258;PF00667;PF00175	cd06204	NA	GO:0003958;GO:0055114;GO:0016491;GO:0010181	Reactome: R-HSA-211897	SSF63380;SSF52343;SSF52218	NA	NA	PS50902;PS51384	NA	PR00371;PR00369	NA	MF_03212	NA
snap_masked-WWCI01000005.1-processed-gene-14.36-mRNA-1	G3DSA:3.30.40.10	IPR013083	NA	PF13639	NA	mobidb-lite	NA	NA	SSF57850	NA	NA	PS50089	NA	NA	NA	NA	NA
maker-WWCI01000002.1-augustus-gene-24.74-mRNA-1	NA	IPR009348	NA	PF06218	NA	NA		Reactome: R-HSA-9639288	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000001.1-processed-gene-42.46-mRNA-1	G3DSA:1.20.1740.10	IPR002293	PIRSF006060	PF13520	NA	NA	GO:0016020;GO:0022857;GO:0055085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-36.40-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000003.1-processed-gene-22.51-mRNA-1	G3DSA:3.40.50.150	IPR029063	NA	PF13489	cd02440	mobidb-lite	NA	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000004.1-processed-gene-45.65-mRNA-1	G3DSA:3.20.20.80	IPR017853	NA	PF16862	NA	NA		KEGG: 00040+3.2.1.31|KEGG: 00531+3.2.1.31|KEGG: 00860+3.2.1.31|KEGG: 00944+3.2.1.31|KEGG: 00983+3.2.1.31|MetaCyc: PWY-7247|MetaCyc: PWY-7445	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-17.85-mRNA-1	G3DSA:1.10.287.370	IPR016661	PIRSF016477	PF01920	NA	mobidb-lite	GO:0006457;GO:0016272;GO:0051082	Reactome: R-HSA-389957	SSF46579	NA	NA	NA	NA	NA	Coil	NA	NA
snap_masked-WWCI01000004.1-processed-gene-44.26-mRNA-1	NA	NA	NA	NA	cd17502	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-47.101-mRNA-1	NA	IPR007599	NA	PF04511	NA	mobidb-lite		Reactome: R-HSA-382556|Reactome: R-HSA-5678895	SSF144091	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-23.26-mRNA-1	G3DSA:4.10.240.10	IPR007219	NA	PF04082	cd12148;cd00067	mobidb-lite	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	SSF57701	NA	NA	NA	SM00906;SM00066	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-6.90-mRNA-1	G3DSA:2.70.98.10;G3DSA:1.20.1610.10;G3DSA:1.20.1050.60;G3DSA:3.30.2080.10	IPR014718	NA	PF17678;PF07971	NA	NA	GO:0030246;GO:0003824	NA	SSF48208	TIGR01180	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000003.1-augustus-gene-3.61-mRNA-1	NA	IPR000210	NA	NA	cd18314	NA	GO:0005515	NA	SSF54695	NA	NA	PS50097	NA	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-31.30-mRNA-1	G3DSA:2.130.10.10	IPR015943	NA	PF00400;PF12894	NA	mobidb-lite	GO:0005515	NA	SSF50978	NA	PS00678	PS50294;PS50082	SM00320	NA	NA	NA	NA
augustus_masked-WWCI01000007.1-processed-gene-20.35-mRNA-1	G3DSA:2.30.30.770	IPR041991	NA	PF01777	cd06090	NA	GO:0003735;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	SSF50104	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-26.12-mRNA-1	G3DSA:3.40.850.10	IPR001752	NA	PF00225;PF13931	cd01364	mobidb-lite	GO:0003777;GO:0005524;GO:0007018;GO:0008017	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	SSF52540	NA	PS00411	PS50067	SM00129	PR00380	Coil	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-38.75-mRNA-1	G3DSA:3.40.50.150	IPR025714	NA	PF13847	cd02440	NA	NA	NA	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000003.1-processed-gene-41.30-mRNA-1	G3DSA:1.25.40.20	IPR036770	NA	PF12796	NA	mobidb-lite	GO:0005515	NA	SSF48403	NA	NA	PS50088;PS50297	SM00248	PR01415	NA	NA	NA
snap_masked-WWCI01000007.1-processed-gene-42.4-mRNA-1	G3DSA:3.50.50.60;G3DSA:1.10.1220.110;G3DSA:4.10.450.10;G3DSA:3.30.410.40	IPR007867	PIRSF000137	PF05199;PF00732	NA	NA	GO:0016614;GO:0055114;GO:0050660	Reactome: R-HSA-6798163	SSF54373;SSF51905	NA	PS00624	PS51257	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-8.88-mRNA-1	G3DSA:3.30.200.20;G3DSA:1.10.510.10	IPR017441	NA	PF00069	cd14134	mobidb-lite	GO:0005524;GO:0004672;GO:0006468	NA	SSF56112	NA	PS00107;PS00108	PS50011	SM00220	NA	NA	NA	NA
maker-WWCI01000007.1-augustus-gene-2.86-mRNA-1	NA	IPR041677	NA	PF13086;PF13087	cd18808;cd17936	NA	NA	NA	SSF52540	NA	NA	NA	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-28.31-mRNA-1	NA	IPR008688	NA	PF05405	NA	NA	GO:0000276;GO:0015078;GO:0015986	Reactome: R-HSA-163210|Reactome: R-HSA-8949613	SSF161060	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-24.69-mRNA-1	NA	IPR009571	NA	PF06687	NA	NA	GO:0005886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000005.1-processed-gene-48.91-mRNA-1	G3DSA:3.40.50.2020	IPR000836	NA	PF00156	cd06223	NA	GO:0009116	NA	SSF53271	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-21.74-mRNA-1	NA	IPR007315	NA	PF04188	NA	NA	GO:0004584;GO:0006506	Reactome: R-HSA-162710	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000004.1-processed-gene-30.77-mRNA-1	G3DSA:1.10.510.10;G3DSA:3.30.200.20	IPR011009	NA	PF06293	cd00180	NA	GO:0004672;GO:0005524;GO:0006468;GO:0004674	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1|Reactome: R-HSA-6782315|Reactome: R-HSA-6804756	SSF56112	TIGR03724	PS00109	PS50011	SM00220	NA	Coil	NA	NA
maker-WWCI01000001.1-snap-gene-19.15-mRNA-1	G3DSA:3.40.50.620	IPR014729	PIRSF000090	PF01012	cd01714	NA	GO:0009055	Reactome: R-HSA-611105|Reactome: R-HSA-8876725	SSF52402	NA	PS01065	NA	SM00893	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-54.23-mRNA-1	G3DSA:1.10.3210.10	IPR006674	NA	PF13023	NA	mobidb-lite	NA	NA	SSF109604	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000001.1-processed-gene-13.16-mRNA-1	G3DSA:3.40.50.300;G3DSA:1.25.40.20	IPR020683	NA	PF12796;PF05729;PF13637	NA	mobidb-lite	GO:0005515	NA	SSF52540;SSF48403	NA	NA	PS50297	SM00248	NA	Coil	NA	NA
maker-WWCI01000007.1-snap-gene-17.16-mRNA-1	G3DSA:3.40.50.1100;G3DSA:3.90.1380.10	IPR036052	NA	PF14821;PF00291	cd01560	mobidb-lite	GO:0006520;GO:0030170	NA	SSF53686	TIGR00260	PS00165	NA	NA	NA	Coil	NA	NA
maker-WWCI01000002.1-augustus-gene-69.49-mRNA-1	G3DSA:1.10.10.10;G3DSA:3.40.50.150	IPR036388	NA	PF00891	NA	NA	GO:0008171;GO:0008168	NA	SSF46785;SSF53335	NA	NA	PS51683	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-8.79-mRNA-1	G3DSA:3.40.50.1100	IPR001926	PIRSF006278	PF00291	cd06449	NA	GO:0008660;GO:0009310;GO:0030170	KEGG: 00270+3.5.99.7	SSF53686	TIGR01274	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-11.82-mRNA-1	G3DSA:3.30.420.10	IPR036397	NA	NA	NA	NA	GO:0003676	NA	SSF53098	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000001.1-snap-gene-44.74-mRNA-1	G3DSA:1.10.8.10;G3DSA:3.40.30.10;G3DSA:3.10.20.90	IPR001012	NA	PF00789;PF14555	cd14273;cd01767	mobidb-lite	GO:0005515	NA	SSF52833;SSF54236	NA	NA	NA	SM00594	NA	Coil	NA	NA
maker-WWCI01000006.1-augustus-gene-39.28-mRNA-1	NA	IPR012916	NA	PF07808	NA	mobidb-lite	GO:0005634	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000005.1-snap-gene-11.9-mRNA-1	G3DSA:3.30.60.10;G3DSA:3.10.50.10;G3DSA:3.20.20.80	IPR036861	NA	PF00187;PF00704	cd00035	mobidb-lite	GO:0008061;GO:0005975;GO:0004553	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	SSF57016;SSF54556;SSF51445	NA	PS00026;PS01095	PS50941	SM00270;SM00636	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-28.2-mRNA-1	G3DSA:2.30.29.30	IPR011993	NA	PF00638	cd13170	mobidb-lite	GO:0046907	NA	SSF50729	NA	NA	PS50196	SM00160	NA	NA	NA	NA
snap_masked-WWCI01000001.1-processed-gene-44.60-mRNA-1	G3DSA:3.20.20.100	IPR036812	PIRSF000097	PF00248	cd06660	NA	GO:0016491;GO:0055114	NA	SSF51430	NA	PS00063;PS00062	NA	NA	PR00069	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-4.2-mRNA-1	G3DSA:3.30.559.10	IPR003480	NA	PF02458	NA	NA	GO:0016747	Reactome: R-HSA-389661	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-augustus-gene-20.68-mRNA-1	G3DSA:3.40.630.30	IPR022677	NA	PF02799	NA	mobidb-lite	GO:0004379	Reactome: R-HSA-2514859	SSF55729	NA	PS00976	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-9.46-mRNA-1	G3DSA:2.130.10.10	IPR015943	NA	NA	NA	NA	GO:0005515	NA	SSF101908	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000006.1-augustus-gene-44.53-mRNA-1	G3DSA:2.30.310.10	IPR008532	NA	PF05670;PF05833;PF11923	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-27.22-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-8.8-mRNA-1	G3DSA:3.30.40.10	IPR001841	NA	PF13639;PF07576;PF02148	cd16457	mobidb-lite	GO:0008270	Reactome: R-HSA-5673000|Reactome: R-HSA-5675221|Reactome: R-HSA-6802946|Reactome: R-HSA-6802955|Reactome: R-HSA-9649948	SSF57850	NA	NA	PS50089;PS50271	SM00184;SM00290	NA	Coil	NA	NA
maker-WWCI01000006.1-augustus-gene-14.7-mRNA-1	G3DSA:1.20.1050.80	IPR003123	NA	PF02204	NA	mobidb-lite		Reactome: R-HSA-8876198	SSF109993	NA	NA	PS51205	SM00167	NA	NA	NA	NA
augustus_masked-WWCI01000005.1-processed-gene-42.17-mRNA-1	G3DSA:3.40.50.200	IPR000209	NA	PF00082	cd00306	mobidb-lite	GO:0004252;GO:0006508	NA	SSF52743	NA	PS00136	NA	NA	NA	NA	NA	NA
maker-WWCI01000002.1-snap-gene-57.19-mRNA-1	G3DSA:3.60.20.10	IPR000426	NA	PF10584;PF00227	cd03749	NA	GO:0004175;GO:0006511;GO:0019773;GO:0004298;GO:0005839;GO:0051603	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	SSF56235	NA	PS00388	PS51475	SM00948	NA	NA	NA	NA
snap_masked-WWCI01000002.1-processed-gene-35.50-mRNA-1	NA	IPR018620	NA	PF09792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-WWCI01000004.1-snap-gene-18.0-mRNA-1	G3DSA:3.30.200.20;G3DSA:1.10.510.10	IPR016024	NA	PF00069	cd14011	mobidb-lite	GO:0004672;GO:0005524;GO:0006468	NA	SSF48371;SSF56112	NA	NA	PS50011	SM00220	NA	Coil	NA	NA
maker-WWCI01000003.1-augustus-gene-19.4-mRNA-1	G3DSA:3.30.1370.110	IPR013899	NA	PF08590;PF01713	NA	mobidb-lite	NA	NA	SSF160443	NA	NA	PS50828	SM01162;SM00463	NA	Coil	NA	NA
maker-WWCI01000004.1-snap-gene-4.7-mRNA-1	G3DSA:2.60.120.260;G3DSA:1.50.10.10;G3DSA:2.70.98.40	IPR008979	NA	PF00754;PF03636;PF03632	NA	NA	GO:0003824;GO:0005975;GO:0030246	NA	SSF74650;SSF48208;SSF49785	NA	NA	PS50022	NA	NA	NA	NA	NA
augustus_masked-WWCI01000007.1-processed-gene-7.18-mRNA-1	G3DSA:3.20.20.300	IPR001764	NA	PF00933	NA	NA	GO:0004553;GO:0005975	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-WWCI01000001.1-processed-gene-49.92-mRNA-1	G3DSA:1.20.1250.20	IPR003663	NA	PF00083	cd17356	NA	GO:0016020;GO:0022857;GO:0055085;GO:0016021	Reactome: R-HSA-189200	SSF103473	TIGR00879	PS00217	PS50850	NA	PR00171	NA	NA	NA
augustus_masked-WWCI01000004.1-processed-gene-48.36-mRNA-1	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000006.1-processed-gene-34.46-mRNA-1	G3DSA:2.40.50.140;G3DSA:3.40.50.300;G3DSA:1.10.8.60	IPR003959	NA	PF00004;PF17862	cd00009	NA	GO:0005524;GO:0005737;GO:0016787;GO:0030163	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-75815|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	SSF52540	TIGR01242	PS00674	NA	SM00382	NA	Coil	NA	NA
maker-WWCI01000007.1-augustus-gene-26.2-mRNA-1	G3DSA:1.50.40.10	IPR018108	NA	PF00153	NA	NA	NA	NA	SSF103506	NA	NA	PS50920	NA	NA	NA	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-16.32-mRNA-1	G3DSA:3.20.20.70;G3DSA:3.40.50.880	IPR010139	PIRSF036936	PF00977;PF00117	cd01748;cd04731	NA	GO:0000105;GO:0016763;GO:0003824;GO:0000107;GO:0016833	KEGG: 00220+3.5.1.2|KEGG: 00250+3.5.1.2|KEGG: 00340+4.3.2.10|KEGG: 00471+3.5.1.2|MetaCyc: PWY-5921	SSF52317;SSF51366	TIGR01855;TIGR00735	NA	PS51273	NA	NA	NA	MF_00278	NA
maker-WWCI01000002.1-snap-gene-66.7-mRNA-1	G3DSA:1.10.357.150	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
maker-WWCI01000006.1-snap-gene-8.12-mRNA-1	NA	IPR019145	NA	PF09748	NA	NA	GO:0003712;GO:0006357;GO:0016592	Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-WWCI01000002.1-processed-gene-65.10-mRNA-1	G3DSA:3.40.50.11960	NA	NA	PF10199	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
