Gene	MobiDBLite	Phobius	interpro	Pfam	TMHMM	PANTHER	GO	Coils	Gene3D	CDD	PATHWAY	SUPERFAMILY	ProSiteProfiles	SFLD	PRINTS	TIGRFAM	ProSitePatterns	SMART	PIRSF	Hamap	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	ProDom
maker-scaffold229-snap-gene-0.5-mRNA-1	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	IPR029055	PF01019	NA	PTHR11686;PTHR11686:SF9	GO:0006751;GO:0036374	NA	G3DSA:3.60.20.40;G3DSA:1.10.246.130	NA	KEGG: 00430+2.3.2.2|KEGG: 00460+2.3.2.2|KEGG: 00480+2.3.2.2+3.4.19.13|MetaCyc: PWY-4041|MetaCyc: PWY-4061|MetaCyc: PWY-5826|MetaCyc: PWY-6842|MetaCyc: PWY-7112|MetaCyc: PWY-7559|MetaCyc: PWY-8001	SSF56235	NA	NA	PR01210	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA
maker-scaffold179-augustus-gene-0.30-mRNA-1	NA	NA	IPR004739	PF02540;PF00958;PF00117	NA	PTHR11922;PTHR11922:SF2	GO:0003922;GO:0005524;GO:0006177;GO:0006164;GO:0016462	NA	G3DSA:3.30.300.10;G3DSA:3.40.50.620;G3DSA:3.40.50.880	cd01742;cd01997	KEGG: 00230+6.3.5.2|KEGG: 00983+6.3.5.2|MetaCyc: PWY-7221|Reactome: R-HSA-73817	SSF52317;SSF52402;SSF54810	PS51273;PS51553	NA	PR00097;PR00096	TIGR00888;TIGR00884	NA	NA	NA	MF_00344	NA	NA	NA	NA
maker-scaffold8-augustus-gene-0.169-mRNA-1	NA	NA	IPR020789	PF01194	NA	PTHR23431	GO:0003677;GO:0003899;GO:0006351;GO:0008270	NA	G3DSA:1.10.10.60	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-1834949|Reactome: R-HSA-203927|Reactome: R-HSA-427413|Reactome: R-HSA-452723|Reactome: R-HSA-5250924|Reactome: R-HSA-5578749|Reactome: R-HSA-5601884|Reactome: R-HSA-5617472|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73780|Reactome: R-HSA-73863|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	SSF46924	NA	NA	NA	NA	PS01112	NA	PIRSF005653	MF_00250	NA	NA	NA	PD006539
snap_masked-scaffold4-processed-gene-0.42-mRNA-1	NA	NA	IPR005123	PF13640	NA	PTHR10869:SF86;PTHR10869	GO:0016491;GO:0055114;GO:0005506;GO:0016705;GO:0031418	NA	G3DSA:2.60.120.620	NA	NA	NA	PS51471	NA	NA	NA	NA	SM00702	NA	NA	NA	NA	NA	NA
snap_masked-scaffold4-processed-gene-2.105-mRNA-1	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR007277	PF04148	TMhelix	PTHR13144	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold13-augustus-gene-0.185-mRNA-1	NA	NA	IPR037069	PF02771;PF02770;PF00441	NA	PTHR43884:SF18;PTHR43884	GO:0016627;GO:0050660;GO:0055114;GO:0003995	NA	G3DSA:1.10.540.10;G3DSA:2.40.110.10;G3DSA:1.20.140.10	NA	NA	SSF56645;SSF47203	NA	NA	NA	NA	PS00072;PS00073	NA	PIRSF016578	NA	NA	SignalP-TM	NA	NA
snap_masked-scaffold88-processed-gene-0.241-mRNA-1	NA	NA	IPR002937	PF01593	NA	PTHR10742:SF347;PTHR10742	GO:0016491;GO:0055114	NA	G3DSA:3.90.660.10;G3DSA:3.50.50.60	NA	NA	SSF51905;SSF54373	NA	NA	PR00419	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold120-processed-gene-0.73-mRNA-1	NA	NA	IPR017871	PF00005;PF12848	NA	PTHR19211:SF45;PTHR19211	GO:0005524;GO:0016887	Coil	G3DSA:3.40.50.300	cd03221	NA	SSF52540	PS50893	NA	NA	NA	PS00211	SM00382	NA	NA	NA	NA	NA	NA
maker-scaffold39-augustus-gene-0.299-mRNA-1	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR004342	PF03124	TMhelix	PTHR10783;PTHR10783:SF46	GO:0016021	NA	NA	NA	NA	NA	PS51380	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold208-processed-gene-0.67-mRNA-1	mobidb-lite	NA	IPR001810	PF12937	NA	PTHR44007	GO:0005515	NA	NA	NA	NA	SSF81383	PS50181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold28-snap-gene-0.133-mRNA-1	NA	NA	IPR004443	PF03853	NA	PTHR13232:SF11;PTHR13232		NA	G3DSA:3.40.50.10260	NA	MetaCyc: PWY-6938	SSF64153	PS51385	NA	NA	TIGR00197	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold59-processed-gene-0.88-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	TMhelix	PTHR39599;PTHR39599:SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
maker-scaffold130-augustus-gene-0.1-mRNA-1	NA	NA	IPR027417	PF00709	NA	PTHR11846	GO:0004019;GO:0005525;GO:0006164	NA	G3DSA:3.90.170.10;G3DSA:1.10.300.10;G3DSA:3.40.440.10	cd03108	KEGG: 00230+6.3.4.4|KEGG: 00250+6.3.4.4|MetaCyc: PWY-7219|Reactome: R-HSA-73817	SSF52540	NA	NA	NA	TIGR00184	PS00513;PS01266	SM00788	NA	MF_00011	NA	NA	NA	NA
maker-scaffold219-augustus-gene-0.13-mRNA-1	NA	NA	IPR001753	PF00378	NA	PTHR43149	GO:0003824	NA	G3DSA:3.90.226.10;G3DSA:1.10.12.10	cd06558	NA	SSF52096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold291-processed-gene-0.17-mRNA-1	NA	NA	IPR004821	PF01467	NA	PTHR10739;PTHR10739:SF23	GO:0003824;GO:0009058	Coil	G3DSA:3.40.50.620	NA	NA	SSF52374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold138-processed-gene-0.33-mRNA-1	NA	NA	IPR011234	PF01557;PF09298	NA	PTHR43069:SF3;PTHR43069	GO:0003824;GO:0004334;GO:0009072	NA	G3DSA:2.30.30.230;G3DSA:3.90.850.10	NA	KEGG: 00350+3.7.1.2|KEGG: 00643+3.7.1.2|Reactome: R-HSA-71182	SSF63433;SSF56529	NA	NA	NA	TIGR01266	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold121-augustus-gene-0.111-mRNA-1	mobidb-lite	NA	IPR006016	PF00582	NA	PTHR31964:SF113;PTHR31964	NA	NA	NA	cd00293	NA	SSF52402	NA	NA	PR01438	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold47-snap-gene-0.32-mRNA-1	NA	NA	IPR002478	PF17833;PF03657	NA	PTHR23415;PTHR23415:SF4	GO:0003723;GO:0005634;GO:0042255	NA	G3DSA:2.30.130.10;G3DSA:3.10.450.220	NA	Reactome: R-HSA-6791226	SSF88802;SSF88697	PS50890	NA	NA	NA	NA	SM00359	PIRSF017190	NA	NA	NA	NA	NA
snap_masked-scaffold19-processed-gene-0.449-mRNA-1	mobidb-lite	NA	IPR006906	PF04821;PF05029	NA	PTHR22940;PTHR22940:SF4		Coil	NA	NA	Reactome: R-HSA-5693607	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold3-augustus-gene-0.9-mRNA-1	mobidb-lite	NA	IPR001841	PF00642;PF13920	NA	PTHR12930:SF0;PTHR12930	GO:0046872	Coil	G3DSA:3.30.40.10	cd16539	NA	SSF57850;SSF90229	PS50103;PS50089	NA	NA	NA	PS00518	SM00184;SM00356	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold329-processed-gene-0.20-mRNA-1	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	IPR008963	PF14008;PF00149;PF16656	NA	PTHR22953:SF12;PTHR22953	GO:0003993;GO:0046872;GO:0016787	NA	G3DSA:2.60.40.380;G3DSA:3.60.21.10	cd00839	NA	SSF56300;SSF49363	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
maker-scaffold9-augustus-gene-1.316-mRNA-1	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR013750	PF08544;PF00288	NA	PTHR43290:SF2;PTHR43290	GO:0004496;GO:0005524;GO:0005737;GO:0008299	NA	G3DSA:3.30.70.890;G3DSA:3.30.230.10	NA	KEGG: 00900+2.7.1.36|MetaCyc: PWY-6174|MetaCyc: PWY-7391|MetaCyc: PWY-922|Reactome: R-HSA-191273|Reactome: R-HSA-2426168	SSF55060;SSF54211	NA	NA	PR00959	TIGR00549	PS00627	NA	NA	NA	NA	NA	NA	NA
maker-scaffold16-augustus-gene-1.2-mRNA-1	mobidb-lite	NA	IPR038765	PF01088	NA	PTHR10589:SF29;PTHR10589	GO:0004843;GO:0005622;GO:0006511	Coil	G3DSA:3.40.532.10	NA	Reactome: R-HSA-5689603	SSF54001	NA	NA	PR00707	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold4-snap-gene-2.37-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA
augustus_masked-scaffold49-processed-gene-0.207-mRNA-1	mobidb-lite	NA	IPR000467	PF12457;PF07842;PF01585	NA	PTHR23329;PTHR23329:SF1	GO:0003676	Coil	NA	NA	Reactome: R-HSA-72163	NA	PS50174	NA	NA	NA	NA	SM00443	NA	NA	NA	NA	NA	NA
snap_masked-scaffold19-processed-gene-0.454-mRNA-1	mobidb-lite	NA	IPR019622	PF10680	NA	NA	GO:0003676	NA	G3DSA:3.30.160.60	NA	NA	NA	PS50157	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold23-processed-gene-0.331-mRNA-1	NA	NA	IPR029064	PF01248	NA	PTHR11843;PTHR11843:SF0	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	G3DSA:3.30.1330.30	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	SSF55315	NA	NA	PR00972	NA	PS01189	NA	NA	NA	NA	NA	NA	NA
maker-scaffold288-augustus-gene-0.11-mRNA-1	NA	NA	IPR003846	PF02696	NA	PTHR32057	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold113-processed-gene-0.120-mRNA-1	NA	NA	IPR037171	PF01182	NA	PTHR11280:SF17;PTHR11280	GO:0004342;GO:0006044;GO:0005975	NA	G3DSA:3.40.50.1360	cd01399	KEGG: 00520+3.5.99.6|MetaCyc: PWY-5514|MetaCyc: PWY-6855|MetaCyc: PWY-6906|Reactome: R-HSA-70171	SSF100950	NA	NA	NA	TIGR00502	PS01161	NA	NA	MF_01241	NA	NA	NA	NA
augustus_masked-scaffold122-processed-gene-0.107-mRNA-1	mobidb-lite	NA	IPR015163	PF09079;PF13401;PF17872	NA	PTHR10763:SF26;PTHR10763	GO:0006270;GO:0051301	NA	G3DSA:1.10.10.10;G3DSA:1.10.8.60;G3DSA:3.40.50.300	cd00009	Reactome: R-HSA-176187|Reactome: R-HSA-539107|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	SSF52540	NA	NA	NA	NA	NA	SM00382	PIRSF001767	NA	NA	NA	NA	NA
augustus_masked-scaffold7-processed-gene-0.235-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR014368	NA	TMhelix	PTHR28264	GO:0004129;GO:0005746;GO:0022904;GO:0055114	NA	NA	NA	KEGG: 00190+1.9.3.1|MetaCyc: PWY-3781|MetaCyc: PWY-4521|MetaCyc: PWY-6692|MetaCyc: PWY-7279	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold160-processed-gene-0.86-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold6-snap-gene-0.206-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	PTHR21535:SF85;PTHR21535	NA	NA	NA	NA	NA	SSF144083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold252-augustus-gene-0.8-mRNA-1	mobidb-lite	NA	IPR006186	PF00149;PF16891	NA	PTHR11668:SF204;PTHR11668	GO:0016787;GO:0000164;GO:0004722	NA	G3DSA:3.60.21.10	cd07414	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	SSF56300	NA	NA	PR00114	NA	PS00125	SM00156	PIRSF033096	NA	NA	NA	NA	NA
snap_masked-scaffold28-processed-gene-0.12-mRNA-1	NA	NA	IPR036928	PF01425	NA	PTHR11895;PTHR11895:SF7	GO:0006412;GO:0030956;GO:0050567;GO:0004040	NA	G3DSA:3.90.1300.10	NA	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	SSF75304	NA	NA	NA	NA	NA	NA	NA	MF_00120	NA	NA	NA	NA
maker-scaffold73-augustus-gene-0.13-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	PF02466	NA	PTHR15371;PTHR15371:SF0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold289-snap-gene-0.13-mRNA-1	NA	NA	IPR001650	PF00271;PF00270	NA	PTHR24031;PTHR24031:SF530	GO:0003676;GO:0005524	Coil	G3DSA:3.40.50.300	cd00079	NA	SSF52540	PS51194;PS51192	NA	NA	NA	NA	SM00487;SM00490	NA	NA	NA	NA	NA	NA
maker-scaffold109-snap-gene-0.10-mRNA-1	mobidb-lite	NA	IPR001680	PF00400;PF08154	NA	PTHR19855:SF11;PTHR19855	GO:0005515;GO:0042254	NA	G3DSA:2.130.10.10	NA	Reactome: R-HSA-6791226	SSF50978	PS50082;PS50294	NA	PR00320	NA	PS00678	SM00320	NA	MF_03029	NA	NA	NA	NA
maker-scaffold247-snap-gene-0.17-mRNA-1	mobidb-lite	NA	IPR003903	NA	NA	PTHR39597:SF2;PTHR39597	NA	Coil	NA	NA	NA	NA	PS50330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold217-processed-gene-0.4-mRNA-1	mobidb-lite	NA	IPR036815	PF00244	NA	PTHR18860:SF39;PTHR18860	GO:0019904	Coil	G3DSA:1.20.190.20	NA	Reactome: R-HSA-111447|Reactome: R-HSA-1445148|Reactome: R-HSA-5625740|Reactome: R-HSA-5628897|Reactome: R-HSA-75035	SSF48445	NA	NA	PR00305	NA	PS00796	SM00101	PIRSF000868	NA	NA	NA	NA	NA
augustus_masked-scaffold50-processed-gene-0.7-mRNA-1	mobidb-lite	NA	IPR029033	NA	NA	NA	NA	NA	G3DSA:3.40.50.1240	NA	NA	SSF53254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold127-protein2genome-gene-0.57-mRNA-1	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold91-processed-gene-0.152-mRNA-1	NA	NA	IPR000424	PF00436	NA	PTHR10302;PTHR10302:SF0	GO:0003697;GO:0006260	NA	G3DSA:2.40.50.140	cd04496	Reactome: R-HSA-2151201	SSF50249	PS50935	NA	NA	NA	NA	NA	PIRSF002070	NA	NA	SignalP-TM	NA	NA
snap_masked-scaffold550-processed-gene-0.2-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	IPR008427	PF05730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
maker-scaffold78-snap-gene-0.49-mRNA-1	mobidb-lite	NA	IPR040106	NA	NA	PTHR22934:SF24;PTHR22934	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold24-augustus-gene-0.4-mRNA-1	mobidb-lite	NA	IPR034150	PF00076	NA	PTHR12785;PTHR12785:SF7	GO:0003676	NA	G3DSA:3.30.70.330	cd12241	Reactome: R-HSA-72163|Reactome: R-HSA-72165	SSF54928	PS50102	NA	NA	NA	NA	SM00360	NA	NA	NA	NA	NA	NA
maker-scaffold51-augustus-gene-0.263-mRNA-1	mobidb-lite	NA	IPR002641	PF01734;PF11815	NA	PTHR14226:SF10;PTHR14226	GO:0006629;GO:0004806	NA	G3DSA:3.40.1090.10	cd07230	NA	SSF52151	PS51635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold86-snap-gene-0.30-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	IPR013244	PF08314	NA	PTHR40787	GO:0006890	Coil	NA	NA	Reactome: R-HSA-6811434	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold101-processed-gene-0.7-mRNA-1	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
maker-scaffold286-augustus-gene-0.79-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR013657	PF08449	TMhelix	PTHR44752	GO:0055085	NA	NA	NA	NA	SSF103481	NA	NA	NA	TIGR00803	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold3-augustus-gene-2.422-mRNA-1	NA	NA	IPR018108	PF00153	NA	PTHR24089:SF105;PTHR24089	GO:0022857	NA	G3DSA:1.50.40.10	NA	NA	SSF103506	PS50920	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold58-processed-gene-0.2-mRNA-1	NA	NA	IPR015422	PF00155	NA	PTHR11751:SF29;PTHR11751	GO:0003824;GO:0009058;GO:0030170	NA	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	cd00609	NA	SSF53383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold47-processed-gene-0.118-mRNA-1	NA	NA	IPR001328	PF01195	NA	PTHR17224:SF1;PTHR17224	GO:0004045	NA	G3DSA:3.40.50.1470	cd00462	MetaCyc: PWY-6308	SSF53178	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold369-snap-gene-0.8-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold319-processed-gene-0.1-mRNA-1	mobidb-lite	NA	IPR036603	PF13656	NA	PTHR13946;PTHR13946:SF28	GO:0006351;GO:0046983;GO:0003677;GO:0003899	Coil	G3DSA:3.30.1360.10	cd07029	KEGG: 00230+2.7.7.6|KEGG: 00240+2.7.7.6	SSF55257	NA	NA	NA	NA	PS01154	NA	NA	NA	NA	NA	NA	NA
maker-scaffold170-augustus-gene-0.19-mRNA-1	mobidb-lite	NA	IPR007232	PF04098	NA	PTHR12132:SF1;PTHR12132	GO:0006281;GO:0006310;GO:0000724;GO:0000730;GO:0005634;GO:0045002	NA	G3DSA:3.30.390.80	NA	Reactome: R-HSA-3108214|Reactome: R-HSA-5685938	SSF54768	NA	NA	NA	TIGR00607	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold3-processed-gene-2.447-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	PTHR36182	NA	NA	G3DSA:2.70.50.70	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
augustus_masked-scaffold235-processed-gene-0.64-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR021840	PF11915	TMhelix	PTHR37544;PTHR37544:SF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold19-processed-gene-0.10-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
maker-scaffold274-augustus-gene-0.22-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR014371	PF03062	TMhelix	PTHR10408;PTHR10408:SF7	GO:0008374	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF000439	NA	NA	NA	NA	NA
maker-scaffold48-augustus-gene-0.7-mRNA-1	mobidb-lite	NA	IPR007187	PF03177;PF08801	NA	PTHR10350	GO:0005643;GO:0006913;GO:0017056	NA	G3DSA:1.20.120.1880;G3DSA:1.20.58.1780;G3DSA:1.25.40.450;G3DSA:1.25.40.440	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold26-processed-gene-0.306-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	IPR000322	PF01055;PF13802	NA	PTHR22762:SF54;PTHR22762	GO:0004553;GO:0005975;GO:0003824;GO:0030246	NA	G3DSA:2.60.40.1180;G3DSA:2.60.40.1760;G3DSA:3.20.20.80	cd06603;cd14752	NA	SSF74650;SSF51445;SSF51011	NA	NA	NA	NA	PS00129	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold135-snap-gene-0.150-mRNA-1	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR002129	PF00282	NA	PTHR42735;PTHR42735:SF6	GO:0016831;GO:0019752;GO:0030170;GO:0003824	NA	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	NA	SSF53383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold196-augustus-gene-0.100-mRNA-1	NA	NA	IPR002893	PF01753;PF14737	NA	PTHR12907:SF16;PTHR12907	NA	NA	G3DSA:3.30.60.180	NA	NA	SSF144232	PS50865	NA	NA	NA	PS01360	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold8-processed-gene-1.423-mRNA-1	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	IPR033123	PF00457	NA	PTHR10587:SF126;PTHR10587	GO:0004553;GO:0005975	NA	G3DSA:2.60.120.180	NA	MetaCyc: PWY-6717|MetaCyc: PWY-6784	SSF49899	PS51761	NA	PR00911	NA	PS00777	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
