Gene	interpro	SUPERFAMILY	PANTHER	Gene3D	ProSiteProfiles	GO	SFLD	CDD	Pfam	ProSitePatterns	PATHWAY	SignalP_GRAM_POSITIVE	TIGRFAM	Coils	MobiDBLite	SMART	Phobius	TMHMM	PIRSF	SignalP_GRAM_NEGATIVE	SignalP_EUK	PRINTS	Hamap	ProDom
maker-RZGP01000003.1-snap-gene-32.199-mRNA-1	IPR023299	SSF81660;SSF81653;SSF56784;SSF81665	PTHR24093:SF373;PTHR24093	G3DSA:3.40.1110.10;G3DSA:2.70.150.10	NA	GO:0000166;GO:0006812;GO:0016021;GO:0016887	SFLDF00027;SFLDG00002	cd07542	PF00122;PF00702;PF12409	PS00154	Reactome: R-HSA-936837	NA	TIGR01494;TIGR01657	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	PR00119	NA	NA
augustus_masked-RZGP01000006.1-processed-gene-20.117-mRNA-1	IPR030374	SSF53335	PTHR11558:SF11;PTHR11558	G3DSA:3.40.50.150;G3DSA:2.30.140.10	PS51006	GO:0003824	NA	cd02440	PF17284;PF01564	PS01330	KEGG: 00270+2.5.1.16|KEGG: 00330+2.5.1.16|KEGG: 00410+2.5.1.16|KEGG: 00480+2.5.1.16|Reactome: R-HSA-351202	NA	TIGR00417	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_00198	NA
maker-RZGP01000008.1-snap-gene-45.3-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000007.1-augustus-gene-4.17-mRNA-1	IPR007074	NA	PTHR15407;PTHR15407:SF32	NA	NA	NA	NA	NA	PF04991	NA	NA	SignalP-TM	NA	Coil	mobidb-lite	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-RZGP01000008.1-augustus-gene-22.48-mRNA-1	IPR001563	SSF53474	PTHR11802;PTHR11802:SF51	G3DSA:3.40.50.1820;G3DSA:1.10.287.410	NA	GO:0004185;GO:0006508;GO:0005773	NA	NA	PF00450;PF05388	PS00131	NA	SignalP-TM	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	SignalP-noTM	SignalP-noTM	PR00724	NA	NA
maker-RZGP01000006.1-snap-gene-40.156-mRNA-1	IPR016639	SSF47616;SSF52833	PTHR32419;PTHR32419:SF6	G3DSA:1.20.1050.10;G3DSA:3.40.30.130	PS50405	GO:0004364;GO:0005515	SFLDG01148;SFLDG01206	cd03190	PF13410;PF13409	NA	NA	NA	NA	Coil	NA	NA	NA	NA	PIRSF015753	NA	NA	NA	NA	NA
snap_masked-RZGP01000003.1-processed-gene-11.117-mRNA-1	IPR026992	SSF51197	PTHR10209:SF361;PTHR10209	G3DSA:2.60.120.330	PS51471	GO:0016491;GO:0055114	NA	NA	PF14226;PF03171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00682	NA	NA
snap_masked-RZGP01000002.1-processed-gene-18.124-mRNA-1	IPR012338	SSF56601	PTHR43283;PTHR43283:SF3	G3DSA:3.40.710.10	NA	NA	NA	NA	PF00144	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	SignalP-noTM	NA	NA	NA
snap_masked-RZGP01000003.1-processed-gene-4.32-mRNA-1	NA	NA	PTHR30304;PTHR30304:SF4	NA	NA	NA	NA	cd12148	NA	NA	NA	NA	NA	Coil	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-11.154-mRNA-1	IPR036864	SSF57701	PTHR31313;PTHR31313:SF65	G3DSA:4.10.240.10	PS50048	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	cd12148;cd00067	PF00172;PF04082	PS00463	NA	NA	NA	NA	mobidb-lite	SM00906;SM00066	NA	NA	NA	NA	NA	PR00755	NA	NA
maker-RZGP01000003.1-snap-gene-4.11-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
maker-RZGP01000008.1-snap-gene-21.167-mRNA-1	NA	NA	PTHR42107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000008.1-augustus-gene-51.180-mRNA-1	IPR001382	SSF48225	PTHR11742;PTHR11742:SF29	G3DSA:1.50.10.10	NA	GO:0004571;GO:0005509;GO:0016020;GO:0003824	NA	NA	PF01532	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	PR00747	NA	NA
snap_masked-RZGP01000002.1-processed-gene-49.193-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000001.1-processed-gene-13.66-mRNA-1	IPR001841	SSF57850;SSF49879	PTHR15067	G3DSA:2.60.200.20;G3DSA:3.30.40.10	PS50006;PS50089	GO:0005515	NA	cd00060	PF17123;PF00498	NA	NA	NA	NA	NA	mobidb-lite	SM00184;SM00240	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000005.1-snap-gene-37.177-mRNA-1	IPR000172	SSF54373;SSF51905	PTHR11552;PTHR11552:SF78	G3DSA:3.30.560.10;G3DSA:3.50.50.60	NA	GO:0016614;GO:0050660;GO:0055114	NA	NA	PF00732;PF05199	PS00624	Reactome: R-HSA-6798163	NA	NA	NA	NA	NA	NA	NA	PIRSF000137	NA	NA	NA	NA	NA
maker-RZGP01000005.1-snap-gene-37.194-mRNA-1	IPR027417	SSF52540	PTHR18884;PTHR18884:SF110	G3DSA:3.40.50.300	PS51719	GO:0005525	NA	NA	PF00735	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000001.1-snap-gene-9.177-mRNA-1	IPR029451	SSF46585;SSF48371	PTHR13298	G3DSA:1.10.287.160	NA	GO:0031929;GO:0031932;GO:0007165	NA	NA	PF14666;PF14668;PF14664;PF14663;PF02185	NA	Reactome: R-HSA-1257604|Reactome: R-HSA-389357|Reactome: R-HSA-5218920|Reactome: R-HSA-5674400|Reactome: R-HSA-6804757	NA	NA	Coil	mobidb-lite	SM01303;SM01310;SM01308;SM01307;SM00742	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-68.122-mRNA-1	IPR037475	NA	PTHR37329	NA	NA	GO:0031617;GO:0034501	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-56.22-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000005.1-processed-gene-23.144-mRNA-1	IPR016166	SSF56176	PTHR13878;PTHR13878:SF50	G3DSA:3.30.465.40;G3DSA:3.30.465.50	PS51387	GO:0071949;GO:0016491;GO:0050660;GO:0055114	NA	NA	PF08031;PF01565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-37.13-mRNA-1	IPR014388	SSF100950	PTHR13707:SF36;PTHR13707	G3DSA:3.40.1080.10	NA	GO:0008410;GO:0046952	NA	NA	PF01144	PS01274	Reactome: R-HSA-77108	NA	TIGR02429;TIGR02428	NA	NA	SM00882	NA	NA	PIRSF000858	NA	NA	NA	NA	NA
maker-RZGP01000002.1-augustus-gene-11.7-mRNA-1	IPR016763	SSF49354	PTHR10809;PTHR10809:SF6	G3DSA:2.60.40.10	PS50202	GO:0005789	NA	NA	PF00635	NA	NA	NA	NA	Coil	mobidb-lite	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	PIRSF019693	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-55.18-mRNA-1	IPR009091	SSF50985	PTHR22870;PTHR22870:SF303	G3DSA:2.130.10.30	PS50012	NA	NA	NA	PF00415;PF13540	PS00626;PS00625	NA	SignalP-TM	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PR00633	NA	NA
maker-RZGP01000008.1-snap-gene-23.154-mRNA-1	IPR003807	NA	PTHR34187;PTHR34187:SF2	NA	NA	NA	NA	NA	PF02656	NA	NA	NA	NA	NA	mobidb-lite	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
maker-RZGP01000001.1-snap-gene-16.7-mRNA-1	IPR016166	SSF56176	PTHR13878:SF70;PTHR13878	G3DSA:3.30.465.40;G3DSA:3.40.462.20	PS51387	GO:0071949;GO:0016491;GO:0050660;GO:0055114	NA	NA	PF08031;PF01565	NA	NA	SignalP-TM	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
snap_masked-RZGP01000004.1-processed-gene-5.23-mRNA-1	IPR003169	SSF55277	PTHR13138	G3DSA:3.30.1490.40	PS50829	GO:0005515;GO:0005682	NA	NA	PF02213	NA	Reactome: R-HSA-72163	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-68.125-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	mobidb-lite	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	SignalP-noTM	NA	NA	NA
maker-RZGP01000006.1-snap-gene-12.76-mRNA-1	IPR016135	SSF54495	PTHR44465	G3DSA:3.10.110.10	PS50127		NA	NA	PF00179	NA	Reactome: R-HSA-983168	NA	NA	NA	mobidb-lite	SM00212	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-augustus-gene-30.203-mRNA-1	IPR011993	SSF50729	PTHR42073	G3DSA:2.30.29.30	PS50003	NA	NA	NA	PF15406	NA	NA	NA	NA	Coil	mobidb-lite	SM00233	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000006.1-snap-gene-25.149-mRNA-1	IPR029069	SSF54637	PTHR12418:SF45;PTHR12418	G3DSA:3.10.129.10	NA		NA	cd03443	PF03061	NA	Reactome: R-HSA-77289	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-31.199-mRNA-1	NA	NA	PTHR13270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-39.149-mRNA-1	IPR003615	NA	NA	NA	NA	NA	NA	NA	PF13391	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-23.28-mRNA-1	IPR019734	SSF48452	PTHR12558;PTHR12558:SF10	G3DSA:1.25.40.10	PS50005;PS50293	GO:0005515;GO:0005680;GO:0030071	NA	NA	PF04049;PF13414;PF13181	NA	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	NA	NA	NA	mobidb-lite	SM00028	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000005.1-snap-gene-7.11-mRNA-1	IPR023210	SSF51430	PTHR43625;PTHR43625:SF4	G3DSA:3.20.20.100	NA	NA	NA	cd06660	PF00248	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-augustus-gene-11.114-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-13.161-mRNA-1	IPR027417	SSF52540	PTHR11259;PTHR11259:SF1	G3DSA:3.30.450.190;G3DSA:3.40.50.300	NA	GO:0005525	NA	cd11384	PF04670	NA	Reactome: R-HSA-1632852|Reactome: R-HSA-165159|Reactome: R-HSA-166208|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-8943724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000006.1-snap-gene-10.58-mRNA-1	IPR019680	NA	PTHR35041;PTHR35041:SF4	NA	NA	GO:0003712;GO:0006357;GO:0016592	NA	NA	PF10744	NA	Reactome: R-HSA-1368082|Reactome: R-HSA-1368108|Reactome: R-HSA-1989781|Reactome: R-HSA-212436|Reactome: R-HSA-2151201|Reactome: R-HSA-2426168|Reactome: R-HSA-381340|Reactome: R-HSA-383280|Reactome: R-HSA-400206|Reactome: R-HSA-400253|Reactome: R-HSA-9018519	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-augustus-gene-47.187-mRNA-1	IPR037647	NA	PTHR15410	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000007.1-snap-gene-41.139-mRNA-1	IPR009072	SSF47113	PTHR10484:SF80;PTHR10484	G3DSA:1.10.20.10	NA	GO:0046982;GO:0000776;GO:0003677;GO:0051382	NA	NA	PF15511	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000001.1-processed-gene-16.135-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-snap-gene-32.52-mRNA-1	IPR036770	NA	NA	G3DSA:1.25.40.20	PS50297;PS50088	GO:0005515	NA	NA	PF17107	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000003.1-processed-gene-44.125-mRNA-1	NA	SSF51197	PTHR10696:SF30;PTHR10696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000007.1-snap-gene-26.231-mRNA-1	IPR009571	NA	PTHR28019;PTHR28019:SF4	NA	NA	GO:0005886	NA	NA	PF06687	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-37.165-mRNA-1	IPR025110	SSF56801	PTHR43107;PTHR43107:SF8	G3DSA:3.40.50.12780;G3DSA:3.30.300.30	NA	GO:0003824	NA	NA	PF13193;PF00501	PS00455	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-snap-gene-62.158-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000003.1-processed-gene-11.147-mRNA-1	IPR018287	SSF57959	PTHR10623:SF17;PTHR10623	G3DSA:1.20.5.170	NA	GO:0003677;GO:0005634;GO:0006355;GO:0003700;GO:0008017	NA	NA	PF10297	PS00036	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-7.78-mRNA-1	IPR018392	NA	PTHR11177:SF231;PTHR11177	NA	PS51782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-RZGP01000011.1-augustus-gene-4.169-mRNA-1	IPR019835	SSF109715;SSF47592	PTHR13844;PTHR13844:SF4	G3DSA:1.10.245.10	NA	GO:0005515	NA	NA	PF08766;PF02201	NA	Reactome: R-HSA-3214858|Reactome: R-HSA-8939243	NA	NA	NA	mobidb-lite	SM00151	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000005.1-snap-gene-20.147-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000008.1-snap-gene-56.82-mRNA-1	IPR016036	SSF55048;SSF47336;SSF53901;SSF52151;SSF53474	PTHR43775:SF12;PTHR43775	G3DSA:1.10.1200.10;G3DSA:3.30.70.3290;G3DSA:3.40.366.10;G3DSA:3.40.50.1820;G3DSA:3.10.129.110;G3DSA:3.40.47.10	PS50075	GO:0003824;GO:0016740;GO:0009058;GO:0016788;GO:0031177	NA	cd00833	PF00109;PF14765;PF16073;PF00550;PF02801;PF00975;PF00698	PS00606	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	TIGR04532	NA	NA	SM00827;SM00825;SM00823	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000004.1-processed-gene-0.193-mRNA-1	IPR033121	SSF50630	PTHR13683:SF345;PTHR13683	G3DSA:2.40.70.10	PS51767	GO:0004190;GO:0006508	NA	NA	PF00026	PS00141	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-15.17-mRNA-1	IPR006644	SSF49313	NA	G3DSA:2.60.40.10	NA	GO:0016020;GO:0005509	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	SM00736	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	SignalP-noTM	NA	NA	NA
snap_masked-RZGP01000008.1-processed-gene-46.205-mRNA-1	NA	NA	NA	NA	NA	NA	NA	cd12087	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-71.10-mRNA-1	IPR015943	SSF50978	NA	G3DSA:2.130.10.10	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000005.1-snap-gene-22.127-mRNA-1	IPR010730	NA	PTHR24148:SF57;PTHR24148	NA	NA	NA	NA	NA	PF06985	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000006.1-snap-gene-9.143-mRNA-1	IPR001623	SSF46565	NA	G3DSA:1.10.287.110	PS50076	NA	NA	cd06257	PF00226	NA	NA	NA	NA	NA	NA	SM00271	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	SignalP-TM	PR00625	NA	NA
maker-RZGP01000003.1-snap-gene-41.0-mRNA-1	IPR011032	SSF50129;SSF51735	PTHR45348:SF1;PTHR45348	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	GO:0016491	NA	cd08249	NA	NA	NA	NA	NA	NA	NA	SM00829	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-RZGP01000007.1-processed-gene-26.219-mRNA-1	IPR011059	SSF51338;SSF51556	PTHR43135	G3DSA:2.30.40.10;G3DSA:3.20.20.140	NA	GO:0016810;GO:0016787	NA	cd01299	PF01979	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000005.1-snap-gene-16.26-mRNA-1	IPR024752	NA	PTHR31704;PTHR31704:SF64	NA	NA	NA	NA	NA	PF12776	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000005.1-processed-gene-11.15-mRNA-1	IPR005502	SSF101478	PTHR16222:SF18;PTHR16222	G3DSA:1.10.4080.10	NA	NA	NA	NA	PF03747	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-RZGP01000004.1-processed-gene-2.116-mRNA-1	IPR009548	NA	PTHR13507	NA	NA	NA	NA	NA	PF06658	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000008.1-processed-gene-22.20-mRNA-1	IPR020846	SSF103473	PTHR19432:SF35;PTHR19432	G3DSA:1.20.1250.20	NA	NA	NA	cd06174	PF13347	NA	NA	NA	NA	NA	mobidb-lite	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
augustus_masked-RZGP01000008.1-processed-gene-15.192-mRNA-1	IPR001499	NA	PTHR28097	NA	NA	GO:0004932;GO:0007186;GO:0016021	NA	cd14966	PF02076	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	PR00899	NA	NA
snap_masked-RZGP01000001.1-processed-gene-16.149-mRNA-1	IPR000504	SSF54928	PTHR44301	G3DSA:3.30.70.330	PS50102	GO:0003676	NA	NA	PF00076	NA	NA	NA	NA	Coil	mobidb-lite	SM00360	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-RZGP01000002.1-processed-gene-74.12-mRNA-1	IPR011050	SSF51126	PTHR31375;PTHR31375:SF6	G3DSA:2.160.20.10	NA	NA	NA	NA	PF12708	NA	NA	NA	NA	NA	mobidb-lite	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-RZGP01000011.1-snap-gene-6.19-mRNA-1	IPR008972	SSF49503	PTHR11709:SF95;PTHR11709	G3DSA:2.60.40.420	NA	GO:0005507;GO:0055114;GO:0016491	NA	cd13850;cd13876;cd13898	PF07732;PF00394;PF07731	PS00079;PS00080	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-RZGP01000008.1-snap-gene-14.14-mRNA-1	IPR004871	SSF50978	PTHR10644:SF1;PTHR10644	G3DSA:2.130.10.10	NA	GO:0003676;GO:0005634;GO:0005515	NA	NA	PF03178;PF10433	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-5.22-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000002.1-exonerate_protein2genome-gene-51.156-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000003.1-snap-gene-29.43-mRNA-1	IPR007174	SSF47473;SSF56281	PTHR15002	G3DSA:3.60.15.10;G3DSA:1.10.238.10	NA		NA	cd07723	PF04031;PF16123	NA	Reactome: R-HSA-6791226	NA	NA	NA	mobidb-lite	SM00849	NA	NA	NA	NA	NA	NA	NA	NA
maker-RZGP01000006.1-snap-gene-17.177-mRNA-1	IPR036291	SSF51735;SSF53223;SSF52540	PTHR43274	G3DSA:3.40.50.10860;G3DSA:3.10.410.10;G3DSA:3.40.50.720;G3DSA:1.10.8.770	NA	GO:0004329;GO:0005524;GO:0004488;GO:0055114;GO:0003824	NA	cd00477;cd01080	PF01268;PF00763;PF02882	PS00722;PS00721;PS00766;PS00767	KEGG: 00670+6.3.4.3|KEGG: 00720+6.3.4.3|MetaCyc: PWY-1722|MetaCyc: PWY-2161|MetaCyc: PWY-2201|MetaCyc: PWY-3841|Reactome: R-HSA-196757	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PR00085	MF_01543;MF_01576	NA
