Gene	interpro	SMART	CDD	SUPERFAMILY	Pfam	GO	ProSiteProfiles	MobiDBLite	Coils	PANTHER	ProSitePatterns	Gene3D	PATHWAY	TIGRFAM	PRINTS	TMHMM	Phobius	PIRSF	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	SFLD	Hamap	ProDom
KOS21461.1	IPR003323	NA	NA	SSF54001	PF02338	NA	PS50802	mobidb-lite	Coil	PTHR12419:SF10;PTHR12419	NA	G3DSA:3.90.70.80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17191.1	IPR036273	SM01100;SM00516	cd00170	SSF46938;SSF52087	PF03765;PF00650	NA	PS50191	NA	NA	PTHR10174;PTHR10174:SF162	NA	G3DSA:3.40.525.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17751.1	IPR020683	SM00248	cd00204	SSF48403	PF12796	GO:0005515	PS50297;PS50088	mobidb-lite	NA	PTHR24149;PTHR24149:SF1	NA	G3DSA:1.25.40.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19913.1	IPR016035	NA	cd07216	SSF52151	PF01734	GO:0006629	PS51635	mobidb-lite	NA	PTHR10622:SF13;PTHR10622	NA	G3DSA:3.40.1090.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23193.1	IPR038103	NA	NA	NA	PF05179	GO:0006368;GO:0016570;GO:0016593	NA	NA	NA	PTHR12466	NA	G3DSA:3.40.50.11990	Reactome: R-HSA-112382|Reactome: R-HSA-201722|Reactome: R-HSA-5632684|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22984.1	IPR000608	SM00212	cd00195	SSF54495	PF00179		PS50127	mobidb-lite	NA	PTHR43946;PTHR43946:SF2	PS00183	G3DSA:3.10.110.10	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20809.1	IPR011022	SM01017	NA	NA	PF02752	NA	NA	NA	NA	PTHR11188;PTHR11188:SF46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17501.1	IPR014748	NA	cd06558	SSF52096	PF00378	GO:0003824	NA	NA	NA	PTHR11941:SF54;PTHR11941	PS00166	G3DSA:1.10.12.10;G3DSA:3.90.226.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21401.1	IPR027443	NA	NA	SSF51197	NA	NA	NA	mobidb-lite	NA	PTHR10209;PTHR10209:SF216	NA	G3DSA:2.60.120.330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17273.1	IPR032675	SM00364;SM00369	NA	SSF52058	PF13855	GO:0005515	PS51450	mobidb-lite	NA	PTHR44126	NA	G3DSA:3.80.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17421.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
KOS23255.1	IPR007518	NA	NA	NA	PF04424	GO:0004843;GO:1990380	NA	mobidb-lite	NA	PTHR18063;PTHR18063:SF6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19158.1	IPR027538	NA	NA	NA	PF04420	GO:0043529;GO:0071816	NA	mobidb-lite	Coil	PTHR11760:SF21;PTHR11760	NA	G3DSA:1.10.287.660	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	SignalP-noTM	NA	MF_03113	NA
KOS17142.1	IPR017853	NA	NA	SSF51445;SSF49785;SSF49303	PF00703;PF18368;PF17786	GO:0004553;GO:0005975;GO:0000272;GO:0005576;GO:0052761	NA	NA	NA	PTHR43536:SF1;PTHR43536	NA	G3DSA:2.60.120.260;G3DSA:2.60.40.10;G3DSA:3.20.20.80	Reactome: R-HSA-2024096|Reactome: R-HSA-2160916|Reactome: R-HSA-2206292|Reactome: R-HSA-6798695	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
KOS17120.1	IPR029021	SM00195	NA	SSF52799	PF00782	GO:0008138;GO:0016311;GO:0004725;GO:0016791;GO:0006470	PS50056;PS50054	NA	NA	PTHR10159;PTHR10159:SF489	PS00383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19602.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17118.1	IPR011990	NA	cd06466	SSF48452;SSF49764	PF05002;PF04969	GO:0005515	PS51203;PS51048	mobidb-lite	NA	PTHR22904:SF349;PTHR22904	NA	G3DSA:1.25.40.10;G3DSA:2.60.40.790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23150.1	IPR018392	SM00257	cd00118	SSF54106	PF01476	NA	PS51782	mobidb-lite	NA	PTHR34997	NA	G3DSA:3.10.350.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17718.1	NA	NA	NA	SSF53756	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.40.50.2000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23113.1	IPR036188	NA	NA	SSF51905;SSF54373	PF01593	GO:0016491;GO:0055114	NA	NA	NA	PTHR10742:SF347;PTHR10742	NA	G3DSA:3.90.660.10;G3DSA:3.50.50.60	NA	NA	PR00419	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17396.1	IPR012580	SM00320	NA	SSF50978	PF08159;PF00400	GO:0005634;GO:0005515	PS50294;PS50082	mobidb-lite	NA	PTHR14927	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19616.1	IPR001138	SM00066	cd12148;cd00067	SSF57701	PF00172	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	mobidb-lite	Coil	PTHR31845	PS00463	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22708.1	IPR036318	NA	NA	SSF56176	PF01565	GO:0050660;GO:0071949;GO:0016491;GO:0055114	PS51387	NA	NA	PTHR42973:SF3;PTHR42973	NA	G3DSA:3.30.465.40;G3DSA:3.40.462.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18524.1	IPR027417	NA	NA	SSF52540	PF13086;PF16399;PF13087	GO:0000398;GO:0005681	NA	mobidb-lite	NA	PTHR10887:SF5;PTHR10887	NA	G3DSA:3.40.50.300	Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-72163	NA	NA	NA	NA	PIRSF038901	NA	NA	NA	NA	NA	NA
KOS18960.1	IPR011993	NA	NA	SSF54236	NA	NA	NA	mobidb-lite	Coil	PTHR38700	NA	G3DSA:2.30.29.30;G3DSA:3.10.20.90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20894.1	IPR002320	SM00863	cd00860;cd01667;cd00771	SSF52954;SSF55186;SSF55681;SSF81271	PF02824;PF07973;PF00587;PF03129	GO:0004829;GO:0005524;GO:0005737;GO:0006435;GO:0000166;GO:0004812;GO:0043039;GO:0006418	PS50862	NA	NA	PTHR11451;PTHR11451:SF46	NA	G3DSA:3.30.930.10;G3DSA:3.10.20.30;G3DSA:3.40.50.800;G3DSA:3.30.980.10	KEGG: 00970+6.1.1.3	TIGR00418	PR01047	NA	NA	NA	NA	NA	NA	NA	MF_00184	NA
KOS22418.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	PTHR11863:SF26;PTHR11863	NA	NA	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA
KOS17814.1	IPR000717	SM00753;SM01186;SM00088	NA	SSF46785	PF01399;PF09440	GO:0003743;GO:0005737;GO:0005852	PS50250	NA	NA	PTHR10317;PTHR10317:SF0	NA	G3DSA:1.25.40.570	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	NA	NA	NA	PIRSF016255	NA	NA	NA	NA	MF_03004	NA
KOS20312.1	IPR001731	SM01004	cd04824	SSF51569	PF00490	GO:0004655;GO:0033014;GO:0046872;GO:0003824	NA	NA	NA	PTHR11458	PS00169	G3DSA:3.20.20.70	KEGG: 00860+4.2.1.24|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451|Reactome: R-HSA-6798695	NA	PR00144	NA	NA	PIRSF001415	NA	NA	NA	NA	NA	NA
KOS18843.1	IPR036291	NA	cd00009	SSF51735;SSF52540	PF13561	NA	NA	mobidb-lite	NA	PTHR43008:SF5;PTHR43008	NA	G3DSA:3.40.50.720;G3DSA:3.40.50.300	NA	NA	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23363.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21752.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	PTHR42470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20461.1	IPR015222	NA	NA	NA	PF09139	GO:0004605;GO:0032049	NA	NA	NA	PTHR13619	NA	NA	KEGG: 00564+2.7.7.41|KEGG: 04070+2.7.7.41|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-7817	NA	NA	NA	NA	PIRSF028840	NA	NA	NA	NA	NA	NA
KOS18312.1	IPR012420	NA	NA	NA	PF07960	NA	NA	mobidb-lite	Coil	PTHR28202	NA	NA	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
KOS22041.1	IPR027417	NA	NA	SSF52540	NA	GO:0032126;GO:0070941	NA	mobidb-lite	NA	PTHR10039:SF5;PTHR10039	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA
KOS19647.1	IPR007811	NA	NA	NA	PF05132	GO:0003677;GO:0003899;GO:0005666;GO:0006383	NA	mobidb-lite	Coil	PTHR13408;PTHR13408:SF0	NA	NA	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20969.1	IPR028241	NA	NA	NA	PF10259	NA	NA	NA	NA	PTHR13618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20659.1	IPR008851	NA	NA	SSF50916	NA	GO:0003677;GO:0005634;GO:0006367;GO:0032968	NA	mobidb-lite	NA	PTHR13011	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20146.1	IPR007587	NA	NA	NA	PF04499	NA	NA	mobidb-lite	NA	PTHR12634;PTHR12634:SF8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18614.1	IPR036188	NA	NA	SSF51905;SSF54373	PF05199;PF00732	GO:0016614;GO:0050660;GO:0055114	PS51257	NA	NA	PTHR11552:SF78;PTHR11552	PS00623;PS00624	G3DSA:3.50.50.60;G3DSA:3.30.560.10	Reactome: R-HSA-6798163	NA	NA	NA	NA	PIRSF000137	NA	NA	NA	NA	NA	NA
KOS23152.1	IPR038716	NA	cd05831	NA	PF00428	GO:0003735;GO:0005622;GO:0005840;GO:0006414	NA	mobidb-lite	Coil	PTHR21141:SF36;PTHR21141	NA	G3DSA:1.10.10.1410	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	MF_01478	NA
KOS22340.1	IPR027417	SM00174;SM00175;SM00173;SM00176	NA	SSF52540	PF00071	GO:0005525;GO:0003924;GO:0005622;GO:0007264	PS51420	NA	NA	PTHR24072:SF28;PTHR24072	NA	G3DSA:3.40.50.300	Reactome: R-HSA-194840	TIGR00231	PR00449	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21159.1	IPR010140	NA	cd12110	SSF89550	PF02811	GO:0000105;GO:0004401;GO:0003824	NA	NA	NA	PTHR21039	NA	G3DSA:3.20.20.140	KEGG: 00340+3.1.3.15	TIGR01856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18333.1	IPR001547	NA	NA	SSF51445	PF00150	GO:0004553;GO:0005975	NA	NA	NA	PTHR31451;PTHR31451:SF10	NA	G3DSA:3.20.20.80	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
KOS20878.1	IPR020904	SM00822	NA	SSF51735	PF00106	GO:0016491	NA	NA	NA	PTHR43008:SF8;PTHR43008	PS00061	G3DSA:3.40.50.720	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23299.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS21577.1	NA	NA	NA	SSF57845	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20367.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23250.1	IPR002222	NA	NA	SSF54570	PF00203	GO:0003735;GO:0005840;GO:0006412;GO:0003723	NA	NA	NA	PTHR11880;PTHR11880:SF8	PS00323	G3DSA:3.30.860.10	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PR00975	NA	NA	PIRSF002144	NA	NA	NA	NA	MF_00531	NA
KOS18622.1	IPR007219	SM00906	cd12148	NA	PF04082	GO:0003677;GO:0005634;GO:0006351;GO:0008270	NA	mobidb-lite	NA	PTHR19444;PTHR19444:SF21	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS21664.1	IPR029903	NA	cd05254	SSF51735	PF04321		NA	NA	NA	PTHR43245:SF6;PTHR43245	NA	G3DSA:3.40.50.720	Reactome: R-HSA-156581|Reactome: R-HSA-5689880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19027.1	IPR006993	NA	NA	SSF52833	PF04908	NA	NA	mobidb-lite	NA	PTHR12232	NA	G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19378.1	IPR016193	NA	cd01283	SSF53927	PF00383	GO:0003824	PS51747	NA	NA	PTHR11644;PTHR11644:SF2	NA	G3DSA:3.40.140.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17532.1	IPR019134	SM01050	NA	NA	PF09732;PF10312	GO:0005515	NA	mobidb-lite	Coil	PTHR21737:SF4;PTHR21737	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS22678.1	IPR017975	SM00865;SM00864	cd02188	SSF52490;SSF55307	PF00091;PF03953	GO:0005525;GO:0005874;GO:0007017;GO:0000930;GO:0007020;GO:0031122;GO:0003924	NA	mobidb-lite	Coil	PTHR11588:SF7;PTHR11588	PS00227	G3DSA:3.30.1330.20;G3DSA:1.10.287.600;G3DSA:3.40.50.1440	Reactome: R-HSA-380320	NA	PR01164;PR01161	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20159.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS19516.1	IPR036291	NA	NA	SSF51735	PF07993		NA	NA	NA	PTHR43775;PTHR43775:SF14	NA	G3DSA:3.40.50.720	Reactome: R-HSA-8848584	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS18712.1	IPR000504	SM00360	cd00780;cd00590	SSF54427;SSF54928	PF02136;PF00076	GO:0003676	PS50102;PS50177	mobidb-lite	Coil	PTHR10693:SF20;PTHR10693	NA	G3DSA:3.10.450.50;G3DSA:3.30.70.330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20525.1	IPR000626	NA	cd01769	SSF54236	PF17183;PF12754	GO:0005515	PS50053	NA	NA	PTHR12650:SF20;PTHR12650	NA	G3DSA:1.10.286.70;G3DSA:3.10.20.90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS16990.1	IPR034804	NA	cd03499	SSF81343	PF01127	GO:0016020;GO:0000104;GO:0006099;GO:0045281;GO:0016627	NA	NA	NA	PTHR10978;PTHR10978:SF5	NA	G3DSA:1.20.1300.10	Reactome: R-HSA-611105|Reactome: R-HSA-71403	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PIRSF000178	SignalP-TM	NA	NA	NA	NA	NA
KOS20108.1	IPR013320	NA	NA	SSF49899	PF00722	GO:0004553;GO:0005975	PS51762	mobidb-lite	NA	PTHR10963:SF24;PTHR10963	NA	G3DSA:2.60.120.200	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
KOS17901.1	IPR001085	NA	cd00378	SSF53383	PF00464	GO:0004372;GO:0019264;GO:0030170;GO:0035999;GO:0003824	NA	NA	NA	PTHR11680;PTHR11680:SF25	PS00096	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	KEGG: 00260+2.1.2.1|KEGG: 00460+2.1.2.1|KEGG: 00630+2.1.2.1|KEGG: 00670+2.1.2.1|KEGG: 00680+2.1.2.1|MetaCyc: PWY-1622|MetaCyc: PWY-181|MetaCyc: PWY-2161|MetaCyc: PWY-2201|MetaCyc: PWY-3661|MetaCyc: PWY-3661-1|MetaCyc: PWY-3841|MetaCyc: PWY-5497|Reactome: R-HSA-196757	NA	NA	NA	NA	PIRSF000412	NA	NA	NA	NA	MF_00051	NA
KOS21801.1	IPR025609	SM01271	NA	SSF50182	PF12701	NA	NA	mobidb-lite	NA	PTHR13586;PTHR13586:SF0	NA	G3DSA:2.30.30.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17691.1	IPR036427	SM00297	cd04369	SSF47370	PF00439	GO:0005515;GO:0006338;GO:0016586	PS50014	mobidb-lite	Coil	PTHR16062;PTHR16062:SF14	NA	G3DSA:1.20.920.10	Reactome: R-HSA-3214858|Reactome: R-HSA-8939243	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21050.1	IPR036460	NA	NA	SSF49998;SSF54416	PF01179	GO:0005507;GO:0008131;GO:0009308;GO:0048038;GO:0055114	NA	NA	NA	PTHR10638;PTHR10638:SF32	NA	G3DSA:2.70.98.20;G3DSA:3.10.450.40	Reactome: R-HSA-211945	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23351.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS17230.1	IPR023173	NA	cd06207	SSF53323;SSF52922;SSF63380;SSF52343	PF00667;PF00175	GO:0016491;GO:0055114;GO:0003824	PS51384	NA	NA	PTHR19384;PTHR19384:SF89	NA	G3DSA:1.20.990.10;G3DSA:3.40.920.10;G3DSA:3.40.50.970;G3DSA:3.40.50.920;G3DSA:3.40.50.80;G3DSA:2.40.30.10	NA	NA	PR00371	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21028.1	IPR000073	NA	NA	SSF53474	PF00561	NA	NA	mobidb-lite	NA	PTHR11005:SF77;PTHR11005	NA	G3DSA:3.40.50.1820	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
KOS22936.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21097.1	IPR011009	SM00220	cd06609	SSF56112	PF00069	GO:0004672;GO:0005524;GO:0006468	PS50011	mobidb-lite	Coil	PTHR24361:SF633;PTHR24361	NA	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	NA	NA	NA	NA	PIRSF000615	NA	NA	NA	NA	NA	NA
KOS21094.1	IPR013087	NA	NA	NA	NA	GO:0003676;GO:0006355	PS50157	mobidb-lite	Coil	PTHR36167	PS00028	G3DSA:3.30.160.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20698.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS21425.1	IPR007266	NA	NA	SSF110019	PF04137	GO:0003756;GO:0005783;GO:0016671;GO:0055114	NA	mobidb-lite	Coil	PTHR12613;PTHR12613:SF0	NA	NA	Reactome: R-HSA-264876	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	PIRSF017205	SignalP-TM	NA	SignalP-noTM	NA	NA	NA
KOS18789.1	IPR036396	NA	NA	SSF48264	PF00067	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	NA	PTHR24281	NA	G3DSA:1.10.630.10	NA	NA	PR00385;PR00463	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS22119.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	PTHR39219	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
KOS20457.1	IPR011043	NA	NA	SSF50965	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
KOS22456.1	IPR037738	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	PTHR36826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS17886.1	IPR010699	NA	NA	NA	PF06912	NA	NA	mobidb-lite	NA	PTHR37488;PTHR37488:SF1	NA	NA	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
KOS20111.1	IPR010982	SM00530	cd00093	SSF47413	PF01381;PF08523	GO:0003677;GO:0043565	PS50943	mobidb-lite	NA	PTHR10245;PTHR10245:SF15	NA	G3DSA:1.10.260.40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS20854.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
KOS23017.1	IPR003700	NA	cd06557	SSF51621	PF02548	GO:0003864;GO:0015940;GO:0003824	NA	NA	NA	PTHR20881;PTHR20881:SF0	NA	G3DSA:3.20.20.60	KEGG: 00770+2.1.2.11|MetaCyc: PWY-6654	TIGR00222	NA	NA	NA	PIRSF000388	NA	NA	NA	NA	MF_00156	NA
KOS21172.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
