Gene	MobiDBLite	Coils	PANTHER	interpro	GO	Pfam	Gene3D	TMHMM	Phobius	ProSiteProfiles	SMART	ProSitePatterns	SUPERFAMILY	CDD	PATHWAY	SignalP_EUK	SignalP_GRAM_POSITIVE	PRINTS	TIGRFAM	PIRSF	SignalP_GRAM_NEGATIVE	Hamap	SFLD	ProDom
maker-NQYS01000009.1-augustus-gene-2.13-mRNA-1	mobidb-lite	Coil	PTHR10350	IPR014908	GO:0005643;GO:0006913;GO:0017056	PF08801;PF03177	G3DSA:1.20.120.1880;G3DSA:1.25.40.450;G3DSA:1.25.40.440;G3DSA:1.20.58.1780	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-58.22-mRNA-1	mobidb-lite	Coil	PTHR12942	IPR039974	GO:0000386;GO:0000398;GO:0030628	PF11708	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-19.13-mRNA-1	NA	NA	PTHR31308;PTHR31308:SF2	IPR017853	GO:0004553;GO:0005975	PF18564;PF00150	G3DSA:3.20.20.80	NA	NA	NA	NA	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-29.8-mRNA-1	NA	NA	PTHR10535	IPR014381	GO:0003677;GO:0003899;GO:0006351;GO:0005634	PF03871;PF01191	G3DSA:3.40.1340.10;G3DSA:3.90.940.20	NA	NA	NA	NA	NA	SSF55287;SSF53036	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-168325|Reactome: R-HSA-1834949|Reactome: R-HSA-203927|Reactome: R-HSA-427413|Reactome: R-HSA-452723|Reactome: R-HSA-5250924|Reactome: R-HSA-5578749|Reactome: R-HSA-5601884|Reactome: R-HSA-5617472|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-6803529|Reactome: R-HSA-6807505|Reactome: R-HSA-72086|Reactome: R-HSA-72163|Reactome: R-HSA-72165|Reactome: R-HSA-72203|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73780|Reactome: R-HSA-73863|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071|Reactome: R-HSA-77075|Reactome: R-HSA-8851708|Reactome: R-HSA-9018519	NA	NA	NA	NA	PIRSF000747	NA	MF_00025	NA	PD005155
maker-NQYS01000004.1-augustus-gene-15.33-mRNA-1	NA	NA	PTHR15184;PTHR15184:SF44	IPR036121	GO:0046034;GO:1902600;GO:0015986;GO:0045261;GO:0046933;GO:0005524	PF00006;PF02874	G3DSA:2.40.10.170;G3DSA:1.10.1140.10;G3DSA:3.40.50.300	NA	NA	NA	SM00382	PS00152	SSF50615;SSF52540;SSF47917	cd01133	Reactome: R-HSA-1268020|Reactome: R-HSA-163210|Reactome: R-HSA-2151201|Reactome: R-HSA-8949613	NA	NA	NA	TIGR01039	PIRSF039072	NA	MF_01347	NA	NA
maker-NQYS01000003.1-augustus-gene-32.31-mRNA-1	mobidb-lite	NA	PTHR42068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000009.1-augustus-gene-1.19-mRNA-1	mobidb-lite	NA	PTHR12112:SF22;PTHR12112	IPR004097	GO:0005737;GO:0016462	PF02833;PF01368	G3DSA:3.90.1640.10;G3DSA:3.10.310.20	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	SM01131	NA	SSF64182	NA	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807	NA	SignalP-TM	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-26.27-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-23.12-mRNA-1	mobidb-lite	Coil	PTHR24341	IPR001356	GO:0003677;GO:0006355;GO:0043565	PF00046	G3DSA:1.10.10.60	NA	NA	PS50071	SM00389	PS00027	SSF46689	cd00086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-36.21-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-30.19-mRNA-1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-11.29-mRNA-1	mobidb-lite	Coil	PTHR37271	IPR013889	NA	PF08580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-61.25-mRNA-1	mobidb-lite	NA	PTHR11972:SF129;PTHR11972	IPR013130	GO:0016491;GO:0055114	PF01794;PF08022;PF08030	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PS51384	NA	NA	SSF63380	cd06186	NA	NA	NA	NA	NA	NA	NA	NA	SFLDG01168;SFLDS00052	NA
maker-NQYS01000004.1-augustus-gene-0.35-mRNA-1	mobidb-lite	NA	PTHR11259;PTHR11259:SF2	IPR006762	GO:0005525	PF04670	G3DSA:3.40.50.300;G3DSA:3.30.450.190	NA	NA	NA	NA	NA	SSF52540	cd11385	Reactome: R-HSA-1632852|Reactome: R-HSA-165159|Reactome: R-HSA-166208|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-8943724	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-13.41-mRNA-1	mobidb-lite	NA	PTHR24056:SF0;PTHR24056	IPR008271	GO:0004672;GO:0006468;GO:0005524;GO:0005675;GO:0008353;GO:0070985	PF00069	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	PS50011	SM00220	PS00108;PS00107	SSF56112	cd07841	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-6807505|Reactome: R-HSA-69202|Reactome: R-HSA-69231|Reactome: R-HSA-69273|Reactome: R-HSA-69656|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8939236	NA	SignalP-TM	NA	NA	PIRSF000654	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-3.16-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-30.32-mRNA-1	mobidb-lite	Coil	PTHR14027	IPR011990	GO:0005515;GO:0006355;GO:0016570	PF13181;PF13174	G3DSA:1.25.40.10	NA	NA	PS50005;PS50293	SM00028	NA	SSF81901;SSF48452	NA	Reactome: R-HSA-112382|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-40.27-mRNA-1	mobidb-lite	Coil	PTHR24115;PTHR24115:SF600	IPR001752	GO:0003777;GO:0005524;GO:0007018;GO:0008017	PF00225	G3DSA:3.40.850.10	NA	NA	PS50067	SM00129	PS00411	SSF52540	NA	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	NA	NA	PR00380	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-30.1-mRNA-1	mobidb-lite	NA	PTHR23355:SF42;PTHR23355	IPR001900	GO:0003723;GO:0004540	PF00773	NA	NA	NA	NA	SM00955	NA	SSF50249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-28.17-mRNA-1	mobidb-lite	NA	PTHR13156	IPR019401		PF10276	G3DSA:2.60.260.40	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-0.35-mRNA-1	mobidb-lite	Coil	PTHR24115;PTHR24115:SF740	IPR001752	GO:0003777;GO:0005524;GO:0007018;GO:0008017	PF00225	G3DSA:3.40.850.10	NA	NA	PS50067	SM00129	PS00411	SSF52540	NA	Reactome: R-HSA-6811434|Reactome: R-HSA-983189	NA	NA	PR00380	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-7.4-mRNA-1	mobidb-lite	NA	PTHR43986	IPR001662	GO:0003746;GO:0006414;GO:0005515	PF00043;PF00647;PF02798	G3DSA:3.40.30.10;G3DSA:1.20.1050.10;G3DSA:3.30.70.1010	NA	NA	PS50405;PS50040;PS50404	SM01183	NA	SSF52833;SSF47616;SSF89942	cd03181;cd03044	Reactome: R-HSA-156842	NA	NA	NA	NA	NA	NA	NA	SFLDG00358;SFLDS00019	NA
augustus_masked-NQYS01000005.1-processed-gene-13.8-mRNA-1	mobidb-lite	Coil	PTHR32031:SF115;PTHR32031	IPR029033	NA	PF10497	G3DSA:2.60.120.650	NA	NA	NA	NA	NA	SSF53254;SSF51197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000007.1-processed-gene-11.13-mRNA-1	NA	NA	PTHR31068:SF0;PTHR31068	IPR012571	GO:0000001;GO:0005743;GO:0007005	PF08118	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-20.2-mRNA-1	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-3.29-mRNA-1	mobidb-lite	NA	PTHR13282;PTHR13282:SF6	IPR013865	NA	PF08555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-40.30-mRNA-1	mobidb-lite	Coil	PTHR12855	IPR027109	GO:0006281;GO:0006338;GO:0035267;GO:0043967;GO:0043968	PF16282	G3DSA:1.10.10.60	NA	NA	NA	NA	NA	SSF81995	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000005.1-processed-gene-11.23-mRNA-1	NA	NA	PTHR30336:SF5;PTHR30336	IPR014729	NA	PF02698	G3DSA:3.40.50.620	NA	NA	NA	NA	NA	NA	cd06259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-12.0-mRNA-1	NA	NA	PTHR45022	IPR000206	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PF00542	G3DSA:3.30.1390.10	NA	NA	NA	NA	NA	SSF54736	cd00387	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	PD001326
maker-NQYS01000005.1-augustus-gene-5.34-mRNA-1	mobidb-lite	Coil	PTHR11645:SF13;PTHR11645	IPR036855	GO:0046872	PF18044	NA	NA	NA	PS50103	NA	NA	SSF90229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-51.34-mRNA-1	mobidb-lite	Coil	PTHR11229	IPR000597	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PF00297	G3DSA:2.40.30.10;G3DSA:2.40.50.620	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	SSF50447	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	TIGR03625	NA	NA	NA	NA	NA
maker-NQYS01000008.1-augustus-gene-5.40-mRNA-1	NA	NA	PTHR31263:SF23;PTHR31263	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF11951;PF00172	G3DSA:4.10.240.10	NA	NA	PS50048	SM00066	PS00463	SSF57701	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000002.1-augustus-gene-22.33-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-6.26-mRNA-1	mobidb-lite	NA	PTHR19858	IPR001680	GO:0005515	PF00400;PF04003	G3DSA:2.130.10.10	NA	NA	PS50082;PS50294	SM00320	PS00678	SSF50978	cd00200	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	PR00320	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-6.34-mRNA-1	mobidb-lite	Coil	PTHR18884:SF58;PTHR18884	IPR027417	GO:0005525	PF00735	G3DSA:3.40.50.300	NA	NA	PS51719	NA	NA	SSF52540	cd01850	NA	NA	NA	NA	NA	PIRSF006698	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-29.29-mRNA-1	NA	NA	PTHR10113	IPR029064	GO:0003747;GO:0005737;GO:0006415	PF03465;PF03463;PF03464	G3DSA:3.30.420.60;G3DSA:3.30.960.10;G3DSA:3.30.1330.30	NA	NA	NA	SM01194	NA	SSF55315;SSF55481;SSF53137	NA	Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	TIGR03676	NA	NA	NA	NA	NA
augustus_masked-NQYS01000005.1-processed-gene-9.36-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-23.36-mRNA-1	NA	NA	PTHR43700	IPR028923	GO:0004639;GO:0006164	PF01259	G3DSA:3.30.470.20;G3DSA:3.30.200.20	NA	NA	NA	NA	NA	SSF56104	cd01414	KEGG: 00230+6.3.2.6|MetaCyc: PWY-6123|MetaCyc: PWY-6124|MetaCyc: PWY-7234|Reactome: R-HSA-73817	NA	NA	NA	TIGR00081	NA	NA	MF_00137	NA	NA
maker-NQYS01000005.1-augustus-gene-6.44-mRNA-1	NA	NA	PTHR11831:SF1;PTHR11831	IPR002942	GO:0003723;GO:0005622;GO:0019843	PF01479;PF00163	G3DSA:3.10.290.10	NA	NA	PS50889	SM00363;SM01390	NA	SSF55174	cd00165	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-3.26-mRNA-1	mobidb-lite	NA	PTHR22601;PTHR22601:SF4	IPR004813	GO:0055085	PF03169	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00728	NA	NA	NA	NA	NA
augustus_masked-NQYS01000001.1-processed-gene-4.45-mRNA-1	mobidb-lite	Coil	PTHR15327:SF0;PTHR15327	IPR033194		PF06991	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-2129379	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-30.36-mRNA-1	mobidb-lite	NA	PTHR10745:SF0;PTHR10745	IPR036621	GO:0000166;GO:0004820;GO:0005524;GO:0005737;GO:0006426	PF03129	G3DSA:3.40.50.800	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	PS50862	NA	NA	SSF52954;SSF55681	cd00774;cd00858	KEGG: 00970+6.1.1.14|Reactome: R-HSA-379716|Reactome: R-HSA-379726	NA	SignalP-TM	PR01043	TIGR00389	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-36.42-mRNA-1	mobidb-lite	NA	PTHR23070:SF11;PTHR23070	IPR027417	GO:0005524;GO:0034551	PF00004;PF08740	NA	NA	NA	NA	SM01024;SM00382	PS00674	SSF52540	cd00009	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000008.1-augustus-gene-1.32-mRNA-1	mobidb-lite	NA	PTHR31356;PTHR31356:SF7	IPR019793	GO:0004601;GO:0055114;GO:0006979;GO:0020037	PF00141	G3DSA:1.10.520.10;G3DSA:1.10.420.10	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PS50873	NA	PS00435;PS00436	SSF48113	cd00691	Reactome: R-HSA-2408557	NA	NA	PR00458;PR00459	NA	NA	NA	NA	NA	NA
maker-NQYS01000008.1-augustus-gene-1.33-mRNA-1	mobidb-lite	NA	PTHR43303;PTHR43303:SF2	IPR013785	GO:0003824;GO:0010181;GO:0016491;GO:0055114	PF00724	G3DSA:3.20.20.70	NA	NA	NA	NA	NA	SSF51395	cd02932	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000003.1-augustus-gene-2.14-mRNA-1	mobidb-lite	Coil	PTHR13743:SF112;PTHR13743	IPR036322	GO:0005515	PF02138;PF13385;PF14844	G3DSA:2.60.120.200;G3DSA:1.10.1540.10;G3DSA:2.130.10.10	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PS50082;PS50294;PS51783;PS50197	SM01026;SM00320	NA	SSF50729;SSF50978;SSF49899;SSF81837	cd06071;cd01201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-20.5-mRNA-1	NA	NA	PTHR11771;PTHR11771:SF42	IPR000907	GO:0016702;GO:0046872;GO:0055114	PF00305	G3DSA:1.20.245.10	NA	NA	PS51393	NA	NA	SSF48484	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-6.30-mRNA-1	mobidb-lite	Coil	PTHR15439:SF8;PTHR15439	NA	NA	NA	NA	NA	NA	NA	NA	NA	SSF57850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000007.1-augustus-gene-12.4-mRNA-1	mobidb-lite	NA	PTHR22934:SF24;PTHR22934	IPR040106	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-1.1-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000007.1-augustus-gene-5.35-mRNA-1	mobidb-lite	Coil	PTHR34992:SF2;PTHR34992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-19.34-mRNA-1	mobidb-lite	NA	PTHR15140:SF6;PTHR15140	IPR032675	NA	PF01302	G3DSA:3.80.10.10;G3DSA:2.30.30.190	NA	NA	PS50245	SM01052	PS00845	SSF74924;SSF52058	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000002.1-processed-gene-24.34-mRNA-1	mobidb-lite	Coil	NA	IPR013966	GO:0005876;GO:0008608;GO:0042729	PF08657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000005.1-augustus-gene-19.29-mRNA-1	mobidb-lite	NA	PTHR13812:SF19;PTHR13812	IPR036291		PF02423	G3DSA:3.40.50.720;G3DSA:3.30.1780.10	NA	NA	NA	NA	NA	SSF51735	NA	Reactome: R-HSA-71064	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-27.14-mRNA-1	NA	NA	PTHR43160:SF3;PTHR43160	IPR001030	GO:0003994;GO:0006099;GO:0051539	PF00330;PF00694	G3DSA:3.30.499.10;G3DSA:3.20.19.10;G3DSA:3.40.1060.10	NA	NA	NA	NA	PS01244;PS00450	SSF53732;SSF52016	cd01584	KEGG: 00290+4.2.1.33	NA	NA	PR00415	TIGR01340	NA	NA	NA	NA	NA
maker-NQYS01000006.1-augustus-gene-11.0-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-16.31-mRNA-1	mobidb-lite	NA	PTHR43139:SF5;PTHR43139	IPR029058	NA	PF12146	NA	TMhelix	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	PS51257	NA	NA	SSF53474	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000006.1-processed-gene-12.25-mRNA-1	mobidb-lite	NA	PTHR21250:SF0;PTHR21250	IPR019398	NA	PF10273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000003.1-processed-gene-41.22-mRNA-1	mobidb-lite	NA	PTHR12553:SF43;PTHR12553	IPR001279	NA	PF00753	NA	NA	NA	NA	NA	NA	SSF56281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-2.18-mRNA-1	mobidb-lite	Coil	PTHR11538:SF26;PTHR11538	IPR019446	NA	PF10354	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYS01000004.1-processed-gene-25.22-mRNA-1	NA	NA	PTHR43248:SF2;PTHR43248	IPR029058	GO:0006508;GO:0008233	PF00561	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	SSF53474	NA	KEGG: 00330+3.4.11.5	NA	NA	PR00793	NA	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-16.32-mRNA-1	mobidb-lite	NA	PTHR24073;PTHR24073:SF321	IPR005225	GO:0005525;GO:0003924	PF00071	G3DSA:3.40.50.300	NA	NA	PS51419	SM00174;SM00173;SM00176;SM00175	NA	SSF52540	cd01860	NA	NA	NA	PR00449	TIGR00231	NA	NA	NA	NA	NA
maker-NQYS01000004.1-augustus-gene-2.10-mRNA-1	NA	NA	PTHR43206;PTHR43206:SF1	IPR015424	GO:0003867;GO:0009448;GO:0003824;GO:0008483;GO:0030170	PF00202	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	PS00600	SSF53383	cd00610	KEGG: 00250+2.6.1.19|KEGG: 00410+2.6.1.19|KEGG: 00640+2.6.1.19|KEGG: 00650+2.6.1.19|MetaCyc: PWY-4321|MetaCyc: PWY-5022|MetaCyc: PWY-6535|MetaCyc: PWY-6536|MetaCyc: PWY-6537|Reactome: R-HSA-916853	NA	SignalP-TM	NA	TIGR00699	NA	NA	NA	NA	NA
maker-NQYS01000001.1-augustus-gene-41.1-mRNA-1	NA	NA	PTHR43734:SF1;PTHR43734	IPR008150	GO:0016491;GO:0055114;GO:0016117	PF01593	G3DSA:3.50.50.60	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	PS00982	SSF51905	NA	NA	NA	NA	PR00419	TIGR02734	NA	NA	NA	NA	NA
