Gene	MobiDBLite	Phobius	Gene3D	interpro	ProSiteProfiles	Pfam	PANTHER	SUPERFAMILY	CDD	GO	PATHWAY	Coils	ProDom	SMART	TMHMM	ProSitePatterns	SignalP_GRAM_NEGATIVE	SignalP_EUK	SignalP_GRAM_POSITIVE	SFLD	PRINTS	Hamap	PIRSF	TIGRFAM
maker-NQYQ01000015.1-augustus-gene-2.29-mRNA-1	NA	NA	G3DSA:1.25.40.10;G3DSA:3.60.21.10	IPR006186	PS50005;PS50293	PF08321;PF00149	PTHR11668;PTHR11668:SF391	SSF56300;SSF48452	cd07417	GO:0016787;GO:0005515;GO:0004721;GO:0006470	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	NA	NA	SM00028;SM00156	NA	PS00125	NA	NA	NA	NA	PR00114	NA	PIRSF033096	NA
maker-NQYQ01000001.1-augustus-gene-0.18-mRNA-1	mobidb-lite	NA	G3DSA:3.40.50.300	IPR027417	NA	PF02463	PTHR19306:SF6;PTHR19306	SSF52540	cd03276	GO:0000724;GO:0006281;GO:0030915	Reactome: R-HSA-3108214	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-10.11-mRNA-1	NA	NA	G3DSA:3.30.40.10	IPR013083	PS50089	PF12861	PTHR11210;PTHR11210:SF1	SSF57850	cd16456	GO:0004842;GO:0005680	Reactome: R-HSA-141430|Reactome: R-HSA-174048|Reactome: R-HSA-174084|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-176407|Reactome: R-HSA-176408|Reactome: R-HSA-176409|Reactome: R-HSA-176412|Reactome: R-HSA-179409|Reactome: R-HSA-2467813|Reactome: R-HSA-2559582|Reactome: R-HSA-69017|Reactome: R-HSA-983168	NA	NA	SM00184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000020.1-augustus-gene-2.36-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	IPR007568	NA	PF04479	PTHR31465;PTHR31465:SF1	NA	NA	GO:0016021	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000033.1-augustus-gene-1.3-mRNA-1	mobidb-lite	NA	G3DSA:3.30.40.10	IPR019786	PS50016	PF00628	PTHR12321;PTHR12321:SF99	SSF57903	cd15552	GO:0045322;GO:0048188	Reactome: R-HSA-381038	NA	NA	SM00249	NA	PS01359	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000002.1-processed-gene-2.30-mRNA-1	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	G3DSA:1.10.1410.10;G3DSA:3.30.460.10	IPR002058	NA	PF03828	PTHR12271;PTHR12271:SF40	SSF81631;SSF81301	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000019.1-processed-gene-3.12-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	PTHR42084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000015.1-augustus-gene-5.7-mRNA-1	mobidb-lite	NA	G3DSA:3.40.50.10860;G3DSA:3.40.50.720;G3DSA:1.10.285.10	IPR033922	NA	PF02812;PF00208	PTHR43571	SSF53223;SSF51735	cd05313	GO:0016639;GO:0006520;GO:0016491;GO:0055114	Reactome: R-HSA-2151201|Reactome: R-HSA-70614	NA	NA	SM00839	NA	PS00074	NA	NA	NA	NA	PR00082	NA	PIRSF000185	NA
augustus_masked-NQYQ01000018.1-processed-gene-2.15-mRNA-1	mobidb-lite	NA	G3DSA:3.30.70.330	IPR000504	PS50102	PF00076;PF10378	PTHR42664;PTHR42664:SF2	SSF54928	cd12520;cd12521;cd12522	GO:0003676	NA	NA	NA	SM00360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000028.1-augustus-gene-0.3-mRNA-1	NA	NA	G3DSA:3.40.50.720	IPR002225	NA	PF01073	PTHR10366:SF242;PTHR10366	SSF51735	NA	GO:0003854;GO:0006694;GO:0016616;GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000001.1-augustus-gene-13.0-mRNA-1	mobidb-lite	NA	NA	IPR033859	PS50249	PF01398;PF13012	PTHR10540:SF8;PTHR10540	NA	cd08063	GO:0000338;GO:0008180;GO:0005515	Reactome: R-HSA-5696394|Reactome: R-HSA-6781823|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000004.1-augustus-gene-14.52-mRNA-1	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	G3DSA:3.40.50.1240	IPR033379	NA	PF00328	PTHR20963:SF24;PTHR20963	SSF53254	cd07061	NA	NA	NA	NA	NA	TMhelix	PS00778;PS00616	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000003.1-processed-gene-3.19-mRNA-1	NA	NA	G3DSA:3.10.660.10	IPR036671	PS51074	PF05207	PTHR21454:SF2;PTHR21454	SSF144217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000007.1-augustus-gene-3.11-mRNA-1	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	G3DSA:3.30.70.80;G3DSA:3.40.50.200	IPR037045	NA	PF00082	PTHR43806;PTHR43806:SF25	SSF52743;SSF54897	cd04077	GO:0004252;GO:0006508	Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	NA	NA	NA	NA	PS00136;PS00138;PS00137	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	PR00723	NA	NA	NA
maker-NQYQ01000008.1-augustus-gene-3.4-mRNA-1	NA	NA	G3DSA:3.40.50.300;G3DSA:1.10.400.10	IPR011025	NA	PF00503	PTHR10218;PTHR10218:SF242	SSF47895;SSF52540	cd00066	GO:0007165;GO:0001664;GO:0003924;GO:0005525;GO:0005834;GO:0007186;GO:0019001;GO:0031683	NA	NA	NA	SM00275	NA	NA	NA	NA	NA	NA	PR01241;PR00318	NA	NA	NA
maker-NQYQ01000001.1-augustus-gene-0.7-mRNA-1	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	G3DSA:1.10.357.10	IPR012762	NA	PF08511	PTHR21427	NA	NA	GO:0006744	Reactome: R-HSA-2142789	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	TIGR02396
augustus_masked-NQYQ01000001.1-processed-gene-4.18-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000030.1-augustus-gene-0.7-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000010.1-augustus-gene-3.21-mRNA-1	NA	NA	G3DSA:1.10.10.1760	IPR000509	NA	PF01158	PTHR10114;PTHR10114:SF0	NA	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	PS01190	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000004.1-processed-gene-2.16-mRNA-1	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	IPR013248	NA	PF08229	PTHR28228	NA	NA	NA	NA	NA	NA	SM00786	TMhelix	NA	NA	NA	NA	NA	NA	NA	PIRSF029187	NA
maker-NQYQ01000008.1-augustus-gene-2.26-mRNA-1	NA	NA	G3DSA:1.10.1090.10	IPR003197	NA	PF02271	PTHR12022	SSF81524	NA	GO:0005750;GO:0006122	Reactome: R-HSA-611105	NA	PD008153	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF000022	NA
augustus_masked-NQYQ01000002.1-processed-gene-16.1-mRNA-1	NA	NA	G3DSA:3.40.1190.10;G3DSA:3.90.190.20	IPR018109	NA	NA	PTHR11136;PTHR11136:SF4	SSF53244;SSF53623	NA	GO:0004326;GO:0005524;GO:0009396;GO:0009058;GO:0016874	Reactome: R-HSA-196757	NA	NA	NA	NA	PS01012	NA	NA	NA	NA	NA	NA	PIRSF038895	TIGR01499
maker-NQYQ01000013.1-augustus-gene-4.10-mRNA-1	mobidb-lite	NA	G3DSA:1.20.5.1160;G3DSA:1.10.418.10	IPR004953	PS51230;PS50021	PF03271;PF00307	PTHR10623;PTHR10623:SF6	SSF47576;SSF140612	NA	GO:0008017;GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000007.1-processed-gene-1.12-mRNA-1	mobidb-lite	NA	NA	IPR007483	NA	PF04388	PTHR15154	SSF48371	NA		Reactome: R-HSA-1632852|Reactome: R-HSA-165181|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-8854214	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000006.1-processed-gene-4.40-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	PTHR42088	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000013.1-processed-gene-6.5-mRNA-1	mobidb-lite	NA	G3DSA:1.10.8.840;G3DSA:1.10.287.110	IPR001623	PS50076	PF00226;PF16717	PTHR43999	SSF46565	cd06257		Reactome: R-HSA-3371453	Coil	NA	SM00271	NA	PS00636	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000006.1-augustus-gene-7.8-mRNA-1	NA	NA	G3DSA:3.40.50.720	IPR020904	NA	PF13561	PTHR43180;PTHR43180:SF24	SSF51735	cd05233	GO:0016491	NA	NA	NA	NA	NA	PS00061	NA	NA	NA	NA	PR00080;PR00081	NA	NA	NA
augustus_masked-NQYQ01000059.1-processed-gene-0.12-mRNA-1	NA	NA	G3DSA:3.40.50.1240	IPR001345	NA	PF00300	PTHR23029;PTHR23029:SF55	SSF53254	cd07067	GO:0003824	NA	NA	NA	SM00855	NA	PS00175	NA	NA	NA	NA	NA	NA	PIRSF000709	NA
maker-NQYQ01000033.1-augustus-gene-1.0-mRNA-1	mobidb-lite	NA	G3DSA:1.25.40.10	IPR011990	NA	PF10373	PTHR15696;PTHR15696:SF17	SSF48452	NA	GO:0005515	Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000024.1-processed-gene-2.56-mRNA-1	NA	NA	G3DSA:2.40.110.10;G3DSA:1.20.140.10;G3DSA:1.10.540.10	IPR006089	NA	PF00441;PF02771;PF02770	PTHR43884:SF1;PTHR43884	SSF56645;SSF47203	cd01158	GO:0003995;GO:0055114;GO:0016627;GO:0050660	NA	NA	NA	NA	NA	PS00073;PS00072	NA	NA	SignalP-TM	NA	NA	NA	PIRSF016578	NA
augustus_masked-NQYQ01000007.1-processed-gene-6.27-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	IPR009291	NA	PF06101	PTHR42656;PTHR42656:SF2	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000031.1-processed-gene-1.45-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-12.0-mRNA-1	mobidb-lite	NA	G3DSA:3.30.160.60	IPR036236	PS50157	NA	PTHR23057	SSF57667	NA	GO:0003676	NA	NA	NA	SM00355	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000008.1-augustus-gene-7.0-mRNA-1	mobidb-lite	NA	G3DSA:1.25.10.10;G3DSA:2.40.50.990;G3DSA:3.40.50.300;G3DSA:1.20.1390.20	IPR027417	PS50893;PS50077	PF00005;PF17947	PTHR19211;PTHR19211:SF5	SSF52540;SSF48371	cd03221	GO:0005524;GO:0016887	NA	NA	NA	SM01349;SM00382	NA	PS00211	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000067.1-augustus-gene-0.25-mRNA-1	mobidb-lite	NA	G3DSA:4.10.280.10	IPR011598	PS50888	PF00010	PTHR12565:SF290;PTHR12565	SSF47459	cd00083	GO:0046983;GO:0006355	NA	Coil	NA	SM00353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000013.1-processed-gene-1.17-mRNA-1	mobidb-lite	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	G3DSA:3.40.570.10	IPR018524	NA	PF01223	PTHR13966;PTHR13966:SF5	SSF54060	cd00091	GO:0003676;GO:0016787;GO:0046872	NA	NA	NA	SM00477;SM00892	NA	PS01070	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000004.1-processed-gene-10.22-mRNA-1	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:1.20.120.1760	IPR000462	NA	PF01066	PTHR14269;PTHR14269:SF11	NA	NA	GO:0008654;GO:0016020;GO:0016780	NA	NA	NA	NA	TMhelix	PS00379	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000044.1-augustus-gene-0.53-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	IPR017853	NA	NA	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
maker-NQYQ01000001.1-augustus-gene-4.9-mRNA-1	NA	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	IPR015421	NA	PF00464	PTHR11680:SF25;PTHR11680	SSF53383	cd00378	GO:0003824;GO:0004372;GO:0019264;GO:0030170;GO:0035999	KEGG: 00260+2.1.2.1|KEGG: 00460+2.1.2.1|KEGG: 00630+2.1.2.1|KEGG: 00670+2.1.2.1|KEGG: 00680+2.1.2.1|MetaCyc: PWY-1622|MetaCyc: PWY-181|MetaCyc: PWY-2161|MetaCyc: PWY-2201|MetaCyc: PWY-3661|MetaCyc: PWY-3661-1|MetaCyc: PWY-3841|MetaCyc: PWY-5497|Reactome: R-HSA-196757	NA	NA	NA	NA	PS00096	NA	NA	NA	NA	NA	MF_00051	PIRSF000412	NA
augustus_masked-NQYQ01000017.1-processed-gene-2.8-mRNA-1	mobidb-lite	NA	G3DSA:1.10.10.60	IPR032563	NA	PF16282	PTHR12855	NA	NA	GO:0006281;GO:0006338;GO:0035267;GO:0043967;GO:0043968	Reactome: R-HSA-3214847	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000019.1-processed-gene-2.35-mRNA-1	NA	NA	NA	IPR005345	NA	PF03660	PTHR13120;PTHR13120:SF1	NA	NA		Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF016468	NA
augustus_masked-NQYQ01000018.1-processed-gene-3.16-mRNA-1	NA	NA	G3DSA:3.40.140.10	IPR037518	PS50249	PF01398	PTHR10410;PTHR10410:SF3	NA	cd08065	GO:0003743;GO:0005737;GO:0005852;GO:0005515	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	Coil	NA	SM00232	NA	NA	NA	NA	NA	NA	NA	MF_03007	NA	NA
maker-NQYQ01000034.1-augustus-gene-1.10-mRNA-1	mobidb-lite	NA	NA	IPR025676	NA	PF14420	PTHR38788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000005.1-augustus-gene-1.40-mRNA-1	mobidb-lite	NA	G3DSA:1.20.5.170	IPR025574	NA	PF13634;PF05064	PTHR12084	NA	NA	GO:0005643;GO:0017056	NA	Coil	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NQYQ01000020.1-augustus-gene-2.43-mRNA-1	NA	NA	G3DSA:1.10.600.10	IPR000092	NA	PF00348	PTHR12001	SSF48576	NA	GO:0008299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000005.1-processed-gene-8.16-mRNA-1	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	PTHR35859:SF1;PTHR35859	NA	NA	NA	NA	Coil	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000012.1-augustus-gene-0.33-mRNA-1	mobidb-lite	NA	NA	IPR022124	NA	PF12396	PTHR39461	NA	NA	NA	NA	Coil	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000026.1-augustus-gene-2.32-mRNA-1	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	G3DSA:3.40.50.1240	IPR000560	NA	PF00328	PTHR20963:SF15;PTHR20963	SSF53254	cd07061	NA	NA	NA	NA	NA	TMhelix	PS00778;PS00616	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000006.1-processed-gene-7.11-mRNA-1	mobidb-lite	NA	G3DSA:3.30.70.330	IPR012677	NA	PF04847	PTHR10300:SF14;PTHR10300	SSF54928	NA	GO:0019722;GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000005.1-augustus-gene-1.29-mRNA-1	mobidb-lite	NA	NA	IPR007648	NA	PF04568	NA	NA	NA	GO:0005739;GO:0032780;GO:0042030	NA	Coil	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
maker-NQYQ01000031.1-augustus-gene-1.22-mRNA-1	NA	NA	G3DSA:3.40.50.740;G3DSA:3.10.20.740;G3DSA:3.30.70.20	IPR015405	PS51669;PS51085;PS51839	PF09326;PF10588;PF13510;PF00384	PTHR11615;PTHR11615:SF115	SSF53706;SSF54292;SSF54862	cd00207;cd02773	GO:0016651;GO:0051536;GO:0055114;GO:0016491;GO:0009055;GO:0008137;GO:0016020;GO:0042773	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	SM00929	NA	PS00642;PS00643;PS00641	NA	NA	SignalP-TM	NA	NA	NA	NA	TIGR01973
augustus_masked-NQYQ01000002.1-processed-gene-16.13-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-19.71-mRNA-1	mobidb-lite	NA	NA	IPR007811	NA	PF05132	PTHR13408;PTHR13408:SF0	NA	NA	GO:0003677;GO:0003899;GO:0005666;GO:0006383	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-11.7-mRNA-1	mobidb-lite	NA	NA	IPR024526	NA	PF12720	PTHR40642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000001.1-processed-gene-23.17-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000007.1-processed-gene-5.5-mRNA-1	mobidb-lite	NA	G3DSA:3.30.170.10	IPR000789	NA	PF01111	PTHR23415;PTHR23415:SF12	SSF55637	NA	GO:0016538	NA	NA	NA	SM01084	NA	PS00945	NA	NA	NA	NA	PR00296	NA	NA	NA
augustus_masked-NQYQ01000025.1-processed-gene-2.47-mRNA-1	mobidb-lite	NA	G3DSA:3.90.1720.30	IPR008580	NA	PF05903	PTHR12378:SF10;PTHR12378	NA	NA	NA	NA	NA	NA	SM01179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000008.1-augustus-gene-7.8-mRNA-1	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000010.1-processed-gene-4.5-mRNA-1	mobidb-lite	NA	NA	IPR017877	PS50090	PF13921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000027.1-processed-gene-0.21-mRNA-1	mobidb-lite	NA	G3DSA:3.30.1370.50;G3DSA:3.30.70.330	IPR000504	PS50102;PS51061	PF00076;PF01424	PTHR23003:SF17;PTHR23003	SSF82708;SSF54928	cd12253	GO:0003676	NA	Coil	NA	SM00393;SM00360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NQYQ01000008.1-augustus-gene-1.33-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000007.1-processed-gene-4.2-mRNA-1	mobidb-lite	NA	G3DSA:3.30.230.10;G3DSA:3.40.50.300;G3DSA:3.90.1430.10;G3DSA:2.40.30.10;G3DSA:3.30.70.870;G3DSA:3.30.70.240	IPR035647	PS51722	PF03764;PF00679;PF16004;PF14492;PF03144;PF00009	PTHR42908;PTHR42908:SF6	SSF54980;SSF54211;SSF52540;SSF50447	cd01683;cd04090;cd16264;cd04098;cd04167	GO:0003924;GO:0005525	Reactome: R-HSA-72163|Reactome: R-HSA-72165	NA	NA	SM00838;SM00889	NA	NA	NA	NA	NA	NA	PR00315	NA	NA	TIGR00231
maker-NQYQ01000005.1-augustus-gene-0.25-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000002.1-processed-gene-14.7-mRNA-1	mobidb-lite	NA	G3DSA:3.40.50.1010	IPR006085	NA	PF00752;PF00867	PTHR16171:SF7;PTHR16171	SSF88723;SSF47807	cd09868;cd09904	GO:0004518;GO:0006281;GO:0003697;GO:0004519;GO:0005634;GO:0006289;GO:0016788;GO:0003677;GO:0003824	Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135	Coil	NA	SM00484;SM00485;SM00279	NA	PS00842	NA	NA	NA	NA	PR00066;PR00853	NA	NA	NA
augustus_masked-NQYQ01000001.1-processed-gene-15.32-mRNA-1	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	G3DSA:2.40.10.10	IPR033116	PS50240	PF00089	PTHR24276;PTHR24276:SF70	SSF50494	cd00190	GO:0004252;GO:0006508	NA	NA	NA	SM00020	NA	PS00135;PS00134	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	PR00722	NA	NA	NA
maker-NQYQ01000002.1-augustus-gene-19.62-mRNA-1	mobidb-lite	NA	G3DSA:3.40.50.150;G3DSA:3.30.70.3130	IPR018314	PS51686	PF17125;PF01189	PTHR22807:SF30;PTHR22807	SSF53335	NA	GO:0003723;GO:0008168;GO:0006364;GO:0008757	Reactome: R-HSA-6790901|Reactome: R-HSA-8869496	NA	NA	NA	NA	PS01153	NA	NA	NA	NA	PR02008;PR02012	NA	NA	TIGR00446
maker-NQYQ01000028.1-augustus-gene-0.4-mRNA-1	mobidb-lite	NA	G3DSA:3.40.50.300;G3DSA:1.20.272.10;G3DSA:1.10.8.60	IPR027417	NA	PF08542;PF00004	PTHR11669;PTHR11669:SF20	SSF52540;SSF48019	cd00009	GO:0003677;GO:0006260;GO:0005524	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-176187|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6804756|Reactome: R-HSA-69091|Reactome: R-HSA-69473	NA	NA	SM00382	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NQYQ01000005.1-processed-gene-12.1-mRNA-1	NA	NA	G3DSA:3.40.50.300	IPR005225	PS51419	PF00071	PTHR24073:SF581;PTHR24073	SSF52540	cd01868	GO:0005525;GO:0003924	NA	NA	NA	SM00176;SM00174;SM00175;SM00173	NA	NA	NA	NA	NA	NA	PR00449	NA	NA	TIGR00231
augustus_masked-NQYQ01000010.1-processed-gene-7.29-mRNA-1	mobidb-lite	NA	G3DSA:1.20.120.1080;G3DSA:3.40.50.300;G3DSA:1.20.5.110	IPR001650	PS51194;PS50192;PS51192	PF07717;PF00270;PF00271;PF04408	PTHR18934;PTHR18934:SF118	SSF58038;SSF52540	cd15886;cd00079;cd00046;cd15857	GO:0004386;GO:0003676;GO:0005524	NA	Coil	NA	SM00490;SM00847;SM00487;SM00397	NA	PS00690	NA	NA	NA	NA	NA	NA	NA	NA
