Gene	interpro	GO	PATHWAY	Pfam	MobiDBLite	Gene3D	PANTHER	Coils	ProSiteProfiles	SMART	ProSitePatterns	CDD	SUPERFAMILY	Phobius	TMHMM	PRINTS	ProDom	TIGRFAM	Hamap	SignalP_GRAM_POSITIVE	PIRSF	SignalP_GRAM_NEGATIVE	SignalP_EUK	SFLD
augustus_masked-NODE_54_length_184649_cov_45.277224-processed-gene-0.21-mRNA-1	IPR012341	GO:0003824	NA	PF06824	NA	G3DSA:1.50.10.10	PTHR31047;PTHR31047:SF0	NA	NA	SM01149	NA	NA	SSF48208	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	SignalP-TM	PIRSF028846	SignalP-noTM	SignalP-noTM	NA
maker-NODE_14_length_317028_cov_42.556145-augustus-gene-1.1-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	Coil	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_271_length_43163_cov_47.413514-processed-gene-0.13-mRNA-1	IPR003337	GO:0003824;GO:0005992	Reactome: R-HSA-446205	PF02358;PF00982	NA	G3DSA:3.40.50.2000;G3DSA:3.40.50.1000;G3DSA:3.30.70.1020	PTHR10788;PTHR10788:SF15	NA	NA	NA	NA	cd03788	SSF56784;SSF53756	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	TIGR01484	NA	NA	NA	NA	NA	NA
maker-NODE_68_length_169530_cov_40.815942-augustus-gene-0.36-mRNA-1	IPR005880	GO:0003723;GO:0003735;GO:0006412;GO:0015934;GO:0016740;GO:0005840	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF03947;PF00181	mobidb-lite	G3DSA:2.40.50.140;G3DSA:2.30.30.30;G3DSA:4.10.950.10	PTHR13691;PTHR13691:SF5	NA	NA	SM01382;SM01383	PS00467	NA	SSF50249;SSF50104	NA	NA	NA	NA	TIGR01171	NA	SignalP-TM	NA	NA	NA	NA
augustus_masked-NODE_14_length_317028_cov_42.556145-processed-gene-1.14-mRNA-1	IPR001313	GO:0003723	NA	NA	mobidb-lite	NA	PTHR13102	Coil	NA	SM00025	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_200_length_68174_cov_42.756213-processed-gene-0.7-mRNA-1	IPR007065	NA	NA	PF04982	mobidb-lite	NA	PTHR33741;PTHR33741:SF1	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_408_length_16217_cov_44.833686-processed-gene-0.5-mRNA-1	IPR014044	GO:0005576	NA	PF00188	mobidb-lite	G3DSA:3.40.33.10	PTHR10334:SF312;PTHR10334	NA	NA	SM00198	PS01009	NA	SSF55797	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN	TMhelix	PR00837	NA	NA	NA	SignalP-TM	NA	NA	SignalP-noTM	NA
maker-NODE_108_length_121605_cov_37.136370-augustus-gene-0.11-mRNA-1	IPR001075	GO:0005506;GO:0016226;GO:0051536	NA	PF08712;PF01106	mobidb-lite	G3DSA:3.30.300.130;G3DSA:3.30.1370.70	PTHR11178;PTHR11178:SF1	NA	NA	SM00932	NA	NA	SSF117916;SSF110836	NA	NA	NA	PD002830	NA	NA	SignalP-TM	PIRSF036773	NA	NA	NA
maker-NODE_14_length_317028_cov_42.556145-augustus-gene-2.27-mRNA-1	IPR001936	GO:0043087;GO:0005515;GO:0007165	Reactome: R-HSA-5626467	PF03836;PF00616	mobidb-lite	G3DSA:1.10.506.10	PTHR14149:SF17;PTHR14149	Coil	PS50018	SM00323	PS00509	cd05132	SSF48350;SSF143885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_225_length_59640_cov_33.919681-processed-gene-0.3-mRNA-1	IPR010482	NA	NA	PF06398	mobidb-lite	NA	PTHR28304;PTHR28304:SF2	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_75_length_158243_cov_47.703034-processed-gene-0.37-mRNA-1	IPR017853		KEGG: 00040+3.2.1.31|KEGG: 00531+3.2.1.31|KEGG: 00860+3.2.1.31|KEGG: 00944+3.2.1.31|KEGG: 00983+3.2.1.31|MetaCyc: PWY-7247|MetaCyc: PWY-7445	PF16862	NA	G3DSA:3.20.20.80;G3DSA:2.60.40.1180	PTHR36183	NA	NA	NA	NA	NA	SSF51445	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	SignalP-noTM	NA
augustus_masked-NODE_75_length_158243_cov_47.703034-processed-gene-0.18-mRNA-1	IPR013120	GO:0003824	Reactome: R-HSA-8848584	PF07993;PF00501	NA	G3DSA:1.10.1200.10;G3DSA:3.40.50.720;G3DSA:3.40.50.12780	PTHR43201;PTHR43201:SF3	NA	NA	NA	PS00012	NA	SSF47336;SSF56801;SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_133_length_103293_cov_45.458785-processed-gene-0.42-mRNA-1	IPR029058	GO:0003847;GO:0016042	KEGG: 00565+3.1.1.47	PF12740	mobidb-lite	G3DSA:3.40.50.1820	PTHR10272;PTHR10272:SF15	NA	NA	NA	NA	NA	SSF53474	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	SignalP-noTM	NA
augustus_masked-NODE_94_length_137909_cov_47.221255-processed-gene-0.32-mRNA-1	IPR026569	GO:0003735	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PF00830	mobidb-lite	G3DSA:2.30.170.40	PTHR13528:SF2;PTHR13528	NA	NA	NA	NA	NA	SSF143800	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	NA	NA
maker-NODE_293_length_37911_cov_40.815663-augustus-gene-0.7-mRNA-1	IPR000086	GO:0016787	NA	PF00293	mobidb-lite	NA	PTHR12992:SF0;PTHR12992	Coil	PS51462	NA	NA	cd03426	SSF55811	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_241_length_52392_cov_44.087860-augustus-gene-0.19-mRNA-1	IPR000270	GO:0005515	NA	PF00564;PF00571	mobidb-lite	G3DSA:3.10.580.10	PTHR43263	Coil	PS51371;PS51745	SM00116;SM00666	NA	cd04587	SSF54631;SSF54277	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_341_length_26860_cov_50.500767-augustus-gene-0.8-mRNA-1	IPR036430	GO:0003723;GO:0033897	Reactome: R-HSA-6798695	PF00445	NA	G3DSA:3.90.730.10	PTHR11240	NA	NA	NA	PS00531;PS00530	cd01061	SSF55895	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_177_length_77495_cov_41.931962-augustus-gene-0.4-mRNA-1	IPR003228	GO:0005669;GO:0006352;GO:0046982;GO:0000124;GO:0046695	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-3214847|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	PF03847	mobidb-lite	G3DSA:1.10.20.10	PTHR12264	Coil	NA	NA	NA	cd07981	SSF47113	NA	NA	NA	PD012998	NA	NA	NA	NA	NA	NA	NA
maker-NODE_123_length_108857_cov_43.638904-augustus-gene-0.4-mRNA-1	IPR008921	GO:0003677;GO:0006260;GO:0005524	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091	PF00004;PF08542	mobidb-lite	G3DSA:1.10.8.60;G3DSA:3.40.50.300;G3DSA:1.20.272.10	PTHR11669:SF20;PTHR11669	NA	NA	SM00382	NA	cd00009	SSF48019;SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_796642_cov_41.286555-processed-gene-6.7-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	PTHR37792	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_347_length_26085_cov_44.709415-augustus-gene-0.0-mRNA-1	IPR020845	GO:0003824	NA	PF00501	NA	G3DSA:3.40.50.12780;G3DSA:3.30.300.30	PTHR33927;PTHR33927:SF2	NA	NA	NA	PS00455	NA	SSF52343;SSF56801	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	TIGR01733	NA	NA	NA	NA	NA	NA
maker-NODE_191_length_72573_cov_45.777724-augustus-gene-0.14-mRNA-1	IPR036188	GO:0046577;GO:0055114;GO:0016614;GO:0050660	MetaCyc: PWY-2724	PF05199;PF00732	mobidb-lite	G3DSA:3.50.50.60	PTHR11552;PTHR11552:SF144	NA	NA	NA	NA	NA	SSF51905	NA	NA	NA	NA	NA	NA	NA	PIRSF028937	NA	NA	NA
maker-NODE_285_length_39865_cov_40.952489-augustus-gene-0.9-mRNA-1	IPR035979	GO:0003676	NA	PF00076	mobidb-lite	G3DSA:3.30.70.330	PTHR15241:SF14;PTHR15241	NA	PS50102	SM00360	NA	NA	SSF54928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_101_length_131782_cov_39.346983-augustus-gene-0.5-mRNA-1	IPR037593	GO:0005515	NA	PF17034	mobidb-lite	G3DSA:2.130.10.10	PTHR16453;PTHR16453:SF9	NA	NA	NA	NA	cd16691	SSF50978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_440_length_11968_cov_43.222954-augustus-gene-0.5-mRNA-1	IPR031606	GO:0005887;GO:0015079;GO:0071805	NA	PF16944	mobidb-lite	NA	PTHR36424	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_421298_cov_38.020217-processed-gene-1.0-mRNA-1	IPR020683	GO:0005515	NA	PF13637;PF13540	mobidb-lite	G3DSA:3.30.710.10;G3DSA:2.130.10.30;G3DSA:1.25.40.20	PTHR22872	NA	PS50012;PS50297	SM00248	NA	cd00204	SSF50985;SSF48403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_29_length_239508_cov_44.600256-augustus-gene-1.38-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	PTHR10351:SF42;PTHR10351	Coil	NA	NA	NA	cd07389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_69_length_167294_cov_40.776188-augustus-gene-0.44-mRNA-1	IPR002347	NA	NA	PF00106	mobidb-lite	G3DSA:3.40.50.720	PTHR43550:SF3;PTHR43550	NA	NA	SM00822	NA	cd08939	SSF51735	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	PR00081	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_35_length_223459_cov_41.673714-augustus-gene-0.5-mRNA-1	IPR011701	GO:0016021;GO:0055085	NA	PF07690	mobidb-lite	G3DSA:1.20.1250.20	PTHR43791:SF14;PTHR43791	NA	NA	NA	NA	cd06174	SSF103473	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_92_length_138825_cov_44.010375-augustus-gene-0.16-mRNA-1	IPR021822	NA	NA	PF11885	mobidb-lite	NA	PTHR36205:SF2;PTHR36205	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_110_length_119480_cov_40.655434-processed-gene-0.23-mRNA-1	IPR013785	GO:0003824;GO:0004655;GO:0033014;GO:0046872	KEGG: 00860+4.2.1.24|MetaCyc: PWY-5188|MetaCyc: PWY-5189|Reactome: R-HSA-189451|Reactome: R-HSA-6798695	PF00490	mobidb-lite	G3DSA:3.20.20.70	PTHR11458	NA	NA	SM01004	PS00169	cd04824	SSF51569	NA	NA	PR00144	NA	NA	NA	NA	PIRSF001415	NA	NA	NA
maker-NODE_9_length_415362_cov_42.193286-augustus-gene-3.4-mRNA-1	IPR013964	GO:0008608;GO:0042729;GO:0072686	NA	PF08655	mobidb-lite	NA	PTHR28200	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_207_length_65460_cov_45.455972-augustus-gene-0.17-mRNA-1	IPR026183	GO:0019905	NA	PF09728	mobidb-lite	NA	PTHR16127:SF13;PTHR16127	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_175_length_78561_cov_38.973557-processed-gene-0.4-mRNA-1	IPR013088	GO:0006355;GO:0008270;GO:0043565;GO:0003700	Reactome: R-HSA-383280	PF00320	mobidb-lite	G3DSA:3.30.50.10	PTHR10071:SF228;PTHR10071	Coil	PS50114	SM00401	PS00344	cd00202	SSF57716	NA	NA	PR00619	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_23_length_255774_cov_46.187411-augustus-gene-0.27-mRNA-1	IPR036291		Reactome: R-HSA-70635	PF05368	NA	G3DSA:3.40.50.720	PTHR12126:SF7;PTHR12126	NA	NA	NA	NA	cd05271	SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_61_length_173741_cov_46.884491-augustus-gene-0.7-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_174_length_79196_cov_34.054016-processed-gene-0.10-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_79_length_154138_cov_46.235938-augustus-gene-0.52-mRNA-1	NA	NA	NA	PF13398	NA	NA	PTHR33979:SF2;PTHR33979	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_35_length_223459_cov_41.673714-augustus-gene-1.8-mRNA-1	IPR001223	GO:0005975;GO:0008061	NA	PF00704	mobidb-lite	NA	PTHR11177:SF182;PTHR11177	NA	NA	SM00636	NA	NA	SSF51445	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	SignalP-noTM	NA
maker-NODE_150_length_89774_cov_44.401464-augustus-gene-0.28-mRNA-1	IPR020581	GO:0004375;GO:0006546;GO:0055114;GO:0003824	KEGG: 00260+1.4.4.2|Reactome: R-HSA-6783984	PF02347	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	PTHR11773	NA	NA	NA	NA	NA	SSF53383	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NODE_79_length_154138_cov_46.235938-augustus-gene-0.35-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172;PF04082	mobidb-lite	NA	PTHR31313:SF69;PTHR31313	NA	PS50048	SM00906	PS00463	cd12148;cd00067	SSF57701	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_426693_cov_41.447760-processed-gene-2.16-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	PTHR23083:SF464;PTHR23083	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_55_length_184469_cov_44.921499-augustus-gene-0.7-mRNA-1	IPR029033	GO:0003824;GO:0005524;GO:0006003;GO:0003873;GO:0006000	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-70171	PF00300;PF01591	NA	G3DSA:3.40.50.1240;G3DSA:3.40.50.300	PTHR10606:SF44;PTHR10606	NA	NA	SM00855	PS00175	cd07067	SSF53254;SSF52540	NA	NA	PR00991	NA	NA	NA	NA	PIRSF000709	NA	NA	NA
augustus_masked-NODE_239_length_52855_cov_46.959642-processed-gene-0.5-mRNA-1	IPR032873	GO:0002098;GO:0016300	Reactome: R-HSA-6782315	PF13489	mobidb-lite	NA	PTHR13069;PTHR13069:SF21	NA	NA	NA	NA	cd02440	SSF81995;SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_454_length_9010_cov_42.142970-processed-gene-0.0-mRNA-1	IPR027417	GO:0004553;GO:0005975;GO:0005524	NA	PF00271;PF00150;PF00176;PF14773	mobidb-lite	G3DSA:3.20.20.80;G3DSA:3.40.50.10810;G3DSA:3.40.50.300	PTHR10799:SF804;PTHR10799	NA	PS51192;PS51194	SM00487;SM00490	PS00659	cd00079;cd00046	SSF52540;SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_152_length_89039_cov_48.121019-processed-gene-0.24-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_426693_cov_41.447760-augustus-gene-3.23-mRNA-1	IPR000608		Reactome: R-HSA-983168	PF00179	NA	G3DSA:3.10.110.10	PTHR43898:SF3;PTHR43898	NA	PS50127	SM00212	NA	cd00195	SSF54495	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_35_length_223459_cov_41.673714-processed-gene-0.15-mRNA-1	NA	NA	NA	PF08592	NA	NA	PTHR35042:SF1;PTHR35042	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_212_length_63430_cov_46.256212-processed-gene-0.15-mRNA-1	IPR018828	NA	NA	PF10356	mobidb-lite	NA	PTHR28133	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_133_length_103293_cov_45.458785-processed-gene-0.25-mRNA-1	IPR001171	GO:0016020;GO:0016628;GO:0055114	NA	PF01222	mobidb-lite	NA	PTHR21257:SF31;PTHR21257	NA	NA	NA	PS01017	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_246_length_51470_cov_43.858111-augustus-gene-0.22-mRNA-1	IPR037652	NA	NA	NA	mobidb-lite	NA	PTHR28230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_122_length_108877_cov_42.563715-augustus-gene-0.10-mRNA-1	IPR001900	GO:0003723;GO:0004540	NA	PF17877;PF00773;PF17849	mobidb-lite	G3DSA:2.40.50.690;G3DSA:2.40.50.700;G3DSA:2.40.50.140	PTHR23355;PTHR23355:SF9	Coil	NA	SM00955	NA	NA	SSF50249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_29_length_239508_cov_44.600256-augustus-gene-1.37-mRNA-1	IPR004843	GO:0016787;GO:0006506	NA	PF00149	mobidb-lite	NA	PTHR13315:SF0;PTHR13315	NA	NA	NA	NA	NA	SSF56300	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_61_length_173741_cov_46.884491-processed-gene-0.55-mRNA-1	IPR032816	GO:0016021	NA	PF09335	mobidb-lite	NA	PTHR12677:SF24;PTHR12677	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
maker-NODE_120_length_113434_cov_39.137026-augustus-gene-0.0-mRNA-1	IPR029064	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003723	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF01248	NA	G3DSA:3.30.1330.30	PTHR11449:SF1;PTHR11449	NA	NA	NA	PS00709;PS00993	NA	SSF55315	NA	NA	NA	NA	NA	MF_00481	NA	NA	NA	NA	NA
augustus_masked-NODE_142_length_93137_cov_45.150048-processed-gene-0.22-mRNA-1	IPR000195	NA	NA	PF00566	mobidb-lite	G3DSA:1.10.472.80	PTHR22957:SF359;PTHR22957	NA	PS50086	SM00164	NA	NA	SSF47923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_288_length_39234_cov_37.425423-augustus-gene-0.8-mRNA-1	IPR036196	GO:0004725;GO:0006470	NA	PF01451	NA	G3DSA:3.40.50.2300	PTHR11717;PTHR11717:SF7	NA	NA	SM00226	NA	NA	SSF52788	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	PR00719	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_76_length_158028_cov_43.019804-processed-gene-0.36-mRNA-1	IPR000612	GO:0016021	NA	PF01679	NA	NA	PTHR21659:SF22;PTHR21659	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_419_length_14510_cov_45.885837-processed-gene-0.0-mRNA-1	IPR020164	GO:0031966	Reactome: R-HSA-5628897|Reactome: R-HSA-611105	PF14138	NA	NA	PTHR17130	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	PD076120	NA	NA	NA	NA	NA	NA	NA
maker-NODE_246_length_51470_cov_43.858111-augustus-gene-0.20-mRNA-1	NA	NA	NA	NA	mobidb-lite	G3DSA:3.30.450.70	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_35_length_223459_cov_41.673714-augustus-gene-0.0-mRNA-1	IPR008949	GO:0008299	NA	PF00348	NA	G3DSA:1.10.600.10	PTHR12001:SF44;PTHR12001	NA	NA	NA	NA	NA	SSF48576	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_161_length_84379_cov_41.642026-processed-gene-0.23-mRNA-1	IPR036236	GO:0000398;GO:0008270	Reactome: R-HSA-72163	PF06220	mobidb-lite	NA	PTHR13173;PTHR13173:SF10	Coil	NA	NA	NA	NA	SSF57667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_295_length_37492_cov_37.422079-augustus-gene-0.1-mRNA-1	IPR008580	NA	NA	PF05903	mobidb-lite	G3DSA:3.90.1720.30	PTHR12378:SF10;PTHR12378	NA	NA	SM01179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_77_length_155928_cov_42.090282-augustus-gene-0.2-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	PTHR38118	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	SignalP-noTM	NA
