Gene	MobiDBLite	TMHMM	interpro	GO	Pfam	Phobius	SUPERFAMILY	PANTHER	Gene3D	ProSitePatterns	PRINTS	SMART	ProSiteProfiles	CDD	Coils	TIGRFAM	PATHWAY	Hamap	SFLD	PIRSF	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	ProDom
snap_masked-scaffold194-processed-gene-0.44-mRNA-1	mobidb-lite	NA	IPR001289	GO:0003700;GO:0006355	PF02045	NA	NA	PTHR12632;PTHR12632:SF6	NA	NA	PR00616	SM00521	PS51152	NA	NA	NA	Reactome: R-HSA-1989781|Reactome: R-HSA-2426168|Reactome: R-HSA-380994|Reactome: R-HSA-381183	NA	NA	NA	NA	NA	NA	NA
maker-scaffold563-snap-gene-0.2-mRNA-1	NA	TMhelix	IPR007274	GO:0005375;GO:0016021;GO:0035434	PF04145	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	PTHR12483:SF50;PTHR12483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold76-snap-gene-0.36-mRNA-1	NA	NA	IPR036736	GO:0016740;GO:0016491;GO:0031177;GO:0003824	PF00109;PF16197;PF00698;PF08659;PF14765;PF02801	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	SSF47336;SSF51735;SSF50129;SSF52151;SSF53901;SSF55048	PTHR43775;PTHR43775:SF7	G3DSA:3.40.366.10;G3DSA:3.90.180.10;G3DSA:3.40.50.720;G3DSA:3.40.47.10;G3DSA:3.30.70.3290;G3DSA:3.10.129.110;G3DSA:1.10.1200.10	NA	NA	SM00827;SM00829;SM00825;SM00823;SM00822;SM00826	PS50075	cd05195;cd05274;cd00833	NA	NA	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	NA	NA	NA	NA	NA	NA
maker-scaffold5-snap-gene-0.3-mRNA-1	mobidb-lite	NA	IPR011598	GO:0046983;GO:0006355	PF00010	NA	SSF47459	PTHR12565;PTHR12565:SF51	G3DSA:4.10.280.10	NA	NA	SM00353	PS50888	cd00083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold90-processed-gene-0.108-mRNA-1	mobidb-lite	NA	IPR005607	NA	PF03909	NA	SSF140383	PTHR16019;PTHR16019:SF5	G3DSA:1.10.3970.10	NA	NA	SM00751	PS50858	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold38-processed-gene-0.25-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR39610;PTHR39610:SF2	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold271-processed-gene-0.29-mRNA-1	mobidb-lite	NA	IPR011990	GO:0005515	PF01535	NA	SSF48452	PTHR44149	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold406-processed-gene-0.22-mRNA-1	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-noTM	NA
snap_masked-scaffold2-processed-gene-0.13-mRNA-1	mobidb-lite	NA	IPR009686	NA	PF06911	NA	NA	PTHR21068:SF20;PTHR21068	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold62-processed-gene-0.167-mRNA-1	NA	TMhelix	IPR000832	GO:0004930;GO:0007186;GO:0016021;GO:0004888;GO:0007166	PF00002	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	SSF81321	PTHR23112;PTHR23112:SF0	G3DSA:1.20.1070.10	NA	NA	NA	PS50261	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold286-snap-gene-0.15-mRNA-1	mobidb-lite	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold284-snap-gene-0.3-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR10351:SF42;PTHR10351	NA	NA	NA	NA	NA	cd07389	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold180-snap-gene-0.1-mRNA-1	NA	NA	IPR016024	GO:0006895	NA	NA	SSF48371	PTHR14042;PTHR14042:SF24	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold131-snap-gene-0.127-mRNA-1	NA	NA	IPR036409	NA	PF00596	NA	SSF53639	PTHR22789;PTHR22789:SF0	G3DSA:3.40.225.10	NA	NA	SM01007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold494-snap-gene-0.0-mRNA-1	mobidb-lite	NA	IPR000959	GO:0005515;GO:0004672;GO:0005524;GO:0006468	PF00659;PF00069	NA	SSF82615;SSF56112	PTHR24345	G3DSA:1.10.510.10	PS00107	NA	NA	PS50011	cd13118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold489-processed-gene-0.46-mRNA-1	mobidb-lite	TMhelix	IPR018819	NA	PF10332	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	PTHR28293	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold10-processed-gene-0.187-mRNA-1	mobidb-lite	NA	IPR038765	GO:0003677;GO:0003684;GO:0005634;GO:0006289	PF10403;PF03835;PF10404;PF10405	NA	SSF54001	PTHR12135;PTHR12135:SF0	G3DSA:3.30.70.2460;G3DSA:3.90.260.10	NA	NA	SM01030;SM01032;SM01031	NA	NA	Coil	NA	Reactome: R-HSA-3108214|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	NA	NA	NA	NA	NA	NA	NA
maker-scaffold573-snap-gene-0.17-mRNA-1	NA	TMhelix	IPR007599		PF04511	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SSF144091	PTHR11009;PTHR11009:SF0	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-382556|Reactome: R-HSA-5678895	NA	NA	NA	NA	NA	NA	NA
maker-scaffold237-snap-gene-0.92-mRNA-1	mobidb-lite	NA	IPR016024		PF11935	NA	SSF48371	PTHR15245;PTHR15245:SF20	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-109688|Reactome: R-HSA-159231|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-77595	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold31-processed-gene-0.23-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold24-augustus-gene-0.177-mRNA-1	mobidb-lite	TMhelix	IPR029044	NA	PF03452	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	SSF53448	PTHR43083;PTHR43083:SF4	G3DSA:3.90.550.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold274-snap-gene-0.4-mRNA-1	NA	NA	IPR036908	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	PTHR38850	G3DSA:2.40.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA
snap_masked-scaffold291-processed-gene-0.3-mRNA-1	mobidb-lite	NA	IPR007535	GO:0005506;GO:0009712;GO:0018576;GO:0055114;GO:0016702;GO:0003824;GO:0006725;GO:0008199	PF04444;PF00775	NA	SSF49482	PTHR33711:SF5;PTHR33711	G3DSA:2.60.130.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold73-augustus-gene-0.8-mRNA-1	mobidb-lite	NA	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0004674	PF12063;PF00069	NA	SSF56112	PTHR24348;PTHR24348:SF22	G3DSA:1.20.58.280;G3DSA:1.10.510.10	PS00108;PS00107	NA	SM00220	PS50011	cd14009	NA	NA	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	NA	NA	NA	NA	NA	NA	NA
maker-scaffold4-snap-gene-0.146-mRNA-1	NA	TMhelix	IPR002594	GO:0000272;GO:0008810;GO:0004553	PF01670	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	SSF49899	PTHR34002	G3DSA:2.60.120.180	NA	NA	NA	NA	NA	NA	NA	MetaCyc: PWY-6717|MetaCyc: PWY-6784	NA	NA	NA	NA	NA	NA	NA
maker-scaffold122-snap-gene-0.19-mRNA-1	mobidb-lite	NA	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	SSF57701	PTHR45594	G3DSA:4.10.240.10	PS00463	NA	SM00906;SM00066	PS50048	cd00067;cd12148	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold192-augustus-gene-0.45-mRNA-1	mobidb-lite	TMhelix	IPR002524	GO:0006812;GO:0008324;GO:0016021;GO:0055085	PF01545	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	SSF161111	PTHR11562;PTHR11562:SF13	G3DSA:1.20.1510.10	NA	NA	NA	NA	NA	NA	TIGR01297	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold440-augustus-gene-0.35-mRNA-1	NA	NA	IPR011032	GO:0006069;GO:0008270;GO:0051903;GO:0055114;GO:0016491	PF08240;PF00107	NA	SSF50129;SSF51735	PTHR43880:SF13;PTHR43880	G3DSA:3.40.50.720;G3DSA:3.90.180.10	PS00059	NA	NA	NA	cd08300	NA	TIGR02818	KEGG: 00010+1.1.1.1|KEGG: 00071+1.1.1.1|KEGG: 00260+1.1.1.1|KEGG: 00350+1.1.1.1|KEGG: 00592+1.1.1.1|KEGG: 00625+1.1.1.1|KEGG: 00626+1.1.1.1|KEGG: 00680+1.1.1.284|KEGG: 00830+1.1.1.1|KEGG: 00980+1.1.1.1|KEGG: 00982+1.1.1.1|MetaCyc: PWY-1801|MetaCyc: PWY-3162|MetaCyc: PWY-5057|MetaCyc: PWY-5076|MetaCyc: PWY-5078|MetaCyc: PWY-5079|MetaCyc: PWY-5082|MetaCyc: PWY-5480|MetaCyc: PWY-5486|MetaCyc: PWY-5751|MetaCyc: PWY-6313|MetaCyc: PWY-6333|MetaCyc: PWY-6342|MetaCyc: PWY-6587|MetaCyc: PWY-6802|MetaCyc: PWY-6871|MetaCyc: PWY-7013|MetaCyc: PWY-7111|MetaCyc: PWY-7118|MetaCyc: PWY-7396|MetaCyc: PWY-7798|Reactome: R-HSA-71384	NA	NA	NA	NA	NA	NA	NA
maker-scaffold132-augustus-gene-0.7-mRNA-1	mobidb-lite	NA	IPR027842	NA	PF14613	NA	NA	PTHR31138;PTHR31138:SF1	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold118-snap-gene-0.4-mRNA-1	mobidb-lite	NA	IPR036249	GO:0045454;GO:0006412;GO:0008168	PF00085;PF09243	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SSF52833	PTHR13184	G3DSA:3.40.30.10	PS00194	PR00421	NA	PS51352	cd02947	Coil	NA	NA	NA	NA	PIRSF007797	NA	NA	NA	NA
snap_masked-scaffold268-processed-gene-0.46-mRNA-1	mobidb-lite	TMhelix	IPR009447	GO:0006506;GO:0016021;GO:0016746	PF06423	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	PTHR20661	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-162710	NA	NA	PIRSF017321	NA	NA	NA	NA
maker-scaffold152-snap-gene-0.18-mRNA-1	NA	TMhelix	IPR025423	NA	PF13664	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	PTHR23241;PTHR23241:SF47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold114-augustus-gene-0.18-mRNA-1	NA	NA	IPR005142	GO:0003747;GO:0005737;GO:0006415	PF03465;PF03464;PF03463	NA	SSF55481;SSF55315;SSF53137	PTHR10113	G3DSA:3.30.960.10;G3DSA:3.30.420.60;G3DSA:3.30.1330.30	NA	NA	SM01194	NA	NA	NA	TIGR03676	Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA
maker-scaffold335-snap-gene-0.53-mRNA-1	mobidb-lite	NA	IPR001487	GO:0005515	PF00439	NA	SSF47370;SSF54695	PTHR22880	G3DSA:1.20.920.10;G3DSA:3.30.710.10	NA	PR00503	SM00297	PS50014;PS50097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold90-snap-gene-0.134-mRNA-1	mobidb-lite	NA	IPR012880		PF07919;PF11817	NA	NA	PTHR14374	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	NA	NA
maker-scaffold463-snap-gene-0.37-mRNA-1	mobidb-lite	NA	IPR027417	GO:0003723;GO:0003724;GO:0006401;GO:0003676;GO:0005524	PF00271;PF13234;PF17911;PF08148;PF00270	NA	SSF52540	PTHR12131:SF8;PTHR12131	G3DSA:1.10.3380.30;G3DSA:1.20.1500.20;G3DSA:3.40.50.300;G3DSA:2.40.30.300	NA	NA	SM00490;SM00487;SM01142	PS51194;PS51192	cd00079;cd00046	Coil	NA	NA	NA	NA	PIRSF005198	NA	NA	NA	NA
augustus_masked-scaffold116-processed-gene-0.146-mRNA-1	mobidb-lite	NA	IPR008271	GO:0004672;GO:0006468;GO:0005524	PF00069	NA	SSF56112	PTHR43671:SF19;PTHR43671	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PS00108;PS00107	NA	SM00220	PS50011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold22-augustus-gene-0.37-mRNA-1	NA	NA	IPR006995	GO:0015078;GO:0015986;GO:0045263	PF04911	NA	NA	PTHR28060	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold17-snap-gene-0.42-mRNA-1	NA	NA	IPR021827	GO:0005643	PF11894	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	PTHR31344;PTHR31344:SF0	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA
maker-scaffold365-snap-gene-0.55-mRNA-1	mobidb-lite	NA	IPR011009	GO:0004672;GO:0006468;GO:0005524	PF00069	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SSF56112	PTHR11042:SF134;PTHR11042	G3DSA:1.10.510.10;G3DSA:3.30.200.20	PS00108	NA	SM00220	PS50011	cd14014	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold325-snap-gene-0.9-mRNA-1	mobidb-lite	NA	IPR001611	GO:0005515	NA	NA	SSF52047	NA	G3DSA:3.80.10.10	NA	NA	NA	PS51450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold151-augustus-gene-0.36-mRNA-1	mobidb-lite	NA	IPR011009	NA	PF03109	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SSF56112	PTHR43173:SF2;PTHR43173	NA	NA	NA	NA	NA	cd13969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold206-processed-gene-0.48-mRNA-1	NA	NA	IPR013846	GO:0004484;GO:0006370;GO:0031533	PF03919;PF01331	NA	SSF50249;SSF56091	PTHR10367;PTHR10367:SF0	G3DSA:3.30.470.30;G3DSA:2.40.50.140	NA	NA	NA	NA	cd07895	NA	NA	MetaCyc: PWY-7375|Reactome: R-HSA-167160|Reactome: R-HSA-72086|Reactome: R-HSA-77075	NA	NA	PIRSF036959	NA	NA	NA	NA
augustus_masked-scaffold150-processed-gene-0.107-mRNA-1	mobidb-lite	NA	IPR029063	GO:0005524;GO:0005737;GO:0006457	PF10294	NA	SSF53335	PTHR14614:SF2;PTHR14614	G3DSA:3.40.50.150	PS00296	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-1268020|Reactome: R-HSA-8869496	NA	NA	NA	NA	NA	NA	NA
maker-scaffold456-snap-gene-0.2-mRNA-1	mobidb-lite	NA	IPR019329		PF10183	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	PTHR40637	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold336-processed-gene-0.52-mRNA-1	NA	NA	IPR001199	GO:0016627;GO:0055114;GO:0020037;GO:0050660;GO:0003995	PF02771;PF00173;PF02770;PF00441	NA	SSF56645;SSF55856;SSF47203	PTHR43604:SF3;PTHR43604	G3DSA:1.10.540.10;G3DSA:1.20.140.10;G3DSA:3.10.120.10;G3DSA:2.40.110.10	PS00191;PS00072	NA	SM01117	PS50255	cd00567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold66-snap-gene-0.101-mRNA-1	mobidb-lite	NA	IPR036279	GO:0016788;GO:0004518;GO:0006281;GO:0003677;GO:0003824	PF00752;PF00867	NA	SSF47807;SSF88723	PTHR11081:SF9;PTHR11081	G3DSA:3.40.50.1010	PS00842;PS00841	PR00853	SM00485;SM00484;SM00279	NA	cd09907;cd09867	Coil	NA	Reactome: R-HSA-110362|Reactome: R-HSA-162594|Reactome: R-HSA-174437|Reactome: R-HSA-5651801|Reactome: R-HSA-5685939|Reactome: R-HSA-69166	MF_00614	NA	NA	NA	NA	NA	NA
snap_masked-scaffold175-processed-gene-0.8-mRNA-1	mobidb-lite	NA	IPR008427	NA	PF05730	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	PTHR35607;PTHR35607:SF5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA
maker-scaffold209-snap-gene-0.106-mRNA-1	NA	TMhelix	IPR006838	GO:0016021	PF04750	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	PTHR10989;PTHR10989:SF16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold10-processed-gene-0.141-mRNA-1	mobidb-lite	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	PTHR40641:SF2;PTHR40641	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold77-augustus-gene-0.95-mRNA-1	NA	TMhelix	IPR005303	GO:0003824;GO:0030151;GO:0030170	PF03476;PF03473	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	SSF50800	PTHR14237:SF23;PTHR14237	NA	NA	NA	NA	PS51340	NA	NA	NA	KEGG: 00790+2.8.1.9|MetaCyc: PWY-5963	NA	NA	NA	NA	NA	NA	NA
maker-scaffold90-snap-gene-0.132-mRNA-1	mobidb-lite	NA	IPR011009	GO:0004672;GO:0005524;GO:0006468;GO:0004674	PF00069	NA	SSF56112	PTHR24356;PTHR24356:SF0	G3DSA:1.10.510.10;G3DSA:3.30.200.20	PS00107	NA	NA	PS50011;PS51285	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold174-processed-gene-0.23-mRNA-1	NA	NA	IPR036285	GO:0005515	PF08799;PF00400	NA	SSF158230;SSF50978	PTHR19846	G3DSA:2.130.10.10;G3DSA:1.10.720.150	PS00678	PR00320	SM00320;SM00500	PS50082;PS50294	cd00200	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold95-processed-gene-0.55-mRNA-1	mobidb-lite	NA	IPR013697	GO:0003887;GO:0005634;GO:0006260;GO:0008270;GO:0000166;GO:0003677;GO:0003676;GO:0006281;GO:0008622	PF08490;PF03104;PF00136	NA	SSF53098;SSF56672	PTHR10670	G3DSA:3.30.420.10;G3DSA:1.10.132.60	NA	NA	SM01159;SM00486	NA	cd05535;cd05779	Coil	NA	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7|Reactome: R-HSA-110314|Reactome: R-HSA-174430|Reactome: R-HSA-5651801|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-68952|Reactome: R-HSA-68962	NA	NA	NA	NA	NA	NA	NA
maker-scaffold172-snap-gene-0.15-mRNA-1	mobidb-lite	NA	IPR000938	GO:0005515	PF01302	NA	SSF74924;SSF52058	PTHR15140;PTHR15140:SF6	G3DSA:3.80.10.10;G3DSA:2.30.30.190	PS00845	NA	SM01052;SM00364	PS51450;PS50245	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold34-processed-gene-0.151-mRNA-1	mobidb-lite	TMhelix	IPR025390	NA	PF13373	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	PTHR12943:SF36;PTHR12943	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold203-snap-gene-0.138-mRNA-1	NA	NA	IPR027167	GO:0004419;GO:0005829;GO:0003824	PF00682	NA	SSF51569	PTHR42738;PTHR42738:SF4	G3DSA:3.20.20.70	NA	NA	NA	PS50991	cd07938	NA	NA	KEGG: 00072+4.1.3.4|KEGG: 00280+4.1.3.4|KEGG: 00281+4.1.3.4|KEGG: 00650+4.1.3.4|MetaCyc: PWY-5074	NA	NA	NA	NA	NA	NA	NA
maker-scaffold27-augustus-gene-0.212-mRNA-1	mobidb-lite	NA	IPR012677	GO:0003676	PF00076	NA	SSF54928	PTHR43938;PTHR43938:SF6	G3DSA:3.30.70.330	NA	NA	SM00360	PS50102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold128-processed-gene-0.142-mRNA-1	NA	TMhelix	IPR009571	GO:0005886	PF06687	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	PTHR28019;PTHR28019:SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold167-processed-gene-0.117-mRNA-1	NA	NA	IPR017926	GO:0004642;GO:0006189	PF13507;PF18072;PF18076;PF02769	NA	SSF55326;SSF109736;SSF52317;SSF82697;SSF56042	PTHR10099	G3DSA:1.10.8.750;G3DSA:3.90.650.10;G3DSA:3.40.50.880;G3DSA:3.30.1330.10	NA	NA	SM01211	PS51273	cd02204;cd01740	NA	NA	KEGG: 00230+6.3.5.3|MetaCyc: PWY-6121|MetaCyc: PWY-6122|MetaCyc: PWY-6277|Reactome: R-HSA-73817	MF_00419	NA	NA	NA	NA	NA	NA
snap_masked-scaffold56-processed-gene-0.218-mRNA-1	mobidb-lite	TMhelix	IPR003663	GO:0016020;GO:0022857;GO:0055085;GO:0016021	PF00083	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	SSF103473	PTHR23500;PTHR23500:SF88	G3DSA:1.20.1250.20	NA	PR00171	NA	PS50850	cd06174	NA	NA	Reactome: R-HSA-189200	NA	NA	NA	NA	NA	NA	NA
maker-scaffold189-augustus-gene-0.6-mRNA-1	mobidb-lite	NA	IPR002504	GO:0003951;GO:0006741;GO:0019674	PF01513	NA	SSF111331	PTHR20275:SF11;PTHR20275	G3DSA:2.60.200.30;G3DSA:3.40.50.10330	NA	NA	NA	NA	NA	Coil	NA	KEGG: 00760+2.7.1.23|MetaCyc: PWY-5083|MetaCyc: PWY-7268|MetaCyc: PWY-7269|Reactome: R-HSA-196807	MF_00361	NA	NA	NA	NA	NA	NA
maker-scaffold379-snap-gene-0.55-mRNA-1	NA	NA	IPR036291	GO:0031177;GO:0003824	PF00106;PF00501;PF07993;PF00550	NA	SSF51735;SSF56801;SSF47336	PTHR44845	G3DSA:3.40.50.720;G3DSA:1.10.1200.10;G3DSA:3.40.50.12780;G3DSA:3.30.300.30	PS00455;PS00012	PR00081	SM00823;SM00822	PS50075	cd05235;cd05930	NA	TIGR01746	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold353-processed-gene-0.40-mRNA-1	mobidb-lite	NA	IPR028095	NA	PF14475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
