Gene	interpro	GO	SUPERFAMILY	Pfam	PANTHER	Gene3D	SignalP_GRAM_POSITIVE	CDD	MobiDBLite	SMART	ProSiteProfiles	Phobius	ProSitePatterns	Coils	TMHMM	PATHWAY	PRINTS	SignalP_EUK	SignalP_GRAM_NEGATIVE	TIGRFAM	Hamap	ProDom	PIRSF	SFLD
augustus_masked-NODE_6_length_849364_cov_61.265323-processed-gene-0.35-mRNA-1	IPR017946	GO:0006629;GO:0008081	SSF51695	PF00388	PTHR13593;PTHR13593:SF43	G3DSA:3.20.20.190	NA	cd08586	NA	SM00148	PS50007	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_981360_cov_65.668740-processed-gene-7.17-mRNA-1	NA	NA	SSF54768	NA	PTHR42030	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_29_length_309253_cov_63.563806-augustus-gene-0.41-mRNA-1	IPR001623	GO:0031204	SSF46565	PF00226	PTHR24075;PTHR24075:SF0	G3DSA:1.10.287.110	NA	cd06257	NA	SM00271	PS50076	TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	Reactome: R-HSA-381038	PR00625	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_25_length_361630_cov_63.766165-processed-gene-0.24-mRNA-1	IPR027417	GO:0005515	SSF52540;SSF48452	PF03029;PF09295	PTHR31975:SF1;PTHR31975	G3DSA:3.40.50.300;G3DSA:1.25.40.10	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_41_length_244374_cov_61.795191-processed-gene-0.14-mRNA-1	IPR035297		SSF52540;SSF46785	PF01399;PF13238;PF18098	PTHR10855:SF1;PTHR10855	G3DSA:1.10.10.10;G3DSA:3.40.50.300	NA	NA	mobidb-lite	SM00088;SM00753	PS50250	NA	NA	Coil	NA	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_28_length_335966_cov_65.278157-processed-gene-1.34-mRNA-1	IPR000504	GO:0003676	SSF54928	PF00076	PTHR44799	G3DSA:3.30.70.330	NA	cd12334;cd12335	mobidb-lite	SM00360	PS50102	NA	NA	NA	NA	Reactome: R-HSA-72163|Reactome: R-HSA-72165	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_68_length_116773_cov_66.470886-processed-gene-0.9-mRNA-1	IPR039770	GO:0000027;GO:0000470;GO:0019843	NA	PF04427	PTHR12728	NA	NA	NA	mobidb-lite	SM00879	PS50833	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_981360_cov_65.668740-augustus-gene-3.28-mRNA-1	IPR006709	GO:0006364;GO:0032040	NA	PF04615	PTHR14150:SF12;PTHR14150	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_52_length_193087_cov_44.258613-augustus-gene-0.4-mRNA-1	IPR002119	GO:0000786;GO:0003677;GO:0005634;GO:0046982	SSF47113	PF00125;PF16211	PTHR23430;PTHR23430:SF194	G3DSA:1.10.20.10	NA	cd00074	mobidb-lite	SM00414	NA	NA	PS00046	NA	NA	Reactome: R-HSA-3214858	PR00620	NA	NA	NA	NA	NA	NA	NA
maker-NODE_16_length_458646_cov_62.714747-augustus-gene-0.4-mRNA-1	IPR002843	GO:0015078;GO:0015991;GO:0033179	SSF103486	PF01992	PTHR11028:SF0;PTHR11028	G3DSA:1.20.1690.10;G3DSA:1.10.132.50	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1222556|Reactome: R-HSA-77387|Reactome: R-HSA-917977|Reactome: R-HSA-983712	NA	NA	NA	NA	NA	NA	PIRSF018497	NA
maker-NODE_6_length_849364_cov_61.265323-augustus-gene-1.46-mRNA-1	IPR033487	NA	NA	PF08598	PTHR21964:SF25;PTHR21964	NA	NA	NA	mobidb-lite	SM01401	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_47_length_201026_cov_60.700606-augustus-gene-0.14-mRNA-1	IPR029035	GO:0003824;GO:0030976;GO:0000287	SSF52467;SSF52518	PF02775;PF00205;PF02776	PTHR18968:SF135;PTHR18968	G3DSA:3.40.50.970;G3DSA:3.40.50.1220	NA	cd02002;cd07035	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_24_length_363082_cov_57.773986-processed-gene-2.47-mRNA-1	IPR010730	NA	NA	PF06985	PTHR10622:SF10;PTHR10622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_7_length_845801_cov_64.679335-augustus-gene-4.38-mRNA-1	IPR000582	GO:0000062	SSF47027	PF00887	PTHR23310	G3DSA:1.20.80.10	NA	NA	NA	NA	PS51228	NA	NA	NA	NA	NA	PR00689	NA	NA	NA	NA	NA	NA	NA
maker-NODE_49_length_195914_cov_65.162748-augustus-gene-0.84-mRNA-1	IPR016024	GO:0007076;GO:0000278;GO:0005634;GO:0030261	SSF48371	PF12922;PF12717	PTHR14222;PTHR14222:SF2	G3DSA:1.25.10.10	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-2514853	NA	NA	NA	NA	NA	NA	PIRSF017127	NA
augustus_masked-NODE_15_length_474549_cov_63.245189-processed-gene-2.13-mRNA-1	IPR001563	GO:0004185;GO:0006508	SSF53474	PF00450	PTHR11802:SF189;PTHR11802	G3DSA:3.40.50.1820	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	PR00724	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_18_length_437960_cov_63.438948-processed-gene-3.47-mRNA-1	IPR006767	NA	SSF56300	PF04676;PF04677	PTHR12072;PTHR12072:SF4	NA	NA	cd07380	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_645185_cov_64.840346-processed-gene-3.0-mRNA-1	IPR013260		NA	PF08231	PTHR13264	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1091443_cov_63.945247-augustus-gene-8.38-mRNA-1	IPR032742	GO:0005634;GO:0006338;GO:0031011	NA	PF14612	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_68_length_116773_cov_66.470886-processed-gene-0.19-mRNA-1	IPR013632	GO:0003677;GO:0005524;GO:0006259;GO:0008094;GO:0006281;GO:0000166	SSF52540;SSF47794	PF08423	PTHR22942:SF39;PTHR22942	G3DSA:1.10.150.20;G3DSA:3.40.50.300	NA	cd01123	mobidb-lite	SM00382	PS50163;PS50162	NA	NA	NA	NA	Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579	NA	NA	NA	NA	NA	NA	PIRSF005856	NA
augustus_masked-NODE_1_length_1091443_cov_63.945247-processed-gene-4.34-mRNA-1	IPR016064	GO:0003951;GO:0006741;GO:0019674	SSF111331	PF01513	PTHR20275;PTHR20275:SF6	G3DSA:3.40.50.12540;G3DSA:2.60.200.30	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	KEGG: 00760+2.7.1.23|MetaCyc: PWY-5083|MetaCyc: PWY-7268|MetaCyc: PWY-7269|Reactome: R-HSA-196807	NA	NA	NA	NA	MF_00361	NA	NA	NA
maker-NODE_49_length_195914_cov_65.162748-augustus-gene-0.78-mRNA-1	IPR019465	GO:0006891;GO:0017119	NA	PF10392	PTHR34292:SF1;PTHR34292	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	Coil	TMhelix	Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_42_length_237604_cov_65.677333-processed-gene-1.55-mRNA-1	IPR020846	GO:0016020;GO:0022857;GO:0055085;GO:0005215;GO:0006857	SSF103473	PF00854	PTHR11654:SF118;PTHR11654	G3DSA:1.20.1250.20	NA	cd06174	mobidb-lite	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PS01023	NA	TMhelix	Reactome: R-HSA-427975	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_26_length_358778_cov_64.650727-processed-gene-2.16-mRNA-1	IPR003578	GO:0005525;GO:0005622;GO:0007264;GO:0003924	SSF52540	PF00071	PTHR24072:SF181;PTHR24072	G3DSA:3.40.50.300	NA	cd04132	NA	SM00174;SM00173;SM00176;SM00175	PS51420	NA	NA	NA	NA	Reactome: R-HSA-194840	PR00449	NA	NA	TIGR00231	NA	NA	NA	NA
maker-NODE_41_length_244374_cov_61.795191-augustus-gene-1.52-mRNA-1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	PF00067	PTHR24287:SF14;PTHR24287	G3DSA:1.10.630.10	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PS00086	NA	TMhelix	NA	PR00385;PR00463	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_32_length_290623_cov_59.405479-processed-gene-1.24-mRNA-1	NA	NA	NA	NA	PTHR40641:SF2;PTHR40641	NA	NA	NA	mobidb-lite	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_36_length_277357_cov_64.339956-processed-gene-1.63-mRNA-1	IPR029058	NA	SSF53474	PF00561	PTHR43689:SF10;PTHR43689	G3DSA:3.40.50.1820	SignalP-TM	NA	NA	NA	PS51257	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	PR00111	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA
maker-NODE_1_length_1091443_cov_63.945247-augustus-gene-0.0-mRNA-1	IPR021134		NA	PF01062	PTHR33281;PTHR33281:SF10	NA	NA	NA	mobidb-lite	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	Reactome: R-HSA-2672351	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_981360_cov_65.668740-augustus-gene-7.41-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	NA	PTHR31986:SF10;PTHR31986	NA	NA	cd00067	mobidb-lite	NA	PS50048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_43_length_221422_cov_64.839789-processed-gene-0.40-mRNA-1	IPR033643	GO:0005515	SSF50044	PF00018;PF04366	PTHR15629:SF2;PTHR15629	G3DSA:2.30.30.40	NA	cd11525	mobidb-lite	NA	PS50002	NA	NA	NA	NA	NA	PR00452	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_33_length_285618_cov_58.526770-processed-gene-1.42-mRNA-1	IPR007741	GO:0003735;GO:0005739	NA	PF05047	PTHR13274	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_13_length_527745_cov_64.590967-processed-gene-1.20-mRNA-1	IPR020565	GO:0000105;GO:0004424	SSF54211	PF00475	PTHR23133;PTHR23133:SF2	G3DSA:3.30.230.40	NA	cd07914	NA	NA	NA	NA	PS00954;PS00955	NA	NA	KEGG: 00340+4.2.1.19	NA	NA	NA	NA	MF_00076	NA	NA	NA
maker-NODE_32_length_290623_cov_59.405479-augustus-gene-0.26-mRNA-1	IPR040062	GO:0022857;GO:0055085	SSF103506	PF00153	PTHR24089;PTHR24089:SF59	G3DSA:1.50.40.10	NA	NA	NA	NA	PS50920	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	PR00926	NA	NA	NA	NA	NA	NA	NA
maker-NODE_38_length_263057_cov_61.801365-augustus-gene-1.7-mRNA-1	IPR013927	GO:0003714	NA	PF08618	PTHR38406	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_38_length_263057_cov_61.801365-augustus-gene-1.18-mRNA-1	IPR002088	GO:0008318;GO:0018342	SSF48439	PF01239	PTHR11129:SF1;PTHR11129	G3DSA:1.25.40.120	NA	NA	mobidb-lite	NA	PS51147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_43_length_221422_cov_64.839789-augustus-gene-1.16-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_24_length_363082_cov_57.773986-augustus-gene-2.4-mRNA-1	IPR029047		SSF100920;SSF53067;SSF100934	PF00012	PTHR19375;PTHR19375:SF136	G3DSA:1.20.1270.10;G3DSA:3.30.420.40;G3DSA:3.30.30.30;G3DSA:3.90.640.10;G3DSA:2.60.34.10	NA	cd10228	mobidb-lite	NA	NA	NA	PS01036	Coil	NA	Reactome: R-HSA-3371453	PR00301	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_768202_cov_65.452000-processed-gene-6.23-mRNA-1	NA	NA	NA	NA	PTHR39470	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_5_length_868829_cov_62.810630-augustus-gene-7.59-mRNA-1	IPR022278	GO:0004648;GO:0006564;GO:0003824	SSF53383	PF00266	PTHR43247;PTHR43247:SF1	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	KEGG: 00260+2.6.1.52|KEGG: 00680+2.6.1.52|KEGG: 00750+2.6.1.52|MetaCyc: PWY-8010|Reactome: R-HSA-977347	NA	NA	NA	NA	MF_00160	NA	PIRSF000525	NA
maker-NODE_26_length_358778_cov_64.650727-augustus-gene-1.40-mRNA-1	IPR007005	GO:0005634;GO:0005515	SSF47616;SSF52833	PF04921;PF13417	PTHR12722:SF0;PTHR12722	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	NA	cd00570;cd00299	mobidb-lite	NA	PS50404;PS50405	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDG00358;SFLDS00019
augustus_masked-NODE_37_length_268380_cov_64.784427-processed-gene-0.28-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	Coil	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_1091443_cov_63.945247-processed-gene-7.11-mRNA-1	IPR020472	GO:0005515;GO:0006406	SSF50978	PF00400	PTHR10971;PTHR10971:SF11	G3DSA:2.130.10.10	NA	NA	NA	SM00320	PS50082;PS50294	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	PR00320	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_925979_cov_65.326036-augustus-gene-5.33-mRNA-1	IPR036615	GO:0005524;GO:0009058;GO:0016874;GO:0004326;GO:0009396	SSF53244;SSF53623	PF09731	PTHR11136;PTHR11136:SF5	G3DSA:3.90.190.20;G3DSA:3.40.1190.10	SignalP-TM	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PS01012	Coil	TMhelix	Reactome: R-HSA-196757	NA	NA	NA	TIGR01499	NA	NA	NA	NA
maker-NODE_36_length_277357_cov_64.339956-augustus-gene-0.2-mRNA-1	IPR003892	GO:0005515	NA	PF02845	PTHR16308;PTHR16308:SF13	NA	NA	cd14368	mobidb-lite	NA	PS51140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_8_length_768202_cov_65.452000-processed-gene-4.19-mRNA-1	IPR009772	NA	NA	PF07065	PTHR15323	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_23_length_388669_cov_60.231074-processed-gene-2.62-mRNA-1	IPR017853	GO:0004553;GO:0005975	SSF51445	PF00150	PTHR31451;PTHR31451:SF10	G3DSA:3.20.20.80	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_845801_cov_64.679335-processed-gene-7.40-mRNA-1	IPR013964	GO:0008608;GO:0042729;GO:0072686	NA	PF08655	PTHR28200	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_74_length_98217_cov_43.434866-augustus-gene-0.3-mRNA-1	IPR009008	GO:0002161;GO:0006418;GO:0000166;GO:0004812;GO:0005524;GO:0004822;GO:0006428	SSF52374;SSF50677	PF00133	PTHR42780	G3DSA:3.90.740.10;G3DSA:3.40.50.620	NA	cd00818	NA	NA	NA	NA	PS00178	NA	NA	KEGG: 00970+6.1.1.5	PR00984	NA	NA	TIGR00392	NA	NA	NA	NA
maker-NODE_19_length_423208_cov_63.707385-augustus-gene-3.48-mRNA-1	IPR011990	GO:0005515;GO:0006396;GO:0000462;GO:0030515	SSF48452	PF08640	PTHR23271	G3DSA:1.25.40.10	NA	NA	mobidb-lite	SM00386	NA	NA	NA	Coil	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_11_length_619819_cov_63.830454-augustus-gene-5.38-mRNA-1	IPR000210	GO:0005515	SSF48403;SSF54695	PF00651	PTHR24413:SF83;PTHR24413	G3DSA:1.25.40.20;G3DSA:3.30.710.10	NA	cd00204	NA	SM00225	PS50097;PS50088;PS50297	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_26_length_358778_cov_64.650727-augustus-gene-1.44-mRNA-1	IPR039198	GO:0071930	NA	PF08528	PTHR28246	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_49_length_195914_cov_65.162748-processed-gene-0.27-mRNA-1	IPR017946	GO:0006629;GO:0008081	SSF51695	PF03009	PTHR43805	G3DSA:3.20.20.190	NA	NA	NA	NA	PS51704	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_62_length_134809_cov_59.357962-augustus-gene-0.9-mRNA-1	IPR037804	GO:0000124	NA	PF08313	PTHR15117:SF11;PTHR15117	NA	NA	NA	mobidb-lite	NA	PS51505	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_14_length_515982_cov_63.869335-processed-gene-4.30-mRNA-1	IPR002642	GO:0004620;GO:0009395	SSF52151	PF01735	PTHR10728;PTHR10728:SF33	G3DSA:3.40.1090.10	SignalP-TM	NA	mobidb-lite	SM00022	PS51210	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	Reactome: R-HSA-1482788|Reactome: R-HSA-1482801|Reactome: R-HSA-1482839|Reactome: R-HSA-1482922|Reactome: R-HSA-1483115	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_45_length_209680_cov_63.518675-processed-gene-1.27-mRNA-1	IPR029058	GO:0004185;GO:0006508	SSF53474	PF00450	PTHR11802:SF190;PTHR11802	G3DSA:3.40.50.1820	NA	NA	mobidb-lite	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PS00131	NA	TMhelix	NA	PR00724	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_2_length_981360_cov_65.668740-processed-gene-7.25-mRNA-1	IPR013083	NA	SSF57850	PF13639	PTHR14155;PTHR14155:SF430	G3DSA:3.30.40.10	NA	NA	mobidb-lite	NA	PS50089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_845801_cov_64.679335-processed-gene-0.27-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_27_length_355571_cov_60.543135-augustus-gene-2.7-mRNA-1	IPR007123	GO:0006886;GO:0006888;GO:0008270;GO:0030127	SSF82919;SSF81995;SSF81811;SSF53300;SSF82754	PF00626;PF04811;PF04815;PF04810;PF08033	PTHR13803:SF4;PTHR13803	G3DSA:1.20.120.730;G3DSA:2.60.40.1670;G3DSA:3.40.20.10;G3DSA:3.40.50.410;G3DSA:2.30.30.380	NA	cd01479	mobidb-lite	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	Reactome: R-HSA-1655829|Reactome: R-HSA-204005|Reactome: R-HSA-2132295|Reactome: R-HSA-5694530|Reactome: R-HSA-983170	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_19_length_423208_cov_63.707385-processed-gene-2.21-mRNA-1	IPR012677	GO:0003676	SSF54928	PF00076	PTHR13968;PTHR13968:SF1	G3DSA:3.30.70.330	NA	NA	mobidb-lite	SM00360	PS50102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_49_length_195914_cov_65.162748-augustus-gene-0.68-mRNA-1	IPR000727	GO:0016020;GO:0016192	SSF47661	PF00804;PF05739	PTHR19957:SF147;PTHR19957	G3DSA:1.20.58.70	NA	cd15849	mobidb-lite	SM00503;SM00397	PS50192	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	Coil	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_712399_cov_64.450715-augustus-gene-3.51-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_69_length_112865_cov_56.706621-augustus-gene-0.25-mRNA-1	IPR015943	GO:0005515	SSF81383;SSF50978	PF00400;PF00646	PTHR44007:SF3;PTHR44007	G3DSA:1.20.1280.50;G3DSA:2.130.10.10	NA	cd00200	mobidb-lite	SM00320;SM00256	PS50082;PS50181;PS50294	NA	PS00678	NA	NA	NA	PR00320	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_23_length_388669_cov_60.231074-processed-gene-1.43-mRNA-1	IPR027417	NA	SSF52540	PF17784	PTHR36978	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
