Gene	PANTHER	Phobius	interpro	GO	PATHWAY	Pfam	TMHMM	MobiDBLite	Coils	ProSitePatterns	CDD	Gene3D	SUPERFAMILY	ProSiteProfiles	SMART	PRINTS	SFLD	TIGRFAM	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Hamap	PIRSF	ProDom
augustus_masked-NODE_5_length_639344_cov_58.481605-processed-gene-5.33-mRNA-1	PTHR11024;PTHR11024:SF3	NA	IPR001680	GO:0005515;GO:0005198;GO:1904263	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	PF00400	NA	NA	NA	NA	NA	NA	SSF50978	PS50082;PS50294	SM00320	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_1_length_1425273_cov_58.493042-processed-gene-9.281-mRNA-1	PTHR43708;PTHR43708:SF5	NA	IPR004104	GO:0016491;GO:0055114	NA	PF02894;PF01408	NA	NA	NA	NA	NA	G3DSA:3.40.50.720;G3DSA:3.30.360.10	SSF55347;SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_1_length_1425273_cov_58.493042-processed-gene-5.210-mRNA-1	PTHR15263	NA	IPR038753	GO:0007249	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_14_length_434291_cov_56.144257-augustus-gene-1.178-mRNA-1	PTHR10953:SF3;PTHR10953	NA	IPR032197	GO:0005737;GO:0006914;GO:0008641	Reactome: R-HSA-1632852|Reactome: R-HSA-6798695|Reactome: R-HSA-6802952|Reactome: R-HSA-983168	PF16420;PF00899	NA	mobidb-lite	Coil	NA	cd01486	G3DSA:3.40.140.100;G3DSA:3.40.140.70;G3DSA:3.40.50.720	SSF69572	NA	NA	NA	NA	TIGR01381	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_540689_cov_55.537295-snap-gene-3.82-mRNA-1	PTHR11679:SF2;PTHR11679	NA	IPR001619	GO:0006904;GO:0016192	NA	PF00995	NA	NA	NA	NA	NA	G3DSA:3.40.50.2060	SSF56815	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF005715	NA
maker-NODE_10_length_512366_cov_57.665072-snap-gene-2.46-mRNA-1	PTHR12710	NA	IPR007717	GO:0006511	Reactome: R-HSA-110320	PF05021;PF05020	NA	mobidb-lite	NA	NA	cd08061	NA	NA	PS50249	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF010052	NA
augustus_masked-NODE_3_length_752009_cov_57.006766-processed-gene-5.37-mRNA-1	PTHR11552	NA	IPR000172	GO:0016614;GO:0050660;GO:0055114	Reactome: R-HSA-6798163	PF00732;PF05199	NA	NA	NA	PS00623;PS00624	NA	G3DSA:3.30.560.10;G3DSA:3.50.50.60	SSF54373;SSF51905	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF000137	NA
maker-NODE_5_length_639344_cov_58.481605-augustus-gene-5.317-mRNA-1	PTHR43289:SF1;PTHR43289	NA	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	NA	mobidb-lite	NA	NA	cd00180	G3DSA:1.10.510.10	SSF56112	PS50011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_30_length_285380_cov_56.027165-processed-gene-1.366-mRNA-1	PTHR14742;PTHR14742:SF0	NA	IPR007175		Reactome: R-HSA-6784531|Reactome: R-HSA-6791226	PF04032	NA	mobidb-lite	NA	NA	NA	G3DSA:2.20.25.200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_66_length_112180_cov_60.511151-augustus-gene-0.251-mRNA-1	PTHR11502:SF6;PTHR11502	NA	IPR018282	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-166208|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6790901|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF01092	NA	NA	NA	PS00578	NA	NA	NA	NA	SM01405	NA	NA	NA	NA	NA	NA	NA	PIRSF002129	NA
maker-NODE_39_length_237138_cov_60.081954-snap-gene-1.347-mRNA-1	PTHR10057;PTHR10057:SF0	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR004307	GO:0016021	NA	PF03073	TMhelix	NA	NA	NA	cd15904	G3DSA:1.20.1260.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF005859	NA
augustus_masked-NODE_3_length_752009_cov_57.006766-processed-gene-4.179-mRNA-1	PTHR28199	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR011431	NA	NA	PF07543	TMhelix	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_1_length_1425273_cov_58.493042-processed-gene-1.44-mRNA-1	PTHR32440:SF11;PTHR32440	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	IPR029052	GO:0016787	NA	PF00149	NA	mobidb-lite	NA	NA	cd07383	G3DSA:3.60.21.10	SSF56300	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
augustus_masked-NODE_3_length_752009_cov_57.006766-processed-gene-6.88-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_32_length_276436_cov_60.070273-augustus-gene-0.52-mRNA-1	PTHR43127;PTHR43127:SF1	NA	IPR012675	GO:0005525	KEGG: 00970+6.1.1.3	PF01926;PF02824;PF16897	NA	NA	Coil	PS00905	cd01666;cd01896	G3DSA:3.10.20.30	SSF52540;SSF81271	PS51710	NA	PR00326	NA	TIGR00231	NA	NA	NA	NA	NA	NA
maker-NODE_33_length_273333_cov_57.190362-augustus-gene-0.5-mRNA-1	PTHR11082:SF5;PTHR11082	NA	IPR013785	GO:0003824;GO:0008033;GO:0017150;GO:0050660;GO:0055114	NA	PF01207	NA	mobidb-lite	NA	PS01136	cd02801	G3DSA:3.20.20.70	SSF51395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_68_length_105889_cov_51.995528-processed-gene-0.204-mRNA-1	PTHR11780;PTHR11780:SF10	NA	IPR037225	GO:0051539;GO:0008137;GO:0010181;GO:0055114;GO:0016651;GO:0051287	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	PF10589;PF01512;PF10531	NA	NA	NA	PS00644;PS00645	NA	G3DSA:3.40.50.11540;G3DSA:1.20.1440.230;G3DSA:3.10.20.600	SSF142019;SSF142984;SSF140490	NA	SM00928	NA	NA	TIGR01959	NA	NA	NA	NA	NA	NA
maker-NODE_12_length_504385_cov_59.758304-augustus-gene-3.162-mRNA-1	PTHR12820	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR039766	GO:0000938;GO:0042147	Reactome: R-HSA-6811440	PF04100	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_81_length_69237_cov_51.523499-augustus-gene-0.101-mRNA-1	PTHR24221;PTHR24221:SF400	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR011527	GO:0005524;GO:0016021;GO:0042626;GO:0055085;GO:0016887	NA	PF00664;PF00005	TMhelix	mobidb-lite	NA	PS00211	cd03249	G3DSA:3.40.50.300	SSF52540;SSF90123	PS50929;PS50893	SM00382	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_27_length_330426_cov_57.138596-processed-gene-1.18-mRNA-1	PTHR32268;PTHR32268:SF11	NA	IPR008220	GO:0009058;GO:0016747	NA	PF00561	NA	mobidb-lite	NA	NA	NA	NA	SSF53474	NA	NA	NA	NA	TIGR01392	NA	NA	NA	MF_00296	PIRSF000443	NA
augustus_masked-NODE_24_length_361226_cov_55.322806-processed-gene-1.84-mRNA-1	PTHR14614:SF89;PTHR14614	NA	IPR029063	NA	NA	PF10294	NA	mobidb-lite	NA	NA	NA	G3DSA:3.40.50.150	SSF53335	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_62_length_126088_cov_56.581196-augustus-gene-0.32-mRNA-1	PTHR23504:SF39;PTHR23504	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR011701	GO:0016021;GO:0055085;GO:0005215	NA	PF07690	TMhelix	mobidb-lite	NA	NA	cd06174	NA	SSF103473	PS50850	NA	PR01035	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_1425273_cov_58.493042-snap-gene-12.73-mRNA-1	PTHR11133;PTHR11133:SF15	NA	IPR007698	GO:0004754;GO:0009085	KEGG: 00300+1.5.1.7|KEGG: 00310+1.5.1.7	PF05222	NA	NA	NA	NA	cd12188	G3DSA:3.40.50.720	SSF52283;SSF51735	NA	SM01002;SM01003	NA	NA	NA	NA	NA	NA	NA	PIRSF018250	NA
augustus_masked-NODE_109_length_36041_cov_32.523222-processed-gene-0.33-mRNA-1	PTHR38705	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	IPR039254	NA	NA	PF13668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-NODE_25_length_345928_cov_56.170083-snap-gene-2.356-mRNA-1	PTHR43157:SF1;PTHR43157	NA	IPR002347	NA	NA	PF00106	NA	NA	NA	NA	NA	G3DSA:3.40.50.720	SSF51735	NA	NA	PR00081	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_14_length_434291_cov_56.144257-snap-gene-3.94-mRNA-1	PTHR28304;PTHR28304:SF2	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR010482	NA	NA	PF06398	TMhelix	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_9_length_540689_cov_55.537295-augustus-gene-3.17-mRNA-1	PTHR42973;PTHR42973:SF21	NA	IPR006094	GO:0016491;GO:0050660;GO:0055114;GO:0071949	NA	PF01565	NA	mobidb-lite	NA	NA	NA	G3DSA:3.30.43.10;G3DSA:3.30.465.10;G3DSA:3.40.462.20	SSF56176	PS51387	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_3_length_752009_cov_57.006766-augustus-gene-5.54-mRNA-1	PTHR12534:SF0;PTHR12534	NA	IPR001865	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0015935	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PF00318	NA	NA	Coil	PS00962	cd01425	G3DSA:3.40.50.10490	SSF52313	NA	NA	PR00395	NA	TIGR01011	NA	NA	NA	MF_00291_B	NA	NA
snap_masked-NODE_39_length_237138_cov_60.081954-processed-gene-1.280-mRNA-1	PTHR43662;PTHR43662:SF3	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	IPR002889	NA	NA	PF01822	NA	NA	NA	NA	NA	NA	NA	PS51212	SM00321	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
augustus_masked-NODE_19_length_399495_cov_56.963753-processed-gene-0.114-mRNA-1	PTHR44167	NA	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	PF00069	NA	mobidb-lite	NA	PS00108	cd00180	G3DSA:1.10.510.10	SSF56112	PS50011	SM00220	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_54_length_146565_cov_54.406336-processed-gene-0.345-mRNA-1	PTHR12135:SF0;PTHR12135	NA	IPR018326	GO:0003677;GO:0008270;GO:0003684;GO:0005634;GO:0006289	Reactome: R-HSA-3108214|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	PF01428;PF10405;PF10404;PF10403	NA	mobidb-lite	Coil	NA	NA	G3DSA:4.10.1110.10;G3DSA:3.30.70.2460	SSF118310	PS51039	SM01030;SM01031;SM00154;SM01032	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_62_length_126088_cov_56.581196-snap-gene-0.17-mRNA-1	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
snap_masked-NODE_34_length_266141_cov_58.906685-processed-gene-1.44-mRNA-1	PTHR42908;PTHR42908:SF6	NA	IPR035647	GO:0005525;GO:0003924	Reactome: R-HSA-72163|Reactome: R-HSA-72165	PF16004;PF00679;PF00009;PF03144;PF03764;PF14492	NA	NA	NA	NA	cd16264;cd04167;cd01683;cd04098;cd04090	G3DSA:3.40.50.300;G3DSA:3.30.230.10;G3DSA:3.30.70.870;G3DSA:3.30.70.240;G3DSA:2.40.30.10;G3DSA:3.90.1430.10	SSF54980;SSF54211;SSF52540;SSF50447	PS51722	SM00838;SM00889	PR00315	NA	TIGR00231	NA	NA	NA	NA	NA	NA
snap_masked-NODE_78_length_73699_cov_54.496534-processed-gene-0.32-mRNA-1	PTHR24056:SF185;PTHR24056	NA	IPR017441	GO:0005524;GO:0004672;GO:0006468	NA	PF00069	NA	NA	NA	PS00107;PS00108	cd07835	G3DSA:3.30.200.20;G3DSA:1.10.510.10	SSF56112	PS50011	SM00220	NA	NA	NA	NA	NA	NA	NA	PIRSF000654	NA
augustus_masked-NODE_9_length_540689_cov_55.537295-processed-gene-2.305-mRNA-1	PTHR10971:SF11;PTHR10971	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	IPR020472	GO:0005515;GO:0006406	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	PF00400	NA	NA	NA	NA	NA	G3DSA:2.130.10.10	SSF50978	PS50082;PS50294	SM00320	PR00320	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_20_length_387202_cov_58.679540-processed-gene-1.53-mRNA-1	PTHR41813	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	IPR016084		Reactome: R-HSA-189483|Reactome: R-HSA-917937	NA	NA	NA	NA	NA	NA	G3DSA:1.20.910.10	SSF48613	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_16_length_414607_cov_57.056676-snap-gene-2.0-mRNA-1	PTHR35329:SF1;PTHR35329	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR022057	NA	NA	PF12271	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_51_length_158936_cov_54.945186-processed-gene-0.32-mRNA-1	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_9_length_540689_cov_55.537295-processed-gene-4.13-mRNA-1	PTHR11711:SF225;PTHR11711	NA	IPR027417	GO:0005525	NA	PF00025	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	SSF52540	PS51417	SM00177	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_7_length_563164_cov_57.757710-processed-gene-4.386-mRNA-1	PTHR11614:SF113;PTHR11614	NA	IPR029058	NA	NA	PF12697	NA	NA	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_14_length_434291_cov_56.144257-snap-gene-0.21-mRNA-1	PTHR19375;PTHR19375:SF309	NA	IPR018181		Reactome: R-HSA-3371453	PF00012	NA	NA	Coil	PS01036;PS00297;PS00329	cd10233	G3DSA:2.60.34.10;G3DSA:1.20.1270.10;G3DSA:3.30.420.40;G3DSA:3.30.30.30;G3DSA:3.90.640.10	SSF53067;SSF100920;SSF100934	NA	NA	PR00301	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_1_length_1425273_cov_58.493042-processed-gene-7.182-mRNA-1	PTHR23355:SF35;PTHR23355	NA	IPR029060	GO:0003723;GO:0004540	NA	PF00773;PF17849;PF13638;PF17216;PF17215	NA	mobidb-lite	Coil	PS01175	cd09862	G3DSA:2.40.50.700;G3DSA:3.40.50.1010;G3DSA:2.40.50.140;G3DSA:2.40.50.690	SSF88723;SSF50249	NA	SM00670;SM00955	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_4_length_718053_cov_59.395713-processed-gene-5.196-mRNA-1	PTHR23102;PTHR23102:SF24	NA	IPR000571	GO:0046872	NA	PF18044;PF00642	NA	mobidb-lite	NA	NA	NA	G3DSA:4.10.1000.10	SSF90229	PS50103	SM00356	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_34_length_266141_cov_58.906685-processed-gene-1.56-mRNA-1	PTHR43730;PTHR43730:SF1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	IPR013783	NA	NA	PF17753;PF17786	NA	NA	NA	NA	NA	G3DSA:2.60.40.10;G3DSA:2.60.120.260;G3DSA:3.20.20.80	SSF49785;SSF51445;SSF49303	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
snap_masked-NODE_60_length_127260_cov_57.881667-processed-gene-0.193-mRNA-1	PTHR13303	NA	IPR027235	GO:0006457;GO:0016272;GO:0051082	Reactome: R-HSA-389957	PF01920	NA	NA	Coil	NA	NA	G3DSA:1.10.287.370	SSF46579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_21_length_380954_cov_56.979182-processed-gene-2.436-mRNA-1	PTHR10728:SF40;PTHR10728	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR002642	GO:0004620;GO:0009395	Reactome: R-HSA-1482788|Reactome: R-HSA-1482801|Reactome: R-HSA-1482839|Reactome: R-HSA-1482922|Reactome: R-HSA-1483115	PF01735	TMhelix	mobidb-lite	NA	NA	cd00147	G3DSA:3.40.1090.10	SSF52151	PS51210	SM00022	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_20_length_387202_cov_58.679540-snap-gene-0.20-mRNA-1	PTHR22604:SF115;PTHR22604	NA	IPR036291	GO:0016491	NA	PF01408	NA	NA	NA	NA	NA	G3DSA:3.40.50.720;G3DSA:3.30.360.10	SSF51735;SSF55347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_37_length_252058_cov_61.114793-augustus-gene-1.62-mRNA-1	PTHR43977	NA	IPR003395	GO:0005515;GO:0005524;GO:0005694;GO:0051276	NA	PF02463;PF06470	NA	NA	Coil	NA	cd03272	G3DSA:3.40.50.300;G3DSA:3.30.70.1620;G3DSA:1.20.1060.20	SSF75553;SSF52540	NA	SM00968	NA	NA	NA	NA	NA	NA	NA	PIRSF005719	NA
maker-NODE_46_length_189133_cov_58.105309-snap-gene-0.515-mRNA-1	PTHR13924:SF10;PTHR13924	NA	IPR024312	GO:0007052	NA	PF12709	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_36_length_256952_cov_59.432252-snap-gene-0.59-mRNA-1	PTHR42878;PTHR42878:SF1	NA	IPR001789	GO:0000160	NA	PF00072	NA	mobidb-lite	NA	NA	cd00156	G3DSA:3.40.50.2300	SSF52172	PS50110	SM00448	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_10_length_512366_cov_57.665072-snap-gene-0.101-mRNA-1	PTHR43201;PTHR43201:SF5	NA	IPR025110	GO:0003824	NA	PF13193;PF00501	NA	NA	NA	PS00455	NA	G3DSA:3.30.300.310;G3DSA:3.40.50.12780	SSF56801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_15_length_426026_cov_57.133846-processed-gene-3.36-mRNA-1	PTHR15407;PTHR15407:SF28	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	IPR009644	NA	NA	PF04991	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
maker-NODE_5_length_639344_cov_58.481605-augustus-gene-4.13-mRNA-1	PTHR33048:SF19;PTHR33048	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	TMhelix	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_28_length_307899_cov_56.759910-augustus-gene-1.8-mRNA-1	PTHR12276:SF45;PTHR12276	NA	IPR013809	NA	NA	PF01417	NA	mobidb-lite	Coil	NA	cd03571	G3DSA:1.25.40.90	SSF48464	PS50942	SM00273	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_26_length_344838_cov_59.331504-processed-gene-0.45-mRNA-1	PTHR43180:SF24;PTHR43180	NA	IPR002347	GO:0016491	NA	PF13561	NA	mobidb-lite	NA	PS00061	cd05233	G3DSA:3.40.50.720	SSF51735	NA	SM00822	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_46_length_189133_cov_58.105309-processed-gene-0.464-mRNA-1	PTHR24157:SF0;PTHR24157	NA	IPR036887	GO:0003677	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	SSF54616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_13_length_473568_cov_57.795694-snap-gene-0.0-mRNA-1	PTHR10963:SF27;PTHR10963	SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN	IPR000757	GO:0004553;GO:0005975	NA	PF00722	TMhelix	NA	NA	NA	cd02183	G3DSA:2.60.120.200	SSF49899	PS51762	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
augustus_masked-NODE_42_length_197979_cov_55.852400-processed-gene-0.75-mRNA-1	PTHR11455:SF18;PTHR11455	NA	IPR006050		Reactome: R-HSA-400253	PF03441;PF00875	NA	mobidb-lite	NA	PS00394;PS00691	cd00293	G3DSA:1.10.579.10;G3DSA:3.40.50.620;G3DSA:1.25.40.80	SSF48173;SSF52425	PS51645	NA	PR00147	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_26_length_344838_cov_59.331504-snap-gene-1.12-mRNA-1	PTHR23189;PTHR23189:SF41	NA	IPR006569	GO:0003676	NA	PF04818;PF00076	NA	mobidb-lite	NA	NA	cd03562	G3DSA:1.25.40.90;G3DSA:3.30.70.330	SSF48464;SSF54928	PS51391;PS50102	SM00582;SM00360	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_6_length_604053_cov_57.456056-snap-gene-1.180-mRNA-1	PTHR31975	NA	IPR011990	GO:0005515	NA	PF09295	NA	NA	NA	NA	NA	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_21_length_380954_cov_56.979182-augustus-gene-2.382-mRNA-1	PTHR13500	NA	IPR039844	NA	NA	PF11707;PF16201	NA	mobidb-lite	NA	NA	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_17_length_413467_cov_55.970450-augustus-gene-0.157-mRNA-1	PTHR22891:SF61;PTHR22891	NA	IPR003165	GO:0003676;GO:0005515	Reactome: R-HSA-1912408|Reactome: R-HSA-203927|Reactome: R-HSA-4086398|Reactome: R-HSA-426486|Reactome: R-HSA-426496|Reactome: R-HSA-5628897|Reactome: R-HSA-5687128|Reactome: R-HSA-8934593|Reactome: R-HSA-8943723|Reactome: R-HSA-8948700|Reactome: R-HSA-9018519	PF02171;PF02170;PF16488;PF16486;PF08699	NA	mobidb-lite	NA	NA	cd02846;cd04657	G3DSA:2.170.260.10;G3DSA:3.40.50.2300;G3DSA:3.30.420.10	SSF101690;SSF53098	PS50821;PS50822	SM00950;SM00949;SM01163	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-NODE_6_length_604053_cov_57.456056-processed-gene-1.234-mRNA-1	PTHR12661:SF5;PTHR12661	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR007109	NA	NA	PF04427	NA	mobidb-lite	Coil	NA	NA	NA	NA	PS50833	SM00879	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_13_length_473568_cov_57.795694-snap-gene-1.14-mRNA-1	PTHR12532;PTHR12532:SF0	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	IPR002876		Reactome: R-HSA-5628897|Reactome: R-HSA-611105	PF01709	NA	NA	NA	NA	NA	G3DSA:3.30.70.980;G3DSA:1.10.10.200	SSF75625	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
