Gene	interpro	GO	PATHWAY	TIGRFAM	PRINTS	SUPERFAMILY	PANTHER	Gene3D	PIRSF	Hamap	Pfam	ProSitePatterns	CDD	MobiDBLite	SFLD	SMART	ProSiteProfiles	Phobius	TMHMM	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	Coils	SignalP_EUK	ProDom
OPB42334.1	IPR036156	GO:0004553;GO:0005975	Reactome: R-HSA-2024096|Reactome: R-HSA-2160916|Reactome: R-HSA-2206292|Reactome: R-HSA-6798695	NA	NA	SSF49303;SSF49785;SSF51445	PTHR43730;PTHR43730:SF2	G3DSA:3.20.20.80;G3DSA:2.60.120.260;G3DSA:2.60.40.10	NA	NA	PF17753;PF00703;PF17786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43218.1	IPR025124	NA	NA	NA	NA	NA	PTHR28065	NA	NA	NA	PF13259	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36365.1	IPR002347	GO:0016491	NA	NA	PR00080;PR00081	SSF51735	PTHR42760;PTHR42760:SF69	G3DSA:3.40.50.720	NA	NA	PF00106	PS00061	cd05233	NA	NA	SM00822	NA	NA	NA	NA	NA	NA	NA	NA
OPB38151.1	IPR040062	GO:0022857	NA	NA	NA	SSF103506	PTHR24089;PTHR24089:SF70	G3DSA:1.50.40.10	NA	NA	PF00153	NA	NA	mobidb-lite	NA	NA	PS50920	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA
OPB43601.1	NA	NA	NA	NA	NA	NA	PTHR42055	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	NA	NA	NA
OPB46354.1	IPR029063	NA	NA	NA	NA	SSF53335	NA	G3DSA:3.40.50.150	NA	NA	PF13649	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB36647.1	NA	NA	NA	NA	PR01217	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	SignalP-noTM	SignalP-TM	NA	SignalP-noTM	NA
OPB46045.1	IPR006094	GO:0016491;GO:0050660;GO:0055114;GO:0071949	NA	NA	NA	SSF56176	PTHR42973;PTHR42973:SF20	G3DSA:3.40.462.20;G3DSA:3.30.43.10;G3DSA:3.30.465.10	NA	NA	PF01565;PF08031	NA	NA	NA	NA	NA	PS51387	NA	NA	NA	NA	NA	NA	NA
OPB38311.1	IPR039604	NA	NA	NA	NA	NA	PTHR31027	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	Coil	NA	NA
OPB39186.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43840.1	IPR001137	GO:0004553;GO:0005975	MetaCyc: PWY-6717|MetaCyc: PWY-6784	NA	PR00911	SSF49899	PTHR10587;PTHR10587:SF108	G3DSA:2.60.120.180	NA	NA	PF00457	PS00776;PS00777	NA	NA	NA	NA	PS51761	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	SignalP-noTM	SignalP-TM	NA	SignalP-noTM	NA
OPB36893.1	IPR013979	GO:0003743;GO:0006413;GO:0005515	NA	NA	NA	SSF82171	PTHR13227	G3DSA:2.130.10.10	PIRSF017222	NA	PF08662	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB41833.1	IPR001208	GO:0003677;GO:0005524;GO:0006270;GO:0005634;GO:0042555;GO:1905775;GO:0006260	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	PR01657;PR01658	SSF52540;SSF50249	PTHR11630:SF44;PTHR11630	G3DSA:2.40.50.140;G3DSA:2.20.28.10;G3DSA:3.30.1640.10;G3DSA:3.40.50.300	NA	NA	PF00493;PF17207;PF17855;PF14551;PF12619	PS00847	cd00009	mobidb-lite	NA	SM00350	PS50051	NA	NA	NA	NA	NA	NA	NA
OPB37522.1	IPR006977	GO:0016020	NA	NA	NA	NA	PTHR21236;PTHR21236:SF2	NA	NA	NA	PF04893	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB37087.1	IPR007109	NA	NA	NA	NA	SSF52954	PTHR22734:SF2;PTHR22734	G3DSA:3.40.50.10480	NA	NA	PF04427	NA	NA	NA	NA	SM00879	PS50833	NA	NA	NA	NA	NA	NA	NA
OPB41169.1	NA	NA	NA	NA	NA	NA	PTHR36206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA
OPB36705.1	IPR029703	GO:0003677;GO:0003887;GO:0006260;GO:0006281;GO:0008622;GO:0005634;GO:0008270;GO:0003676;GO:0000166	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7|Reactome: R-HSA-110314|Reactome: R-HSA-174430|Reactome: R-HSA-5651801|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-68952|Reactome: R-HSA-68962	NA	NA	SSF56672;SSF53098	PTHR10670	G3DSA:3.30.420.10;G3DSA:1.10.132.60	NA	NA	PF08490;PF03104;PF00136	NA	cd05779;cd05535	mobidb-lite	NA	SM01159;SM00486	NA	NA	NA	NA	NA	NA	NA	NA
OPB45501.1	IPR002938	GO:0071949;GO:0008168;GO:0008171	NA	NA	PR00420	SSF51905;SSF53335;SSF46785	PTHR43747;PTHR43747:SF1	G3DSA:3.50.50.60;G3DSA:1.10.10.10;G3DSA:3.40.50.150	NA	NA	PF01494;PF00891	NA	NA	mobidb-lite	NA	NA	PS51683	NA	NA	NA	NA	NA	NA	NA
OPB46954.1	IPR002155	GO:0016747;GO:0003824	NA	TIGR01930	NA	SSF53901	PTHR43853;PTHR43853:SF8	G3DSA:3.40.47.10	PIRSF000429	NA	PF00108;PF02803	PS00737	cd00751	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39714.1	IPR014001	GO:0004386	NA	NA	NA	SSF52540	PTHR18934:SF136;PTHR18934	G3DSA:1.20.120.1080;G3DSA:3.40.50.300	NA	NA	PF07717;PF00271;PF04408	PS00690	cd00046;cd00079	NA	NA	SM00487;SM00490;SM00847	PS51194;PS51192	NA	NA	NA	NA	NA	NA	NA
OPB39869.1	IPR007900	GO:0005669;GO:0006352	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	NA	NA	NA	NA	NA	NA	PF05236	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB38670.1	IPR020843	GO:0016491;GO:0055114	NA	NA	NA	SSF50129;SSF51735	PTHR42683;PTHR42683:SF20	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	NA	PF00107	NA	NA	NA	NA	SM00829	NA	NA	NA	NA	NA	NA	NA	NA
OPB45026.1	NA	NA	NA	NA	NA	NA	PTHR35391;PTHR35391:SF6	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46922.1	IPR038852	NA	NA	NA	NA	NA	PTHR42106	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37749.1	IPR036322	GO:0005515;GO:0005198;GO:0006886;GO:0016192;GO:0030126;GO:0030117	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	PR00320	SSF50978;SSF50993	PTHR19876;PTHR19876:SF1	G3DSA:1.25.40.470;G3DSA:2.130.10.10	PIRSF003354	NA	PF06957;PF04053;PF00400	PS00678	cd00200	NA	NA	SM00320	PS50082;PS50294	NA	NA	NA	NA	NA	NA	NA
OPB46728.1	IPR029061	GO:0005975;GO:0016832;GO:0003824	NA	NA	NA	SSF52518;SSF52922	PTHR31273;PTHR31273:SF1	G3DSA:3.40.50.970;G3DSA:3.40.50.920	PIRSF017245	NA	PF09363;PF09364;PF03894	PS60002;PS60003	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB43270.1	IPR007146	NA	NA	NA	NA	NA	PTHR13237;PTHR13237:SF7	NA	NA	NA	PF04000	NA	NA	mobidb-lite	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-TM	SignalP-TM	NA	SignalP-noTM	NA
OPB41037.1	IPR008928	GO:0003824	NA	NA	NA	SSF48208	PTHR36845	NA	NA	NA	PF07470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40584.1	IPR001279	NA	NA	NA	NA	SSF56281	PTHR23240;PTHR23240:SF13	G3DSA:3.60.15.10	NA	NA	PF12706;PF07522	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB46100.1	IPR011990	GO:0005515	NA	NA	NA	SSF48452;SSF52540;SSF53474	PTHR19959;PTHR19959:SF205	G3DSA:3.40.50.300;G3DSA:1.25.40.10	NA	NA	PF13374;PF13424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB45289.1	IPR011009	GO:0016773	NA	NA	NA	SSF56112	PTHR22603;PTHR22603:SF67	G3DSA:3.30.200.240	NA	NA	PF04428;PF01633	NA	cd05157	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44056.1	IPR011990	GO:0005515	NA	NA	NA	NA	PTHR44149	G3DSA:1.25.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	SignalP-TM	NA	NA	NA
OPB39034.1	NA	NA	NA	NA	NA	NA	PTHR37019;PTHR37019:SF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB39476.1	IPR019327	NA	NA	NA	NA	NA	PTHR22306	NA	NA	NA	PF10180	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40560.1	IPR009097	NA	NA	NA	NA	SSF55144	NA	G3DSA:3.90.1140.10	NA	NA	PF08975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39715.1	IPR003892	GO:0005515	NA	NA	NA	SSF46934	PTHR16461	G3DSA:1.10.8.10	NA	NA	PF02845	NA	cd14372	mobidb-lite	NA	SM00546	PS51140	NA	NA	NA	NA	NA	NA	NA
OPB41637.1	IPR007248	GO:0016021	NA	NA	NA	NA	PTHR11266;PTHR11266:SF36	NA	NA	NA	PF04117	NA	NA	mobidb-lite	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	NA	NA
OPB44109.1	IPR002671	GO:0003735;GO:0005622;GO:0005840;GO:0006412	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	PTHR10064;PTHR10064:SF0	G3DSA:3.30.1360.210	NA	NA	PF01776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37881.1	IPR000717	NA	NA	NA	NA	NA	PTHR12732;PTHR12732:SF0	G3DSA:1.25.40.570;G3DSA:1.10.10.10	NA	NA	PF01399	NA	NA	NA	NA	NA	PS50250	NA	NA	NA	NA	NA	NA	NA
OPB44018.1	IPR036908	NA	NA	NA	NA	SSF50685	NA	G3DSA:2.40.40.10	NA	NA	PF07249	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-noTM	NA	NA	SignalP-noTM	NA
OPB47074.1	IPR000953	NA	NA	NA	NA	SSF54160	NA	G3DSA:2.40.50.40	NA	NA	PF00385	NA	cd00024	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB43705.1	IPR036789	GO:0003735;GO:0005840;GO:0006412;GO:0019843;GO:0005622	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	SSF56053	PTHR11655;PTHR11655:SF16	G3DSA:3.90.930.12	PIRSF002162	NA	PF00347	PS00700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39993.1	IPR007590	NA	NA	NA	NA	NA	PTHR12111:SF1;PTHR12111	NA	NA	NA	PF04502	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB46101.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	SignalP-noTM	NA
OPB42338.1	IPR007133	GO:0006368;GO:0016570;GO:0016593	Reactome: R-HSA-112382|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	NA	NA	NA	PTHR23188:SF12;PTHR23188	NA	NA	NA	PF03985	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38905.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB45008.1	IPR003034	NA	NA	NA	NA	SSF68906	NA	G3DSA:1.10.720.30	NA	NA	PF02037;PF18592	NA	NA	mobidb-lite	NA	SM00513	PS50800	NA	NA	NA	NA	NA	NA	NA
OPB45147.1	IPR008936	GO:0007165	Reactome: R-HSA-194840	NA	NA	SSF48350	PTHR15228;PTHR15228:SF25	G3DSA:1.10.555.10	NA	NA	PF00620	NA	cd04396	mobidb-lite	NA	SM00324	PS50238	NA	NA	NA	NA	NA	NA	NA
OPB42418.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB36342.1	IPR000719	GO:0004672;GO:0005524;GO:0006468	NA	NA	NA	SSF56112	PTHR24356:SF0;PTHR24356	G3DSA:3.30.200.20;G3DSA:1.10.510.10	NA	NA	PF00069	PS00107;PS00108	cd05578	mobidb-lite	NA	SM00220	PS50011	NA	NA	NA	NA	NA	NA	NA
OPB38096.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	NA	PTHR35392:SF2;PTHR35392	NA	NA	NA	NA	NA	cd00067	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB47053.1	IPR000504	GO:0003676	NA	NA	NA	SSF54928	PTHR43955;PTHR43955:SF1	G3DSA:3.30.70.330	NA	NA	PF00076	NA	cd12611;cd12613;cd12346	mobidb-lite	NA	SM00360	PS50102	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA
OPB44942.1	IPR012337	GO:0003676	NA	NA	NA	SSF53098	PTHR12801:SF106;PTHR12801	G3DSA:3.30.420.10	NA	NA	PF00929	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB43709.1	IPR002068	NA	NA	NA	NA	SSF49764	PTHR43670:SF5;PTHR43670	NA	NA	NA	PF00011	NA	NA	mobidb-lite	NA	NA	PS01031	NA	NA	NA	NA	NA	NA	NA
OPB39611.1	IPR036167	GO:0000213;GO:0006388;GO:0003676;GO:0004518	MetaCyc: PWY-6689|MetaCyc: PWY-7803|Reactome: R-HSA-6784531	NA	NA	SSF53032	PTHR28518	G3DSA:3.40.1350.10	NA	NA	PF09631	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39280.1	IPR000891	GO:0003824;GO:0004419;GO:0005829	KEGG: 00072+4.1.3.4|KEGG: 00280+4.1.3.4|KEGG: 00281+4.1.3.4|KEGG: 00650+4.1.3.4|MetaCyc: PWY-5074	NA	NA	SSF51569	PTHR42738:SF4;PTHR42738	G3DSA:3.20.20.70	NA	NA	PF00682	NA	cd07938	NA	NA	NA	PS50991	NA	NA	NA	SignalP-TM	NA	NA	NA
OPB36457.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	SSF57701	PTHR12526:SF531;PTHR12526	G3DSA:4.10.240.10	NA	NA	PF00172;PF11951	PS00463	cd00067	mobidb-lite	NA	SM00066	PS50048	NA	NA	NA	NA	NA	NA	NA
OPB36805.1	IPR004000	GO:0005634;GO:0006338	NA	NA	NA	SSF53067	PTHR11937:SF47;PTHR11937	G3DSA:3.30.420.40;G3DSA:3.90.640.10	NA	NA	PF00022	NA	NA	NA	NA	SM00268	NA	NA	NA	NA	NA	NA	NA	NA
OPB41994.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA
OPB44160.1	IPR015424	GO:0003824;GO:0030170	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	NA	NA	SSF53383	PTHR42699	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	PF01053	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB42004.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB42974.1	IPR015915	GO:0005515	NA	NA	NA	SSF117281	PTHR23244;PTHR23244:SF410	G3DSA:2.120.10.80	NA	NA	PF13415;PF13418;PF13422	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB45054.1	IPR000727	GO:0016020;GO:0016192;GO:0005484;GO:0006886	NA	NA	NA	SSF47661	PTHR19957;PTHR19957:SF83	G3DSA:1.20.58.70	NA	NA	PF05739	PS00914	cd15845	NA	NA	SM00397	PS50192	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	Coil	NA	NA
OPB37227.1	IPR031833	NA	NA	NA	NA	NA	PTHR41800	NA	NA	NA	PF15932	NA	NA	mobidb-lite	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA
OPB37964.1	IPR018392	NA	NA	NA	NA	NA	PTHR20932;PTHR20932:SF8	G3DSA:3.10.350.10	NA	NA	NA	NA	cd00118	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB40794.1	IPR000182	NA	NA	NA	NA	SSF55729	PTHR21471;PTHR21471:SF52	G3DSA:3.40.630.30	NA	NA	PF00583;PF18014	NA	cd04301	NA	NA	NA	PS51186	NA	NA	NA	NA	NA	NA	NA
OPB46740.1	IPR004698	GO:0005385;GO:0016021;GO:0071577;GO:0016020;GO:0030001;GO:0046873;GO:0055085	NA	TIGR00820	NA	NA	PTHR11040;PTHR11040:SF69	NA	NA	NA	PF02535	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA
OPB43325.1	IPR011989	GO:0006886;GO:0008536	NA	NA	NA	SSF48371	PTHR10997:SF9;PTHR10997	G3DSA:1.25.10.10	NA	NA	PF03810	NA	NA	NA	NA	SM00913	PS50166	NA	NA	NA	NA	NA	NA	NA
OPB46431.1	IPR013719		Reactome: R-HSA-112382|Reactome: R-HSA-167152|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6804756|Reactome: R-HSA-75955	NA	NA	SSF50729	PTHR13711;PTHR13711:SF293	G3DSA:2.30.29.30	NA	NA	PF08512	NA	NA	mobidb-lite	NA	SM01287	NA	NA	NA	NA	NA	Coil	NA	NA
OPB44881.1	IPR016064	GO:0003951;GO:0006741;GO:0019674	KEGG: 00760+2.7.1.23|MetaCyc: PWY-5083|MetaCyc: PWY-7268|MetaCyc: PWY-7269|Reactome: R-HSA-196807	NA	NA	SSF111331	PTHR20275:SF6;PTHR20275	G3DSA:2.60.200.30;G3DSA:3.40.50.12540	NA	MF_00361	PF01513	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB38613.1	IPR021109	GO:0004190;GO:0006508	NA	NA	PR00792	SSF50630	PTHR13683:SF326;PTHR13683	G3DSA:2.40.70.10	NA	NA	PF00026	PS00141	cd05474	mobidb-lite	NA	NA	PS51767	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	SignalP-noTM	NA
OPB40474.1	IPR008580	NA	NA	NA	NA	NA	PTHR12378:SF10;PTHR12378	G3DSA:3.90.1720.30	NA	NA	PF05903	NA	NA	mobidb-lite	NA	SM01179	NA	NA	NA	NA	NA	NA	NA	NA
OPB43641.1	IPR002403	GO:0004497;GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	PR00465;PR00385	SSF48264	PTHR24305:SF87;PTHR24305	G3DSA:1.10.630.10	NA	NA	PF00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB39418.1	IPR013087	GO:0003676	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS00028	NA	mobidb-lite	NA	NA	PS50157	NA	NA	NA	NA	NA	NA	NA
OPB46944.1	IPR003150	GO:0003677;GO:0006355	NA	NA	NA	SSF48371;SSF46774	PTHR15348:SF0;PTHR15348	G3DSA:1.10.150.60;G3DSA:3.30.160.60	NA	NA	PF01388	NA	NA	mobidb-lite	NA	SM01014;SM00501	PS51526;PS51011	NA	NA	NA	NA	Coil	NA	NA
OPB40659.1	IPR023214	NA	NA	NA	NA	SSF56784	PTHR43316;PTHR43316:SF6	G3DSA:3.40.50.1000;G3DSA:1.10.150.750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44936.1	IPR002347	NA	NA	NA	PR00080;PR00081	SSF51735	PTHR24320;PTHR24320:SF92	G3DSA:3.40.50.720	NA	NA	PF00106	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB37426.1	IPR033194		Reactome: R-HSA-2129379	NA	NA	NA	PTHR15327;PTHR15327:SF0	NA	NA	NA	PF06991	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA
OPB38835.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OPB44848.1	IPR012341	GO:0003824;GO:0004571;GO:0005509;GO:0016020	NA	NA	PR00747	SSF48225	PTHR11742;PTHR11742:SF47	G3DSA:1.50.10.10	NA	NA	PF01532	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA
OPB36139.1	IPR037176	NA	NA	NA	NA	SSF49870	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	SignalP-TM	NA	SignalP-noTM	NA
OPB41736.1	IPR001764	GO:0004553;GO:0005975	NA	NA	NA	SSF52279;SSF51445	PTHR30620;PTHR30620:SF37	G3DSA:2.60.40.10;G3DSA:3.20.20.300;G3DSA:3.40.50.1700	NA	NA	PF00933;PF07691;PF14310;PF01915	NA	NA	NA	NA	SM01217	PS51820	NA	NA	NA	NA	NA	NA	NA
OPB45741.1	IPR002088	GO:0008318;GO:0018342;GO:0005968;GO:0018344	Reactome: R-HSA-6803205|Reactome: R-HSA-8873719	NA	NA	SSF48439	PTHR11129;PTHR11129:SF2	G3DSA:1.25.40.120	NA	NA	PF01239	NA	NA	NA	NA	NA	PS51147	NA	NA	NA	NA	NA	NA	NA
OPB46196.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	NA	NA	NA	PTHR31313;PTHR31313:SF74	G3DSA:4.10.240.10	NA	NA	NA	NA	cd12148;cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
