Gene	interpro	ProSitePatterns	Coils	SUPERFAMILY	GO	Pfam	PANTHER	MobiDBLite	Phobius	TMHMM	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	CDD	Hamap	Gene3D	PRINTS	PATHWAY	ProSiteProfiles	ProDom	SMART	PIRSF	TIGRFAM	SFLD
PTB46292.1	IPR001313	NA	NA	SSF48371	GO:0003723	PF00806	PTHR12537;PTHR12537:SF12	mobidb-lite	NA	NA	NA	NA	NA	cd07920	NA	G3DSA:1.25.10.10	NA	NA	PS50302;PS50303	NA	SM00025	NA	NA	NA
PTB45958.1	IPR000834	NA	NA	SSF54897;SSF53187	GO:0004181;GO:0006508;GO:0008270	PF00246	PTHR11705:SF115;PTHR11705	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	SignalP-TM	NA	SignalP-noTM	NA	NA	G3DSA:3.40.630.10	PR00765	NA	NA	NA	SM00631	NA	NA	NA
PTB40013.1	IPR010109	PS00480	NA	SSF48256	GO:0004108;GO:0006101;GO:0046912;GO:0006099	PF00285	PTHR11739:SF15;PTHR11739	NA	NA	NA	SignalP-TM	NA	NA	cd06105	NA	G3DSA:1.10.230.10;G3DSA:1.10.580.10	PR00143	Reactome: R-HSA-1268020|Reactome: R-HSA-71403	NA	NA	NA	NA	TIGR01793	NA
PTB42926.1	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB46610.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44470.1	IPR006133	NA	Coil	SSF53098;SSF56672	GO:0003676;GO:0000166;GO:0003677;GO:0003887;GO:0005634;GO:0006260;GO:0008270;GO:0006281;GO:0008622	PF03104;PF00136;PF08490	PTHR10670	mobidb-lite	NA	NA	NA	NA	NA	cd05779;cd05535	NA	G3DSA:3.30.420.10;G3DSA:1.10.132.60	NA	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7	NA	NA	SM01159;SM00486	NA	NA	NA
PTB38190.1	IPR001452	NA	Coil	SSF50044	GO:0005515	NA	PTHR13357:SF2;PTHR13357	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.30.30.40	NA	NA	PS50002	NA	SM00326	NA	NA	NA
PTB44108.1	IPR037171	PS01161	NA	SSF100950	GO:0004342;GO:0006044;GO:0005975	PF01182	PTHR11280;PTHR11280:SF17	mobidb-lite	NA	NA	NA	NA	NA	cd01399	MF_01241	G3DSA:3.40.50.1360	NA	KEGG: 00520+3.5.99.6|MetaCyc: PWY-5514|MetaCyc: PWY-6855|MetaCyc: PWY-6906|Reactome: R-HSA-70171	NA	NA	NA	NA	TIGR00502	NA
PTB41069.1	IPR013087	PS00028	Coil	SSF54236;SSF46934	GO:0003676;GO:0005515	PF00789	PTHR13020;PTHR13020:SF42	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.8.10;G3DSA:3.10.20.90	NA	NA	PS50157;PS50033	NA	SM00166	NA	NA	NA
PTB38945.1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44256.1	IPR021047	NA	NA	NA	NA	PF11735	PTHR34144;PTHR34144:SF5	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45452.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB46654.1	IPR002222	PS00323	NA	SSF54570	GO:0003735;GO:0005840;GO:0006412;GO:0003723;GO:0015935	PF00203	PTHR11880;PTHR11880:SF2	NA	NA	NA	NA	NA	NA	NA	MF_00531	G3DSA:3.30.860.20	PR00975	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	PIRSF002144	TIGR01025	NA
PTB42276.1	IPR021589	NA	Coil	NA	NA	PF11500	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB38039.1	IPR036420	NA	Coil	SSF52113	NA	PF12738	PTHR13561:SF20;PTHR13561	mobidb-lite	NA	NA	NA	NA	NA	cd00027	NA	G3DSA:3.40.50.10190	NA	NA	PS50172	NA	SM00292	NA	NA	NA
PTB45152.1	IPR001969	PS00141	NA	SSF50630	GO:0004190;GO:0006508	PF00026	PTHR13683;PTHR13683:SF326	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	cd05474	NA	G3DSA:2.40.70.10	PR00792	NA	PS51767	NA	NA	NA	NA	NA
PTB45388.1	IPR040457	NA	Coil	NA	GO:0043015;GO:0000226;GO:0000922;GO:0005815;GO:0007020	PF17681;PF04130	PTHR19302:SF13;PTHR19302	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.20.120.1900	NA	Reactome: R-HSA-380270|Reactome: R-HSA-380320	NA	NA	NA	NA	NA	NA
PTB40195.1	IPR007518	NA	Coil	NA	GO:0004843;GO:1990380	PF04424	PTHR18063:SF6;PTHR18063	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB38513.1	IPR028209	NA	Coil	NA	GO:0001919;GO:0007040;GO:0016197;GO:0031902;GO:0032008;GO:0042632;GO:0043410;GO:0045121;GO:0071230;GO:0071986	PF15454	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1632852|Reactome: R-HSA-165159|Reactome: R-HSA-166208|Reactome: R-HSA-380972|Reactome: R-HSA-5628897|Reactome: R-HSA-6798695|Reactome: R-HSA-8943724	NA	NA	SM01262	NA	NA	NA
PTB39404.1	IPR001680	PS00678	NA	SSF50998	GO:0005515	PF00400	PTHR19848	NA	NA	NA	NA	NA	NA	cd00200	NA	G3DSA:2.130.10.10	PR00320	NA	PS50082;PS50294	NA	SM00320	NA	NA	NA
PTB34765.1	IPR003609	NA	NA	NA	NA	PF14295	PTHR33946	mobidb-lite	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	G3DSA:3.50.4.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB34959.1	IPR036291	NA	NA	SSF51735		PF05368	PTHR42748:SF17;PTHR42748	NA	NA	NA	NA	NA	NA	cd05251	NA	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA
PTB44877.1	IPR036864	PS00463	NA	SSF57701	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	PTHR31313;PTHR31313:SF4	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	cd12148;cd00067	NA	G3DSA:4.10.240.10	NA	NA	PS50048	PD016347	SM00906;SM00066	NA	NA	NA
PTB39007.1	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB41323.1	IPR013087	PS00028	NA	NA	GO:0003676	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.160.60	NA	NA	PS50157	NA	SM00355	NA	NA	NA
PTB35396.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB42109.1	IPR000612	PS01309	NA	NA	GO:0016021	PF01679	PTHR21659;PTHR21659:SF22	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36773.1	IPR037464	NA	NA	SSF56235	GO:0004298;GO:0016787	PF01112	PTHR10188:SF8;PTHR10188	mobidb-lite	NA	NA	NA	NA	NA	cd04514	NA	G3DSA:3.60.20.30	NA	NA	NA	NA	NA	NA	NA	NA
PTB45881.1	IPR018851	NA	NA	NA		PF10444	PTHR16040	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-4615885|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA
PTB37989.1	IPR002328	PS00059	NA	SSF50129;SSF51735	GO:0008270;GO:0016491;GO:0055114	PF08240;PF00107	PTHR42683;PTHR42683:SF9	NA	NA	NA	NA	NA	NA	cd05283	NA	G3DSA:3.40.50.720;G3DSA:3.90.180.10	NA	Reactome: R-HSA-71384	NA	NA	SM00829	NA	NA	NA
PTB35725.1	IPR019405	NA	NA	SSF50974	GO:0005515	PF10282	PTHR13833:SF70;PTHR13833	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	G3DSA:2.130.10.10	NA	Reactome: R-HSA-114608	NA	NA	NA	NA	NA	NA
PTB36310.1	IPR008271	PS00108;PS00107	NA	SSF56112	GO:0004672;GO:0006468;GO:0005524;GO:0004674	PF00069	PTHR24353:SF83;PTHR24353	mobidb-lite	NA	NA	NA	NA	NA	cd05580	NA	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	NA	PS50011;PS51285	NA	SM00220;SM00133	PIRSF000654	NA	NA
PTB44668.1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39158.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	TMhelix	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB42950.1	IPR023395	NA	NA	SSF103506	GO:0022857;GO:0055085	PF00153	PTHR24089:SF0;PTHR24089	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.50.40.10	PR00926	NA	PS50920	NA	NA	NA	NA	NA
PTB42145.1	IPR012459	NA	Coil	NA	GO:0006364	PF07890	PTHR13245	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43885.1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB35729.1	IPR017853	PS00775	NA	SSF51445;SSF52279	GO:0004553;GO:0005975	PF14310;PF00933;PF01915	PTHR42715;PTHR42715:SF1	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	TMhelix	SignalP-TM	NA	NA	NA	NA	G3DSA:3.20.20.300;G3DSA:3.40.50.1700;G3DSA:2.60.40.10	PR00133	NA	NA	NA	SM01217	NA	NA	NA
PTB41054.1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB43168.1	IPR036910	NA	Coil	SSF47095	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.30.10	NA	NA	PS50118	NA	NA	NA	NA	NA
PTB40585.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39949.1	IPR037219	PS00674	Coil	SSF140990;SSF52540	GO:0004222;GO:0005524;GO:0006508;GO:0016020	PF00004;PF01434;PF17862	PTHR23076	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	cd00009	MF_01458	G3DSA:1.20.58.760;G3DSA:3.40.50.300;G3DSA:1.10.8.60	NA	Reactome: R-HSA-8949664	NA	NA	SM00382	NA	TIGR01241	NA
PTB36473.1	IPR007248	NA	NA	NA	GO:0016021	PF04117	PTHR11266:SF36;PTHR11266	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB36206.1	IPR018188	PS00530;PS00531	NA	SSF55895	GO:0003723;GO:0033897	PF00445	PTHR11240	mobidb-lite	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	cd01061	NA	G3DSA:3.90.730.10	NA	Reactome: R-HSA-6798695	PS51257	NA	NA	NA	NA	NA
PTB41061.1	IPR020846	NA	NA	SSF103473	GO:0016021;GO:0055085	PF07690	PTHR43791;PTHR43791:SF33	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	cd06174	NA	G3DSA:1.20.1250.20	NA	NA	PS50850	NA	NA	NA	NA	NA
PTB45291.1	NA	NA	NA	NA	NA	NA	PTHR33048	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB41185.1	IPR006195	NA	Coil	SSF55681;SSF50249	GO:0000166;GO:0004812;GO:0005524;GO:0006418;GO:0004815;GO:0005737;GO:0006422	PF00152	PTHR43450	mobidb-lite	NA	NA	NA	NA	NA	cd04320;cd00776	MF_02075	G3DSA:2.40.50.140;G3DSA:3.30.930.10	PR01042	Reactome: R-HSA-2408517|Reactome: R-HSA-379716	PS50862	NA	NA	NA	NA	NA
PTB36487.1	IPR013785	NA	NA	SSF51735;SSF53223;SSF52540;SSF51569	GO:0003824;GO:0003855;GO:0004764;GO:0055114	PF01202;PF01488;PF01487;PF18317;PF08501	PTHR21090:SF20;PTHR21090	NA	NA	NA	NA	NA	NA	cd01065;cd00502	NA	G3DSA:3.20.20.70;G3DSA:3.40.50.300;G3DSA:3.40.50.10860;G3DSA:3.40.50.720	NA	KEGG: 00400+2.7.1.71|MetaCyc: PWY-6163	NA	NA	NA	NA	NA	NA
PTB36029.1	IPR000415	NA	NA	SSF55469	GO:0016491;GO:0016657;GO:0034599	PF00881	PTHR43035:SF2;PTHR43035	NA	NA	NA	NA	NA	NA	cd02140	NA	G3DSA:3.40.109.10	NA	Reactome: R-HSA-209968	NA	NA	NA	NA	NA	NA
PTB36967.1	IPR020795	NA	Coil	NA	GO:0003677;GO:0005664;GO:0006260	PF07034;PF18137	PTHR12748	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-113507|Reactome: R-HSA-176187|Reactome: R-HSA-68616|Reactome: R-HSA-68689|Reactome: R-HSA-68827|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962	NA	NA	NA	NA	NA	NA
PTB37760.1	IPR001609	NA	Coil	SSF52540;SSF50044	GO:0003774;GO:0005524;GO:0016459;GO:0005515	PF00018;PF00063;PF06017	PTHR13140:SF663;PTHR13140	mobidb-lite	NA	NA	NA	NA	NA	cd11858;cd01378	NA	G3DSA:3.40.850.10;G3DSA:1.10.10.820;G3DSA:1.20.120.720;G3DSA:1.20.58.530;G3DSA:3.30.70.3240;G3DSA:2.30.30.40	PR00193	NA	PS51456;PS50002;PS51757	NA	SM00326;SM00242	NA	NA	NA
PTB46002.1	IPR004841	PS00218	NA	NA	GO:0016020;GO:0055085;GO:0022857;GO:0006865;GO:0016021	PF00324	PTHR43341;PTHR43341:SF15	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.20.1740.10	NA	NA	NA	NA	NA	PIRSF006060	NA	NA
PTB42288.1	IPR035994	NA	NA	SSF53167	GO:0003824;GO:0009116	NA	PTHR21234:SF16;PTHR21234	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44171.1	IPR036188	NA	NA	SSF51905	GO:0004499;GO:0050660;GO:0050661;GO:0055114	PF00743	PTHR23023	NA	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	G3DSA:3.50.50.60	PR00370	NA	NA	NA	NA	PIRSF000332	NA	NA
PTB46484.1	IPR011704	NA	NA	SSF52540	GO:0005524;GO:0016887	PF07728;PF17867;PF17865	PTHR22908:SF66;PTHR22908	mobidb-lite	NA	NA	NA	NA	NA	cd00009	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	SM00382	NA	NA	NA
PTB46262.1	IPR000719	PS00108	Coil	SSF56112	GO:0004672;GO:0005524;GO:0006468	PF00069	PTHR43671;PTHR43671:SF19	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	G3DSA:1.10.510.10	NA	NA	PS50011	NA	SM00220	NA	NA	NA
PTB41673.1	IPR008220	NA	NA	SSF53474	GO:0009058;GO:0016747	PF00561	PTHR32268:SF11;PTHR32268	mobidb-lite	NA	NA	NA	NA	NA	NA	MF_00296	NA	NA	NA	NA	NA	NA	PIRSF000443	TIGR01392	NA
PTB38436.1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39986.1	IPR036915	NA	NA	SSF47954	GO:0000079;GO:0019901	PF08613	PTHR15615;PTHR15615:SF0	mobidb-lite	NA	NA	SignalP-TM	NA	NA	NA	NA	G3DSA:1.10.472.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB44201.1	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB39785.1	IPR020568	NA	NA	SSF54211;SSF55666		PF01138	PTHR11953:SF2;PTHR11953	NA	NA	NA	NA	NA	NA	cd11371	NA	G3DSA:3.30.230.70	NA	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA
PTB36859.1	IPR028909	NA	NA	SSF141091	GO:0005840	PF00829	PTHR21349;PTHR21349:SF0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	NA	NA	NA	NA
PTB35650.1	IPR036291	NA	NA	SSF51735;SSF55347	GO:0016491;GO:0055114	PF01408;PF02894	PTHR43708;PTHR43708:SF5	NA	NA	TMhelix	NA	NA	NA	NA	NA	G3DSA:3.30.360.10;G3DSA:3.40.50.720	NA	NA	NA	NA	NA	NA	NA	NA
PTB46231.1	NA	NA	Coil	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45768.1	IPR012677	NA	Coil	SSF54928	GO:0003676;GO:0046872;GO:0006397	PF00076;PF01480	PTHR14398;PTHR14398:SF0	mobidb-lite	NA	NA	NA	NA	NA	cd12257	NA	G3DSA:3.30.70.330	NA	NA	PS50102;PS50103	NA	SM00360	NA	NA	NA
PTB36162.1	IPR002044	NA	NA	SSF49452;SSF51011;SSF51445	GO:2001070;GO:0030246;GO:0004556;GO:0005509;GO:0016052;GO:0003824;GO:0005975	PF09260;PF00128;PF00686	PTHR43789	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	SignalP-noTM	SignalP-noTM	cd05811;cd11319	NA	G3DSA:2.60.40.1180;G3DSA:3.20.20.80;G3DSA:2.60.40.10	NA	KEGG: 00500+3.2.1.3|MetaCyc: PWY-5941	PS51166	NA	SM01065;SM00642	NA	NA	NA
PTB36838.1	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB44856.1	IPR020472	PS00678	NA	SSF50978	GO:0005515;GO:0043130;GO:0043161	PF08324;PF00400;PF09070	PTHR19849	mobidb-lite	NA	NA	NA	NA	NA	cd00200	NA	G3DSA:1.25.10.10;G3DSA:2.130.10.10;G3DSA:1.10.150.410	PR00320	NA	PS51394;PS50082;PS50294;PS51396	NA	SM00320	NA	NA	NA
PTB44065.1	IPR002189	PS00749;PS00748	NA	SSF90096	GO:0008290;GO:0051016	PF01267	PTHR10653;PTHR10653:SF0	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.40.160.80;G3DSA:1.20.1290.20	PR00191	Reactome: R-HSA-2132295|Reactome: R-HSA-3371497|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436	NA	NA	NA	NA	NA	NA
PTB37508.1	IPR005848	PS00145;PS01120	NA	SSF51338;SSF51278;SSF54111;SSF51556	GO:0006807;GO:0009039;GO:0016151;GO:0016810;GO:0043419;GO:0016787	PF00699;PF00547;PF00449;PF01979	PTHR43440	NA	NA	NA	NA	NA	NA	cd00390;cd00407;cd00375	MF_01954;MF_01953	G3DSA:2.30.40.10;G3DSA:3.30.280.10;G3DSA:3.20.20.140;G3DSA:2.10.150.10	PR01752	KEGG: 00220+3.5.1.5|KEGG: 00230+3.5.1.5|KEGG: 00791+3.5.1.5|MetaCyc: PWY-5704	PS51368	PD002319	NA	PIRSF001222	TIGR00193;TIGR01792;TIGR00192	NA
PTB46242.1	IPR007568	NA	NA	NA	GO:0016021	PF04479	PTHR31465;PTHR31465:SF9	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB45189.1	IPR009069	NA	NA	SSF47072		NA	PTHR13523:SF2;PTHR13523	mobidb-lite	NA	NA	SignalP-TM	NA	NA	NA	NA	G3DSA:1.10.287.1130	NA	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA	NA
PTB38832.1	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47018.1	IPR006276	NA	NA	SSF51726	GO:0003871;GO:0008270;GO:0009086;GO:0008652	PF08267;PF01717	PTHR30519;PTHR30519:SF0	mobidb-lite	NA	NA	NA	NA	NA	cd03311;cd03312	MF_00172	G3DSA:3.20.20.210	NA	KEGG: 00270+2.1.1.14|KEGG: 00450+2.1.1.14|MetaCyc: PWY-5041|MetaCyc: PWY-6151|MetaCyc: PWY-6936|MetaCyc: PWY-702	NA	NA	NA	PIRSF000382	TIGR01371	NA
PTB46756.1	IPR036663	NA	NA	SSF56529	GO:0003824	PF01557	PTHR11820;PTHR11820:SF7	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.90.850.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB44603.1	IPR002058	NA	NA	SSF81301;SSF81631	GO:0016779	PF03828;PF01909	PTHR23092;PTHR23092:SF15	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	cd05402	NA	G3DSA:1.10.1410.10;G3DSA:3.30.460.10	NA	NA	NA	NA	NA	NA	NA	NA
PTB45038.1	IPR027417	NA	NA	SSF52540	NA	PF13087;PF13086	PTHR43788	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA
PTB37594.1	IPR026030	NA	NA	NA	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	PF02133	PTHR31806:SF5;PTHR31806	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.10.4160.10	NA	NA	NA	NA	NA	PIRSF002744	NA	NA
