Gene	Phobius	interpro	SUPERFAMILY	PANTHER	GO	Pfam	ProSiteProfiles	CDD	TMHMM	Coils	MobiDBLite	PATHWAY	ProSitePatterns	SMART	Gene3D	PIRSF	PRINTS	TIGRFAM	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Hamap	SFLD	ProDom
EGR49939.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR040115	NA	PTHR22166:SF12;PTHR22166	GO:0071786	PF10058	NA	NA	TMhelix	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51357.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	SSF89372	NA	NA	NA	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	G3DSA:2.120.10.70	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49256.1	NA	IPR021858	SSF57701	PTHR31263;PTHR31263:SF21	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF11951;PF00172	PS50048	cd00067	NA	NA	mobidb-lite	NA	PS00463	SM00066	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46546.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR004843	SSF56300	PTHR24032:SF67;PTHR24032	GO:0016787	PF00149	NA	cd00144	TMhelix	NA	mobidb-lite	NA	NA	NA	G3DSA:3.60.21.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45031.1	NA	IPR004821	SSF52374	PTHR10739;PTHR10739:SF23	GO:0003824;GO:0009058	PF01467	NA	cd02174	NA	Coil	mobidb-lite	NA	NA	NA	G3DSA:3.40.50.620	NA	NA	TIGR00125	NA	NA	NA	NA	NA	NA
EGR49066.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	IPR019734	SSF46565;SSF48452	PTHR44140;PTHR44140:SF2	GO:0005515	PF13181;PF00226	PS50005;PS50293;PS50076	cd06257	NA	Coil	mobidb-lite	NA	NA	SM00028;SM00271	G3DSA:1.10.287.110;G3DSA:1.25.40.10	NA	PR00625	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR46451.1	NA	IPR019410	NA	PTHR14614	NA	PF10294	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51834.1	NA	IPR002058	SSF81301;SSF81631	PTHR12271;PTHR12271:SF40	NA	PF03828	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.30.460.10;G3DSA:1.10.1410.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45272.1	NA	IPR000210	SSF54695	NA	GO:0005515	PF00651	PS50097	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.30.710.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51117.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50210.1	SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	IPR001623	SSF46565	PTHR44653	NA	PF00226	PS50076	cd06257	TMhelix	NA	mobidb-lite	NA	NA	SM00271	NA	NA	PR00625	NA	NA	SignalP-noTM	NA	NA	NA	NA
EGR53036.1	NA	IPR004046	SSF47616;SSF52833	PTHR44051:SF5;PTHR44051	GO:0005515	PF00043;PF13417	PS50405;PS50404	cd03048	NA	NA	NA	NA	NA	NA	G3DSA:3.40.30.10;G3DSA:1.20.1050.10	NA	NA	NA	NA	NA	NA	NA	SFLDG00358;SFLDS00019	NA
EGR50746.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR008217	NA	PTHR31851:SF11;PTHR31851	NA	PF01988	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47131.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46154.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50102.1	NA	IPR014764	SSF46934	PTHR12281;PTHR12281:SF2	GO:0005515	PF03556;PF14555	PS51229	NA	NA	NA	mobidb-lite	Reactome: R-HSA-8951664	NA	NA	G3DSA:1.10.8.10;G3DSA:1.10.238.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51146.1	NA	IPR016181	SSF55729	PTHR34815	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.40.630.30	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48440.1	NA	IPR000845	SSF53167	PTHR21234;PTHR21234:SF16	GO:0003824;GO:0009116	PF01048	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48266.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR021765	NA	PTHR33365;PTHR33365:SF10	GO:0043386	PF11807	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51965.1	NA	IPR022577	SSF48371	PTHR12658	GO:0005096;GO:0007021;GO:0007023;GO:0048487	PF12612	NA	NA	NA	Coil	NA	Reactome: R-HSA-389977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50867.1	NA	IPR023214	SSF56784	PTHR19288:SF6;PTHR19288	GO:0016791	PF13242;PF13344	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.1000	PIRSF000915	NA	TIGR01460;TIGR01452	NA	NA	NA	NA	NA	NA
EGR52315.1	NA	IPR010339	SSF52540	PTHR11093;PTHR11093:SF2	GO:0003678;GO:0005524;GO:0043141;GO:0031011;GO:0035267;GO:0097255	PF06068;PF17856	NA	NA	NA	NA	NA	Reactome: R-HSA-171319|Reactome: R-HSA-3214847	NA	SM00382	G3DSA:1.10.8.60;G3DSA:3.40.50.300;G3DSA:2.40.50.360	NA	PR00830	NA	NA	NA	NA	NA	NA	NA
EGR51233.1	NA	IPR006001	SSF52540	PTHR43442:SF3;PTHR43442	GO:0005975;GO:0016301	PF01202	NA	cd02021	NA	NA	mobidb-lite	KEGG: 00030+2.7.1.12|MetaCyc: PWY-5530	NA	NA	G3DSA:3.40.50.300	NA	NA	TIGR01313	NA	NA	NA	NA	NA	NA
EGR47579.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR016164	SSF55103;SSF56176	PTHR11748;PTHR11748:SF35	GO:0003824;GO:0050660;GO:0016491;GO:0055114;GO:0071949	PF01565;PF02913	PS51387	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	G3DSA:3.30.465.40;G3DSA:1.10.45.10;G3DSA:3.30.70.2740	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51195.1	NA	IPR000056	SSF51366	PTHR11749:SF3;PTHR11749	GO:0005975;GO:0016857;GO:0004750;GO:0006098;GO:0003824	PF00834	NA	cd00429	NA	NA	NA	KEGG: 00030+5.1.3.1|KEGG: 00040+5.1.3.1|KEGG: 00710+5.1.3.1|MetaCyc: PWY-1861|MetaCyc: PWY-5723|Reactome: R-HSA-71336	PS01086;PS01085	NA	G3DSA:3.20.20.70	PIRSF001461	NA	NA	NA	NA	NA	NA	NA	NA
EGR46387.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	IPR029164	NA	PTHR39400		PF15159	NA	NA	TMhelix	NA	mobidb-lite	Reactome: R-HSA-162710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52091.1	NA	IPR036424	SSF64005	PTHR10291;PTHR10291:SF0	GO:0016765	PF01255	NA	cd00475	NA	NA	mobidb-lite	Reactome: R-HSA-446199	PS01066	NA	G3DSA:3.40.1180.10	NA	NA	TIGR00055	NA	NA	NA	MF_01139	NA	NA
EGR46637.1	NA	IPR027417	SSF52540	PTHR11825;PTHR11825:SF40	NA	PF13469	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50570.1	NA	IPR006671	SSF47954	PTHR10177;PTHR10177:SF348	GO:0005634	PF00134;PF02984	NA	cd00043	NA	NA	mobidb-lite	NA	PS00292	SM00385;SM01332	G3DSA:1.10.472.10	PIRSF001771	NA	NA	NA	NA	NA	NA	NA	NA
EGR50908.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR003445	NA	PTHR31064;PTHR31064:SF10	GO:0006812;GO:0008324;GO:0055085;GO:0015079;GO:0016021;GO:0071805;GO:0005887;GO:0030007	PF02386	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	PIRSF002450	NA	TIGR00934	NA	NA	NA	NA	NA	NA
EGR52374.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	IPR001199	SSF55856	PTHR10281:SF67;PTHR10281	NA	PF00173	NA	NA	NA	NA	mobidb-lite	NA	NA	SM01117	G3DSA:3.10.120.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51229.1	NA	IPR000504	SSF54928	PTHR15608	GO:0003676;GO:0000398	PF00076	PS50102	cd12285;cd12281	NA	NA	mobidb-lite	NA	NA	SM00360	G3DSA:3.30.70.330	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47506.1	NA	IPR004942	SSF103196	PTHR10779;PTHR10779:SF3	NA	NA	NA	NA	NA	NA	NA	NA	NA	SM00960	G3DSA:3.30.450.30	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46231.1	NA	IPR000043	SSF52283;SSF51735	PTHR23420;PTHR23420:SF0	GO:0004013;GO:0019510;GO:0051287	PF05221;PF00670	NA	cd00401	NA	NA	NA	KEGG: 00270+3.3.1.1|MetaCyc: PWY-5041	PS00739;PS00738	SM00996;SM00997	G3DSA:3.40.50.720;G3DSA:3.40.50.1480	PIRSF001109	NA	TIGR00936	NA	NA	NA	MF_00563	NA	NA
EGR47261.1	NA	IPR009401	NA	NA	GO:0003712;GO:0006357;GO:0016592	PF06333;PF11597	NA	NA	NA	Coil	mobidb-lite	Reactome: R-HSA-1989781|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51533.1	NA	IPR020993	NA	PTHR14401	GO:0005634;GO:0051382	NA	NA	NA	NA	Coil	mobidb-lite	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49325.1	NA	NA	NA	PTHR42089	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44863.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	IPR000719	SSF56112	PTHR24351:SF169;PTHR24351	GO:0004672;GO:0005524;GO:0006468;GO:0004674	PF00069;PF00433	PS51285;PS50011	cd11651	NA	NA	mobidb-lite	NA	PS00108;PS00107	SM00220;SM00133	G3DSA:1.10.510.10;G3DSA:3.30.200.20	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
EGR47864.1	SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	IPR014480	SSF48208	PTHR12145;PTHR12145:SF32	GO:0008496;GO:0016052;GO:0003824	PF03663	NA	NA	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.50.10.20	PIRSF016302	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR50852.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	PTHR31086;PTHR31086:SF1	NA	PF13515	NA	NA	TMhelix	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44965.1	NA	IPR001680	SSF50978	PTHR19858	GO:0005515	PF00400;PF04003	PS50082;PS50294	cd00200	NA	Coil	mobidb-lite	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	PS00678	SM00320	G3DSA:2.130.10.10	NA	PR00320	NA	NA	NA	NA	NA	NA	NA
EGR44872.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	IPR029019	SSF55545;SSF51445	PTHR22600;PTHR22600:SF37	GO:0004563;GO:0005975;GO:0004553	PF14845;PF00728	NA	cd06562	NA	NA	NA	KEGG: 00511+3.2.1.52|KEGG: 00513+3.2.1.52|KEGG: 00520+3.2.1.52|KEGG: 00531+3.2.1.52|KEGG: 00603+3.2.1.52|KEGG: 00604+3.2.1.52|MetaCyc: PWY-6902|MetaCyc: PWY-7822|MetaCyc: PWY-7883|Reactome: R-HSA-1660662|Reactome: R-HSA-2022857|Reactome: R-HSA-2024101|Reactome: R-HSA-2160916	NA	NA	G3DSA:3.20.20.80	PIRSF001093	PR00738	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR44887.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR020846	SSF103473	PTHR43791:SF52;PTHR43791	GO:0016021;GO:0055085	PF07690	PS50850	cd06174	TMhelix	NA	NA	NA	NA	NA	G3DSA:1.20.1250.20	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48457.1	NA	NA	SSF56796	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:3.40.50.1970	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48357.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	IPR010699	NA	PTHR37488:SF1;PTHR37488	NA	PF06912	NA	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR45776.1	NA	IPR023465	SSF82114	PTHR22749:SF2;PTHR22749	GO:0008531;GO:0009231	PF01687	NA	NA	NA	NA	NA	Reactome: R-HSA-196843	NA	SM00904	G3DSA:2.40.30.30	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49560.1	NA	IPR002433	SSF50621;SSF51419	PTHR11482	GO:0006596;GO:0003824	PF02784;PF00278	NA	cd00622	NA	NA	NA	NA	PS00879;PS00878	NA	G3DSA:2.40.37.10;G3DSA:3.20.20.10	NA	PR01182;PR01179	NA	NA	NA	NA	NA	NA	NA
EGR48532.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52782.1	NA	IPR018122	SSF46785	PTHR11829;PTHR11829:SF330	GO:0003700;GO:0006355;GO:0043565	PF00250	PS50039	cd00059	NA	NA	mobidb-lite	NA	PS00657;PS00658	SM00339	G3DSA:1.10.10.10	NA	PR00053	NA	NA	NA	NA	NA	NA	NA
EGR48227.1	NA	IPR028877	SSF160374	PTHR10052;PTHR10052:SF1	GO:0003735;GO:0005840;GO:0006412	PF01775	NA	NA	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	G3DSA:3.10.20.10	PIRSF002190	NA	NA	NA	NA	NA	MF_00273	NA	NA
EGR49533.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR007262	NA	PTHR12050:SF0;PTHR12050	NA	PF04133	PS51257	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR47988.1	NA	IPR001930	SSF55486;SSF63737	PTHR11533;PTHR11533:SF171	GO:0006508;GO:0008237;GO:0008270	PF01433;PF11838;PF17900	NA	cd09601	NA	NA	NA	NA	NA	NA	G3DSA:2.60.40.1730;G3DSA:2.60.40.1910;G3DSA:1.25.50.20;G3DSA:1.10.390.60	NA	PR00756	NA	NA	NA	NA	NA	NA	NA
EGR47347.1	NA	IPR002347	SSF51735	PTHR42760:SF69;PTHR42760	GO:0016491	PF00106	NA	cd05233	NA	NA	NA	NA	PS00061	SM00822	G3DSA:3.40.50.720	NA	PR00081;PR00080	NA	NA	NA	NA	NA	NA	NA
EGR45149.1	NA	IPR010856	SSF51197	PTHR30613:SF1;PTHR30613	NA	PF07350	NA	NA	NA	NA	NA	NA	NA	NA	G3DSA:2.60.120.330	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
EGR52471.1	NA	NA	NA	PTHR38887	NA	NA	NA	NA	NA	Coil	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49427.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR52280.1	NA	IPR039776	SSF48371	PTHR12663;PTHR12663:SF0	GO:0007064	NA	NA	NA	NA	NA	mobidb-lite	Reactome: R-HSA-2467813|Reactome: R-HSA-2468052|Reactome: R-HSA-2470946|Reactome: R-HSA-2500257	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR44419.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR003663	SSF103473	PTHR23500;PTHR23500:SF16	GO:0016020;GO:0022857;GO:0055085;GO:0016021	PF00083	PS50850	cd06174	TMhelix	NA	NA	Reactome: R-HSA-189200	NA	NA	G3DSA:1.20.1250.20	NA	PR00171	TIGR00879	NA	NA	NA	NA	NA	NA
EGR47177.1	NA	IPR003593	SSF52540	PTHR23077;PTHR23077:SF47	GO:0005524	PF00004	NA	cd00009	NA	NA	NA	NA	NA	SM00382	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49149.1	NA	IPR003213	SSF47694	PTHR11387:SF20;PTHR11387	GO:0005739	PF02297	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51149.1	NA	IPR007257	SSF160059;SSF158573	PTHR12772	GO:0005634;GO:0006260	PF05916	NA	cd11712	NA	NA	mobidb-lite	Reactome: R-HSA-176974	NA	NA	G3DSA:3.40.5.50;G3DSA:1.20.58.1020	PIRSF028998	NA	NA	NA	NA	NA	NA	NA	NA
EGR50872.1	NA	IPR036156	SSF49303;SSF51445;SSF49785	PTHR43730;PTHR43730:SF2	GO:0004553;GO:0005975	PF00703;PF17786	NA	NA	NA	NA	NA	Reactome: R-HSA-2024096|Reactome: R-HSA-2160916|Reactome: R-HSA-2206292|Reactome: R-HSA-6798695	NA	NA	G3DSA:2.60.120.260;G3DSA:3.20.20.80;G3DSA:2.60.40.10	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51027.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR021858	NA	PTHR37534	NA	PF11951	NA	cd12148	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR49313.1	NA	IPR028095	NA	NA	NA	PF14475	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR46885.1	NA	IPR036028	SSF50044	NA	GO:0005515	PF00018	PS50002	cd11887	NA	Coil	mobidb-lite	NA	NA	SM00326	G3DSA:2.30.30.40	NA	PR00452	NA	NA	NA	NA	NA	NA	NA
EGR52739.1	NA	IPR019367	SSF57850	PTHR11805	NA	PF10235	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
EGR46460.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	IPR027470	SSF160240;SSF161111	PTHR43840:SF12;PTHR43840	GO:0006812;GO:0008324;GO:0016021;GO:0055085	PF16916;PF01545	NA	NA	TMhelix	Coil	mobidb-lite	Reactome: R-HSA-435368	NA	NA	G3DSA:1.20.1510.10;G3DSA:3.30.70.1350	NA	NA	TIGR01297	NA	NA	NA	NA	NA	NA
EGR51137.1	NA	IPR007696	SSF53150;SSF52540;SSF48334	PTHR11361;PTHR11361:SF21	GO:0005524;GO:0006298;GO:0030983	PF05192;PF05190;PF05188;PF00488	NA	NA	NA	Coil	mobidb-lite	NA	PS00486	SM00534;SM00533	G3DSA:3.40.50.300;G3DSA:1.10.1420.10;G3DSA:3.30.420.110	PIRSF005813	NA	NA	NA	NA	NA	NA	NA	NA
EGR52449.1	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	IPR029058	SSF53474	PTHR11559;PTHR11559:SF356	NA	PF00135	NA	NA	NA	NA	NA	NA	PS00941	NA	G3DSA:3.40.50.1820	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR53139.1	NA	IPR010111	SSF53383	PTHR14084;PTHR14084:SF2	GO:0005737;GO:0006569;GO:0009435;GO:0030170;GO:0030429;GO:0003824	PF00266	NA	NA	NA	NA	NA	KEGG: 00380+3.7.1.3|MetaCyc: PWY-5651|MetaCyc: PWY-6309|Reactome: R-HSA-71240	NA	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	PIRSF038800	NA	TIGR01814	NA	NA	NA	MF_01970	NA	NA
EGR44259.1	NA	IPR015422	SSF53383	PTHR11808;PTHR11808:SF50	GO:0003824;GO:0004121;GO:0071266;GO:0030170	PF01053	NA	cd00614	NA	NA	mobidb-lite	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	PS00868	NA	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	PIRSF001434	NA	TIGR01329	NA	NA	NA	NA	NA	NA
EGR48216.1	NA	IPR017849	SSF53649	PTHR10342:SF261;PTHR10342	GO:0003824;GO:0008484	PF00884;PF12411	NA	cd16032	NA	NA	NA	NA	PS00149	NA	G3DSA:3.40.720.10	NA	NA	TIGR03417	NA	NA	NA	NA	NA	NA
EGR50654.1	NA	IPR016021	SSF48371	PTHR18034:SF3;PTHR18034	GO:0003723;GO:0005515	PF02847;PF02854	PS51366	NA	NA	Coil	mobidb-lite	NA	NA	SM00543;SM00544	G3DSA:1.25.40.180	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR51703.1	NA	IPR009072	SSF47113	PTHR10484:SF160;PTHR10484	GO:0046982;GO:0003677	PF00808	NA	NA	NA	NA	mobidb-lite	NA	NA	SM00417	G3DSA:1.10.20.10	NA	PR00623	NA	NA	NA	NA	NA	NA	NA
EGR44544.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR007568	NA	PTHR31465	GO:0016021	PF04479	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR50398.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	IPR020058	SSF52374	PTHR43311:SF2;PTHR43311	GO:0004812;GO:0005524;GO:0043039;GO:0000166;GO:0004818;GO:0006424;GO:0008270	PF00749	NA	cd00808	NA	NA	NA	KEGG: 00860+6.1.1.17|KEGG: 00970+6.1.1.17|MetaCyc: PWY-5188|Reactome: R-HSA-379726	NA	NA	G3DSA:3.40.50.620	NA	PR00987	TIGR00464	NA	NA	NA	MF_00022	NA	NA
EGR52686.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	IPR001128	SSF48264	PTHR24279;PTHR24279:SF82	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PF00067	NA	NA	TMhelix	NA	NA	NA	PS00086	NA	G3DSA:1.10.630.10	NA	PR00385;PR00463	NA	NA	NA	NA	NA	NA	NA
EGR47873.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	IPR029033	SSF53254	PTHR20963:SF24;PTHR20963	GO:0016791	PF00328	NA	cd07061	NA	NA	NA	Reactome: R-HSA-1855231	PS00616;PS00778	NA	G3DSA:3.40.50.1240	PIRSF000894	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR47650.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE	IPR008972	SSF49503	PTHR34883:SF3;PTHR34883	NA	NA	NA	cd00920	TMhelix	NA	NA	NA	NA	NA	G3DSA:2.60.40.420	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
EGR46806.1	NA	IPR039113	NA	PTHR40012	GO:0000045	PF18388	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	G3DSA:1.10.10.2570	NA	NA	NA	NA	NA	NA	NA	NA	NA
EGR48963.1	NA	IPR001830	SSF53756	PTHR10788:SF71;PTHR10788	GO:0003824;GO:0005992;GO:0003825	PF00982	NA	cd03788	NA	NA	mobidb-lite	KEGG: 00500+2.4.1.15	NA	NA	G3DSA:3.40.50.2000	NA	NA	TIGR02400	NA	NA	NA	NA	NA	NA
