Gene	interpro	Pfam	Phobius	SUPERFAMILY	TMHMM	PANTHER	MobiDBLite	Gene3D	Coils	GO	SMART	PATHWAY	PRINTS	ProSitePatterns	CDD	ProSiteProfiles	SignalP_GRAM_POSITIVE	PIRSF	Hamap	TIGRFAM	SignalP_EUK	SignalP_GRAM_NEGATIVE	SFLD	ProDom
PTB47925.1	IPR021860	PF11954;PF00144	NA	SSF56601	NA	PTHR43645:SF4;PTHR43645	NA	G3DSA:3.40.710.10;G3DSA:2.40.128.600	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60897.1	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59382.1	IPR010756	PF07052	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48351.1	IPR036291	PF05368	NA	SSF51735	NA	PTHR14194:SF98;PTHR14194	NA	G3DSA:3.90.25.10;G3DSA:3.40.50.720	NA		NA	Reactome: R-HSA-70635	NA	NA	cd05259	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58118.1	IPR014782	PF17900;PF01433;PF09127	NA	SSF63737;SSF55486;SSF48371	NA	PTHR11533;PTHR11533:SF174	NA	G3DSA:2.60.40.1730;G3DSA:1.10.1740.60;G3DSA:1.25.40.320;G3DSA:1.10.390.10	NA	GO:0008237;GO:0008270;GO:0006508	SM01263	Reactome: R-HSA-2142691|Reactome: R-HSA-6798695|Reactome: R-HSA-9018676|Reactome: R-HSA-9018681|Reactome: R-HSA-9018896|Reactome: R-HSA-9020265|Reactome: R-HSA-9023661	PR00756	NA	cd09599	NA	NA	NA	NA	TIGR02411	NA	NA	NA	NA
PTB57580.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48228.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50438.1	IPR004843	PF00149	NA	SSF56300	NA	PTHR11668:SF24;PTHR11668	mobidb-lite	NA	NA	GO:0016787	SM00156	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16	PR00114	PS00125	cd07415	NA	NA	PIRSF033096	NA	NA	NA	NA	NA	NA
PTB53529.1	IPR029320	PF14749;PF01756	NA	SSF47203;SSF56645	NA	PTHR10909:SF250;PTHR10909	NA	G3DSA:2.40.110.10;G3DSA:1.20.140.10;G3DSA:1.10.540.10	NA	GO:0016627;GO:0055114;GO:0003997;GO:0005777;GO:0006631;GO:0071949;GO:0006635;GO:0050660	NA	KEGG: 00071+1.3.3.6|KEGG: 00592+1.3.3.6|MetaCyc: PWY-5136|MetaCyc: PWY-6837|MetaCyc: PWY-6920|MetaCyc: PWY-7007|MetaCyc: PWY-7288|MetaCyc: PWY-7291|MetaCyc: PWY-7337|MetaCyc: PWY-7338|MetaCyc: PWY-7340|MetaCyc: PWY-735|MetaCyc: PWY-7574|MetaCyc: PWY-7606|MetaCyc: PWY-7726|MetaCyc: PWY-7854|MetaCyc: PWY-7858|Reactome: R-HSA-9033241	NA	NA	NA	NA	NA	PIRSF000168	NA	NA	NA	NA	NA	NA
PTB57647.1	IPR029130	PF15508	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	PTHR28583	NA	G3DSA:3.60.60.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60091.1	IPR004843	PF00149	NA	SSF56300	NA	PTHR32440:SF11;PTHR32440	NA	NA	NA	GO:0016787	NA	NA	NA	NA	cd07383	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53763.1	IPR036047	NA	NA	SSF81383	NA	NA	NA	NA	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57088.1	IPR014710	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	SSF51182	NA	PTHR43346	NA	G3DSA:2.60.120.10	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA
PTB56360.1	IPR036812	PF00248	NA	SSF51430	NA	PTHR43364;PTHR43364:SF7	NA	G3DSA:3.20.20.100	Coil	GO:0016491;GO:0055114	NA	NA	PR00069	NA	cd06660	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB50949.1	IPR023332	PF00227;PF10584	NA	SSF56235	NA	PTHR11599:SF13;PTHR11599	NA	G3DSA:3.60.20.10	NA	GO:0004298;GO:0005839;GO:0051603;GO:0019773;GO:0004175;GO:0006511	SM00948	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	PS00854;PS00388	cd03752	PS51475	NA	NA	NA	NA	NA	NA	NA	NA
PTB52221.1	IPR028606	PF16575;PF06807;PF16573	NA	SSF52540	NA	PTHR12755;PTHR12755:SF6	NA	G3DSA:2.60.120.1030;G3DSA:3.40.50.300;G3DSA:3.30.70.2410	NA	GO:0005849;GO:0031124	SM00382	Reactome: R-HSA-109688|Reactome: R-HSA-6784531|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-77595	NA	NA	cd00009	NA	NA	NA	MF_03035	NA	NA	NA	NA	NA
PTB51867.1	IPR001375	PF00326;PF00930	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	SSF82171;SSF53474	TMhelix	PTHR11731;PTHR11731:SF110	NA	G3DSA:3.40.50.1820;G3DSA:2.140.10.30	NA	GO:0006508;GO:0008236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52562.1	IPR038254	PF10357;PF12874	NA	SSF57667	NA	PTHR12805	mobidb-lite	G3DSA:1.10.10.2030	NA	GO:0003676	SM01253	Reactome: R-HSA-8876725	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61161.1	IPR011513	PF07574;PF08746	NA	NA	NA	PTHR20973	mobidb-lite	G3DSA:1.10.10.2370;G3DSA:3.30.40.10;G3DSA:1.10.10.10	NA	GO:0006281;GO:0030915	NA	MetaCyc: PWY-7511|Reactome: R-HSA-3108214	NA	NA	cd16493	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47674.1	IPR001763	PF00581	NA	SSF52821	NA	PTHR10828:SF50;PTHR10828	NA	G3DSA:3.40.250.10	NA	NA	NA	NA	NA	NA	NA	PS50206	NA	NA	NA	NA	NA	NA	NA	NA
PTB48800.1	IPR039697	PF00465	NA	SSF56796	NA	PTHR11496:SF93;PTHR11496	NA	G3DSA:3.40.50.1970;G3DSA:1.20.1090.10	NA	GO:0016491;GO:0046872;GO:0055114	NA	Reactome: R-HSA-880009	NA	NA	cd08177	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55108.1	IPR002893	PF01753	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	SSF144232	TMhelix	NA	NA	G3DSA:3.30.60.180	NA	NA	NA	NA	NA	PS01360	NA	PS50865	NA	NA	NA	NA	NA	NA	NA	NA
PTB52418.1	IPR027277	PF02749;PF01729	NA	SSF54675;SSF51690	NA	PTHR32179	NA	G3DSA:3.20.20.70;G3DSA:3.90.1170.20	NA	GO:0004514;GO:0009435;GO:0016763;GO:0019363;GO:0003824	NA	Reactome: R-HSA-196807	NA	NA	cd01572	NA	NA	PIRSF006250	NA	TIGR00078	NA	NA	NA	NA
PTB60685.1	IPR012423	PF07904	NA	NA	NA	PTHR13581	mobidb-lite	NA	Coil	GO:0005634;GO:0006355;GO:0043189	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49701.1	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53294.1	IPR036236	NA	NA	SSF57667	NA	PTHR40626;PTHR40626:SF4	mobidb-lite	G3DSA:3.30.160.60	NA	GO:0003676	NA	NA	NA	PS00028	NA	PS50157	NA	NA	NA	NA	NA	NA	NA	NA
PTB59018.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60650.1	IPR001569	PF01907	NA	SSF57829	NA	PTHR10768:SF11;PTHR10768	mobidb-lite	G3DSA:2.20.25.30	NA	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PS01077	NA	NA	NA	NA	MF_00547	NA	NA	NA	NA	PD005132
PTB52901.1	IPR013218	PF08202	NA	NA	NA	PTHR14778	mobidb-lite	NA	Coil	GO:0000444;GO:0007059;GO:0051301	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-6798695|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB51779.1	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA
PTB59636.1	IPR014746	PF03074	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	SSF55931	NA	PTHR11164	mobidb-lite	G3DSA:1.10.8.960;G3DSA:3.30.590.50	NA	GO:0003824;GO:0004357;GO:0006750	NA	KEGG: 00270+6.3.2.2|KEGG: 00480+6.3.2.2|MetaCyc: PWY-6840|MetaCyc: PWY-7255|Reactome: R-HSA-174403|Reactome: R-HSA-5578999	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53319.1	IPR007219	PF04082;PF00172	NA	SSF57701	NA	PTHR31313;PTHR31313:SF43	NA	G3DSA:4.10.240.10	NA	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	SM00906;SM00066	NA	NA	PS00463	cd12148;cd00067	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PTB58370.1	IPR008335	PF00174;PF03404	NA	SSF56524;SSF81296	NA	PTHR19372;PTHR19372:SF6	mobidb-lite	G3DSA:3.90.420.10;G3DSA:2.60.40.650	NA	GO:0016491;GO:0055114;GO:0042128;GO:0030151	NA	Reactome: R-HSA-1614517	PR00407	NA	cd02110	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB52019.1	IPR016166	PF01565	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	SSF56176	NA	PTHR13878;PTHR13878:SF40	NA	G3DSA:3.30.465.40;G3DSA:3.40.462.20	NA	GO:0071949;GO:0016491;GO:0050660;GO:0055114	NA	NA	NA	NA	NA	PS51387	SignalP-TM	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA
PTB54885.1	IPR002347	PF13561	NA	SSF51735	NA	PTHR42760;PTHR42760:SF63	NA	G3DSA:3.40.50.720	NA	GO:0016491	NA	NA	PR00081;PR00080	PS00061	cd05233	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57300.1	IPR001708	NA	NA	NA	NA	PTHR12428;PTHR12428:SF17	NA	NA	NA	GO:0016021;GO:0032977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55339.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60116.1	IPR037473	PF09995	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	PTHR37539	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55944.1	IPR002293	PF13520	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	PTHR11785:SF382;PTHR11785	mobidb-lite	G3DSA:1.20.1740.10	NA	GO:0016020;GO:0022857;GO:0055085	NA	NA	NA	NA	NA	NA	NA	PIRSF006060	NA	NA	NA	NA	NA	NA
PTB57589.1	IPR035587	PF01207	NA	SSF51395	NA	PTHR11082:SF31;PTHR11082	NA	G3DSA:3.20.20.70	NA	GO:0008033;GO:0017150;GO:0050660;GO:0055114;GO:0003824	NA	NA	NA	PS01136	cd02801	NA	NA	PIRSF006621	NA	NA	NA	NA	NA	NA
PTB55699.1	IPR023210	PF00248	NA	SSF51430	NA	PTHR43827;PTHR43827:SF3	mobidb-lite	G3DSA:3.20.20.100	Coil	GO:0016491;GO:0055114	NA	NA	PR00069	PS00062;PS00798	cd06660	NA	NA	PIRSF000097	NA	NA	NA	NA	NA	NA
PTB51721.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53026.1	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59650.1	IPR037163	PF17284;PF01564	NA	SSF53335	NA	PTHR11558;PTHR11558:SF11	NA	G3DSA:2.30.140.10;G3DSA:3.40.50.150	NA	GO:0003824;GO:0006595	NA	KEGG: 00270+2.5.1.16|KEGG: 00330+2.5.1.16|KEGG: 00410+2.5.1.16|KEGG: 00480+2.5.1.16|Reactome: R-HSA-351202	NA	PS01330	cd02440	PS51006	NA	PIRSF000502	MF_00198	TIGR00417	NA	NA	NA	NA
PTB54807.1	IPR001650	PF00271;PF00270	NA	SSF52540	NA	PTHR24031:SF331;PTHR24031	mobidb-lite	G3DSA:3.40.50.300	NA	GO:0003676;GO:0005524	SM00490;SM00487	NA	NA	PS00039	cd00079;cd00268	PS51195;PS51192;PS51194	NA	NA	NA	NA	NA	NA	NA	NA
PTB60991.1	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB59194.1	IPR036111	PF02615	NA	SSF89733	NA	PTHR11091;PTHR11091:SF0	NA	G3DSA:3.30.1370.60;G3DSA:1.10.1530.10	NA	GO:0016491;GO:0055114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57879.1	IPR033403	PF17137;PF01055;PF13802	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	SSF74650;SSF51445;SSF51011	TMhelix	PTHR22762:SF54;PTHR22762	NA	G3DSA:3.20.20.80;G3DSA:2.60.40.1180	NA	GO:0003824;GO:0005975;GO:0030246;GO:0004553	NA	NA	NA	PS00129	cd14752;cd06603	NA	SignalP-TM	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB58016.1	IPR039175	PF02466	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	PTHR14110:SF0;PTHR14110	NA	NA	NA	GO:0042721;GO:0045039	NA	Reactome: R-HSA-1268020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53417.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47558.1	IPR011057	PF04828	NA	SSF51316	NA	PTHR33337:SF2;PTHR33337	NA	G3DSA:3.90.1590.10	NA	GO:0016846	NA	KEGG: 00680+4.4.1.22|MetaCyc: PWY-1801	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54465.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56700.1	IPR013083	PF15411;PF00092	NA	SSF57850;SSF53300;SSF50729	NA	PTHR10166:SF37;PTHR10166	mobidb-lite	G3DSA:3.30.40.10;G3DSA:3.40.50.410;G3DSA:2.30.29.30	NA	NA	SM00327	NA	NA	NA	NA	PS50089;PS50234	NA	NA	NA	NA	NA	NA	NA	NA
PTB56437.1	IPR007527	PF04434	NA	NA	NA	NA	mobidb-lite	NA	NA	GO:0008270	NA	NA	NA	NA	NA	PS50966	NA	NA	NA	NA	NA	NA	NA	NA
PTB59051.1	IPR000504	PF00076	NA	SSF54928	NA	PTHR19965:SF48;PTHR19965	mobidb-lite	G3DSA:3.30.70.330	NA	GO:0003676	SM01218;SM00360	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72187	NA	NA	cd12418	PS50102	NA	NA	NA	NA	NA	NA	NA	NA
PTB48292.1	IPR001128	PF00067	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	SSF48264	TMhelix	PTHR24305:SF113;PTHR24305	NA	G3DSA:1.10.630.10	NA	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	PR00463;PR00385	PS00086	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB49049.1	IPR012947	PF07973	NA	SSF55186;SSF50447	NA	PTHR43462;PTHR43462:SF2	mobidb-lite	G3DSA:3.30.980.10;G3DSA:2.40.30.130	NA	GO:0004812;GO:0005524;GO:0043039;GO:0000166;GO:0003676;GO:0004813;GO:0006419	SM00863	KEGG: 00970+6.1.1.7	NA	NA	NA	PS50860	NA	NA	NA	NA	NA	NA	NA	NA
PTB49699.1	NA	NA	NA	NA	NA	PTHR40132	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB56693.1	IPR015360	PF09280;PF00627;PF00240	NA	SSF101238;SSF46934;SSF54236	NA	PTHR10621:SF0;PTHR10621	mobidb-lite	G3DSA:1.10.10.540;G3DSA:1.10.8.10;G3DSA:3.10.20.90	NA	GO:0003684;GO:0006289;GO:0043161;GO:0005515;GO:0005634	SM00165;SM00727;SM00213	Reactome: R-HSA-5689877|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	PR01839	NA	cd01805;cd14281	PS50030;PS50053	NA	NA	NA	TIGR00601	NA	NA	NA	NA
PTB52900.1	IPR021756	PF11787;PF00170;PF11786;PF11785	NA	SSF57959	NA	PTHR19304;PTHR19304:SF5	mobidb-lite	G3DSA:1.20.5.170	Coil	GO:0003700;GO:0006355	SM00338	NA	NA	NA	cd14687	PS50217	NA	NA	NA	NA	NA	NA	NA	NA
PTB49715.1	IPR029045	PF01039	NA	SSF52096	NA	PTHR22855	NA	G3DSA:3.90.226.10	Coil	GO:0016874	NA	MetaCyc: PWY-4381|MetaCyc: PWY-5743|MetaCyc: PWY-5744|MetaCyc: PWY-5789|MetaCyc: PWY-6722|Reactome: R-HSA-196780	NA	NA	NA	PS50980;PS50989	NA	NA	NA	NA	NA	NA	NA	NA
PTB58875.1	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57600.1	IPR017853	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	SSF51445	NA	PTHR16631:SF24;PTHR16631	mobidb-lite	G3DSA:3.20.20.80	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	SignalP-noTM	NA	NA
PTB47682.1	IPR006575	PF05773	NA	SSF53167	NA	PTHR21234;PTHR21234:SF16	NA	G3DSA:3.10.110.10	NA	GO:0005515;GO:0003824;GO:0009116	NA	NA	NA	NA	NA	PS50908	NA	NA	NA	NA	NA	NA	NA	NA
PTB57286.1	IPR027417	PF00071	NA	SSF52540	NA	PTHR24073:SF465;PTHR24073	mobidb-lite	G3DSA:3.40.50.300	NA	GO:0005525;GO:0003924	SM00176;SM00173;SM00174;SM00175	NA	PR00449	NA	cd01869	PS51419	NA	NA	NA	TIGR00231	NA	NA	NA	NA
PTB58664.1	IPR004342	PF03124	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	PTHR10783:SF46;PTHR10783	NA	NA	NA	GO:0016021	NA	NA	NA	NA	NA	PS51380	NA	NA	NA	NA	NA	NA	NA	NA
PTB51634.1	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB48135.1	IPR000571	NA	NA	NA	NA	PTHR37543	NA	NA	Coil	GO:0046872	SM00356	NA	NA	NA	NA	PS50103	NA	NA	NA	NA	NA	NA	NA	NA
PTB56612.1	NA	NA	SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB54375.1	IPR000845	PF01048	NA	SSF53167	NA	PTHR21234:SF16;PTHR21234	NA	NA	NA	GO:0003824;GO:0009116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB53475.1	IPR036291	PF05368	NA	SSF51735	NA	PTHR42748:SF12;PTHR42748	NA	G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA		NA	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB55457.1	IPR016181	PF13302	NA	SSF55729	NA	PTHR13256:SF67;PTHR13256	NA	G3DSA:3.40.630.30	NA	GO:0016747	NA	NA	NA	NA	cd04301	PS51186	NA	NA	NA	NA	NA	NA	NA	NA
PTB48210.1	IPR029058	NA	NA	SSF53474	NA	PTHR37471	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB57733.1	IPR036378	PF02469	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	SSF82153	NA	PTHR10900:SF92;PTHR10900	NA	G3DSA:2.30.180.10	NA	NA	SM00554	NA	NA	NA	NA	PS50213	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA
PTB61296.1	IPR038608	PF12539	NA	NA	NA	PTHR28006	mobidb-lite	G3DSA:3.90.1150.80	Coil	GO:0033551;GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB47534.1	IPR036864	PF00172;PF04082	NA	SSF57701	NA	PTHR31944	mobidb-lite	G3DSA:4.10.240.10	NA	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00906;SM00066	NA	NA	PS00463	cd12148;cd00067	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PTB53793.1	IPR001509	PF01370	NA	SSF51735	NA	PTHR10366:SF561;PTHR10366	NA	G3DSA:3.40.50.720	NA	GO:0003824;GO:0050662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB60084.1	IPR016162	PF00171	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	SSF53720	NA	PTHR11699;PTHR11699:SF65	NA	G3DSA:3.40.605.10;G3DSA:3.40.309.10	NA	GO:0016491;GO:0055114;GO:0016620	NA	NA	NA	PS00070;PS00687	cd07102	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB58156.1	IPR036770	PF13637	NA	SSF48403	NA	PTHR42652:SF2;PTHR42652	NA	G3DSA:1.25.40.20	NA	GO:0005515	SM00248	NA	NA	NA	cd00204	PS50088;PS50297	NA	NA	NA	NA	NA	NA	NA	NA
PTB58564.1	IPR003378	PF02434;PF00024	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	SSF57414	TMhelix	PTHR23033:SF33;PTHR23033	NA	G3DSA:3.50.4.10;G3DSA:3.90.550.50	NA	GO:0016020;GO:0016757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
