Gene	Phobius	PRINTS	interpro	GO	ProSiteProfiles	PANTHER	TMHMM	SFLD	Gene3D	PATHWAY	TIGRFAM	CDD	SUPERFAMILY	ProSitePatterns	Pfam	MobiDBLite	SMART	Coils	PIRSF	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	Hamap	ProDom
EHK44278.1	NA	NA	IPR036188	GO:0004174;GO:0022900	PS51379	PTHR10617;PTHR10617:SF107	NA	NA	G3DSA:3.50.50.60;G3DSA:3.30.70.20;G3DSA:3.30.9.90	Reactome: R-HSA-611105	NA	NA	SSF51905;SSF54373;SSF54862	NA	PF13450;PF05187	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43022.1	NA	NA	IPR012420	NA	NA	PTHR28202	NA	NA	NA	NA	NA	NA	NA	NA	PF07960	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK44103.1	NA	NA	IPR003903	NA	PS50330;PS50942	PTHR12276;PTHR12276:SF82	NA	NA	G3DSA:1.25.40.90	NA	NA	cd03571	SSF48464	NA	PF01417	mobidb-lite	SM00726;SM00273	Coil	NA	NA	NA	NA	NA	NA
EHK47976.1	NA	NA	IPR003395	GO:0005515;GO:0005524;GO:0005694;GO:0051276	NA	PTHR43977	NA	NA	G3DSA:1.20.1060.20;G3DSA:3.40.50.300;G3DSA:3.30.70.1620	NA	NA	cd03272	SSF52540;SSF75553	NA	PF02463;PF06470	NA	SM00968	Coil	PIRSF005719	NA	NA	NA	NA	NA
EHK40710.1	NA	PR00409	IPR000951	GO:0016491;GO:0009055;GO:0051536;GO:0051537;GO:0003824;GO:0030151;GO:0030170;GO:0055114	PS51340;PS51085;PS51384	PTHR30212	NA	NA	G3DSA:2.40.30.10;G3DSA:3.40.50.80;G3DSA:3.10.20.30;G3DSA:2.40.33.20	NA	NA	cd00207;cd06185	SSF54292;SSF63380;SSF50800;SSF52343	PS00197	PF03473;PF00111;PF00175;PF03475	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK39355.1	NA	PR00364	IPR011990	GO:0005515;GO:0043531	NA	PTHR35205	NA	NA	G3DSA:1.25.40.10;G3DSA:3.40.50.300	Reactome: R-HSA-111458|Reactome: R-HSA-111459|Reactome: R-HSA-6798695|Reactome: R-HSA-6803207|Reactome: R-HSA-8953750	NA	NA	SSF52540;SSF48452	NA	PF00931	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK39726.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	IPR033122	GO:0043022	PS51758	PTHR14009;PTHR14009:SF1	NA	NA	NA	NA	NA	NA	NA	NA	PF07766	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK42080.1	NA	NA	IPR039556	GO:0003824	NA	PTHR43577	NA	NA	G3DSA:3.20.20.60	NA	NA	cd00377	SSF51621	NA	PF13714	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK49644.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PR00171	IPR036259	GO:0016020;GO:0022857;GO:0055085;GO:0016021;GO:0005215	PS50850	PTHR23500;PTHR23500:SF363	TMhelix	NA	G3DSA:1.20.1250.20	Reactome: R-HSA-189200	TIGR00879	cd06174	SSF103473	PS00217	PF00083	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK42094.1	NA	NA	IPR020568	GO:0000105;GO:0004424	NA	PTHR23133;PTHR23133:SF2	NA	NA	G3DSA:3.30.230.40	KEGG: 00340+4.2.1.19	NA	cd07914	SSF54211	PS00955;PS00954	PF00475	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48534.1	NA	NA	IPR016024	GO:0000796;GO:0007076	NA	PTHR14418:SF5;PTHR14418	NA	NA	G3DSA:1.25.10.10	Reactome: R-HSA-2514853	NA	NA	SSF48371	NA	PF12719	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK41192.1	NA	NA	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PTHR31845;PTHR31845:SF16	NA	NA	G3DSA:4.10.240.10	NA	NA	cd00067	SSF57701	PS00463	NA	mobidb-lite	SM00066	Coil	NA	NA	NA	NA	NA	NA
EHK48120.1	NA	NA	IPR005637	GO:0005634;GO:0051028;GO:0005515	PS51450;PS50177;PS51281	PTHR10662;PTHR10662:SF22	NA	NA	G3DSA:1.10.8.10;G3DSA:3.10.450.50;G3DSA:3.80.10.10	Reactome: R-HSA-159236	NA	cd14342	SSF52058;SSF54427;SSF46934	NA	PF03943	mobidb-lite	SM00804	NA	NA	NA	NA	NA	NA	NA
EHK46694.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
EHK49185.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA
EHK39758.1	NA	PR00080;PR00081	IPR002347	GO:0016491	NA	PTHR42760:SF63;PTHR42760	NA	NA	G3DSA:3.40.50.720	NA	NA	cd05233	SSF51735	PS00061	PF13561	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK50056.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR001247		NA	PTHR11953:SF1;PTHR11953	NA	NA	G3DSA:3.30.230.70	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	cd11372	SSF54211;SSF55666	NA	PF01138	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41872.1	NA	NA	IPR039924		NA	PTHR21399	NA	NA	G3DSA:2.30.29.30	Reactome: R-HSA-191859	NA	NA	NA	NA	PF03517	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK45097.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA
EHK45000.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	PTHR23033:SF34;PTHR23033	TMhelix	NA	G3DSA:3.90.550.50	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK39931.1	NA	NA	IPR018814	NA	NA	PTHR28265	NA	NA	NA	NA	NA	NA	NA	NA	PF10310	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK43059.1	NA	NA	IPR012423	GO:0005634;GO:0006355;GO:0043189	NA	PTHR13581	NA	NA	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA	PF07904	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK50890.1	NA	NA	IPR018165	GO:0003676;GO:0004813;GO:0005524;GO:0006419;GO:0000166;GO:0004812;GO:0043039	PS50860	PTHR43462:SF2;PTHR43462	NA	NA	G3DSA:3.30.980.10;G3DSA:2.40.30.130	KEGG: 00970+6.1.1.7	NA	NA	SSF55186;SSF50447	NA	PF07973	NA	SM00863	NA	NA	NA	NA	NA	NA	NA
EHK43189.1	NA	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PTHR31986;PTHR31986:SF12	NA	NA	G3DSA:4.10.240.10	NA	NA	cd00067	SSF57701	PS00463	PF00172	mobidb-lite	SM00066	NA	NA	NA	NA	NA	NA	NA
EHK43341.1	NA	NA	IPR020683	GO:0046872	PS50297	NA	NA	NA	G3DSA:1.25.40.20	NA	NA	cd00204	SSF48403	PS00202	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK49337.1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	IPR013320	NA	NA	NA	NA	NA	G3DSA:2.60.120.200	NA	NA	NA	SSF49899	NA	PF08787	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA
EHK42265.1	NA	PR00081	IPR002347	NA	NA	PTHR43544:SF7;PTHR43544	NA	NA	G3DSA:3.40.50.720	NA	NA	cd05325	SSF51735	NA	PF00106	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45783.1	NA	NA	IPR012471	NA	NA	PTHR21588;PTHR21588:SF13	NA	NA	NA	NA	NA	NA	NA	NA	PF07956	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK41773.1	NA	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PTHR31313;PTHR31313:SF53	NA	NA	G3DSA:4.10.240.10	NA	NA	cd12148;cd00067	SSF57701	PS00463	PF04082;PF00172	mobidb-lite	SM00906;SM00066	NA	NA	NA	NA	NA	NA	NA
EHK49344.1	NA	PR00682	IPR005123	GO:0016491;GO:0055114	PS51471	PTHR10209:SF126;PTHR10209	NA	NA	G3DSA:2.60.120.330	NA	NA	NA	SSF51197	NA	PF03171;PF14226	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49372.1	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SignalP-noTM	NA	SignalP-TM	NA	NA
EHK41056.1	NA	NA	IPR002893	NA	NA	NA	NA	NA	G3DSA:3.30.60.180	NA	NA	NA	SSF144232	PS01360	PF14441	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41868.1	NA	NA	IPR000608		PS50127	PTHR24067;PTHR24067:SF154	NA	NA	G3DSA:3.10.110.10	Reactome: R-HSA-983168	NA	cd00195	SSF54495	PS00183	PF00179	NA	SM00212	NA	NA	NA	NA	NA	NA	NA
EHK43804.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PR00146	IPR002220	GO:0016829;GO:0003824	NA	PTHR12128;PTHR12128:SF24	NA	NA	G3DSA:3.20.20.70	NA	NA	cd00408	SSF51569	NA	PF00701	NA	SM01130	NA	PIRSF001365	NA	NA	NA	NA	NA
EHK49383.1	NA	NA	IPR016477		NA	PTHR12149:SF8;PTHR12149	NA	NA	G3DSA:3.90.1200.10	Reactome: R-HSA-163841	NA	NA	SSF56112	NA	PF03881	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK49621.1	NA	NA	IPR016162	GO:0016491;GO:0055114;GO:0016620	NA	PTHR43353;PTHR43353:SF6	NA	NA	G3DSA:3.40.605.10;G3DSA:3.40.309.10	NA	NA	NA	SSF53720	PS00687	PF00171	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK40418.1	NA	NA	IPR009072	GO:0046982;GO:0006352	NA	PTHR12595;PTHR12595:SF6	NA	NA	G3DSA:1.10.20.10	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6804756|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	cd07979	SSF47113	NA	PF02291	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK42039.1	NA	NA	IPR023213	GO:0016747	NA	PTHR31642;PTHR31642:SF70	NA	NA	G3DSA:3.30.559.10	Reactome: R-HSA-389661	NA	NA	NA	NA	PF02458	NA	NA	Coil	NA	NA	NA	NA	NA	NA
EHK45941.1	NA	NA	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	NA	PTHR31845:SF15;PTHR31845	NA	NA	G3DSA:4.10.240.10	NA	NA	cd12148;cd00067	SSF57701	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK47000.1	NA	NA	IPR010905	GO:0003824	NA	PTHR41814	NA	NA	G3DSA:1.50.10.10	NA	NA	NA	SSF48208	NA	PF07470	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK45111.1	SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	PTHR39599:SF2;PTHR39599	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA
EHK40630.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	IPR002123	GO:0016746	NA	PTHR10983:SF24;PTHR10983	TMhelix	NA	NA	KEGG: 00561+2.3.1.51|KEGG: 00564+2.3.1.51|MetaCyc: PWY-5667|MetaCyc: PWY-5981|MetaCyc: PWY-6453|MetaCyc: PWY-7411|MetaCyc: PWY-7417|MetaCyc: PWY-7587|MetaCyc: PWY-7589|MetaCyc: PWY-7782|Reactome: R-HSA-1483166	NA	cd07990	SSF69593	NA	PF01553;PF16076	NA	SM00563	NA	NA	NA	NA	NA	NA	NA
EHK49256.1	NA	NA	IPR004130	GO:0003924	NA	PTHR21231;PTHR21231:SF8	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	SSF52540	NA	PF03029	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK48067.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	IPR011012	GO:0006890;GO:0030126	NA	PTHR11043;PTHR11043:SF0	NA	NA	G3DSA:3.30.450.60	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	NA	SSF64356	NA	PF01217	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK46451.1	NA	NA	IPR001202	GO:0005515	PS50020	NA	NA	NA	G3DSA:2.20.70.10	NA	NA	cd00201	SSF51045	PS01159	PF00397	mobidb-lite	SM00456	NA	NA	NA	NA	NA	NA	NA
EHK50583.1	NA	NA	IPR036511	GO:0006400;GO:0016763;GO:0008479	NA	PTHR21148:SF29;PTHR21148	NA	NA	G3DSA:3.20.20.105	MetaCyc: PWY-6700|Reactome: R-HSA-6782315	TIGR00449	NA	SSF51713	NA	PF01702	NA	NA	NA	NA	NA	NA	NA	MF_03043	NA
EHK40631.1	NA	NA	NA	NA	NA	PTHR40621	NA	NA	G3DSA:1.20.5.170	NA	NA	cd14688	SSF57959	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK43480.1	NA	NA	IPR001214	GO:0005515	PS50280	PTHR15856;PTHR15856:SF39	NA	NA	G3DSA:2.170.270.10;G3DSA:3.30.40.10	NA	NA	NA	SSF57903;SSF82199	NA	PF00856;PF00628	mobidb-lite	SM00317;SM00249	NA	NA	NA	NA	NA	NA	NA
EHK47537.1	NA	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS50048	PTHR31313	NA	NA	G3DSA:4.10.240.10	NA	NA	cd12148;cd00067	SSF57701	PS00463	PF00172	mobidb-lite	SM00066	NA	NA	NA	NA	NA	NA	NA
EHK41418.1	NA	NA	IPR006861	GO:0003723	NA	PTHR12299	NA	NA	NA	Reactome: R-HSA-5689880	NA	NA	NA	NA	PF09598	mobidb-lite	SM01233	NA	NA	NA	NA	NA	NA	NA
EHK41680.1	NA	PR00320	IPR019775	GO:0005515	PS50082;PS50294	PTHR22850:SF82;PTHR22850	NA	NA	G3DSA:2.130.10.10	NA	NA	NA	SSF50978	PS00678	PF12265;PF00400	mobidb-lite	SM00320	NA	NA	NA	NA	NA	NA	NA
EHK46988.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	PR00081	IPR002347	NA	NA	PTHR43976	NA	NA	G3DSA:3.40.50.720	NA	NA	cd05374	SSF51735	NA	PF00106	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48103.1	NA	NA	IPR003819	GO:0016491;GO:0055114	NA	PTHR10696;PTHR10696:SF15	NA	NA	G3DSA:3.60.130.10	Reactome: R-HSA-71262	NA	NA	SSF51197	NA	PF02668	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK44464.1	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	IPR008972	NA	NA	PTHR34883;PTHR34883:SF3	TMhelix	NA	G3DSA:2.60.40.420	NA	NA	cd00920	SSF49503	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA
EHK43475.1	NA	NA	IPR001810	GO:0005515	PS50181	NA	NA	NA	NA	NA	NA	NA	SSF81383	NA	PF12937	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
EHK45802.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR004837	GO:0016021;GO:0055085	NA	PTHR31503;PTHR31503:SF22	TMhelix	NA	G3DSA:1.20.1420.30;G3DSA:1.20.58.1130	Reactome: R-HSA-425561	NA	NA	NA	NA	PF01699	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK42175.1	NA	NA	IPR001163	NA	NA	PTHR10701;PTHR10701:SF0	NA	NA	G3DSA:2.30.30.100	NA	NA	cd01717	SSF50182	NA	PF01423	mobidb-lite	SM00651	NA	NA	NA	NA	NA	NA	NA
EHK48604.1	NA	NA	IPR000717	GO:0003723;GO:0003743;GO:0005852;GO:0006413;GO:0031369	PS50250	PTHR13937;PTHR13937:SF0	NA	NA	G3DSA:1.10.10.10	NA	NA	NA	SSF46785	NA	PF05470;PF01399	mobidb-lite	SM00088;SM00753	Coil	NA	NA	NA	NA	MF_03002	NA
EHK40804.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PR00789	IPR000905	GO:0002949;GO:0004222	NA	PTHR11735;PTHR11735:SF6	TMhelix	NA	G3DSA:3.30.420.40	Reactome: R-HSA-6782315	NA	NA	SSF53067	PS01016	PF00814	mobidb-lite	NA	NA	NA	NA	NA	NA	MF_01445	NA
EHK50259.1	NA	NA	IPR016024	GO:0006886;GO:0008536	PS50166	PTHR10997:SF9;PTHR10997	NA	NA	NA	NA	NA	NA	SSF48371	NA	PF03810	mobidb-lite	SM00913	NA	NA	NA	NA	NA	NA	NA
EHK47704.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	PR00723	IPR036852	GO:0004252;GO:0006508	NA	PTHR43806;PTHR43806:SF25	NA	NA	G3DSA:3.40.50.200;G3DSA:3.30.70.80	Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	NA	cd04077	SSF52743	PS00137;PS00138	PF05922;PF00082	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-TM	NA	NA
EHK44594.1	NA	PR00195	IPR022812	GO:0003924;GO:0005525	PS51718;PS51388	PTHR11566:SF66;PTHR11566	NA	NA	G3DSA:3.40.50.300	NA	NA	cd08771	SSF52540	NA	PF01031;PF00350;PF13634	mobidb-lite	SM00053	Coil	NA	NA	NA	NA	NA	NA
EHK49105.1	NA	NA	IPR003959	GO:0005524	NA	PTHR23077;PTHR23077:SF49	NA	NA	G3DSA:3.40.50.300	NA	NA	cd00009	SSF52540	NA	PF00004	mobidb-lite	SM00382	Coil	NA	NA	NA	NA	NA	NA
EHK44885.1	NA	NA	IPR008030		NA	PTHR14194;PTHR14194:SF98	NA	NA	G3DSA:3.90.25.10;G3DSA:3.40.50.720	Reactome: R-HSA-70635	NA	cd05259	SSF51735	NA	PF05368	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK51116.1	NA	NA	IPR000322	GO:0004553;GO:0005975;GO:0003824;GO:0030246	NA	PTHR43053;PTHR43053:SF2	NA	NA	G3DSA:3.20.20.80;G3DSA:2.60.40.1180;G3DSA:2.60.40.1760	NA	NA	cd14752;cd06593	SSF74650;SSF117125;SSF51445;SSF51011	NA	PF01055;PF13802	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK40607.1	NA	PR00471	IPR000890	GO:0005622;GO:0016301;GO:0016310;GO:0016774;GO:0006082	NA	PTHR21060:SF15;PTHR21060	NA	NA	G3DSA:3.30.420.40	KEGG: 00430+2.7.2.1|KEGG: 00620+2.7.2.1|KEGG: 00640+2.7.2.1|KEGG: 00680+2.7.2.1|KEGG: 00720+2.7.2.1|MetaCyc: PWY-5482|MetaCyc: PWY-5485|MetaCyc: PWY-5497|MetaCyc: PWY-8015	TIGR00016	NA	SSF53067	PS01075;PS01076	PF00871	NA	NA	NA	PIRSF000722	NA	NA	NA	MF_00020	NA
EHK48927.1	NA	PR00322	IPR018230	GO:0005634	NA	PTHR19411	NA	NA	NA	Reactome: R-HSA-72163	NA	NA	NA	PS00997	PF01125	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48151.1	NA	PR00304	IPR012717	GO:0005524;GO:0006457;GO:0051082	NA	PTHR11353:SF26;PTHR11353	NA	NA	G3DSA:3.50.7.10;G3DSA:1.10.560.10;G3DSA:3.30.260.10	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-5620922|Reactome: R-HSA-6814122	TIGR02342	cd03338	SSF54849;SSF52029;SSF48592	PS00995;PS00750;PS00751	PF00118	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK46370.1	NA	NA	IPR029510	GO:0016491;GO:0055114;GO:0016620	NA	PTHR11699;PTHR11699:SF211	NA	NA	G3DSA:3.40.309.10;G3DSA:3.40.605.10	NA	NA	cd07091	SSF53720	PS00687	PF00171	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK43305.1	NA	NA	IPR035979	GO:0003676	PS50102	PTHR44039	NA	NA	G3DSA:3.30.70.330	NA	NA	cd12243	SSF54928	NA	PF00076	mobidb-lite	SM00360	NA	NA	NA	NA	NA	NA	NA
EHK48968.1	NA	NA	IPR000938		PS50245	PTHR18916;PTHR18916:SF6	NA	NA	G3DSA:2.30.30.190	Reactome: R-HSA-2132295|Reactome: R-HSA-2565942|Reactome: R-HSA-3371497|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-381038|Reactome: R-HSA-5620912|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-8854518	NA	NA	SSF74924	PS00845	PF01302;PF12455	mobidb-lite	SM01052	Coil	NA	NA	NA	NA	NA	NA
EHK43774.1	NA	NA	IPR039215	GO:0000166;GO:0031422	NA	PTHR14790:SF15;PTHR14790	NA	NA	G3DSA:2.40.50.770	Reactome: R-HSA-5685938|Reactome: R-HSA-5685942|Reactome: R-HSA-5693554|Reactome: R-HSA-5693568|Reactome: R-HSA-5693579|Reactome: R-HSA-5693607|Reactome: R-HSA-5693616|Reactome: R-HSA-6804756|Reactome: R-HSA-69473	NA	NA	NA	NA	PF08585	mobidb-lite	SM01161	NA	NA	NA	NA	NA	NA	NA
EHK42478.1	NA	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	PTHR45582	NA	NA	G3DSA:4.10.240.10	NA	NA	cd00067;cd12148	SSF57701	PS00463	PF00172;PF04082	mobidb-lite	SM00906;SM00066	NA	NA	NA	NA	NA	NA	NA
EHK46680.1	NA	NA	IPR020558	GO:0003824;GO:0004160;GO:0009082	NA	PTHR21000;PTHR21000:SF13	NA	NA	G3DSA:3.50.30.80	KEGG: 00290+4.2.1.9|KEGG: 00770+4.2.1.9|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-7111	TIGR00110	NA	SSF52016;SSF143975	PS00886;PS00887	PF00920	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48238.1	NA	NA	IPR036431	GO:0003677;GO:0000723	PS51011	PTHR16466	NA	NA	G3DSA:1.10.150.60;G3DSA:1.10.10.60	Reactome: R-HSA-1221632|Reactome: R-HSA-171306|Reactome: R-HSA-2559586	NA	cd11655	SSF46689;SSF46774	NA	PF01388;PF08914;PF11626;PF16589	mobidb-lite	SM01014;SM00501	NA	NA	NA	NA	NA	NA	NA
EHK46319.1	NA	NA	IPR007120	GO:0003677;GO:0003899;GO:0006351;GO:0032549	NA	PTHR20856;PTHR20856:SF8	NA	NA	G3DSA:2.40.270.10;G3DSA:3.90.1070.20;G3DSA:3.90.1110.10;G3DSA:3.90.1800.10;G3DSA:2.40.50.150;G3DSA:3.90.1100.10	KEGG: 00230+2.7.7.6|KEGG: 00240+2.7.7.6	NA	cd00653	SSF64484	PS01166	PF00562;PF04561;PF04565;PF04563;PF04560;PF04567;PF04566	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK48289.1	NA	NA	IPR007590	NA	NA	PTHR12111:SF2;PTHR12111	NA	NA	NA	NA	NA	NA	NA	NA	PF04502	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA
EHK43844.1	NA	NA	IPR023296	GO:0004553;GO:0005975	NA	PTHR42812:SF1;PTHR42812	NA	NA	G3DSA:2.115.10.20;G3DSA:2.60.120.200	NA	NA	cd09000	SSF75005;SSF49899	NA	PF04616;PF17851	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK47775.1	NA	PR00081;PR00080	IPR002347	GO:0016491	NA	PTHR43180;PTHR43180:SF21	NA	NA	G3DSA:3.40.50.720	NA	NA	cd05233	SSF51735	PS00061	PF13561	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK41185.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	PTHR42032	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	Coil	NA	NA	NA	NA	NA	NA
