Gene	Phobius	TMHMM	MobiDBLite	interpro	GO	Pfam	TIGRFAM	PANTHER	SUPERFAMILY	Coils	Gene3D	ProDom	ProSiteProfiles	PATHWAY	ProSitePatterns	SMART	PRINTS	CDD	SignalP_GRAM_NEGATIVE	SignalP_EUK	SFLD	PIRSF	SignalP_GRAM_POSITIVE	Hamap
EHK17497.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	PF00067	NA	PTHR24286;PTHR24286:SF24	SSF48264	NA	G3DSA:1.10.630.10	NA	NA	NA	PS00086	NA	PR00465;PR00385	NA	NA	NA	NA	NA	NA	NA
EHK17359.1	NA	NA	NA	IPR016161	GO:0016491;GO:0055114;GO:0016620	PF00171	NA	PTHR11699;PTHR11699:SF266	SSF53720	NA	G3DSA:3.40.309.10;G3DSA:3.40.605.10	NA	NA	NA	PS00687	NA	NA	cd07106	NA	NA	NA	NA	NA	NA
EHK21679.1	NA	NA	NA	IPR020845	GO:0003824	PF13193;PF00501	NA	PTHR43201:SF5;PTHR43201	SSF56801	NA	G3DSA:3.30.300.30;G3DSA:3.40.50.12780	NA	NA	NA	PS00455	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK19142.1	NA	NA	mobidb-lite	IPR001040	GO:0003723;GO:0003743;GO:0005737;GO:0006413	PF01652	NA	PTHR11960;PTHR11960:SF8	SSF55418	NA	G3DSA:3.30.760.10	NA	NA	NA	PS00813	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20526.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	IPR036426		PF13229	TIGR03804	NA	SSF51126;SSF51110	NA	G3DSA:2.90.10.10;G3DSA:2.160.20.10	NA	PS51257;PS50927	Reactome: R-HSA-8951664|Reactome: R-HSA-983168	NA	SM00108;SM00710	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	SignalP-TM	NA
EHK19622.1	NA	NA	mobidb-lite	IPR029063	NA	PF13649	NA	PTHR43464:SF18;PTHR43464	SSF53335	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	cd02440	NA	NA	NA	NA	NA	NA
EHK21686.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	NA	PTHR31944:SF88;PTHR31944	SSF57701	NA	G3DSA:4.10.240.10	NA	PS50048	NA	PS00463	SM00066	NA	cd00067;cd12148	NA	NA	NA	NA	NA	NA
EHK16800.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR008564	GO:0016021	PF05832	NA	PTHR13019:SF7;PTHR13019	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK27051.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	mobidb-lite	IPR020846	GO:0016021;GO:0055085	PF07690	NA	PTHR23502;PTHR23502:SF51	SSF103473	NA	NA	NA	PS50850	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA
EHK22180.1	NA	NA	NA	IPR007541	NA	PF04450	NA	PTHR33321;PTHR33321:SF6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17283.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR003439	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	PF00664;PF00005	NA	PTHR24223	SSF90123;SSF52540	NA	G3DSA:3.40.50.300;G3DSA:1.20.1560.10	NA	PS50893;PS50929	NA	PS00211	SM00382	NA	cd03250	NA	NA	NA	NA	NA	NA
EHK18878.1	CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION	TMhelix	mobidb-lite	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497;GO:0016712	PF00067	NA	PTHR24287:SF14;PTHR24287	SSF48264	NA	G3DSA:1.10.630.10	NA	NA	Reactome: R-HSA-211981	PS00086	NA	PR00385;PR00464;PR01239	NA	NA	NA	NA	NA	NA	NA
EHK20471.1	NA	NA	NA	IPR029058	GO:0006508;GO:0008236;GO:0004252	PF00326	NA	PTHR43056;PTHR43056:SF5	SSF53474;SSF82171	NA	G3DSA:2.120.10.30;G3DSA:3.40.50.1820	NA	NA	NA	PS00708	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18462.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	IPR001199	GO:0006629;GO:0016021;GO:0016491	PF00487;PF00173	NA	PTHR19353:SF30;PTHR19353	SSF55856	NA	G3DSA:3.10.120.10	NA	PS50255	NA	NA	SM01117	NA	cd03506	NA	NA	NA	PIRSF015921	NA	NA
EHK22441.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21391.1	NA	NA	mobidb-lite	IPR033910	GO:0006424;GO:0008270;GO:0004812;GO:0005524;GO:0043039;GO:0000166;GO:0004818	PF00749	TIGR00464	PTHR43311:SF2;PTHR43311	SSF52374	NA	G3DSA:3.40.50.620	NA	NA	KEGG: 00860+6.1.1.17|KEGG: 00970+6.1.1.17|MetaCyc: PWY-5188|Reactome: R-HSA-379726	NA	NA	PR00987	cd00808	NA	NA	NA	NA	NA	MF_00022
EHK16104.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	IPR036188	GO:0071949	PF01494	NA	PTHR13789;PTHR13789:SF238	SSF51905;SSF54373	NA	G3DSA:3.50.50.60;G3DSA:3.30.9.30	NA	NA	NA	NA	NA	PR00420	NA	NA	NA	NA	NA	NA	NA
EHK22483.1	NA	NA	mobidb-lite	IPR009057	GO:0003677	PF00249	NA	PTHR21717:SF9;PTHR21717	SSF46689	NA	G3DSA:1.10.10.60	NA	PS50090;PS51294	NA	NA	SM00717	NA	cd11660	NA	NA	NA	NA	NA	NA
EHK15861.1	NA	NA	mobidb-lite	IPR013907	NA	PF08598	NA	PTHR21964;PTHR21964:SF13	NA	Coil	NA	NA	NA	NA	NA	SM01401	NA	NA	NA	NA	NA	NA	NA	NA
EHK19083.1	NA	NA	NA	IPR027417	NA	PF12340;PF12359	NA	PTHR13367;PTHR13367:SF18	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24991.1	NA	NA	mobidb-lite	IPR016024	GO:0006402;GO:0030014	PF04078	NA	PTHR12262;PTHR12262:SF0	SSF81995;SSF48371	Coil	G3DSA:1.25.10.10	NA	NA	Reactome: R-HSA-429947|Reactome: R-HSA-5617472|Reactome: R-HSA-6804115	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK25067.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	IPR001547	GO:0004553;GO:0005975	PF00150	NA	PTHR31263;PTHR31263:SF0	SSF51445	NA	G3DSA:3.20.20.80	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
EHK23910.1	NA	NA	mobidb-lite	IPR040260	NA	PF10451	NA	PTHR13989;PTHR13989:SF14	SSF50249	NA	G3DSA:2.40.50.140	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK25294.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	mobidb-lite	IPR008179	GO:0000105;GO:0004636;GO:0004399;GO:0004635;GO:0055114;GO:0008270;GO:0051287;GO:0016491	PF01502;PF01503;PF00815	TIGR03188;TIGR00069	PTHR21256:SF2;PTHR21256	SSF141734;SSF53720;SSF101386	NA	G3DSA:3.40.50.1980;G3DSA:1.10.287.1080;G3DSA:3.10.20.400	PD002610	NA	KEGG: 00340+3.6.1.31	PS00611	NA	PR00083	cd11546;cd06572	NA	NA	NA	PIRSF001257	NA	MF_01024
EHK19058.1	NA	NA	NA	IPR019465	GO:0006891;GO:0017119	PF10392	NA	PTHR13228	NA	Coil	NA	NA	NA	Reactome: R-HSA-6807878|Reactome: R-HSA-6811438|Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21301.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR038665	GO:0016021;GO:0055085	PF03595	NA	PTHR31686	NA	NA	G3DSA:1.50.10.150	NA	NA	NA	NA	NA	NA	cd09318	NA	NA	NA	NA	NA	NA
EHK24597.1	NA	NA	mobidb-lite	IPR013268	GO:0006364;GO:0030515	PF08297	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21938.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	IPR021109	GO:0004190;GO:0006508	PF00026	NA	PTHR13683:SF345;PTHR13683	SSF50630	NA	G3DSA:2.40.70.10	NA	PS51767	NA	PS00141	NA	PR00792	cd06097	SignalP-noTM	SignalP-noTM	NA	NA	SignalP-TM	NA
EHK25342.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18129.1	NA	NA	mobidb-lite	IPR001401	GO:0003924;GO:0005525	PF01031;PF00350	NA	PTHR11566;PTHR11566:SF66	SSF52540	Coil	G3DSA:3.40.50.300	NA	PS51388;PS51718	NA	NA	SM00053	PR00195	cd08771	NA	NA	NA	NA	NA	NA
EHK22693.1	NA	NA	mobidb-lite	IPR007085		PF04127	NA	PTHR12290;PTHR12290:SF2	SSF102645	NA	NA	NA	NA	KEGG: 00770+6.3.2.5|Reactome: R-HSA-196783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15930.1	NA	NA	mobidb-lite	IPR024336		PF12928	NA	PTHR21027	NA	NA	NA	NA	NA	Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK27335.1	NA	NA	NA	IPR017986	GO:0005515	PF00400	NA	PTHR22838;PTHR22838:SF0	SSF50978	NA	G3DSA:2.130.10.10	NA	PS50294;PS50082	NA	PS00678	SM00320	NA	cd00200	NA	NA	NA	NA	NA	NA
EHK26539.1	NA	NA	mobidb-lite	IPR012173	GO:0005634;GO:0005732;GO:0006364;GO:0034457	PF04006	NA	PTHR17039	NA	Coil	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	PIRSF017300	NA	NA
EHK24585.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	mobidb-lite	IPR027417	GO:0005524	PF00176;PF12054;PF00271	NA	PTHR10799:SF814;PTHR10799	SSF52540;SSF48371	NA	G3DSA:3.40.50.300;G3DSA:1.25.10.10;G3DSA:3.40.50.10810	NA	PS51194;PS51192	NA	NA	SM00487;SM00490	NA	cd00079;cd00046	NA	NA	NA	NA	NA	NA
EHK16102.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	PTHR34414	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15883.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	IPR039254	NA	PF13668	NA	PTHR38705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	SignalP-TM	NA
EHK24732.1	NA	NA	mobidb-lite	IPR007902	GO:0007059;GO:0051382	PF05238	NA	PTHR12309;PTHR12309:SF12	NA	NA	G3DSA:3.10.20.720	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-606279|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20226.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	IPR012334	NA	PF12708	NA	PTHR31375;PTHR31375:SF53	SSF51126	NA	G3DSA:2.160.20.10	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA	NA
EHK23088.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	mobidb-lite	IPR003609	NA	PF14295	NA	NA	NA	NA	G3DSA:3.50.4.10	NA	PS50948	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	SignalP-TM	NA
EHK19467.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	IPR011012	GO:0006886;GO:0016192;GO:0030131	PF01217;PF00928	NA	PTHR10529;PTHR10529:SF236	SSF64356;SSF49447	NA	G3DSA:2.60.40.1170;G3DSA:3.30.450.60	NA	PS51072	NA	NA	NA	PR00314	cd09251	NA	NA	NA	PIRSF005992	NA	NA
EHK18610.1	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	IPR036318	GO:0050660;GO:0071949;GO:0016491;GO:0055114	PF01565	NA	PTHR42973;PTHR42973:SF10	SSF56176	NA	G3DSA:3.40.462.20;G3DSA:3.30.465.10;G3DSA:3.30.43.10	NA	PS51387	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	SignalP-TM	NA
EHK24463.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK25439.1	NA	NA	mobidb-lite	IPR001680	GO:0005515;GO:0032008	PF00400	NA	PTHR22850;PTHR22850:SF131	SSF50978	NA	G3DSA:2.130.10.10	NA	PS50082;PS50294	NA	PS00678	SM00320	NA	NA	NA	NA	NA	NA	NA	NA
EHK16434.1	NA	NA	mobidb-lite	IPR006630	NA	PF05383	NA	PTHR22792:SF99;PTHR22792	SSF46785	NA	G3DSA:1.10.10.10	NA	PS50961	NA	NA	SM00715	NA	cd07323	NA	NA	NA	NA	NA	NA
EHK22325.1	NA	NA	mobidb-lite	IPR000504	GO:0003676	PF00076	NA	PTHR12311	SSF54928	Coil	G3DSA:3.30.70.330	NA	PS50102	NA	NA	NA	NA	cd12263	NA	NA	NA	NA	NA	NA
EHK24628.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	PTHR21535;PTHR21535:SF85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20231.1	NA	NA	mobidb-lite	IPR014762	GO:0006298;GO:0016887;GO:0032300;GO:0005524;GO:0030983	PF08676;PF01119;PF13589	TIGR00585	PTHR10073;PTHR10073:SF12	SSF55874;SSF54211;SSF118116	NA	G3DSA:3.30.230.10;G3DSA:3.30.1370.100;G3DSA:3.30.565.10;G3DSA:2.30.42.20	NA	NA	NA	PS00058	SM00853;SM01340	NA	cd03484;cd00075	NA	NA	NA	NA	NA	NA
EHK26837.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	NA	PTHR31944:SF119;PTHR31944	SSF57701	NA	G3DSA:4.10.240.10	NA	PS50048	NA	NA	SM00906;SM00066	NA	cd00067;cd12148	NA	NA	NA	NA	NA	NA
EHK23120.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	IPR036259	GO:0016021;GO:0022857;GO:0055085;GO:0016020;GO:0005215	PF00083	TIGR00879	PTHR23500;PTHR23500:SF64	SSF103473	NA	G3DSA:1.20.1250.20	NA	PS50850	Reactome: R-HSA-189200	PS00216	NA	PR00171	cd06174	NA	NA	NA	NA	NA	NA
EHK21929.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	IPR036188	GO:0004499;GO:0050660;GO:0050661;GO:0055114	PF00743	NA	PTHR42877;PTHR42877:SF5	SSF51905	NA	G3DSA:3.50.50.60	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK24716.1	NA	NA	mobidb-lite	IPR011989	NA	NA	NA	PTHR21663:SF0;PTHR21663	SSF48371	NA	G3DSA:1.25.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16958.1	NA	NA	NA	IPR002925	GO:0016787	PF01738	NA	PTHR17630;PTHR17630:SF43	SSF53474	NA	G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK18750.1	NA	NA	NA	IPR006314	GO:0004601;GO:0020037;GO:0055114	PF04261	TIGR01413	PTHR30521:SF0;PTHR30521	SSF54909	NA	NA	NA	PS51404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16230.1	NA	NA	NA	IPR036928		PF01425	NA	PTHR42678:SF4;PTHR42678	SSF75304	NA	G3DSA:3.90.1300.10	NA	NA	KEGG: 00970+6.3.5.7|MetaCyc: PWY-5921	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK21063.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK19191.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	IPR003439	GO:0005524;GO:0016887;GO:0016021;GO:0042626;GO:0055085	PF00005;PF06472	NA	PTHR11384;PTHR11384:SF13	SSF90123;SSF52540	Coil	G3DSA:3.40.50.300	NA	PS50929;PS50893	NA	PS00211	SM00382	NA	cd03223	NA	NA	NA	NA	NA	NA
EHK15136.1	NA	NA	NA	IPR000911	GO:0003735;GO:0005840;GO:0006412	PF03946;PF00298	NA	PTHR11661;PTHR11661:SF2	SSF46906;SSF54747	NA	G3DSA:3.30.1550.10;G3DSA:1.10.10.250	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00359	SM00649	NA	cd00349	NA	NA	NA	NA	NA	MF_00736
EHK21244.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	SSF56059	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK27035.1	NA	NA	NA	IPR008576	GO:0006480;GO:0008168	PF05891	NA	PTHR12753;PTHR12753:SF0	SSF53335	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	cd02440	NA	NA	NA	PIRSF016958	NA	NA
EHK17790.1	NA	NA	mobidb-lite	IPR000164	GO:0000786;GO:0003677;GO:0046982	PF00125	NA	PTHR11426;PTHR11426:SF163	SSF47113	NA	G3DSA:1.10.20.10	NA	NA	NA	PS00959;PS00322	SM00428	PR00622	NA	NA	NA	NA	NA	NA	NA
EHK25240.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17424.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR003807	NA	PF02656	NA	PTHR38646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK15700.1	NA	NA	mobidb-lite	IPR007991	NA	PF05327	NA	PTHR12790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK26489.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	IPR036188	GO:0071949	PF01494	NA	PTHR13789;PTHR13789:SF215	SSF51905;SSF54373	NA	G3DSA:3.50.50.60;G3DSA:3.30.9.30	NA	NA	NA	NA	NA	PR00420	NA	NA	NA	NA	NA	NA	NA
EHK22643.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	IPR029044		PF00535	NA	PTHR10859;PTHR10859:SF91	SSF53448	NA	NA	NA	NA	Reactome: R-HSA-913709	NA	NA	NA	cd04188	NA	NA	NA	NA	NA	NA
EHK17526.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	IPR022185	NA	PF12505	NA	PTHR35895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK26470.1	NA	NA	NA	IPR001353	GO:0004298;GO:0005839;GO:0051603	PF00227	NA	PTHR11599;PTHR11599:SF59	SSF56235	NA	G3DSA:3.60.20.10	NA	PS51476	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	NA	NA	NA	cd03757	NA	NA	NA	NA	NA	NA
EHK16200.1	NA	NA	mobidb-lite	IPR029071	NA	PF08325	NA	PTHR23153:SF36;PTHR23153	SSF54236	NA	G3DSA:3.10.20.90	NA	PS51397	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK20579.1	NA	NA	NA	IPR019405	GO:0005515	PF10282	NA	PTHR30344	SSF51004	NA	G3DSA:2.130.10.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK16777.1	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	IPR036852	GO:0004252;GO:0006508	PF00082;PF05922	NA	PTHR43806:SF25;PTHR43806	SSF52743;SSF54897	NA	G3DSA:3.40.50.200;G3DSA:3.30.70.80	NA	NA	Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	PS00137;PS00136	NA	PR00723	cd04077	SignalP-noTM	SignalP-noTM	NA	NA	SignalP-TM	NA
EHK15995.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	mobidb-lite	IPR036412	GO:0016021;GO:0008553;GO:0120029;GO:0000166	PF00702;PF00122;PF00690	TIGR01647;TIGR01494	PTHR42861:SF26;PTHR42861	SSF56784;SSF81665;SSF81653	NA	G3DSA:3.40.50.1000;G3DSA:1.20.1110.10;G3DSA:3.40.1110.10;G3DSA:2.60.120.1500	NA	NA	Reactome: R-HSA-936837	PS00154	SM00831	PR00119;PR00120	cd02076	NA	NA	SFLDS00003;SFLDF00027	NA	NA	NA
EHK19065.1	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
EHK17449.1	NA	NA	NA	IPR027417	GO:0005524	PF17866;PF00004	NA	PTHR43392	SSF52540	NA	G3DSA:3.40.50.300;G3DSA:1.10.8.60	NA	NA	NA	NA	SM00382	PR00819	cd00009	NA	NA	NA	NA	NA	NA
EHK16377.1	NA	NA	mobidb-lite	IPR011709	GO:0003676;GO:0005524;GO:0004386	PF07717;PF00270;PF00271;PF04408	NA	PTHR18934;PTHR18934:SF118	SSF52540	NA	G3DSA:3.40.50.300;G3DSA:1.20.120.1080	NA	PS51192;PS51194	NA	PS00690	SM00487;SM00847;SM00490	NA	cd00046;cd00079	NA	NA	NA	NA	NA	NA
EHK24633.1	NA	NA	mobidb-lite	IPR036612	GO:0003723;GO:0003676	PF00013	NA	PTHR10288;PTHR10288:SF222	SSF54791	NA	G3DSA:3.30.1370.10	NA	PS50084	NA	NA	SM00322	NA	cd02396;cd00105	NA	NA	NA	NA	NA	NA
