Gene	interpro	SUPERFAMILY	PANTHER	GO	Pfam	PATHWAY	CDD	Gene3D	TMHMM	Phobius	ProSitePatterns	PIRSF	MobiDBLite	PRINTS	SMART	ProSiteProfiles	Coils	ProDom	TIGRFAM	SFLD	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	Hamap
PON21945.1	IPR003661	SSF52172;SSF47384;SSF55874	PTHR43719	GO:0000155;GO:0007165;GO:0000160;GO:0016310;GO:0016772	PF00512;PF02518;PF00072	Reactome: R-HSA-70895	cd00075;cd00082;cd00156	G3DSA:1.10.287.130;G3DSA:3.40.50.2300	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	PR00344	SM00448;SM00387;SM00388	PS50110;PS50109	Coil	NA	NA	NA	NA	NA	NA	NA
PON26495.1	IPR003010	SSF56317	PTHR23088;PTHR23088:SF2	GO:0006807	PF00795	NA	cd07564	G3DSA:3.60.110.10	NA	NA	NA	NA	NA	NA	NA	PS50263	NA	NA	NA	NA	NA	NA	NA	NA
PON26834.1	IPR003959	SSF52540	PTHR23070:SF11;PTHR23070	GO:0005524;GO:0034551	PF00004;PF08740	Reactome: R-HSA-1268020	cd00009	NA	NA	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PS00674	NA	mobidb-lite	NA	SM00382;SM01024	NA	Coil	NA	NA	NA	NA	SignalP-TM	NA	NA
PON28002.1	IPR021757	NA	PTHR13124	GO:0003735	PF11788	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	G3DSA:3.90.79.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30869.1	IPR007568	NA	PTHR31465;PTHR31465:SF1	GO:0016021	PF11951;PF04479	NA	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29082.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20841.1	NA	NA	PTHR13166:SF29;PTHR13166	NA	NA	NA	NA	G3DSA:2.40.240.110	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	SignalP-TM	NA	NA
PON25406.1	IPR004531	SSF55681;SSF46955;SSF56037	PTHR10947:SF0;PTHR10947	GO:0000166;GO:0004826;GO:0005524;GO:0005737;GO:0006432;GO:0000287;GO:0003723	PF18262;PF17759;PF03483;PF03484	KEGG: 00970+6.1.1.20|Reactome: R-HSA-379716	cd00769	G3DSA:3.30.56.10;G3DSA:3.30.930.10;G3DSA:3.50.40.10	NA	NA	NA	NA	NA	NA	SM00874;SM00873	PS51483	NA	NA	TIGR00471	NA	NA	NA	NA	NA
PON20325.1	IPR029058	SSF53474	PTHR17630:SF54;PTHR17630	GO:0016787	PF02129	NA	NA	G3DSA:1.10.10.800;G3DSA:3.40.50.1820	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26411.1	IPR001138	SSF57701	PTHR31944:SF119;PTHR31944	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	NA	cd12148;cd00067	G3DSA:4.10.240.10	NA	NA	PS00463	NA	NA	NA	SM00066;SM00906	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PON20128.1	IPR002483	SSF101233	PTHR23148	GO:0006397	PF01480	NA	NA	G3DSA:1.20.1390.10	NA	NA	NA	NA	mobidb-lite	NA	SM00311	PS51025	Coil	NA	NA	NA	NA	NA	NA	NA
PON23621.1	IPR013830	SSF52266;SSF69318	PTHR30383;PTHR30383:SF4	NA	PF13472	NA	cd01833	G3DSA:3.40.50.1110	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20792.1	IPR028942	NA	PTHR32075	NA	PF15612;PF15613;PF02791;PF10537	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	PS50827;PS51136	Coil	NA	NA	NA	NA	NA	NA	NA
PON20265.1	IPR001357	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	PS50172	NA	NA	NA	NA	NA	NA	NA	NA
PON27675.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29501.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28913.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27075.1	IPR002553	SSF48371	PTHR11134:SF1;PTHR11134	GO:0006886;GO:0016192;GO:0030117;GO:0030123	PF01602	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON24652.1	IPR027417	SSF52540	PTHR11566:SF66;PTHR11566	GO:0003924;GO:0005525	PF00350;PF01031	NA	cd08771	G3DSA:3.40.50.300	NA	NA	NA	NA	mobidb-lite	PR00195	SM00053	PS51718;PS51388	Coil	NA	NA	NA	NA	NA	NA	NA
PON26031.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON27751.1	IPR011494	SSF50978	PTHR13831	GO:0006355;GO:0005515;GO:0005634;GO:0006325;GO:0006351	PF07569;PF09453;PF00400	Reactome: R-HSA-2559584	cd00200	G3DSA:2.130.10.10	NA	NA	PS00678	NA	mobidb-lite	NA	SM00320	PS50294;PS50082	NA	NA	NA	NA	NA	NA	NA	NA
PON24264.1	IPR014001	SSF52540	PTHR18934;PTHR18934:SF83	GO:0004386	PF07717;PF04408;PF00271	NA	cd00046;cd00079	G3DSA:3.40.50.300;G3DSA:1.20.120.1080	NA	NA	PS00690	NA	mobidb-lite	NA	SM00847;SM00487;SM00490	PS51192;PS51194	Coil	NA	NA	NA	NA	NA	NA	NA
PON23425.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24687.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
PON30958.1	IPR000630	SSF56047	PTHR11758:SF4;PTHR11758	GO:0003735;GO:0005840;GO:0006412	PF00410	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	G3DSA:3.30.1370.30;G3DSA:3.30.1490.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24137.1	IPR013935	NA	PTHR21512		PF08626	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30596.1	IPR000644	SSF54631;SSF51412	PTHR11911:SF111;PTHR11911	GO:0003824;GO:0055114;GO:0003938;GO:0006164;GO:0016491	PF00571;PF00478	KEGG: 00230+1.1.1.205|KEGG: 00983+1.1.1.205|MetaCyc: PWY-5695|MetaCyc: PWY-6596|MetaCyc: PWY-7221|Reactome: R-HSA-6798695|Reactome: R-HSA-73817	cd04602;cd00381	G3DSA:3.20.20.70	NA	NA	PS00487	PIRSF000130	NA	NA	SM01240;SM00116	PS51371	NA	NA	TIGR01302	NA	NA	NA	NA	MF_01964
PON22180.1	IPR029058	SSF53474	PTHR34853	GO:0004806;GO:0016042	NA	NA	NA	G3DSA:3.40.50.1820	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	SignalP-noTM	NA
PON27047.1	IPR038271	NA	PTHR30618:SF2;PTHR30618	GO:0016020;GO:0022857;GO:0055085	PF02133	NA	cd11482	G3DSA:1.10.4160.10	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	TIGR00800	NA	NA	NA	NA	NA
PON20191.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON28780.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
PON27023.1	IPR032466	SSF51556	PTHR11359:SF0;PTHR11359	GO:0003876;GO:0032264;GO:0009168;GO:0019239	PF00962	KEGG: 00230+3.5.4.6|MetaCyc: PWY-6596|Reactome: R-HSA-74217	cd01319	G3DSA:2.30.30.800;G3DSA:3.20.20.140	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PS00485	PIRSF001251	mobidb-lite	NA	NA	NA	NA	NA	TIGR01429	NA	NA	NA	NA	NA
PON25314.1	IPR003256	SSF50104	PTHR12903:SF0;PTHR12903	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	cd06089	G3DSA:2.30.30.30	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON21386.1	IPR007308	NA	PTHR14732	GO:0008420;GO:0043175;GO:0070940	PF04181	KEGG: 04658+3.1.3.16|KEGG: 04660+3.1.3.16|Reactome: R-HSA-6807505	NA	G3DSA:1.25.40.820	NA	NA	NA	NA	mobidb-lite	NA	NA	PS51479	NA	NA	NA	NA	NA	NA	NA	NA
PON24878.1	IPR029058	SSF53474	PTHR11005;PTHR11005:SF77	NA	PF00561	NA	NA	G3DSA:3.40.50.1820	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26797.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29969.1	IPR005338	SSF53067	PTHR30605:SF0;PTHR30605	GO:0005524;GO:0006040;GO:0009254;GO:0016773	PF03702	MetaCyc: PWY-7883	NA	G3DSA:3.30.420.40	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22276.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON26405.1	IPR036026	SSF48225	PTHR11742:SF29;PTHR11742	GO:0004571;GO:0005509;GO:0016020;GO:0003824	PF01532	NA	NA	G3DSA:1.50.10.10	TMhelix	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	PR00747	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
PON24301.1	IPR032514	SSF48208	PTHR31987:SF1;PTHR31987	GO:0003824	PF16335;PF08760;PF17168	KEGG: 00220+3.5.1.2|KEGG: 00250+3.5.1.2|KEGG: 00471+3.5.1.2	NA	G3DSA:1.50.10.10	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON20738.1	IPR007603	NA	PTHR12385:SF73;PTHR12385		PF04515	Reactome: R-HSA-1483191|Reactome: R-HSA-425366	NA	NA	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON29957.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON27814.1	IPR021765	NA	PTHR33365;PTHR33365:SF4	GO:0043386	PF11807	NA	NA	NA	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON20175.1	IPR020683	SSF54695;SSF48403	PTHR24413:SF83;PTHR24413	GO:0005515	PF12796;PF00651	NA	cd00204	G3DSA:3.30.710.10;G3DSA:1.25.40.20	NA	NA	NA	NA	mobidb-lite	NA	SM00225;SM00248	PS50097;PS50088;PS50297	Coil	NA	NA	NA	NA	NA	NA	NA
PON27182.1	IPR011205	NA	PTHR31373:SF0;PTHR31373	NA	PF11443	NA	NA	NA	NA	NA	NA	PIRSF015417	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON30265.1	NA	NA	PTHR39607:SF2;PTHR39607	NA	NA	NA	cd14688	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON24317.1	IPR027417	SSF52540	PTHR11711:SF303;PTHR11711	GO:0005525	PF00025	NA	cd04159	G3DSA:3.40.50.300	NA	NA	NA	NA	NA	PR00328	SM00175	PS51417	NA	NA	NA	NA	NA	NA	NA	NA
PON22399.1	IPR002056	SSF47157	PTHR12430:SF0;PTHR12430	GO:0005742;GO:0006605;GO:0006886	PF02064	NA	NA	G3DSA:1.20.960.10	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	PIRSF037707	NA	PR00351	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON23669.1	IPR022761	SSF48557	PTHR43814	GO:0004056;GO:0042450;GO:0003824	PF00206;PF14698	KEGG: 00220+4.3.2.1|KEGG: 00250+4.3.2.1|MetaCyc: PWY-4983|MetaCyc: PWY-4984|MetaCyc: PWY-5|MetaCyc: PWY-5154|MetaCyc: PWY-7400|Reactome: R-HSA-70635	cd01359	G3DSA:1.10.40.30;G3DSA:1.10.275.10;G3DSA:1.20.200.10	NA	NA	PS00163	NA	NA	PR00149;PR00145	NA	NA	NA	NA	TIGR00838	NA	NA	NA	NA	MF_00006
PON23214.1	IPR004843	SSF56300	PTHR32440:SF0;PTHR32440	GO:0016787	PF00149	NA	cd07383	G3DSA:3.60.21.10	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30966.1	IPR036047	SSF81383	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	PS50181	NA	NA	NA	NA	NA	NA	NA	NA
PON22430.1	IPR001241	SSF56719;SSF54211;SSF55874	PTHR10169;PTHR10169:SF38	GO:0003677;GO:0003918;GO:0005524;GO:0006265;GO:0006259	PF02518;PF00521;PF00204;PF01751;PF16898	Reactome: R-HSA-4615885	cd00075;cd00187;cd03365;cd03481	G3DSA:3.30.565.10;G3DSA:1.10.268.10;G3DSA:3.30.1490.30;G3DSA:3.40.50.670;G3DSA:3.90.199.10;G3DSA:3.30.230.10;G3DSA:3.30.1360.40	NA	NA	PS00177	NA	mobidb-lite	PR01158;PR00418	SM00433;SM00434	PS50880	Coil	NA	NA	NA	NA	NA	NA	NA
PON25158.1	IPR022099	NA	PTHR13367;PTHR13367:SF25	NA	PF12340;PF12359	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON22410.1	IPR012951	NA	PTHR13878;PTHR13878:SF62	GO:0016491;GO:0050660;GO:0055114	PF08031	NA	NA	G3DSA:3.30.465.40;G3DSA:3.40.462.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30704.1	IPR006845	NA	PTHR44415		PF04757	Reactome: R-HSA-8866654|Reactome: R-HSA-9033241	cd16526	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON24087.1	IPR000277	SSF53383	PTHR11808:SF35;PTHR11808	GO:0030170;GO:0003824	PF01053	Reactome: R-HSA-1614558|Reactome: R-HSA-1614603|Reactome: R-HSA-2408508	NA	G3DSA:3.90.1150.10;G3DSA:3.40.640.10	NA	NA	PS00868	PIRSF001434	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON28932.1	IPR036770	SSF48403	PTHR43928:SF3;PTHR43928	GO:0005515	PF13857;PF12796	NA	cd00204	G3DSA:1.25.40.20	NA	NA	NA	NA	NA	PR01415	SM00248	PS50088;PS50297	NA	NA	NA	NA	NA	NA	NA	NA
PON30453.1	IPR006976	NA	PTHR28008	NA	PF04892	NA	NA	NA	TMhelix	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
PON25093.1	NA	NA	NA	NA	NA	NA	NA	NA	TMhelix	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON24208.1	IPR004045	SSF47616;SSF52833	PTHR42673;PTHR42673:SF6	GO:0005515	PF13417;PF13410	KEGG: 00480+2.5.1.18|KEGG: 00980+2.5.1.18|KEGG: 00982+2.5.1.18|KEGG: 00983+2.5.1.18|MetaCyc: PWY-4061|MetaCyc: PWY-6842|MetaCyc: PWY-7112|MetaCyc: PWY-7533	cd03043;cd03194	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	NA	NA	NA	NA	NA	NA	NA	PS50404;PS50405	NA	NA	NA	NA	NA	NA	NA	NA
PON23091.1	IPR000254	SSF110296;SSF57180	PTHR43739;PTHR43739:SF1	GO:0005576;GO:0005975;GO:0030248;GO:0005515	PF00734	NA	cd15482	G3DSA:2.130.10.10	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	mobidb-lite	NA	SM00236	PS51164	NA	PD001821	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON29440.1	IPR003593	SSF52540	PTHR19211;PTHR19211:SF58	GO:0005524;GO:0016887	PF00005;PF12848	NA	cd03221	G3DSA:3.40.50.300	NA	NA	NA	NA	mobidb-lite	NA	SM00382	PS50893	Coil	NA	NA	NA	NA	NA	NA	NA
PON30102.1	IPR013658	SSF63829	PTHR10907:SF67;PTHR10907	NA	PF08450	NA	NA	G3DSA:2.120.10.30	TMhelix	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
PON29598.1	IPR020683	SSF48403	PTHR44139	GO:0005515	PF00023;PF12796	NA	cd00204	G3DSA:1.25.40.960;G3DSA:1.25.40.20	NA	NA	NA	NA	NA	PR01415	SM00248	PS50088;PS50297	NA	NA	NA	NA	NA	NA	NA	NA
PON20162.1	IPR022198	NA	NA	NA	PF12520	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22604.1	IPR005197	NA	PTHR43173;PTHR43173:SF10	GO:0016787	PF03659	NA	cd11577	G3DSA:3.20.20.80	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA
PON20090.1	IPR006598	NA	PTHR12203:SF22;PTHR12203	NA	PF05686	NA	NA	NA	TMhelix	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	SM00672	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON30347.1	IPR001650	SSF52540	PTHR24031:SF352;PTHR24031	GO:0003676;GO:0005524	PF00271;PF00270	NA	cd00268;cd00079	G3DSA:3.40.50.300	NA	NA	PS00039	NA	mobidb-lite	NA	SM00487;SM00490	PS51194;PS51195;PS51192	NA	NA	NA	NA	NA	NA	NA	NA
PON26785.1	IPR016849	NA	PTHR31571:SF2;PTHR31571	GO:0005634;GO:0010484;GO:0016573;GO:0043618;GO:0004402;GO:0006355	PF08214	Reactome: R-HSA-1234158|Reactome: R-HSA-1368082|Reactome: R-HSA-1912408|Reactome: R-HSA-1989781|Reactome: R-HSA-201722|Reactome: R-HSA-210744|Reactome: R-HSA-2122947|Reactome: R-HSA-2644606|Reactome: R-HSA-2894862|Reactome: R-HSA-3134973|Reactome: R-HSA-3214847|Reactome: R-HSA-3371568|Reactome: R-HSA-381340|Reactome: R-HSA-3899300|Reactome: R-HSA-400253|Reactome: R-HSA-5617472|Reactome: R-HSA-5621575|Reactome: R-HSA-8866907|Reactome: R-HSA-8941856|Reactome: R-HSA-9013508|Reactome: R-HSA-9013695|Reactome: R-HSA-9018519|Reactome: R-HSA-918233|Reactome: R-HSA-933541	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	SM01250	PS51728	NA	NA	NA	NA	NA	NA	NA	NA
PON24255.1	IPR036864	SSF57701	PTHR37853;PTHR37853:SF1	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	NA	cd00067	G3DSA:4.10.240.10	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PS00463	NA	mobidb-lite	NA	SM00066	PS50048	Coil	NA	NA	NA	NA	NA	NA	NA
PON28393.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON27466.1	IPR012677	SSF54928	PTHR23139:SF8;PTHR23139	GO:0003676;GO:0031124	PF14327;PF14304;PF00076	Reactome: R-HSA-109688|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-77595	NA	G3DSA:3.30.70.330;G3DSA:1.10.20.70;G3DSA:1.25.40.630	NA	NA	NA	NA	mobidb-lite	NA	SM00360	PS50102	NA	NA	NA	NA	NA	NA	NA	NA
PON29921.1	IPR036188	SSF51905	PTHR43706:SF11;PTHR43706	GO:0016491;GO:0055114	PF07992	NA	NA	G3DSA:3.50.50.100	NA	NA	NA	NA	NA	PR00368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PON22159.1	IPR005887	SSF48208	PTHR12143;PTHR12143:SF29	GO:0030246;GO:0003824	PF17678;PF07971	NA	NA	G3DSA:2.70.98.10;G3DSA:3.30.2080.10;G3DSA:1.20.1050.60;G3DSA:1.20.1610.10	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01180	NA	NA	NA	NA	NA
PON29119.1	IPR007526	SSF46689	PTHR12374:SF21;PTHR12374	GO:0005515;GO:0003677	PF04433	NA	NA	G3DSA:1.10.10.780	NA	NA	NA	NA	mobidb-lite	NA	NA	PS50934	NA	NA	NA	NA	NA	NA	NA	NA
PON30021.1	IPR033494	NA	PTHR10921;PTHR10921:SF1	GO:2000574	PF04880	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA
PON29184.1	IPR040331	SSF57701	PTHR31779:SF3;PTHR31779	GO:0003700;GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PF00172;PF04082	NA	cd12148;cd00067	G3DSA:4.10.240.10	NA	NA	PS00463	NA	mobidb-lite	NA	SM00066	PS50048	NA	NA	NA	NA	NA	NA	NA	NA
PON29321.1	IPR018545	NA	NA		PF09405	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-9010553|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	SM01044	NA	NA	NA	NA	NA	NA	NA	NA	NA
