Gene	interpro	GO	ProSiteProfiles	Phobius	SMART	TMHMM	SUPERFAMILY	Gene3D	PATHWAY	Pfam	PANTHER	CDD	Coils	ProSitePatterns	MobiDBLite	PRINTS	SignalP_EUK	SignalP_GRAM_NEGATIVE	SignalP_GRAM_POSITIVE	PIRSF	TIGRFAM	Hamap	SFLD	ProDom
PTB70318.1	IPR002347	GO:0016491	NA	NA	SM00822	NA	SSF51735	G3DSA:3.40.50.720	NA	PF13561	PTHR42760:SF58;PTHR42760	NA	NA	PS00061	NA	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA	NA
PTB64286.1	IPR035587	GO:0008033;GO:0017150;GO:0050660;GO:0055114;GO:0003824	NA	NA	NA	NA	SSF51395	G3DSA:3.20.20.70	NA	PF01207	PTHR11082;PTHR11082:SF5	cd02801	NA	PS01136	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64883.1	IPR036770	GO:0005515	PS50088;PS50297	NA	SM00248	NA	SSF48403	G3DSA:1.25.40.20;G3DSA:1.25.40.960	NA	PF13857;PF12796;PF13637	PTHR24123;PTHR24123:SF37	cd00204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65322.1	IPR037239	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	SSF144000	G3DSA:2.40.160.120;G3DSA:1.20.120.1290	NA	PF01237	PTHR10972;PTHR10972:SF102	NA	NA	PS01013	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64782.1	IPR005352	GO:0016021	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	PF03694	PTHR15451	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70899.1	IPR025602	NA	NA	NA	NA	NA	NA	NA	NA	PF13862	PTHR13261	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	PIRSF028983	NA	NA	NA	NA
PTB69520.1	IPR011701	GO:0016021;GO:0055085	PS50850	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF103473	G3DSA:1.20.1250.20	NA	PF07690	PTHR43791:SF16;PTHR43791	cd06174	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63573.1	IPR013244	GO:0006890	NA	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	Reactome: R-HSA-6811434	PF08314	PTHR40787:SF2;PTHR40787	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64081.1	IPR005556	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	PF03856	PTHR31316;PTHR31316:SF0	NA	NA	NA	mobidb-lite	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB68255.1	IPR013177		NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	SM01155	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PF08213	PTHR32035	NA	Coil	NA	mobidb-lite	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB63995.1	IPR014710	GO:0006629	PS50042;PS51635	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	SM00100	TMhelix	SSF52151;SSF51206	G3DSA:2.60.120.10;G3DSA:3.40.1090.10	NA	PF01734;PF00027	PTHR14226:SF29;PTHR14226	cd00038;cd07227	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66661.1	IPR001841	GO:0003676;GO:0005515	PS50089	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	SM00355;SM00151	NA	SSF109715;SSF47592;SSF57850	G3DSA:1.10.245.10;G3DSA:3.30.40.10	Reactome: R-HSA-3214858|Reactome: R-HSA-8939243	PF02201;PF08766	PTHR22938;PTHR22938:SF0	cd16615	NA	PS00028	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68167.1	IPR027417	GO:0000723;GO:0003678;GO:0006281	NA	NA	SM00382	NA	SSF52540	NA	NA	PF05970	PTHR23274;PTHR23274:SF16	cd00009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70495.1	IPR002942	GO:0003723;GO:0003735;GO:0006412;GO:0015935;GO:0005622;GO:0019843	PS50889	NA	SM00363;SM01390	NA	SSF55174	G3DSA:3.10.290.10	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PF01479;PF00163	PTHR11831;PTHR11831:SF5	cd00165	NA	PS00632	mobidb-lite	NA	NA	NA	NA	NA	TIGR01018	NA	NA	NA
PTB67007.1	IPR001962	GO:0004066;GO:0006529	PS51278	NA	NA	NA	SSF56235;SSF52402	G3DSA:3.40.50.620;G3DSA:3.60.20.10	KEGG: 00250+6.3.5.4|Reactome: R-HSA-380994|Reactome: R-HSA-70614	PF00733;PF13537	PTHR11772;PTHR11772:SF3	cd01991;cd03766	NA	NA	NA	NA	NA	NA	NA	PIRSF001589	NA	NA	NA	NA
PTB65385.1	IPR013948	NA	NA	NA	NA	NA	NA	NA	NA	PF08639	PTHR28067	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB62542.1	IPR038305	GO:0004672;GO:0005524;GO:0006468	PS50011	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	SSF56112	G3DSA:1.10.510.10;G3DSA:1.20.120.1020	NA	PF14479	PTHR37542:SF1;PTHR37542	cd00180	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67856.1	IPR013798	GO:0004425;GO:0004049;GO:0004640;GO:0006568;GO:0003824	PS51273	NA	NA	NA	SSF51366;SSF52317	G3DSA:3.40.50.880;G3DSA:3.20.20.70	KEGG: 00400+4.1.1.48	PF00218;PF00697;PF00117	PTHR43418;PTHR43418:SF4	cd01743;cd00331;cd00405	NA	NA	NA	PR00097;PR00096	NA	NA	NA	PIRSF001382	TIGR00566	MF_00135	NA	NA
PTB68424.1	IPR039715	NA	NA	NA	NA	NA	NA	NA	NA	NA	PTHR13491	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69661.1	IPR002885	GO:0005515	PS51375	NA	NA	NA	NA	G3DSA:1.25.40.10	NA	PF13812	PTHR44149	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00756	NA	NA	NA
PTB67306.1	IPR001841	GO:0004842;GO:0010390	PS50089	NA	SM00184	NA	SSF57850	G3DSA:3.30.40.10	MetaCyc: PWY-7511|Reactome: R-HSA-8866654	PF13920;PF08647	PTHR23163:SF0;PTHR23163	cd16499	Coil	PS00518	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68179.1	IPR003697	GO:0047429	NA	NA	NA	NA	SSF52972	G3DSA:3.90.950.10	NA	PF02545	PTHR43213:SF5;PTHR43213	cd00555	NA	NA	NA	NA	NA	NA	NA	PIRSF006305	TIGR00172	MF_00528	NA	NA
PTB63184.1	IPR009543	NA	NA	NA	NA	NA	NA	NA	NA	PF06650;PF12624;PF16908;PF16910;PF16909	PTHR16166:SF93;PTHR16166	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	PIRSF037235	NA	NA	NA	NA
PTB65478.1	IPR036770	GO:0005515	PS50088;PS50297	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	SM00248	NA	SSF48403	G3DSA:1.25.40.20	NA	PF12796	PTHR34706:SF2;PTHR34706	cd00204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61557.1	IPR029069	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF54637	G3DSA:3.10.129.10	NA	NA	PTHR12418:SF45;PTHR12418	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB68885.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61739.1	IPR008335	GO:0016491;GO:0055114;GO:0030151;GO:0042128	NA	NA	NA	NA	SSF81296;SSF56524	G3DSA:2.60.40.650;G3DSA:3.90.420.10	Reactome: R-HSA-1614517	PF03404;PF00174	PTHR19372:SF6;PTHR19372	cd02110	NA	NA	mobidb-lite	PR00407	NA	NA	NA	NA	NA	NA	NA	NA
PTB64979.1	IPR036188	GO:0016491;GO:0055114	NA	NA	NA	NA	SSF51905	G3DSA:3.50.50.60	Reactome: R-HSA-1614517	PF07992	PTHR10632:SF12;PTHR10632	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB66529.1	IPR002347	NA	NA	NA	NA	NA	SSF51735	G3DSA:3.40.50.720	NA	PF00106	PTHR43647:SF3;PTHR43647	NA	NA	NA	mobidb-lite	PR00080;PR00081	NA	NA	NA	NA	NA	NA	NA	NA
PTB65568.1	IPR002110	GO:0005515	PS50088;PS50297	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SM00248	TMhelix	SSF48403	G3DSA:1.25.40.20	NA	PF12796	PTHR45454	cd00204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65092.1	IPR004405	GO:0070481;GO:0070966;GO:0071025	NA	NA	SM01194	NA	SSF159065;SSF53137;SSF55315	G3DSA:3.30.420.60;G3DSA:2.30.30.870;G3DSA:3.30.1330.30	NA	PF03464;PF03465;PF03463	PTHR10853	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	TIGR00111	NA	NA	NA
PTB61943.1	IPR028889	GO:0006511;GO:0036459;GO:0016579	PS50235	NA	NA	NA	SSF54001	G3DSA:3.90.70.10	NA	PF13446;PF00443	PTHR44130;PTHR44130:SF1	cd02666	Coil	PS00973;PS00972	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64312.1	IPR039698	GO:0003865;GO:0006488;GO:0006629;GO:0016627	PS50244	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	MetaCyc: PWY-6129|Reactome: R-HSA-193048|Reactome: R-HSA-446199|Reactome: R-HSA-4755579	PF02544	PTHR14624	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66032.1	IPR000086	GO:0016787	PS51462	NA	NA	NA	SSF55811	G3DSA:3.90.79.10	Reactome: R-HSA-390918|Reactome: R-HSA-9033241	PF00293	PTHR12318	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64377.1	IPR006222	GO:0005515	NA	NA	NA	NA	SSF103025	G3DSA:3.30.1360.120	NA	PF01571	PTHR22602	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR03317	NA	NA	NA
PTB61829.1	IPR018108	GO:0022857;GO:0055085	PS50920	NA	NA	TMhelix	SSF103506	G3DSA:1.50.40.10	NA	PF00153	PTHR24089:SF282;PTHR24089	NA	NA	NA	mobidb-lite	PR00926	NA	NA	NA	NA	NA	NA	NA	NA
PTB70768.1	IPR004813	GO:0055085	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	PF03169	PTHR22601;PTHR22601:SF16	NA	NA	NA	mobidb-lite	NA	NA	NA	SignalP-TM	NA	TIGR00727;TIGR00728	NA	NA	NA
PTB69807.1	IPR019793	GO:0004601;GO:0055114;GO:0006979;GO:0020037	PS50873	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	SSF48113	G3DSA:1.10.420.10;G3DSA:1.10.520.10	Reactome: R-HSA-2408557	PF00141	PTHR31356;PTHR31356:SF7	cd00691	NA	PS00435;PS00436	NA	PR00458;PR00459	NA	NA	NA	NA	NA	NA	NA	NA
PTB65998.1	IPR037206	GO:0000813;GO:0032509	PS51313;PS51310	NA	NA	NA	SSF140427;SSF140111	G3DSA:1.20.120.1130;G3DSA:1.20.1440.200	Reactome: R-HSA-162588|Reactome: R-HSA-174490|Reactome: R-HSA-917729	PF03997	PTHR12937	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	PIRSF017535	NA	NA	NA	NA
PTB62375.1	IPR022210	NA	NA	NA	NA	NA	NA	NA	NA	PF12550	NA	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61880.1	IPR005829	GO:0005215;GO:0016021;GO:0055085	PS50850	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF103473	G3DSA:1.20.1250.20	NA	PF07690	PTHR23502;PTHR23502:SF33	cd06174	NA	PS00216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB69489.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64898.1	IPR010636	GO:0005576	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	SSF101751	G3DSA:3.20.120.10	NA	PF06766	PTHR42341	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA
PTB66647.1	IPR005829	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	PS50850	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	SSF103473	G3DSA:1.20.1250.20	Reactome: R-HSA-189200	PF00083	PTHR23500:SF50;PTHR23500	cd06174	NA	PS00217;PS00216	NA	PR00171	NA	NA	NA	NA	TIGR00879	NA	NA	NA
PTB61674.1	IPR040357	GO:0070072	NA	NA	NA	NA	NA	NA	NA	NA	PTHR31996	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63942.1	IPR035979	GO:0003676	PS50102	NA	SM00360	NA	SSF54928	G3DSA:3.30.70.330	NA	PF00076	PTHR44202:SF2;PTHR44202	cd00590	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63166.1	IPR004813	GO:0055085	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	PF03169	PTHR22601;PTHR22601:SF9	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	TIGR00728;TIGR00727	NA	NA	NA
PTB62509.1	IPR040062	GO:0022857	PS50920	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	SSF103506	G3DSA:1.50.40.10	NA	PF00153	PTHR24089:SF409;PTHR24089	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB65368.1	IPR004837	GO:0016021;GO:0055085	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	G3DSA:1.20.1420.30	Reactome: R-HSA-425561	PF01699	PTHR12266:SF0;PTHR12266	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64324.1	IPR013320	GO:0016020	PS51328	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	SSF49899	G3DSA:2.60.120.200	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	PF03388	PTHR12223:SF28;PTHR12223	cd07308	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67257.1	IPR001303	GO:0005737;GO:0019509;GO:0046872	NA	NA	SM01007	NA	SSF53639	G3DSA:3.40.225.10	KEGG: 00270+4.2.1.109|MetaCyc: PWY-4361|Reactome: R-HSA-1237112	PF00596	PTHR10640	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR03328	MF_03116	NA	NA
PTB62721.1	IPR001223	GO:0005975;GO:0005576;GO:0030248;GO:0004553	PS51164	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	SM00236	NA	SSF51445;SSF57180	G3DSA:3.20.20.80	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	PF00704;PF00734	PTHR11177:SF198;PTHR11177	cd02877	NA	PS01095	mobidb-lite	NA	SignalP-noTM	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	PD001821
PTB61628.1	IPR037700	GO:0000055;GO:0000056;GO:0006913;GO:0017056	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	NA	PTHR13257	NA	Coil	NA	mobidb-lite	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA
PTB68894.1	IPR000626	GO:0005515	PS50053	NA	SM00213	NA	SSF54236	G3DSA:3.10.20.90	NA	PF00240	PTHR10666:SF242;PTHR10666	cd01803	NA	PS00299	NA	PR00348	NA	NA	NA	NA	NA	NA	NA	NA
PTB68609.1	IPR000612	GO:0016021	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	PF01679	PTHR21659;PTHR21659:SF54	NA	NA	PS01309	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63337.1	IPR017853	GO:0004557;GO:0005975;GO:0003824	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	NA	SSF51445	G3DSA:2.60.40.1180;G3DSA:3.20.20.70;G3DSA:2.70.98.60	KEGG: 00052+3.2.1.22|KEGG: 00561+3.2.1.22|KEGG: 00600+3.2.1.22|KEGG: 00603+3.2.1.22|MetaCyc: PWY-6527	PF02065;PF16874;PF16875	PTHR22762;PTHR22762:SF81	cd14791	NA	NA	NA	PR00743	SignalP-noTM	NA	SignalP-TM	PIRSF005536	NA	NA	NA	NA
PTB67786.1	IPR025040	NA	NA	NA	NA	NA	NA	NA	NA	PF13136	NA	NA	Coil	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB67394.1	IPR016072	GO:0006511	NA	NA	SM00512	NA	SSF54695;SSF81382	G3DSA:3.30.710.10	Reactome: R-HSA-1169091|Reactome: R-HSA-1170546|Reactome: R-HSA-174113|Reactome: R-HSA-180534|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-2122947|Reactome: R-HSA-2565942|Reactome: R-HSA-2644606|Reactome: R-HSA-2644607|Reactome: R-HSA-2871837|Reactome: R-HSA-2894862|Reactome: R-HSA-400253|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5676590|Reactome: R-HSA-5684264|Reactome: R-HSA-68949|Reactome: R-HSA-69231|Reactome: R-HSA-8854050|Reactome: R-HSA-8939902|Reactome: R-HSA-8951664|Reactome: R-HSA-9020702|Reactome: R-HSA-917937|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PF01466;PF03931	PTHR11165:SF24;PTHR11165	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF028729	NA	NA	NA	NA
PTB64147.1	IPR013766	GO:0045454;GO:0009055;GO:0015035	PS51354	NA	NA	NA	SSF52833	G3DSA:3.40.30.10	NA	PF00085;PF00462	PTHR10293;PTHR10293:SF40	cd02984;cd03028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB64096.1	IPR036770	GO:0005515	PS50088;PS50297	NA	SM00248	NA	SSF48403	G3DSA:1.25.40.20	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	PF12796;PF00023	PTHR44187	cd00204	NA	NA	mobidb-lite	PR01415	NA	NA	NA	NA	NA	NA	NA	NA
PTB63963.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	SM00066;SM00906	NA	SSF57701	G3DSA:4.10.240.10	NA	PF00172;PF04082	PTHR31313;PTHR31313:SF45	cd12148;cd00067	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63520.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66780.1	IPR001619	GO:0006904;GO:0016192	NA	NA	NA	NA	SSF56815	G3DSA:3.40.50.2060;G3DSA:1.25.40.60;G3DSA:3.90.830.10;G3DSA:3.40.50.1910	NA	PF00995	PTHR11679:SF30;PTHR11679	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	PIRSF005715	NA	NA	NA	NA
PTB67059.1	IPR013870		NA	NA	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	PF08561	PTHR28595	NA	Coil	NA	mobidb-lite	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB67660.1	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB63389.1	IPR030381	GO:0005525;GO:0003924	PS51718;PS51388	NA	SM00053	NA	SSF52540	G3DSA:3.40.50.300	NA	PF01031;PF00350	PTHR11566;PTHR11566:SF66	cd08771	Coil	NA	mobidb-lite	PR00195	NA	NA	NA	NA	NA	NA	NA	NA
PTB62431.1	IPR014840	NA	NA	NA	NA	NA	NA	NA	NA	PF08729	PTHR21669:SF23;PTHR21669	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB66841.1	IPR014710	NA	NA	NA	NA	NA	SSF51182	G3DSA:2.60.120.10	NA	PF07883	PTHR36156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB70872.1	IPR000608		PS50127	NA	SM00212	NA	SSF54495	G3DSA:3.10.110.10	Reactome: R-HSA-983168	PF00179	PTHR24067:SF3;PTHR24067	cd00195	Coil	PS00183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB61986.1	IPR003428	GO:0005759	NA	NA	NA	NA	SSF54529	G3DSA:3.10.280.10	Reactome: R-HSA-140837	PF02330	PTHR10826;PTHR10826:SF1	NA	NA	NA	mobidb-lite	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
PTB70751.1	IPR014014	GO:0003723;GO:0004004;GO:0005524;GO:0005634;GO:0003676	PS51195;PS51194;PS51192	NA	SM00490;SM00487;SM01123	NA	SSF52540	G3DSA:3.40.50.300	NA	PF08147;PF00271;PF00270	PTHR24031;PTHR24031:SF292	cd00079;cd00268	NA	PS00039	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	PD024971
PTB64219.1	IPR016641	GO:0005854	NA	NA	NA	NA	NA	NA	NA	NA	PTHR21713;PTHR21713:SF6	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA
