Gene	interpro	GO	ProSitePatterns	ProSiteProfiles	MobiDBLite	Gene3D	SUPERFAMILY	SMART	PANTHER	TMHMM	Phobius	Pfam	CDD	PATHWAY	TIGRFAM	PRINTS	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Coils	PIRSF	Hamap	SFLD	ProDom
maker-NIGB01000008.1-augustus-gene-2.33-mRNA-1	IPR003959	GO:0005524	NA	NA	NA	G3DSA:3.40.50.300	SSF52540	NA	PTHR23077;PTHR23077:SF121	NA	NA	PF00004	cd00009	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-17.30-mRNA-1	IPR013763	GO:0016538;GO:0016592	NA	NA	NA	G3DSA:1.10.472.10	SSF47954	SM00385	PTHR10026;PTHR10026:SF7	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF00134	cd00043	Reactome: R-HSA-1989781|Reactome: R-HSA-2122947|Reactome: R-HSA-212436|Reactome: R-HSA-2173796|Reactome: R-HSA-2644606|Reactome: R-HSA-2894862|Reactome: R-HSA-381340	NA	NA	NA	NA	NA	Coil	PIRSF028758	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-22.4-mRNA-1	IPR013907	NA	NA	NA	mobidb-lite	NA	NA	SM01401	PTHR21964;PTHR21964:SF25	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PF08598	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-28.43-mRNA-1	IPR031342	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PF17119	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-23.7-mRNA-1	IPR036047	GO:0005515	NA	PS50181	mobidb-lite	NA	SSF81383;SSF82171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-25.19-mRNA-1	IPR004000		NA	NA	mobidb-lite	G3DSA:3.90.640.10;G3DSA:3.30.420.40	SSF53067	SM00268	PTHR11937;PTHR11937:SF16	NA	NA	PF00022	NA	Reactome: R-HSA-5689603|Reactome: R-HSA-5696394	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-19.3-mRNA-1	IPR017998	GO:0005737;GO:0005524;GO:0006457;GO:0051082	PS00751;PS00750	NA	mobidb-lite	G3DSA:3.50.7.10;G3DSA:1.10.560.10	SSF54849;SSF52029;SSF48592	NA	PTHR11353:SF21;PTHR11353	NA	NA	PF04194;PF00118	cd03342	Reactome: R-HSA-389957|Reactome: R-HSA-389960|Reactome: R-HSA-390450|Reactome: R-HSA-390471|Reactome: R-HSA-6814122	TIGR02347	PR00304	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-8.23-mRNA-1	IPR003094	GO:0003824;GO:0005524;GO:0006003;GO:0003873;GO:0006000	NA	NA	mobidb-lite	G3DSA:3.40.50.300;G3DSA:3.40.50.1240	SSF52540;SSF53254	SM00855	PTHR10606;PTHR10606:SF39	NA	NA	PF00300;PF01591	cd07067	KEGG: 00051+2.7.1.105+3.1.3.46|Reactome: R-HSA-70171	NA	PR00991	NA	NA	NA	NA	PIRSF000709	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-21.19-mRNA-1	IPR025856		NA	NA	mobidb-lite	NA	NA	NA	PTHR13428:SF7;PTHR13428	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF12949;PF09402	cd12935	Reactome: R-HSA-2993913|Reactome: R-HSA-2995383|Reactome: R-HSA-4419969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000008.1-processed-gene-13.22-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PS00463	PS50048	mobidb-lite	G3DSA:4.10.240.10	SSF57701	SM00066	PTHR31263;PTHR31263:SF4	NA	NA	PF00172	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-30.38-mRNA-1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS00463	PS50048	mobidb-lite	G3DSA:4.10.240.10	SSF57701	SM00066	PTHR45595:SF1;PTHR45595	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PF00172;PF04082	cd00067;cd12148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-18.0-mRNA-1	IPR003307	GO:0005515;GO:0009058;GO:0016779	NA	PS51363	mobidb-lite	G3DSA:3.90.550.10;G3DSA:1.25.40.180;G3DSA:2.160.10.10	SSF53448;SSF48371	SM00515	PTHR22572:SF7;PTHR22572	NA	NA	PF02020;PF00132;PF00483	cd11558;cd04197;cd05787	Reactome: R-HSA-72731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000009.1-processed-gene-9.10-mRNA-1	IPR036837	GO:0006812;GO:0008324;GO:0016021;GO:0055085	NA	NA	mobidb-lite	G3DSA:3.30.70.1350;G3DSA:1.20.1510.10	SSF160240;SSF161111	NA	PTHR43840;PTHR43840:SF12	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF16916;PF01545	NA	Reactome: R-HSA-435368	TIGR01297	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-7.32-mRNA-1	IPR019329		NA	NA	mobidb-lite	NA	NA	NA	PTHR40637	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF10183	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-28.9-mRNA-1	IPR004147	NA	NA	NA	mobidb-lite	NA	SSF56112	NA	PTHR43173;PTHR43173:SF2	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PF03109	cd13969	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-19.30-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	TMhelix	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-39.16-mRNA-1	IPR037798	GO:0004843;GO:0016578;GO:0016579;GO:0036459	NA	PS50235	NA	G3DSA:3.90.70.10	SSF54001	NA	PTHR43961:SF2;PTHR43961	NA	NA	PF00443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-0.15-mRNA-1	IPR004648	GO:0055085	NA	NA	mobidb-lite	NA	NA	NA	PTHR22601;PTHR22601:SF9	TMhelix	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PF03169	NA	NA	TIGR00727;TIGR00728	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-4.35-mRNA-1	IPR002625	NA	NA	PS50828	mobidb-lite	G3DSA:3.30.1370.110	SSF160443	SM00463;SM01162	PTHR13308	NA	NA	PF01713;PF08590	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-6.1-mRNA-1	IPR020471	GO:0016491;GO:0055114	PS00063;PS00062	NA	NA	G3DSA:3.20.20.100	SSF51430	NA	PTHR11732:SF301;PTHR11732	NA	NA	PF00248	cd06660	NA	NA	PR00069	NA	NA	NA	NA	PIRSF000097	NA	NA	NA
augustus_masked-NIGB01000002.1-processed-gene-27.38-mRNA-1	IPR001308	GO:0009055;GO:0050660	PS00696	NA	mobidb-lite	G3DSA:3.40.50.620;G3DSA:3.40.50.1220	SSF52402;SSF52467	SM00893	PTHR43153:SF1;PTHR43153	NA	NA	PF00766;PF01012	cd01715	Reactome: R-HSA-611105	NA	NA	NA	NA	NA	NA	PIRSF000089	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-12.3-mRNA-1	IPR005936	GO:0004222;GO:0016020;GO:0005524;GO:0006508	PS00674	NA	mobidb-lite	G3DSA:1.10.8.60;G3DSA:1.20.58.760;G3DSA:3.40.50.300	SSF140990;SSF52540	SM00382	PTHR23076	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF01434;PF00004;PF17862	cd00009	Reactome: R-HSA-8949664	TIGR01241	NA	NA	NA	NA	NA	NA	MF_01458	NA	NA
maker-NIGB01000003.1-augustus-gene-38.16-mRNA-1	IPR000873	GO:0003824	PS00455	NA	NA	G3DSA:3.40.50.12780;G3DSA:3.30.300.30	SSF56801	NA	PTHR43767	NA	NA	PF00501;PF13193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000004.1-processed-gene-0.17-mRNA-1	IPR029058	NA	NA	NA	NA	NA	SSF53474	NA	PTHR22778:SF0;PTHR22778	NA	NA	PF03959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-42.39-mRNA-1	IPR040343	GO:0004651	NA	NA	mobidb-lite	G3DSA:3.20.100.10	SSF55154	NA	PTHR28118	NA	NA	PF02940	cd07470	MetaCyc: PWY-7375	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000005.1-processed-gene-20.33-mRNA-1	IPR018200	GO:0006511;GO:0036459;GO:0016579	PS00973;PS00972	PS50235	mobidb-lite	G3DSA:3.90.70.10	SSF54001	NA	PTHR44747	NA	NA	PF00443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-20.10-mRNA-1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	NA	NA	NA	G3DSA:1.10.630.10	SSF48264	NA	PTHR24305:SF148;PTHR24305	TMhelix	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	PF00067	NA	NA	NA	PR00463;PR00385	SignalP-TM	SignalP-TM	SignalP-TM	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-25.13-mRNA-1	IPR007276	GO:0032040	NA	NA	mobidb-lite	NA	NA	NA	PTHR23183	NA	NA	PF04147	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-5.21-mRNA-1	IPR002293	GO:0016020;GO:0022857;GO:0055085;GO:0006865;GO:0016021	PS00218	NA	mobidb-lite	G3DSA:1.20.1740.10	NA	NA	PTHR11785:SF360;PTHR11785	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PF13520	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF006060	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-29.27-mRNA-1	IPR039463	NA	NA	PS50003;PS51778	NA	G3DSA:1.20.1270.60;G3DSA:2.30.29.30	SSF103657;SSF50729	SM00233	PTHR14248;PTHR14248:SF18	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF00169;PF16016;PF16746	cd13280;cd07609	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000009.1-processed-gene-10.28-mRNA-1	IPR017930	GO:0003677	NA	PS51294	mobidb-lite	G3DSA:1.10.10.60	SSF46689	SM00717	PTHR10641:SF721;PTHR10641	NA	NA	PF00249	cd00167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-5.3-mRNA-1	IPR012965	NA	NA	NA	mobidb-lite	NA	NA	NA	PTHR28093	NA	NA	PF08101	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000005.1-processed-gene-15.14-mRNA-1	IPR024661	GO:0003899;GO:0006383	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PF11705	NA	Reactome: R-HSA-1834949|Reactome: R-HSA-73780|Reactome: R-HSA-73980|Reactome: R-HSA-749476|Reactome: R-HSA-76061|Reactome: R-HSA-76066|Reactome: R-HSA-76071	NA	NA	NA	NA	NA	NA	PIRSF000777	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-37.14-mRNA-1	IPR015418	GO:0000123;GO:0016573	NA	NA	mobidb-lite	NA	NA	NA	PTHR13476;PTHR13476:SF0	NA	NA	PF09340	NA	Reactome: R-HSA-3214847|Reactome: R-HSA-6804758	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-37.15-mRNA-1	IPR037104	GO:0005509;GO:0005544	NA	NA	mobidb-lite	G3DSA:1.10.220.10;G3DSA:3.40.50.150	SSF53335;SSF47874	NA	PTHR10502;PTHR10502:SF107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000005.1-processed-gene-2.41-mRNA-1	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000008.1-augustus-gene-2.35-mRNA-1	IPR005607	NA	NA	PS50858	mobidb-lite	G3DSA:1.10.3970.10	SSF140383	SM00751	PTHR16019;PTHR16019:SF5	NA	NA	PF03909	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000007.1-processed-gene-3.6-mRNA-1	IPR017943	GO:0008289	NA	NA	mobidb-lite	NA	SSF55394	NA	PTHR31138:SF4;PTHR31138	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000009.1-processed-gene-2.22-mRNA-1	IPR033196	GO:0000178;GO:0006396;GO:0006401	NA	NA	mobidb-lite	G3DSA:3.30.230.70	SSF55666;SSF54211	NA	PTHR11097:SF9;PTHR11097	NA	NA	PF01138	NA	Reactome: R-HSA-380994|Reactome: R-HSA-429958|Reactome: R-HSA-450385|Reactome: R-HSA-450513|Reactome: R-HSA-450604|Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000007.1-processed-gene-4.13-mRNA-1	IPR028160	GO:0000462;GO:0005730;GO:0030686;GO:0030688	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PF15341	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-6.15-mRNA-1	IPR001623	NA	NA	PS50076	NA	G3DSA:1.10.287.110	SSF46565	SM00271	NA	TMhelix	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF00226	cd06257	NA	NA	PR00625	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-5.33-mRNA-1	IPR018108	GO:0022857;GO:0055085	NA	PS50920	mobidb-lite	G3DSA:1.50.40.10	SSF103506	NA	PTHR24089:SF0;PTHR24089	TMhelix	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PF00153	NA	NA	NA	PR00926	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-8.55-mRNA-1	IPR000313	NA	NA	PS50812	mobidb-lite	G3DSA:2.30.30.140	SSF63748	SM00293	PTHR12550:SF49;PTHR12550	NA	NA	PF00855	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-6.38-mRNA-1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114;GO:0004497	PS00086	NA	NA	G3DSA:1.10.630.10	SSF48264	NA	PTHR24287:SF5;PTHR24287	TMhelix	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PF00067	NA	NA	NA	PR00385;PR00465	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000010.1-processed-gene-4.36-mRNA-1	IPR039261	GO:0003824	NA	NA	NA	G3DSA:3.40.50.980;G3DSA:2.30.38.10;G3DSA:3.30.300.30	SSF56801;SSF52343	NA	PTHR33927:SF2;PTHR33927	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PF00501	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-6.13-mRNA-1	IPR016024	GO:0003779;GO:0017048;GO:0030036	NA	NA	mobidb-lite	NA	SSF48371	SM01140	PTHR11584;PTHR11584:SF369	NA	NA	PF06371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000007.1-augustus-gene-0.36-mRNA-1	IPR000195	NA	NA	PS50086	mobidb-lite	G3DSA:1.10.8.270;G3DSA:1.10.10.750;G3DSA:1.10.472.80	SSF47923	SM00164	PTHR22957:SF203;PTHR22957	NA	NA	PF00566	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-32.17-mRNA-1	IPR003892	GO:0005515	NA	PS51140	mobidb-lite	G3DSA:1.10.8.10	SSF46934	SM00546	PTHR44317	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF02845	cd14424	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000005.1-processed-gene-25.37-mRNA-1	IPR012947	GO:0004812;GO:0005524;GO:0043039;GO:0000166	NA	NA	NA	G3DSA:2.40.30.130;G3DSA:3.30.980.10	SSF50447;SSF55186	SM00863	PTHR43462:SF2;PTHR43462	NA	NA	PF07973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-19.32-mRNA-1	IPR036318	GO:0050660;GO:0071949;GO:0016491;GO:0055114	NA	PS51387	NA	G3DSA:3.30.43.10;G3DSA:3.40.462.20;G3DSA:3.30.465.10	SSF56176	NA	PTHR42973:SF19;PTHR42973	NA	NA	PF01565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-3.46-mRNA-1	IPR032466	GO:0016810	NA	NA	mobidb-lite	G3DSA:3.20.20.140;G3DSA:3.10.310.70;G3DSA:2.30.40.10	SSF51556	NA	PTHR22642:SF2;PTHR22642	TMhelix	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PF07969	cd01300	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000002.1-augustus-gene-19.14-mRNA-1	IPR036920	GO:0003735;GO:0005840;GO:0006412;GO:0005622	PS01257	NA	NA	G3DSA:3.90.1170.10;G3DSA:2.20.25.330	SSF54686	NA	PTHR11726	NA	NA	PF00252	cd01433	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	TIGR00279	NA	NA	NA	NA	NA	PIRSF005590	NA	NA	NA
maker-NIGB01000005.1-augustus-gene-21.5-mRNA-1	IPR013087	GO:0003676	NA	PS50157	mobidb-lite	G3DSA:3.30.160.60	NA	SM00355	NA	NA	NA	PF00096	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-33.23-mRNA-1	IPR029058	GO:0003824	NA	NA	NA	G3DSA:3.40.50.1820	SSF53474	NA	PTHR43329;PTHR43329:SF4	NA	NA	PF00561	NA	NA	NA	PR00412	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000003.1-augustus-gene-11.41-mRNA-1	IPR037505	GO:0071467	NA	PS51180	mobidb-lite	NA	NA	SM01041	PTHR40463	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-30.52-mRNA-1	IPR001895	GO:0005085;GO:0007264;GO:0005622	NA	PS50212;PS50009	mobidb-lite	G3DSA:1.10.840.10;G3DSA:1.20.870.10	SSF48366	SM00147;SM00229	PTHR23113:SF244;PTHR23113	NA	NA	PF00617;PF00618	cd00155;cd06224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000001.1-processed-gene-22.48-mRNA-1	IPR040023	GO:0000398;GO:0008270	NA	NA	mobidb-lite	NA	SSF57667	NA	PTHR13173	NA	NA	PF06220	NA	Reactome: R-HSA-72163	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-17.8-mRNA-1	IPR012792	GO:0008410;GO:0046952	PS01274	NA	NA	G3DSA:3.40.1080.10	SSF100950	SM00882	PTHR13707:SF48;PTHR13707	NA	NA	PF01144	NA	Reactome: R-HSA-77108	TIGR02429;TIGR02428	NA	NA	NA	NA	NA	PIRSF000858	NA	NA	NA
augustus_masked-NIGB01000004.1-processed-gene-27.38-mRNA-1	IPR012349	GO:0048037	NA	NA	NA	G3DSA:2.30.110.10	SSF50475	NA	PTHR34818:SF1;PTHR34818	NA	NA	PF16242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-34.6-mRNA-1	IPR036128	GO:0003677;GO:0006368;GO:0016570;GO:0016593	NA	PS51360	mobidb-lite	G3DSA:2.170.260.30	SSF159042	SM00719	PTHR13115;PTHR13115:SF8	NA	NA	PF03126	NA	Reactome: R-HSA-112382|Reactome: R-HSA-674695|Reactome: R-HSA-75955|Reactome: R-HSA-8866654	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000004.1-augustus-gene-28.11-mRNA-1	IPR032277	GO:0003735;GO:0005622;GO:0005840;GO:0006412;GO:0003723	PS00528	PS50889	NA	G3DSA:2.40.50.740;G3DSA:2.30.30.30;G3DSA:3.10.290.40	NA	NA	PTHR11581	NA	NA	PF16121;PF00467;PF08071;PF00900	cd06087;cd00165	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	PIRSF002116	MF_00485	NA	PD002667
augustus_masked-NIGB01000004.1-processed-gene-7.10-mRNA-1	IPR010721	NA	NA	NA	NA	NA	NA	NA	PTHR32251:SF21;PTHR32251	TMhelix	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PF06966	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000009.1-processed-gene-8.16-mRNA-1	IPR001578	GO:0004843;GO:0005622;GO:0006511;GO:0016579	NA	NA	mobidb-lite	G3DSA:1.20.58.860;G3DSA:3.40.532.10	SSF54001	NA	PTHR10589:SF16;PTHR10589	NA	NA	PF18031;PF01088	NA	Reactome: R-HSA-5689603	NA	PR00707	NA	NA	NA	NA	PIRSF038120	NA	NA	NA
maker-NIGB01000007.1-augustus-gene-7.30-mRNA-1	IPR008195	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PS01145	NA	NA	G3DSA:3.40.1800.40	NA	NA	PTHR10759:SF0;PTHR10759	NA	NA	PF01199	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	PR01250	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000009.1-augustus-gene-1.8-mRNA-1	IPR039113	GO:0000045	NA	NA	mobidb-lite	NA	NA	NA	PTHR40012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000003.1-processed-gene-39.26-mRNA-1	IPR000326	NA	NA	NA	mobidb-lite	G3DSA:1.20.144.10	SSF48317	SM00014	PTHR10165:SF84;PTHR10165	TMhelix	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PF01569	cd03390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGB01000006.1-augustus-gene-11.22-mRNA-1	IPR018555	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	PF09428	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA
maker-NIGB01000001.1-augustus-gene-46.21-mRNA-1	IPR006166	GO:0003677;GO:0004518;GO:0003697;GO:0004520;GO:0006281	NA	NA	mobidb-lite	G3DSA:1.10.150.20;G3DSA:3.40.50.10130	SSF52980;SSF47781	SM00891	PTHR10150	NA	NA	PF02732	NA	Reactome: R-HSA-6783310	TIGR00596	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000004.1-processed-gene-1.45-mRNA-1	IPR002110	GO:0005515	NA	PS50088;PS50297	mobidb-lite	G3DSA:1.25.40.20	SSF48403	SM00248	PTHR44762;PTHR44762:SF2	NA	NA	PF00023;PF12796	cd00204	NA	NA	PR01415	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGB01000008.1-processed-gene-0.4-mRNA-1	IPR029063	GO:0004482;GO:0005634;GO:0006370	NA	PS51562	mobidb-lite	NA	SSF53335	NA	PTHR12189;PTHR12189:SF2	NA	NA	PF03291	NA	MetaCyc: PWY-7375|Reactome: R-HSA-167160|Reactome: R-HSA-72086|Reactome: R-HSA-77075	NA	NA	NA	NA	NA	NA	PIRSF028762	NA	NA	NA
