Gene	interpro	GO	Gene3D	ProSiteProfiles	Pfam	SMART	PANTHER	MobiDBLite	CDD	SUPERFAMILY	ProSitePatterns	Coils	PATHWAY	TIGRFAM	Phobius	TMHMM	Hamap	PIRSF	PRINTS	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	ProDom	SFLD
maker-NODE_89_length_88509_cov_48.591704-augustus-gene-0.8-mRNA-1	IPR007219	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	G3DSA:4.10.240.10	PS50048	PF04082;PF00172	SM00906;SM00066	PTHR31986:SF12;PTHR31986	mobidb-lite	cd12148;cd00067	SSF57701	PS00463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_191_length_51395_cov_48.435359-processed-gene-0.13-mRNA-1	NA	NA	NA	NA	NA	NA	PTHR22794	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_85_length_91717_cov_47.900448-augustus-gene-0.10-mRNA-1	IPR013212	GO:0004672;GO:0005524;GO:0006468;GO:0007094	G3DSA:1.10.510.10;G3DSA:1.25.40.430	PS51489;PS50011	PF08311;PF08171;PF00069	SM00777;SM00220	PTHR14030;PTHR14030:SF4	mobidb-lite	cd13981	SSF56112	PS00108	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_117_length_75369_cov_46.770022-augustus-gene-0.1-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
augustus_masked-NODE_198_length_48976_cov_41.116113-processed-gene-0.0-mRNA-1	IPR013154	GO:0055114;GO:0016491	G3DSA:3.90.180.10;G3DSA:3.40.50.720	NA	PF08240;PF00107	SM00829	PTHR45033	NA	cd08276	SSF50129;SSF51735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_322_length_22639_cov_22.030384-augustus-gene-0.1-mRNA-1	IPR000850	GO:0005524;GO:0006139;GO:0019205	G3DSA:3.40.50.300	NA	PF00406	NA	PTHR23359;PTHR23359:SF107	NA	cd01428	SSF52540	PS00113	NA	KEGG: 00230+2.7.4.3|KEGG: 00730+2.7.4.3|MetaCyc: PWY-7219|Reactome: R-HSA-499943	NA	NA	NA	NA	NA	PR00094	NA	NA	NA	NA	NA
maker-NODE_32_length_163309_cov_48.572870-augustus-gene-0.63-mRNA-1	NA	NA	G3DSA:3.40.50.300	NA	NA	NA	PTHR16184	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_183_length_54183_cov_42.231482-augustus-gene-0.20-mRNA-1	IPR028000	NA	NA	NA	PF14610	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
augustus_masked-NODE_171_length_57720_cov_48.161131-processed-gene-0.21-mRNA-1	IPR015807	GO:0004821;GO:0005524;GO:0006427;GO:0005737	G3DSA:3.30.930.10;G3DSA:3.40.50.800	PS50862	PF13393;PF03129	NA	PTHR11476	mobidb-lite	cd00773;cd00859	SSF55681;SSF52954	NA	Coil	KEGG: 00970+6.1.1.21	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	MF_00127	PIRSF001549	NA	NA	NA	NA	NA	NA
maker-NODE_153_length_62854_cov_42.038245-augustus-gene-0.6-mRNA-1	IPR032801	GO:0055114	G3DSA:3.40.30.10	NA	PF13911	NA	PTHR28630;PTHR28630:SF1	mobidb-lite	cd02970	SSF52833	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
augustus_masked-NODE_79_length_95875_cov_50.363663-processed-gene-0.12-mRNA-1	IPR001841	GO:0005675;GO:0006289;GO:0045737;GO:0061575	G3DSA:3.30.40.10	PS50089	PF17121;PF06391	NA	PTHR12683:SF13;PTHR12683	NA	NA	SSF57850	PS00518	Coil	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-69202|Reactome: R-HSA-69231|Reactome: R-HSA-69273|Reactome: R-HSA-69656|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075|Reactome: R-HSA-8939236	TIGR00570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_69_length_104462_cov_46.534902-augustus-gene-0.52-mRNA-1	IPR004147	NA	NA	NA	PF03109	NA	PTHR43173:SF12;PTHR43173	mobidb-lite	NA	SSF56112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_260_length_34081_cov_32.933999-processed-gene-0.1-mRNA-1	IPR037239	NA	G3DSA:2.40.160.120;G3DSA:1.20.120.1290;G3DSA:2.30.29.30	PS50866;PS50003	PF15409;PF01237	SM00233	PTHR10972:SF107;PTHR10972	mobidb-lite	cd13289	SSF144000;SSF101576;SSF50729	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_65_length_107139_cov_47.890919-processed-gene-0.34-mRNA-1	IPR006677	GO:0000213;GO:0006388;GO:0000214;GO:0000379;GO:0003676;GO:0004518	G3DSA:3.40.1350.10	NA	PF01974	NA	PTHR13070	NA	NA	SSF53032	NA	NA	MetaCyc: PWY-6689|MetaCyc: PWY-7803|Reactome: R-HSA-6784531	NA	NA	NA	NA	PIRSF017250	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_272981_cov_47.056631-processed-gene-0.23-mRNA-1	IPR007185	GO:0003677;GO:0003887;GO:0006260	G3DSA:3.60.21.60	NA	PF04042;PF08418	NA	PTHR23061	mobidb-lite	NA	NA	NA	Coil	Reactome: R-HSA-113501|Reactome: R-HSA-174411|Reactome: R-HSA-174430|Reactome: R-HSA-68952|Reactome: R-HSA-68962|Reactome: R-HSA-69091|Reactome: R-HSA-69166|Reactome: R-HSA-69183	NA	NA	NA	NA	PIRSF018300	NA	NA	NA	NA	NA	NA
maker-NODE_42_length_137852_cov_50.664985-augustus-gene-0.15-mRNA-1	IPR012098	GO:0005783;GO:0045047	NA	NA	PF10032	NA	PTHR28112	mobidb-lite	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	PIRSF008756	NA	NA	NA	NA	NA	NA
maker-NODE_64_length_108683_cov_48.410304-augustus-gene-0.41-mRNA-1	IPR005828	GO:0016021;GO:0022857;GO:0055085	G3DSA:1.20.1250.20	PS50850	PF00083	NA	PTHR24064:SF200;PTHR24064	NA	cd06174	SSF103473	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_1_length_484860_cov_50.546594-processed-gene-1.18-mRNA-1	IPR003034	GO:0003676	G3DSA:1.10.720.30	PS50800	PF02037	SM00513	PTHR12381:SF49;PTHR12381	mobidb-lite	cd12432	SSF54928;SSF68906	NA	Coil	Reactome: R-HSA-111465	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_17_length_203802_cov_50.618800-processed-gene-1.47-mRNA-1	IPR029636	GO:0006113;GO:0016021	NA	NA	NA	NA	PTHR32085	mobidb-lite	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_103_length_81497_cov_39.283114-processed-gene-0.14-mRNA-1	IPR002563	GO:0010181;GO:0048037	G3DSA:2.30.110.10	NA	PF01613	SM00903	PTHR33798	mobidb-lite	NA	SSF50475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_53_length_125350_cov_44.814076-processed-gene-0.12-mRNA-1	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	G3DSA:1.10.630.10	NA	PF00067	NA	PTHR24305;PTHR24305:SF110	mobidb-lite	NA	SSF48264	PS00086	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	PR00385;PR00463	NA	NA	NA	NA	NA
maker-NODE_363_length_16323_cov_47.303347-augustus-gene-0.6-mRNA-1	IPR003817	GO:0004609;GO:0008654;GO:0005739	NA	NA	PF02666	NA	PTHR10067;PTHR10067:SF6	mobidb-lite	NA	NA	NA	NA	KEGG: 00564+4.1.1.65|MetaCyc: PWY-5669|Reactome: R-HSA-1483213	TIGR00163	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	MF_03208	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_26_length_170807_cov_40.015948-processed-gene-0.59-mRNA-1	IPR036915	NA	G3DSA:1.10.472.10	NA	NA	NA	PTHR10026:SF13;PTHR10026	NA	cd00043	SSF47954	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_110_length_78336_cov_48.540654-augustus-gene-0.40-mRNA-1	IPR003169	GO:0005515	G3DSA:3.30.1490.40	PS50829	PF02213	SM00444	PTHR14445;PTHR14445:SF36	mobidb-lite	cd00072	SSF55277	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_65_length_107139_cov_47.890919-processed-gene-0.41-mRNA-1	IPR004580	GO:0003697;GO:0006301;GO:0006513;GO:0061630	G3DSA:3.30.40.10	PS50800;PS50089	PF13923	SM00184	PTHR14134;PTHR14134:SF2	mobidb-lite	cd16529	SSF57850	PS00518	NA	MetaCyc: PWY-7511	TIGR00599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_51_length_127036_cov_43.513344-processed-gene-0.23-mRNA-1	IPR017927	GO:0016491;GO:0055114;GO:0003824	G3DSA:2.40.30.10;G3DSA:3.40.50.80;G3DSA:1.20.990.10;G3DSA:3.40.50.920;G3DSA:3.40.920.10;G3DSA:3.40.50.970	PS51384	PF17147;PF00667;PF00175	NA	PTHR19384:SF89;PTHR19384	NA	cd06207	SSF52343;SSF63380;SSF52922;SSF53323	NA	NA	NA	NA	NA	NA	NA	NA	PR00371	NA	NA	NA	NA	NA
augustus_masked-NODE_13_length_225485_cov_46.082997-processed-gene-1.39-mRNA-1	IPR000873	GO:0003824	G3DSA:3.40.50.12780;G3DSA:3.30.559.30;G3DSA:3.30.559.10	NA	PF00501	NA	PTHR43201	NA	NA	SSF56801;SSF52777	NA	Coil	Reactome: R-HSA-389661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_71_length_102734_cov_48.718889-processed-gene-0.34-mRNA-1	IPR023473	NA	G3DSA:3.30.1490.150;G3DSA:3.30.700.20	PS51112	PF01871	NA	PTHR13016;PTHR13016:SF0	NA	NA	SSF143447	NA	NA	NA	TIGR00296	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_26_length_170807_cov_40.015948-augustus-gene-0.19-mRNA-1	IPR024395	NA	G3DSA:1.25.10.10	NA	PF12348	SM01349	PTHR21567;PTHR21567:SF9	mobidb-lite	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_2_length_436630_cov_48.410920-augustus-gene-0.7-mRNA-1	IPR008427	NA	NA	NA	PF05730	SM00747	PTHR35607	mobidb-lite	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
augustus_masked-NODE_263_length_33587_cov_42.599880-processed-gene-0.6-mRNA-1	IPR011501	NA	NA	NA	PF07540;PF03914	NA	PTHR14428	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	PIRSF028977	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_191_length_51395_cov_48.435359-processed-gene-0.5-mRNA-1	IPR002999	NA	G3DSA:2.30.30.140	NA	PF18115	SM00333	PTHR13681;PTHR13681:SF26	mobidb-lite	cd04508	SSF63748	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_113_length_77961_cov_47.083061-augustus-gene-0.26-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468	G3DSA:3.30.200.20;G3DSA:1.10.510.10	PS50011	PF00069	SM00220	PTHR24056;PTHR24056:SF39	mobidb-lite	cd07840	SSF56112	PS00108;PS00107	Coil	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
augustus_masked-NODE_15_length_210320_cov_43.855837-processed-gene-0.30-mRNA-1	IPR007251	GO:0055085	NA	NA	PF04120	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_1_length_484860_cov_50.546594-augustus-gene-1.45-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_245_length_36735_cov_49.655021-augustus-gene-0.4-mRNA-1	IPR001900	GO:0003723;GO:0004540	NA	NA	PF00773	SM00955	PTHR23355:SF42;PTHR23355	mobidb-lite	NA	SSF50249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_37_length_148111_cov_41.200474-augustus-gene-0.9-mRNA-1	IPR017877	GO:0003677	G3DSA:1.10.10.60	PS50090	NA	SM00717	PTHR23246;PTHR23246:SF12	mobidb-lite	cd00167	SSF46689	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_117_length_75369_cov_46.770022-processed-gene-0.13-mRNA-1	IPR021713	NA	NA	PS51834	PF11704	NA	PTHR31441	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_78_length_98597_cov_42.844917-augustus-gene-0.7-mRNA-1	NA	NA	NA	NA	NA	NA	PTHR34992:SF2;PTHR34992	mobidb-lite	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA
maker-NODE_76_length_101144_cov_42.020422-augustus-gene-0.33-mRNA-1	IPR003347	GO:0005515	G3DSA:2.60.120.650;G3DSA:1.20.1280.50	PS51184;PS50181	PF12937;PF13621	SM00558;SM00256	PTHR12480:SF21;PTHR12480	mobidb-lite	NA	SSF51197;SSF81383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_17_length_203802_cov_50.618800-augustus-gene-0.38-mRNA-1	IPR036396	GO:0005506;GO:0016705;GO:0020037;GO:0055114	G3DSA:1.10.630.10	NA	PF00067	NA	PTHR24286	NA	NA	SSF48264	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	PR00463	NA	NA	NA	NA	NA
maker-NODE_1012_length_2598_cov_43.306758-augustus-gene-0.1-mRNA-1	IPR006074	GO:0005525	G3DSA:3.10.20.30	PS51710	PF02824;PF16897;PF01926	NA	PTHR43127;PTHR43127:SF1	NA	cd01666;cd01896	SSF81271;SSF52540	PS00905	Coil	KEGG: 00970+6.1.1.3	TIGR00231	NA	NA	NA	NA	PR00326	NA	NA	NA	NA	NA
augustus_masked-NODE_9_length_284830_cov_44.416483-processed-gene-1.18-mRNA-1	IPR001269	GO:0008033;GO:0017150;GO:0050660;GO:0055114;GO:0003824	G3DSA:3.20.20.70	NA	PF01207	NA	PTHR11082;PTHR11082:SF8	mobidb-lite	cd02801	SSF51395	PS01136	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_139_length_70124_cov_47.695544-augustus-gene-0.5-mRNA-1	IPR018247	GO:0005509;GO:0022857;GO:0055085	G3DSA:1.50.40.10;G3DSA:1.10.238.10	PS50222;PS50920	PF00036;PF00153;PF13499	SM00054	PTHR24089:SF57;PTHR24089	mobidb-lite	cd00051	SSF103506;SSF47473	PS00018	NA	NA	NA	NA	NA	NA	NA	PR00926	NA	NA	NA	NA	NA
augustus_masked-NODE_107_length_79501_cov_50.549122-processed-gene-0.0-mRNA-1	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_97_length_85224_cov_44.487984-augustus-gene-0.35-mRNA-1	IPR007919	NA	NA	NA	PF05255	NA	PTHR13180;PTHR13180:SF0	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_35_length_151761_cov_47.413364-augustus-gene-0.16-mRNA-1	IPR010816	NA	NA	NA	PF07217	NA	PTHR14905;PTHR14905:SF11	mobidb-lite	NA	NA	NA	Coil	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_10_length_272981_cov_47.056631-processed-gene-1.71-mRNA-1	IPR013000	GO:0003735;GO:0005840;GO:0006412	G3DSA:3.40.1370.10	NA	PF14374;PF00573	NA	PTHR19431:SF0;PTHR19431	mobidb-lite	NA	SSF52166	PS00939	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_4_length_373113_cov_48.026344-augustus-gene-2.70-mRNA-1	IPR017981	GO:0004888;GO:0007166;GO:0016021;GO:0004930;GO:0007186	G3DSA:1.20.1070.10	PS50261	PF00002	NA	PTHR23112;PTHR23112:SF22	mobidb-lite	NA	SSF81321	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_71_length_102734_cov_48.718889-augustus-gene-0.12-mRNA-1	IPR012945	GO:0015631;GO:0007023;GO:0000902	G3DSA:1.20.58.1250;G3DSA:2.160.20.70	PS51329	PF07986;PF16752	SM00673	PTHR15139	mobidb-lite	NA	NA	NA	NA	Reactome: R-HSA-389977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_185_length_53927_cov_33.791729-augustus-gene-0.3-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468	G3DSA:1.10.510.10;G3DSA:3.30.200.20	PS50011	PF00069	SM00220	PTHR24361;PTHR24361:SF645	mobidb-lite	NA	SSF56112	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_93_length_85896_cov_40.397626-augustus-gene-0.20-mRNA-1	IPR001680	GO:0005515	NA	PS50082;PS50294	PF08596	NA	PTHR10241:SF25;PTHR10241	mobidb-lite	cd15873	SSF50978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_196_length_49217_cov_50.206865-processed-gene-0.0-mRNA-1	IPR006885	GO:0016651;GO:0022900	G3DSA:3.30.160.190	NA	PF04800	NA	PTHR12219:SF8;PTHR12219	NA	NA	NA	NA	NA	Reactome: R-HSA-611105|Reactome: R-HSA-6799198	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA
maker-NODE_300_length_25696_cov_51.562087-augustus-gene-0.0-mRNA-1	IPR001753	GO:0003824	G3DSA:3.90.226.10	NA	PF00378	NA	PTHR43684;PTHR43684:SF1	NA	cd06558	SSF52096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_12_length_262446_cov_48.377925-processed-gene-1.11-mRNA-1	IPR000719	GO:0004672;GO:0005524;GO:0006468;GO:0004713	G3DSA:1.10.510.10;G3DSA:3.30.200.20	PS50011	PF00069	SM00219	PTHR24054:SF33;PTHR24054	mobidb-lite	NA	SSF56112	PS00109;PS00107	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_61_length_109926_cov_44.427700-augustus-gene-0.32-mRNA-1	IPR022643	GO:0003824;GO:0006596	G3DSA:2.40.37.10;G3DSA:3.20.20.10	NA	PF00278;PF02784	NA	PTHR11482	NA	cd00622	SSF50621;SSF51419	PS00878;PS00879	NA	NA	NA	NA	NA	NA	NA	PR01182;PR01179	NA	NA	NA	NA	NA
maker-NODE_241_length_37790_cov_51.374346-augustus-gene-0.20-mRNA-1	IPR036388	GO:0003743;GO:0005737;GO:0005852;GO:0006446;GO:0043022	G3DSA:1.10.10.10;G3DSA:1.25.40.250	PS50250	PF10075	NA	PTHR13022	NA	NA	SSF46785;SSF48371	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	NA	NA	MF_03010	NA	NA	NA	NA	NA	NA	NA
maker-NODE_329_length_21318_cov_42.051862-augustus-gene-0.0-mRNA-1	IPR035935	GO:0000439;GO:0006289;GO:0006355	G3DSA:3.30.70.1220	NA	PF06331	SM01395	PTHR28580	NA	NA	SSF142897	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167160|Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-167200|Reactome: R-HSA-167246|Reactome: R-HSA-427413|Reactome: R-HSA-5696395|Reactome: R-HSA-5696400|Reactome: R-HSA-674695|Reactome: R-HSA-6781823|Reactome: R-HSA-6781827|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-6796648|Reactome: R-HSA-72086|Reactome: R-HSA-73762|Reactome: R-HSA-73772|Reactome: R-HSA-73776|Reactome: R-HSA-73777|Reactome: R-HSA-73779|Reactome: R-HSA-73863|Reactome: R-HSA-75953|Reactome: R-HSA-75955|Reactome: R-HSA-76042|Reactome: R-HSA-77075	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_187_length_52536_cov_47.128795-augustus-gene-0.18-mRNA-1	IPR007080	GO:0003677;GO:0003899;GO:0006351;GO:0005634;GO:0008270	G3DSA:1.10.357.120;G3DSA:3.30.70.2850;G3DSA:1.10.132.30;G3DSA:1.20.120.1280;G3DSA:3.30.1490.180;G3DSA:1.10.274.100;G3DSA:2.40.40.20	NA	PF04997;PF00623;PF05000;PF04983;PF04998	SM00663	PTHR19376;PTHR19376:SF11	mobidb-lite	cd01435;cd02735	SSF64484	NA	NA	KEGG: 00230+2.7.7.6|KEGG: 00240+2.7.7.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_63_length_109681_cov_45.703598-augustus-gene-0.10-mRNA-1	IPR021833	NA	NA	NA	PF11905	NA	PTHR11462;PTHR11462:SF39	mobidb-lite	cd14688	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NODE_109_length_78457_cov_45.243636-processed-gene-0.12-mRNA-1	IPR017986	GO:0005515;GO:0005198;GO:0016192;GO:0030127;GO:0090114;GO:1904263	G3DSA:2.130.10.10	PS50294;PS50082	PF00400;PF12894	SM00320	PTHR11024;PTHR11024:SF2	NA	NA	SSF50978	NA	NA	Reactome: R-HSA-141444|Reactome: R-HSA-2467813|Reactome: R-HSA-2500257|Reactome: R-HSA-5663220|Reactome: R-HSA-68877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NODE_227_length_40284_cov_38.226710-augustus-gene-0.17-mRNA-1	IPR003903	NA	NA	PS50330	NA	NA	PTHR39597:SF2;PTHR39597	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
