Gene	interpro	SUPERFAMILY	PANTHER	Gene3D	GO	PRINTS	Pfam	ProSiteProfiles	MobiDBLite	Phobius	TMHMM	CDD	Coils	SFLD	PATHWAY	ProSitePatterns	TIGRFAM	SMART	SignalP_GRAM_POSITIVE	SignalP_EUK	SignalP_GRAM_NEGATIVE	Hamap	ProDom	PIRSF
OTA05670.1	IPR016068	SSF74784	PTHR10741;PTHR10741:SF5	G3DSA:1.20.58.190;G3DSA:1.20.58.200	GO:0043565	NA	PF01997	NA	mobidb-lite	NA	NA	cd14820	NA	NA	Reactome: R-HSA-426486	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05256.1	IPR038630	SSF57716	PTHR10792:SF8;PTHR10792	G3DSA:2.30.170.20	NA	NA	PF01246	NA	mobidb-lite	NA	NA	cd00472	NA	NA	NA	NA	NA	SM00746	NA	NA	NA	NA	NA	NA
OTA04359.1	IPR004299	NA	PTHR13285;PTHR13285:SF18	NA	NA	NA	PF03062	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07491.1	IPR007527	NA	NA	NA	GO:0008270	NA	NA	PS50966	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03017.1	IPR020846	SSF103473	PTHR23502;PTHR23502:SF33	NA	GO:0016021;GO:0055085	NA	PF07690	PS50850	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03385.1	IPR007246	SSF53187	PTHR13304;PTHR13304:SF0	G3DSA:3.40.630.10	GO:0016021;GO:0042765	NA	PF04114	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	Reactome: R-HSA-162791	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF036762
OTA06966.1	IPR035992	SSF50370	NA	G3DSA:2.80.10.50	NA	NA	PF14200	PS50231	NA	NA	NA	cd00161	NA	NA	NA	NA	NA	SM00458	NA	NA	NA	NA	NA	NA
OTA03755.1	IPR014001	SSF52540;SSF48371	PTHR10799:SF814;PTHR10799	G3DSA:3.40.50.10810;G3DSA:3.40.50.300;G3DSA:1.25.10.10	GO:0005524	NA	PF12054;PF00271;PF00176	PS51192;PS51194	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	cd00046;cd00079	NA	NA	NA	NA	NA	SM00487;SM00490	NA	NA	NA	NA	NA	NA
OTA08109.1	NA	NA	PTHR28088:SF4;PTHR28088	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
OTA05154.1	IPR036864	SSF57701	PTHR31313;PTHR31313:SF43	G3DSA:4.10.240.10	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF00172;PF04082	PS50048	NA	NA	NA	cd12148	NA	NA	NA	PS00463	NA	SM00066	NA	NA	NA	NA	NA	NA
OTA05157.1	IPR016435	NA	PTHR10762:SF2;PTHR10762	G3DSA:3.40.50.11840;G3DSA:3.40.50.11860;G3DSA:3.40.50.11850	GO:0017183	NA	PF01866	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	SFLDS00032;SFLDF00408;SFLDG01121	MetaCyc: PWY-6482|MetaCyc: PWY-7546|Reactome: R-HSA-5358493	NA	TIGR00322;TIGR00272	NA	NA	NA	NA	NA	NA	NA
OTA01682.1	IPR011009	SSF56112	PTHR38248	G3DSA:1.10.510.10	NA	NA	PF17667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00899.1	IPR007219	SSF57701	PTHR31944:SF32;PTHR31944	G3DSA:4.10.240.10	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	PF04082;PF00172	PS50048	mobidb-lite	NA	NA	cd00067;cd12148	Coil	NA	NA	NA	NA	SM00906;SM00066	NA	NA	NA	NA	NA	NA
OTA08303.1	IPR020472	SSF50978	PTHR15653:SF0;PTHR15653	G3DSA:1.20.5.300;G3DSA:2.130.10.10	GO:0005515	PR00320	PF00400;PF08232	PS50294;PS50082	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	SM00320	NA	NA	NA	NA	NA	NA
OTA02644.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
OTA01098.1	IPR012939	SSF48208	PTHR12143;PTHR12143:SF27	G3DSA:1.20.1610.10;G3DSA:3.30.2080.10;G3DSA:1.20.1050.60;G3DSA:2.70.98.10	GO:0003824;GO:0030246	NA	PF07971;PF17678	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	TIGR01180	NA	NA	SignalP-noTM	NA	NA	NA	NA
OTA02658.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01517.1	NA	NA	PTHR38849	NA	NA	NA	NA	NA	mobidb-lite	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA03447.1	IPR036396	SSF48264	PTHR24305;PTHR24305:SF107	G3DSA:1.10.630.10	GO:0005506;GO:0016705;GO:0020037;GO:0055114	PR00385;PR00463	PF00067	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	PS00086	NA	NA	NA	NA	NA	NA	NA	NA
OTA04525.1	IPR004429	SSF53659	PTHR42979:SF1;PTHR42979	G3DSA:3.40.718.10	GO:0003862;GO:0009098;GO:0055114;GO:0016616	NA	PF00180	NA	NA	NA	NA	NA	NA	NA	KEGG: 00290+1.1.1.85|KEGG: 00660+1.1.1.85|MetaCyc: PWY-7396	NA	TIGR00169	SM01329	NA	NA	NA	NA	NA	NA
OTA01528.1	IPR033473	NA	PTHR13199:SF11;PTHR13199	NA	NA	NA	PF13889;PF13915	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	SM01177	NA	NA	NA	NA	NA	NA
OTA04711.1	IPR007219	NA	PTHR31944:SF116;PTHR31944	G3DSA:4.10.240.10	GO:0003677;GO:0005634;GO:0006351;GO:0008270;GO:0000981;GO:0006355	NA	PF04082;PF00172	NA	mobidb-lite	NA	NA	cd12148;cd00067	NA	NA	NA	NA	NA	SM00906	NA	NA	NA	NA	NA	NA
OTA06906.1	IPR026051	SSF53756	PTHR13036	G3DSA:3.40.50.2000	GO:0000030	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	cd03816	NA	NA	KEGG: 00510+2.4.1.142|KEGG: 00513+2.4.1.142	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06265.1	IPR020846	SSF103473	PTHR23502;PTHR23502:SF51	G3DSA:1.20.1720.10;G3DSA:1.20.1250.20	GO:0016021;GO:0055085	NA	PF07690	PS50850	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	cd06174	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02374.1	IPR018823	NA	PTHR37994	NA	NA	NA	PF10337;PF13515;PF10334	NA	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA08789.1	IPR013963	NA	PTHR28036	NA	GO:0000278;GO:0042729;GO:0072686	NA	PF08654	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03991.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07448.1	IPR005301	SSF101152	PTHR22599;PTHR22599:SF20	NA	NA	NA	PF03637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SM01388	NA	NA	NA	NA	NA	NA
OTA02166.1	IPR001087	SSF52266	PTHR22835;PTHR22835:SF178	G3DSA:3.40.50.1110	GO:0016788	NA	PF00657	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	cd01846	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA03686.1	IPR027417	SSF52540	PTHR23077;PTHR23077:SF91	G3DSA:3.40.50.300	GO:0005524	NA	PF00004	NA	mobidb-lite	NA	NA	cd00009	Coil	NA	NA	NA	NA	SM00382	NA	NA	NA	NA	NA	NA
OTA05305.1	IPR035994	SSF53167	PTHR21234:SF16;PTHR21234	G3DSA:3.40.50.1580	GO:0003824;GO:0009116	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06661.1	IPR040241	NA	PTHR31145;PTHR31145:SF6	NA	NA	NA	PF14558;PF06011	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	NA	NA	NA	SM01320	SignalP-TM	SignalP-noTM	NA	NA	NA	NA
OTA08543.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07694.1	IPR008030	SSF51735	PTHR42748	G3DSA:3.40.50.720;G3DSA:3.90.25.10		NA	PF05368	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00968.1	IPR017853	SSF51445	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA06811.1	IPR019542	NA	PTHR14898:SF0;PTHR14898	NA	GO:0006357;GO:0032777;GO:0035267	NA	PF10513	NA	mobidb-lite	NA	NA	NA	Coil	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02921.1	NA	NA	PTHR28054	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02890.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA03868.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05885.1	IPR013094	SSF53474	PTHR43494;PTHR43494:SF3	NA	GO:0016787	NA	PF07859	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01563.1	IPR004000	SSF53067	PTHR11937;PTHR11937:SF278	G3DSA:3.90.640.10;G3DSA:3.30.420.40	NA	PR00190	PF00022	NA	NA	NA	NA	cd00012	NA	NA	NA	PS01132;PS00432;PS00406	NA	SM00268	NA	NA	NA	NA	NA	NA
OTA04550.1	IPR001138	SSF57701	PTHR31001	G3DSA:4.10.240.10	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	PS50048	mobidb-lite	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	cd00067;cd12148	Coil	NA	NA	NA	NA	SM00906;SM00066	NA	NA	NA	NA	NA	NA
OTA03518.1	IPR009582	NA	PTHR13085	NA	GO:0005787;GO:0006465;GO:0008233;GO:0016021	NA	PF06703	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	Reactome: R-HSA-1799339|Reactome: R-HSA-381771|Reactome: R-HSA-400511|Reactome: R-HSA-422085	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00285.1	IPR001261	SSF53187	PTHR11014;PTHR11014:SF16	G3DSA:3.40.630.10	GO:0006508;GO:0008237	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	PS00758	NA	NA	NA	SignalP-noTM	NA	NA	NA	NA
OTA05215.1	IPR027417	SSF52540	PTHR23077;PTHR23077:SF91	G3DSA:3.40.50.300	GO:0005524	NA	PF00004	NA	mobidb-lite	NA	NA	cd00009	Coil	NA	NA	NA	NA	SM00382	NA	NA	NA	NA	NA	NA
OTA07985.1	IPR013783	SSF49313	NA	G3DSA:2.60.40.10	GO:0016020;GO:0005509	NA	PF05345	NA	mobidb-lite	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	SM00736	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA05839.1	IPR009057	SSF46689	PTHR21717:SF51;PTHR21717	G3DSA:1.10.10.60	GO:0003677;GO:0042162;GO:0042803	NA	PF08558	PS51294	mobidb-lite	NA	NA	cd11660	Coil	NA	Reactome: R-HSA-1221632|Reactome: R-HSA-171306|Reactome: R-HSA-2559586	NA	NA	SM00717	NA	NA	NA	NA	NA	NA
OTA08074.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06419.1	IPR001594	NA	PTHR22883:SF232;PTHR22883	NA	NA	NA	PF01529	PS50216	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA02469.1	IPR020846	SSF103473	PTHR43791;PTHR43791:SF1	G3DSA:1.20.1250.20	GO:0016021;GO:0055085	NA	PF07690	PS50850	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01034.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
OTA03640.1	IPR007109	SSF52954	PTHR22734;PTHR22734:SF2	G3DSA:3.40.50.10480	NA	NA	PF04427	PS50833	NA	NA	NA	NA	NA	NA	NA	NA	NA	SM00879	NA	NA	NA	NA	NA	NA
OTA02596.1	IPR036770	SSF48403	PTHR45139	G3DSA:1.25.40.20	GO:0005515	NA	PF12796	PS50088;PS50297	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	NA	cd00204	NA	NA	NA	NA	NA	SM00248	NA	SignalP-noTM	NA	NA	NA	NA
OTA02321.1	IPR009730	NA	PTHR15327:SF0;PTHR15327	NA		NA	PF06991	NA	mobidb-lite	NA	NA	NA	Coil	NA	Reactome: R-HSA-2129379	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01002.1	IPR036259	SSF103473	PTHR23507;PTHR23507:SF1	G3DSA:1.20.1250.20	GO:0016021;GO:0055085	NA	PF07690	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OSZ99874.1	IPR029063	SSF53335	PTHR43591;PTHR43591:SF26	G3DSA:3.40.50.150	NA	NA	PF13489	NA	mobidb-lite	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07332.1	IPR029063	SSF53335	PTHR42912	G3DSA:3.40.50.150	NA	NA	PF13649	NA	NA	NA	NA	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05454.1	IPR006439	SSF56784	PTHR12725;PTHR12725:SF58	G3DSA:1.10.150.240;G3DSA:3.40.50.1000	GO:0016787;GO:0019120	PR00413	PF13242	NA	NA	NA	NA	NA	NA	SFLDG01129;SFLDS00003	KEGG: 00361+3.8.1.2|KEGG: 00625+3.8.1.2|MetaCyc: PWY-7425	NA	TIGR01428;TIGR01493	NA	NA	NA	NA	NA	NA	NA
OTA04582.1	IPR000719	SSF56112	PTHR24351:SF169;PTHR24351	G3DSA:1.10.510.10;G3DSA:3.30.200.20	GO:0004672;GO:0005524;GO:0006468;GO:0004674	NA	PF00069;PF00433	PS51285;PS50011	mobidb-lite	NA	NA	cd11651	NA	NA	NA	PS00107;PS00108	NA	SM00133;SM00220	NA	NA	NA	NA	NA	NA
OTA03455.1	NA	NA	PTHR36223:SF1;PTHR36223	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA05651.1	IPR036259	SSF103473	PTHR43791;PTHR43791:SF24	G3DSA:1.20.1250.20	GO:0016021;GO:0055085	NA	PF07690	PS50850	mobidb-lite	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03000.1	IPR036864	SSF57701	PTHR31944:SF119;PTHR31944	G3DSA:4.10.240.10	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	NA	PF04082;PF00172	PS50048	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	cd00067;cd12148	NA	NA	NA	NA	NA	SM00906;SM00066	NA	NA	NA	NA	NA	NA
OTA01480.1	IPR039556	SSF51621	PTHR42905:SF5;PTHR42905	G3DSA:3.20.20.60	GO:0003824	NA	PF13714	NA	NA	NA	NA	cd00377	NA	NA	NA	PS00161	NA	NA	NA	NA	NA	NA	NA	NA
OTA07532.1	IPR036259	SSF103473	PTHR23516	G3DSA:1.20.1250.20	GO:0015098;GO:0015689;GO:0016021	NA	PF05631	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07012.1	IPR029479	SSF55469	PTHR43035;PTHR43035:SF2	G3DSA:3.40.109.10	GO:0016657;GO:0034599;GO:0016491	NA	PF00881	NA	NA	NA	NA	cd02140	NA	NA	Reactome: R-HSA-209968	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA01487.1	IPR020846	SSF103473	PTHR23501:SF103;PTHR23501	G3DSA:1.20.1250.20;G3DSA:1.20.1720.10	GO:0016021;GO:0055085	PR01036	PF07690	PS50850	mobidb-lite	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	cd06174	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA06181.1	IPR036412	SSF56784	PTHR43316;PTHR43316:SF5	G3DSA:1.10.150.240;G3DSA:3.40.50.1000	GO:0019120;GO:0016787	PR00413	PF13419	NA	NA	NA	NA	NA	NA	SFLDG01129;SFLDS00003	KEGG: 00361+3.8.1.2|KEGG: 00625+3.8.1.2|MetaCyc: PWY-7425	NA	TIGR01428;TIGR01493	NA	NA	NA	NA	NA	NA	NA
OTA00126.1	IPR020683	SSF48403	PTHR24151	G3DSA:1.25.40.20;G3DSA:3.40.50.300	GO:0005515	NA	NA	PS50297	NA	NA	NA	cd00204	NA	NA	NA	NA	NA	SM00248	NA	NA	NA	NA	NA	NA
OTA07009.1	IPR001063	SSF54843	PTHR11593;PTHR11593:SF10	G3DSA:3.90.470.10	GO:0003735;GO:0005840;GO:0006412;GO:0005622;GO:0015934	NA	PF00237	NA	NA	NA	NA	cd00336	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	PS00464	TIGR01038	NA	NA	NA	NA	NA	NA	NA
OTA05114.1	IPR000938	SSF74924	PTHR18916;PTHR18916:SF6	G3DSA:2.30.30.190		NA	PF01302;PF12455	PS50245	mobidb-lite	NA	NA	NA	Coil	NA	Reactome: R-HSA-2132295|Reactome: R-HSA-2565942|Reactome: R-HSA-3371497|Reactome: R-HSA-380259|Reactome: R-HSA-380270|Reactome: R-HSA-380284|Reactome: R-HSA-380320|Reactome: R-HSA-381038|Reactome: R-HSA-5620912|Reactome: R-HSA-6807878|Reactome: R-HSA-6811436|Reactome: R-HSA-8854518	PS00845	NA	SM01052	NA	NA	NA	NA	NA	NA
OTA05908.1	IPR036420	SSF52113	PTHR12221	G3DSA:3.40.50.10190	GO:0005730;GO:0042254	NA	PF00533;PF06732	PS50172	mobidb-lite	NA	NA	cd00027	Coil	NA	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	MF_03028	NA	NA
OTA08596.1	IPR001733	SSF51306	PTHR10806;PTHR10806:SF6	NA	GO:0006465;GO:0008233;GO:0016020;GO:0008236;GO:0016021	PR00728	PF00717	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	cd06530	NA	NA	Reactome: R-HSA-1799339|Reactome: R-HSA-381771|Reactome: R-HSA-400511|Reactome: R-HSA-422085	PS00501	TIGR02228	NA	NA	NA	NA	NA	NA	NA
OTA05329.1	IPR004813	NA	PTHR22601:SF48;PTHR22601	NA	GO:0055085	NA	PF03169	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	TIGR00727;TIGR00728	NA	NA	NA	NA	NA	NA	NA
OTA03650.1	IPR021822	NA	PTHR36205	NA	NA	NA	PF11885	NA	mobidb-lite	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03490.1	IPR003958	SSF47113	PTHR11064;PTHR11064:SF53	NA	GO:0046982	NA	PF00808	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA07025.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA03647.1	IPR002587	SSF51735;SSF55347	PTHR11510	G3DSA:3.30.360.10;G3DSA:3.40.50.720	GO:0004512;GO:0006021;GO:0008654	NA	PF07994;PF01658	NA	mobidb-lite	NA	NA	NA	NA	NA	KEGG: 00521+5.5.1.4|KEGG: 00562+5.5.1.4|MetaCyc: PWY-2301|MetaCyc: PWY-4661|MetaCyc: PWY-6372|MetaCyc: PWY-6580|MetaCyc: PWY-6664|Reactome: R-HSA-1855183	NA	NA	NA	NA	NA	NA	NA	NA	PIRSF015578
OTA00183.1	IPR007111	SSF53474;SSF52540	PTHR42654:SF1;PTHR42654	G3DSA:3.40.50.300;G3DSA:3.40.50.1820	NA	NA	PF05729	PS50837	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	SM00382	NA	NA	NA	NA	NA	NA
OTA01402.1	IPR000795	SSF52540;SSF50447;SSF50465	PTHR43721;PTHR43721:SF12	G3DSA:3.40.50.300;G3DSA:2.40.30.10	GO:0003924;GO:0005525;GO:0003746;GO:0005622;GO:0006414	PR00315	PF00009;PF03143;PF03144	PS51722	NA	NA	NA	cd01884;cd03697;cd03707	NA	NA	Reactome: R-HSA-5389840	PS00301	TIGR00485;TIGR00231	NA	NA	NA	NA	MF_00118_B	NA	NA
OTA05992.1	IPR019327	NA	PTHR22306	NA	NA	NA	PF10180	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
OTA00153.1	IPR027267	SSF103657	PTHR45394	G3DSA:1.20.1270.60	GO:0005515;GO:0005737	NA	PF10455	NA	NA	NA	NA	cd07600	Coil	NA	NA	NA	NA	SM00721	NA	NA	NA	NA	NA	NA
OTA06453.1	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
