Gene	MobiDBLite	Gene3D	CDD	interpro	SUPERFAMILY	PANTHER	GO	Pfam	ProSiteProfiles	Phobius	SignalP_EUK	SignalP_GRAM_POSITIVE	TMHMM	SMART	Coils	ProSitePatterns	PATHWAY	PIRSF	PRINTS	Hamap	SignalP_GRAM_NEGATIVE	SFLD	TIGRFAM	ProDom
maker-scaffold165-augustus-gene-0.5-mRNA-1	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	IPR015421	SSF53383	PTHR42735:SF6;PTHR42735	GO:0003824;GO:0016831;GO:0019752;GO:0030170	PF00282	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold20-snap-gene-1.114-mRNA-1	mobidb-lite	G3DSA:1.10.8.790	NA	IPR007855	NA	PTHR23079:SF14;PTHR23079	GO:0003968	PF05183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold53-snap-gene-0.2-mRNA-1	mobidb-lite	G3DSA:3.90.1750.10;G3DSA:3.30.2160.10;G3DSA:1.25.10.10;G3DSA:3.30.2410.10	cd00078	IPR000569	SSF48371;SSF56204	PTHR11254:SF73;PTHR11254	GO:0004842	PF00632	PS50237	NA	NA	NA	NA	SM00119	Coil	NA	MetaCyc: PWY-7511|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA
maker-scaffold63-snap-gene-0.290-mRNA-1	NA	NA	cd07331	IPR001915	NA	PTHR22726;PTHR22726:SF1	GO:0004222;GO:0006508	PF01435	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold136-processed-gene-0.139-mRNA-1	mobidb-lite	G3DSA:2.30.30.100	cd01725	IPR016654	SSF50182	PTHR13829	GO:0006397	PF01423	NA	NA	NA	NA	NA	SM00651	Coil	NA	Reactome: R-HSA-430039|Reactome: R-HSA-72163|Reactome: R-HSA-72165	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold123-processed-gene-0.5-mRNA-1	NA	G3DSA:2.40.30.10	NA	IPR039261	SSF52343;SSF63380	PTHR19370;PTHR19370:SF171	GO:0016491;GO:0055114	PF00970;PF00175	PS51384	NA	SignalP-noTM	NA	NA	NA	NA	NA	Reactome: R-HSA-1237044	NA	PR00406	NA	NA	NA	NA	NA
snap_masked-scaffold42-processed-gene-0.67-mRNA-1	mobidb-lite	NA	cd06174	IPR020846	SSF103473	PTHR23502:SF34;PTHR23502	GO:0016021;GO:0055085	PF07690	PS50850	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold69-processed-gene-0.141-mRNA-1	mobidb-lite	NA	NA	IPR038753	NA	PTHR15263	GO:0007249	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold116-snap-gene-0.38-mRNA-1	NA	G3DSA:3.40.33.10	NA	IPR035940	SSF55797	PTHR10334:SF312;PTHR10334	NA	PF00188	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	SignalP-noTM	NA	NA	SM00198	NA	NA	NA	NA	PR00837	NA	SignalP-noTM	NA	NA	NA
augustus_masked-scaffold149-processed-gene-0.115-mRNA-1	NA	G3DSA:3.40.50.300	NA	IPR006689	SSF52540	PTHR11711;PTHR11711:SF19	GO:0005525	PF00025	PS51417	NA	NA	NA	NA	SM00178;SM00177	NA	NA	NA	NA	PR00449	NA	NA	NA	NA	NA
augustus_masked-scaffold117-processed-gene-0.102-mRNA-1	mobidb-lite	NA	NA	IPR007657	NA	PTHR20961:SF0;PTHR20961	GO:0016757	PF04577	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-TM	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold29-snap-gene-1.12-mRNA-1	mobidb-lite	G3DSA:3.30.160.60	NA	IPR013087	NA	PTHR14596;PTHR14596:SF47	GO:0003676	NA	NA	NA	NA	NA	NA	SM00355	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold28-snap-gene-0.47-mRNA-1	NA	G3DSA:3.40.50.300;G3DSA:1.10.400.10	cd00066	IPR011025	SSF47895;SSF52540	PTHR10218;PTHR10218:SF242	GO:0007165;GO:0001664;GO:0003924;GO:0005525;GO:0005834;GO:0007186;GO:0019001;GO:0031683	PF00503	NA	NA	NA	NA	NA	SM00275	NA	NA	NA	NA	PR01241;PR00318	NA	NA	NA	NA	NA
maker-scaffold12-augustus-gene-1.1-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	SignalP-noTM	SignalP-TM	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold149-augustus-gene-0.11-mRNA-1	mobidb-lite	NA	NA	IPR035213	NA	NA	NA	PF17254	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;CYTOPLASMIC_DOMAIN	NA	SignalP-TM	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold119-processed-gene-0.105-mRNA-1	mobidb-lite	G3DSA:3.20.20.220	cd00537	IPR003171	SSF51730	PTHR21091:SF134;PTHR21091	GO:0004489;GO:0006555;GO:0055114	PF02219	NA	NA	NA	NA	NA	NA	NA	NA	KEGG: 00670+1.5.1.20|KEGG: 00720+1.5.1.20|MetaCyc: PWY-2201|MetaCyc: PWY-3841|Reactome: R-HSA-196757	NA	NA	NA	NA	NA	NA	NA
maker-scaffold65-augustus-gene-0.39-mRNA-1	NA	G3DSA:1.25.40.570;G3DSA:1.10.10.10	NA	IPR000717	NA	PTHR12732:SF0;PTHR12732	NA	PF01399	PS50250	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold9-snap-gene-2.1-mRNA-1	mobidb-lite	G3DSA:3.40.1210.10;G3DSA:3.30.470.20	NA	IPR036523	SSF64167;SSF56059	PTHR30457;PTHR30457:SF8	GO:0016787;GO:0006464	PF03133;PF01975	PS51221	NA	NA	NA	NA	NA	NA	NA	KEGG: 00230+3.1.3.5|KEGG: 00240+3.1.3.5|KEGG: 00760+3.1.3.5|MetaCyc: PWY-5381|MetaCyc: PWY-5695|MetaCyc: PWY-6596|MetaCyc: PWY-6606|MetaCyc: PWY-6607|MetaCyc: PWY-6608|MetaCyc: PWY-7185|MetaCyc: PWY-7821	NA	NA	NA	NA	NA	TIGR00087	NA
maker-scaffold8-snap-gene-2.42-mRNA-1	NA	G3DSA:3.50.30.80	NA	IPR020558	SSF143975;SSF52016	PTHR21000;PTHR21000:SF13	GO:0003824;GO:0004160;GO:0009082	PF00920	NA	NA	NA	NA	NA	NA	NA	PS00886;PS00887	KEGG: 00290+4.2.1.9|KEGG: 00770+4.2.1.9|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-7111	NA	NA	NA	NA	NA	TIGR00110	NA
maker-scaffold7-augustus-gene-2.329-mRNA-1	mobidb-lite	G3DSA:3.40.50.150	cd02440	IPR008854	SSF53335	PTHR32183;PTHR32183:SF6	GO:0008757	PF05724	PS51585	NA	NA	NA	NA	NA	NA	NA	KEGG: 00983+2.1.1.67|Reactome: R-HSA-156581|Reactome: R-HSA-5578995	NA	NA	NA	NA	NA	NA	NA
maker-scaffold8-augustus-gene-2.11-mRNA-1	mobidb-lite	G3DSA:1.20.5.170	NA	IPR019357	NA	PTHR21614		PF10224	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-6811440	NA	NA	NA	NA	NA	NA	NA
maker-scaffold32-augustus-gene-0.44-mRNA-1	NA	G3DSA:1.25.10.70	NA	IPR018864	NA	PTHR31431	GO:0017056	PF18378;PF10487	NA	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-1169408|Reactome: R-HSA-159227|Reactome: R-HSA-159230|Reactome: R-HSA-159231|Reactome: R-HSA-159236|Reactome: R-HSA-165054|Reactome: R-HSA-168271|Reactome: R-HSA-168276|Reactome: R-HSA-168325|Reactome: R-HSA-168333|Reactome: R-HSA-170822|Reactome: R-HSA-180746|Reactome: R-HSA-180910|Reactome: R-HSA-191859|Reactome: R-HSA-3108214|Reactome: R-HSA-3232142|Reactome: R-HSA-3301854|Reactome: R-HSA-3371453|Reactome: R-HSA-4085377|Reactome: R-HSA-4551638|Reactome: R-HSA-4570464|Reactome: R-HSA-4615885|Reactome: R-HSA-5578749|Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold144-processed-gene-0.15-mRNA-1	NA	G3DSA:3.40.50.720;G3DSA:1.10.1040.10	NA	IPR029154	SSF51735;SSF48179	PTHR22981:SF7;PTHR22981	GO:0051287;GO:0016491;GO:0055114;GO:0050661	PF14833;PF03446	NA	NA	NA	SignalP-TM	NA	NA	NA	PS00895	Reactome: R-HSA-70895	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold60-processed-gene-0.248-mRNA-1	mobidb-lite	NA	NA	IPR019186	NA	PTHR14577		PF09805	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold94-processed-gene-0.58-mRNA-1	NA	G3DSA:3.40.50.200;G3DSA:3.30.70.80	cd04077	IPR023828	SSF54897;SSF52743	PTHR43806;PTHR43806:SF25	GO:0004252;GO:0006508	PF00082;PF05922	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	SignalP-TM	NA	NA	Coil	PS00138;PS00137	Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	NA	PR00723	NA	NA	NA	NA	NA
augustus_masked-scaffold7-processed-gene-1.29-mRNA-1	mobidb-lite	G3DSA:2.60.40.10	NA	IPR015919	SSF49313	NA	GO:0005509;GO:0016020	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN	SignalP-noTM	SignalP-TM	TMhelix	SM00736	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-scaffold160-processed-gene-0.2-mRNA-1	mobidb-lite	G3DSA:3.30.830.10	NA	IPR032632	SSF63411	PTHR43690;PTHR43690:SF2	GO:0003824;GO:0046872	PF16187;PF05193;PF00675	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold14-augustus-gene-1.271-mRNA-1	NA	G3DSA:2.40.30.10;G3DSA:3.40.50.300	cd03697;cd03707;cd01884	IPR033720	SSF50447;SSF52540;SSF50465	PTHR43721;PTHR43721:SF12	GO:0003746;GO:0005525;GO:0005622;GO:0006414;GO:0003924	PF03143;PF00009;PF03144	PS51722	NA	NA	NA	NA	NA	NA	PS00301	Reactome: R-HSA-5389840	NA	PR00315	MF_00118_B	NA	NA	TIGR00485;TIGR00231	NA
maker-scaffold65-augustus-gene-0.34-mRNA-1	NA	G3DSA:3.40.50.150	NA	IPR029063	SSF53335	NA	NA	PF13578	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	SignalP-noTM	NA	TMhelix	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold19-processed-gene-1.79-mRNA-1	NA	NA	cd09299	IPR004695	NA	PTHR31686	GO:0016021;GO:0055085	PF03595	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold53-augustus-gene-0.120-mRNA-1	NA	NA	NA	IPR003392	SSF82866	PTHR10796;PTHR10796:SF116	GO:0016021	PF02460;PF12349;PF16414	PS50156	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	SignalP-noTM	SignalP-TM	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-scaffold17-processed-gene-1.236-mRNA-1	NA	G3DSA:3.40.50.1970;G3DSA:3.65.10.10;G3DSA:3.40.50.300;G3DSA:1.20.1090.10;G3DSA:3.40.50.720;G3DSA:3.20.20.70;G3DSA:3.40.50.10860	cd01065;cd00502;cd00464;cd08195;cd01556	IPR013708	SSF51569;SSF52540;SSF51735;SSF56796;SSF53223;SSF55205	PTHR21090	GO:0004764;GO:0055114;GO:0003866;GO:0009073;GO:0016765;GO:0003855;GO:0003856;GO:0004765;GO:0005737;GO:0003824	PF08501;PF01761;PF00275;PF01202;PF01487	NA	NA	NA	NA	TMhelix	NA	NA	PS00885;PS00104;PS01128	KEGG: 00400+1.1.1.25|MetaCyc: PWY-6163	PIRSF000514	PR01100	MF_00210;MF_00109;MF_03143	NA	NA	TIGR01356;TIGR01809;TIGR01357;TIGR01093	NA
augustus_masked-scaffold81-processed-gene-0.181-mRNA-1	mobidb-lite	G3DSA:2.130.10.10	NA	IPR001680	SSF50978	PTHR19918:SF29;PTHR19918	GO:0005515;GO:0010997;GO:0097027;GO:1904668	PF12894;PF00400	PS50082;PS50294	NA	NA	NA	NA	SM00320	NA	PS00678	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold47-augustus-gene-0.460-mRNA-1	NA	G3DSA:3.40.50.720	NA	IPR002347	SSF51735	PTHR43008:SF8;PTHR43008	GO:0016491	PF00106	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SM00822	NA	PS00061	NA	NA	PR00081	NA	NA	NA	NA	NA
maker-scaffold130-augustus-gene-0.44-mRNA-1	mobidb-lite	NA	NA	IPR013032	NA	PTHR17178	NA	NA	PS50026	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	TMhelix	NA	NA	PS00022;PS01186	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold212-snap-gene-0.14-mRNA-1	NA	G3DSA:3.30.450.60	NA	IPR022775	SSF64356	PTHR11043;PTHR11043:SF0	GO:0006890;GO:0030126	PF01217	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-6807878|Reactome: R-HSA-6811434	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold79-processed-gene-0.19-mRNA-1	NA	G3DSA:3.40.50.1820	NA	IPR029058	SSF53474	PTHR43039:SF3;PTHR43039	NA	PF12697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold186-processed-gene-0.61-mRNA-1	NA	G3DSA:3.40.50.880	NA	IPR017926	SSF52317	PTHR42695	NA	PF00117	PS51273	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold195-snap-gene-0.73-mRNA-1	mobidb-lite	G3DSA:1.20.5.170	cd14688	IPR004827	SSF57959	NA	GO:0003700;GO:0006355	NA	NA	NA	NA	NA	NA	NA	Coil	PS00036	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold82-snap-gene-0.194-mRNA-1	mobidb-lite	NA	cd07042	IPR001902	NA	PTHR11814;PTHR11814:SF80	GO:0008271;GO:0008272;GO:0016020;GO:0055085;GO:0015116;GO:0016021	PF01740;PF00916	PS50801	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	PS01130	Reactome: R-HSA-427601	NA	NA	NA	NA	NA	TIGR00815	NA
maker-scaffold73-augustus-gene-0.32-mRNA-1	mobidb-lite	G3DSA:2.40.10.310	cd11381	IPR039411	NA	PTHR12642:SF0;PTHR12642	NA	PF01201	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold56-augustus-gene-0.319-mRNA-1	mobidb-lite	G3DSA:3.40.50.1820	NA	IPR002018	SSF53474	PTHR11559:SF240;PTHR11559	NA	PF00135	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold78-processed-gene-0.187-mRNA-1	mobidb-lite	G3DSA:3.30.70.330	NA	IPR000504	SSF54928	PTHR15241:SF14;PTHR15241	GO:0003676	PF00076	PS50102	NA	NA	NA	NA	SM00360	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold157-augustus-gene-0.52-mRNA-1	NA	G3DSA:3.90.1410.10	NA	IPR001214	SSF82199	PTHR13271;PTHR13271:SF73	GO:0005515	PF00856	PS50280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold110-snap-gene-0.58-mRNA-1	NA	NA	NA	IPR035977	SSF57840	PTHR18804	GO:0003735;GO:0005622;GO:0005840;GO:0006412	PF00444	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	Reactome: R-HSA-5368286|Reactome: R-HSA-5389840|Reactome: R-HSA-5419276	NA	NA	MF_00251	NA	NA	TIGR01022	PD002101
augustus_masked-scaffold26-processed-gene-0.142-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold8-augustus-gene-1.70-mRNA-1	mobidb-lite	G3DSA:1.10.10.750;G3DSA:1.10.8.270;G3DSA:1.10.472.80	NA	IPR000195	SSF47923	PTHR22957:SF203;PTHR22957	NA	PF00566	PS50086	NA	NA	NA	NA	SM00164	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold54-processed-gene-0.42-mRNA-1	mobidb-lite	NA	NA	IPR033194	NA	PTHR15327;PTHR15327:SF0		PF06991	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-2129379	NA	NA	NA	NA	NA	NA	NA
maker-scaffold25-snap-gene-1.163-mRNA-1	mobidb-lite	G3DSA:3.60.160.10	NA	IPR036983	SSF51219	PTHR31801	NA	PF01987	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00266	NA
augustus_masked-scaffold27-processed-gene-0.40-mRNA-1	mobidb-lite	NA	NA	IPR012943	SSF57997	PTHR13140:SF692;PTHR13140	GO:0005815	PF07989;PF12808	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold151-processed-gene-0.115-mRNA-1	mobidb-lite	NA	NA	IPR029226	NA	NA	NA	PF14856	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	SignalP-noTM	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold33-augustus-gene-0.35-mRNA-1	mobidb-lite	G3DSA:4.10.60.10;G3DSA:3.10.20.90;G3DSA:3.30.40.10	cd16620	IPR036875	SSF57756;SSF57850	PTHR15439:SF0;PTHR15439	GO:0003676;GO:0008270	PF13696;PF08783	PS51282;PS50158	NA	NA	NA	TMhelix	SM01180	NA	NA	Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA
maker-scaffold73-snap-gene-0.10-mRNA-1	mobidb-lite	NA	cd12148	IPR007219	NA	PTHR31944;PTHR31944:SF32	GO:0003677;GO:0005634;GO:0006351;GO:0008270	PF04082	NA	NA	NA	NA	NA	SM00906	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold148-processed-gene-0.3-mRNA-1	mobidb-lite	G3DSA:3.40.630.10;G3DSA:2.30.250.10	cd05658	IPR001948	SSF53187;SSF101821	PTHR28570;PTHR28570:SF3	GO:0004177;GO:0006508;GO:0008270	PF02127	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PR00932	NA	NA	NA	NA	NA
augustus_masked-scaffold216-processed-gene-0.3-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold98-augustus-gene-0.6-mRNA-1	NA	NA	cd12087	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	SignalP-noTM	SignalP-TM	TMhelix	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
maker-scaffold22-augustus-gene-1.114-mRNA-1	NA	G3DSA:3.40.50.10540;G3DSA:3.30.1540.10	NA	IPR023606	SSF89796	PTHR43949:SF6;PTHR43949	GO:0003824	PF02515	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-scaffold1-processed-gene-0.108-mRNA-1	mobidb-lite	G3DSA:1.25.40.10	NA	IPR011990	NA	NA	GO:0005515	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold69-augustus-gene-0.126-mRNA-1	mobidb-lite	G3DSA:3.30.429.10	NA	IPR001398	SSF55331	PTHR11954;PTHR11954:SF6	NA	PF01187	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD004816
augustus_masked-scaffold22-processed-gene-0.117-mRNA-1	mobidb-lite	G3DSA:1.10.150.20;G3DSA:3.30.460.10;G3DSA:3.30.210.10;G3DSA:3.40.50.10190;G3DSA:1.10.150.110	cd00141	IPR036420	SSF52113;SSF81301;SSF47802;SSF81585	PTHR11276;PTHR11276:SF28	GO:0003677;GO:0005634;GO:0034061;GO:0006281;GO:0003887	PF14792;PF10391;PF14791;PF14716	PS50172	NA	NA	NA	NA	SM00483	NA	NA	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7	NA	PR00870;PR00869	NA	NA	NA	NA	NA
maker-scaffold148-augustus-gene-0.28-mRNA-1	NA	G3DSA:1.25.10.10	NA	IPR016024	SSF48371	PTHR15952	GO:0000049;GO:0006409;GO:0008536;GO:0071528	PF08389	NA	NA	NA	NA	NA	NA	Coil	NA	Reactome: R-HSA-6784531	NA	NA	NA	NA	NA	NA	NA
maker-scaffold57-augustus-gene-0.328-mRNA-1	mobidb-lite	NA	NA	IPR024555	NA	PTHR11632;PTHR11632:SF61	NA	PF12828;PF12825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
snap_masked-scaffold10-processed-gene-1.139-mRNA-1	mobidb-lite	G3DSA:1.50.40.10	NA	IPR023395	SSF103506	PTHR24089:SF289;PTHR24089	GO:0022857;GO:0055085	PF00153	PS50920	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	TMhelix	NA	NA	NA	NA	NA	PR00926	NA	NA	NA	NA	NA
maker-scaffold20-augustus-gene-1.124-mRNA-1	mobidb-lite	G3DSA:3.90.70.10	NA	IPR001300	SSF54001	PTHR10183;PTHR10183:SF294	GO:0004198;GO:0005622;GO:0006508	PF00648	PS50203	NA	NA	NA	NA	SM00230	Coil	PS00139	Reactome: R-HSA-1474228	NA	PR00704	NA	NA	NA	NA	NA
augustus_masked-scaffold101-processed-gene-0.8-mRNA-1	mobidb-lite	G3DSA:3.20.20.190	cd00275	IPR001711	SSF51695	PTHR10336;PTHR10336:SF82	GO:0004435;GO:0006629;GO:0007165;GO:0035556;GO:0008081	PF00387;PF00388	PS50007;PS50008	NA	NA	NA	NA	SM00149;SM00148;SM00239	NA	NA	KEGG: 00562+3.1.4.11|KEGG: 04070+3.1.4.11|MetaCyc: PWY-6351|MetaCyc: PWY-6367|MetaCyc: PWY-7039|Reactome: R-HSA-1855204	NA	PR00390	NA	NA	NA	NA	NA
maker-scaffold46-augustus-gene-0.54-mRNA-1	NA	G3DSA:3.90.730.10	cd01061	IPR033697	SSF55895	PTHR11240	GO:0003723;GO:0033897	PF00445	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION	SignalP-noTM	SignalP-TM	NA	NA	NA	PS00531;PS00530	Reactome: R-HSA-6798695	NA	NA	NA	SignalP-noTM	NA	NA	NA
augustus_masked-scaffold74-processed-gene-0.89-mRNA-1	mobidb-lite	NA	NA	IPR024388	NA	PTHR28266	NA	PF12824	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-scaffold80-snap-gene-0.40-mRNA-1	mobidb-lite	G3DSA:4.10.240.10	cd00067	IPR036864	SSF57701	PTHR31263:SF26;PTHR31263	GO:0000981;GO:0005634;GO:0006355;GO:0008270	PF00172	PS50048	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	SM00066	NA	PS00463	NA	NA	NA	NA	NA	NA	NA	NA
