Gene	MobiDBLite	interpro	GO	SUPERFAMILY	PATHWAY	CDD	SMART	PANTHER	Pfam	Phobius	Gene3D	TMHMM	SignalP_GRAM_NEGATIVE	Coils	PIRSF	PRINTS	ProSiteProfiles	ProSitePatterns	Hamap	TIGRFAM	SignalP_EUK	SignalP_GRAM_POSITIVE	ProDom	SFLD
maker-NIGD01000008.1-augustus-gene-2.4-mRNA-1	NA	IPR036188	GO:0004729;GO:0006779;GO:0055114;GO:0016491	SSF51905;SSF54373	KEGG: 00860+1.3.3.4|MetaCyc: PWY-7159|Reactome: R-HSA-189451	NA	NA	PTHR42923:SF3;PTHR42923	PF01593	NA	G3DSA:3.50.50.60	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00562	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-30.34-mRNA-1	NA	IPR027417	GO:0005524;GO:0036402;GO:0005737;GO:0016787;GO:0030163	SSF52540	Reactome: R-HSA-1169091|Reactome: R-HSA-1234176|Reactome: R-HSA-1236974|Reactome: R-HSA-1236978|Reactome: R-HSA-174084|Reactome: R-HSA-174113|Reactome: R-HSA-174154|Reactome: R-HSA-174178|Reactome: R-HSA-174184|Reactome: R-HSA-180534|Reactome: R-HSA-180585|Reactome: R-HSA-187577|Reactome: R-HSA-195253|Reactome: R-HSA-202424|Reactome: R-HSA-211733|Reactome: R-HSA-2467813|Reactome: R-HSA-2871837|Reactome: R-HSA-349425|Reactome: R-HSA-350562|Reactome: R-HSA-382556|Reactome: R-HSA-450408|Reactome: R-HSA-4608870|Reactome: R-HSA-4641257|Reactome: R-HSA-4641258|Reactome: R-HSA-5358346|Reactome: R-HSA-5362768|Reactome: R-HSA-5607761|Reactome: R-HSA-5607764|Reactome: R-HSA-5610780|Reactome: R-HSA-5610783|Reactome: R-HSA-5610785|Reactome: R-HSA-5632684|Reactome: R-HSA-5658442|Reactome: R-HSA-5668541|Reactome: R-HSA-5676590|Reactome: R-HSA-5678895|Reactome: R-HSA-5687128|Reactome: R-HSA-5689603|Reactome: R-HSA-5689880|Reactome: R-HSA-6798695|Reactome: R-HSA-68827|Reactome: R-HSA-68949|Reactome: R-HSA-69017|Reactome: R-HSA-69229|Reactome: R-HSA-69481|Reactome: R-HSA-69601|Reactome: R-HSA-8852276|Reactome: R-HSA-8854050|Reactome: R-HSA-8939236|Reactome: R-HSA-8939902|Reactome: R-HSA-8941858|Reactome: R-HSA-8948751|Reactome: R-HSA-8951664|Reactome: R-HSA-9010553|Reactome: R-HSA-9020702|Reactome: R-HSA-9604323|Reactome: R-HSA-983168	cd00009	SM00382	PTHR23073;PTHR23073:SF13	PF00004;PF17862	NA	G3DSA:2.40.50.140;G3DSA:1.10.8.60;G3DSA:3.40.50.300	NA	NA	NA	NA	NA	NA	PS00674	NA	TIGR01242	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-5.2-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	PTHR39609;PTHR39609:SF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-24.3-mRNA-1	mobidb-lite	IPR032817	GO:0015031	SSF48371	NA	NA	NA	PTHR44195	PF16206;PF16213;PF12783	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000004.1-augustus-gene-55.2-mRNA-1	NA	IPR013783	GO:0004553;GO:0005975	SSF52279;SSF51445	NA	NA	SM00321;SM01217	PTHR42721:SF3;PTHR42721	PF00933;PF01915;PF01822	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	G3DSA:2.60.40.10;G3DSA:3.20.20.300;G3DSA:3.40.50.1700	NA	SignalP-noTM	NA	NA	NA	PS51212	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-34.9-mRNA-1	NA	IPR008929	GO:0016829;GO:0042597	SSF48230	Reactome: R-HSA-2022923	NA	NA	NA	PF05426	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:1.50.10.100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-33.4-mRNA-1	NA	IPR036649	GO:0000287;GO:0004427;GO:0005737;GO:0006796	SSF50324	KEGG: 00190+3.6.1.1|MetaCyc: PWY-7805|MetaCyc: PWY-7807|Reactome: R-HSA-71737	cd00412	NA	PTHR10286:SF3;PTHR10286	PF00719	NA	G3DSA:3.90.80.10	NA	NA	NA	NA	NA	NA	PS00387	NA	NA	NA	NA	NA	NA
maker-NIGD01000006.1-augustus-gene-8.50-mRNA-1	mobidb-lite	IPR004827	GO:0003700;GO:0006355	SSF57959	NA	cd14688	NA	PTHR39607;PTHR39607:SF1	NA	NA	NA	NA	NA	Coil	NA	NA	NA	PS00036	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-43.4-mRNA-1	mobidb-lite	IPR015421	GO:0003824;GO:0009058;GO:0030170;GO:0006520;GO:0008483	SSF53383	KEGG: 00220+2.6.1.1|KEGG: 00250+2.6.1.1|KEGG: 00270+2.6.1.1|KEGG: 00330+2.6.1.1|KEGG: 00350+2.6.1.1|KEGG: 00360+2.6.1.1|KEGG: 00400+2.6.1.1|KEGG: 00401+2.6.1.1|KEGG: 00710+2.6.1.1|KEGG: 00950+2.6.1.1|KEGG: 00960+2.6.1.1|MetaCyc: PWY-5913|MetaCyc: PWY-6638|MetaCyc: PWY-6642|MetaCyc: PWY-6643|MetaCyc: PWY-7115|MetaCyc: PWY-7117|MetaCyc: PWY-7383	cd00609	NA	PTHR11879	PF00155	NA	G3DSA:3.40.640.10;G3DSA:3.90.1150.10	NA	NA	Coil	NA	PR00799	NA	PS00105	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-48.7-mRNA-1	mobidb-lite	IPR009057	GO:0003677	SSF46689	Reactome: R-HSA-72163	cd11659;cd00167	SM00717	PTHR10641:SF919;PTHR10641	PF11831;PF13921	NA	G3DSA:1.10.10.60	NA	NA	Coil	NA	NA	PS51294	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-50.4-mRNA-1	mobidb-lite	IPR010280	GO:0006396;GO:0008173;GO:0008033;GO:0030697	SSF53335;SSF50249	NA	cd02440	NA	PTHR11061;PTHR11061:SF30	PF05958	NA	G3DSA:3.40.50.150;G3DSA:2.40.50.140	NA	NA	NA	NA	NA	PS51622;PS50926;PS51687	PS01230;PS01231	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-53.27-mRNA-1	mobidb-lite	IPR027417	GO:0005524	SSF52540	NA	cd00009	SM00382	PTHR23389:SF19;PTHR23389	PF00004	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-4.11-mRNA-1	mobidb-lite	IPR001650	GO:0004386	SSF52540	NA	cd00079;cd00046	SM00487;SM00847;SM00490	PTHR18934:SF117;PTHR18934	PF00271;PF07717;PF04408	NA	G3DSA:1.20.120.1080;G3DSA:3.40.50.300	NA	NA	Coil	NA	NA	PS51192;PS51194	PS00690	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-1.5-mRNA-1	mobidb-lite	IPR036736	GO:0031177;GO:0003824;GO:0016491	SSF47336;SSF56801;SSF51735	Reactome: R-HSA-8848584	cd05930;cd05235	SM00823;SM00822	PTHR44845	PF07993;PF00501;PF00550	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	G3DSA:1.10.1200.10;G3DSA:3.40.50.12780;G3DSA:3.40.50.720;G3DSA:3.30.300.30	NA	NA	NA	PIRSF001617	NA	PS50075	PS00061;PS00455;PS00012	NA	TIGR01746	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-36.24-mRNA-1	mobidb-lite	IPR005198	GO:0003824;GO:0008496;GO:0016052	SSF48208	NA	NA	NA	PTHR12145;PTHR12145:SF19	PF03663	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	G3DSA:1.50.10.20	NA	NA	NA	PIRSF016302	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000011.1-processed-gene-0.18-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-54.12-mRNA-1	mobidb-lite	IPR017930	GO:0003677	SSF46689	NA	cd00167	SM00717	PTHR10641;PTHR10641:SF676	PF00249	NA	G3DSA:1.10.10.60	NA	NA	NA	NA	NA	PS51294;PS50090	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-75.17-mRNA-1	mobidb-lite	IPR001387	GO:0043565;GO:0003677	SSF47413	NA	cd00093	SM00530	PTHR10245;PTHR10245:SF71	PF01381;PF08523	NA	G3DSA:1.10.260.40	NA	NA	NA	NA	NA	PS50943	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-40.42-mRNA-1	NA	IPR017853	GO:0004553;GO:0005975	SSF51445;SSF52279	NA	NA	SM01217	PTHR42721:SF3;PTHR42721	PF00933;PF01915;PF14310	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	G3DSA:2.60.40.10;G3DSA:3.20.20.300;G3DSA:3.40.50.1700	NA	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
augustus_masked-NIGD01000010.1-processed-gene-4.30-mRNA-1	mobidb-lite	IPR004942	NA	SSF103196	NA	NA	SM00960	PTHR10779:SF3;PTHR10779	NA	NA	G3DSA:3.30.450.30	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-55.6-mRNA-1	mobidb-lite	IPR033031	GO:0003682;GO:0010468	SSF48371	Reactome: R-HSA-2470946	NA	NA	PTHR21704;PTHR21704:SF18	PF12830;PF12765	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	G3DSA:1.25.10.10	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-6.26-mRNA-1	mobidb-lite	IPR009072	GO:0046982;GO:0006366	SSF47113	NA	cd07978	NA	PTHR11380;PTHR11380:SF5	PF02269	NA	G3DSA:1.10.20.10	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-40.24-mRNA-1	NA	IPR019410	NA	SSF53335	NA	cd02440	NA	PTHR14614;PTHR14614:SF38	PF10294	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-75.8-mRNA-1	mobidb-lite	IPR007247	GO:0000256;GO:0050385;GO:0004848	SSF51182;SSF55144	KEGG: 00230+4.3.2.3|MetaCyc: PWY-5694|MetaCyc: PWY-5705	NA	NA	PTHR21221;PTHR21221:SF1	PF04115	NA	G3DSA:2.60.120.480	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000008.1-augustus-gene-2.2-mRNA-1	NA	IPR000326	NA	SSF48317	NA	cd03390	NA	PTHR10165:SF35;PTHR10165	PF01569	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-10.14-mRNA-1	mobidb-lite	IPR013262	GO:0005741	NA	NA	NA	NA	PTHR28241	PF08219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-6.3-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000010.1-augustus-gene-12.15-mRNA-1	NA	IPR011009	NA	SSF56112	NA	cd13971	NA	PTHR10566;PTHR10566:SF76	PF03109	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-31.22-mRNA-1	mobidb-lite	IPR001005	GO:0003677	SSF46689	NA	cd00167	SM00717	NA	PF00249	NA	G3DSA:1.10.10.60	NA	NA	NA	NA	NA	PS50090;PS51294	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000010.1-augustus-gene-25.40-mRNA-1	NA	IPR001128	GO:0005506;GO:0016705;GO:0020037;GO:0055114	SSF48264	NA	NA	NA	PTHR24305;PTHR24305:SF107	PF00067	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:1.10.630.10	TMhelix	NA	NA	NA	PR00385;PR00463	NA	PS00086	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-8.8-mRNA-1	NA	IPR036812	GO:0016491;GO:0055114	SSF51430	NA	cd06660	NA	PTHR43625;PTHR43625:SF4	PF00248	NA	G3DSA:3.20.20.100	NA	NA	NA	NA	PR00069	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000012.1-augustus-gene-7.33-mRNA-1	mobidb-lite	IPR036305	NA	SSF48097	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-8.3-mRNA-1	mobidb-lite	IPR005036	GO:0005515	NA	NA	NA	NA	PTHR12307:SF36;PTHR12307	PF03370	NA	G3DSA:2.60.40.2440	NA	NA	NA	NA	NA	PS51159	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-5.22-mRNA-1	NA	IPR006689	GO:0005525	SSF52540	NA	NA	SM00177;SM00178	PTHR11711:SF26;PTHR11711	PF00025	NA	NA	NA	NA	NA	NA	NA	PS51417	NA	NA	TIGR00231	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-6.6-mRNA-1	mobidb-lite	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SSF57701	NA	cd00067	SM00066	PTHR31313;PTHR31313:SF46	PF00172	NA	G3DSA:4.10.240.10	NA	NA	NA	NA	NA	PS50048	PS00463	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000001.1-processed-gene-32.25-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	TMhelix	SignalP-noTM	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
maker-NIGD01000006.1-augustus-gene-2.8-mRNA-1	mobidb-lite	IPR005599	GO:0016757;GO:0000030;GO:0006506	NA	Reactome: R-HSA-162710	NA	NA	PTHR22760;PTHR22760:SF4	PF03901	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-58.14-mRNA-1	mobidb-lite	IPR004712	GO:0005886;GO:0015385;GO:0016021;GO:0030004;GO:0006812;GO:0015299;GO:0055085;GO:0006814;GO:0016020	NA	NA	NA	NA	PTHR31382;PTHR31382:SF4	PF00999;PF08619	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-55.30-mRNA-1	NA	IPR027417	GO:0003924;GO:0005525;GO:0007165;GO:0016020	SSF52540	NA	NA	SM00173;SM00175;SM00174	PTHR24070;PTHR24070:SF17	PF00071	NA	G3DSA:3.40.50.300	NA	NA	NA	NA	PR00449	PS51421	NA	NA	TIGR00231	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-29.7-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-26.3-mRNA-1	NA	IPR005786	GO:0004084;GO:0009081;GO:0003824	SSF56752	KEGG: 00270+2.6.1.42|KEGG: 00280+2.6.1.42|KEGG: 00290+2.6.1.42|KEGG: 00770+2.6.1.42|KEGG: 00966+2.6.1.42|MetaCyc: PWY-5057|MetaCyc: PWY-5076|MetaCyc: PWY-5078|MetaCyc: PWY-5101|MetaCyc: PWY-5103|MetaCyc: PWY-5104|MetaCyc: PWY-5108|MetaCyc: PWY-7767|Reactome: R-HSA-70895	cd01557	NA	PTHR11825:SF44;PTHR11825	PF01063	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE	G3DSA:3.20.10.10;G3DSA:3.30.470.10	NA	NA	NA	PIRSF006468	NA	NA	PS00770	NA	TIGR01123	NA	SignalP-TM	NA	NA
maker-NIGD01000004.1-augustus-gene-59.10-mRNA-1	mobidb-lite	IPR001650	NA	SSF52540	NA	cd00079	SM00490	PTHR24031;PTHR24031:SF269	PF00271	NA	G3DSA:3.40.50.300	NA	NA	Coil	NA	NA	PS51194	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-5.6-mRNA-1	mobidb-lite	IPR001251	NA	SSF46938;SSF52087	NA	cd00170	SM00516	PTHR23324:SF98;PTHR23324	PF00650;PF03765	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	G3DSA:3.40.525.10	NA	NA	Coil	NA	NA	PS50191	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-17.24-mRNA-1	mobidb-lite	IPR036322	GO:0005515;GO:0042254	SSF50978	Reactome: R-HSA-6791226	NA	SM00320	PTHR19855:SF11;PTHR19855	PF08154;PF00400	NA	G3DSA:2.130.10.10	NA	NA	NA	NA	PR00320	PS50082;PS50294	PS00678	MF_03029	NA	NA	NA	NA	NA
maker-NIGD01000011.1-augustus-gene-11.17-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000004.1-augustus-gene-28.27-mRNA-1	NA	IPR023575	GO:0003735;GO:0005840;GO:0006412;GO:0015935;GO:0003723	SSF54570	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	PTHR11880:SF2;PTHR11880	PF00203	NA	G3DSA:3.30.860.20	NA	NA	NA	PIRSF002144	PR00975	NA	PS00323	MF_00531	TIGR01025	NA	NA	NA	NA
augustus_masked-NIGD01000009.1-processed-gene-25.23-mRNA-1	mobidb-lite	IPR001126	GO:0006281;GO:0003684;GO:0016779;GO:0042276	SSF52113;SSF100879;SSF56672	KEGG: 00230+2.7.7.7|KEGG: 00240+2.7.7.7|Reactome: R-HSA-5656169	cd00027;cd01701	SM00292	PTHR11076;PTHR11076:SF12	PF16589;PF11799;PF16727;PF14377;PF00817	NA	G3DSA:3.40.50.10190;G3DSA:3.30.1490.100;G3DSA:1.20.58.1280;G3DSA:2.30.40.20;G3DSA:1.10.150.20;G3DSA:3.30.70.270	NA	NA	Coil	PIRSF036573	NA	PS50173;PS50172	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-18.16-mRNA-1	mobidb-lite	IPR012677	GO:0003676	SSF54928	NA	NA	NA	PTHR23003;PTHR23003:SF23	NA	NA	G3DSA:3.30.70.330	NA	NA	Coil	NA	NA	PS50102	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000010.1-processed-gene-18.21-mRNA-1	mobidb-lite	IPR001737	NA	SSF53335	NA	NA	NA	PTHR11727;PTHR11727:SF15	PF00398	NA	G3DSA:3.40.50.150	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000001.1-augustus-gene-1.29-mRNA-1	NA	IPR008901	GO:0006672;GO:0016021;GO:0016811	NA	Reactome: R-HSA-1660661	NA	NA	PTHR12956:SF29;PTHR12956	PF05875	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-33.1-mRNA-1	NA	IPR023214	GO:0016791	SSF56784	NA	NA	NA	PTHR32440;PTHR32440:SF21	PF12710	NA	G3DSA:3.40.50.1000;G3DSA:3.90.1470.20	NA	NA	NA	NA	NA	NA	NA	NA	TIGR01488;TIGR01489	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-4.1-mRNA-1	mobidb-lite	IPR000926	GO:0003935;GO:0009231	SSF142695	KEGG: 00740+3.5.4.25|KEGG: 00790+3.5.4.25|MetaCyc: PWY-6168|MetaCyc: PWY-7539|MetaCyc: PWY-7991	cd00641	NA	PTHR21327;PTHR21327:SF13	PF00925	NA	G3DSA:3.40.50.10990	NA	NA	NA	NA	NA	NA	NA	NA	TIGR00505	NA	NA	NA	NA
augustus_masked-NIGD01000009.1-processed-gene-33.21-mRNA-1	NA	IPR034193	GO:0004252;GO:0006508	SSF52743;SSF54897	Reactome: R-HSA-381426|Reactome: R-HSA-8866427|Reactome: R-HSA-8957275|Reactome: R-HSA-8964038	cd04077	NA	PTHR43806:SF25;PTHR43806	PF05922;PF00082	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	G3DSA:3.40.50.200;G3DSA:3.30.70.80	NA	NA	Coil	NA	PR00723	NA	PS00136;PS00137;PS00138	NA	NA	NA	SignalP-TM	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-23.19-mRNA-1	NA	IPR019811	GO:0006520;GO:0055114;GO:0016491;GO:0050661;GO:0004412	SSF55347;SSF51735	KEGG: 00260+1.1.1.3|KEGG: 00270+1.1.1.3|KEGG: 00300+1.1.1.3	NA	NA	PTHR43070;PTHR43070:SF3	PF00742;PF03447	NA	G3DSA:3.30.360.10;G3DSA:3.40.50.720	NA	NA	NA	PIRSF036497	NA	NA	PS01042	NA	NA	NA	NA	NA	NA
maker-NIGD01000003.1-augustus-gene-50.13-mRNA-1	mobidb-lite	IPR029636	GO:0006113;GO:0016021	NA	NA	NA	NA	PTHR32085	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000005.1-processed-gene-22.26-mRNA-1	mobidb-lite	IPR001382	GO:0004571;GO:0005509;GO:0016020;GO:0003824	SSF48225	NA	NA	NA	PTHR11742;PTHR11742:SF47	PF01532	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	G3DSA:1.50.10.10	TMhelix	NA	NA	NA	PR00747	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-8.35-mRNA-1	mobidb-lite	IPR027516	GO:0003723;GO:0003743;GO:0005852;GO:0006413;GO:0031369	SSF46785	NA	NA	SM00753;SM00088	PTHR13937	PF01399;PF05470	NA	G3DSA:1.10.10.10	NA	NA	NA	NA	NA	PS50250	NA	MF_03002	NA	NA	NA	NA	NA
maker-NIGD01000005.1-augustus-gene-16.9-mRNA-1	NA	IPR036759	GO:0004788;GO:0005524;GO:0009229;GO:0030975;GO:0006772	SSF63862;SSF63999	KEGG: 00730+2.7.6.2|MetaCyc: PWY-6898|MetaCyc: PWY-6907|MetaCyc: PWY-6908|MetaCyc: PWY-7356|Reactome: R-HSA-196819	cd07995	SM00983	PTHR13622;PTHR13622:SF8	PF04263;PF04265	NA	G3DSA:3.40.50.10240	NA	NA	NA	PIRSF031057	NA	NA	NA	NA	TIGR01378	NA	NA	NA	NA
augustus_masked-NIGD01000004.1-processed-gene-35.11-mRNA-1	mobidb-lite	IPR022782	GO:0005519;GO:0051125	NA	NA	NA	SM00806	PTHR22741;PTHR22741:SF10	PF03915	NA	G3DSA:1.20.58.1540	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000009.1-augustus-gene-26.5-mRNA-1	mobidb-lite	NA	NA	SSF52047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGD01000003.1-processed-gene-44.20-mRNA-1	NA	IPR029056	GO:0004747;GO:0006014;GO:0016301	SSF53613	KEGG: 00030+2.7.1.15|Reactome: R-HSA-71336	cd01174	NA	PTHR10584;PTHR10584:SF166	PF00294	NA	G3DSA:3.40.1190.20	NA	NA	Coil	NA	PR00990	NA	NA	MF_01987	NA	NA	NA	NA	NA
augustus_masked-NIGD01000008.1-processed-gene-9.2-mRNA-1	mobidb-lite	IPR011990	GO:0005515	SSF48452	NA	NA	NA	PTHR45588	NA	NA	G3DSA:1.25.40.10	NA	NA	Coil	NA	NA	PS50005	NA	NA	NA	NA	NA	NA	NA
maker-NIGD01000004.1-augustus-gene-16.18-mRNA-1	mobidb-lite	IPR000504	GO:0003676;GO:0003723	SSF48371;SSF54928	NA	cd00590	SM00360;SM00025	PTHR12537:SF73;PTHR12537	PF00806;PF00076	NA	G3DSA:1.25.10.10;G3DSA:3.30.70.330	NA	NA	NA	NA	NA	PS50302;PS50102;PS50303	NA	NA	NA	NA	NA	NA	NA
