Gene	Phobius	PANTHER	interpro	GO	ProSiteProfiles	TMHMM	SUPERFAMILY	SMART	Gene3D	Pfam	PATHWAY	MobiDBLite	Coils	ProSitePatterns	PRINTS	TIGRFAM	CDD	PIRSF	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	SignalP_EUK	Hamap	SFLD	ProDom
RFU74698.1	NA	PTHR15497:SF1;PTHR15497	IPR001214	GO:0005515;GO:0000334;GO:0005506;GO:0055114	PS50280	NA	SSF82199;SSF51182	SM00317	G3DSA:2.60.120.10;G3DSA:2.170.270.10	PF00856;PF06052	KEGG: 00380+1.13.11.6|MetaCyc: PWY-5647|MetaCyc: PWY-5651|MetaCyc: PWY-6309|MetaCyc: PWY-6505|Reactome: R-HSA-71240	NA	Coil	NA	NA	TIGR03037	NA	NA	NA	NA	NA	MF_00825	NA	NA
RFU75191.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR43201;PTHR43201:SF3	IPR006162	GO:0003824	NA	NA	SSF56801;SSF51735	NA	G3DSA:3.40.50.12780;G3DSA:1.10.1200.10;G3DSA:3.40.50.720	PF00501;PF07993	Reactome: R-HSA-8848584	NA	NA	PS00012;PS00455	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73193.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	PTHR10366:SF562;PTHR10366	IPR036291	GO:0003824;GO:0050662	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF01370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74307.1	NA	PTHR30559;PTHR30559:SF0	IPR006411	GO:0004332;GO:0006096;GO:0005975;GO:0008270;GO:0016832;GO:0003824	NA	NA	SSF51569	NA	G3DSA:3.20.20.70	PF01116	KEGG: 00010+4.1.2.13|KEGG: 00030+4.1.2.13|KEGG: 00051+4.1.2.13|KEGG: 00680+4.1.2.13|KEGG: 00710+4.1.2.13|MetaCyc: PWY-1042|MetaCyc: PWY-1861|MetaCyc: PWY-5484|MetaCyc: PWY-6142|MetaCyc: PWY-7385	NA	NA	PS00806;PS00602	NA	TIGR01520;TIGR00167	cd00946	PIRSF001359	NA	NA	NA	NA	NA	NA
RFU71800.1	NA	PTHR11584;PTHR11584:SF369	IPR010473	GO:0003779;GO:0017048;GO:0030036	NA	NA	SSF48371	SM01140	NA	PF06371	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76457.1	SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	PTHR42973:SF8;PTHR42973	IPR012951	GO:0016491;GO:0050660;GO:0055114;GO:0071949	PS51387	NA	SSF56176	NA	G3DSA:3.40.462.20;G3DSA:3.30.465.40	PF08031;PF01565	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU74757.1	NA	PTHR20883;PTHR20883:SF19	IPR008775	NA	NA	NA	SSF51197	NA	G3DSA:2.60.120.620	PF05721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72893.1	NA	PTHR43316:SF5;PTHR43316	IPR023198	GO:0016787;GO:0019120	NA	NA	SSF56784	NA	G3DSA:1.10.150.240;G3DSA:3.40.50.1000	PF13419	KEGG: 00361+3.8.1.2|KEGG: 00625+3.8.1.2|MetaCyc: PWY-7425	NA	NA	NA	PR00413	TIGR01493;TIGR01428	NA	NA	NA	NA	NA	NA	SFLDG01129;SFLDS00003	NA
RFU81312.1	NA	PTHR11205;PTHR11205:SF31	IPR000235	GO:0006412;GO:0003735;GO:0015935;GO:0003723	NA	NA	SSF47973	NA	G3DSA:1.10.455.10	PF00177	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	PS00052	NA	TIGR01028	cd14867	PIRSF002122	NA	NA	NA	NA	NA	NA
RFU79702.1	NA	PTHR43130;PTHR43130:SF7	IPR029062		NA	NA	SSF52317	NA	G3DSA:3.40.50.880	PF01965	Reactome: R-HSA-3899300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77843.1	NA	PTHR10963:SF54;PTHR10963	IPR002889	GO:0004553;GO:0005975	PS51212;PS51762	NA	SSF49899	SM00321	G3DSA:2.60.120.200	PF01822;PF00722	NA	mobidb-lite	NA	NA	NA	NA	cd02181	NA	NA	NA	NA	NA	NA	NA
RFU72103.1	NA	PTHR15528:SF11;PTHR15528	IPR034605	GO:0003712;GO:0008134;GO:0005515	NA	NA	SSF50978	NA	G3DSA:2.130.10.10	NA	Reactome: R-HSA-2151201	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79542.1	NA	PTHR42760:SF10;PTHR42760	IPR002347	GO:0016491	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF13561	NA	mobidb-lite	NA	PS00061	PR00081;PR00080	NA	NA	NA	SignalP-TM	NA	NA	NA	NA	NA
RFU81381.1	NA	PTHR21248	IPR001736	GO:0003824	PS50035	NA	SSF56024	SM00155	G3DSA:3.30.870.10	PF13091	Reactome: R-HSA-1483148	NA	NA	NA	NA	NA	cd00138	NA	NA	NA	NA	NA	NA	NA
RFU80364.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR43867:SF2;PTHR43867	IPR029044		NA	TMhelix	SSF53448	NA	G3DSA:3.90.550.10	PF13632	Reactome: R-HSA-913709	mobidb-lite	NA	NA	NA	NA	cd06421	NA	NA	NA	NA	NA	NA	NA
RFU79169.1	NA	PTHR23324:SF98;PTHR23324	IPR001251	NA	PS50191	NA	SSF52087;SSF46938	SM00516	G3DSA:3.40.525.10	PF00650;PF03765	NA	mobidb-lite	Coil	NA	NA	NA	cd00170	NA	NA	NA	NA	NA	NA	NA
RFU76228.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	PTHR24072;PTHR24072:SF172	IPR027417	GO:0003924;GO:0005525	NA	NA	SSF52540	SM00174	G3DSA:3.40.50.300	PF00071	NA	NA	NA	NA	PR00449	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80411.1	NA	PTHR44036:SF2;PTHR44036	IPR001611	GO:0005515	PS51450	NA	SSF52058	SM00365;SM00369;SM00364	G3DSA:3.80.10.10	PF13855;PF13516	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU78571.1	NA	PTHR31941:SF1;PTHR31941	IPR027267	NA	PS50003	NA	SSF103657;SSF50729	SM00233	G3DSA:1.20.1270.60;G3DSA:2.30.29.30	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75801.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU72558.1	SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	TMhelix	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	SignalP-TM	NA	NA	NA
RFU76112.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PTHR40018	IPR037504	NA	NA	TMhelix	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81920.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR23507:SF25;PTHR23507	IPR020846	GO:0016021;GO:0055085	NA	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20	PF07690	NA	NA	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU71904.1	NA	PTHR34693:SF1;PTHR34693	IPR022024	NA	NA	NA	NA	NA	NA	PF12223	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75217.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75273.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77391.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR23501;PTHR23501:SF78	IPR020846	GO:0016021;GO:0055085	PS50850	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20	PF07690	NA	NA	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU76327.1	NA	PTHR44280	IPR013087	GO:0003676	PS50157	NA	SSF57667	SM00355	G3DSA:3.30.160.60	PF00096	NA	mobidb-lite	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72740.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR31944:SF67;PTHR31944	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	PS50048	NA	SSF57701	SM00066;SM00906	G3DSA:4.10.240.10	PF00172;PF04082	NA	mobidb-lite	NA	PS00463	NA	NA	cd12148;cd00067	NA	NA	NA	NA	NA	NA	NA
RFU78004.1	NA	PTHR21240;PTHR21240:SF1	IPR032465	GO:0016831;GO:0016787	NA	NA	SSF51556	NA	G3DSA:3.20.20.140	PF04909	Reactome: R-HSA-71240	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76852.1	NA	PTHR13007	IPR036285	GO:0008380;GO:0005681	NA	NA	SSF47938;SSF158230	SM00500	G3DSA:1.10.720.150;G3DSA:1.20.940.10	PF08799;PF02840	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76210.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR16320	IPR036691	NA	NA	TMhelix	SSF56219	NA	G3DSA:3.60.10.10	PF03372	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74337.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR12526;PTHR12526:SF372	IPR001296		NA	TMhelix	SSF53756	NA	G3DSA:3.40.50.2000	PF00534;PF13579	Reactome: R-HSA-446193|Reactome: R-HSA-4549349	NA	NA	NA	NA	NA	cd03814	NA	NA	NA	NA	NA	NA	NA
RFU80341.1	NA	PTHR11465:SF35;PTHR11465	IPR002226	GO:0020037;GO:0004096;GO:0006979;GO:0055114	PS51402	NA	SSF56634	SM01060	G3DSA:1.10.8.1230;G3DSA:2.40.180.10	PF06628;PF00199	KEGG: 00380+1.11.1.6|KEGG: 00630+1.11.1.6|Reactome: R-HSA-3299685|Reactome: R-HSA-6798695|Reactome: R-HSA-9033241	NA	NA	PS00437	PR00067	NA	cd08157	PIRSF038928	NA	NA	NA	NA	NA	NA
RFU72636.1	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	PTHR37536	IPR013320	GO:0004190;GO:0006508	NA	NA	SSF49899	NA	G3DSA:2.60.120.700	PF01828	NA	NA	NA	NA	PR00977	NA	cd13426	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU71816.1	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	PTHR44051;PTHR44051:SF6	IPR010987	GO:0005515	PS50405;PS50404	TMhelix	SSF52833;SSF47616	NA	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	PF02798;PF00043	NA	NA	NA	NA	NA	NA	cd03048	NA	SignalP-TM	NA	SignalP-noTM	NA	SFLDG01151;SFLDG00358	NA
RFU78355.1	NA	PTHR42877;PTHR42877:SF2	IPR036188	NA	NA	NA	SSF51905	NA	G3DSA:3.50.50.60	PF13450	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73429.1	NA	PTHR11139;PTHR11139:SF72	IPR002110	GO:0005515;GO:0004672;GO:0005524;GO:0006468;GO:0016301;GO:0004674	PS50088;PS50297;PS51190;PS50290;PS50011;PS51189	NA	SSF56112;SSF48403	SM01343;SM00220;SM00248;SM00146	G3DSA:3.30.200.20;G3DSA:1.10.1070.11;G3DSA:1.10.510.10;G3DSA:1.25.40.20;G3DSA:3.30.1010.10	PF00069;PF02260;PF11640;PF02259;PF00454	KEGG: 04150+2.7.11.1|KEGG: 04151+2.7.11.1|KEGG: 04714+2.7.11.1|KEGG: 04926+2.7.11.1|KEGG: 05163+2.7.11.1|KEGG: 05165+2.7.11.1|KEGG: 05170+2.7.11.1	mobidb-lite	Coil	PS00916;PS00915	NA	NA	cd11651;cd00204;cd05171	NA	NA	NA	NA	NA	NA	NA
RFU77352.1	NA	PTHR43086:SF2;PTHR43086	IPR027533	GO:0005783;GO:0030497;GO:0045703;GO:0016491	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF00106	KEGG: 00062+1.1.1.330|MetaCyc: PWY-5080|MetaCyc: PWY-5353|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-6958|MetaCyc: PWY-7036|MetaCyc: PWY-7049|MetaCyc: PWY-7053|MetaCyc: PWY-7592|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7606|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|MetaCyc: PWY-7726|MetaCyc: PWY-7727|MetaCyc: PWY-7728	NA	Coil	PS00061	PR00081	NA	cd05356	PIRSF000126	NA	NA	NA	MF_03107	NA	NA
RFU76483.1	NA	PTHR43160;PTHR43160:SF2	IPR000573	GO:0003994;GO:0006099;GO:0051539	NA	NA	SSF53732;SSF52016	NA	G3DSA:3.20.19.10;G3DSA:3.40.1060.10;G3DSA:3.30.499.10	PF00694;PF00330	KEGG: 00290+4.2.1.33	NA	NA	PS01244;PS00450	PR00415	TIGR01340	NA	NA	NA	NA	NA	NA	NA	NA
RFU78369.1	NA	PTHR43217;PTHR43217:SF2	IPR016163	GO:0016491;GO:0016620;GO:0055114	NA	NA	SSF53720	NA	G3DSA:3.40.309.10;G3DSA:3.40.605.10	PF00171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81358.1	NA	PTHR42760:SF59;PTHR42760	IPR002347	GO:0016491	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF13561	NA	NA	NA	PS00061	PR00081;PR00080	NA	cd05233	NA	NA	NA	NA	NA	NA	NA
RFU80316.1	NA	PTHR42984;PTHR42984:SF2	IPR027546	GO:0036054;GO:0036055;GO:0070403	PS50305	NA	SSF52467	NA	G3DSA:3.30.1600.10;G3DSA:3.40.50.1220	PF02146	Reactome: R-HSA-2151201	NA	NA	NA	NA	NA	cd01412	NA	NA	NA	NA	NA	NA	NA
RFU80183.1	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	NA	IPR017853	NA	NA	NA	SSF51445	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU72592.1	NA	PTHR31344;PTHR31344:SF3	IPR016712	NA	NA	NA	NA	NA	NA	PF11709	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75525.1	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	PTHR11157;PTHR11157:SF12	IPR002076	GO:0016021	NA	TMhelix	NA	NA	NA	PF01151	KEGG: 00062+2.3.1.199|MetaCyc: PWY-5080|MetaCyc: PWY-5972|MetaCyc: PWY-6433|MetaCyc: PWY-6598|MetaCyc: PWY-7036|MetaCyc: PWY-7601|MetaCyc: PWY-7602|MetaCyc: PWY-7619|MetaCyc: PWY-7724|MetaCyc: PWY-7725|Reactome: R-HSA-75876	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76517.1	NA	NA	IPR000571	GO:0046872	PS50103	NA	SSF90229	NA	G3DSA:4.10.1000.10	PF18044	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU74481.1	NA	PTHR31290:SF4;PTHR31290	IPR036249	GO:0004519;GO:0006289;GO:0009411;GO:0015035	NA	NA	SSF52833	NA	G3DSA:3.40.30.10	PF01323	Reactome: R-HSA-156590|Reactome: R-HSA-9033241	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77647.1	NA	PTHR13110:SF0;PTHR13110	IPR001163	GO:0000398;GO:0000956;GO:0003723	NA	NA	SSF50182	SM00651	G3DSA:2.30.30.100	PF01423	Reactome: R-HSA-430039|Reactome: R-HSA-72163	NA	NA	NA	NA	NA	cd01730	NA	NA	NA	NA	NA	NA	NA
RFU73451.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	PTHR11566:SF135;PTHR11566	IPR022812	GO:0003924;GO:0005525	PS51718;PS51388	NA	SSF52540	SM00053	G3DSA:3.40.50.300	PF01031;PF00350	NA	mobidb-lite	NA	PS00410	PR00195	NA	cd08771	NA	NA	NA	NA	NA	NA	NA
RFU77313.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR23504;PTHR23504:SF6	IPR020846	GO:0016021;GO:0055085	PS50850	TMhelix	SSF103473	NA	NA	PF07690	NA	mobidb-lite	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU77156.1	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION	PTHR10340:SF34;PTHR10340	IPR004843	GO:0016787;GO:0004767;GO:0006685	NA	NA	SSF56300	NA	NA	PF00149	Reactome: R-HSA-1660662	mobidb-lite	NA	NA	NA	NA	cd00842	PIRSF000948	NA	NA	SignalP-noTM	NA	NA	NA
RFU75893.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	PTHR31375:SF15;PTHR31375	IPR024535	NA	NA	NA	SSF51126	NA	G3DSA:2.160.20.10	PF12708	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	SignalP-noTM	NA	NA	NA
RFU78646.1	NA	PTHR10739;PTHR10739:SF23	IPR014729	GO:0003824;GO:0009058	NA	NA	SSF52374	NA	G3DSA:3.40.50.620	PF01467	NA	NA	Coil	NA	NA	TIGR00125	cd02174	NA	NA	NA	NA	NA	NA	NA
RFU75603.1	NA	PTHR42068	NA	NA	NA	NA	NA	NA	NA	NA	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81064.1	SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	PTHR10039:SF5;PTHR10039	IPR027417	GO:0032126;GO:0070941	NA	NA	SSF52540	NA	G3DSA:3.40.50.300	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81545.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR43791:SF68;PTHR43791	IPR036259	GO:0016021;GO:0055085	PS50850	TMhelix	SSF103473	NA	G3DSA:1.20.1250.20	PF07690	NA	NA	NA	NA	NA	NA	cd06174	NA	NA	NA	NA	NA	NA	NA
RFU79994.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR24305;PTHR24305:SF113	IPR017972	GO:0016705;GO:0055114;GO:0005506;GO:0020037	NA	NA	SSF48264	NA	G3DSA:1.10.630.10	PF00067	NA	NA	NA	PS00086	PR00385;PR00463	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU73651.1	NA	PTHR11071;PTHR11071:SF147	IPR002130	GO:0000413;GO:0003755;GO:0006457	PS50072	NA	SSF50891	NA	G3DSA:2.40.100.10	PF00160	NA	NA	NA	PS00170	PR00153	NA	cd01928	PIRSF001467	NA	NA	NA	NA	NA	NA
RFU75276.1	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR35895	IPR022185	NA	NA	TMhelix	NA	NA	NA	PF12505	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU77855.1	NA	PTHR22808:SF1;PTHR22808	IPR018314	GO:0003723;GO:0008168;GO:0016428	PS51686	NA	SSF53335	NA	NA	PF01189	Reactome: R-HSA-6782315	mobidb-lite	Coil	PS01153	PR02008;PR02011	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU79059.1	NA	PTHR33777;PTHR33777:SF1	IPR002767	NA	NA	NA	SSF89957	NA	G3DSA:3.30.70.930	PF01910	NA	NA	NA	NA	NA	TIGR00106	NA	NA	NA	NA	NA	NA	NA	NA
RFU77101.1	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION	PTHR15407:SF32;PTHR15407	IPR009644	NA	NA	NA	NA	NA	NA	PF04991	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	SignalP-TM	SignalP-noTM	SignalP-noTM	NA	NA	NA
RFU78550.1	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	PTHR23181;PTHR23181:SF19	IPR001202	GO:0005515	PS50020	NA	SSF51045	SM00456	G3DSA:2.20.70.10	PF00397	NA	mobidb-lite	Coil	NA	NA	NA	cd00201	NA	NA	NA	NA	NA	NA	NA
RFU81827.1	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	IPR018830	NA	NA	TMhelix	NA	NA	NA	PF10361	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU80688.1	NA	PTHR43559	IPR000868	GO:0003824	NA	NA	SSF52499	NA	G3DSA:3.40.50.850	PF00857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81159.1	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PTHR19139:SF193;PTHR19139	IPR000425	GO:0015267;GO:0016020;GO:0055085	NA	TMhelix	SSF81338	NA	G3DSA:1.20.1080.10	PF00230	Reactome: R-HSA-432047	mobidb-lite	NA	NA	PR00783	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU72718.1	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	PTHR18034;PTHR18034:SF4	IPR016024	GO:0003723;GO:0005515	PS51366	NA	SSF48371	SM00544;SM00543	G3DSA:1.25.40.180	PF02847;PF02854	NA	mobidb-lite	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU75122.1	NA	PTHR43618;PTHR43618:SF7	IPR002347	GO:0016491	NA	NA	SSF51735	NA	G3DSA:3.40.50.720	PF13561	NA	NA	NA	PS00061	PR00081	NA	cd05233	NA	NA	NA	NA	NA	NA	NA
RFU72121.1	NA	PTHR11361;PTHR11361:SF20	IPR036187	GO:0005524;GO:0006298;GO:0030983	NA	NA	SSF48334;SSF52540	SM00534;SM00533	G3DSA:3.40.50.300;G3DSA:1.10.1420.10	PF00488;PF05192	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81136.1	NA	PTHR24377:SF646;PTHR24377	IPR013087	GO:0003676	NA	NA	NA	SM00355	G3DSA:3.30.160.60	PF12756	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU81322.1	NA	PTHR10953:SF5;PTHR10953	IPR000594	GO:0008641;GO:0016881;GO:0016925;GO:0019948	NA	NA	SSF69572	NA	G3DSA:3.10.290.20;G3DSA:1.10.10.520;G3DSA:3.40.50.720	PF00899;PF10585;PF14732	Reactome: R-HSA-3065676|Reactome: R-HSA-3065678	mobidb-lite	Coil	PS00865	NA	NA	cd01489	PIRSF039133	NA	NA	NA	NA	NA	NA
RFU76335.1	NA	PTHR43708:SF5;PTHR43708	IPR000683	GO:0016491;GO:0055114	NA	NA	SSF55347;SSF51735	NA	G3DSA:3.40.50.720;G3DSA:3.30.360.10	PF01408;PF02894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
RFU76800.1	NA	PTHR11533;PTHR11533:SF171	IPR001930	GO:0006508;GO:0008237;GO:0008270	NA	NA	SSF55486;SSF63737	NA	G3DSA:1.25.50.20;G3DSA:2.60.40.1910;G3DSA:1.10.390.60;G3DSA:2.60.40.1730	PF11838;PF01433;PF17900	NA	NA	NA	NA	PR00756	NA	cd09601	NA	NA	NA	NA	NA	NA	NA
