Gene	MobiDBLite	PANTHER	Gene3D	interpro	Pfam	GO	SMART	SUPERFAMILY	CDD	ProSiteProfiles	Coils	PATHWAY	Phobius	PRINTS	TMHMM	PIRSF	Hamap	ProSitePatterns	SignalP_EUK	SignalP_GRAM_POSITIVE	SignalP_GRAM_NEGATIVE	TIGRFAM	ProDom	SFLD
maker-NIGC01000003.1-augustus-gene-0.11-mRNA-1	NA	PTHR37534	G3DSA:4.10.240.10	IPR021858	PF11951;PF00172	GO:0000981;GO:0005634;GO:0006355;GO:0008270	SM00066	SSF57701	cd00067	PS50048	NA	NA	NA	NA	NA	NA	NA	PS00463	NA	NA	NA	NA	NA	NA
maker-NIGC01000011.1-augustus-gene-1.2-mRNA-1	NA	PTHR11177:SF174;PTHR11177	G3DSA:3.20.20.80;G3DSA:3.10.50.10	IPR001223	PF00704	GO:0005975;GO:0008061;GO:0004553	SM00636	SSF51445;SSF54556	NA	NA	NA	KEGG: 00520+3.2.1.14|MetaCyc: PWY-6855|MetaCyc: PWY-6902|MetaCyc: PWY-7822	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	PS01095	NA	NA	NA	NA	NA	NA
maker-NIGC01000010.1-augustus-gene-12.14-mRNA-1	mobidb-lite	PTHR43494;PTHR43494:SF10	G3DSA:3.40.50.1820	IPR029058	PF07859	GO:0016787	NA	SSF53474	NA	NA	NA	Reactome: R-HSA-163560	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	PS01174;PS01173	SignalP-noTM	NA	NA	NA	NA	NA
augustus_masked-NIGC01000010.1-processed-gene-11.20-mRNA-1	mobidb-lite	PTHR10655:SF25;PTHR10655	NA	IPR003140	PF02230	GO:0016787	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000010.1-processed-gene-13.34-mRNA-1	mobidb-lite	PTHR28015	NA	IPR039443	PF13233	GO:0033615	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-14.2-mRNA-1	NA	PTHR10801:SF3;PTHR10801	G3DSA:3.30.465.10	IPR016169	PF01565	GO:0071949;GO:0050660;GO:0016491;GO:0055114	NA	SSF56176	NA	PS51387	NA	KEGG: 00100+1.3.1.72|Reactome: R-HSA-6807047|Reactome: R-HSA-6807062	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-11.27-mRNA-1	mobidb-lite	PTHR31944	G3DSA:4.10.240.10	IPR001138	PF04082;PF00172	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00066;SM00906	SSF57701	cd00067;cd12148	PS50048	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000006.1-processed-gene-3.17-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-35.12-mRNA-1	mobidb-lite	PTHR45381	G3DSA:3.30.70.330	IPR035979	PF00076	GO:0003676	SM00360	SSF54928	cd12245	PS50102	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000002.1-processed-gene-27.37-mRNA-1	mobidb-lite	PTHR28657;PTHR28657:SF5	G3DSA:1.20.58.480	IPR000898	PF01231	GO:0020037;GO:0019441;GO:0046872	NA	SSF140959	NA	NA	NA	Reactome: R-HSA-71240	NA	NA	NA	NA	NA	PS00876	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-45.29-mRNA-1	NA	PTHR43719	G3DSA:1.10.287.130;G3DSA:3.30.565.10;G3DSA:3.30.450.20;G3DSA:3.40.50.2300	IPR003594	PF02518;PF00072;PF00512;PF13426	GO:0000155;GO:0007165;GO:0000160;GO:0016310;GO:0016772	SM00387;SM00448;SM00091;SM00388	SSF47384;SSF52172;SSF55785;SSF55874	cd00075;cd00082;cd00130;cd00156	PS50112;PS50113;PS50109;PS50110	NA	Reactome: R-HSA-1296072	NA	PR00344	NA	NA	NA	NA	NA	NA	NA	TIGR00229	NA	NA
maker-NIGC01000008.1-augustus-gene-6.25-mRNA-1	NA	PTHR24089;PTHR24089:SF13	G3DSA:1.10.238.10;G3DSA:1.50.40.10	IPR002048	PF13499;PF00153	GO:0005509;GO:0022857;GO:0055085	SM00054	SSF47473;SSF103506	NA	PS50222;PS50920	NA	NA	NA	PR00926	NA	NA	NA	PS00018	NA	NA	NA	NA	NA	NA
maker-NIGC01000003.1-augustus-gene-6.35-mRNA-1	NA	PTHR10061	G3DSA:3.40.50.1820	IPR000801	PF00756	GO:0018738;GO:0046294	NA	SSF53474	NA	NA	NA	Reactome: R-HSA-156590	NA	NA	NA	NA	NA	NA	NA	NA	NA	TIGR02821	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-26.33-mRNA-1	mobidb-lite	PTHR28200	NA	IPR013964	PF08655	GO:0008608;GO:0042729;GO:0072686	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-12.32-mRNA-1	mobidb-lite	NA	NA	IPR018555	PF09428	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-6.38-mRNA-1	NA	PTHR11080:SF2;PTHR11080	G3DSA:3.40.50.850	IPR000868	PF00857	GO:0003824	NA	SSF52499	cd01011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000010.1-processed-gene-15.24-mRNA-1	NA	PTHR44051	G3DSA:1.20.1050.10;G3DSA:3.40.30.10	IPR036282	PF13417;PF00043	GO:0005515	NA	SSF47616;SSF52833	NA	PS50405;PS50404	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SFLDG00358;SFLDS00019
augustus_masked-NIGC01000005.1-processed-gene-34.1-mRNA-1	mobidb-lite	PTHR23236;PTHR23236:SF11	G3DSA:3.30.70.330	IPR012677	PF00076	GO:0003676	SM00360	SSF54928	NA	PS50102	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000010.1-augustus-gene-5.1-mRNA-1	mobidb-lite	PTHR28025	NA	IPR013958	PF08649	GO:0007052;GO:0042729;GO:0072686	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-18.31-mRNA-1	mobidb-lite	PTHR13252:SF9;PTHR13252	G3DSA:1.20.1280.50	IPR001810	PF12937	GO:0005515	SM00256	SSF81383	NA	PS50181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-17.37-mRNA-1	mobidb-lite	NA	G3DSA:3.30.160.60	IPR013087	NA	GO:0003676	SM00355	NA	NA	PS50157	Coil	NA	NA	NA	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-32.34-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-30.13-mRNA-1	mobidb-lite	PTHR24343:SF137;PTHR24343	G3DSA:3.30.200.20;G3DSA:1.10.510.10	IPR000719	PF00069	GO:0004672;GO:0005524;GO:0006468	SM00220	SSF56112	NA	PS50011	NA	NA	NA	NA	NA	NA	NA	PS00107;PS00108	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000009.1-processed-gene-2.27-mRNA-1	mobidb-lite	PTHR43908;PTHR43908:SF3	G3DSA:1.10.287.110	IPR001623	PF09320;PF00226	NA	SM00271	SSF46565	cd06257	PS50076	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PR00625	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-19.38-mRNA-1	mobidb-lite	PTHR28093	NA	IPR037508	PF08101	NA	NA	NA	cd04401	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-22.12-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	SSF57845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000001.1-augustus-gene-21.39-mRNA-1	mobidb-lite	NA	NA	IPR008011	PF05347	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000002.1-processed-gene-2.24-mRNA-1	mobidb-lite	PTHR13355:SF8;PTHR13355	NA	IPR039143	NA	GO:0004343;GO:0006048	NA	SSF55729	cd04301	NA	NA	Reactome: R-HSA-446210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-28.25-mRNA-1	NA	PTHR10578:SF10;PTHR10578	G3DSA:3.10.120.10;G3DSA:3.20.20.70	IPR037458	PF01070;PF00173	GO:0016491;GO:0055114;GO:0003824;GO:0020037	SM01117	SSF51395;SSF55856	cd02922	PS50255;PS51349	NA	Reactome: R-HSA-9033241	NA	PR00363	NA	NA	NA	PS00557;PS00191	NA	NA	NA	NA	NA	NA
maker-NIGC01000006.1-augustus-gene-8.29-mRNA-1	NA	PTHR43000;PTHR43000:SF7	G3DSA:3.40.50.720;G3DSA:3.90.25.10	IPR016040	PF16363	NA	NA	SSF51735	cd05246	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000001.1-augustus-gene-3.8-mRNA-1	NA	PTHR22778;PTHR22778:SF0	G3DSA:3.40.50.1820	IPR029058	PF03959	NA	NA	SSF53474	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-20.17-mRNA-1	NA	PTHR43591;PTHR43591:SF10	G3DSA:3.40.50.150	IPR029063	PF13489	NA	NA	SSF53335	cd02440	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-18.15-mRNA-1	mobidb-lite	PTHR21601	NA	IPR013724	PF08518	NA	SM00555	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-24.5-mRNA-1	NA	PTHR13256;PTHR13256:SF67	G3DSA:3.40.630.30	IPR016181	PF13302	GO:0016747	NA	SSF55729	cd04301	PS51186	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000001.1-augustus-gene-31.46-mRNA-1	mobidb-lite	PTHR19932	G3DSA:2.130.10.10	IPR015943	PF00400;PF12341	GO:0005515	SM00320	SSF50978	NA	PS50082;PS50294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-43.37-mRNA-1	NA	PTHR21206	G3DSA:1.20.58.1030	IPR038749	PF05916;PF16922	GO:0006261	NA	SSF158573	cd11711	NA	NA	Reactome: R-HSA-176974	NA	NA	NA	PIRSF007764	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-32.11-mRNA-1	mobidb-lite	NA	NA	IPR028084	PF14636	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000006.1-processed-gene-11.14-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000002.1-augustus-gene-29.53-mRNA-1	mobidb-lite	PTHR43173:SF10;PTHR43173	NA	IPR005197	PF03659	GO:0016787	NA	NA	cd11577	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA	NA
augustus_masked-NIGC01000011.1-processed-gene-1.22-mRNA-1	NA	PTHR31834	G3DSA:3.90.550.20	IPR007577	PF04488	GO:0000009	NA	SSF53448	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-10.8-mRNA-1	NA	PTHR11630;PTHR11630:SF42	G3DSA:2.40.50.140;G3DSA:2.20.28.10;G3DSA:3.30.1640.10;G3DSA:3.40.50.300	IPR031327	PF00493;PF14551;PF17855;PF17207	GO:0003677;GO:0005524;GO:0006270;GO:0003688;GO:0005634;GO:0042555;GO:0006260	SM00350	SSF52540;SSF50249	cd00009	PS50051	NA	Reactome: R-HSA-176187|Reactome: R-HSA-176974|Reactome: R-HSA-68867|Reactome: R-HSA-68949|Reactome: R-HSA-68962|Reactome: R-HSA-69052	NA	PR01661;PR01657	NA	NA	NA	PS00847	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-25.32-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-21.4-mRNA-1	NA	PTHR11409:SF37;PTHR11409	G3DSA:3.20.20.140	IPR032466	PF00962	GO:0019239	NA	SSF51556	NA	NA	NA	Reactome: R-HSA-74217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000003.1-augustus-gene-2.12-mRNA-1	mobidb-lite	PTHR31313;PTHR31313:SF4	G3DSA:4.10.240.10	IPR001138	PF04082	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	SM00906	NA	cd00067;cd12148	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-25.40-mRNA-1	mobidb-lite	PTHR43130:SF4;PTHR43130	NA	IPR002818	PF01965		NA	SSF52317	NA	NA	NA	Reactome: R-HSA-3899300	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-5.35-mRNA-1	mobidb-lite	PTHR38700	G3DSA:2.30.29.30;G3DSA:3.10.20.90	IPR011993	NA	NA	NA	SSF54236	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000010.1-augustus-gene-21.30-mRNA-1	mobidb-lite	PTHR42101	NA	IPR010640	PF06772	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	TMhelix	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000001.1-augustus-gene-31.50-mRNA-1	NA	PTHR15528:SF11;PTHR15528	G3DSA:2.130.10.10	IPR034605	NA	GO:0003712;GO:0008134;GO:0005515	NA	SSF50978	NA	NA	NA	Reactome: R-HSA-2151201	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000010.1-augustus-gene-4.6-mRNA-1	NA	PTHR11669:SF1;PTHR11669	G3DSA:3.40.50.300;G3DSA:1.10.8.60;G3DSA:1.20.272.10	IPR027417	PF13177	GO:0003677;GO:0006260	SM00382	SSF52540;SSF48019	cd00009	NA	NA	Reactome: R-HSA-110312|Reactome: R-HSA-110314|Reactome: R-HSA-110320|Reactome: R-HSA-174411|Reactome: R-HSA-5651801|Reactome: R-HSA-5655862|Reactome: R-HSA-5656121|Reactome: R-HSA-5656169|Reactome: R-HSA-5685942|Reactome: R-HSA-5696397|Reactome: R-HSA-5696400|Reactome: R-HSA-6782135|Reactome: R-HSA-6782210|Reactome: R-HSA-69091	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-24.23-mRNA-1	mobidb-lite	PTHR12143:SF19;PTHR12143	G3DSA:2.20.25.10;G3DSA:3.10.620.30	IPR038765	PF03835		SM00460	SSF54001	NA	NA	NA	Reactome: R-HSA-3108214|Reactome: R-HSA-5696394|Reactome: R-HSA-5696395	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-36.31-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-34.8-mRNA-1	mobidb-lite	NA	NA	IPR019194	PF09816		NA	NA	NA	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-674695|Reactome: R-HSA-75955	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000006.1-processed-gene-18.22-mRNA-1	NA	PTHR13360	NA	IPR009210	PF10469		NA	NA	NA	NA	NA	Reactome: R-HSA-112126	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000011.1-augustus-gene-21.62-mRNA-1	mobidb-lite	PTHR22938:SF0;PTHR22938	G3DSA:3.30.40.10	IPR001841	NA	GO:0003676	SM00355	SSF57850	cd16615	PS50089	Coil	NA	NA	NA	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA
maker-NIGC01000004.1-augustus-gene-26.0-mRNA-1	mobidb-lite	PTHR40626;PTHR40626:SF5	G3DSA:3.30.160.60	IPR036236	NA	GO:0003676	NA	SSF57667	NA	PS50157	NA	NA	NA	NA	NA	NA	NA	PS00028	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-18.7-mRNA-1	NA	PTHR19370;PTHR19370:SF174	G3DSA:2.40.30.10;G3DSA:3.40.50.80	IPR008333	PF00970;PF00175	GO:0016491;GO:0055114	NA	SSF63380;SSF52343	cd06183	PS51384	NA	Reactome: R-HSA-1237044	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	PR00406;PR00371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-3.35-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-8.30-mRNA-1	NA	PTHR12882;PTHR12882:SF1	G3DSA:3.30.40.210	IPR009287	PF06093	GO:0005634;GO:0006355;GO:0008270;GO:0032786	SM01389	SSF63393	cd07973	NA	NA	Reactome: R-HSA-112382|Reactome: R-HSA-113418|Reactome: R-HSA-167152|Reactome: R-HSA-167158|Reactome: R-HSA-167200|Reactome: R-HSA-167238|Reactome: R-HSA-167242|Reactome: R-HSA-167243|Reactome: R-HSA-167246|Reactome: R-HSA-167287|Reactome: R-HSA-167290|Reactome: R-HSA-674695|Reactome: R-HSA-6796648|Reactome: R-HSA-6807505|Reactome: R-HSA-75955	NA	NA	NA	PIRSF025023	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000002.1-augustus-gene-26.11-mRNA-1	NA	PTHR33146	G3DSA:1.10.575.10	IPR003154	PF02265	GO:0003676;GO:0004519;GO:0006308;GO:0016788	NA	SSF48537	cd11010	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-TM	NA	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-18.18-mRNA-1	NA	PTHR37945	G3DSA:3.40.190.10	IPR024370	PF12849	NA	NA	SSF53850	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	SignalP-noTM	NA	NA	NA
augustus_masked-NIGC01000007.1-processed-gene-3.10-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000001.1-processed-gene-3.15-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000004.1-processed-gene-22.9-mRNA-1	mobidb-lite	PTHR22880	G3DSA:1.20.920.10;G3DSA:3.30.710.10	IPR001487	PF00651;PF00439	GO:0005515	SM00297	SSF54695;SSF47370	NA	PS50014;PS50097	NA	NA	NA	PR00503	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000002.1-processed-gene-5.31-mRNA-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA	NA	NA
maker-NIGC01000002.1-augustus-gene-22.2-mRNA-1	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000002.1-augustus-gene-10.27-mRNA-1	mobidb-lite	PTHR13097;PTHR13097:SF7	NA	IPR017919	PF02002	GO:0043565;GO:0006367	SM00531	NA	NA	PS51344	Coil	Reactome: R-HSA-167161|Reactome: R-HSA-167162|Reactome: R-HSA-167172|Reactome: R-HSA-674695|Reactome: R-HSA-6807505|Reactome: R-HSA-73776|Reactome: R-HSA-73779|Reactome: R-HSA-75953|Reactome: R-HSA-76042	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000008.1-augustus-gene-1.50-mRNA-1	mobidb-lite	PTHR23195:SF15;PTHR23195	G3DSA:2.60.40.1970	IPR037989	PF03366	GO:0000812;GO:0035267;GO:0006355	NA	NA	NA	PS51037	Coil	Reactome: R-HSA-3214847|Reactome: R-HSA-8866907	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-17.37-mRNA-1	NA	PTHR10803;PTHR10803:SF3	G3DSA:3.40.50.300	IPR016300	PF02374	GO:0005524;GO:0016887	NA	SSF52540	cd02035	NA	Coil	Reactome: R-HSA-381038	NA	NA	NA	NA	MF_03112	NA	NA	NA	NA	TIGR00345	NA	NA
maker-NIGC01000002.1-augustus-gene-2.49-mRNA-1	NA	PTHR10497;PTHR10497:SF0	G3DSA:2.30.30.770	IPR001141	PF01777	GO:0003735;GO:0005622;GO:0005840;GO:0006412	NA	SSF50104	cd06090	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72689|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	PD009396	NA
maker-NIGC01000002.1-augustus-gene-27.6-mRNA-1	NA	PTHR23002;PTHR23002:SF84	G3DSA:4.10.60.10	IPR001878	PF00098	GO:0003676;GO:0008270	SM00343	SSF57756	NA	PS50158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
augustus_masked-NIGC01000005.1-processed-gene-42.12-mRNA-1	mobidb-lite	PTHR34144:SF3;PTHR34144	NA	IPR021047	PF11735	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE	NA	TMhelix	NA	NA	NA	SignalP-TM	SignalP-TM	SignalP-TM	NA	NA	NA
augustus_masked-NIGC01000008.1-processed-gene-3.9-mRNA-1	mobidb-lite	PTHR22852	G3DSA:2.130.10.10	IPR001680	PF00400	GO:0005515	SM00320	SSF50978	NA	PS50082;PS50294	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
maker-NIGC01000006.1-augustus-gene-0.1-mRNA-1	mobidb-lite	PTHR23500;PTHR23500:SF35	G3DSA:1.20.1250.20	IPR005829	PF00083	GO:0005215;GO:0016021;GO:0055085;GO:0016020;GO:0022857	NA	SSF103473	cd06174	PS50850	NA	Reactome: R-HSA-189200	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	PR00171	TMhelix	NA	NA	PS00216;PS00217	NA	NA	NA	NA	NA	NA
maker-NIGC01000005.1-augustus-gene-41.3-mRNA-1	mobidb-lite	PTHR12592:SF0;PTHR12592	NA	IPR029056	PF01256	GO:0052855	NA	SSF53613	cd01171	PS51383	NA	Reactome: R-HSA-197264	NA	NA	NA	NA	MF_01965	PS01050	NA	NA	NA	TIGR00196	NA	NA
augustus_masked-NIGC01000010.1-processed-gene-6.0-mRNA-1	mobidb-lite	PTHR41813	G3DSA:1.20.910.10	IPR016084	NA		NA	SSF48613	NA	NA	NA	Reactome: R-HSA-189483|Reactome: R-HSA-917937	SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	NA	NA	NA	SignalP-TM	NA	NA	NA	NA
