Gene	interpro	GO	Gene3D	MobiDBLite	Pfam	PANTHER	ProSitePatterns	SMART	SUPERFAMILY	ProSiteProfiles	PRINTS	CDD	PATHWAY	TIGRFAM	Hamap	PIRSF	Phobius	TMHMM	SignalP_GRAM_NEGATIVE	SFLD	SignalP_EUK	SignalP_GRAM_POSITIVE	Coils	ProDom
PTB80008.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB76619.1	IPR029071	GO:0005515	G3DSA:3.10.20.90	NA	PF00240	PTHR10666:SF173;PTHR10666	NA	SM00213	SSF54236	PS50053	PR00348	cd01806	Reactome: R-HSA-2173789|Reactome: R-HSA-5689603|Reactome: R-HSA-8856825|Reactome: R-HSA-8951664|Reactome: R-HSA-917937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76732.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
PTB78048.1	IPR039411	NA	G3DSA:2.40.10.310	mobidb-lite	PF01201	PTHR12642;PTHR12642:SF0	NA	NA	NA	NA	NA	cd11381	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77841.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB73595.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB72783.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION	TMhelix	NA	NA	NA	NA	Coil	NA
PTB75065.1	IPR026992	GO:0016491;GO:0055114	G3DSA:2.60.120.330	mobidb-lite	PF14226;PF03171	PTHR10209:SF355;PTHR10209	NA	NA	SSF51197	PS51471	PR00682	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78961.1	IPR010828		G3DSA:3.30.559.30;G3DSA:3.30.559.10	NA	PF07247	PTHR28037	NA	NA	SSF52777	NA	NA	NA	Reactome: R-HSA-389661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74656.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78403.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270;GO:0003677;GO:0006351	G3DSA:4.10.240.10	mobidb-lite	PF04082;PF00172	PTHR31001	NA	SM00066;SM00906	SSF57701	PS50048	NA	cd00067;cd12148	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	Coil	NA
PTB79279.1	IPR001214	GO:0005515	G3DSA:3.30.70.3410;G3DSA:3.30.60.180;G3DSA:2.170.270.10	NA	PF00856	PTHR12197;PTHR12197:SF209	PS01360	NA	SSF82199	PS50280	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76001.1	IPR012312		G3DSA:1.20.120.520	mobidb-lite	PF01814	PTHR38048;PTHR38048:SF1	NA	NA	NA	NA	NA	cd12108	Reactome: R-HSA-390471|Reactome: R-HSA-8951664|Reactome: R-HSA-917937|Reactome: R-HSA-983168	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81836.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION	NA	NA	NA	SignalP-noTM	NA	NA	NA
PTB77407.1	IPR002121	GO:0003676;GO:0005622;GO:0000166;GO:0003824;GO:0044237;GO:0000176;GO:0006396;GO:0006139;GO:0008408	G3DSA:3.30.420.500;G3DSA:1.10.150.80	mobidb-lite	PF00570;PF08066;PF01612	PTHR12124:SF47;PTHR12124	NA	SM00341;SM00474	SSF47819;SSF53098	PS50967	NA	cd06147	Reactome: R-HSA-6791226	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB77564.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB80187.1	IPR036691	GO:0004518;GO:0006281;GO:0003677;GO:0004519;GO:0005622	G3DSA:3.60.10.10	mobidb-lite	PF03372	PTHR22748;PTHR22748:SF4	PS00726;PS00728	NA	SSF56219	PS51435	NA	cd09088	Reactome: R-HSA-110357|Reactome: R-HSA-110362|Reactome: R-HSA-110373|Reactome: R-HSA-5651801|Reactome: R-HSA-73930|Reactome: R-HSA-73933	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB76305.1	IPR001330	GO:0003824	G3DSA:1.50.10.20	NA	PF00432	PTHR11774;PTHR11774:SF4	NA	NA	SSF48239	NA	NA	cd02895	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	NA	NA	NA	NA	NA	NA	NA
PTB78310.1	IPR017946	GO:0006629;GO:0008081	NA	NA	NA	PTHR13593;PTHR13593:SF74	NA	NA	SSF51695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75068.1	IPR015500	GO:0004252;GO:0006508;GO:0005618;GO:0016020	G3DSA:3.40.50.200	NA	PF00082;PF06280	PTHR43399	PS00136;PS00138	NA	SSF52743	NA	PR00723	cd07489	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB80567.1	IPR004911		NA	NA	PF03227	PTHR13234;PTHR13234:SF8	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-2132295|Reactome: R-HSA-877300	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB76325.1	IPR021054	NA	G3DSA:1.20.1280.140	NA	PF12296	PTHR38123	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB77440.1	IPR003892	GO:0005515	G3DSA:1.10.8.10	mobidb-lite	PF02845	PTHR21494:SF0;PTHR21494	NA	SM00546	SSF46934	PS51140	NA	cd14364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75559.1	IPR003703	GO:0006637;GO:0047617	G3DSA:3.10.129.90	NA	PF13622	PTHR11066	NA	NA	SSF54637	NA	NA	cd03444;cd03445	Reactome: R-HSA-193368|Reactome: R-HSA-2046106|Reactome: R-HSA-389887|Reactome: R-HSA-390247|Reactome: R-HSA-9033241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB72179.1	IPR010730	NA	NA	NA	PF06985	PTHR24148;PTHR24148:SF57	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71478.1	IPR001931	GO:0003735;GO:0005622;GO:0005840;GO:0006412	G3DSA:3.30.1230.20	NA	PF01249	PTHR10442;PTHR10442:SF0	PS00996	NA	NA	NA	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-156902|Reactome: R-HSA-1799339|Reactome: R-HSA-192823|Reactome: R-HSA-2408557|Reactome: R-HSA-6791226|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706|Reactome: R-HSA-72764|Reactome: R-HSA-9010553|Reactome: R-HSA-975956|Reactome: R-HSA-975957	NA	NA	PIRSF002148	NA	NA	NA	NA	NA	NA	NA	PD006584
PTB73540.1	IPR036322	GO:0005515;GO:0048188	G3DSA:2.130.10.10	mobidb-lite	PF00400	PTHR44040	PS00678	SM00320	SSF50978	PS50082;PS50294	NA	NA	Reactome: R-HSA-201722|Reactome: R-HSA-3214841|Reactome: R-HSA-3769402|Reactome: R-HSA-5617472|Reactome: R-HSA-8936459|Reactome: R-HSA-8951664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80848.1	IPR013022	GO:0003677;GO:0006281;GO:0008270	G3DSA:3.20.20.150	mobidb-lite	PF01261	PTHR21445	PS00730;PS00731	SM00518	SSF51658	PS51432	NA	cd00019	NA	TIGR00587	MF_00152	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78641.1	NA	NA	G3DSA:1.10.357.150	mobidb-lite	NA	PTHR12205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB71486.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB81002.1	IPR002794	GO:0016021	NA	mobidb-lite	PF01940	PTHR13353;PTHR13353:SF5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE;TRANSMEMBRANE;SIGNAL_PEPTIDE_C_REGION;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION	TMhelix	NA	NA	NA	NA	NA	NA
PTB77017.1	IPR001138	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	mobidb-lite	PF00172	NA	PS00463	SM00066	SSF57701	PS50048	PR00755	cd00067	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB75062.1	IPR001680	GO:0005515	G3DSA:1.20.1280.50;G3DSA:2.130.10.10	mobidb-lite	PF00400;PF12937	PTHR44038;PTHR44038:SF2	PS00678	SM00256;SM00320	SSF50978;SSF81383	PS50082;PS50181;PS50294	NA	cd00200	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80169.1	IPR032800	NA	NA	mobidb-lite	PF14558;PF06011	PTHR31145;PTHR31145:SF2	NA	SM01320	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	TMhelix	SignalP-noTM	NA	SignalP-noTM	SignalP-TM	NA	NA
PTB71978.1	IPR014031	GO:0003824;GO:0016740;GO:0016491;GO:0031177	G3DSA:3.40.47.10;G3DSA:1.10.1200.10;G3DSA:3.40.50.720;G3DSA:3.40.366.10;G3DSA:3.90.180.10;G3DSA:3.10.129.110;G3DSA:3.30.70.3290	NA	PF02801;PF16197;PF00109;PF14765;PF08659;PF00698	PTHR43775:SF7;PTHR43775	PS00012;PS00606	SM00822;SM00827;SM00829;SM00825;SM00823;SM00826	SSF47336;SSF55048;SSF53901;SSF51735;SSF52151;SSF50129	PS50075	NA	cd00833;cd05274;cd05195	Reactome: R-HSA-163765|Reactome: R-HSA-199220|Reactome: R-HSA-2426168|Reactome: R-HSA-75105	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
PTB78935.1	IPR027417	NA	G3DSA:3.40.50.300	NA	NA	PTHR23077:SF49;PTHR23077	NA	NA	SSF52540	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80228.1	IPR036047	GO:0005515	NA	NA	NA	NA	NA	NA	SSF81383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81553.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE	NA	NA	NA	NA	SignalP-TM	NA	NA
PTB76430.1	IPR019182	NA	NA	NA	PF09796	PTHR28254	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB81207.1	NA	NA	NA	mobidb-lite	NA	PTHR28096	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71203.1	NA	NA	NA	mobidb-lite	NA	PTHR42078	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN;TRANSMEMBRANE	TMhelix	NA	NA	NA	NA	NA	NA
PTB73990.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB73967.1	IPR036291		G3DSA:3.40.50.720;G3DSA:3.90.25.10	NA	PF05368	PTHR14194;PTHR14194:SF98	NA	NA	SSF51735	NA	NA	cd05259	Reactome: R-HSA-70635	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79606.1	IPR018466	NA	NA	mobidb-lite	PF10342	PTHR40633;PTHR40633:SF1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;TRANSMEMBRANE;CYTOPLASMIC_DOMAIN	NA	SignalP-noTM	NA	SignalP-noTM	NA	NA	NA
PTB77259.1	IPR036388	GO:0003743;GO:0005852;GO:0006446;GO:0043022;GO:0005737	G3DSA:1.10.10.10;G3DSA:1.25.40.250	NA	PF10075	PTHR13022	NA	NA	SSF48371;SSF46785	PS50250	NA	NA	Reactome: R-HSA-156827|Reactome: R-HSA-72649|Reactome: R-HSA-72689|Reactome: R-HSA-72695|Reactome: R-HSA-72702|Reactome: R-HSA-72706	NA	MF_03010	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73725.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	NA	NA	NA	NA
PTB76548.1	IPR016215	GO:0004497;GO:0016705;GO:0055114	G3DSA:3.20.20.30	NA	PF00296	PTHR30011;PTHR30011:SF40	NA	NA	SSF51679	NA	NA	NA	NA	TIGR03860	NA	PIRSF000337	NA	NA	NA	NA	NA	NA	NA	NA
PTB78096.1	IPR036837	GO:0006812;GO:0008324;GO:0016021;GO:0055085	G3DSA:3.30.70.1350;G3DSA:1.20.1510.10	mobidb-lite	PF01545;PF16916	PTHR43840;PTHR43840:SF4	NA	NA	SSF160240;SSF161111	NA	NA	NA	Reactome: R-HSA-435368	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB79184.1	IPR009653	NA	NA	NA	PF06842	PTHR13229;PTHR13229:SF2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB75600.1	IPR036047	GO:0005515	G3DSA:1.20.1280.50	NA	PF00646	NA	NA	SM00256	SSF81383	PS50181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74789.1	IPR012337	NA	NA	mobidb-lite	NA	PTHR12801	NA	SM00479	SSF53098	NA	NA	cd06145	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB72089.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB78544.1	IPR013935		NA	mobidb-lite	PF08626	PTHR21512	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-8876198	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77238.1	IPR006603	NA	NA	mobidb-lite	PF04193	PTHR16201;PTHR16201:SF37	NA	SM00679	NA	NA	NA	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB79648.1	IPR016024	NA	NA	mobidb-lite	PF04064;PF04063	PTHR13387	NA	NA	SSF48371	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77772.1	IPR001357	NA	G3DSA:3.40.50.10190	mobidb-lite	PF16770;PF12738	PTHR13561:SF36;PTHR13561	NA	SM00292	SSF52113	PS50172	NA	cd00027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB80663.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	PS51257	NA	NA	NA	NA	NA	NA	SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	SignalP-noTM	NA	NA	NA
PTB77727.1	IPR019787	GO:0004402;GO:0006355;GO:0016573	G3DSA:3.30.60.60;G3DSA:1.10.10.10;G3DSA:3.40.630.30;G3DSA:3.30.40.10	mobidb-lite	PF16866;PF01853;PF17772	PTHR10615:SF155;PTHR10615	NA	SM00249	SSF55729;SSF57903	PS50016;PS51726	NA	NA	Reactome: R-HSA-3214847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74295.1	IPR017877	GO:0003677	G3DSA:1.10.10.60	mobidb-lite	PF13921;PF07529	NA	NA	SM00717;SM00573	SSF46689	PS50090;PS51204	NA	cd00167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB73200.1	IPR017932	GO:0051536;GO:0006537;GO:0015930;GO:0016638;GO:0055114;GO:0016491;GO:0003824;GO:0016639;GO:0006807;GO:0005506;GO:0010181;GO:0016040;GO:0050660	G3DSA:1.10.1060.10;G3DSA:2.160.20.60;G3DSA:3.20.20.70;G3DSA:3.50.50.60;G3DSA:3.60.20.10	mobidb-lite	PF01645;PF04898;PF00310;PF14691;PF07992;PF01493	PTHR11938:SF1;PTHR11938	NA	NA	SSF51971;SSF46548;SSF69336;SSF56235;SSF51395	PS51278	PR00419	cd00982;cd02808;cd00713	Reactome: R-HSA-73621	TIGR01317	NA	PIRSF000187	NA	NA	NA	NA	NA	NA	NA	NA
PTB72510.1	IPR022343	GO:0004888;GO:0007166;GO:0016021	NA	mobidb-lite	PF05462	PTHR23112:SF22;PTHR23112	NA	NA	SSF81321	PS50261	PR02001	NA	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB73600.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;CYTOPLASMIC_DOMAIN;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB79629.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79447.1	IPR013873	GO:0019901	G3DSA:1.20.58.610	mobidb-lite	PF08564;PF03234;PF08565	PTHR12800;PTHR12800:SF4	NA	SM01069;SM01070;SM01071	SSF101391	NA	NA	NA	Reactome: R-HSA-1227986|Reactome: R-HSA-1236382|Reactome: R-HSA-5637810|Reactome: R-HSA-8863795	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB71480.1	IPR000086	GO:0016787	G3DSA:3.90.79.10	mobidb-lite	PF00293	PTHR12318	NA	NA	SSF55811	PS51462	NA	NA	Reactome: R-HSA-390918|Reactome: R-HSA-9033241	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74002.1	IPR003377	GO:0016192	NA	NA	PF03311	PTHR12290:SF11;PTHR12290	PS01340	SM01398	NA	NA	NA	NA	Reactome: R-HSA-204005|Reactome: R-HSA-5694530	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB81491.1	IPR025183	GO:0005515	G3DSA:2.120.10.80	mobidb-lite	PF13415;PF13418;PF13422	PTHR23244;PTHR23244:SF410	NA	NA	SSF117281	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77214.1	IPR007019	NA	NA	mobidb-lite	PF15459;PF04935	PTHR14369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB81655.1	IPR036864	GO:0000981;GO:0005634;GO:0006355;GO:0008270	G3DSA:4.10.240.10	NA	PF11951;PF00172	PTHR31263;PTHR31263:SF24	PS00463	SM00066	SSF57701	PS50048	NA	cd00067	NA	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	NA	NA	NA	NA	NA	NA	NA
PTB74436.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN;CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB72939.1	NA	NA	NA	mobidb-lite	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_N_REGION	TMhelix	NA	NA	SignalP-noTM	NA	NA	NA
PTB79142.1	IPR007529	NA	G3DSA:3.30.60.190	mobidb-lite	PF04438	PTHR13483	NA	NA	SSF144232	PS51083	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB77821.1	IPR028005		NA	mobidb-lite	PF13878	NA	NA	NA	NA	NA	NA	NA	Reactome: R-HSA-2468052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB78845.1	IPR004827	GO:0003700;GO:0006355	G3DSA:1.20.5.170	mobidb-lite	PF00170	PTHR19304	PS00036	SM00338	SSF57959	PS50217	NA	cd14687	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81579.1	IPR009145	GO:0000398;GO:0003723;GO:0089701;GO:0046872	NA	mobidb-lite	PF00642	PTHR12620	NA	NA	NA	PS50103	PR01848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB74595.1	IPR000504	GO:0003676;GO:0003729;GO:0003723;GO:0005634;GO:0005737;GO:0006396	G3DSA:3.30.70.330	mobidb-lite	PF00076	PTHR23139;PTHR23139:SF24	NA	SM00360	SSF54928	PS50102	PR01738	cd12324	Reactome: R-HSA-109688|Reactome: R-HSA-159236|Reactome: R-HSA-72163|Reactome: R-HSA-72187|Reactome: R-HSA-9010553|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB81171.1	IPR022125		G3DSA:1.25.10.10	mobidb-lite	PF12397;PF08146	PTHR13457	NA	SM01036	SSF48371	NA	NA	NA	Reactome: R-HSA-6790901|Reactome: R-HSA-6791226	NA	NA	NA	CYTOPLASMIC_DOMAIN;TRANSMEMBRANE;NON_CYTOPLASMIC_DOMAIN	TMhelix	NA	NA	NA	NA	NA	NA
PTB77146.1	IPR004331	NA	G3DSA:3.30.40.10	mobidb-lite	PF13920;PF03105	PTHR23327:SF25;PTHR23327	NA	SM00184	SSF57850	PS50089;PS51382	NA	cd16449	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Coil	NA
PTB77384.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE_C_REGION;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE	NA	NA	NA	SignalP-noTM	NA	NA	NA
PTB72126.1	IPR017986	GO:0005515	G3DSA:3.40.50.300;G3DSA:2.130.10.10	NA	PF05729;PF00400	PTHR22847;PTHR22847:SF600	PS00678	SM00320	SSF82171;SSF52540;SSF101898	PS50294;PS50082;PS50837	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB73154.1	IPR000504	GO:0003676;GO:0000184	G3DSA:3.30.70.330	mobidb-lite	PF00076;PF03467	PTHR13112;PTHR13112:SF0	NA	SM00360	SSF54928	PS50102	NA	cd12455;cd00590	Reactome: R-HSA-9010553|Reactome: R-HSA-975957	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71190.1	IPR013536	NA	NA	mobidb-lite	PF08325	PTHR30399	NA	NA	NA	PS51397	NA	cd07344	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB71565.1	IPR006650	GO:0009168;GO:0019239;GO:0003876;GO:0032264	G3DSA:3.20.20.140;G3DSA:2.30.30.800	mobidb-lite	PF00962	PTHR11359;PTHR11359:SF0	PS00485	NA	SSF51556	NA	NA	cd01319	Reactome: R-HSA-74217	TIGR01429	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PTB79808.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NON_CYTOPLASMIC_DOMAIN;SIGNAL_PEPTIDE_N_REGION;SIGNAL_PEPTIDE;SIGNAL_PEPTIDE_H_REGION;SIGNAL_PEPTIDE_C_REGION	NA	NA	NA	SignalP-noTM	NA	NA	NA
