1433_CANAL,SIMILARITY: Belongs to the 14-3-3 family.
SUB4B_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB4C_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB4_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB4_ARTBE,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB4_ARTGP,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB4_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB4_TRIEQ,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB4_TRIRU,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity.
SUB4_TRITO,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB4_TRIVC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB4_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB5_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB5_ARTBE,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB5_ARTGP,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB5_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB5_TRIEQ,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB5_TRIRU,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB5_TRITO,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB5_TRIVC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB5_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_ARTBE,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_ARTGP,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_TRIEQ,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_TRIRU,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_TRISD,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_TRISH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_TRITO,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_TRIVC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB6_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7A_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7B_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7C_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7D_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_ARTBE,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_ARTGP,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_TRIEQ,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_TRIRU,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_TRISD,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_TRITO,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_TRIVC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB7_TRIVO,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB8_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB8_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB8_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB8_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB9_ARTBC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB9_ARTGP,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB9_ARTOC,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB9_COCP7,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
SUB9_TRIVH,FUNCTION: Secreted subtilisin-like serine protease with keratinolytic activity that contributes to pathogenicity (By similarity).
TOXK_CYBMR,FUNCTION: This toxin kills sensitive strains of yeast. It inhibits beta-1,3-glucan synthesis.
TOXK_CYBSA,FUNCTION: This toxin kills sensitive strains of yeast.
TOXK_MILFA,FUNCTION: This toxin kills sensitive strains of yeast.
TPS1_CANAL,CATALYTIC ACTIVITY: UDP-glucose + D-glucose 6-phosphate = UDP + alpha,alpha-trehalose 6-phosphate.
TREB_MAGO7,FUNCTION: Plays a role in pathogenicity, specifically in proliferation of invasive hyphae in rice blast disease.
TUP1_CANAL,FUNCTION: Represses transcription by RNA polymerase II. Represses genes responsible for initiating filamentous growth and this repression is lifted under inducing environmental conditions.
VPS27_CANAL,FUNCTION: Component of the ESCRT-0 complex which is the sorting receptor for ubiquitinated cargo proteins at the multivesicular body (MVB) and recruits ESCRT-I to the MVB outer membrane (By similarity).
WHS11_CANAL,INDUCTION: By temperature-induced mass conversion from opaque to white colonies. WH11 is abruptly activated at the second cell doubling.
Y1220_ASPFU,FUNCTION: Probable aspartic-type endopeptidase which contributes to virulence (By similarity).
Y4018_ARTBC,FUNCTION: Probable aspartic-type endopeptidase which contributes to virulence (By similarity).
Y5382_TRIVH,FUNCTION: Probable aspartic-type endopeptidase which contributes to virulence (By similarity).
Y6366_TRIVH,FUNCTION: Probable secreted aspartic-type endopeptidase which contributes to virulence (By similarity).
Y6955_ARTOC,FUNCTION: Probable aspartic-type endopeptidase which contributes to virulence (By similarity).
Y7403_ARTBC,FUNCTION: Probable secreted aspartic-type endopeptidase which contributes to virulence (By similarity).
